actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
35,PT09M12.00S,2024-03-10T22:15:03.8Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,7,2,2024-03-10T22:45:54Z,350000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,
36,PT08M47.00S,2024-03-10T22:15:32.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,7,2,2024-03-10T22:15:38Z,360000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,1198.0,,,,,,,,,,,,
37,PT08M38.00S,2024-03-10T22:15:50.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,30.042706964520367,76.47058823529412,1610612754,7,2,2024-03-10T22:15:56Z,370000,False,-132.0,230.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
38,PT08M34.00S,2024-03-10T22:15:54.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,7,2,2024-03-10T22:15:56Z,380000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,37.0,4.0,2.0,2.0,,,,,,,,,,,,,
39,PT08M26.00S,2024-03-10T22:16:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,89.30683311432325,54.65686274509803,1610612753,7,2,2024-03-10T22:16:13Z,390000,False,23.0,48.0,1,right,MISS F. Wagner driving Layup - blocked,"[1630532, 1630174]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,Nesmith,1630174.0,,,
40,PT08M26.00S,2024-03-10T22:16:08.2Z,1,REGULAR,block,,[],1630174,,,1610612753,7,2,2024-03-10T22:16:11Z,400000,False,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M26.00S,2024-03-10T22:16:08.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,7,2,2024-03-10T22:16:13Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,39.0,,,,,,,,,,,,,,,,
43,PT08M18.00S,2024-03-10T22:16:29.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630532,88.25558475689881,58.333333333333336,1610612753,7,2,2024-03-10T22:16:35Z,430000,False,42.0,58.0,1,right,MISS F. Wagner 7' turnaround Shot,[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,,,,,
44,PT08M16.00S,2024-03-10T22:16:31.1Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,7,2,2024-03-10T22:16:35Z,440000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,
45,PT08M06.00S,2024-03-10T22:16:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,8.754927726675426,47.05882352941176,1610612754,7,2,2024-03-10T22:17:34Z,450000,False,15.0,30.0,1,left,MISS M. Turner driving Layup,[1626167],1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.32,Missed,,,,,,,,,,,,,,,,,,
46,PT08M03.00S,2024-03-10T22:16:44.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,7,2,2024-03-10T22:16:47Z,460000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,
47,PT07M54.00S,2024-03-10T22:16:59.0Z,1,REGULAR,foul,personal,[],1627783,,,1610612753,7,2,2024-03-10T22:17:06Z,470000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1628976]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,,,,,1627963.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,
49,PT07M42.00S,2024-03-10T22:17:25.3Z,1,REGULAR,2pt,Jump Shot,[],1630532,72.09264126149803,52.94117647058824,1610612753,7,2,2024-03-10T22:17:32Z,490000,False,15.0,210.0,1,right,MISS F. Wagner 21' step back Shot,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,21.03,Missed,,,,,,,,,,,,,,,,,,
50,PT07M39.00S,2024-03-10T22:17:28.3Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,7,2,2024-03-10T22:17:32Z,500000,False,,,0,,W. Carter Jr. REBOUND (Off:3 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,,,,49.0,5.0,2.0,3.0,,,,,,,,,,,,,
51,PT07M27.00S,2024-03-10T22:17:39.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631094,87.46714848883047,50.0,1610612753,9,2,2024-03-10T22:17:45Z,510000,False,0.0,65.0,1,right,P. Banchero 6' driving floating bank Jump Shot (2 PTS),[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,2.0,,,,,,,,,,,,,,,,,
52,PT07M13.00S,2024-03-10T22:17:53.2Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,9,2,2024-03-10T22:17:58Z,520000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 1630532]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Wagner,1630532.0
53,PT07M13.00S,2024-03-10T22:17:53.2Z,1,REGULAR,steal,,[],1630532,,,1610612753,9,2,2024-03-10T22:17:55Z,530000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M04.00S,2024-03-10T22:18:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,91.5407358738502,50.49019607843137,1610612753,9,2,2024-03-10T22:19:37Z,540000,False,2.0,27.0,1,right,MISS F. Wagner Layup - blocked,"[1630532, 1630174]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,Nesmith,1630174.0,,,
55,PT07M04.00S,2024-03-10T22:18:05.5Z,1,REGULAR,block,,[],1630174,,,1610612753,9,2,2024-03-10T22:18:09Z,550000,False,,,0,,A. Nesmith BLOCK (2 BLK),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT07M03.00S,2024-03-10T22:18:06.5Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,9,2,2024-03-10T22:19:37Z,560000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,
57,PT07M00.00S,2024-03-10T22:18:13.1Z,1,REGULAR,turnover,bad pass,[],1626167,,,1610612754,9,2,2024-03-10T22:22:23Z,570000,False,,,0,,M. Turner bad pass TURNOVER (1 TO),"[1626167, 1628976]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Carter Jr.,1628976.0
62,PT07M00.00S,2024-03-10T22:18:13.1Z,1,REGULAR,steal,,[],1628976,,,1610612753,9,2,2024-03-10T22:19:04Z,580000,False,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
64,PT06M56.00S,2024-03-10T22:18:19.3Z,1,REGULAR,turnover,bad pass,[],203914,,,1610612753,9,2,2024-03-10T22:22:28Z,585000,False,,,0,,G. Harris bad pass TURNOVER (1 TO),"[203914, 1630174]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0
65,PT06M56.00S,2024-03-10T22:18:19.3Z,1,REGULAR,steal,,[],1630174,,,1610612754,9,2,2024-03-10T22:19:35Z,587500,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2024-03-10T22:18:25.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630169,11.300919842312746,3.4543504901960786,1610612754,9,2,2024-03-10T22:23:09Z,590000,False,233.0,54.0,1,left,MISS T. Haliburton running 3PT,[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2024-03-10T22:18:27.5Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,9,2,2024-03-10T22:23:09Z,600000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,
61,PT06M24.00S,2024-03-10T22:18:51.2Z,1,REGULAR,3pt,Jump Shot,[],203914,91.27792378449409,4.6568627450980395,1610612753,12,2,2024-03-10T22:23:28Z,610000,False,-227.0,29.0,1,right,G. Harris 3PT  (3 PTS) (P. Banchero 1 AST),"[203914, 1631094]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,22.86,Made,3.0,,,,,,,,,,P. Banchero,1631094.0,1.0,,,,,
63,PT06M22.00S,2024-03-10T22:19:20.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,12,2,2024-03-10T22:26:50Z,620000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M22.00S,2024-03-10T22:21:12.0Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,12,2,2024-03-10T22:21:42Z,630000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M22.00S,2024-03-10T22:21:12.0Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,12,2,2024-03-10T22:21:42Z,640000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M22.00S,2024-03-10T22:21:12.0Z,1,REGULAR,substitution,in,[],204456,,,1610612754,12,2,2024-03-10T22:21:42Z,650000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M22.00S,2024-03-10T22:21:12.0Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,12,2,2024-03-10T22:21:42Z,660000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M04.00S,2024-03-10T22:22:04.9Z,1,REGULAR,2pt,Jump Shot,[],204456,8.229303547963205,27.941176470588236,1610612754,12,4,2024-03-10T22:22:10Z,670000,False,110.0,25.0,1,left,T. McConnell 11' pullup Jump Shot (2 PTS) (A. Nesmith 1 AST),"[204456, 1630174]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,11.31,Made,2.0,,,,,,,,,,A. Nesmith,1630174.0,1.0,,,,,
73,PT05M38.00S,2024-03-10T22:22:30.7Z,1,REGULAR,3pt,Jump Shot,[],1631094,72.22404730617609,82.1078431372549,1610612753,12,4,2024-03-10T22:23:54Z,690000,False,161.0,209.0,1,right,MISS P. Banchero 26' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2024-03-10T22:22:31.7Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,12,4,2024-03-10T22:24:09Z,700000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,
75,PT05M23.00S,2024-03-10T22:22:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.440867279894875,50.73529411764706,1610612754,12,6,2024-03-10T22:24:21Z,710000,False,-4.0,17.0,1,left,T. McConnell driving reverse Layup (4 PTS),[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,1.78,Made,4.0,,,,,,,,,,,,,,,,,
76,PT05M08.00S,2024-03-10T22:23:03.8Z,1,REGULAR,foul,personal,[],1630174,,,1610612753,12,6,2024-03-10T22:23:11Z,720000,False,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 1631094]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,1198.0,1.0,0.0,Banchero,1631094.0,,,,,,,,
78,PT05M08.00S,2024-03-10T22:23:10.5Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,12,6,2024-03-10T22:23:14Z,740000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M08.00S,2024-03-10T22:23:10.5Z,1,REGULAR,substitution,in,[],204060,,,1610612753,12,6,2024-03-10T22:23:14Z,750000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M08.00S,2024-03-10T22:23:22.2Z,1,REGULAR,substitution,out,[],1630174,,,1610612753,12,6,2024-03-10T22:23:26Z,760000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M08.00S,2024-03-10T22:23:22.2Z,1,REGULAR,substitution,in,[],1641716,,,1610612753,12,6,2024-03-10T22:23:26Z,770000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M58.00S,2024-03-10T22:23:51.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631094,90.88370565045992,47.05882352941176,1610612753,12,6,2024-03-10T22:24:57Z,780000,False,-15.0,33.0,1,right,MISS P. Banchero Hook,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
