actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal
176,PT11M12.00S,2023-12-21T00:41:48.6Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,26,25,2023-12-21T00:41:49Z,1680000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,175.0,,,,,,,,,,,,1.0,1.0,0.0,,,
177,PT11M02.00S,2023-12-21T00:42:00.1Z,2,REGULAR,foul,personal,[],1629130,,,1610612753,26,25,2023-12-21T00:42:08Z,1690000,False,,,0,,D. Robinson personal FOUL (2 PF),"[1629130, 203914]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Left,,,,1628487.0,2.0,0.0,Harris,203914.0,,,,,,,,,,,,
179,PT10M51.00S,2023-12-21T00:42:27.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628371,6.783837056504599,50.245098039215684,1610612753,28,25,2023-12-21T00:47:04Z,1710000,False,-1.0,11.0,1,left,J. Isaac alley-oop DUNK (2 PTS) (F. Wagner 2 AST),"[1628371, 1630532]",1610612753.0,ORL,alley-oop,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,1.14,Made,,,,,,,2.0,,,,,,,,,F. Wagner,1630532.0,2.0
181,PT10M37.00S,2023-12-21T00:42:45.4Z,2,REGULAR,foul,personal,[],203914,,,1610612748,28,25,2023-12-21T00:42:53Z,1730000,False,,,0,,G. Harris personal FOUL (2 PF),"[203914, 1629130]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,,2004.0,2.0,0.0,Robinson,1629130.0,,,,,,,,,,,,
183,PT10M31.00S,2023-12-21T00:43:11.2Z,2,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612748,28,25,2023-12-21T00:43:19Z,1750000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1628371, 1631170]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,202035.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,,,,
185,PT10M31.00S,2023-12-21T00:43:35.7Z,2,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,28,25,2023-12-21T00:43:53Z,1770000,False,,,0,,MISS J. Jaquez Jr. Free Throw 1 of 2,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
186,PT10M31.00S,2023-12-21T00:43:35.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,28,25,2023-12-21T00:43:53Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,
187,PT10M31.00S,2023-12-21T00:43:35.7Z,2,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,28,25,2023-12-21T00:43:53Z,1790000,False,,,0,,MISS J. Jaquez Jr. Free Throw 2 of 2,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
188,PT10M28.00S,2023-12-21T00:43:38.7Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,28,25,2023-12-21T00:43:53Z,1800000,False,,,0,,J. Isaac REBOUND (Off:0 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,187.0,,,,,,,,,,,,2.0,2.0,0.0,,,
189,PT10M10.00S,2023-12-21T00:44:11.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,16.63929040735874,50.98039215686274,1610612753,28,25,2023-12-21T00:44:16Z,1810000,False,-5.0,104.0,1,left,MISS F. Wagner 10' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,10.4,Missed,,,,,,,,,,,,,,,,,,
190,PT10M08.00S,2023-12-21T00:44:13.1Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,28,25,2023-12-21T00:44:16Z,1820000,False,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,189.0,,,,,,,,,,,,1.0,0.0,1.0,,,
191,PT10M06.00S,2023-12-21T00:44:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,5.995400788436268,49.754901960784316,1610612753,30,25,2023-12-21T00:48:09Z,1830000,False,1.0,4.0,1,left,M. Wagner putback Layup (2 PTS),[1629021],1610612753.0,ORL,putback,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,,,2.0,,,,,,,,,,,
192,PT09M51.00S,2023-12-21T00:44:29.5Z,2,REGULAR,3pt,Jump Shot,[],1629312,73.27529566360053,15.686274509803921,1610612748,30,28,2023-12-21T00:44:36Z,1840000,False,-172.0,199.0,1,right,H. Highsmith 26' 3PT  (3 PTS) (B. Adebayo 1 AST),"[1629312, 1628389]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,26.25,Made,,,,,,,3.0,,,,,,,,,B. Adebayo,1628389.0,1.0
196,PT09M41.00S,2023-12-21T00:44:43.8Z,2,REGULAR,turnover,out-of-bounds,[],1629021,,,1610612753,30,28,2023-12-21T00:44:52Z,1860000,False,,,0,,M. Wagner step out-of-bounds TURNOVER (1 TO),[1629021],1610612753.0,ORL,step,,,Wagner,M. Wagner,,,,,Left Corner 3,24+ Left,,,,1628487.0,,,,,,1.0,,,,,,,,,,
197,PT09M25.00S,2023-12-21T00:45:03.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629312,91.93495400788436,3.431372549019608,1610612748,30,28,2023-12-21T00:45:09Z,1870000,False,-233.0,23.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,,,,,,,,
198,PT09M19.00S,2023-12-21T00:45:09.2Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,30,28,2023-12-21T00:45:09Z,1880000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,197.0,,,,,,,,,,,,3.0,3.0,0.0,,,
199,PT09M14.00S,2023-12-21T00:45:13.7Z,2,REGULAR,3pt,Jump Shot,[],203914,7.966491458607096,96.07843137254902,1610612753,30,28,2023-12-21T00:45:21Z,1890000,False,-230.0,22.0,1,left,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.15,Missed,,,,,,,,,,,,,,,,,,
200,PT09M09.00S,2023-12-21T00:45:18.7Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,30,28,2023-12-21T00:45:21Z,1900000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,,,199.0,,,,,,,,,,,,1.0,1.0,0.0,,,
201,PT09M03.00S,2023-12-21T00:45:25.2Z,2,REGULAR,3pt,Jump Shot,[],1629312,74.58935611038108,11.76470588235294,1610612748,30,31,2023-12-21T00:45:30Z,1910000,False,-191.0,186.0,1,right,H. Highsmith 26' 3PT  (6 PTS) (B. Adebayo 2 AST),"[1629312, 1628389]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,26.7,Made,,,,,,,6.0,,,,,,,,,B. Adebayo,1628389.0,2.0
203,PT08M44.00S,2023-12-21T00:45:44.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,14.011169513797633,49.754901960784316,1610612753,32,31,2023-12-21T00:45:48Z,1930000,False,1.0,79.0,1,left,C. Anthony 7' driving floating Jump Shot (11 PTS),[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,,,,,,11.0,,,,,,,,,,,
205,PT08M39.00S,2023-12-21T00:46:04.1Z,2,REGULAR,foul,personal,[],1630175,,,1610612748,32,31,2023-12-21T00:47:27Z,1950000,False,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 1626196]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Left Center,,,,2004.0,2.0,0.0,Richardson,1626196.0,,,,,,,,,,,,
207,PT08M39.00S,2023-12-21T00:46:20.2Z,2,REGULAR,substitution,out,[],203914,,,1610612748,32,31,2023-12-21T00:46:34Z,1970000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M39.00S,2023-12-21T00:46:20.2Z,2,REGULAR,substitution,in,[],1641710,,,1610612748,32,31,2023-12-21T00:46:34Z,1980000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M27.00S,2023-12-21T00:49:25.2Z,2,REGULAR,3pt,Jump Shot,[],1626196,71.30420499342969,16.666666666666664,1610612748,32,31,2023-12-21T00:49:30Z,2000000,False,-167.0,217.0,1,right,MISS J. Richardson 27' 3PT,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,27.38,Missed,,,,,,,,,,,,,,,,,,
211,PT08M23.00S,2023-12-21T00:49:29.2Z,2,REGULAR,rebound,offensive,[],1629312,,,1610612748,32,31,2023-12-21T00:49:30Z,2010000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:0),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,210.0,,,,,,,,,,,,2.0,0.0,2.0,,,
212,PT08M20.00S,2023-12-21T00:49:32.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626196,80.6340341655716,5.147058823529411,1610612748,32,34,2023-12-21T00:49:37Z,2020000,False,-224.0,130.0,1,right,J. Richardson 25' 3PT  (3 PTS) (D. Robinson 3 AST),"[1626196, 1629130]",1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.9,Made,,,,,,,3.0,,,,,,,,,D. Robinson,1629130.0,3.0
214,PT07M57.00S,2023-12-21T00:49:54.4Z,2,REGULAR,2pt,Layup,[],1641710,21.76412614980289,52.20588235294118,1610612753,34,34,2023-12-21T00:49:58Z,2040000,False,-11.0,152.0,1,left,A. Black 15' cutting Layup (2 PTS) (J. Isaac 1 AST),"[1641710, 1628371]",1610612753.0,ORL,cutting,,,Black,A. Black,,,,,Mid-Range,8-16 Center,15.25,Made,,,,,,,2.0,,,,,,,,,J. Isaac,1628371.0,1.0
216,PT07M48.00S,2023-12-21T00:50:07.4Z,2,REGULAR,foul,personal,[],1629021,,,1610612748,34,34,2023-12-21T00:51:35Z,2060000,False,,,0,,M. Wagner personal FOUL (1 PF),"[1629021, 1628389]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,
218,PT07M48.00S,2023-12-21T00:50:26.3Z,2,REGULAR,substitution,out,[],1628371,,,1610612748,34,34,2023-12-21T00:50:30Z,2080000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M48.00S,2023-12-21T00:50:26.3Z,2,REGULAR,substitution,in,[],1631094,,,1610612748,34,34,2023-12-21T00:50:30Z,2090000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M40.00S,2023-12-21T00:51:21.0Z,2,REGULAR,2pt,Jump Shot,[],1628389,75.24638633377135,59.31372549019608,1610612748,34,36,2023-12-21T00:52:13Z,2100000,False,47.0,180.0,1,right,B. Adebayo 18' pullup Jump Shot (6 PTS) (D. Robinson 4 AST),"[1628389, 1629130]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,18.61,Made,,,,,,,6.0,,,,,,,,,D. Robinson,1629130.0,4.0
222,PT07M28.00S,2023-12-21T00:51:37.0Z,2,REGULAR,foul,personal,[],1628389,,,1610612753,34,36,2023-12-21T00:51:57Z,2120000,False,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1629021]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,2.0,0.0,Wagner,1629021.0,,,,,,,,,,,,
224,PT07M19.00S,2023-12-21T00:52:12.0Z,2,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612753,34,36,2023-12-21T00:52:19Z,2140000,False,,,0,,B. Adebayo shooting personal FOUL (3 PF) (Wagner 2 FT),"[1628389, 1630532]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,202035.0,3.0,0.0,Wagner,1630532.0,,,,,,,,,,,,
226,PT07M19.00S,2023-12-21T00:52:45.4Z,2,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,35,36,2023-12-21T00:52:45Z,2160000,False,,,0,,F. Wagner Free Throw 1 of 2 (8 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
227,PT07M19.00S,2023-12-21T00:52:48.2Z,2,REGULAR,substitution,out,[],1628389,,,1610612753,35,36,2023-12-21T00:52:51Z,2170000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M19.00S,2023-12-21T00:52:48.2Z,2,REGULAR,substitution,in,[],1628418,,,1610612753,35,36,2023-12-21T00:52:51Z,2180000,False,,,0,,SUB in: T. Bryant,[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M19.00S,2023-12-21T00:53:06.4Z,2,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,36,36,2023-12-21T00:53:06Z,2190000,False,,,0,,F. Wagner Free Throw 2 of 2 (9 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
230,PT07M04.00S,2023-12-21T00:53:22.8Z,2,REGULAR,3pt,Jump Shot,[],1629312,88.64980289093299,96.32352941176471,1610612748,36,36,2023-12-21T00:53:32Z,2200000,False,232.0,54.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,23.79,Missed,,,,,,,,,,,,,,,,,,
231,PT06M58.00S,2023-12-21T00:53:28.8Z,2,REGULAR,rebound,offensive,[],1631170,,,1610612748,36,36,2023-12-21T00:54:16Z,2210000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,,,230.0,,,,,,,,,,,,2.0,1.0,1.0,,,
232,PT06M57.00S,2023-12-21T00:53:29.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631170,92.06636005256242,51.470588235294116,1610612748,36,36,2023-12-21T00:53:42Z,2220000,False,7.0,22.0,1,right,MISS J. Jaquez Jr. putback Layup,[1631170],1610612748.0,MIA,putback,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
233,PT06M54.00S,2023-12-21T00:53:32.2Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,36,36,2023-12-21T00:53:36Z,2230000,False,,,0,,F. Wagner REBOUND (Off:0 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,232.0,,,,,,,,,,,,4.0,4.0,0.0,,,
234,PT06M53.00S,2023-12-21T00:53:44.4Z,2,REGULAR,turnover,traveling,[],1631094,,,1610612753,36,36,2023-12-21T00:53:52Z,2240000,False,,,0,,P. Banchero traveling TURNOVER (1 TO),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,,2004.0,,,,,,1.0,,,,,,,,,,
235,PT06M53.00S,2023-12-21T00:53:55.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,36,36,2023-12-21T00:53:55Z,2250000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M53.00S,2023-12-21T00:55:57.3Z,2,REGULAR,substitution,out,[],1630532,,,1610612748,36,36,2023-12-21T00:56:21Z,2260000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M53.00S,2023-12-21T00:55:57.3Z,2,REGULAR,substitution,out,[],1631170,,,1610612748,36,36,2023-12-21T00:56:21Z,2270000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M53.00S,2023-12-21T00:55:57.3Z,2,REGULAR,substitution,in,[],1630591,,,1610612748,36,36,2023-12-21T00:56:21Z,2280000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M53.00S,2023-12-21T00:55:57.3Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,36,36,2023-12-21T00:56:21Z,2290000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M43.00S,2023-12-21T00:56:45.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629130,87.99277266754271,58.57843137254902,1610612748,36,36,2023-12-21T00:58:10Z,2300000,False,43.0,60.0,1,right,MISS D. Robinson 7' driving floating bank Shot,[1629130],1610612748.0,MIA,driving floating bank,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,,
241,PT06M43.00S,2023-12-21T00:56:52.8Z,2,REGULAR,rebound,offensive,[],1628418,,,1610612748,36,36,2023-12-21T00:56:52Z,2310000,False,,,0,,T. Bryant REBOUND (Off:2 Def:0),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,240.0,,,,,,,,,,,,2.0,0.0,2.0,,,
279,PT06M43.00S,2023-12-21T00:56:48.9Z,2,REGULAR,turnover,offensive goaltending,[],1628418,,,1610612748,36,36,2023-12-21T01:03:23Z,2315000,False,,,0,,T. Bryant offensive goaltending TURNOVER (1 TO),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,1628487.0,,,,,,1.0,,,,,,,,,,
244,PT06M34.00S,2023-12-21T00:57:06.3Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,36,36,2023-12-21T00:57:12Z,2340000,False,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1626196]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,2.0,Richardson,1626196.0,,,,,,,,
245,PT06M34.00S,2023-12-21T00:57:06.3Z,2,REGULAR,steal,,[],1626196,,,1610612748,36,36,2023-12-21T00:57:08Z,2350000,False,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
246,PT06M28.00S,2023-12-21T00:57:11.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628418,93.38042049934296,52.450980392156865,1610612748,36,38,2023-12-21T00:57:27Z,2360000,False,12.0,10.0,1,right,T. Bryant running DUNK (6 PTS) (H. Highsmith 1 AST),"[1628418, 1629312]",1610612748.0,MIA,running,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,1.57,Made,,,,,,,6.0,,,,,,,,,H. Highsmith,1629312.0,1.0
248,PT06M15.00S,2023-12-21T00:57:24.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.178055190538765,45.83333333333333,1610612753,36,38,2023-12-21T01:01:48Z,2380000,False,21.0,15.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
249,PT06M15.00S,2023-12-21T00:57:24.6Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,36,38,2023-12-21T00:57:31Z,2390000,False,,,0,,M. Wagner REBOUND (Off:2 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,248.0,,,,,,,,,,,,2.0,0.0,2.0,,,
250,PT06M11.00S,2023-12-21T00:57:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,6.915243101182654,49.26470588235294,1610612753,36,38,2023-12-21T01:02:11Z,2400000,False,4.0,13.0,1,left,MISS M. Wagner putback Layup,[1629021],1610612753.0,ORL,putback,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
251,PT06M11.00S,2023-12-21T00:57:28.3Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,36,38,2023-12-21T00:57:35Z,2410000,False,,,0,,M. Wagner REBOUND (Off:3 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,250.0,,,,,,,,,,,,3.0,0.0,3.0,,,
252,PT06M10.00S,2023-12-21T00:57:33.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,6.521024967148489,52.20588235294118,1610612753,38,38,2023-12-21T01:02:29Z,2420000,False,-11.0,9.0,1,left,M. Wagner tip Layup (4 PTS),[1629021],1610612753.0,ORL,tip,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,,,4.0,,,,,,,,,,,
253,PT06M00.00S,2023-12-21T00:57:40.9Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1641710,,,1610612748,38,38,2023-12-21T00:57:58Z,2430000,False,,,0,,A. Black shooting personal FOUL (3 PF) (Robinson 3 FT),"[1641710, 1629130]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,2004.0,3.0,0.0,Robinson,1629130.0,,,,,,,,,,,,
255,PT06M00.00S,2023-12-21T00:58:10.1Z,2,REGULAR,freethrow,1 of 3,[],1629130,,,1610612748,38,39,2023-12-21T00:58:10Z,2450000,False,,,0,,D. Robinson Free Throw 1 of 3 (1 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
256,PT06M00.00S,2023-12-21T00:58:29.2Z,2,REGULAR,freethrow,2 of 3,[],1629130,,,1610612748,38,40,2023-12-21T00:58:29Z,2460000,False,,,0,,D. Robinson Free Throw 2 of 3 (2 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
257,PT06M00.00S,2023-12-21T00:58:30.3Z,2,REGULAR,substitution,out,[],1641710,,,1610612748,38,40,2023-12-21T00:58:33Z,2470000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M00.00S,2023-12-21T00:58:30.3Z,2,REGULAR,substitution,in,[],1631216,,,1610612748,38,40,2023-12-21T00:58:33Z,2480000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M00.00S,2023-12-21T00:58:48.5Z,2,REGULAR,freethrow,3 of 3,[],1629130,,,1610612748,38,41,2023-12-21T00:58:48Z,2490000,False,,,0,,D. Robinson Free Throw 3 of 3 (3 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
260,PT05M46.00S,2023-12-21T00:59:06.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,6.915243101182654,51.71568627450981,1610612753,40,41,2023-12-21T00:59:13Z,2500000,False,-9.0,13.0,1,left,M. Wagner cutting DUNK (6 PTS) (P. Banchero 3 AST),"[1629021, 1631094]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,6.0,,,,,,,,,P. Banchero,1631094.0,3.0
262,PT05M27.00S,2023-12-21T00:59:25.2Z,2,REGULAR,2pt,Jump Shot,[],1629130,90.22667542706965,33.33333333333333,1610612748,40,43,2023-12-21T00:59:30Z,2520000,False,-83.0,39.0,1,right,D. Robinson 9' pullup Jump Shot (5 PTS),[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,9.21,Made,,,,,,,5.0,,,,,,,,,,,
263,PT05M13.00S,2023-12-21T00:59:43.4Z,2,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,40,43,2023-12-21T00:59:51Z,2530000,False,,,0,,P. Banchero bad pass out-of-bounds TURNOVER (2 TO),[1631094],1610612753.0,ORL,bad pass,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,1628487.0,,,,,,2.0,,,,,,,,,,
264,PT05M00.00S,2023-12-21T01:00:09.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,81.94809461235218,54.166666666666664,1610612748,40,45,2023-12-21T01:00:13Z,2540000,False,21.0,117.0,1,right,T. Herro 11' pullup Jump Shot (12 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,11.9,Made,,,,,,,12.0,,,,,,,,,,,
