actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M49.00S,2023-11-22T00:12:39.0Z,1,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612753,2,4,2023-11-22T00:12:56Z,170000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Banchero 2 FT),"[1630567, 1631094]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,202058.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,
19,PT10M49.00S,2023-11-22T00:13:04.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631094,,,1610612753,3,4,2023-11-22T00:13:04Z,190000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
20,PT10M49.00S,2023-11-22T00:13:21.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631094,,,1610612753,4,4,2023-11-22T00:13:21Z,200000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2023-11-22T00:13:43.6Z,1,REGULAR,2pt,Jump Shot,[],1630567,6.258212877792378,68.62745098039215,1610612761,4,4,2023-11-22T00:13:48Z,210000,False,-93.0,6.0,1,left,MISS S. Barnes 9' turnaround Shot - blocked,"[1630567, 1631094]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,9.33,Missed,,,,,,,,,,,,,,,,,Banchero,1631094.0
22,PT10M28.00S,2023-11-22T00:13:43.6Z,1,REGULAR,block,,[],1631094,,,1610612761,4,4,2023-11-22T00:13:46Z,220000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
23,PT10M25.00S,2023-11-22T00:13:46.6Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,4,4,2023-11-22T00:13:48Z,230000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,
24,PT10M10.00S,2023-11-22T00:14:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,72.48685939553219,82.35294117647058,1610612753,7,4,2023-11-22T00:14:06Z,240000,False,162.0,206.0,1,right,J. Suggs 26' 3PT  (5 PTS) (G. Bitadze 1 AST),"[1630591, 1629048]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,26.2,Made,5.0,,,,,,G. Bitadze,1629048.0,1.0,,,,,,,,,
26,PT09M59.00S,2023-11-22T00:14:12.7Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612761,7,4,2023-11-22T00:14:16Z,260000,False,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1630591]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Suggs,1630591.0,,
27,PT09M59.00S,2023-11-22T00:14:12.7Z,1,REGULAR,steal,,[],1630591,,,1610612753,7,4,2023-11-22T00:14:14Z,270000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
28,PT09M55.00S,2023-11-22T00:14:17.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630532,72.7496714848883,12.5,1610612753,10,4,2023-11-22T00:17:33Z,280000,False,-188.0,204.0,1,right,F. Wagner 27' 3PT  (3 PTS) (P. Banchero 1 AST),"[1630532, 1631094]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,27.69,Made,3.0,,,,,,P. Banchero,1631094.0,1.0,,,,,,,,,
30,PT09M53.00S,2023-11-22T00:14:28.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,10,4,2023-11-22T00:14:28Z,300000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M40.00S,2023-11-22T00:17:27.5Z,1,REGULAR,3pt,Jump Shot,[],203471,30.305519053876477,69.36274509803921,1610612761,10,7,2023-11-22T00:17:34Z,310000,False,-97.0,232.0,1,left,D. Schroder 25' 3PT pullup (5 PTS) (O. Anunoby 1 AST),"[203471, 1628384]",1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,25.18,Made,5.0,,,,,,O. Anunoby,1628384.0,1.0,,,,,,,,,
32,PT09M23.00S,2023-11-22T00:17:44.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.75229960578186,53.18627450980392,1610612753,10,7,2023-11-22T00:17:49Z,320000,False,16.0,34.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,
33,PT09M20.00S,2023-11-22T00:17:47.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,10,7,2023-11-22T00:17:49Z,330000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,
34,PT09M12.00S,2023-11-22T00:17:54.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,17.427726675427067,52.450980392156865,1610612761,10,7,2023-11-22T00:18:02Z,340000,False,-12.0,111.0,1,left,MISS J. Poeltl 11' Hook,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,11.2,Missed,,,,,,,,,,,,,,,,,,
35,PT09M09.00S,2023-11-22T00:17:57.3Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,10,7,2023-11-22T00:18:02Z,350000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,
36,PT09M06.00S,2023-11-22T00:18:00.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641710,92.19776609724047,50.49019607843137,1610612753,12,7,2023-11-22T00:18:07Z,360000,False,2.0,21.0,1,right,A. Black running DUNK (2 PTS) (J. Suggs 1 AST),"[1641710, 1630591]",1610612753.0,ORL,running,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.09,Made,2.0,,,,,,J. Suggs,1630591.0,1.0,,,,,,,,,
74,PT09M06.00S,2023-11-22T00:18:12.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,12,7,2023-11-22T00:22:49Z,375000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M49.00S,2023-11-22T00:18:24.1Z,1,REGULAR,3pt,Jump Shot,[],1630567,34.641918528252305,38.970588235294116,1610612761,12,7,2023-11-22T00:18:30Z,380000,False,55.0,273.0,1,left,MISS S. Barnes 27' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,27.86,Missed,,,,,,,,,,,,,,,,,,
39,PT08M46.00S,2023-11-22T00:18:27.1Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,12,7,2023-11-22T00:18:30Z,390000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,
40,PT08M39.00S,2023-11-22T00:18:34.0Z,1,REGULAR,3pt,Jump Shot,[],1630591,65.78515111695138,63.970588235294116,1610612753,15,7,2023-11-22T00:18:40Z,400000,False,70.0,269.0,1,right,J. Suggs 27' 3PT bank (8 PTS) (G. Bitadze 2 AST),"[1630591, 1629048]",1610612753.0,ORL,bank,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,27.8,Made,8.0,,,,,,G. Bitadze,1629048.0,2.0,,,,,,,,,
42,PT08M23.00S,2023-11-22T00:18:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,7.440867279894875,51.71568627450981,1610612761,15,9,2023-11-22T00:18:55Z,420000,False,-9.0,17.0,1,left,J. Poeltl cutting Layup (4 PTS) (P. Siakam 2 AST),"[1627751, 1627783]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.94,Made,4.0,,,,,,P. Siakam,1627783.0,2.0,,,,,,,,,
44,PT08M00.00S,2023-11-22T00:19:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,91.93495400788436,51.470588235294116,1610612753,15,9,2023-11-22T00:19:18Z,440000,False,7.0,23.0,1,right,MISS G. Bitadze reverse Layup,[1629048],1610612753.0,ORL,reverse,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
45,PT07M58.00S,2023-11-22T00:19:15.7Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,15,9,2023-11-22T00:19:15Z,450000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,,
46,PT07M52.00S,2023-11-22T00:19:22.1Z,1,REGULAR,3pt,Jump Shot,[],1627783,13.61695137976347,3.431372549019608,1610612761,15,9,2023-11-22T00:19:27Z,460000,False,233.0,75.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,24.47,Missed,,,,,,,,,,,,,,,,,,
47,PT07M47.00S,2023-11-22T00:19:25.8Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,15,9,2023-11-22T00:19:25Z,470000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,
48,PT07M41.00S,2023-11-22T00:19:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,91.27792378449409,53.67647058823529,1610612753,15,9,2023-11-22T00:19:43Z,480000,False,18.0,29.0,1,right,MISS J. Suggs driving Layup - blocked,"[1630591, 1628384]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,3.48,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0
49,PT07M41.00S,2023-11-22T00:19:33.1Z,1,REGULAR,block,,[],1628384,,,1610612753,15,9,2023-11-22T00:19:36Z,490000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M37.00S,2023-11-22T00:19:37.1Z,1,REGULAR,rebound,defensive,[],203471,,,1610612761,15,9,2023-11-22T00:19:43Z,500000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,
51,PT07M24.00S,2023-11-22T00:19:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.521024967148489,49.50980392156863,1610612761,15,11,2023-11-22T00:19:55Z,510000,False,2.0,9.0,1,left,P. Siakam driving Layup (2 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.91,Made,2.0,,,,,,,,,,,,,,,,,
52,PT07M01.00S,2023-11-22T00:20:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.85479632063075,51.9607843137255,1610612753,15,11,2023-11-22T00:20:17Z,520000,False,10.0,15.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.77,Missed,,,,,,,,,,,,,,,,,,
53,PT06M58.00S,2023-11-22T00:20:15.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,15,11,2023-11-22T00:20:17Z,530000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,
54,PT06M54.00S,2023-11-22T00:20:19.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,6.652431011826544,95.09803921568627,1610612761,15,11,2023-11-22T00:26:41Z,540000,False,-225.0,10.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
55,PT06M50.00S,2023-11-22T00:20:23.4Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,15,11,2023-11-22T00:20:27Z,550000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,
56,PT06M37.00S,2023-11-22T00:20:35.7Z,1,REGULAR,3pt,Jump Shot,[],1641710,93.11760840998686,95.58823529411765,1610612753,15,11,2023-11-22T00:20:40Z,560000,False,228.0,12.0,1,right,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
57,PT06M34.00S,2023-11-22T00:20:38.7Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,15,11,2023-11-22T00:20:40Z,570000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,56.0,3.0,3.0,0.0,,,,,
58,PT06M31.00S,2023-11-22T00:20:45.4Z,1,REGULAR,foul,personal,['2freethrow'],1641710,,,1610612761,15,11,2023-11-22T00:20:58Z,580000,False,,,0,,A. Black shooting personal FOUL (1 PF) (Siakam 2 FT),"[1641710, 1627783]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,202037.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
60,PT06M31.00S,2023-11-22T00:21:16.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,15,11,2023-11-22T00:21:16Z,600000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2023-11-22T00:21:16.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,15,11,2023-11-22T00:21:16Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,
62,PT06M31.00S,2023-11-22T00:21:17.4Z,1,REGULAR,substitution,out,[],1630532,,,1610612761,15,11,2023-11-22T00:21:34Z,620000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M31.00S,2023-11-22T00:21:17.4Z,1,REGULAR,substitution,out,[],1630591,,,1610612761,15,11,2023-11-22T00:21:34Z,630000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2023-11-22T00:21:17.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,15,11,2023-11-22T00:21:34Z,640000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M31.00S,2023-11-22T00:21:17.4Z,1,REGULAR,substitution,in,[],204060,,,1610612761,15,11,2023-11-22T00:21:34Z,650000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M31.00S,2023-11-22T00:21:17.4Z,1,REGULAR,substitution,in,[],203914,,,1610612761,15,11,2023-11-22T00:21:34Z,660000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M31.00S,2023-11-22T00:21:17.4Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,15,11,2023-11-22T00:21:34Z,670000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M31.00S,2023-11-22T00:21:42.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,15,12,2023-11-22T00:21:42Z,680000,False,,,0,,P. Siakam Free Throw 2 of 2 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
69,PT06M08.00S,2023-11-22T00:22:07.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203914,91.40932982917214,50.49019607843137,1610612753,17,12,2023-11-22T00:22:11Z,690000,False,2.0,28.0,1,right,G. Harris cutting DUNK (2 PTS) (G. Bitadze 3 AST),"[203914, 1629048]",1610612753.0,ORL,cutting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,2.84,Made,2.0,,,,,,G. Bitadze,1629048.0,3.0,,,,,,,,,
71,PT05M43.00S,2023-11-22T00:22:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,18.478975032851512,51.9607843137255,1610612761,17,12,2023-11-22T00:22:55Z,710000,False,-10.0,121.0,1,left,MISS P. Siakam 12' Jump Shot - blocked,"[1627783, 1629048]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.16,Missed,,,,,,,,,,,,,,,,,Bitadze,1629048.0
72,PT05M43.00S,2023-11-22T00:22:32.8Z,1,REGULAR,block,,[],1629048,,,1610612761,17,12,2023-11-22T00:22:36Z,720000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
73,PT05M42.00S,2023-11-22T00:22:33.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,17,12,2023-11-22T00:22:55Z,730000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,71.0,,,,,,,,
75,PT05M25.00S,2023-11-22T00:23:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,88.78120893561103,51.9607843137255,1610612753,17,12,2023-11-22T00:23:09Z,740000,False,10.0,53.0,1,right,MISS P. Banchero driving Layup - blocked,"[1631094, 1628384]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0
76,PT05M25.00S,2023-11-22T00:23:03.9Z,1,REGULAR,block,,[],1628384,,,1610612753,17,12,2023-11-22T00:23:08Z,750000,False,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT05M25.00S,2023-11-22T00:23:03.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,17,12,2023-11-22T00:23:09Z,760000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,75.0,,,,,,,,
79,PT05M21.00S,2023-11-22T00:23:27.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631094,66.5735873850197,72.79411764705883,1610612753,17,12,2023-11-22T00:23:33Z,780000,False,114.0,262.0,1,right,MISS P. Banchero 28' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,28.55,Missed,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2023-11-22T00:23:30.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,17,12,2023-11-22T00:23:33Z,790000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,79.0,4.0,4.0,0.0,,,,,
81,PT05M18.00S,2023-11-22T00:23:35.4Z,1,REGULAR,foul,personal,[],204060,,,1610612761,17,12,2023-11-22T00:23:55Z,800000,False,,,0,,J. Ingles personal FOUL (1 PF),"[204060, 1628384]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Left Center,,,,202037.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,
83,PT05M04.00S,2023-11-22T00:24:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,7.046649145860711,50.73529411764706,1610612761,17,14,2023-11-22T00:31:25Z,820000,False,-4.0,14.0,1,left,J. Poeltl Layup (6 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.42,Made,6.0,,,,,,,,,,,,,,,,,
