actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M34.00S,2025-02-27T02:13:02.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,68.41327201051249,69.85294117647058,1610612762,0,0,2025-02-27T02:13:07Z,190000,False,99.0,244.0,1,right,MISS B. Sensabaugh 26' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,26.38,Missed,,,,,,,,,,,,,,,
20,PT10M31.00S,2025-02-27T02:13:05.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2025-02-27T02:13:07Z,200000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,
21,PT10M22.00S,2025-02-27T02:13:14.4Z,1,REGULAR,2pt,Jump Shot,[],1628370,16.113666228646515,26.47058823529412,1610612758,0,2,2025-02-27T02:13:18Z,210000,False,118.0,99.0,1,left,M. Monk 15' pullup Jump Shot (2 PTS),[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,,,,15.37,Made,,,,,,2.0,,,,,,,,,
22,PT10M15.00S,2025-02-27T02:13:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,92.32917214191852,43.38235294117647,1610612762,2,2,2025-02-27T02:14:02Z,220000,False,-33.0,20.0,1,right,W. Kessler cutting Layup (2 PTS) (I. Collier 1 AST),"[1631117, 1642268]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,3.85,Made,,,,,,2.0,I. Collier,1642268.0,1.0,,,,,,
24,PT09M58.00S,2025-02-27T02:13:38.0Z,1,REGULAR,3pt,Jump Shot,[],1628370,27.414586070959263,79.16666666666666,1610612758,2,2,2025-02-27T02:13:44Z,240000,False,-146.0,205.0,1,left,MISS M. Monk 25' step back 3PT,[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,25.17,Missed,,,,,,,,,,,,,,,
25,PT09M55.00S,2025-02-27T02:13:41.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,2,2,2025-02-27T02:13:44Z,250000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,
26,PT09M49.00S,2025-02-27T02:13:49.3Z,1,REGULAR,foul,personal,[],1627734,,,1610612762,2,2,2025-02-27T02:13:53Z,260000,False,,,0,,D. Sabonis personal FOUL (1 PF),"[1627734, 203903]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2534.0,,,,,1.0,0.0,Clarkson,203903.0,,
28,PT09M46.00S,2025-02-27T02:14:10.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,94.30026281208936,43.38235294117647,1610612762,4,2,2025-02-27T02:14:14Z,280000,False,-33.0,1.0,1,right,K. Martin cutting DUNK (2 PTS) (W. Kessler 1 AST),"[1630231, 1631117]",1610612762.0,UTA,cutting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,3.31,Made,,,,,,2.0,W. Kessler,1631117.0,1.0,,,,,,
30,PT09M29.00S,2025-02-27T02:14:27.4Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612758,4,2,2025-02-27T02:14:33Z,300000,False,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1642268]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,2.0,Collier,1642268.0,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2025-02-27T02:14:27.4Z,1,REGULAR,steal,,[],1642268,,,1610612762,4,2,2025-02-27T02:14:29Z,310000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2025-02-27T02:14:34.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641729,73.14388961892247,16.176470588235293,1610612762,7,2,2025-02-27T02:15:57Z,320000,False,-169.0,200.0,1,right,B. Sensabaugh 26' 3PT running (3 PTS) (J. Clarkson 1 AST),"[1641729, 203903]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,26.18,Made,,,,,,3.0,J. Clarkson,203903.0,1.0,,,,,,
34,PT09M21.00S,2025-02-27T02:14:40.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,7,2,2025-02-27T02:14:40Z,340000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M03.00S,2025-02-27T02:18:03.8Z,1,REGULAR,2pt,Jump Shot,[],201942,14.273981603153747,16.911764705882355,1610612758,7,2,2025-02-27T02:18:23Z,360000,False,165.0,82.0,1,left,MISS D. DeRozan 18' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,,,,18.45,Missed,,,,,,,,,,,,,,,
37,PT09M01.00S,2025-02-27T02:18:05.8Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,7,2,2025-02-27T02:18:07Z,370000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Right,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,
38,PT08M50.00S,2025-02-27T02:18:16.7Z,1,REGULAR,3pt,Jump Shot,[],203903,92.19776609724047,94.85294117647058,1610612762,7,2,2025-02-27T02:18:21Z,380000,False,224.0,21.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,,,,22.53,Missed,,,,,,,,,,,,,,,
39,PT08M48.00S,2025-02-27T02:18:18.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,7,2,2025-02-27T02:18:21Z,390000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,
42,PT08M40.00S,2025-02-27T02:19:16.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,7,2,2025-02-27T02:19:16Z,420000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M40.00S,2025-02-27T02:21:34.0Z,1,REGULAR,2pt,Jump Shot,[],201942,12.040078843626807,14.705882352941178,1610612758,7,2,2025-02-27T02:22:26Z,450000,False,176.0,61.0,1,left,MISS D. DeRozan 18' fadeaway Shot,[201942],1610612758.0,SAC,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,,,,18.66,Missed,,,,,,,,,,,,,,,
46,PT08M40.00S,2025-02-27T02:21:34.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,7,2,2025-02-27T02:22:23Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,16-24 Right,,,,,,45.0,,,,,,,,,,,,,,
47,PT08M40.00S,2025-02-27T02:22:18.2Z,1,REGULAR,jumpball,recovered,[],201942,,,1610612758,7,2,2025-02-27T02:22:18Z,470000,False,,,0,,Jump Ball D. Sabonis vs. W. Kessler: Tip to D. DeRozan,"[201942, 1627734, 1631117]",1610612758.0,SAC,challenge,D. DeRozan,201942.0,DeRozan,D. DeRozan,Sabonis,1627734.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
50,PT08M22.00S,2025-02-27T02:22:35.9Z,1,REGULAR,foul,personal,[],1642268,,,1610612758,7,2,2025-02-27T02:23:28Z,500000,False,,,0,,I. Collier personal FOUL (1 PF),"[1642268, 203897]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,8-16 Center,,,,,,,,,,1199.0,,,,,1.0,0.0,LaVine,203897.0,,
52,PT08M14.00S,2025-02-27T02:23:07.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,32.40801576872536,69.85294117647058,1610612758,7,5,2025-02-27T02:23:11Z,520000,False,-99.0,252.0,1,left,K. Murray 27' 3PT  (3 PTS) (D. DeRozan 1 AST),"[1631099, 201942]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,27.1,Made,,,,,,3.0,D. DeRozan,201942.0,1.0,,,,,,
54,PT07M50.00S,2025-02-27T02:23:30.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,92.9862023653088,44.85294117647059,1610612762,9,5,2025-02-27T02:23:34Z,540000,False,-26.0,13.0,1,right,W. Kessler alley-oop DUNK (4 PTS) (K. Martin 1 AST),"[1631117, 1630231]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,2.9,Made,,,,,,4.0,K. Martin,1630231.0,1.0,,,,,,
56,PT07M33.00S,2025-02-27T02:23:47.2Z,1,REGULAR,3pt,Jump Shot,[],203897,24.655059132720105,85.5392156862745,1610612758,9,5,2025-02-27T02:23:52Z,560000,False,-178.0,179.0,1,left,MISS Z. LaVine 25' step back 3PT,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,25.24,Missed,,,,,,,,,,,,,,,
57,PT07M30.00S,2025-02-27T02:23:50.2Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,9,5,2025-02-27T02:23:52Z,570000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,
58,PT07M26.00S,2025-02-27T02:23:53.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,75.64060446780552,10.049019607843137,1610612762,9,5,2025-02-27T02:24:00Z,580000,False,-200.0,176.0,1,right,MISS J. Clarkson 26' running pullup 3PT,[203903],1610612762.0,UTA,running pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,26.66,Missed,,,,,,,,,,,,,,,
59,PT07M23.00S,2025-02-27T02:23:56.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,9,5,2025-02-27T02:24:00Z,590000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT07M15.00S,2025-02-27T02:24:05.0Z,1,REGULAR,3pt,Jump Shot,[],1631099,25.837713534822605,11.27450980392157,1610612758,9,5,2025-02-27T02:24:12Z,600000,False,194.0,190.0,1,left,MISS K. Murray 27' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,27.15,Missed,,,,,,,,,,,,,,,
61,PT07M11.00S,2025-02-27T02:24:09.0Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,9,5,2025-02-27T02:24:12Z,610000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,
62,PT06M47.00S,2025-02-27T02:24:33.4Z,1,REGULAR,2pt,Jump Shot,[],203903,84.83902759526939,22.54901960784314,1610612762,9,5,2025-02-27T02:25:24Z,620000,False,-137.0,90.0,1,right,MISS J. Clarkson 16' driving floating Shot - blocked,"[203903, 1631099]",1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Left,,,,16.42,Missed,,,,,,,,,,,,,,Murray,1631099.0
63,PT06M47.00S,2025-02-27T02:24:33.4Z,1,REGULAR,block,,[],1631099,,,1610612762,9,5,2025-02-27T02:24:35Z,630000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2025-02-27T02:24:35.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,9,5,2025-02-27T02:24:37Z,640000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,
65,PT06M38.00S,2025-02-27T02:24:42.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,7.703679369250986,47.05882352941176,1610612758,9,7,2025-02-27T02:24:46Z,650000,False,15.0,20.0,1,left,D. Sabonis DUNK (2 PTS) (K. Murray 1 AST),"[1627734, 1631099]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.47,Made,,,,,,2.0,K. Murray,1631099.0,1.0,,,,,,
67,PT06M21.00S,2025-02-27T02:25:00.9Z,1,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,9,7,2025-02-27T02:25:23Z,670000,False,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (1 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Center,1.0,,,,,,,,,2534.0,,,,,,,,,,
68,PT06M21.00S,2025-02-27T02:25:03.8Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,9,7,2025-02-27T02:25:16Z,680000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2025-02-27T02:25:03.8Z,1,REGULAR,substitution,in,[],1631165,,,1610612758,9,7,2025-02-27T02:25:16Z,690000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M21.00S,2025-02-27T02:25:03.8Z,1,REGULAR,substitution,out,[],1630231,,,1610612758,9,7,2025-02-27T02:27:17Z,695000,False,,,0,,SUB out: K. Martin,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M21.00S,2025-02-27T02:25:03.8Z,1,REGULAR,substitution,in,[],1641718,,,1610612758,9,7,2025-02-27T02:27:17Z,697500,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M10.00S,2025-02-27T02:25:34.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,21.369908015768726,9.068627450980392,1610612758,9,10,2025-02-27T02:25:38Z,700000,False,205.0,148.0,1,left,K. Murray 25' 3PT  (6 PTS) (Z. LaVine 1 AST),"[1631099, 203897]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,25.28,Made,,,,,,6.0,Z. LaVine,203897.0,1.0,,,,,,
72,PT05M49.00S,2025-02-27T02:25:54.8Z,1,REGULAR,3pt,Jump Shot,[],203903,97.32260183968464,95.58823529411765,1610612762,9,10,2025-02-27T02:25:59Z,720000,False,228.0,-27.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,,,,22.95,Missed,,,,,,,,,,,,,,,
73,PT05M46.00S,2025-02-27T02:25:57.8Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,9,10,2025-02-27T02:25:59Z,730000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,
74,PT05M43.00S,2025-02-27T02:26:01.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631165,3.3672798948751645,95.34313725490196,1610612758,9,10,2025-02-27T02:26:43Z,740000,False,-227.0,-21.0,1,left,MISS K. Ellis running 3PT,[1631165],1610612758.0,SAC,running,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,,22.77,Missed,,,,,,,,,,,,,,,
75,PT05M41.00S,2025-02-27T02:26:03.7Z,1,REGULAR,rebound,offensive,[],201942,,,1610612758,9,10,2025-02-27T02:26:03Z,750000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,,
76,PT05M39.00S,2025-02-27T02:26:04.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201942,6.521024967148489,64.95098039215686,1610612758,9,12,2025-02-27T02:26:14Z,760000,False,-75.0,9.0,1,left,D. DeRozan 7' floating Jump Shot (2 PTS),[201942],1610612758.0,SAC,floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,7.53,Made,,,,,,2.0,,,,,,,,,
77,PT05M14.00S,2025-02-27T02:26:30.3Z,1,REGULAR,turnover,bad pass,[],1641718,,,1610612762,9,12,2025-02-27T02:26:37Z,770000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1641718, 1631165]",1610612762.0,UTA,,,,George,K. George,,,,,Restricted Area,0-8 Center,1.0,Ellis,1631165.0,,,,,,,,,,,,,,,,,
78,PT05M14.00S,2025-02-27T02:26:30.3Z,1,REGULAR,steal,,[],1631165,,,1610612758,9,12,2025-02-27T02:36:41Z,780000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M08.00S,2025-02-27T02:26:35.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,6.783837056504599,56.372549019607845,1610612758,9,12,2025-02-27T02:26:41Z,790000,False,-32.0,11.0,1,left,MISS D. Sabonis running Layup,[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,3.38,Missed,,,,,,,,,,,,,,,
80,PT05M05.00S,2025-02-27T02:26:38.7Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,9,12,2025-02-27T02:26:41Z,800000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,
81,PT05M01.00S,2025-02-27T02:26:42.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641718,94.56307490144546,98.2843137254902,1610612762,9,12,2025-02-27T02:28:52Z,810000,False,241.0,-1.0,1,right,MISS K. George 24' running 3PT,[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,24.14,Missed,,,,,,,,,,,,,,,
82,PT04M57.00S,2025-02-27T02:26:46.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,12,2025-02-27T02:26:55Z,820000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,,,,81.0,3.0,3.0,0.0,,,,,,,,,,,
83,PT04M55.00S,2025-02-27T02:26:48.4Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,9,12,2025-02-27T02:27:00Z,830000,False,,,0,,D. Sabonis lost ball TURNOVER (2 TO),"[1627734, 1642268]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,2.0,Collier,1642268.0,,,,,,,,,,,,,,,,,
84,PT04M55.00S,2025-02-27T02:26:48.4Z,1,REGULAR,steal,,[],1642268,,,1610612762,9,12,2025-02-27T02:26:50Z,840000,False,,,0,,I. Collier STEAL (2 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
85,PT04M52.00S,2025-02-27T02:26:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642268,91.14651773981603,50.0,1610612762,11,12,2025-02-27T02:29:12Z,850000,False,0.0,31.0,1,right,I. Collier driving Layup (2 PTS),[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,3.07,Made,,,,,,2.0,,,,,,,,,
86,PT04M39.00S,2025-02-27T02:27:04.5Z,1,REGULAR,2pt,Jump Shot,[],1631099,21.50131406044678,55.63725490196079,1610612758,11,12,2025-02-27T02:27:11Z,860000,False,-28.0,150.0,1,left,MISS K. Murray 15' Jump Shot,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Center,,,,15.22,Missed,,,,,,,,,,,,,,,
