actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M46.00S,2025-04-10T01:12:18.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629012,8.229303547963205,42.40196078431372,1610612762,2,2,2025-04-10T01:13:03Z,160000,False,38.0,25.0,1,left,C. Sexton running Layup (2 PTS) (K. George 1 AST),"[1629012, 1641718]",1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.54,Made,,,,,2.0,,,,K. George,1641718.0,1.0,,
17,PT10M35.00S,2025-04-10T01:12:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629680,85.75886990801577,95.58823529411765,1610612757,2,5,2025-04-10T01:12:34Z,170000,False,228.0,81.0,1,right,M. Thybulle 24' 3PT  (3 PTS) (T. Camara 1 AST),"[1629680, 1641739]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,,,,,,24.2,Made,,,,,3.0,,,,T. Camara,1641739.0,1.0,,
19,PT10M21.00S,2025-04-10T01:12:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641729,9.674770039421814,41.42156862745098,1610612762,4,5,2025-04-10T01:12:47Z,190000,False,43.0,38.0,1,left,B. Sensabaugh driving Layup (2 PTS) (K. Filipowski 1 AST),"[1641729, 1642271]",1610612762.0,UTA,driving,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.76,Made,,,,,2.0,,,,K. Filipowski,1642271.0,1.0,,
21,PT10M09.00S,2025-04-10T01:12:55.8Z,1,REGULAR,3pt,Jump Shot,[],1630625,66.70499342969777,53.92156862745098,1610612757,4,5,2025-04-10T01:13:00Z,210000,False,20.0,260.0,1,right,MISS D. Banton 26' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,,,,,,26.12,Missed,,,,,,,,,,,,,
22,PT10M07.00S,2025-04-10T01:12:57.8Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,4,5,2025-04-10T01:13:00Z,220000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,
23,PT10M00.00S,2025-04-10T01:13:04.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,9.017739816031538,42.64705882352941,1610612762,6,5,2025-04-10T01:14:19Z,230000,False,37.0,32.0,1,left,K. Filipowski cutting DUNK (2 PTS) (K. George 2 AST),"[1642271, 1641718]",1610612762.0,UTA,cutting,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.9,Made,,,,,2.0,,,,K. George,1641718.0,2.0,,
25,PT09M47.00S,2025-04-10T01:13:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,92.85479632063075,60.29411764705882,1610612757,6,5,2025-04-10T01:14:40Z,250000,False,51.0,15.0,1,right,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.36,Missed,,,,,,,,,,,,,
26,PT09M43.00S,2025-04-10T01:13:23.0Z,1,REGULAR,rebound,defensive,[],1630548,,,1610612762,6,5,2025-04-10T01:16:58Z,260000,False,,,0,,J. Juzang REBOUND (Off:0 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,
27,PT09M41.00S,2025-04-10T01:13:23.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641729,23.866622864651774,85.5392156862745,1610612762,6,5,2025-04-10T01:15:00Z,270000,False,-178.0,172.0,1,left,MISS B. Sensabaugh 24' running pullup 3PT,[1641729],1610612762.0,UTA,running pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,24.72,Missed,,,,,,,,,,,,,
28,PT09M38.00S,2025-04-10T01:13:26.5Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,6,5,2025-04-10T01:13:30Z,280000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,
29,PT09M29.00S,2025-04-10T01:13:36.7Z,1,REGULAR,3pt,Jump Shot,[],1641739,73.01248357424441,18.872549019607842,1610612757,6,5,2025-04-10T01:13:41Z,290000,False,-156.0,201.0,1,right,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,25.43,Missed,,,,,,,,,,,,,
30,PT09M26.00S,2025-04-10T01:13:39.7Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,6,5,2025-04-10T01:17:25Z,300000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,
31,PT09M19.00S,2025-04-10T01:13:45.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631101,76.03482260183968,60.29411764705882,1610612757,6,5,2025-04-10T01:13:48Z,310000,False,51.0,173.0,1,right,MISS S. Sharpe 18' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,18.03,Missed,,,,,,,,,,,,,
32,PT09M18.00S,2025-04-10T01:13:46.4Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,6,5,2025-04-10T01:17:33Z,320000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Center,,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,
33,PT09M15.00S,2025-04-10T01:13:50.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,90.3580814717477,54.65686274509803,1610612757,6,5,2025-04-10T01:18:22Z,330000,False,23.0,38.0,1,right,MISS T. Camara driving Layup,[1641739],1610612757.0,POR,driving,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.47,Missed,,,,,,,,,,,,,
34,PT09M12.00S,2025-04-10T01:13:53.7Z,1,REGULAR,rebound,defensive,[],1630548,,,1610612762,6,5,2025-04-10T01:13:54Z,340000,False,,,0,,J. Juzang REBOUND (Off:0 Def:2),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,
35,PT09M07.00S,2025-04-10T01:13:58.4Z,1,REGULAR,3pt,Jump Shot,[],1642271,8.229303547963205,3.9215686274509802,1610612762,6,5,2025-04-10T01:18:35Z,350000,False,230.0,25.0,1,left,MISS K. Filipowski 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,,,,23.17,Missed,,,,,,,,,,,,,
36,PT09M04.00S,2025-04-10T01:14:01.4Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,6,5,2025-04-10T01:14:06Z,360000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,
37,PT08M56.00S,2025-04-10T01:14:10.0Z,1,REGULAR,3pt,Jump Shot,[],1631101,68.28186596583443,25.245098039215684,1610612757,6,8,2025-04-10T01:14:14Z,370000,False,-124.0,246.0,1,right,S. Sharpe 27' 3PT  (5 PTS) (D. Clingan 1 AST),"[1631101, 1642270]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,27.51,Made,,,,,5.0,,,,D. Clingan,1642270.0,1.0,,
39,PT08M37.00S,2025-04-10T01:14:28.1Z,1,REGULAR,3pt,Jump Shot,[],1630548,27.020367936925098,10.294117647058822,1610612762,9,8,2025-04-10T01:14:45Z,390000,False,199.0,201.0,1,left,J. Juzang 28' 3PT pullup (3 PTS),[1630548],1610612762.0,UTA,pullup,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,,,,,,28.29,Made,,,,,3.0,,,,,,,,
40,PT08M21.00S,2025-04-10T01:14:45.0Z,1,REGULAR,3pt,Jump Shot,[],1631101,67.49342969776609,38.970588235294116,1610612757,9,8,2025-04-10T01:19:20Z,400000,False,-55.0,253.0,1,right,MISS S. Sharpe 25' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,25.9,Missed,,,,,,,,,,,,,
41,PT08M19.00S,2025-04-10T01:14:47.0Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,9,8,2025-04-10T01:14:49Z,410000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,
94,PT08M18.00S,2025-04-10T01:14:48.1Z,1,REGULAR,turnover,out-of-bounds,[],1641729,,,1610612762,9,8,2025-04-10T01:24:03Z,415000,False,,,0,,B. Sensabaugh bad pass out-of-bounds TURNOVER (1 TO),[1641729],1610612762.0,UTA,bad pass,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,1204.0,,,,,,,,,,,,1.0,,,,,,,
43,PT08M18.00S,2025-04-10T01:15:07.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,9,8,2025-04-10T01:24:03Z,430000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M01.00S,2025-04-10T01:18:28.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630625,91.27792378449409,61.76470588235294,1610612757,9,10,2025-04-10T01:24:03Z,450000,False,59.0,29.0,1,right,D. Banton 6' driving Layup (2 PTS) (S. Sharpe 1 AST),"[1630625, 1631101]",1610612757.0,POR,driving,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.58,Made,,,,,2.0,,,,S. Sharpe,1631101.0,1.0,,
47,PT07M50.00S,2025-04-10T01:18:40.1Z,1,REGULAR,3pt,Jump Shot,[],1630548,29.6484888304862,21.813725490196077,1610612762,9,10,2025-04-10T01:18:44Z,460000,False,141.0,226.0,1,left,MISS J. Juzang 26' 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,,,,,,26.65,Missed,,,,,,,,,,,,,
48,PT07M50.00S,2025-04-10T01:18:40.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,9,10,2025-04-10T01:18:58Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,47.0,,,,,,,,,,,,
49,PT07M48.00S,2025-04-10T01:19:03.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,30.17411300919842,18.38235294117647,1610612762,9,10,2025-04-10T01:19:08Z,480000,False,158.0,231.0,1,left,MISS K. George 28' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,28.0,Missed,,,,,,,,,,,,,
50,PT07M43.00S,2025-04-10T01:19:08.6Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,9,10,2025-04-10T01:19:08Z,490000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,49.0,3.0,2.0,1.0,,,,,,,,,
51,PT07M36.00S,2025-04-10T01:19:15.1Z,1,REGULAR,2pt,Jump Shot,[],1631101,78.79434954007884,36.76470588235294,1610612757,9,12,2025-04-10T01:19:18Z,500000,False,-66.0,147.0,1,right,S. Sharpe 16' pullup Jump Shot (7 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,,16.1,Made,,,,,7.0,,,,,,,,
52,PT07M17.00S,2025-04-10T01:19:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,9.937582128777924,40.44117647058824,1610612762,9,12,2025-04-10T01:19:37Z,510000,False,48.0,41.0,1,left,MISS C. Sexton 6' driving Layup - blocked,"[1629012, 1642270]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.29,Missed,,,,,,,,,,,,Clingan,1642270.0
53,PT07M17.00S,2025-04-10T01:19:33.6Z,1,REGULAR,block,,[],1642270,,,1610612762,9,12,2025-04-10T01:19:35Z,520000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M15.00S,2025-04-10T01:19:35.6Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,9,12,2025-04-10T01:19:37Z,530000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,52.0,3.0,2.0,1.0,,,,,,,,,
55,PT07M13.00S,2025-04-10T01:19:39.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641739,90.75229960578186,41.17647058823529,1610612757,9,12,2025-04-10T01:22:14Z,540000,False,-44.0,34.0,1,right,MISS T. Camara driving floating bank Shot,[1641739],1610612757.0,POR,driving floating bank,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.59,Missed,,,,,,,,,,,,,
56,PT07M13.00S,2025-04-10T01:19:39.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,9,12,2025-04-10T01:19:45Z,550000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,55.0,,,,,,,,,,,,
58,PT07M13.00S,2025-04-10T01:19:45.2Z,1,REGULAR,foul,personal,[],1642270,,,1610612762,9,12,2025-04-10T01:19:56Z,570000,False,,,0,,D. Clingan loose ball personal FOUL (1 PF),"[1642270, 1642271]",1610612757.0,POR,loose ball,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,0.0,Filipowski,1642271.0,,,,,,,,,,,,,,,
60,PT07M00.00S,2025-04-10T01:20:09.2Z,1,REGULAR,foul,personal,[],1629680,,,1610612762,9,12,2025-04-10T01:20:19Z,590000,False,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 1629012]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Center,1155.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
62,PT06M55.00S,2025-04-10T01:20:31.4Z,1,REGULAR,turnover,bad pass,[],1642271,,,1610612762,9,12,2025-04-10T01:20:38Z,610000,False,,,0,,K. Filipowski bad pass TURNOVER (1 TO),"[1642271, 1631101]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Sharpe,1631101.0,,,,,
63,PT06M55.00S,2025-04-10T01:20:31.4Z,1,REGULAR,steal,,[],1631101,,,1610612757,9,12,2025-04-10T01:30:37Z,620000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2025-04-10T01:20:39.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,66.5735873850197,51.225490196078425,1610612757,9,15,2025-04-10T01:20:44Z,630000,False,6.0,262.0,1,right,S. Sharpe 26' 3PT  (10 PTS) (T. Camara 2 AST),"[1631101, 1641739]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,26.18,Made,,,,,10.0,,,,T. Camara,1641739.0,2.0,,
67,PT06M26.00S,2025-04-10T01:20:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,8.623521681997373,55.63725490196079,1610612762,11,15,2025-04-10T01:21:03Z,650000,False,-28.0,29.0,1,left,C. Sexton cutting Layup (4 PTS) (K. Filipowski 2 AST),"[1629012, 1642271]",1610612762.0,UTA,cutting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,4.02,Made,,,,,4.0,,,,K. Filipowski,1642271.0,2.0,,
69,PT06M17.00S,2025-04-10T01:21:12.1Z,1,REGULAR,foul,personal,[],1629012,,,1610612757,11,15,2025-04-10T01:21:16Z,670000,False,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1642270]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,0.0,Clingan,1642270.0,,,,,,,,,,,,,,,
71,PT06M17.00S,2025-04-10T01:21:19.1Z,1,REGULAR,substitution,out,[],1629012,,,1610612757,11,15,2025-04-10T01:21:32Z,690000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2025-04-10T01:21:19.1Z,1,REGULAR,substitution,out,[],1641729,,,1610612757,11,15,2025-04-10T01:21:32Z,700000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M17.00S,2025-04-10T01:21:19.1Z,1,REGULAR,substitution,in,[],1630695,,,1610612757,11,15,2025-04-10T01:21:32Z,710000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M17.00S,2025-04-10T01:21:19.1Z,1,REGULAR,substitution,in,[],1630531,,,1610612757,11,15,2025-04-10T01:21:32Z,720000,False,,,0,,SUB in: J. Springer,[1630531],1610612762.0,UTA,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M12.00S,2025-04-10T01:21:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,92.59198423127464,45.83333333333333,1610612757,11,17,2025-04-10T01:21:45Z,730000,False,-21.0,17.0,1,right,S. Sharpe driving finger roll Layup (12 PTS) (D. Banton 1 AST),"[1631101, 1630625]",1610612757.0,POR,driving finger roll,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,2.69,Made,,,,,12.0,,,,D. Banton,1630625.0,1.0,,
78,PT05M58.00S,2025-04-10T01:21:53.5Z,1,REGULAR,3pt,Jump Shot,[],1630531,12.565703022339028,97.05882352941177,1610612762,11,17,2025-04-10T01:21:58Z,760000,False,-235.0,66.0,1,left,MISS J. Springer 24' 3PT,[1630531],1610612762.0,UTA,,,,Springer,J. Springer,,,,,Left Corner 3,24+ Left,,,,,,24.43,Missed,,,,,,,,,,,,,
79,PT05M54.00S,2025-04-10T01:21:57.5Z,1,REGULAR,rebound,offensive,[],1630531,,,1610612762,11,17,2025-04-10T01:21:58Z,770000,False,,,0,,J. Springer REBOUND (Off:1 Def:0),[1630531],1610612762.0,UTA,,,,Springer,J. Springer,,,,,Left Corner 3,24+ Left,,,,,,,,78.0,1.0,0.0,1.0,,,,,,,,,
80,PT05M49.00S,2025-04-10T01:22:02.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630695,10.463206307490145,47.05882352941176,1610612762,13,17,2025-04-10T01:22:06Z,780000,False,15.0,46.0,1,left,M. Potter DUNK (2 PTS) (K. Filipowski 3 AST),"[1630695, 1642271]",1610612762.0,UTA,,,,Potter,M. Potter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.82,Made,,,,,2.0,,,,K. Filipowski,1642271.0,3.0,,
82,PT05M31.00S,2025-04-10T01:22:20.4Z,1,REGULAR,3pt,Jump Shot,[],1641739,68.80749014454665,66.91176470588235,1610612757,13,17,2025-04-10T01:22:24Z,800000,False,85.0,241.0,1,right,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,25.51,Missed,,,,,,,,,,,,,
83,PT05M28.00S,2025-04-10T01:22:23.4Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,13,17,2025-04-10T01:22:24Z,810000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,
84,PT05M19.00S,2025-04-10T01:22:36.9Z,1,REGULAR,foul,personal,[],1630625,,,1610612762,13,17,2025-04-10T01:24:36Z,820000,False,,,0,,D. Banton loose ball personal FOUL (1 PF),"[1630625, 1630695]",1610612757.0,POR,loose ball,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,0.0,Potter,1630695.0,,,,,,,,,,,,,,,
86,PT05M19.00S,2025-04-10T01:22:48.4Z,1,REGULAR,substitution,out,[],1630548,,,1610612762,13,17,2025-04-10T01:22:59Z,840000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M19.00S,2025-04-10T01:22:48.4Z,1,REGULAR,substitution,out,[],1630625,,,1610612762,13,17,2025-04-10T01:22:59Z,850000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
