actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
16,PT11M13.00S,2025-03-01T02:42:00.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628381,,,1610612762,6,0,2025-03-01T02:42:00Z,160000,False,,,0,,J. Collins Free Throw 1 of 1 (3 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
17,PT11M05.00S,2025-03-01T02:42:12.5Z,1,REGULAR,3pt,Jump Shot,[],1629675,66.70499342969777,27.450980392156865,1610612750,6,0,2025-03-01T02:42:17Z,170000,False,-113.0,260.0,1,right,MISS N. Reid 28' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,28.38,Missed,,,,,,,,,,,,,,,,,,
18,PT11M00.00S,2025-03-01T02:42:17.5Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,6,0,2025-03-01T02:42:17Z,180000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M45.00S,2025-03-01T02:42:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,6.1268068331143235,44.6078431372549,1610612762,8,0,2025-03-01T02:42:38Z,190000,False,27.0,5.0,1,left,W. Kessler reverse Layup (2 PTS) (C. Sexton 1 AST),"[1631117, 1629012]",1610612762.0,UTA,reverse,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,,,,,,,,,,,,C. Sexton,1629012.0,1.0,,,
20,PT10M30.00S,2025-03-01T02:42:46.7Z,1,REGULAR,2pt,Jump Shot,[],1630183,78.40013140604468,49.01960784313725,1610612750,8,2,2025-03-01T02:42:50Z,200000,False,-5.0,151.0,1,right,J. McDaniels 15' pullup Jump Shot (2 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Center,15.06,Made,2.0,,,,,,,,,,,,M. Conley,201144.0,1.0,,,
22,PT10M17.00S,2025-03-01T02:42:59.9Z,1,REGULAR,3pt,Jump Shot,[],1642268,28.86005256241787,77.20588235294117,1610612762,8,2,2025-03-01T02:43:04Z,220000,False,-136.0,219.0,1,left,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2025-03-01T02:43:02.9Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,8,2,2025-03-01T02:43:04Z,230000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT10M07.00S,2025-03-01T02:43:10.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629675,91.27792378449409,52.69607843137255,1610612750,8,4,2025-03-01T02:43:16Z,240000,False,13.0,29.0,1,right,N. Reid driving DUNK (2 PTS) (M. Conley 2 AST),"[1629675, 201144]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.24,Made,2.0,,,,,,,,,,,,M. Conley,201144.0,2.0,,,
26,PT09M38.00S,2025-03-01T02:43:39.0Z,1,REGULAR,3pt,Jump Shot,[],1629012,29.25427069645204,85.29411764705883,1610612762,11,4,2025-03-01T02:43:43Z,260000,False,-176.0,222.0,1,left,C. Sexton 28' 3PT  (6 PTS) (I. Collier 1 AST),"[1629012, 1642268]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,28.4,Made,6.0,,,,,,,,,,,,I. Collier,1642268.0,1.0,,,
28,PT09M22.00S,2025-03-01T02:43:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,85.75886990801577,50.98039215686274,1610612750,11,4,2025-03-01T02:44:11Z,280000,False,5.0,81.0,1,right,MISS N. Reid 8' driving floating Shot,[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,8.15,Missed,,,,,,,,,,,,,,,,,,
29,PT09M21.00S,2025-03-01T02:43:55.0Z,1,REGULAR,rebound,defensive,[],1630548,,,1610612762,11,4,2025-03-01T02:43:59Z,290000,False,,,0,,J. Juzang REBOUND (Off:0 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),8-16 Center,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,
30,PT09M09.00S,2025-03-01T02:44:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,8.754927726675426,44.36274509803921,1610612762,13,4,2025-03-01T02:44:45Z,300000,False,28.0,30.0,1,left,J. Collins cutting finger roll Layup (5 PTS) (I. Collier 2 AST),"[1628381, 1642268]",1610612762.0,UTA,cutting finger roll,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,4.1,Made,5.0,,,,,,,,,,,,I. Collier,1642268.0,2.0,,,
32,PT08M50.00S,2025-03-01T02:44:25.7Z,1,REGULAR,3pt,Jump Shot,[],1630545,70.12155059132719,73.0392156862745,1610612750,13,7,2025-03-01T02:44:30Z,320000,False,115.0,228.0,1,right,T. Shannon Jr. 25' 3PT  (3 PTS) (J. McDaniels 1 AST),"[1630545, 1630183]",1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Above the Break 3,24+ Right Center,25.58,Made,3.0,,,,,,,,,,,,J. McDaniels,1630183.0,1.0,,,
34,PT08M33.00S,2025-03-01T02:44:43.5Z,1,REGULAR,3pt,Jump Shot,[],1630548,4.155716162943495,95.83333333333334,1610612762,13,7,2025-03-01T02:44:48Z,340000,False,-229.0,-13.0,1,left,MISS J. Juzang 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,22.96,Missed,,,,,,,,,,,,,,,,,,
35,PT08M31.00S,2025-03-01T02:44:45.5Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,13,7,2025-03-01T02:44:48Z,350000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,
37,PT08M18.00S,2025-03-01T02:45:15.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629012,8.623521681997373,61.76470588235294,1610612762,15,7,2025-03-01T02:45:19Z,370000,False,-59.0,29.0,1,left,C. Sexton 6' driving floating bank Jump Shot (8 PTS),[1629012],1610612762.0,UTA,driving floating bank,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,8.0,,,,,,,,,,,,,,,,,
38,PT08M11.00S,2025-03-01T02:45:21.6Z,1,REGULAR,3pt,Jump Shot,[],201144,91.67214191852825,94.85294117647058,1610612750,15,10,2025-03-01T02:45:32Z,380000,False,224.0,26.0,1,right,M. Conley 3PT  (3 PTS) (T. Shannon Jr. 1 AST),"[201144, 1630545]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,22.58,Made,3.0,,,,,,,,,,,,T. Shannon Jr.,1630545.0,1.0,,,
40,PT08M10.00S,2025-03-01T02:45:33.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,15,10,2025-03-01T02:45:33Z,400000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M10.00S,2025-03-01T02:47:50.5Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,15,10,2025-03-01T02:48:09Z,410000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M10.00S,2025-03-01T02:47:50.5Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,15,10,2025-03-01T02:48:09Z,420000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M59.00S,2025-03-01T02:48:28.4Z,1,REGULAR,turnover,bad pass,[],1642268,,,1610612762,15,10,2025-03-01T02:48:32Z,430000,False,,,0,,I. Collier bad pass TURNOVER (1 TO),"[1642268, 1630183]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,McDaniels,1630183.0
45,PT07M59.00S,2025-03-01T02:48:28.4Z,1,REGULAR,steal,,[],1630183,,,1610612750,15,10,2025-03-01T02:48:29Z,440000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
46,PT07M49.00S,2025-03-01T02:48:37.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,83.26215505913272,2.450980392156863,1610612750,15,10,2025-03-01T02:48:43Z,450000,False,-238.0,105.0,1,right,MISS N. Alexander-Walker 25' step back 3PT,[1629638],1610612750.0,MIN,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
47,PT07M47.00S,2025-03-01T02:48:39.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,15,10,2025-03-01T02:48:43Z,460000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,
48,PT07M38.00S,2025-03-01T02:48:49.4Z,1,REGULAR,2pt,Jump Shot,[],1628381,13.485545335085414,9.313725490196079,1610612762,17,10,2025-03-01T02:49:33Z,470000,False,203.0,74.0,1,left,J. Collins 21' Jump Shot (7 PTS) (I. Collier 3 AST),"[1628381, 1642268]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right,21.65,Made,7.0,,,,,,,,,,,,I. Collier,1642268.0,3.0,,,
50,PT07M24.00S,2025-03-01T02:49:03.8Z,1,REGULAR,2pt,Jump Shot,[],1630183,86.67871222076215,28.921568627450984,1610612750,17,12,2025-03-01T02:49:08Z,490000,False,-105.0,73.0,1,right,J. McDaniels 12' fadeaway Jump Shot (4 PTS) (N. Alexander-Walker 1 AST),"[1630183, 1629638]",1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,12.8,Made,4.0,,,,,,,,,,,,N. Alexander-Walker,1629638.0,1.0,,,
51,PT07M04.00S,2025-03-01T02:49:23.7Z,1,REGULAR,3pt,Jump Shot,[],1641729,32.14520367936925,53.18627450980392,1610612762,17,12,2025-03-01T02:49:29Z,500000,False,-16.0,250.0,1,left,MISS B. Sensabaugh 25' pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,25.02,Missed,,,,,,,,,,,,,,,,,,
52,PT07M01.00S,2025-03-01T02:49:26.7Z,1,REGULAR,rebound,offensive,[],1630548,,,1610612762,17,12,2025-03-01T02:49:29Z,510000,False,,,0,,J. Juzang REBOUND (Off:1 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Center,,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,
53,PT07M00.00S,2025-03-01T02:49:28.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630548,9.017739816031538,43.872549019607845,1610612762,17,12,2025-03-01T02:50:41Z,520000,False,31.0,32.0,1,left,MISS J. Juzang putback Layup - blocked,"[1630548, 1629638]",1610612762.0,UTA,putback,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,Alexander-Walker,1629638.0,,,,,,,,,,,
54,PT07M00.00S,2025-03-01T02:49:28.3Z,1,REGULAR,block,,[],1629638,,,1610612762,17,12,2025-03-01T02:49:30Z,530000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M00.00S,2025-03-01T02:49:28.3Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,17,12,2025-03-01T02:49:32Z,540000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,
56,PT06M52.00S,2025-03-01T02:49:35.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,69.20170827858082,71.07843137254902,1610612750,17,12,2025-03-01T02:49:44Z,550000,False,105.0,237.0,1,right,MISS N. Alexander-Walker 25' running pullup 3PT,[1629638],1610612750.0,MIN,running pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
57,PT06M48.00S,2025-03-01T02:49:39.7Z,1,REGULAR,rebound,offensive,[],1630545,,,1610612750,17,12,2025-03-01T02:49:44Z,560000,False,,,0,,T. Shannon Jr. REBOUND (Off:1 Def:0),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Above the Break 3,24+ Right Center,,,,56.0,1.0,0.0,1.0,,,,,,,,,,,,,
58,PT06M48.00S,2025-03-01T02:49:39.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630545,94.40999984741211,50.0,1610612750,17,14,2025-03-01T02:49:39Z,570000,False,0.0,0.0,1,right,T. Shannon Jr. tip DUNK (5 PTS),[1630545],1610612750.0,MIN,tip,,,Shannon Jr.,T. Shannon Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
59,PT06M31.00S,2025-03-01T02:49:56.3Z,1,REGULAR,3pt,Jump Shot,[],1628381,24.78646517739816,16.176470588235293,1610612762,20,14,2025-03-01T02:50:00Z,580000,False,169.0,180.0,1,left,J. Collins 24' 3PT  (10 PTS) (I. Collier 4 AST),"[1628381, 1642268]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,24.73,Made,10.0,,,,,,,,,,,,I. Collier,1642268.0,4.0,,,
61,PT06M20.00S,2025-03-01T02:50:07.1Z,1,REGULAR,3pt,Jump Shot,[],201144,67.7562417871222,35.049019607843135,1610612750,20,14,2025-03-01T02:50:12Z,600000,False,-75.0,251.0,1,right,MISS M. Conley 26' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,26.15,Missed,,,,,,,,,,,,,,,,,,
62,PT06M17.00S,2025-03-01T02:50:10.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,20,14,2025-03-01T02:50:12Z,610000,False,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,61.0,3.0,2.0,1.0,,,,,,,,,,,,,
63,PT06M05.00S,2025-03-01T02:50:23.4Z,1,REGULAR,turnover,bad pass,[],1641729,,,1610612762,20,14,2025-03-01T02:50:29Z,620000,False,,,0,,B. Sensabaugh bad pass TURNOVER (1 TO),"[1641729, 1629638]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Alexander-Walker,1629638.0
64,PT06M05.00S,2025-03-01T02:50:23.4Z,1,REGULAR,steal,,[],1629638,,,1610612750,20,14,2025-03-01T02:50:51Z,630000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
65,PT06M04.00S,2025-03-01T02:50:27.5Z,1,REGULAR,foul,personal,[],1628381,,,1610612750,20,14,2025-03-01T02:50:54Z,640000,False,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 201144]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627526.0,1.0,0.0,Conley,201144.0,,,,,,
67,PT06M04.00S,2025-03-01T02:50:33.4Z,1,REGULAR,substitution,out,[],1642268,,,1610612750,20,14,2025-03-01T02:50:47Z,660000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M04.00S,2025-03-01T02:50:33.4Z,1,REGULAR,substitution,out,[],1630548,,,1610612750,20,14,2025-03-01T02:50:47Z,670000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M04.00S,2025-03-01T02:50:33.4Z,1,REGULAR,substitution,in,[],1642262,,,1610612750,20,14,2025-03-01T02:50:47Z,680000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M04.00S,2025-03-01T02:50:33.4Z,1,REGULAR,substitution,in,[],1641718,,,1610612750,20,14,2025-03-01T02:50:47Z,690000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M04.00S,2025-03-01T02:50:33.4Z,1,REGULAR,substitution,out,[],1628381,,,1610612750,20,14,2025-03-01T02:50:55Z,700000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M04.00S,2025-03-01T02:50:33.4Z,1,REGULAR,substitution,in,[],1630231,,,1610612750,20,14,2025-03-01T02:50:55Z,710000,False,,,0,,SUB in: K. Martin,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2025-03-01T02:51:01.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,67.62483574244416,40.931372549019606,1610612750,20,17,2025-03-01T02:51:06Z,720000,False,-45.0,252.0,1,right,N. Reid 25' 3PT  (5 PTS) (M. Conley 3 AST),"[1629675, 201144]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.58,Made,5.0,,,,,,,,,,,,M. Conley,201144.0,3.0,,,
75,PT05M38.00S,2025-03-01T02:51:17.6Z,1,REGULAR,3pt,Jump Shot,[],1641729,18.610381077529567,91.91176470588235,1610612762,23,17,2025-03-01T02:51:22Z,740000,False,-210.0,122.0,1,left,B. Sensabaugh 24' 3PT pullup (3 PTS),[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,24.27,Made,3.0,,,,,,,,,,,,,,,,,
76,PT05M18.00S,2025-03-01T02:51:38.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629638,84.70762155059133,51.71568627450981,1610612750,23,19,2025-03-01T02:52:26Z,750000,False,9.0,91.0,1,right,N. Alexander-Walker 9' driving Hook (2 PTS) (J. McDaniels 2 AST),"[1629638, 1630183]",1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,9.16,Made,2.0,,,,,,,,,,,,J. McDaniels,1630183.0,2.0,,,
78,PT05M09.00S,2025-03-01T02:51:47.8Z,1,REGULAR,3pt,Jump Shot,[],1641729,18.74178712220762,5.637254901960785,1610612762,26,19,2025-03-01T02:51:53Z,770000,False,222.0,124.0,1,left,B. Sensabaugh 25' 3PT  (6 PTS) (C. Williams 1 AST),"[1641729, 1642262]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,25.4,Made,6.0,,,,,,,,,,,,C. Williams,1642262.0,1.0,,,
80,PT04M50.00S,2025-03-01T02:52:06.0Z,1,REGULAR,3pt,Jump Shot,[],1629675,94.82588699080158,4.166666666666666,1610612750,26,22,2025-03-01T02:52:10Z,790000,False,-229.0,-4.0,1,right,N. Reid 3PT  (8 PTS) (M. Conley 4 AST),"[1629675, 201144]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,22.92,Made,8.0,,,,,,,,,,,,M. Conley,201144.0,4.0,,,
82,PT04M31.00S,2025-03-01T02:52:25.2Z,1,REGULAR,2pt,Jump Shot,[],1642262,5.206964520367937,72.79411764705883,1610612762,26,22,2025-03-01T02:52:57Z,810000,False,-114.0,-4.0,1,left,MISS C. Williams 11' driving floating Shot,[1642262],1610612762.0,UTA,driving floating,,,Williams,C. Williams,,,,,Mid-Range,8-16 Left,11.41,Missed,,,,,,,,,,,,,,,,,,
83,PT04M30.00S,2025-03-01T02:52:26.2Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,26,22,2025-03-01T02:52:28Z,820000,False,,,0,,W. Kessler REBOUND (Off:2 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,,,,82.0,3.0,1.0,2.0,,,,,,,,,,,,,
84,PT04M29.00S,2025-03-01T02:52:27.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,9.543363994743759,47.30392156862745,1610612762,26,22,2025-03-01T02:52:31Z,830000,False,13.0,37.0,1,left,MISS W. Kessler putback Layup - blocked,"[1631117, 1630545]",1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,Shannon Jr.,1630545.0,,,,,,,,,,,
