actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
428,PT03M09.00S,2024-12-31T03:37:24.7Z,3,REGULAR,substitution,in,[],1631212,,,1610612743,84,89,2024-12-31T03:37:27Z,4230000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M09.00S,2024-12-31T03:37:49.9Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203999,,,1610612743,84,90,2024-12-31T03:37:49Z,4240000,False,,,0,,N. Jokić Free Throw 2 of 2 (27 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
430,PT02M53.00S,2024-12-31T03:38:09.2Z,3,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,84,90,2024-12-31T03:38:15Z,4250000,False,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (2 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2.0,,,203054.0,,,,
431,PT02M53.00S,2024-12-31T03:38:15.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,84,90,2024-12-31T03:38:15Z,4260000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M53.00S,2024-12-31T03:40:34.7Z,3,REGULAR,substitution,out,[],1628374,,,1610612743,84,90,2024-12-31T03:40:59Z,4270000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M53.00S,2024-12-31T03:40:34.7Z,3,REGULAR,substitution,out,[],201566,,,1610612743,84,90,2024-12-31T03:40:59Z,4280000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M53.00S,2024-12-31T03:40:34.7Z,3,REGULAR,substitution,in,[],1630548,,,1610612743,84,90,2024-12-31T03:40:59Z,4290000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M53.00S,2024-12-31T03:40:34.7Z,3,REGULAR,substitution,in,[],1627750,,,1610612743,84,90,2024-12-31T03:40:59Z,4300000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M45.00S,2024-12-31T03:41:14.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631212,67.62483574244416,63.970588235294116,1610612743,84,90,2024-12-31T03:41:18Z,4310000,False,70.0,252.0,1,right,MISS P. Watson 26' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
437,PT02M42.00S,2024-12-31T03:41:17.4Z,3,REGULAR,rebound,defensive,[],1642268,,,1610612762,84,90,2024-12-31T03:41:18Z,4320000,False,,,0,,I. Collier REBOUND (Off:0 Def:4),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,436.0,4.0,4.0,0.0,,,,,,,,,,,,,
438,PT02M33.00S,2024-12-31T03:41:25.5Z,3,REGULAR,turnover,lost ball,[],1631117,,,1610612762,84,90,2024-12-31T03:41:29Z,4330000,False,,,0,,W. Kessler lost ball TURNOVER (2 TO),"[1631117, 1631124]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Strawther,1631124.0,,,,,
439,PT02M33.00S,2024-12-31T03:41:25.5Z,3,REGULAR,steal,,[],1631124,,,1610612743,84,90,2024-12-31T03:41:27Z,4340000,False,,,0,,J. Strawther STEAL (1 STL),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
440,PT02M28.00S,2024-12-31T03:41:30.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,91.67214191852825,47.549019607843135,1610612743,84,90,2024-12-31T03:41:35Z,4350000,False,-12.0,26.0,1,right,MISS C. Braun running Layup,[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
441,PT02M26.00S,2024-12-31T03:41:32.7Z,3,REGULAR,rebound,offensive,[],1631124,,,1610612743,84,90,2024-12-31T03:41:32Z,4360000,False,,,0,,J. Strawther REBOUND (Off:1 Def:0),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,440.0,1.0,0.0,1.0,,,,,,,,,,,,,
442,PT02M26.00S,2024-12-31T03:41:32.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1631124,94.40999984741211,50.0,1610612743,84,90,2024-12-31T03:47:41Z,4370000,False,0.0,0.0,1,right,MISS J. Strawther tip Layup,[1631124],1610612743.0,DEN,tip,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
443,PT02M25.00S,2024-12-31T03:41:33.7Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,84,90,2024-12-31T03:47:41Z,4380000,False,,,0,,W. Kessler REBOUND (Off:2 Def:11),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,442.0,13.0,11.0,2.0,,,,,,,,,,,,,
444,PT02M14.00S,2024-12-31T03:41:44.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,14.4053876478318,44.36274509803921,1610612762,86,90,2024-12-31T03:46:56Z,4390000,False,28.0,83.0,1,left,J. Clarkson 8' driving floating Jump Shot (20 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,8.76,Made,20.0,,,,,,,,,,,,,,,,,
445,PT01M58.00S,2024-12-31T03:41:59.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,90.62089356110381,63.725490196078425,1610612743,86,90,2024-12-31T03:47:59Z,4400000,False,69.0,36.0,1,right,MISS N. Jokić 7' bank Hook,[203999],1610612743.0,DEN,bank,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
446,PT01M57.00S,2024-12-31T03:42:01.2Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,86,90,2024-12-31T03:42:01Z,4410000,False,,,0,,N. Jokić REBOUND (Off:4 Def:10),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,445.0,14.0,10.0,4.0,,,,,,,,,,,,,
447,PT01M56.00S,2024-12-31T03:42:02.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,92.06636005256242,55.63725490196079,1610612743,86,92,2024-12-31T03:42:14Z,4420000,False,28.0,22.0,1,right,N. Jokić putback Layup (29 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.58,Made,29.0,,,,,,,,,,,,,,,,,
448,PT01M42.00S,2024-12-31T03:42:19.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,13.61695137976347,47.05882352941176,1610612762,88,92,2024-12-31T03:42:25Z,4430000,False,15.0,75.0,1,left,I. Collier 7' turnaround Jump Shot (7 PTS),[1642268],1610612762.0,UTA,turnaround,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,7.69,Made,7.0,,,,,,,,,,,,,,,,,
449,PT01M42.00S,2024-12-31T03:42:22.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631124,,,1610612762,88,92,2024-12-31T03:42:27Z,4440000,False,,,0,,J. Strawther shooting personal FOUL (2 PF) (Collier 1 FT),"[1631124, 1642268]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Collier,1642268.0
451,PT01M42.00S,2024-12-31T03:42:47.9Z,3,REGULAR,freethrow,1 of 1,[],1642268,,,1610612762,89,92,2024-12-31T03:42:47Z,4460000,False,,,0,,I. Collier Free Throw 1 of 1 (8 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
452,PT01M32.00S,2024-12-31T03:43:05.3Z,3,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612743,89,92,2024-12-31T03:43:14Z,4470000,False,,,0,,W. Kessler shooting personal FOUL (4 PF) (Murray 2 FT),"[1631117, 1627750]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,101283.0,4.0,0.0,Murray,1627750.0
454,PT01M32.00S,2024-12-31T03:43:27.6Z,3,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,89,93,2024-12-31T03:43:27Z,4490000,False,,,0,,J. Murray Free Throw 1 of 2 (15 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
455,PT01M32.00S,2024-12-31T03:43:45.9Z,3,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,89,94,2024-12-31T03:43:45Z,4500000,False,,,0,,J. Murray Free Throw 2 of 2 (16 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
456,PT01M20.00S,2024-12-31T03:43:59.7Z,3,REGULAR,3pt,Jump Shot,[],1630548,8.360709592641262,4.6568627450980395,1610612762,89,94,2024-12-31T03:44:03Z,4510000,False,227.0,26.0,1,left,MISS J. Juzang 3PT - blocked,"[1630548, 1631212]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,Watson,1631212.0,,,,,,,,,,,
555,PT01M20.00S,2024-12-31T03:43:59.7Z,3,REGULAR,block,,[],1631212,,,1610612762,89,94,2024-12-31T04:02:50Z,4515000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
457,PT01M17.00S,2024-12-31T03:44:02.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,89,94,2024-12-31T03:44:03Z,4520000,False,,,0,,N. Jokić REBOUND (Off:4 Def:11),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,,456.0,15.0,11.0,4.0,,,,,,,,,,,,,
458,PT01M14.00S,2024-12-31T03:44:07.6Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627750,83.78777923784494,50.73529411764706,1610612743,89,94,2024-12-31T03:56:07Z,4530000,False,4.0,100.0,1,right,MISS J. Murray 10' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.0,Missed,,,,,,,,,,,,,,,,,,
459,PT01M12.00S,2024-12-31T03:44:09.6Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,89,94,2024-12-31T03:56:07Z,4540000,False,,,0,,N. Jokić REBOUND (Off:5 Def:11),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,458.0,16.0,11.0,5.0,,,,,,,,,,,,,
511,PT01M12.00S,2024-12-31T03:44:09.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,90.09526938239159,53.18627450980392,1610612743,89,94,2024-12-31T03:56:22Z,4545000,False,16.0,41.0,1,right,MISS N. Jokić tip Layup,[203999],1610612743.0,DEN,tip,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
512,PT01M11.00S,2024-12-31T03:44:10.5Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,89,94,2024-12-31T03:56:22Z,4547500,False,,,0,,N. Jokić REBOUND (Off:6 Def:11),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,511.0,17.0,11.0,6.0,,,,,,,,,,,,,
513,PT01M11.00S,2024-12-31T03:44:10.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,90.09526938239159,53.18627450980392,1610612743,89,94,2024-12-31T03:56:34Z,4548750,False,16.0,41.0,1,right,MISS N. Jokić tip Layup,[203999],1610612743.0,DEN,tip,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
514,PT01M11.00S,2024-12-31T03:44:10.4Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,89,94,2024-12-31T03:56:34Z,4549375,False,,,0,,N. Jokić REBOUND (Off:7 Def:11),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,513.0,18.0,11.0,7.0,,,,,,,,,,,,,
460,PT01M10.00S,2024-12-31T03:44:11.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,94.40999984741211,50.0,1610612743,89,96,2024-12-31T03:57:37Z,4550000,False,0.0,0.0,1,right,N. Jokić tip Layup (31 PTS),[203999],1610612743.0,DEN,tip,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,0.0,Made,31.0,,,,,,,,,,,,,,,,,
462,PT00M52.10S,2024-12-31T03:44:32.0Z,3,REGULAR,turnover,offensive-kicked-ball,[],203903,,,1610612762,89,96,2024-12-31T03:44:39Z,4570000,False,,,0,,J. Clarkson offensive-kicked-ball TURNOVER (3 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,,,,,,,
463,PT00M36.80S,2024-12-31T03:44:59.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203999,76.82325886990802,60.29411764705882,1610612743,89,98,2024-12-31T03:45:04Z,4580000,False,51.0,165.0,1,right,N. Jokić 17' Jump Shot (33 PTS) (J. Murray 9 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,17.32,Made,33.0,,,,,,,J. Murray,1627750.0,9.0,,,,,,,,
465,PT00M31.90S,2024-12-31T03:45:16.8Z,3,REGULAR,3pt,Jump Shot,[],203903,31.225361366622867,67.15686274509804,1610612762,89,98,2024-12-31T03:45:22Z,4600000,False,-86.0,241.0,1,left,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
466,PT00M28.70S,2024-12-31T03:45:20.0Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,89,98,2024-12-31T03:45:22Z,4610000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,465.0,3.0,3.0,0.0,,,,,,,,,,,,,
467,PT00M11.00S,2024-12-31T03:45:37.7Z,3,REGULAR,2pt,Jump Shot,[],1627750,74.72076215505913,59.068627450980394,1610612743,89,98,2024-12-31T03:51:18Z,4620000,False,45.0,185.0,1,right,MISS J. Murray 19' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,19.06,Missed,,,,,,,,,,,,,,,,,,
468,PT00M08.40S,2024-12-31T03:45:40.3Z,3,REGULAR,rebound,defensive,[],1630548,,,1610612762,89,98,2024-12-31T03:51:18Z,4630000,False,,,0,,J. Juzang REBOUND (Off:1 Def:3),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Mid-Range,16-24 Center,,,,467.0,4.0,3.0,1.0,,,,,,,,,,,,,
469,PT00M02.20S,2024-12-31T03:45:46.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630548,9.674770039421814,62.00980392156863,1610612762,89,98,2024-12-31T04:02:42Z,4640000,False,-60.0,38.0,1,left,MISS J. Juzang 7' running Layup,[1630548],1610612762.0,UTA,running,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,,,,,,,,,,,,,,,,,
470,PT00M02.20S,2024-12-31T03:45:46.5Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,89,98,2024-12-31T03:45:51Z,4650000,False,,,0,,N. Jokić REBOUND (Off:7 Def:12),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,469.0,19.0,12.0,7.0,,,,,,,,,,,,,
471,PT00M01.00S,2024-12-31T03:45:50.3Z,3,REGULAR,3pt,Jump Shot,[],203999,21.76412614980289,27.450980392156865,1610612743,89,98,2024-12-31T03:53:06Z,4660000,False,-113.0,683.0,1,right,MISS N. Jokić 69' pullup 3PT,[203999],1610612743.0,DEN,pullup,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Right Center,69.21,Missed,,,,,,,,,,,,,,,,,,
472,PT00M00.10S,2024-12-31T03:45:51.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,89,98,2024-12-31T03:53:06Z,4670000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,471.0,,,,,,,,,,,,,,,,
473,PT00M00.00S,2024-12-31T03:45:54.5Z,3,REGULAR,period,end,[],0,,,1610612743,89,98,2024-12-31T03:45:54Z,4680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2024-12-31T03:47:58.6Z,4,REGULAR,substitution,out,['startperiod'],1631117,,,1610612743,89,98,2024-12-31T03:48:38Z,4690000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2024-12-31T03:47:58.6Z,4,REGULAR,substitution,out,['startperiod'],1630548,,,1610612743,89,98,2024-12-31T03:48:38Z,4700000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2024-12-31T03:47:58.6Z,4,REGULAR,substitution,out,['startperiod'],1631128,,,1610612743,89,98,2024-12-31T03:48:38Z,4710000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2024-12-31T03:47:58.6Z,4,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,89,98,2024-12-31T03:48:38Z,4720000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2024-12-31T03:47:58.6Z,4,REGULAR,substitution,in,['startperiod'],1642271,,,1610612743,89,98,2024-12-31T03:48:38Z,4730000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2024-12-31T03:47:58.6Z,4,REGULAR,substitution,in,['startperiod'],1641729,,,1610612743,89,98,2024-12-31T03:48:38Z,4740000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2024-12-31T03:47:58.6Z,4,REGULAR,substitution,in,['startperiod'],1629008,,,1610612743,89,98,2024-12-31T03:48:38Z,4750000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2024-12-31T03:47:58.6Z,4,REGULAR,substitution,in,['startperiod'],201599,,,1610612743,89,98,2024-12-31T03:48:38Z,4760000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2024-12-31T03:48:41.7Z,4,REGULAR,period,start,[],0,,,1610612762,89,98,2024-12-31T03:48:41Z,4770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT11M35.00S,2024-12-31T03:49:05.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,6.783837056504599,35.049019607843135,1610612762,91,98,2024-12-31T03:54:10Z,4780000,False,75.0,11.0,1,left,J. Clarkson 7' driving floating Jump Shot (22 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.56,Made,22.0,,,,,,,,,,,,,,,,,
484,PT11M09.00S,2024-12-31T03:49:35.4Z,4,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612743,91,98,2024-12-31T03:49:41Z,4790000,False,,,0,,C. Williams shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1642262, 1629008]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Porter Jr.,1629008.0
486,PT11M09.00S,2024-12-31T03:50:09.6Z,4,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,91,99,2024-12-31T03:50:09Z,4810000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (13 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
487,PT11M09.00S,2024-12-31T03:50:23.6Z,4,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,91,100,2024-12-31T03:50:23Z,4820000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (14 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
488,PT10M53.00S,2024-12-31T03:50:40.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203903,6.389618922470433,45.83333333333333,1610612762,93,100,2024-12-31T03:55:18Z,4830000,False,21.0,8.0,1,left,J. Clarkson driving reverse Layup (24 PTS) (I. Collier 4 AST),"[203903, 1642268]",1610612762.0,UTA,driving reverse,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,2.21,Made,24.0,,,,,,,I. Collier,1642268.0,4.0,,,,,,,,
489,PT10M32.00S,2024-12-31T03:51:01.3Z,4,REGULAR,3pt,Jump Shot,[],1631124,69.07030223390277,75.73529411764706,1610612743,93,100,2024-12-31T03:51:06Z,4840000,False,129.0,238.0,1,right,MISS J. Strawther 27' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,27.07,Missed,,,,,,,,,,,,,,,,,,
490,PT10M31.00S,2024-12-31T03:51:02.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,93,100,2024-12-31T03:51:06Z,4850000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,489.0,,,,,,,,,,,,,,,,
491,PT10M31.00S,2024-12-31T03:51:07.5Z,4,REGULAR,foul,personal,[],1641729,,,1610612743,93,100,2024-12-31T03:51:19Z,4860000,False,,,0,,B. Sensabaugh loose ball personal FOUL (2 PF),"[1641729, 201599]",1610612762.0,UTA,loose ball,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203054.0,2.0,0.0,Jordan,201599.0
493,PT10M27.00S,2024-12-31T03:51:32.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,69.72733245729303,69.85294117647058,1610612743,93,103,2024-12-31T03:51:35Z,4880000,False,99.0,232.0,1,right,M. Porter Jr. 25' 3PT  (17 PTS) (J. Murray 10 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.24,Made,17.0,,,,,,,J. Murray,1627750.0,10.0,,,,,,,,
495,PT10M27.00S,2024-12-31T03:51:34.8Z,4,REGULAR,foul,personal,['1freethrow'],1642271,,,1610612743,93,103,2024-12-31T03:51:49Z,4900000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1642271, 1629008]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Porter Jr.,1629008.0
497,PT10M27.00S,2024-12-31T03:52:00.7Z,4,REGULAR,freethrow,1 of 1,[],1629008,,,1610612743,93,103,2024-12-31T03:52:00Z,4920000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 1,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
498,PT10M26.00S,2024-12-31T03:52:01.7Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,93,103,2024-12-31T03:52:03Z,4930000,False,,,0,,J. Clarkson REBOUND (Off:2 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,497.0,4.0,2.0,2.0,,,,,,,,,,,,,
499,PT10M15.00S,2024-12-31T03:52:12.3Z,4,REGULAR,3pt,Jump Shot,[],1642262,3.892904073587385,97.54901960784314,1610612762,96,103,2024-12-31T03:52:17Z,4940000,False,-238.0,-16.0,1,left,C. Williams 3PT  (4 PTS) (J. Clarkson 2 AST),"[1642262, 203903]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,23.82,Made,4.0,,,,,,,J. Clarkson,203903.0,2.0,,,,,,,,
501,PT09M51.00S,2024-12-31T03:52:36.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201599,89.17542706964521,46.568627450980394,1610612743,96,103,2024-12-31T03:52:41Z,4960000,False,-17.0,49.0,1,right,MISS D. Jordan driving Layup,[201599],1610612743.0,DEN,driving,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,,
