actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
263,PT05M51.00S,2025-02-04T02:58:00.5Z,2,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612762,49,40,2025-02-04T02:58:04Z,2580000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (George 2 FT),"[1628418, 1641718]",1610612754.0,IND,shooting,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,1.0,0.0,George,1641718.0,,,,,,,,,,,,,,,
265,PT05M51.00S,2025-02-04T02:58:34.2Z,2,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,49,40,2025-02-04T02:58:34Z,2600000,False,,,0,,MISS K. George Free Throw 1 of 2,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
266,PT05M51.00S,2025-02-04T02:58:34.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,49,40,2025-02-04T02:58:34Z,2610000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,265.0,,,,,,,,,
267,PT05M51.00S,2025-02-04T02:58:54.0Z,2,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,50,40,2025-02-04T02:58:54Z,2620000,False,,,0,,K. George Free Throw 2 of 2 (4 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
268,PT05M39.00S,2025-02-04T02:59:11.1Z,2,REGULAR,2pt,Jump Shot,[],1641716,89.96386333771353,32.59803921568628,1610612754,50,42,2025-02-04T02:59:59Z,2630000,False,-87.0,42.0,1,right,J. Walker 9' driving floating Jump Shot (2 PTS) (T. Haliburton 3 AST),"[1641716, 1630169]",1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,9.65,,,,,,,T. Haliburton,1630169.0,3.0,,,
270,PT05M22.00S,2025-02-04T02:59:27.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,8.09789750328515,43.872549019607845,1610612762,52,42,2025-02-04T03:00:24Z,2650000,False,31.0,24.0,1,left,J. Collins cutting DUNK (11 PTS) (I. Collier 6 AST),"[1628381, 1642268]",1610612762.0,UTA,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,3.86,,,,,,,I. Collier,1642268.0,6.0,,,
272,PT05M04.00S,2025-02-04T02:59:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,92.19776609724047,53.18627450980392,1610612754,52,42,2025-02-04T03:00:53Z,2670000,False,16.0,21.0,1,right,MISS T. Bryant cutting Layup,[1628418],1610612754.0,IND,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.62,,,,,,,,,,,,
273,PT05M02.00S,2025-02-04T02:59:47.4Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,52,42,2025-02-04T02:59:50Z,2680000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,272.0,3.0,3.0,0.0,,,,,,
274,PT04M56.00S,2025-02-04T02:59:53.6Z,2,REGULAR,turnover,bad pass,[],1628381,,,1610612762,52,42,2025-02-04T02:59:57Z,2690000,False,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 1630169]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0
275,PT04M56.00S,2025-02-04T02:59:53.6Z,2,REGULAR,steal,,[],1630169,,,1610612754,52,42,2025-02-04T02:59:55Z,2700000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
276,PT04M49.00S,2025-02-04T03:00:01.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641716,93.51182654402102,55.392156862745104,1610612754,52,44,2025-02-04T03:00:04Z,2710000,False,27.0,8.0,1,right,J. Walker DUNK (4 PTS) (T. Haliburton 4 AST),"[1641716, 1630169]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.83,,,,,,,T. Haliburton,1630169.0,4.0,,,
278,PT04M29.00S,2025-02-04T03:00:24.6Z,2,REGULAR,foul,personal,[],1629614,,,1610612762,52,44,2025-02-04T03:00:29Z,2730000,False,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 203903]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,1627519.0,1.0,0.0,Clarkson,203903.0,,,,,,,,,,,,,,,
280,PT04M29.00S,2025-02-04T03:00:29.2Z,2,REGULAR,substitution,out,[],1642268,,,1610612762,52,44,2025-02-04T03:00:36Z,2750000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M29.00S,2025-02-04T03:00:29.2Z,2,REGULAR,substitution,in,[],1628374,,,1610612762,52,44,2025-02-04T03:00:36Z,2760000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M20.00S,2025-02-04T03:00:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,8.09789750328515,41.17647058823529,1610612762,54,44,2025-02-04T03:02:10Z,2770000,False,44.0,24.0,1,left,L. Markkanen driving Layup (5 PTS) (K. George 6 AST),"[1628374, 1641718]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,5.0,,,,,,,K. George,1641718.0,6.0,,,
284,PT04M10.00S,2025-02-04T03:01:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,89.43823915900131,41.66666666666667,1610612754,54,44,2025-02-04T03:03:09Z,2790000,False,-42.0,47.0,1,right,MISS T. Bryant 6' cutting Layup - blocked,"[1628418, 1631117]",1610612754.0,IND,cutting,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.27,Kessler,1631117.0,,,,,,,,,,
285,PT04M10.00S,2025-02-04T03:01:06.6Z,2,REGULAR,block,,[],1631117,,,1610612754,54,44,2025-02-04T03:01:09Z,2800000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
286,PT04M10.00S,2025-02-04T03:01:06.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,54,44,2025-02-04T03:01:10Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,284.0,,,,,,,,,
288,PT04M09.00S,2025-02-04T03:01:26.6Z,2,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612754,54,44,2025-02-04T03:01:31Z,2830000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Walker 2 FT),"[1628381, 1641716]",1610612762.0,UTA,shooting,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,1.0,0.0,Walker,1641716.0,,,,,,,,,,,,,,,
290,PT04M09.00S,2025-02-04T03:01:50.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641716,,,1610612754,54,45,2025-02-04T03:02:17Z,2850000,False,,,0,,J. Walker Free Throw 1 of 2 (5 PTS),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
291,PT04M09.00S,2025-02-04T03:01:51.5Z,2,REGULAR,substitution,out,[],1628418,,,1610612754,54,45,2025-02-04T03:01:56Z,2860000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M09.00S,2025-02-04T03:01:51.5Z,2,REGULAR,substitution,in,[],1627783,,,1610612754,54,45,2025-02-04T03:01:56Z,2870000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M09.00S,2025-02-04T03:01:50.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641716,,,1610612754,54,45,2025-02-04T03:02:17Z,2880000,False,,,0,,MISS J. Walker Free Throw 2 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
294,PT04M07.00S,2025-02-04T03:01:52.7Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,54,45,2025-02-04T03:02:17Z,2890000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,293.0,3.0,1.0,2.0,,,,,,
295,PT03M55.00S,2025-02-04T03:02:33.4Z,2,REGULAR,turnover,out-of-bounds,[],1641718,,,1610612762,54,45,2025-02-04T03:02:38Z,2900000,False,,,0,,K. George bad pass out-of-bounds TURNOVER (3 TO),[1641718],1610612762.0,UTA,bad pass,,,George,K. George,,,,,Above the Break 3,24+ Right Center,1627962.0,,,,,,,,,,,,,,,,,3.0,,
296,PT03M49.00S,2025-02-04T03:02:40.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,71.69842312746385,75.98039215686273,1610612754,54,48,2025-02-04T03:02:45Z,2910000,False,130.0,214.0,1,right,B. Mathurin 24' 3PT  (5 PTS) (A. Nembhard 2 AST),"[1631097, 1629614]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,24.99,,,,,,,A. Nembhard,1629614.0,2.0,,,
298,PT03M29.00S,2025-02-04T03:03:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,6.652431011826544,53.431372549019606,1610612762,56,48,2025-02-04T03:03:05Z,2930000,False,-17.0,10.0,1,left,J. Clarkson driving Layup (15 PTS) (K. George 7 AST),"[203903, 1641718]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,1.99,,,,,,,K. George,1641718.0,7.0,,,
300,PT03M12.00S,2025-02-04T03:03:16.5Z,2,REGULAR,3pt,Jump Shot,[],1629614,90.48948751642575,2.450980392156863,1610612754,56,51,2025-02-04T03:03:20Z,2950000,False,-238.0,37.0,1,right,A. Nembhard 24' 3PT  (10 PTS) (J. Walker 1 AST),"[1629614, 1641716]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,,,,,,Made,10.0,24.05,,,,,,,J. Walker,1641716.0,1.0,,,
302,PT02M47.00S,2025-02-04T03:03:42.6Z,2,REGULAR,turnover,bad pass,[],1641718,,,1610612762,56,51,2025-02-04T03:03:47Z,2970000,False,,,0,,K. George bad pass TURNOVER (4 TO),"[1641718, 1630169]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,4.0,Haliburton,1630169.0
303,PT02M47.00S,2025-02-04T03:03:42.6Z,2,REGULAR,steal,,[],1630169,,,1610612754,56,51,2025-02-04T03:03:44Z,2980000,False,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
304,PT02M42.00S,2025-02-04T03:03:47.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,92.32917214191852,43.38235294117647,1610612754,56,53,2025-02-04T03:03:54Z,2990000,False,-33.0,20.0,1,right,B. Mathurin running DUNK (7 PTS) (P. Siakam 3 AST),"[1631097, 1627783]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,3.85,,,,,,,P. Siakam,1627783.0,3.0,,,
306,PT02M27.00S,2025-02-04T03:04:01.1Z,2,REGULAR,3pt,Jump Shot,[],1628374,32.53942181340342,35.049019607843135,1610612762,59,53,2025-02-04T03:04:06Z,3010000,False,75.0,253.0,1,left,L. Markkanen 26' 3PT  (8 PTS) (J. Clarkson 2 AST),"[1628374, 203903]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,26.42,,,,,,,J. Clarkson,203903.0,2.0,,,
308,PT02M09.00S,2025-02-04T03:04:19.9Z,2,REGULAR,3pt,Jump Shot,[],1627783,68.54467805519053,33.57843137254902,1610612754,59,53,2025-02-04T03:04:25Z,3030000,False,-82.0,243.0,1,right,MISS P. Siakam 25' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.67,,,,,,,,,,,,
309,PT02M07.00S,2025-02-04T03:04:21.9Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,59,53,2025-02-04T03:04:25Z,3040000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,308.0,1.0,1.0,0.0,,,,,,
310,PT01M55.00S,2025-02-04T03:04:34.2Z,2,REGULAR,turnover,bad pass,[],1631117,,,1610612762,59,53,2025-02-04T03:04:38Z,3050000,False,,,0,,W. Kessler bad pass TURNOVER (2 TO),"[1631117, 1629614]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Nembhard,1629614.0
311,PT01M55.00S,2025-02-04T03:04:34.2Z,2,REGULAR,steal,,[],1629614,,,1610612754,59,53,2025-02-04T03:04:36Z,3060000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
312,PT01M47.00S,2025-02-04T03:04:42.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,91.40932982917214,40.19607843137255,1610612754,59,55,2025-02-04T03:05:43Z,3070000,False,-49.0,28.0,1,right,P. Siakam cutting Layup (8 PTS) (A. Nembhard 3 AST),"[1627783, 1629614]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,5.66,,,,,,,A. Nembhard,1629614.0,3.0,,,
314,PT01M23.00S,2025-02-04T03:05:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,7.178055190538765,41.17647058823529,1610612762,61,55,2025-02-04T03:05:11Z,3090000,False,44.0,15.0,1,left,J. Clarkson driving Layup (17 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,17.0,4.66,,,,,,,,,,,,
315,PT01M11.00S,2025-02-04T03:05:17.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,91.93495400788436,41.911764705882355,1610612754,61,57,2025-02-04T03:06:23Z,3100000,False,-40.0,23.0,1,right,T. Haliburton driving finger roll Layup (7 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,4.66,,,,,,,,,,,,
316,PT00M55.60S,2025-02-04T03:05:34.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,8.623521681997373,57.84313725490197,1610612762,61,57,2025-02-04T03:06:03Z,3110000,False,-39.0,29.0,1,left,MISS J. Collins driving Layup - blocked,"[1628381, 1641716]",1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.85,Walker,1641716.0,,,,,,,,,,
317,PT00M55.60S,2025-02-04T03:05:34.0Z,2,REGULAR,block,,[],1641716,,,1610612762,61,57,2025-02-04T03:05:40Z,3120000,False,,,0,,J. Walker BLOCK (1 BLK),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
318,PT00M55.60S,2025-02-04T03:05:34.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,61,57,2025-02-04T03:06:03Z,3130000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,316.0,,,,,,,,,
319,PT00M55.60S,2025-02-04T03:05:41.4Z,2,REGULAR,substitution,out,[],1641718,,,1610612762,61,57,2025-02-04T03:05:47Z,3140000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M55.60S,2025-02-04T03:05:41.4Z,2,REGULAR,substitution,in,[],1642268,,,1610612762,61,57,2025-02-04T03:05:47Z,3150000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M54.00S,2025-02-04T03:06:05.5Z,2,REGULAR,foul,personal,[],1629614,,,1610612762,61,57,2025-02-04T03:06:26Z,3160000,False,,,0,,A. Nembhard personal FOUL (2 PF),"[1629614, 203903]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left,1626300.0,2.0,0.0,Clarkson,203903.0,,,,,,,,,,,,,,,
323,PT00M52.30S,2025-02-04T03:06:25.7Z,2,REGULAR,turnover,bad pass,[],1642268,,,1610612762,61,57,2025-02-04T03:06:30Z,3180000,False,,,0,,I. Collier bad pass TURNOVER (1 TO),"[1642268, 1630169]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0
324,PT00M52.30S,2025-02-04T03:06:25.7Z,2,REGULAR,steal,,[],1630169,,,1610612754,61,57,2025-02-04T03:06:27Z,3190000,False,,,0,,T. Haliburton STEAL (3 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
326,PT00M30.40S,2025-02-04T03:07:06.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,67.88764783180025,40.19607843137255,1610612754,61,57,2025-02-04T03:07:10Z,3210000,False,-49.0,249.0,1,right,MISS B. Mathurin 25' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.42,,,,,,,,,,,,
327,PT00M28.50S,2025-02-04T03:07:08.2Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,61,57,2025-02-04T03:07:10Z,3220000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,326.0,4.0,2.0,2.0,,,,,,
328,PT00M18.40S,2025-02-04T03:07:20.7Z,2,REGULAR,foul,offensive,[],1642268,,,1610612762,61,57,2025-02-04T03:07:29Z,3230000,False,,,0,,I. Collier offensive FOUL (2 PF),"[1642268, 1630169]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,1626300.0,2.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
330,PT00M18.40S,2025-02-04T03:07:20.7Z,2,REGULAR,turnover,offensive foul,[],1642268,,,1610612762,61,57,2025-02-04T03:07:29Z,3250000,False,,,0,,I. Collier offensive foul TURNOVER (2 TO),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,1626300.0,,,,,,,,,,,,,,,,,2.0,,
331,PT00M05.10S,2025-02-04T03:07:50.7Z,2,REGULAR,foul,personal,[],1628381,,,1610612754,61,57,2025-02-04T03:08:00Z,3260000,False,,,0,,J. Collins personal FOUL (2 PF),"[1628381, 1627783]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,1627519.0,2.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,
333,PT00M02.10S,2025-02-04T03:08:17.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,81.8166885676741,95.58823529411765,1610612754,61,57,2025-02-04T03:08:46Z,3280000,False,228.0,118.0,1,right,MISS T. Haliburton 25' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.68,,,,,,,,,,,,
334,PT00M02.10S,2025-02-04T03:08:17.3Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612762,61,57,2025-02-04T03:08:21Z,3290000,False,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,333.0,5.0,5.0,0.0,,,,,,
335,PT00M00.00S,2025-02-04T03:08:21.6Z,2,REGULAR,period,end,[],0,,,1610612762,61,57,2025-02-04T03:08:21Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-02-04T03:22:48.8Z,3,REGULAR,substitution,out,['startperiod'],203903,,,1610612762,61,57,2025-02-04T03:23:17Z,3310000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-02-04T03:22:48.8Z,3,REGULAR,substitution,out,['startperiod'],1641716,,,1610612762,61,57,2025-02-04T03:23:17Z,3320000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-02-04T03:22:48.8Z,3,REGULAR,substitution,in,['startperiod'],1641718,,,1610612762,61,57,2025-02-04T03:23:17Z,3330000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-02-04T03:22:48.8Z,3,REGULAR,substitution,in,['startperiod'],1628418,,,1610612762,61,57,2025-02-04T03:23:17Z,3340000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-02-04T03:23:37.1Z,3,REGULAR,period,start,[],0,,,1610612762,61,57,2025-02-04T03:23:37Z,3350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M41.00S,2025-02-04T03:23:55.5Z,3,REGULAR,3pt,Jump Shot,[],1641718,80.6340341655716,4.411764705882353,1610612762,61,57,2025-02-04T03:24:17Z,3360000,False,-228.0,130.0,1,right,MISS K. George 26' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.21,,,,,,,,,,,,
342,PT11M37.00S,2025-02-04T03:23:59.5Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,61,57,2025-02-04T03:24:00Z,3370000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,341.0,3.0,3.0,0.0,,,,,,
343,PT11M33.00S,2025-02-04T03:24:02.9Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630169,13.009198423127463,9.826899509803921,1610612754,61,59,2025-02-04T03:24:49Z,3380000,False,201.0,70.0,1,left,T. Haliburton 21' running Jump Shot (9 PTS) (A. Nembhard 4 AST),"[1630169, 1629614]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,,,,,,Made,9.0,21.27,,,,,,,A. Nembhard,1629614.0,4.0,,,
345,PT11M17.00S,2025-02-04T03:24:19.8Z,3,REGULAR,3pt,Jump Shot,[],1642268,70.64717477003943,20.588235294117645,1610612762,61,59,2025-02-04T03:24:25Z,3400000,False,-147.0,223.0,1,right,MISS I. Collier 26' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.75,,,,,,,,,,,,
346,PT11M13.00S,2025-02-04T03:24:23.8Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,61,59,2025-02-04T03:24:25Z,3410000,False,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,345.0,4.0,4.0,0.0,,,,,,
347,PT11M03.00S,2025-02-04T03:24:33.7Z,3,REGULAR,3pt,Jump Shot,[],1628418,5.601182654402102,95.09803921568627,1610612754,61,59,2025-02-04T03:24:39Z,3420000,False,-225.0,0.0,1,left,MISS T. Bryant 3PT,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.55,,,,,,,,,,,,
348,PT10M59.00S,2025-02-04T03:24:37.7Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,61,59,2025-02-04T03:24:39Z,3430000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,,,,,,,,347.0,5.0,3.0,2.0,,,,,,
349,PT10M55.00S,2025-02-04T03:24:43.5Z,3,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612762,61,59,2025-02-04T03:24:53Z,3440000,False,,,0,,A. Nembhard shooting personal FOUL (3 PF) (Markkanen 2 FT),"[1629614, 1628374]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,3.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
351,PT10M55.00S,2025-02-04T03:25:11.9Z,3,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,62,59,2025-02-04T03:25:11Z,3460000,False,,,0,,L. Markkanen Free Throw 1 of 2 (9 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
