actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M54.00S,2024-12-02T01:13:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629012,67.62483574244416,37.745098039215684,1610612762,3,3,2024-12-02T01:13:38Z,200000,False,-61.0,252.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
21,PT10M54.00S,2024-12-02T01:13:32.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,3,3,2024-12-02T01:13:38Z,210000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,20.0,,,,,,,,
23,PT10M32.00S,2024-12-02T01:14:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,9.280551905387648,46.07843137254902,1610612747,3,3,2024-12-02T01:15:26Z,230000,False,20.0,35.0,1,left,MISS A. Davis driving Layup,[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
24,PT10M30.00S,2024-12-02T01:14:07.3Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,3,3,2024-12-02T01:15:18Z,240000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,23.0,,,1.0,1.0,0.0,,,
25,PT10M20.00S,2024-12-02T01:14:17.4Z,1,REGULAR,turnover,out-of-bounds,[],1641718,,,1610612762,3,3,2024-12-02T01:14:24Z,250000,False,,,0,,K. George bad pass out-of-bounds TURNOVER (1 TO),[1641718],1610612762.0,UTA,bad pass,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,203593.0,,,,,,,,,,,1.0,,
26,PT10M05.00S,2024-12-02T01:14:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642261,7.835085413929041,57.107843137254896,1610612747,3,3,2024-12-02T01:16:22Z,260000,False,-36.0,21.0,1,left,MISS D. Knecht driving finger roll Layup - blocked,"[1642261, 1631117]",1610612747.0,LAL,driving finger roll,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,Kessler,1631117.0,,,,,,
27,PT10M05.00S,2024-12-02T01:14:37.3Z,1,REGULAR,block,,[],1631117,,,1610612747,3,3,2024-12-02T01:14:39Z,270000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT10M04.00S,2024-12-02T01:14:38.3Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,3,3,2024-12-02T01:16:22Z,280000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,26.0,,,1.0,1.0,0.0,,,
29,PT09M58.00S,2024-12-02T01:14:42.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,69.85873850197109,73.77450980392157,1610612762,3,3,2024-12-02T01:16:36Z,290000,False,119.0,231.0,1,right,MISS L. Markkanen 25' running 3PT,[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
30,PT09M55.00S,2024-12-02T01:14:45.4Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,3,3,2024-12-02T01:14:45Z,300000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,29.0,,,2.0,1.0,1.0,,,
31,PT09M53.00S,2024-12-02T01:14:48.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,94.43166885676742,95.09803921568627,1610612762,6,3,2024-12-02T01:14:53Z,310000,False,225.0,0.0,1,right,C. Sexton 3PT  (3 PTS) (K. George 1 AST),"[1629012, 1641718]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,22.55,Made,3.0,K. George,1641718.0,1.0,,,,,,,,,,,,,,
34,PT09M36.00S,2024-12-02T01:15:16.7Z,1,REGULAR,2pt,Jump Shot,[],2544,25.04927726675427,25.49019607843137,1610612747,6,5,2024-12-02T01:17:16Z,330000,False,123.0,183.0,1,left,L. James 22' Jump Shot (2 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right Center,22.02,Made,2.0,,,,,,,,,,,,,,,,,
35,PT09M20.00S,2024-12-02T01:15:31.0Z,1,REGULAR,2pt,Jump Shot,[],1628381,94.30026281208936,66.42156862745098,1610612762,6,5,2024-12-02T01:17:41Z,340000,False,82.0,1.0,1,right,MISS J. Collins 8' floating Shot,[1628381],1610612762.0,UTA,floating,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,8.21,Missed,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2024-12-02T01:15:33.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,6,5,2024-12-02T01:15:35Z,350000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,35.0,,,1.0,1.0,0.0,,,
37,PT09M05.00S,2024-12-02T01:15:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,20.318659658344284,64.70588235294117,1610612747,6,5,2024-12-02T01:15:50Z,360000,False,-74.0,138.0,1,left,MISS L. James 15' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,15.68,Missed,,,,,,,,,,,,,,,,,,
38,PT09M03.00S,2024-12-02T01:15:48.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,6,5,2024-12-02T01:18:16Z,370000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,37.0,,,1.0,1.0,0.0,,,
39,PT08M55.00S,2024-12-02T01:15:55.5Z,1,REGULAR,turnover,bad pass,[],1631117,,,1610612762,6,5,2024-12-02T01:15:59Z,380000,False,,,0,,W. Kessler bad pass TURNOVER (1 TO),"[1631117, 1629216]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0
40,PT08M55.00S,2024-12-02T01:15:55.5Z,1,REGULAR,steal,,[],1629216,,,1610612747,6,5,2024-12-02T01:22:31Z,390000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M45.00S,2024-12-02T01:16:06.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642261,23.078186596583443,91.17647058823529,1610612747,6,5,2024-12-02T01:16:10Z,400000,False,-206.0,164.0,1,left,MISS D. Knecht 26' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
42,PT08M43.00S,2024-12-02T01:16:08.3Z,1,REGULAR,rebound,offensive,[],1642261,,,1610612747,6,5,2024-12-02T01:16:08Z,410000,False,,,0,,D. Knecht REBOUND (Off:1 Def:0),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,41.0,,,1.0,0.0,1.0,,,
44,PT08M36.00S,2024-12-02T01:16:29.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629060,11.908672798948752,46.07843137254902,1610612747,6,7,2024-12-02T01:52:24Z,430000,False,20.0,59.0,1,left,R. Hachimura 6' turnaround fadeaway Jump Shot (4 PTS) (L. James 2 AST),"[1629060, 2544]",1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,6.26,Made,4.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
46,PT08M19.00S,2024-12-02T01:16:46.3Z,1,REGULAR,3pt,Jump Shot,[],1628381,75.77201051248358,13.970588235294118,1610612762,9,7,2024-12-02T01:16:52Z,450000,False,-180.0,175.0,1,right,J. Collins 25' 3PT  (3 PTS) (L. Markkanen 1 AST),"[1628381, 1628374]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,25.13,Made,3.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,,
48,PT08M09.00S,2024-12-02T01:16:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,8.229303547963205,42.15686274509804,1610612747,9,9,2024-12-02T01:17:01Z,470000,False,39.0,25.0,1,left,G. Vincent driving Layup (2 PTS) (L. James 3 AST),"[1629216, 2544]",1610612747.0,LAL,driving,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,4.64,Made,2.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
49,PT07M47.00S,2024-12-02T01:17:19.1Z,1,REGULAR,3pt,Jump Shot,[],1629012,68.54467805519053,66.42156862745098,1610612762,9,9,2024-12-02T01:22:01Z,480000,False,82.0,243.0,1,right,MISS C. Sexton 25' pullup 3PT,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.67,Missed,,,,,,,,,,,,,,,,,,
50,PT07M44.00S,2024-12-02T01:17:22.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,9,9,2024-12-02T01:17:22Z,490000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,49.0,,,2.0,2.0,0.0,,,
51,PT07M38.00S,2024-12-02T01:17:27.7Z,1,REGULAR,3pt,Jump Shot,[],1629060,26.62614980289093,17.401960784313726,1610612747,9,9,2024-12-02T01:17:33Z,500000,False,163.0,198.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
52,PT07M35.00S,2024-12-02T01:17:30.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,9,9,2024-12-02T01:17:33Z,510000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,51.0,,,,,,,,
54,PT07M27.00S,2024-12-02T01:17:53.9Z,1,REGULAR,foul,personal,[],1629216,,,1610612762,9,9,2024-12-02T01:17:58Z,530000,False,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1628374]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,,204059.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,
56,PT07M14.00S,2024-12-02T01:18:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,91.27792378449409,54.65686274509803,1610612762,11,9,2024-12-02T01:18:31Z,550000,False,23.0,29.0,1,right,W. Kessler cutting Layup (5 PTS) (K. George 2 AST),"[1631117, 1641718]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.76,Made,5.0,K. George,1641718.0,2.0,,,,,,,,,,,,,,
58,PT07M00.00S,2024-12-02T01:18:42.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,12.302890932982917,42.40196078431372,1610612747,11,9,2024-12-02T01:18:51Z,570000,False,38.0,63.0,1,left,MISS A. Davis 7' driving floating Shot,[203076],1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,,
59,PT06M56.00S,2024-12-02T01:18:46.9Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,11,9,2024-12-02T01:18:51Z,580000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,58.0,,,3.0,2.0,1.0,,,
60,PT06M47.00S,2024-12-02T01:18:55.2Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612762,11,9,2024-12-02T01:18:58Z,590000,False,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1629060]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Hachimura,1629060.0
61,PT06M47.00S,2024-12-02T01:18:55.2Z,1,REGULAR,steal,,[],1629060,,,1610612747,11,9,2024-12-02T01:18:58Z,600000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
62,PT06M42.00S,2024-12-02T01:19:00.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642261,10.068988173455978,55.63725490196079,1610612747,11,11,2024-12-02T01:19:08Z,610000,False,-28.0,42.0,1,left,D. Knecht running DUNK (2 PTS) (L. James 4 AST),"[1642261, 2544]",1610612747.0,LAL,running,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,2.0,L. James,2544.0,4.0,,,,,,,,,,,,,,
64,PT06M42.00S,2024-12-02T01:19:06.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,11,11,2024-12-02T01:19:06Z,630000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M42.00S,2024-12-02T01:21:28.0Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,11,11,2024-12-02T01:22:00Z,640000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M42.00S,2024-12-02T01:21:28.0Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,11,11,2024-12-02T01:22:00Z,650000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M42.00S,2024-12-02T01:21:28.0Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,11,11,2024-12-02T01:22:00Z,660000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M42.00S,2024-12-02T01:21:28.0Z,1,REGULAR,substitution,in,[],1642268,,,1610612762,11,11,2024-12-02T01:22:00Z,670000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M23.00S,2024-12-02T01:22:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,88.64980289093299,36.27450980392157,1610612762,13,11,2024-12-02T01:23:22Z,680000,False,-69.0,54.0,1,right,K. George 8' driving finger roll Layup (2 PTS),[1641718],1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Left,8.74,Made,2.0,,,,,,,,,,,,,,,,,
73,PT06M04.00S,2024-12-02T01:22:33.3Z,1,REGULAR,2pt,Jump Shot,[],203076,13.222733245729303,66.17647058823529,1610612747,13,11,2024-12-02T01:23:40Z,690000,False,-81.0,72.0,1,left,MISS A. Davis 10' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,10.82,Missed,,,,,,,,,,,,,,,,,,
74,PT06M02.00S,2024-12-02T01:22:35.3Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,13,11,2024-12-02T01:22:37Z,700000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,73.0,,,1.0,1.0,0.0,,,
75,PT05M45.00S,2024-12-02T01:22:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,88.51839684625493,65.44117647058823,1610612762,13,11,2024-12-02T01:23:02Z,710000,False,77.0,55.0,1,right,MISS J. Collins 9' bank Shot,[1628381],1610612762.0,UTA,bank,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Right,9.5,Missed,,,,,,,,,,,,,,,,,,
76,PT05M43.00S,2024-12-02T01:22:54.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,13,11,2024-12-02T01:23:02Z,720000,False,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,75.0,,,3.0,3.0,0.0,,,
77,PT05M38.00S,2024-12-02T01:22:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.30946123521682,54.166666666666664,1610612747,13,13,2024-12-02T01:23:07Z,730000,False,-21.0,16.0,1,left,L. James driving Layup (4 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,2.64,Made,4.0,,,,,,,,,,,,,,,,,
78,PT05M31.00S,2024-12-02T01:23:07.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641729,86.02168199737189,3.6764705882352944,1610612762,13,13,2024-12-02T01:24:45Z,740000,False,-232.0,79.0,1,right,MISS B. Sensabaugh 24' running 3PT - blocked,"[1641729, 203076]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,24.47,Missed,,,,,,,,,,,Davis,203076.0,,,,,,
79,PT05M31.00S,2024-12-02T01:23:07.9Z,1,REGULAR,block,,[],203076,,,1610612762,13,13,2024-12-02T01:23:11Z,750000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2024-12-02T01:23:10.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,13,13,2024-12-02T01:24:45Z,760000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,78.0,,,1.0,1.0,0.0,,,
81,PT05M24.00S,2024-12-02T01:23:24.9Z,1,REGULAR,foul,personal,[],1641729,,,1610612747,13,13,2024-12-02T02:09:29Z,770000,False,,,0,,B. Sensabaugh personal FOUL (1 PF),"[1641729, 203076]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1199.0,1.0,0.0,Davis,203076.0,,,,,,,,,
83,PT05M24.00S,2024-12-02T01:23:32.1Z,1,REGULAR,substitution,out,[],2544,,,1610612747,13,13,2024-12-02T01:23:34Z,790000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M24.00S,2024-12-02T01:23:32.1Z,1,REGULAR,substitution,in,[],1631108,,,1610612747,13,13,2024-12-02T01:23:34Z,800000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M20.00S,2024-12-02T01:23:44.1Z,1,REGULAR,3pt,Jump Shot,[],1629060,7.835085413929041,3.9215686274509802,1610612747,13,13,2024-12-02T01:23:50Z,810000,False,230.0,21.0,1,left,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,23.14,Missed,,,,,,,,,,,,,,,,,,
86,PT05M15.00S,2024-12-02T01:23:48.3Z,1,REGULAR,rebound,offensive,[],1642261,,,1610612747,13,13,2024-12-02T01:23:48Z,820000,False,,,0,,D. Knecht REBOUND (Off:2 Def:0),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,85.0,,,2.0,0.0,2.0,,,
87,PT05M06.00S,2024-12-02T01:23:57.8Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,13,13,2024-12-02T01:24:01Z,830000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1642268]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Collier,1642268.0
