actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
348,PT00M00.00S,2025-01-16T03:07:28.2Z,2,REGULAR,2pt,Jump Shot,[],1641718,73.14388961892247,26.715686274509803,1610612762,62,55,2025-01-16T03:07:32Z,3430000,False,-116.0,200.0,1,right,MISS K. George 23' turnaround Shot,[1641718],1610612762.0,UTA,turnaround,,,George,K. George,,,,,Mid-Range,16-24 Left Center,23.13,Missed,,,,,,,,,,,,,,,,,,
349,PT00M00.00S,2025-01-16T03:07:30.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,62,55,2025-01-16T03:07:30Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,348.0,,,,,,,,,
350,PT00M00.00S,2025-01-16T03:07:32.0Z,2,REGULAR,period,end,[],0,,,1610612762,62,55,2025-01-16T03:07:32Z,3450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2025-01-16T03:21:43.1Z,3,REGULAR,substitution,out,['startperiod'],1642271,,,1610612762,62,55,2025-01-16T03:22:29Z,3460000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2025-01-16T03:21:43.1Z,3,REGULAR,substitution,out,['startperiod'],1641729,,,1610612762,62,55,2025-01-16T03:22:29Z,3470000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2025-01-16T03:21:43.1Z,3,REGULAR,substitution,out,['startperiod'],1628998,,,1610612762,62,55,2025-01-16T03:22:29Z,3480000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2025-01-16T03:21:43.1Z,3,REGULAR,substitution,in,['startperiod'],1630695,,,1610612762,62,55,2025-01-16T03:22:29Z,3490000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2025-01-16T03:21:43.1Z,3,REGULAR,substitution,in,['startperiod'],1642262,,,1610612762,62,55,2025-01-16T03:22:29Z,3500000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-01-16T03:21:43.1Z,3,REGULAR,substitution,in,['startperiod'],1630163,,,1610612762,62,55,2025-01-16T03:22:29Z,3510000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-01-16T03:22:50.9Z,3,REGULAR,period,start,[],0,,,1610612762,62,55,2025-01-16T03:22:50Z,3520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT11M39.00S,2025-01-16T03:23:11.0Z,3,REGULAR,3pt,Jump Shot,[],1641718,27.54599211563732,76.9607843137255,1610612762,62,55,2025-01-16T03:23:36Z,3530000,False,-135.0,206.0,1,left,MISS K. George 24' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.65,Missed,,,,,,,,,,,,,,,,,,
360,PT11M36.00S,2025-01-16T03:23:14.0Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,62,55,2025-01-16T03:23:16Z,3540000,False,,,0,,M. Bridges REBOUND (Off:1 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,359.0,5.0,4.0,1.0,,,,,,
361,PT11M27.00S,2025-01-16T03:23:22.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.40932982917214,61.029411764705884,1610612766,62,55,2025-01-16T03:23:27Z,3550000,False,55.0,28.0,1,right,MISS M. Bridges 6' driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
362,PT11M23.00S,2025-01-16T03:23:26.9Z,3,REGULAR,rebound,offensive,[],1631109,,,1610612766,62,55,2025-01-16T03:23:27Z,3560000,False,,,0,,M. Williams REBOUND (Off:3 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,361.0,6.0,3.0,3.0,,,,,,
363,PT11M23.00S,2025-01-16T03:23:26.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631109,94.40999984741211,50.0,1610612766,62,57,2025-01-16T03:24:36Z,3570000,False,0.0,0.0,1,right,M. Williams tip Layup (12 PTS),[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,,
364,PT11M05.00S,2025-01-16T03:23:44.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,19.136005256241788,52.94117647058824,1610612762,64,57,2025-01-16T03:23:48Z,3580000,False,-15.0,127.0,1,left,I. Collier 12' driving floating bank Jump Shot (6 PTS),[1642268],1610612762.0,UTA,driving floating bank,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,12.82,Made,6.0,,,,,,,,,,,,,,,,,
365,PT10M49.00S,2025-01-16T03:24:03.9Z,3,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612766,64,57,2025-01-16T03:24:13Z,3590000,False,,,0,,C. Williams shooting personal FOUL (2 PF) (Miller 2 FT),"[1642262, 1641706]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,Mid-Range,8-16 Left,,,,,,,203591.0,,,,,,,,,,2.0,0.0,Miller,1641706.0
367,PT10M49.00S,2025-01-16T03:24:28.3Z,3,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,64,57,2025-01-16T03:24:43Z,3610000,False,,,0,,MISS B. Miller Free Throw 1 of 2,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
368,PT10M49.00S,2025-01-16T03:24:28.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,64,57,2025-01-16T03:24:43Z,3620000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,367.0,,,,,,,,,
369,PT10M49.00S,2025-01-16T03:24:28.3Z,3,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,64,57,2025-01-16T03:24:43Z,3630000,False,,,0,,MISS B. Miller Free Throw 2 of 2,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
370,PT10M48.00S,2025-01-16T03:24:29.3Z,3,REGULAR,rebound,defensive,[],1630695,,,1610612762,64,57,2025-01-16T03:24:43Z,3640000,False,,,0,,M. Potter REBOUND (Off:1 Def:2),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,369.0,3.0,2.0,1.0,,,,,,
371,PT10M32.00S,2025-01-16T03:24:59.2Z,3,REGULAR,2pt,Jump Shot,[],1641718,22.946780551905388,52.69607843137255,1610612762,64,57,2025-01-16T03:25:28Z,3650000,False,-13.0,163.0,1,left,MISS K. George 16' Jump Shot,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Center,16.38,Missed,,,,,,,,,,,,,,,,,,
372,PT10M27.00S,2025-01-16T03:25:04.2Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612766,64,57,2025-01-16T03:25:04Z,3660000,False,,,0,,M. Williams REBOUND (Off:3 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,371.0,7.0,4.0,3.0,,,,,,
373,PT10M08.00S,2025-01-16T03:25:22.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,93.11760840998686,56.86274509803921,1610612766,64,59,2025-01-16T03:25:26Z,3670000,False,34.0,12.0,1,right,M. Williams Layup (14 PTS) (J. Green 1 AST),"[1631109, 1630182]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.64,Made,14.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,,
375,PT09M46.00S,2025-01-16T03:25:55.9Z,3,REGULAR,3pt,Jump Shot,[],1641718,3.630091984231275,94.85294117647058,1610612762,67,59,2025-01-16T03:26:02Z,3690000,False,-224.0,-18.0,1,left,K. George 3PT  (12 PTS) (I. Collier 8 AST),"[1641718, 1642268]",1610612762.0,UTA,,,,George,K. George,,,,,Left Corner 3,24+ Left,22.51,Made,12.0,I. Collier,1642268.0,8.0,,,,,,,,,,,,,,
377,PT09M30.00S,2025-01-16T03:26:11.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.85479632063075,42.64705882352941,1610612766,67,61,2025-01-16T03:27:21Z,3710000,False,-37.0,15.0,1,right,M. Bridges driving Layup (16 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.96,Made,16.0,,,,,,,,,,,,,,,,,
378,PT09M09.00S,2025-01-16T03:26:31.5Z,3,REGULAR,3pt,Jump Shot,[],1642262,6.258212877792378,96.07843137254902,1610612762,70,61,2025-01-16T03:26:36Z,3720000,False,-230.0,6.0,1,left,C. Williams 3PT  (5 PTS) (K. George 6 AST),"[1642262, 1641718]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,23.05,Made,5.0,K. George,1641718.0,6.0,,,,,,,,,,,,,,
380,PT08M58.00S,2025-01-16T03:26:46.1Z,3,REGULAR,foul,personal,[],1641718,,,1610612766,70,61,2025-01-16T03:26:50Z,3740000,False,,,0,,K. George personal FOUL (1 PF),"[1641718, 1630163]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,1627962.0,,,,,,,,,,1.0,0.0,Ball,1630163.0
382,PT08M52.00S,2025-01-16T03:27:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,90.75229960578186,56.61764705882353,1610612766,70,63,2025-01-16T03:28:19Z,3760000,False,33.0,34.0,1,right,L. Ball driving Layup (18 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,4.77,Made,18.0,,,,,,,,,,,,,,,,,
383,PT08M31.00S,2025-01-16T03:27:32.7Z,3,REGULAR,3pt,Jump Shot,[],1642268,29.911300919842315,27.450980392156865,1610612762,73,63,2025-01-16T03:28:37Z,3770000,False,113.0,229.0,1,left,I. Collier 25' 3PT pullup (9 PTS),[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,25.5,Made,9.0,,,,,,,,,,,,,,,,,
384,PT08M11.00S,2025-01-16T03:27:52.6Z,3,REGULAR,3pt,Jump Shot,[],1630163,84.70762155059133,95.09803921568627,1610612766,73,63,2025-01-16T03:27:57Z,3780000,False,225.0,91.0,1,right,MISS L. Ball 24' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right,24.32,Missed,,,,,,,,,,,,,,,,,,
385,PT08M09.00S,2025-01-16T03:27:54.6Z,3,REGULAR,rebound,defensive,[],1630695,,,1610612762,73,63,2025-01-16T03:27:57Z,3790000,False,,,0,,M. Potter REBOUND (Off:1 Def:3),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Right,,,,,,,,,,,384.0,4.0,3.0,1.0,,,,,,
386,PT08M03.00S,2025-01-16T03:28:01.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641718,23.340998685939553,11.27450980392157,1610612762,73,63,2025-01-16T03:29:05Z,3800000,False,194.0,167.0,1,left,MISS K. George 25' running 3PT,[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
387,PT07M59.00S,2025-01-16T03:28:05.2Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,73,63,2025-01-16T03:28:06Z,3810000,False,,,0,,M. Bridges REBOUND (Off:1 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,386.0,6.0,5.0,1.0,,,,,,
388,PT07M49.00S,2025-01-16T03:28:16.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,86.5473061760841,45.588235294117645,1610612766,73,63,2025-01-16T03:28:20Z,3820000,False,-22.0,74.0,1,right,MISS M. Williams 7' turnaround Hook,[1631109],1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
389,PT07M47.00S,2025-01-16T03:28:18.1Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,73,63,2025-01-16T03:28:20Z,3830000,False,,,0,,W. Kessler REBOUND (Off:2 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,388.0,5.0,3.0,2.0,,,,,,
390,PT07M41.00S,2025-01-16T03:28:24.1Z,3,REGULAR,3pt,Jump Shot,[],1641718,31.35676741130092,57.35294117647059,1610612762,76,63,2025-01-16T03:29:41Z,3840000,False,-37.0,242.0,1,left,K. George 24' 3PT pullup (15 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,24.51,Made,15.0,,,,,,,,,,,,,,,,,
391,PT07M39.00S,2025-01-16T03:28:28.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,76,63,2025-01-16T03:28:28Z,3850000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M26.00S,2025-01-16T03:31:38.3Z,3,REGULAR,foul,personal,['2freethrow'],1641718,,,1610612766,76,63,2025-01-16T03:31:44Z,3860000,False,,,0,,K. George shooting personal FOUL (2 PF) (Williams 2 FT),"[1641718, 1631109]",1610612762.0,UTA,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,,,,,,,,,,2.0,0.0,Williams,1631109.0
394,PT07M26.00S,2025-01-16T03:32:03.3Z,3,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,76,64,2025-01-16T03:32:03Z,3880000,False,,,0,,M. Williams Free Throw 1 of 2 (15 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
395,PT07M26.00S,2025-01-16T03:32:17.4Z,3,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,76,65,2025-01-16T03:32:17Z,3890000,False,,,0,,M. Williams Free Throw 2 of 2 (16 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
396,PT07M07.00S,2025-01-16T03:32:39.2Z,3,REGULAR,turnover,bad pass,[],1642268,,,1610612762,76,65,2025-01-16T03:32:43Z,3900000,False,,,0,,I. Collier bad pass TURNOVER (3 TO),"[1642268, 1631109]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,,,,,,,Williams,1631109.0,,,,
397,PT07M07.00S,2025-01-16T03:32:39.2Z,3,REGULAR,steal,,[],1631109,,,1610612766,76,65,2025-01-16T03:32:49Z,3910000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
398,PT07M04.00S,2025-01-16T03:32:44.6Z,3,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,76,65,2025-01-16T04:26:19Z,3920000,False,,,0,,L. Ball bad pass out-of-bounds TURNOVER (5 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,1627962.0,5.0,,,,,,,,,,,,
399,PT07M04.00S,2025-01-16T03:32:49.6Z,3,REGULAR,substitution,out,[],1642268,,,1610612762,76,65,2025-01-16T03:32:55Z,3930000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M04.00S,2025-01-16T03:32:49.6Z,3,REGULAR,substitution,out,[],1630695,,,1610612762,76,65,2025-01-16T03:32:55Z,3940000,False,,,0,,SUB out: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M04.00S,2025-01-16T03:32:49.6Z,3,REGULAR,substitution,in,[],1641729,,,1610612762,76,65,2025-01-16T03:32:55Z,3950000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M04.00S,2025-01-16T03:32:49.6Z,3,REGULAR,substitution,in,[],1642271,,,1610612762,76,65,2025-01-16T03:32:55Z,3960000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M41.00S,2025-01-16T03:33:25.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641729,15.062417871222076,62.00980392156863,1610612762,76,65,2025-01-16T03:33:29Z,3970000,False,-60.0,89.0,1,left,MISS B. Sensabaugh 10' turnaround Shot,[1641729],1610612762.0,UTA,turnaround,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Left,10.74,Missed,,,,,,,,,,,,,,,,,,
404,PT06M38.00S,2025-01-16T03:33:28.0Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,76,65,2025-01-16T03:33:29Z,3980000,False,,,0,,M. Bridges REBOUND (Off:1 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,403.0,7.0,6.0,1.0,,,,,,
405,PT06M27.00S,2025-01-16T03:33:38.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.01511169513797,56.86274509803921,1610612766,76,65,2025-01-16T03:33:42Z,3990000,False,34.0,32.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628970, 1631117]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,Kessler,1631117.0,,,,,,,,,,
406,PT06M27.00S,2025-01-16T03:33:38.8Z,3,REGULAR,block,,[],1631117,,,1610612766,76,65,2025-01-16T03:33:40Z,4000000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
407,PT06M25.00S,2025-01-16T03:33:40.8Z,3,REGULAR,rebound,defensive,[],1642262,,,1610612762,76,65,2025-01-16T03:33:42Z,4010000,False,,,0,,C. Williams REBOUND (Off:0 Def:2),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,405.0,2.0,2.0,0.0,,,,,,
408,PT06M20.00S,2025-01-16T03:33:46.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1642262,10.85742444152431,37.5,1610612762,76,65,2025-01-16T03:33:54Z,4020000,False,62.0,50.0,1,left,MISS C. Williams 7' driving floating bank Shot,[1642262],1610612762.0,UTA,driving floating bank,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.98,Missed,,,,,,,,,,,,,,,,,,
409,PT06M19.00S,2025-01-16T03:33:47.1Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,76,65,2025-01-16T03:33:54Z,4030000,False,,,0,,M. Bridges REBOUND (Off:1 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,408.0,8.0,7.0,1.0,,,,,,
410,PT06M06.00S,2025-01-16T03:33:59.2Z,3,REGULAR,3pt,Jump Shot,[],1641706,68.9388961892247,70.83333333333334,1610612766,76,68,2025-01-16T03:34:03Z,4040000,False,104.0,239.0,1,right,B. Miller 26' 3PT pullup (12 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.12,Made,12.0,,,,,,,,,,,,,,,,,
411,PT05M43.00S,2025-01-16T03:34:22.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,13.87976346911958,48.529411764705884,1610612762,76,68,2025-01-16T03:34:30Z,4050000,False,7.0,78.0,1,left,MISS K. George 7' fadeaway Shot,[1641718],1610612762.0,UTA,fadeaway,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,,
412,PT05M41.00S,2025-01-16T03:34:24.2Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,76,68,2025-01-16T03:34:30Z,4060000,False,,,0,,L. Ball REBOUND (Off:0 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,411.0,5.0,5.0,0.0,,,,,,
413,PT05M36.00S,2025-01-16T03:34:29.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,67.62483574244416,68.38235294117648,1610612766,76,71,2025-01-16T03:34:36Z,4070000,False,92.0,252.0,1,right,B. Miller 26' 3PT running (15 PTS) (L. Ball 5 AST),"[1641706, 1630163]",1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.8,Made,15.0,L. Ball,1630163.0,5.0,,,,,,,,,,,,,,
415,PT05M15.00S,2025-01-16T03:34:50.3Z,3,REGULAR,2pt,Jump Shot,[],1641729,13.485545335085414,26.225490196078432,1610612762,76,71,2025-01-16T03:34:55Z,4090000,False,119.0,74.0,1,left,MISS B. Sensabaugh 14' pullup Shot,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,14.02,Missed,,,,,,,,,,,,,,,,,,
416,PT05M13.00S,2025-01-16T03:34:52.3Z,3,REGULAR,rebound,offensive,[],1641729,,,1610612762,76,71,2025-01-16T03:34:55Z,4100000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:3),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,,,,,,,,,,,415.0,4.0,3.0,1.0,,,,,,
417,PT05M12.00S,2025-01-16T03:34:53.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641729,7.046649145860711,43.13725490196079,1610612762,78,71,2025-01-16T03:36:07Z,4110000,False,34.0,14.0,1,left,B. Sensabaugh putback Layup (16 PTS),[1641729],1610612762.0,UTA,putback,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,3.69,Made,16.0,,,,,,,,,,,,,,,,,
418,PT05M01.00S,2025-01-16T03:35:06.8Z,3,REGULAR,foul,offensive,[],1630163,,,1610612766,78,71,2025-01-16T03:35:38Z,4120000,False,,,0,,L. Ball offensive FOUL (3 PF),"[1630163, 1641718]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,,,,,1627964.0,,,,,,,,,,3.0,0.0,George,1641718.0
420,PT05M01.00S,2025-01-16T03:35:06.8Z,3,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,78,71,2025-01-16T03:35:06Z,4140000,False,,,0,,L. Ball offensive foul TURNOVER (6 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,,,,,1627964.0,6.0,,,,,,,,,,,,
421,PT05M01.00S,2025-01-16T03:35:12.9Z,3,REGULAR,substitution,out,[],1642262,,,1610612762,78,71,2025-01-16T03:35:37Z,4150000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M01.00S,2025-01-16T03:35:12.9Z,3,REGULAR,substitution,out,[],1630163,,,1610612762,78,71,2025-01-16T03:35:37Z,4160000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M01.00S,2025-01-16T03:35:12.9Z,3,REGULAR,substitution,out,[],1631109,,,1610612762,78,71,2025-01-16T03:35:37Z,4170000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M01.00S,2025-01-16T03:35:12.9Z,3,REGULAR,substitution,in,[],1641989,,,1610612762,78,71,2025-01-16T03:35:37Z,4190000,False,,,0,,SUB in: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M01.00S,2025-01-16T03:35:12.9Z,3,REGULAR,substitution,in,[],1642275,,,1610612762,78,71,2025-01-16T03:35:37Z,4200000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M01.00S,2025-01-16T03:35:12.9Z,3,REGULAR,substitution,in,[],203995,,,1610612762,78,71,2025-01-16T03:35:37Z,4210000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M01.00S,2025-01-16T03:35:12.9Z,3,REGULAR,substitution,in,[],201959,,,1610612762,78,71,2025-01-16T03:35:37Z,4220000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M01.00S,2025-01-16T03:35:12.9Z,3,REGULAR,substitution,out,[],1628970,,,1610612762,78,71,2025-01-16T03:35:57Z,4230000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
