actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
184,PT08M10.00S,2022-01-20T03:43:47.6Z,2,REGULAR,steal,,[],1628392,,,1610612746,34,38,2022-01-20T03:43:49Z,1830000,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT07M47.00S,2022-01-20T03:44:10.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202704,68.28186596583443,30.392156862745097,1610612746,34,41,2022-01-20T03:44:15Z,1840000,-98.0,246.0,1,right,R. Jackson 26' 3PT step back (5 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,26.45,Made,5.0,,,,,,,,,,,,,,,,,,
186,PT07M30.00S,2022-01-20T03:44:27.4Z,2,REGULAR,3pt,Jump Shot,[],203115,22.28975032851511,12.009803921568627,1610612743,34,41,2022-01-20T03:44:32Z,1850000,190.0,157.0,1,left,MISS W. Barton 24' pullup 3PT,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
187,PT07M28.00S,2022-01-20T03:44:29.4Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,34,41,2022-01-20T03:44:32Z,1860000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,
188,PT07M12.00S,2022-01-20T03:44:46.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,92.9862023653088,50.245098039215684,1610612746,34,43,2022-01-20T03:44:50Z,1870000,1.0,13.0,1,right,I. Hartenstein cutting DUNK (4 PTS) (E. Bledsoe 1 AST),"[1628392, 202339]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,1.35,Made,4.0,,,,,,,,E. Bledsoe,202339.0,1.0,,,,,,,,
190,PT07M12.00S,2022-01-20T03:44:51.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,34,43,2022-01-20T03:44:51Z,1890000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,34,43,2022-01-20T03:48:11Z,1900000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,34,43,2022-01-20T03:48:11Z,1910000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,out,[],203085,,,1610612743,34,43,2022-01-20T03:48:11Z,1920000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,out,[],201145,,,1610612743,34,43,2022-01-20T03:48:11Z,1930000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,out,[],1628392,,,1610612743,34,43,2022-01-20T03:48:11Z,1940000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,in,[],1628432,,,1610612743,34,43,2022-01-20T03:48:11Z,1950000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,in,[],203932,,,1610612743,34,43,2022-01-20T03:48:11Z,1960000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,in,[],203999,,,1610612743,34,43,2022-01-20T03:48:11Z,1970000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,34,43,2022-01-20T03:48:11Z,1980000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M12.00S,2022-01-20T03:47:45.0Z,2,REGULAR,substitution,in,[],201586,,,1610612743,34,43,2022-01-20T03:48:11Z,1990000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M02.00S,2022-01-20T03:48:22.9Z,2,REGULAR,foul,personal,[],201586,,,1610612743,34,43,2022-01-20T03:48:31Z,2000000,,,0,,S. Ibaka personal FOUL (1 PF),"[201586, 203999]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Jokic,203999.0,
203,PT06M57.00S,2022-01-20T03:48:51.3Z,2,REGULAR,3pt,Jump Shot,[],203999,25.312089356110377,17.401960784313726,1610612743,34,43,2022-01-20T03:48:55Z,2020000,163.0,185.0,1,left,MISS N. Jokic 24' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
204,PT06M55.00S,2022-01-20T03:48:53.3Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,34,43,2022-01-20T03:48:55Z,2030000,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,203.0,3.0,3.0,0.0,,,,,,,,,,,
205,PT06M45.00S,2022-01-20T03:49:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201586,89.56964520367937,54.65686274509803,1610612746,34,43,2022-01-20T03:49:09Z,2040000,23.0,46.0,1,right,MISS S. Ibaka cutting Layup - blocked,"[201586, 203999]",1610612746.0,LAC,cutting,,,Ibaka,S. Ibaka,,,,,5.11,Missed,,,,,,,,,,,,Jokic,203999.0,,,,,,
206,PT06M45.00S,2022-01-20T03:49:05.2Z,2,REGULAR,block,,[],203999,,,1610612746,34,43,2022-01-20T03:49:07Z,2050000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M45.00S,2022-01-20T03:49:05.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,34,43,2022-01-20T03:49:09Z,2060000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,
208,PT06M45.00S,2022-01-20T03:49:11.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,34,43,2022-01-20T03:49:11Z,2070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M40.00S,2022-01-20T03:49:26.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202704,92.06636005256242,4.166666666666666,1610612746,34,46,2022-01-20T03:49:32Z,2080000,-229.0,22.0,1,right,R. Jackson 3PT  (8 PTS) (J. Winslow 3 AST),"[202704, 1626159]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,23.03,Made,8.0,,,,,,,,J. Winslow,1626159.0,3.0,,,,,,,,
211,PT06M20.00S,2022-01-20T03:49:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.521024967148489,57.35294117647059,1610612743,34,46,2022-01-20T03:49:50Z,2100000,-37.0,9.0,1,left,MISS N. Jokic Layup - blocked,"[203999, 201586]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.78,Missed,,,,,,,,,,,,Ibaka,201586.0,,,,,,
212,PT06M20.00S,2022-01-20T03:49:46.6Z,2,REGULAR,block,,[],201586,,,1610612743,34,46,2022-01-20T03:49:48Z,2110000,,,0,,S. Ibaka BLOCK (1 BLK),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M18.00S,2022-01-20T03:49:48.6Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,34,46,2022-01-20T03:49:50Z,2120000,,,0,,S. Ibaka REBOUND (Off:2 Def:1),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,211.0,3.0,1.0,2.0,,,,,,,,,,,
214,PT06M11.00S,2022-01-20T03:49:56.1Z,2,REGULAR,3pt,Jump Shot,[],1630527,71.43561103810775,80.3921568627451,1610612746,34,46,2022-01-20T03:50:00Z,2130000,152.0,216.0,1,right,MISS B. Boston Jr. 26' 3PT,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,,
215,PT06M07.00S,2022-01-20T03:50:00.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,34,46,2022-01-20T03:50:00Z,2140000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,214.0,1.0,1.0,0.0,,,,,,,,,,,
216,PT05M59.00S,2022-01-20T03:50:15.7Z,2,REGULAR,foul,personal,[],201586,,,1610612743,34,46,2022-01-20T03:50:45Z,2150000,,,0,,S. Ibaka personal FOUL (2 PF),"[201586, 203999]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Jokic,203999.0,
218,PT05M59.00S,2022-01-20T03:50:27.6Z,2,REGULAR,substitution,out,[],1630527,,,1610612743,34,46,2022-01-20T03:50:33Z,2170000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT05M59.00S,2022-01-20T03:50:27.6Z,2,REGULAR,substitution,out,[],1626159,,,1610612743,34,46,2022-01-20T03:50:33Z,2180000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M59.00S,2022-01-20T03:50:27.6Z,2,REGULAR,substitution,in,[],1629611,,,1610612743,34,46,2022-01-20T03:50:33Z,2190000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M59.00S,2022-01-20T03:50:27.6Z,2,REGULAR,substitution,in,[],1629599,,,1610612743,34,46,2022-01-20T03:50:33Z,2200000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M49.00S,2022-01-20T03:51:00.9Z,2,REGULAR,turnover,offensive goaltending,[],203932,,,1610612743,34,46,2022-01-20T03:51:24Z,2230000,,,0,,A. Gordon offensive goaltending TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,1.0,,,,,,,,,,,,202058.0,,,,,
225,PT05M40.00S,2022-01-20T03:51:15.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202704,81.42247043363994,37.254901960784316,1610612746,34,48,2022-01-20T03:51:31Z,2240000,-64.0,122.0,1,right,R. Jackson 13' driving floating Jump Shot (10 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,13.77,Made,10.0,,,,,,,,,,,,,,,,,,
226,PT05M15.00S,2022-01-20T03:51:40.6Z,2,REGULAR,2pt,Jump Shot,[],203932,9.937582128777924,77.20588235294117,1610612743,36,48,2022-01-20T03:51:47Z,2250000,-136.0,41.0,1,left,A. Gordon 14' turnaround fadeaway Jump Shot (5 PTS) (M. Morris 4 AST),"[203932, 1628420]",1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,14.2,Made,5.0,,,,,,,,M. Morris,1628420.0,4.0,,,,,,,,
228,PT04M53.00S,2022-01-20T03:52:03.0Z,2,REGULAR,2pt,Jump Shot,[],202339,76.82325886990802,49.50980392156863,1610612746,36,48,2022-01-20T03:52:08Z,2270000,-2.0,165.0,1,right,MISS E. Bledsoe 16' pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,16.54,Missed,,,,,,,,,,,,,,,,,,,
229,PT04M50.00S,2022-01-20T03:52:06.0Z,2,REGULAR,rebound,offensive,[],201586,,,1610612746,36,48,2022-01-20T03:52:08Z,2280000,,,0,,S. Ibaka REBOUND (Off:3 Def:1),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,228.0,4.0,1.0,3.0,,,,,,,,,,,
230,PT04M48.00S,2022-01-20T03:52:07.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201586,87.07293035479631,49.26470588235294,1610612746,36,50,2022-01-20T03:52:43Z,2290000,-4.0,69.0,1,right,S. Ibaka 6' putback Layup (5 PTS),[201586],1610612746.0,LAC,putback,,,Ibaka,S. Ibaka,,,,,6.91,Made,5.0,,,,,,,,,,,,,,,,,,
231,PT04M33.00S,2022-01-20T03:52:22.5Z,2,REGULAR,3pt,Jump Shot,[],1628432,9.411957950065702,4.6568627450980395,1610612743,36,50,2022-01-20T03:52:27Z,2300000,227.0,36.0,1,left,MISS D. Reed 3PT,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
232,PT04M31.00S,2022-01-20T03:52:24.5Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,36,50,2022-01-20T03:52:27Z,2310000,,,0,,S. Ibaka REBOUND (Off:3 Def:2),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,231.0,5.0,2.0,3.0,,,,,,,,,,,
233,PT04M24.00S,2022-01-20T03:52:32.5Z,2,REGULAR,3pt,Jump Shot,[],201586,68.80749014454665,25.245098039215684,1610612746,36,50,2022-01-20T03:52:38Z,2320000,-124.0,241.0,1,right,MISS S. Ibaka 27' 3PT,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
234,PT04M21.00S,2022-01-20T03:52:35.5Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,36,50,2022-01-20T03:52:38Z,2330000,,,0,,M. Morris REBOUND (Off:2 Def:5),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,233.0,7.0,5.0,2.0,,,,,,,,,,,
235,PT04M10.00S,2022-01-20T03:52:45.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,10.726018396846255,48.529411764705884,1610612743,38,50,2022-01-20T03:52:49Z,2340000,7.0,48.0,1,left,M. Morris driving floating Jump Shot (6 PTS) (N. Jokic 3 AST),"[1628420, 203999]",1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,4.89,Made,6.0,,,,,,,,N. Jokic,203999.0,3.0,,,,,,,,
237,PT04M08.00S,2022-01-20T03:52:51.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612746,38,50,2022-01-20T03:52:51Z,2360000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M08.00S,2022-01-20T03:54:04.8Z,2,REGULAR,substitution,out,[],201586,,,1610612746,38,50,2022-01-20T03:54:24Z,2370000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M08.00S,2022-01-20T03:54:04.8Z,2,REGULAR,substitution,out,[],202339,,,1610612746,38,50,2022-01-20T03:54:24Z,2380000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M08.00S,2022-01-20T03:54:04.8Z,2,REGULAR,substitution,in,[],1628379,,,1610612746,38,50,2022-01-20T03:54:24Z,2390000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M08.00S,2022-01-20T03:54:04.8Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,38,50,2022-01-20T03:54:24Z,2400000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT03M53.00S,2022-01-20T03:54:41.7Z,2,REGULAR,turnover,bad pass,[],1628379,,,1610612746,38,50,2022-01-20T03:54:46Z,2410000,,,0,,L. Kennard bad pass TURNOVER (1 TO),"[1628379, 1628420]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,1.0,Morris,1628420.0,,,,,,,,,,,,,,,
243,PT03M53.00S,2022-01-20T03:54:41.7Z,2,REGULAR,steal,,[],1628420,,,1610612743,38,50,2022-01-20T03:54:43Z,2420000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M43.00S,2022-01-20T03:54:51.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628420,7.5722733245729295,16.42156862745098,1610612743,38,50,2022-01-20T03:54:56Z,2430000,168.0,19.0,1,left,MISS M. Morris 16' Jump Shot,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,16.89,Missed,,,,,,,,,,,,,,,,,,,
245,PT03M40.00S,2022-01-20T03:54:54.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,38,50,2022-01-20T03:54:56Z,2440000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,244.0,3.0,2.0,1.0,,,,,,,,,,,
246,PT03M30.00S,2022-01-20T03:55:06.3Z,2,REGULAR,foul,personal,[],1628432,,,1610612746,38,50,2022-01-20T03:55:13Z,2450000,,,0,,D. Reed personal FOUL (1 PF),"[1628432, 1627826]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Zubac,1627826.0,
248,PT03M23.00S,2022-01-20T03:55:29.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.14651773981603,42.40196078431372,1610612746,38,52,2022-01-20T03:55:33Z,2470000,-38.0,31.0,1,right,I. Zubac turnaround Hook (10 PTS) (R. Jackson 2 AST),"[1627826, 202704]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,4.89,Made,10.0,,,,,,,,R. Jackson,202704.0,2.0,,,,,,,,
250,PT03M09.00S,2022-01-20T03:55:42.3Z,2,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612743,38,52,2022-01-20T03:55:52Z,2490000,,,0,,L. Kennard shooting personal FOUL (1 PF) (Jokic 2 FT),"[1628379, 203999]",1610612746.0,LAC,shooting,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Jokic,203999.0,
252,PT03M09.00S,2022-01-20T03:56:09.1Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,39,52,2022-01-20T03:56:30Z,2510000,,,0,,N. Jokic Free Throw 1 of 2 (10 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
253,PT03M09.00S,2022-01-20T03:56:09.1Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,39,52,2022-01-20T03:56:30Z,2520000,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
254,PT03M05.00S,2022-01-20T03:56:13.1Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,39,52,2022-01-20T03:56:30Z,2530000,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,253.0,2.0,1.0,1.0,,,,,,,,,,,
255,PT03M05.00S,2022-01-20T03:56:28.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.590000152587891,50.0,1610612743,39,52,2022-01-20T03:56:28Z,2540000,0.0,0.0,1,left,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
256,PT03M05.00S,2022-01-20T03:56:29.0Z,2,REGULAR,rebound,offensive,[],1628432,,,1610612743,39,52,2022-01-20T03:56:29Z,2550000,,,0,,D. Reed REBOUND (Off:1 Def:0),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,255.0,1.0,0.0,1.0,,,,,,,,,,,
257,PT03M04.00S,2022-01-20T03:56:30.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628432,10.33180026281209,41.911764705882355,1610612743,41,52,2022-01-20T03:56:41Z,2560000,40.0,45.0,1,left,D. Reed 6' floating Jump Shot (2 PTS),[1628432],1610612743.0,DEN,floating,,,Reed,D. Reed,,,,,6.02,Made,2.0,,,,,,,,,,,,,,,,,,
258,PT02M46.00S,2022-01-20T03:56:49.5Z,2,REGULAR,foul,personal,[],203999,,,1610612746,41,52,2022-01-20T03:57:04Z,2570000,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 202704]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Jackson,202704.0,
260,PT02M32.00S,2022-01-20T03:57:18.9Z,2,REGULAR,3pt,Jump Shot,[],1628379,67.49342969776609,33.088235294117645,1610612746,41,52,2022-01-20T03:57:24Z,2590000,-85.0,253.0,1,right,MISS L. Kennard 26' step back 3PT,[1628379],1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
261,PT02M30.00S,2022-01-20T03:57:20.9Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,41,52,2022-01-20T03:57:24Z,2600000,,,0,,M. Morris REBOUND (Off:2 Def:6),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,260.0,8.0,6.0,2.0,,,,,,,,,,,
262,PT02M26.00S,2022-01-20T03:57:27.6Z,2,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612743,41,52,2022-01-20T03:57:45Z,2610000,,,0,,A. Coffey shooting personal FOUL (1 PF) (Gordon 2 FT),"[1629599, 203932]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Gordon,203932.0,
264,PT02M26.00S,2022-01-20T03:57:59.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203932,,,1610612743,42,52,2022-01-20T03:57:59Z,2630000,,,0,,A. Gordon Free Throw 1 of 2 (6 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
265,PT02M26.00S,2022-01-20T03:58:16.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203932,,,1610612743,42,52,2022-01-20T03:58:16Z,2640000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
266,PT02M23.00S,2022-01-20T03:58:18.2Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,42,52,2022-01-20T03:58:18Z,2650000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,265.0,1.0,1.0,0.0,,,,,,,,,,,
267,PT02M13.00S,2022-01-20T03:58:28.5Z,2,REGULAR,2pt,Jump Shot,[],1629611,78.13731931668858,31.127450980392158,1610612746,42,54,2022-01-20T03:58:33Z,2660000,-94.0,153.0,1,right,T. Mann 17' pullup Jump Shot (4 PTS) (I. Zubac 2 AST),"[1629611, 1627826]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,17.98,Made,4.0,,,,,,,,I. Zubac,1627826.0,2.0,,,,,,,,
269,PT01M52.00S,2022-01-20T03:58:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,6.915243101182654,35.53921568627451,1610612743,42,54,2022-01-20T03:59:20Z,2680000,72.0,13.0,1,left,MISS N. Jokic 7' turnaround Shot,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,7.34,Missed,,,,,,,,,,,,,,,,,,,
270,PT01M52.00S,2022-01-20T03:58:48.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,42,54,2022-01-20T03:59:20Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,,
271,PT01M52.00S,2022-01-20T03:58:59.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612743,42,54,2022-01-20T03:59:11Z,2700000,,,0,,T. Mann loose ball personal FOUL (1 PF) (Gordon 2 FT),"[1629611, 203932]",1610612746.0,LAC,loose ball,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Gordon,203932.0,
273,PT01M52.00S,2022-01-20T03:59:19.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203932,,,1610612743,42,54,2022-01-20T03:59:19Z,2720000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
274,PT01M52.00S,2022-01-20T03:59:19.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,42,54,2022-01-20T03:59:19Z,2730000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,,,
