actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
34,PT09M45.00S,2022-03-27T01:14:58.6Z,1,REGULAR,foul,personal,['2freethrow'],1630197,,,1610612743,5,4,2022-03-27T01:15:12Z,340000,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Green 2 FT),"[1630197, 201145]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,,,,201246.0,,,,,1.0,0.0,Green,201145.0,,,,,,,,,
36,PT09M45.00S,2022-03-27T01:15:23.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201145,,,1610612743,6,4,2022-03-27T01:15:23Z,360000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,3.0,,,,,,,,,,,,,,,,
37,PT09M45.00S,2022-03-27T01:15:40.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201145,,,1610612743,7,4,2022-03-27T01:15:40Z,370000,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,4.0,,,,,,,,,,,,,,,,
38,PT09M25.00S,2022-03-27T01:16:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,6.915243101182654,46.568627450980394,1610612760,7,6,2022-03-27T01:16:07Z,380000,17.0,13.0,1,left,D. Bazley driving Layup (2 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,2.13,Made,,,2.0,,,,,,,,,,,,,,,,
40,PT09M19.00S,2022-03-27T01:16:10.2Z,1,REGULAR,foul,personal,[],1630177,,,1610612743,7,6,2022-03-27T01:16:36Z,400000,,,0,,T. Maledon personal FOUL (1 PF),"[1630177, 203932]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,202035.0,,,,,1.0,0.0,Gordon,203932.0,,,,,,,,,
42,PT09M14.00S,2022-03-27T01:16:32.6Z,1,REGULAR,3pt,Jump Shot,[],201145,77.21747700394218,87.5,1610612743,7,6,2022-03-27T01:16:38Z,420000,188.0,162.0,1,right,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,,
43,PT09M11.00S,2022-03-27T01:16:36.3Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,7,6,2022-03-27T01:16:36Z,430000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,42.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
44,PT09M04.00S,2022-03-27T01:16:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629647,10.118265440210251,56.47212009803921,1610612760,7,6,2022-03-27T01:22:21Z,440000,-32.0,43.0,1,left,MISS D. Bazley driving floating Shot,[1629647],1610612760.0,OKC,driving floating,,,Bazley,D. Bazley,,,,,5.35,Missed,,,,,,,,,,,,,,,,,,,
46,PT09M02.00S,2022-03-27T01:16:45.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,7,6,2022-03-27T01:16:50Z,460000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,44.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
47,PT08M56.00S,2022-03-27T01:16:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.11760840998686,54.166666666666664,1610612743,9,6,2022-03-27T01:17:01Z,470000,21.0,12.0,1,right,N. Jokic finger roll Layup (3 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,2.41,Made,,,3.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,
49,PT08M43.00S,2022-03-27T01:17:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,7.835085413929041,43.872549019607845,1610612760,9,8,2022-03-27T01:17:08Z,490000,31.0,21.0,1,left,T. Maledon driving finger roll Layup (2 PTS),[1630177],1610612760.0,OKC,driving finger roll,,,Maledon,T. Maledon,,,,,3.72,Made,,,2.0,,,,,,,,,,,,,,,,
50,PT08M19.00S,2022-03-27T01:17:27.0Z,1,REGULAR,3pt,Jump Shot,[],203115,94.1688567674113,95.83333333333334,1610612743,12,8,2022-03-27T01:17:31Z,500000,229.0,2.0,1,right,W. Barton 3PT  (3 PTS) (M. Morris 1 AST),"[203115, 1628420]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,22.92,Made,,,3.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,
52,PT07M59.00S,2022-03-27T01:17:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,10.726018396846255,49.754901960784316,1610612760,12,10,2022-03-27T01:17:50Z,520000,1.0,48.0,1,left,T. Maledon driving floating Jump Shot (4 PTS) (A. Pokusevski 1 AST),"[1630177, 1630197]",1610612760.0,OKC,driving floating,,,Maledon,T. Maledon,,,,,4.83,Made,,,4.0,A. Pokusevski,1630197.0,1.0,,,,,,,,,,,,,
54,PT07M53.00S,2022-03-27T01:17:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,94.69448094612353,53.18627450980392,1610612743,14,10,2022-03-27T01:25:17Z,540000,16.0,-3.0,1,right,J. Green driving Layup (6 PTS) (N. Jokic 3 AST),"[201145, 203999]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,1.61,Made,,,6.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,
56,PT07M45.00S,2022-03-27T01:18:05.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,14,10,2022-03-27T01:18:05Z,560000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M37.00S,2022-03-27T01:21:14.8Z,1,REGULAR,3pt,Jump Shot,[],1630177,25.443495400788436,15.931372549019606,1610612760,14,13,2022-03-27T01:21:18Z,570000,170.0,187.0,1,left,T. Maledon 25' 3PT  (7 PTS) (A. Pokusevski 2 AST),"[1630177, 1630197]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,25.27,Made,,,7.0,A. Pokusevski,1630197.0,2.0,,,,,,,,,,,,,
59,PT07M13.00S,2022-03-27T01:21:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.19776609724047,54.90196078431373,1610612743,14,13,2022-03-27T01:21:42Z,590000,25.0,21.0,1,right,MISS N. Jokic Layup - blocked,"[203999, 1629676]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.21,Missed,,,,,,,,,,,,,,,,,Roby,1629676.0,
60,PT07M13.00S,2022-03-27T01:21:38.3Z,1,REGULAR,block,,[],1629676,,,1610612743,14,13,2022-03-27T01:21:40Z,600000,,,0,,I. Roby BLOCK (1 BLK),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M10.00S,2022-03-27T01:21:41.3Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,14,13,2022-03-27T01:21:42Z,610000,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,59.0,,,,,,,,,,,,,2.0,1.0,1.0,,,
62,PT07M09.00S,2022-03-27T01:21:41.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201145,73.53810775295663,18.872549019607842,1610612743,14,13,2022-03-27T01:21:45Z,620000,-156.0,196.0,1,right,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M07.00S,2022-03-27T01:21:43.8Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612760,14,13,2022-03-27T01:21:45Z,630000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,62.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
64,PT06M57.00S,2022-03-27T01:21:54.5Z,1,REGULAR,3pt,Jump Shot,[],1630544,37.95786793692509,56.51424632352941,1610612760,14,13,2022-03-27T01:28:16Z,640000,-33.0,304.0,1,left,MISS T. Mann 30' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,30.6,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M53.00S,2022-03-27T01:21:58.5Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,14,13,2022-03-27T01:21:58Z,650000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,64.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
66,PT06M48.00S,2022-03-27T01:22:03.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203999,90.75229960578186,44.85294117647059,1610612743,16,13,2022-03-27T01:22:11Z,660000,-26.0,34.0,1,right,N. Jokic floating Jump Shot (5 PTS) (M. Morris 2 AST),"[203999, 1628420]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,4.29,Made,,,5.0,M. Morris,1628420.0,2.0,,,,,,,,,,,,,
68,PT06M33.00S,2022-03-27T01:22:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,16.245072273324574,50.98039215686274,1610612760,16,13,2022-03-27T01:22:25Z,680000,-5.0,100.0,1,left,MISS A. Pokusevski 10' driving floating Shot,[1630197],1610612760.0,OKC,driving floating,,,Pokusevski,A. Pokusevski,,,,,10.03,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M30.00S,2022-03-27T01:22:20.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,16,13,2022-03-27T01:22:25Z,690000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,68.0,,,,,,,,,,,,,2.0,2.0,0.0,,,
70,PT06M26.00S,2022-03-27T01:22:24.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203932,68.15045992115637,27.450980392156865,1610612743,16,13,2022-03-27T01:29:37Z,700000,-113.0,247.0,1,right,MISS A. Gordon 27' running pullup 3PT,[203932],1610612743.0,DEN,running pullup,,,Gordon,A. Gordon,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M26.00S,2022-03-27T01:22:24.5Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,16,13,2022-03-27T01:22:29Z,710000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,70.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
72,PT06M15.00S,2022-03-27T01:22:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,9.806176084099869,47.30392156862745,1610612760,16,15,2022-03-27T01:22:39Z,720000,13.0,40.0,1,left,T. Mann driving floating Jump Shot (2 PTS),[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,4.19,Made,,,2.0,,,,,,,,,,,,,,,,
73,PT06M05.00S,2022-03-27T01:22:45.3Z,1,REGULAR,3pt,Jump Shot,[],203932,70.77858081471747,23.03921568627451,1610612743,19,15,2022-03-27T01:30:10Z,730000,-135.0,222.0,1,right,A. Gordon 25' 3PT  (5 PTS) (N. Jokic 4 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,25.99,Made,,,5.0,N. Jokic,203999.0,4.0,,,,,,,,,,,,,
75,PT05M45.00S,2022-03-27T01:23:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,8.229303547963205,51.225490196078425,1610612760,19,15,2022-03-27T01:23:12Z,750000,-6.0,25.0,1,left,MISS T. Maledon driving finger roll Layup,[1630177],1610612760.0,OKC,driving finger roll,,,Maledon,T. Maledon,,,,,2.56,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M43.00S,2022-03-27T01:23:08.4Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,19,15,2022-03-27T01:23:12Z,760000,,,0,,I. Roby REBOUND (Off:1 Def:0),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,75.0,,,,,,,,,,,,,1.0,0.0,1.0,,,
77,PT05M36.00S,2022-03-27T01:23:15.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,7.966491458607096,56.61764705882353,1610612760,19,15,2022-03-27T01:23:19Z,770000,-33.0,22.0,1,left,MISS D. Bazley reverse Layup,[1629647],1610612760.0,OKC,reverse,,,Bazley,D. Bazley,,,,,4.0,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M34.00S,2022-03-27T01:23:17.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,19,15,2022-03-27T01:23:19Z,780000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,77.0,,,,,,,,,,,,,3.0,2.0,1.0,,,
79,PT05M29.00S,2022-03-27T01:23:21.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,92.59198423127464,3.431372549019608,1610612743,19,15,2022-03-27T01:31:15Z,790000,-233.0,17.0,1,right,MISS W. Barton running 3PT,[203115],1610612743.0,DEN,running,,,Barton,W. Barton,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,,
80,PT05M25.00S,2022-03-27T01:23:25.9Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,19,15,2022-03-27T01:23:28Z,800000,,,0,,I. Roby REBOUND (Off:1 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,79.0,,,,,,,,,,,,,2.0,1.0,1.0,,,
81,PT05M21.00S,2022-03-27T01:23:38.0Z,1,REGULAR,foul,personal,[],203999,,,1610612760,19,15,2022-03-27T01:24:07Z,810000,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 1630544]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,202058.0,,,,,1.0,0.0,Mann,1630544.0,,,,,,,,,
83,PT05M21.00S,2022-03-27T01:23:46.4Z,1,REGULAR,substitution,out,[],201145,,,1610612760,19,15,2022-03-27T01:23:59Z,830000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M21.00S,2022-03-27T01:23:46.4Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,19,15,2022-03-27T01:23:59Z,840000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M21.00S,2022-03-27T01:23:46.4Z,1,REGULAR,substitution,in,[],203210,,,1610612760,19,15,2022-03-27T01:23:59Z,850000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M21.00S,2022-03-27T01:23:46.4Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,19,15,2022-03-27T01:23:59Z,860000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M13.00S,2022-03-27T01:24:05.9Z,1,REGULAR,turnover,bad pass,[],1630544,,,1610612760,19,15,2022-03-27T01:24:09Z,870000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1630544, 203115]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,1.0,Barton,203115.0,,,,,,
88,PT05M13.00S,2022-03-27T01:24:05.9Z,1,REGULAR,steal,,[],203115,,,1610612743,19,15,2022-03-27T01:24:08Z,880000,,,0,,W. Barton STEAL (1 STL),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M10.00S,2022-03-27T01:24:09.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628420,92.72339027595268,46.568627450980394,1610612743,21,15,2022-03-27T01:24:13Z,890000,-17.0,16.0,1,right,M. Morris running finger roll Layup (2 PTS) (W. Barton 1 AST),"[1628420, 203115]",1610612743.0,DEN,running finger roll,,,Morris,M. Morris,,,,,2.34,Made,,,2.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,
91,PT04M49.00S,2022-03-27T01:24:29.4Z,1,REGULAR,3pt,Jump Shot,[],1629647,8.623521681997373,96.07843137254902,1610612760,21,18,2022-03-27T01:24:33Z,910000,-230.0,29.0,1,left,D. Bazley 3PT  (5 PTS) (A. Wiggins 1 AST),"[1629647, 1630598]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.22,Made,,,5.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,,,
93,PT04M38.00S,2022-03-27T01:24:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203210,91.67214191852825,55.88235294117647,1610612743,21,18,2022-03-27T01:24:45Z,930000,29.0,26.0,1,right,MISS J. Green cutting Layup - blocked,"[203210, 1629676]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,3.91,Missed,,,,,,,,,,,,,,,,,Roby,1629676.0,
94,PT04M38.00S,2022-03-27T01:24:40.1Z,1,REGULAR,block,,[],1629676,,,1610612743,21,18,2022-03-27T01:24:41Z,940000,,,0,,I. Roby BLOCK (2 BLK),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M37.00S,2022-03-27T01:24:41.1Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,21,18,2022-03-27T01:24:45Z,950000,,,0,,I. Roby REBOUND (Off:1 Def:2),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,93.0,,,,,,,,,,,,,3.0,2.0,1.0,,,
