actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
28,PT09M12.00S,2022-01-08T02:15:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,87.72996057818659,43.13725490196079,1610612743,5,9,2022-01-08T02:15:33Z,280000,-34.0,63.0,1,right,MISS M. Morris 7' driving floating Shot,[1628420],1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,7.16,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M11.00S,2022-01-08T02:15:28.1Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612758,5,9,2022-01-08T02:15:33Z,290000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
30,PT09M08.00S,2022-01-08T02:15:34.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,5,9,2022-01-08T02:15:34Z,300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M00.00S,2022-01-08T02:15:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,12.040078843626807,39.950980392156865,1610612758,5,9,2022-01-08T02:20:53Z,310000,50.0,61.0,1,left,MISS D. Fox 7' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,7.88,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M59.00S,2022-01-08T02:15:57.5Z,1,REGULAR,rebound,offensive,[],1627745,,,1610612758,5,9,2022-01-08T02:20:53Z,320000,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
53,PT08M59.00S,2022-01-08T02:16:00.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,5.568331143232584,62.5,1610612758,5,9,2022-01-08T02:21:30Z,325000,-62.0,0.0,1,left,MISS D. Jones 6' tip Layup,[1627745],1610612758.0,SAC,tip,,,Jones,D. Jones,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,,
54,PT08M58.00S,2022-01-08T02:16:01.3Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,5,9,2022-01-08T02:21:30Z,327500,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT08M51.00S,2022-01-08T02:16:04.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.59198423127464,48.77450980392157,1610612743,7,9,2022-01-08T02:16:12Z,330000,-6.0,17.0,1,right,A. Gordon DUNK (2 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,1.82,Made,,,,,,,,,,2.0,,N. Jokic,203999.0,1.0,,,,,
35,PT08M39.00S,2022-01-08T02:16:15.8Z,1,REGULAR,3pt,Jump Shot,[],1630169,34.90473061760841,35.53921568627451,1610612758,7,9,2022-01-08T02:16:21Z,350000,72.0,276.0,1,left,MISS T. Haliburton 28' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,28.49,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M36.00S,2022-01-08T02:16:18.8Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,7,9,2022-01-08T02:16:21Z,360000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
37,PT08M26.00S,2022-01-08T02:16:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,93.64323258869908,57.107843137254896,1610612743,9,9,2022-01-08T02:16:36Z,370000,36.0,7.0,1,right,M. Morris driving Layup (2 PTS),[1628420],1610612743.0,DEN,driving,,,Morris,M. Morris,,,,,3.62,Made,,,,,,,,,,2.0,,,,,,,,,
38,PT08M15.00S,2022-01-08T02:16:43.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,9,9,2022-01-08T02:16:43Z,380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M07.00S,2022-01-08T02:17:04.7Z,1,REGULAR,3pt,Jump Shot,[],1628368,32.013797634691194,64.70588235294117,1610612758,9,9,2022-01-08T02:17:10Z,390000,-74.0,248.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M03.00S,2022-01-08T02:17:08.7Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,9,9,2022-01-08T02:17:10Z,400000,,,0,,J. Green REBOUND (Off:0 Def:3),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,39.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
41,PT07M54.00S,2022-01-08T02:17:16.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,93.64323258869908,50.73529411764706,1610612743,11,9,2022-01-08T02:17:22Z,410000,4.0,7.0,1,right,A. Gordon cutting DUNK (4 PTS) (N. Jokic 2 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,0.82,Made,,,,,,,,,,4.0,,N. Jokic,203999.0,2.0,,,,,
43,PT07M43.00S,2022-01-08T02:17:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,12.697109067017081,39.705882352941174,1610612758,11,11,2022-01-08T02:17:33Z,430000,51.0,67.0,1,left,M. Bagley III 8' driving floating Jump Shot (4 PTS) (T. Haliburton 2 AST),"[1628963, 1630169]",1610612758.0,SAC,driving floating,,,Bagley III,M. Bagley III,,,,,8.44,Made,,,,,,,,,,4.0,,T. Haliburton,1630169.0,2.0,,,,,
45,PT07M26.00S,2022-01-08T02:17:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.30026281208936,56.86274509803921,1610612743,13,11,2022-01-08T02:17:49Z,450000,34.0,1.0,1,right,N. Jokic driving Layup (2 PTS),[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,3.43,Made,,,,,,,,,,2.0,,,,,,,,,
46,PT07M18.00S,2022-01-08T02:17:55.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,13,11,2022-01-08T02:17:55Z,460000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M18.00S,2022-01-08T02:20:25.5Z,1,REGULAR,substitution,out,[],1627745,,,1610612758,13,11,2022-01-08T02:20:51Z,470000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M18.00S,2022-01-08T02:20:25.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,13,11,2022-01-08T02:20:51Z,480000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M18.00S,2022-01-08T02:20:25.5Z,1,REGULAR,substitution,in,[],1627741,,,1610612758,13,11,2022-01-08T02:20:51Z,490000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M18.00S,2022-01-08T02:20:25.5Z,1,REGULAR,substitution,in,[],203458,,,1610612758,13,11,2022-01-08T02:20:51Z,500000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M01.00S,2022-01-08T02:21:19.9Z,1,REGULAR,3pt,Jump Shot,[],203084,33.85348226018397,44.85294117647059,1610612758,13,11,2022-01-08T02:21:25Z,510000,26.0,266.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
52,PT06M57.00S,2022-01-08T02:21:23.9Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,13,11,2022-01-08T02:21:25Z,520000,,,0,,J. Green REBOUND (Off:0 Def:4),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,51.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
55,PT06M47.00S,2022-01-08T02:21:33.1Z,1,REGULAR,3pt,Jump Shot,[],203210,91.5407358738502,94.11764705882352,1610612743,13,11,2022-01-08T02:21:43Z,530000,221.0,27.0,1,right,MISS J. Green 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,22.22,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M43.00S,2022-01-08T02:21:37.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,13,11,2022-01-08T02:21:43Z,540000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
57,PT06M34.00S,2022-01-08T02:21:46.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203458,12.828515111695138,47.05882352941176,1610612758,13,11,2022-01-08T02:21:51Z,550000,15.0,68.0,1,left,MISS A. Len 6' turnaround Hook,[203458],1610612758.0,SAC,turnaround,,,Len,A. Len,,,,,6.97,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M31.00S,2022-01-08T02:21:49.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,13,11,2022-01-08T02:21:51Z,560000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
59,PT06M24.00S,2022-01-08T02:21:56.7Z,1,REGULAR,3pt,Jump Shot,[],203115,72.35545335085413,19.362745098039216,1610612743,16,11,2022-01-08T02:22:01Z,570000,-153.0,207.0,1,right,W. Barton 25' 3PT  (8 PTS) (J. Green 1 AST),"[203115, 203210]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.78,Made,,,,,,,,,,8.0,,J. Green,203210.0,1.0,,,,,
61,PT06M06.00S,2022-01-08T02:22:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,9.149145860709593,56.61764705882353,1610612758,16,11,2022-01-08T02:22:28Z,590000,-33.0,34.0,1,left,MISS M. Bagley III Layup - blocked,"[1628963, 203999]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,4.71,Missed,,,,,,,,,,,,,,,Jokic,203999.0,,,
62,PT06M06.00S,2022-01-08T02:22:15.3Z,1,REGULAR,block,,[],203999,,,1610612758,16,11,2022-01-08T02:22:18Z,600000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M06.00S,2022-01-08T02:22:15.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,16,11,2022-01-08T02:22:28Z,610000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,
78,PT06M06.00S,2022-01-08T02:22:25.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,16,11,2022-01-08T02:24:00Z,615000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M59.00S,2022-01-08T02:22:35.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628368,12.828515111695138,37.745098039215684,1610612758,16,13,2022-01-08T02:22:44Z,620000,61.0,68.0,1,left,D. Fox 9' fadeaway Jump Shot (4 PTS) (A. Len 1 AST),"[1628368, 203458]",1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,9.16,Made,,,,,,,,,,4.0,,A. Len,203458.0,1.0,,,,,
66,PT05M42.00S,2022-01-08T02:22:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203210,92.46057818659659,46.07843137254902,1610612743,18,13,2022-01-08T02:22:55Z,640000,-20.0,18.0,1,right,J. Green Layup (2 PTS) (N. Jokic 3 AST),"[203210, 203999]",1610612743.0,DEN,,,,Green,J. Green,,,,,2.69,Made,,,,,,,,,,2.0,,N. Jokic,203999.0,3.0,,,,,
68,PT05M33.00S,2022-01-08T02:23:00.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,32.933639947437584,43.38235294117647,1610612758,18,13,2022-01-08T02:23:06Z,660000,33.0,257.0,1,left,MISS B. Hield 25' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M31.00S,2022-01-08T02:23:02.9Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,18,13,2022-01-08T02:23:06Z,670000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
70,PT05M26.00S,2022-01-08T02:23:07.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203999,92.85479632063075,50.245098039215684,1610612743,20,13,2022-01-08T02:23:14Z,680000,1.0,15.0,1,right,N. Jokic running DUNK (4 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,running,,,Jokic,N. Jokic,,,,,1.47,Made,,,,,,,,,,4.0,,A. Gordon,203932.0,1.0,,,,,
72,PT05M15.00S,2022-01-08T02:23:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.783837056504599,56.127450980392155,1610612758,20,13,2022-01-08T02:25:30Z,700000,-31.0,11.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,3.26,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M13.00S,2022-01-08T02:23:20.7Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,20,13,2022-01-08T02:23:29Z,710000,,,0,,J. Green REBOUND (Off:0 Def:5),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,72.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
74,PT05M05.00S,2022-01-08T02:23:29.1Z,1,REGULAR,3pt,Jump Shot,[],203115,92.9862023653088,96.32352941176471,1610612743,20,13,2022-01-08T02:23:35Z,720000,232.0,13.0,1,right,MISS W. Barton 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M02.00S,2022-01-08T02:23:32.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,20,13,2022-01-08T02:23:35Z,730000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
76,PT04M54.00S,2022-01-08T02:23:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.652431011826544,52.94117647058824,1610612758,20,15,2022-01-08T02:26:38Z,740000,-15.0,10.0,1,left,M. Bagley III driving Layup (6 PTS) (H. Barnes 1 AST),"[1628963, 203084]",1610612758.0,SAC,driving,,,Bagley III,M. Bagley III,,,,,1.78,Made,,,,,,,,,,6.0,,H. Barnes,203084.0,1.0,,,,,
79,PT04M31.00S,2022-01-08T02:24:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,86.41590013140605,64.4607843137255,1610612743,20,15,2022-01-08T02:27:27Z,760000,72.0,75.0,1,right,MISS A. Gordon 10' step back Shot,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,10.43,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M29.00S,2022-01-08T02:24:04.5Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,20,15,2022-01-08T02:24:09Z,770000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
81,PT04M15.00S,2022-01-08T02:24:19.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,6.521024967148489,50.49019607843137,1610612758,20,17,2022-01-08T02:24:23Z,780000,-2.0,9.0,1,left,A. Len DUNK (2 PTS) (D. Fox 1 AST),"[203458, 1628368]",1610612758.0,SAC,,,,Len,A. Len,,,,,0.91,Made,,,,,,,,,,2.0,,D. Fox,1628368.0,1.0,,,,,
83,PT03M51.00S,2022-01-08T02:24:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,93.51182654402102,53.67647058823529,1610612743,22,17,2022-01-08T02:24:53Z,800000,18.0,8.0,1,right,M. Morris cutting Layup (4 PTS) (W. Barton 1 AST),"[1628420, 203115]",1610612743.0,DEN,cutting,,,Morris,M. Morris,,,,,2.03,Made,,,,,,,,,,4.0,,W. Barton,203115.0,1.0,,,,,
85,PT03M51.00S,2022-01-08T02:24:47.2Z,1,REGULAR,foul,personal,['1freethrow'],1628963,,,1610612743,22,17,2022-01-08T02:24:57Z,820000,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Morris 1 FT),"[1628963, 1628420]",1610612758.0,SAC,shooting,,,Bagley III,M. Bagley III,,,,,,,,,,,1628954.0,1.0,0.0,Morris,1628420.0,,,,,,,,,,
87,PT03M51.00S,2022-01-08T02:24:58.1Z,1,REGULAR,substitution,out,[],203210,,,1610612743,22,17,2022-01-08T02:25:30Z,840000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M51.00S,2022-01-08T02:24:58.1Z,1,REGULAR,substitution,out,[],1628963,,,1610612743,22,17,2022-01-08T02:25:30Z,850000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M51.00S,2022-01-08T02:24:58.1Z,1,REGULAR,substitution,out,[],203084,,,1610612743,22,17,2022-01-08T02:25:30Z,860000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M51.00S,2022-01-08T02:24:58.1Z,1,REGULAR,substitution,in,[],201145,,,1610612743,22,17,2022-01-08T02:25:30Z,870000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M51.00S,2022-01-08T02:24:58.1Z,1,REGULAR,substitution,in,[],203090,,,1610612743,22,17,2022-01-08T02:25:30Z,880000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M51.00S,2022-01-08T02:24:58.1Z,1,REGULAR,substitution,in,[],1630558,,,1610612743,22,17,2022-01-08T02:25:30Z,890000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
