actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
18,PT10M05.00S,2022-03-11T03:18:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,93.24901445466492,54.166666666666664,1610612743,6,7,2022-03-11T03:18:56Z,180000,21.0,11.0,1,right,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,2.35,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M02.00S,2022-03-11T03:18:50.2Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,6,7,2022-03-11T03:18:56Z,190000,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,,
20,PT10M02.00S,2022-03-11T03:18:49.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,94.40999984741211,50.0,1610612743,6,7,2022-03-11T03:18:49Z,200000,0.0,0.0,1,right,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M02.00S,2022-03-11T03:18:51.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,6,7,2022-03-11T03:18:51Z,210000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,
22,PT09M49.00S,2022-03-11T03:19:18.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,90.3580814717477,54.166666666666664,1610612743,8,7,2022-03-11T03:19:38Z,220000,21.0,38.0,1,right,N. Jokic Hook (4 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,4.34,Made,4.0,,,,,,,,,,,,,,,,,,
23,PT09M38.00S,2022-03-11T03:19:29.4Z,1,REGULAR,2pt,Jump Shot,[],202691,12.959921156373195,21.07843137254902,1610612744,8,7,2022-03-11T03:19:35Z,230000,145.0,69.0,1,left,MISS K. Thompson 16' turnaround fadeaway Shot,[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,16.03,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M36.00S,2022-03-11T03:19:31.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,8,7,2022-03-11T03:19:35Z,240000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,
25,PT09M33.00S,2022-03-11T03:19:37.1Z,1,REGULAR,foul,personal,[],203952,,,1610612743,8,7,2022-03-11T03:20:44Z,250000,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 203932]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,202053.0,1.0,0.0,Gordon,203932.0,,,,,,,,,,
27,PT09M22.00S,2022-03-11T03:20:08.7Z,1,REGULAR,foul,personal,[],1630541,,,1610612743,8,7,2022-03-11T03:20:12Z,270000,,,0,,M. Moody personal FOUL (2 PF),"[1630541, 203932]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,202026.0,2.0,0.0,Gordon,203932.0,,,,,,,,,,
29,PT09M13.00S,2022-03-11T03:20:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,92.59198423127464,57.59803921568627,1610612743,8,7,2022-03-11T03:20:48Z,290000,38.0,17.0,1,right,MISS A. Gordon turnaround bank Shot,[203932],1610612743.0,DEN,turnaround bank,,,Gordon,A. Gordon,,,,,4.17,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M11.00S,2022-03-11T03:20:42.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,8,7,2022-03-11T03:20:42Z,300000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,
31,PT09M01.00S,2022-03-11T03:20:52.9Z,1,REGULAR,3pt,Jump Shot,[],201939,35.29894875164258,49.754901960784316,1610612744,8,10,2022-03-11T03:20:57Z,310000,1.0,279.0,1,left,S. Curry 27' 3PT  (3 PTS) (M. Moody 1 AST),"[201939, 1630541]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.93,Made,3.0,M. Moody,1630541.0,1.0,,,,,,,,,,,,,,,
33,PT08M39.00S,2022-03-11T03:21:15.1Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,8,10,2022-03-11T03:21:18Z,330000,,,0,,N. Jokic lost ball TURNOVER (1 TO),"[203999, 203952]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,,,
34,PT08M39.00S,2022-03-11T03:21:15.1Z,1,REGULAR,steal,,[],203952,,,1610612744,8,10,2022-03-11T03:21:16Z,340000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M20.00S,2022-03-11T03:21:34.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202691,7.30946123521682,55.63725490196079,1610612744,8,12,2022-03-11T03:21:39Z,350000,-28.0,16.0,1,left,K. Thompson driving reverse Layup (4 PTS) (A. Wiggins 2 AST),"[202691, 203952]",1610612744.0,GSW,driving reverse,,,Thompson,K. Thompson,,,,,3.25,Made,4.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,,,,,
37,PT08M11.00S,2022-03-11T03:21:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.72339027595268,53.18627450980392,1610612743,8,12,2022-03-11T03:21:51Z,370000,16.0,16.0,1,right,MISS A. Gordon finger roll Layup,[203932],1610612743.0,DEN,finger roll,,,Gordon,A. Gordon,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M10.00S,2022-03-11T03:21:44.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,8,12,2022-03-11T03:21:51Z,380000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
666,PT08M10.00S,2022-03-11T03:21:47.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,8,12,2022-03-11T05:41:57Z,385000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M10.00S,2022-03-11T03:21:50.5Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,8,12,2022-03-11T03:22:00Z,390000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M10.00S,2022-03-11T03:21:50.5Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,8,12,2022-03-11T03:22:00Z,400000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M00.00S,2022-03-11T03:22:17.9Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612744,8,12,2022-03-11T03:22:26Z,410000,,,0,,N. Jokic shooting personal FOUL (1 PF) (Curry 2 FT),"[203999, 201939]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,,,,,,,1148.0,1.0,0.0,Curry,201939.0,,,,,,,,,,
43,PT08M00.00S,2022-03-11T03:22:46.5Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,8,13,2022-03-11T03:22:46Z,430000,,,0,,S. Curry Free Throw 1 of 2 (4 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
44,PT08M00.00S,2022-03-11T03:23:03.9Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,8,14,2022-03-11T03:23:03Z,440000,,,0,,S. Curry Free Throw 2 of 2 (5 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
45,PT07M42.00S,2022-03-11T03:23:26.5Z,1,REGULAR,foul,personal,[],1629673,,,1610612743,8,14,2022-03-11T03:23:33Z,450000,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 203999]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,1148.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,
47,PT07M36.00S,2022-03-11T03:23:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.06636005256242,42.15686274509804,1610612743,8,14,2022-03-11T03:23:52Z,470000,-39.0,22.0,1,right,MISS N. Jokic cutting Layup,[203999],1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,4.5,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M34.00S,2022-03-11T03:23:48.7Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,8,14,2022-03-11T03:23:52Z,480000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,
49,PT07M24.00S,2022-03-11T03:23:58.0Z,1,REGULAR,3pt,Jump Shot,[],202691,32.013797634691194,31.127450980392158,1610612744,8,14,2022-03-11T03:24:04Z,490000,94.0,248.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M21.00S,2022-03-11T03:24:01.1Z,1,REGULAR,rebound,offensive,[],202691,,,1610612744,8,14,2022-03-11T03:24:01Z,500000,,,0,,K. Thompson REBOUND (Off:1 Def:0),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,49.0,1.0,0.0,1.0,,,,,,
51,PT07M19.00S,2022-03-11T03:24:02.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202691,20.97568988173456,51.9607843137255,1610612744,8,14,2022-03-11T03:24:08Z,510000,-10.0,145.0,1,left,MISS K. Thompson 14' Jump Shot,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,14.5,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M18.00S,2022-03-11T03:24:03.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,8,14,2022-03-11T03:24:08Z,520000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,
53,PT07M11.00S,2022-03-11T03:24:10.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203999,93.64323258869908,56.86274509803921,1610612743,10,14,2022-03-11T03:24:18Z,530000,34.0,7.0,1,right,N. Jokic running finger roll Layup (6 PTS),[203999],1610612743.0,DEN,running finger roll,,,Jokic,N. Jokic,,,,,3.51,Made,6.0,,,,,,,,,,,,,,,,,,
54,PT06M53.00S,2022-03-11T03:24:29.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,7.966491458607096,50.98039215686274,1610612744,10,16,2022-03-11T03:24:35Z,540000,-5.0,22.0,1,left,K. Looney cutting DUNK (4 PTS) (J. Poole 1 AST),"[1626172, 1629673]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,2.29,Made,4.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,,
56,PT06M53.00S,2022-03-11T03:24:32.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,10,16,2022-03-11T03:24:32Z,560000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M50.00S,2022-03-11T03:27:59.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,93.51182654402102,48.03921568627451,1610612743,12,16,2022-03-11T03:28:13Z,570000,-10.0,8.0,1,right,A. Gordon running DUNK (4 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,1.3,Made,4.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,,
59,PT06M48.00S,2022-03-11T03:28:06.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,12,16,2022-03-11T03:28:06Z,590000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M36.00S,2022-03-11T03:31:49.7Z,1,REGULAR,2pt,Jump Shot,[],203952,24.26084099868594,43.13725490196079,1610612744,12,16,2022-03-11T03:31:54Z,600000,34.0,176.0,1,left,MISS A. Wiggins 17' pullup Shot - blocked,"[203952, 203932]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,17.89,Missed,,,,,,,,,,,,,,,,,Gordon,203932.0,
61,PT06M36.00S,2022-03-11T03:31:49.7Z,1,REGULAR,block,,[],203932,,,1610612744,12,16,2022-03-11T03:31:52Z,610000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M34.00S,2022-03-11T03:31:51.7Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,12,16,2022-03-11T03:31:54Z,620000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,
63,PT06M27.00S,2022-03-11T03:31:59.3Z,1,REGULAR,3pt,Jump Shot,[],203999,68.15045992115637,63.970588235294116,1610612743,12,16,2022-03-11T03:32:04Z,630000,70.0,247.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M23.00S,2022-03-11T03:32:03.3Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,12,16,2022-03-11T03:32:04Z,640000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,
65,PT06M11.00S,2022-03-11T03:32:15.4Z,1,REGULAR,3pt,Jump Shot,[],201939,6.783837056504599,3.431372549019608,1610612744,12,19,2022-03-11T03:32:19Z,650000,233.0,11.0,1,left,S. Curry 3PT  (8 PTS) (J. Poole 2 AST),"[201939, 1629673]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,23.31,Made,8.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,,,,
67,PT05M47.00S,2022-03-11T03:32:39.2Z,1,REGULAR,3pt,Jump Shot,[],203085,90.75229960578186,95.34313725490196,1610612743,12,19,2022-03-11T03:32:45Z,670000,227.0,34.0,1,right,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M44.00S,2022-03-11T03:32:42.2Z,1,REGULAR,rebound,offensive,[],201145,,,1610612743,12,19,2022-03-11T03:32:45Z,680000,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,67.0,1.0,0.0,1.0,,,,,,
69,PT05M39.00S,2022-03-11T03:32:47.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628420,93.11760840998686,53.92156862745098,1610612743,14,19,2022-03-11T03:32:50Z,690000,20.0,12.0,1,right,M. Morris driving finger roll Layup (2 PTS) (N. Jokic 2 AST),"[1628420, 203999]",1610612743.0,DEN,driving finger roll,,,Morris,M. Morris,,,,,2.31,Made,2.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,,
71,PT05M27.00S,2022-03-11T03:33:00.3Z,1,REGULAR,foul,personal,['2freethrow'],203085,,,1610612744,14,19,2022-03-11T03:33:16Z,710000,,,0,,A. Rivers shooting personal FOUL (1 PF) (Curry 2 FT),"[203085, 201939]",1610612743.0,DEN,shooting,,,Rivers,A. Rivers,,,,,,,,,,,1148.0,1.0,0.0,Curry,201939.0,,,,,,,,,,
73,PT05M27.00S,2022-03-11T03:33:27.4Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,14,20,2022-03-11T03:33:27Z,730000,,,0,,S. Curry Free Throw 1 of 2 (9 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
74,PT05M27.00S,2022-03-11T03:33:32.8Z,1,REGULAR,substitution,out,[],202691,,,1610612744,14,20,2022-03-11T03:33:35Z,740000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M27.00S,2022-03-11T03:33:32.8Z,1,REGULAR,substitution,in,[],1629308,,,1610612744,14,20,2022-03-11T03:33:35Z,750000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M27.00S,2022-03-11T03:33:46.2Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,14,21,2022-03-11T03:33:46Z,760000,,,0,,S. Curry Free Throw 2 of 2 (10 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
77,PT05M16.00S,2022-03-11T03:34:00.7Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,14,21,2022-03-11T03:34:05Z,770000,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 201939]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,2.0,Curry,201939.0,,,
78,PT05M16.00S,2022-03-11T03:34:00.7Z,1,REGULAR,steal,,[],201939,,,1610612744,14,21,2022-03-11T03:34:02Z,780000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2022-03-11T03:34:05.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629308,8.492115637319317,59.068627450980394,1610612744,14,21,2022-03-11T03:34:11Z,790000,-45.0,27.0,1,left,MISS J. Toscano-Anderson running Layup - blocked,"[1629308, 203999]",1610612744.0,GSW,running,,,Toscano-Anderson,J. Toscano-Anderson,,,,,5.29,Missed,,,,,,,,,,,,,,,,,Jokic,203999.0,
80,PT05M11.00S,2022-03-11T03:34:05.6Z,1,REGULAR,block,,[],203999,,,1610612744,14,21,2022-03-11T03:34:07Z,800000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M09.00S,2022-03-11T03:34:07.6Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,14,21,2022-03-11T03:34:11Z,810000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,
82,PT05M02.00S,2022-03-11T03:34:14.4Z,1,REGULAR,3pt,Jump Shot,[],1628420,68.41327201051249,33.57843137254902,1610612743,17,21,2022-03-11T03:34:18Z,820000,-82.0,244.0,1,right,M. Morris 25' 3PT  (5 PTS) (A. Rivers 1 AST),"[1628420, 203085]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.78,Made,5.0,A. Rivers,203085.0,1.0,,,,,,,,,,,,,,,
84,PT04M36.00S,2022-03-11T03:34:40.6Z,1,REGULAR,3pt,Jump Shot,[],203952,7.30946123521682,3.431372549019608,1610612744,17,21,2022-03-11T03:34:45Z,840000,233.0,16.0,1,left,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,,
85,PT04M34.00S,2022-03-11T03:34:42.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,21,2022-03-11T03:34:45Z,850000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,84.0,3.0,3.0,0.0,,,,,,
86,PT04M29.00S,2022-03-11T03:34:48.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,93.51182654402102,50.98039215686274,1610612743,17,21,2022-03-11T03:34:55Z,860000,5.0,8.0,1,right,MISS A. Gordon running DUNK,[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M28.00S,2022-03-11T03:34:50.2Z,1,REGULAR,rebound,offensive,[],201145,,,1610612743,17,21,2022-03-11T03:34:50Z,870000,,,0,,J. Green REBOUND (Off:2 Def:0),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,86.0,2.0,0.0,2.0,,,,,,
88,PT04M28.00S,2022-03-11T03:34:54.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612743,17,21,2022-03-11T03:35:08Z,880000,,,0,,K. Looney shooting personal FOUL (1 PF) (Green 2 FT),"[1626172, 201145]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,202026.0,1.0,0.0,Green,201145.0,,,,,,,,,,
90,PT04M28.00S,2022-03-11T03:35:22.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201145,,,1610612743,18,21,2022-03-11T03:35:22Z,900000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
91,PT04M28.00S,2022-03-11T03:35:23.3Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,18,21,2022-03-11T03:35:28Z,910000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
