actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
15,PT10M18.00S,2021-11-27T02:12:28.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,2,5,2021-11-27T02:12:30Z,150000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
16,PT10M11.00S,2021-11-27T02:12:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.835085413929041,43.872549019607845,1610612743,4,5,2021-11-27T02:12:46Z,160000,31.0,21.0,1,left,A. Gordon driving finger roll Layup (2 PTS),[203932],1610612743.0,DEN,driving finger roll,,,Gordon,A. Gordon,,,,,3.72,Made,,,,,2.0,,,,,,,,,,,,,,
17,PT09M52.00S,2021-11-27T02:12:54.8Z,1,REGULAR,2pt,Jump Shot,[],1628960,77.87450722733246,58.82352941176471,1610612749,4,7,2021-11-27T02:13:03Z,170000,44.0,155.0,1,right,G. Allen 16' pullup Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,16.16,Made,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,
19,PT09M30.00S,2021-11-27T02:13:15.9Z,1,REGULAR,2pt,Jump Shot,[],203932,9.674770039421814,29.65686274509804,1610612743,4,7,2021-11-27T02:13:22Z,190000,102.0,38.0,1,left,MISS A. Gordon 10' pullup Shot,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,10.87,Missed,,,,,,,,,,,,,,,,,,,
20,PT09M29.00S,2021-11-27T02:13:16.9Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,4,7,2021-11-27T02:13:22Z,200000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
21,PT09M13.00S,2021-11-27T02:13:34.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,82.34231274638634,54.41176470588235,1610612749,4,9,2021-11-27T02:13:42Z,210000,22.0,113.0,1,right,B. Portis 11' turnaround Hook (2 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,11.56,Made,,,,,2.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,
23,PT08M57.00S,2021-11-27T02:13:49.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203210,8.886333771353483,54.41176470588235,1610612743,4,9,2021-11-27T02:13:56Z,230000,-22.0,31.0,1,left,MISS J. Green DUNK - blocked,"[203210, 203507]",1610612743.0,DEN,,,,Green,J. Green,,,,,3.81,Missed,,,,,,,,,Antetokounmpo,203507.0,,,,,,,,,
24,PT08M57.00S,2021-11-27T02:13:49.8Z,1,REGULAR,block,,[],203507,,,1610612743,4,9,2021-11-27T02:13:53Z,240000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT08M52.00S,2021-11-27T02:13:54.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,9,2021-11-27T02:13:56Z,250000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
26,PT08M45.00S,2021-11-27T02:14:02.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,93.24901445466492,95.09803921568627,1610612749,4,12,2021-11-27T02:14:08Z,260000,225.0,11.0,1,right,G. Allen 3PT  (5 PTS) (G. Antetokounmpo 3 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,22.58,Made,,,,,5.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,
28,PT08M43.00S,2021-11-27T02:14:11.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,4,12,2021-11-27T02:14:11Z,280000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT08M34.00S,2021-11-27T02:17:05.2Z,1,REGULAR,turnover,bad pass,[],1628420,,,1610612743,4,12,2021-11-27T02:17:13Z,300000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 1626171]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,1.0,Portis,1626171.0,,,,,,
31,PT08M34.00S,2021-11-27T02:17:05.2Z,1,REGULAR,steal,,[],1626171,,,1610612749,4,12,2021-11-27T02:17:09Z,310000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M27.00S,2021-11-27T02:17:12.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628960,70.38436268068331,19.362745098039216,1610612749,4,12,2021-11-27T02:17:28Z,320000,-153.0,226.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M23.00S,2021-11-27T02:17:16.7Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,4,12,2021-11-27T02:17:28Z,330000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
34,PT08M01.00S,2021-11-27T02:17:38.6Z,1,REGULAR,3pt,Jump Shot,[],203115,28.728646517739815,17.647058823529413,1610612743,4,12,2021-11-27T02:17:44Z,340000,162.0,218.0,1,left,MISS W. Barton 27' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
35,PT07M58.00S,2021-11-27T02:17:41.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,12,2021-11-27T02:17:44Z,350000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT07M48.00S,2021-11-27T02:17:51.8Z,1,REGULAR,3pt,Jump Shot,[],203114,70.38436268068331,80.3921568627451,1610612749,4,12,2021-11-27T02:17:58Z,360000,152.0,226.0,1,right,MISS K. Middleton 27' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,,
37,PT07M46.00S,2021-11-27T02:17:53.8Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,4,12,2021-11-27T02:17:58Z,370000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT07M38.00S,2021-11-27T02:18:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203115,8.360709592641262,56.127450980392155,1610612743,6,12,2021-11-27T02:18:13Z,380000,-31.0,26.0,1,left,W. Barton driving Layup (4 PTS),[203115],1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,4.02,Made,,,,,4.0,,,,,,,,,,,,,,
39,PT07M19.00S,2021-11-27T02:18:20.2Z,1,REGULAR,3pt,Jump Shot,[],201950,65.91655716162943,60.049019607843135,1610612749,6,12,2021-11-27T02:18:28Z,390000,50.0,268.0,1,right,MISS J. Holiday 27' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
40,PT07M14.00S,2021-11-27T02:18:25.2Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,6,12,2021-11-27T02:18:28Z,400000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
41,PT07M09.00S,2021-11-27T02:18:30.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,27.283180026281208,79.16666666666666,1610612743,6,12,2021-11-27T02:18:39Z,410000,-146.0,204.0,1,left,MISS W. Barton 25' pullup 3PT,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M05.00S,2021-11-27T02:18:34.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,6,12,2021-11-27T02:18:39Z,420000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
43,PT06M56.00S,2021-11-27T02:18:44.2Z,1,REGULAR,foul,personal,['2freethrow'],203210,,,1610612749,6,12,2021-11-27T02:18:56Z,430000,,,0,,J. Green shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203210, 203507]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Antetokounmpo,203507.0,
45,PT06M56.00S,2021-11-27T02:19:26.4Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,6,13,2021-11-27T02:19:26Z,450000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
46,PT06M56.00S,2021-11-27T02:19:27.8Z,1,REGULAR,substitution,out,[],203114,,,1610612749,6,13,2021-11-27T02:19:41Z,460000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT06M56.00S,2021-11-27T02:19:27.8Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,6,13,2021-11-27T02:19:41Z,470000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M56.00S,2021-11-27T02:19:27.8Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,6,13,2021-11-27T02:19:41Z,480000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M56.00S,2021-11-27T02:19:27.8Z,1,REGULAR,substitution,in,[],201588,,,1610612749,6,13,2021-11-27T02:19:41Z,490000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M56.00S,2021-11-27T02:19:54.9Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,6,14,2021-11-27T02:19:55Z,500000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
51,PT06M43.00S,2021-11-27T02:20:10.3Z,1,REGULAR,2pt,Jump Shot,[],1628420,24.655059132720105,37.745098039215684,1610612743,8,14,2021-11-27T02:20:15Z,510000,61.0,179.0,1,left,M. Morris 18' pullup Jump Shot (2 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,18.95,Made,,,,,2.0,,,,,,,,,,,,,,
52,PT06M24.00S,2021-11-27T02:20:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,89.96386333771353,52.20588235294118,1610612749,8,16,2021-11-27T02:20:35Z,520000,11.0,42.0,1,right,J. Holiday turnaround Jump Shot (2 PTS),[201950],1610612749.0,MIL,turnaround,,,Holiday,J. Holiday,,,,,4.32,Made,,,,,2.0,,,,,,,,,,,,,,
53,PT06M11.00S,2021-11-27T02:20:42.3Z,1,REGULAR,3pt,Jump Shot,[],1628420,28.991458607095925,21.323529411764707,1610612743,8,16,2021-11-27T02:20:46Z,530000,143.0,220.0,1,left,MISS M. Morris 26' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M09.00S,2021-11-27T02:20:44.3Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,8,16,2021-11-27T02:20:46Z,540000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT05M58.00S,2021-11-27T02:20:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.27792378449409,47.30392156862745,1610612749,8,18,2021-11-27T02:21:03Z,550000,-13.0,29.0,1,right,G. Antetokounmpo finger roll Layup (6 PTS),[203507],1610612749.0,MIL,finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,3.24,Made,,,,,6.0,,,,,,,,,,,,,,
57,PT05M34.00S,2021-11-27T02:21:20.4Z,1,REGULAR,foul,offensive,[],201145,,,1610612743,8,18,2021-11-27T02:23:37Z,570000,,,0,,J. Green offensive FOUL (1 PF),"[201145, 1626192]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Connaughton,1626192.0,
59,PT05M34.00S,2021-11-27T02:21:20.4Z,1,REGULAR,turnover,offensive foul,[],201145,,,1610612743,8,18,2021-11-27T02:21:20Z,590000,,,0,,J. Green offensive foul TURNOVER (1 TO),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,1.0,,,1627964.0,,,,,
60,PT05M34.00S,2021-11-27T02:21:39.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612749,8,18,2021-11-27T02:23:16Z,600000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,Common Foul Upheld
61,PT05M34.00S,2021-11-27T02:23:19.6Z,1,REGULAR,substitution,out,[],203210,,,1610612749,8,18,2021-11-27T02:23:37Z,610000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M34.00S,2021-11-27T02:23:19.6Z,1,REGULAR,substitution,out,[],203115,,,1610612749,8,18,2021-11-27T02:23:37Z,620000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M34.00S,2021-11-27T02:23:19.6Z,1,REGULAR,substitution,out,[],203507,,,1610612749,8,18,2021-11-27T02:23:37Z,630000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M34.00S,2021-11-27T02:23:19.6Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,8,18,2021-11-27T02:23:37Z,640000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M34.00S,2021-11-27T02:23:19.6Z,1,REGULAR,substitution,in,[],1630267,,,1610612749,8,18,2021-11-27T02:23:37Z,650000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M34.00S,2021-11-27T02:23:19.6Z,1,REGULAR,substitution,in,[],203085,,,1610612749,8,18,2021-11-27T02:23:37Z,660000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M34.00S,2021-11-27T02:23:19.6Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,8,18,2021-11-27T02:23:37Z,670000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M34.00S,2021-11-27T02:23:19.6Z,1,REGULAR,substitution,in,[],203918,,,1610612749,8,18,2021-11-27T02:23:37Z,680000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M19.00S,2021-11-27T02:23:58.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,69.99014454664915,23.774509803921568,1610612749,8,21,2021-11-27T02:24:07Z,690000,-131.0,230.0,1,right,J. Holiday 26' 3PT step back (5 PTS),[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,26.44,Made,,,,,5.0,,,,,,,,,,,,,,
70,PT04M54.00S,2021-11-27T02:24:22.3Z,1,REGULAR,3pt,Jump Shot,[],203085,28.86005256241787,20.833333333333336,1610612743,8,21,2021-11-27T02:24:32Z,700000,146.0,219.0,1,left,MISS A. Rivers 26' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
71,PT04M52.00S,2021-11-27T02:24:24.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,8,21,2021-11-27T02:24:32Z,710000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,
74,PT04M46.00S,2021-11-27T02:25:08.4Z,1,REGULAR,foul,personal,[],1630267,,,1610612749,8,21,2021-11-27T02:28:25Z,740000,,,0,,F. Campazzo personal FOUL (1 PF),"[1630267, 201950]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Holiday,201950.0,
76,PT04M37.00S,2021-11-27T02:25:17.7Z,1,REGULAR,foul,personal,['2freethrow'],1630267,,,1610612749,8,21,2021-11-27T02:27:12Z,760000,,,0,,F. Campazzo shooting personal FOUL (2 PF) (Holiday 2 FT),"[1630267, 201950]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Holiday,201950.0,
78,PT04M37.00S,2021-11-27T02:25:33.9Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,8,22,2021-11-27T02:25:33Z,780000,,,0,,J. Holiday Free Throw 1 of 2 (6 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
79,PT04M37.00S,2021-11-27T02:25:34.9Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,8,22,2021-11-27T02:25:41Z,790000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M37.00S,2021-11-27T02:25:34.9Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,8,22,2021-11-27T02:25:41Z,800000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M37.00S,2021-11-27T02:25:33.9Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,8,22,2021-11-27T02:26:03Z,810000,,,0,,MISS J. Holiday Free Throw 2 of 2,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M34.00S,2021-11-27T02:25:36.9Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,8,22,2021-11-27T02:26:03Z,820000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
83,PT04M21.00S,2021-11-27T02:26:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,10.5946123521682,52.69607843137255,1610612743,8,22,2021-11-27T02:26:26Z,830000,-13.0,47.0,1,left,MISS J. Green driving Layup - blocked,"[201145, 201588]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,4.9,Missed,,,,,,,,,Hill,201588.0,,,,,,,,,
84,PT04M21.00S,2021-11-27T02:26:11.9Z,1,REGULAR,block,,[],201588,,,1610612743,8,22,2021-11-27T02:29:00Z,840000,,,0,,G. Hill BLOCK (1 BLK),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M16.00S,2021-11-27T02:26:16.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,8,22,2021-11-27T02:26:26Z,850000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,83.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
86,PT04M09.00S,2021-11-27T02:26:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203918,90.75229960578186,49.01960784313725,1610612749,8,24,2021-11-27T02:26:32Z,860000,-5.0,34.0,1,right,R. Hood cutting Layup (2 PTS) (B. Portis 1 AST),"[203918, 1626171]",1610612749.0,MIL,cutting,,,Hood,R. Hood,,,,,3.47,Made,,,,,2.0,B. Portis,1626171.0,1.0,,,,,,,,,,,
88,PT04M09.00S,2021-11-27T02:26:32.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,8,24,2021-11-27T02:26:32Z,880000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M09.00S,2021-11-27T02:29:01.8Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,8,24,2021-11-27T02:29:20Z,890000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M09.00S,2021-11-27T02:29:01.8Z,1,REGULAR,substitution,out,[],201145,,,1610612743,8,24,2021-11-27T02:29:20Z,900000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M09.00S,2021-11-27T02:29:01.8Z,1,REGULAR,substitution,out,[],201950,,,1610612743,8,24,2021-11-27T02:29:20Z,910000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
