actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
367,PT04M38.00S,2022-01-16T03:32:16.7Z,3,REGULAR,foul,personal,['2freethrow'],203932,,,1610612747,91,71,2022-01-16T03:32:21Z,3660000,,,0,,A. Gordon shooting personal FOUL (4 PF) (Westbrook 2 FT),"[203932, 201566]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,101284.0,4.0,1.0,Westbrook,201566.0,,,,,,,,,,,,,,,
369,PT04M38.00S,2022-01-16T03:32:50.0Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,91,72,2022-01-16T03:32:50Z,3680000,,,0,,R. Westbrook Free Throw 1 of 2 (15 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
370,PT04M38.00S,2022-01-16T03:32:50.6Z,3,REGULAR,substitution,out,[],203932,,,1610612747,91,72,2022-01-16T03:33:06Z,3690000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
371,PT04M38.00S,2022-01-16T03:32:50.6Z,3,REGULAR,substitution,out,[],1628370,,,1610612747,91,72,2022-01-16T03:33:06Z,3700000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
372,PT04M38.00S,2022-01-16T03:32:50.6Z,3,REGULAR,substitution,in,[],1628432,,,1610612747,91,72,2022-01-16T03:33:06Z,3710000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
373,PT04M38.00S,2022-01-16T03:32:50.6Z,3,REGULAR,substitution,in,[],1630559,,,1610612747,91,72,2022-01-16T03:33:06Z,3720000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
374,PT04M38.00S,2022-01-16T03:33:12.2Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,91,73,2022-01-16T03:33:12Z,3730000,,,0,,R. Westbrook Free Throw 2 of 2 (16 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
375,PT04M20.00S,2022-01-16T03:33:32.8Z,3,REGULAR,turnover,bad pass,[],1630538,,,1610612743,91,73,2022-01-16T03:33:38Z,3740000,,,0,,B. Hyland bad pass TURNOVER (2 TO),"[1630538, 1629659]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,2.0,Horton-Tucker,1629659.0,,
376,PT04M20.00S,2022-01-16T03:33:32.8Z,3,REGULAR,steal,,[],1629659,,,1610612747,91,73,2022-01-16T03:33:34Z,3750000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
377,PT04M17.00S,2022-01-16T03:33:36.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629659,94.30026281208936,50.0,1610612747,91,75,2022-01-16T03:33:43Z,3760000,0.0,1.0,1,right,T. Horton-Tucker running DUNK (3 PTS),[1629659],1610612747.0,LAL,running,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Made,3.0,0.11,,,,,,,,,,,,
378,PT04M17.00S,2022-01-16T03:33:40.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,91,75,2022-01-16T03:33:40Z,3770000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT04M17.00S,2022-01-16T03:35:59.1Z,3,REGULAR,substitution,out,[],1628420,,,1610612743,91,75,2022-01-16T03:36:37Z,3780000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
380,PT04M17.00S,2022-01-16T03:35:59.1Z,3,REGULAR,substitution,in,[],1630267,,,1610612743,91,75,2022-01-16T03:36:37Z,3790000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
381,PT04M10.00S,2022-01-16T03:36:44.7Z,3,REGULAR,3pt,Jump Shot,[],203999,29.6484888304862,24.509803921568626,1610612743,94,75,2022-01-16T03:36:50Z,3800000,127.0,226.0,1,left,N. Jokic 25' 3PT  (17 PTS) (F. Campazzo 2 AST),"[203999, 1630267]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Made,17.0,25.97,,,,,F. Campazzo,1630267.0,2.0,,,,,
383,PT03M44.00S,2022-01-16T03:37:10.3Z,3,REGULAR,2pt,Jump Shot,[],1630559,84.70762155059133,24.754901960784316,1610612747,94,75,2022-01-16T03:37:16Z,3820000,-126.0,91.0,1,right,MISS A. Reaves 15' Jump Shot,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Missed,,15.57,,,,,,,,,,,,
384,PT03M40.00S,2022-01-16T03:37:14.3Z,3,REGULAR,rebound,defensive,[],1630538,,,1610612743,94,75,2022-01-16T03:37:16Z,3830000,,,0,,B. Hyland REBOUND (Off:0 Def:3),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,383.0,3.0,3.0,0.0,,,,,,,,
385,PT03M34.00S,2022-01-16T03:37:19.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203115,7.178055190538765,44.6078431372549,1610612743,94,75,2022-01-16T03:37:32Z,3840000,27.0,15.0,1,left,MISS W. Barton driving Layup - blocked,"[203115, 201599]",1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,,,,,,Missed,,3.09,,,,,,,,,,,Jordan,201599.0
386,PT03M34.00S,2022-01-16T03:37:19.9Z,3,REGULAR,block,,[],201599,,,1610612743,94,75,2022-01-16T03:39:02Z,3850000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
387,PT03M34.00S,2022-01-16T03:37:19.9Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,94,75,2022-01-16T03:37:32Z,3860000,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,385.0,2.0,2.0,0.0,,,,,,,,
388,PT03M34.00S,2022-01-16T03:37:25.2Z,3,REGULAR,foul,personal,[],1630267,,,1610612747,94,75,2022-01-16T03:42:04Z,3870000,,,0,,F. Campazzo take personal FOUL (1 PF),"[1630267, 1630559]",1610612743.0,DEN,take,,,Campazzo,F. Campazzo,,,,,101284.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
390,PT03M34.00S,2022-01-16T03:37:30.1Z,3,REGULAR,substitution,out,[],203115,,,1610612747,94,75,2022-01-16T03:37:36Z,3890000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
391,PT03M34.00S,2022-01-16T03:37:30.1Z,3,REGULAR,substitution,in,[],1630192,,,1610612747,94,75,2022-01-16T03:37:36Z,3900000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
392,PT03M21.00S,2022-01-16T03:37:53.3Z,3,REGULAR,3pt,Jump Shot,[],1629659,65.91655716162943,45.09803921568628,1610612747,94,75,2022-01-16T03:37:58Z,3910000,-25.0,268.0,1,right,MISS T. Horton-Tucker 26' 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Missed,,26.9,,,,,,,,,,,,
393,PT03M18.00S,2022-01-16T03:37:56.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,94,75,2022-01-16T03:37:58Z,3920000,,,0,,N. Jokic REBOUND (Off:2 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,392.0,12.0,10.0,2.0,,,,,,,,
394,PT03M05.00S,2022-01-16T03:38:08.9Z,3,REGULAR,3pt,Jump Shot,[],1630267,18.084756898817346,95.58823529411765,1610612743,94,75,2022-01-16T03:38:14Z,3930000,-228.0,117.0,1,left,MISS F. Campazzo 25' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,Missed,,25.64,,,,,,,,,,,,
395,PT03M01.00S,2022-01-16T03:38:12.9Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,94,75,2022-01-16T03:38:14Z,3940000,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,394.0,2.0,1.0,1.0,,,,,,,,
396,PT02M53.00S,2022-01-16T03:38:21.2Z,3,REGULAR,3pt,Jump Shot,[],201566,67.09921156373193,39.950980392156865,1610612747,94,78,2022-01-16T03:38:26Z,3950000,-50.0,257.0,1,right,R. Westbrook 26' 3PT  (19 PTS) (T. Ariza 3 AST),"[201566, 2772]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,19.0,26.17,,,,,T. Ariza,2772.0,3.0,,,,,
398,PT02M30.00S,2022-01-16T03:38:43.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,7.703679369250986,48.529411764705884,1610612743,96,78,2022-01-16T03:38:47Z,3970000,7.0,20.0,1,left,Z. Nnaji DUNK (4 PTS) (N. Jokic 13 AST),"[1630192, 203999]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,Made,4.0,2.12,,,,,N. Jokic,203999.0,13.0,,,,,
400,PT02M11.00S,2022-01-16T03:39:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.5407358738502,45.83333333333333,1610612747,96,78,2022-01-16T03:39:06Z,3990000,-21.0,27.0,1,right,MISS R. Westbrook driving finger roll Layup,[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,,,,,,Missed,,3.41,,,,,,,,,,,,
401,PT02M10.00S,2022-01-16T03:39:03.5Z,3,REGULAR,rebound,defensive,[],1630538,,,1610612743,96,78,2022-01-16T03:39:06Z,4000000,,,0,,B. Hyland REBOUND (Off:0 Def:4),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,400.0,4.0,4.0,0.0,,,,,,,,
402,PT02M07.00S,2022-01-16T03:39:08.4Z,3,REGULAR,foul,personal,['2freethrow'],201599,,,1610612743,96,78,2022-01-16T03:39:28Z,4010000,,,0,,D. Jordan shooting personal FOUL (1 PF) (Hyland 2 FT),"[201599, 1630538]",1610612747.0,LAL,shooting,,,Jordan,D. Jordan,,,,,202053.0,1.0,0.0,Hyland,1630538.0,,,,,,,,,,,,,,,
404,PT02M07.00S,2022-01-16T03:39:38.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630538,,,1610612743,97,78,2022-01-16T03:40:07Z,4030000,,,0,,B. Hyland Free Throw 1 of 2 (17 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
405,PT02M07.00S,2022-01-16T03:39:38.8Z,3,REGULAR,substitution,out,[],203999,,,1610612743,97,78,2022-01-16T03:39:54Z,4040000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
406,PT02M07.00S,2022-01-16T03:39:38.8Z,3,REGULAR,substitution,out,[],201566,,,1610612743,97,78,2022-01-16T03:39:54Z,4050000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M07.00S,2022-01-16T03:39:38.8Z,3,REGULAR,substitution,out,[],201599,,,1610612743,97,78,2022-01-16T03:39:54Z,4060000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
408,PT02M07.00S,2022-01-16T03:39:38.8Z,3,REGULAR,substitution,in,[],201145,,,1610612743,97,78,2022-01-16T03:39:54Z,4070000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
409,PT02M07.00S,2022-01-16T03:39:38.8Z,3,REGULAR,substitution,in,[],201961,,,1610612743,97,78,2022-01-16T03:39:54Z,4080000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
410,PT02M07.00S,2022-01-16T03:39:38.8Z,3,REGULAR,substitution,in,[],2544,,,1610612743,97,78,2022-01-16T03:39:54Z,4090000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
411,PT02M07.00S,2022-01-16T03:39:38.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630538,,,1610612743,98,78,2022-01-16T03:40:07Z,4100000,,,0,,B. Hyland Free Throw 2 of 2 (18 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
412,PT01M58.00S,2022-01-16T03:40:13.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630192,,,1610612747,98,78,2022-01-16T03:40:23Z,4110000,,,0,,Z. Nnaji personal FOUL (3 PF) (James 2 FT),"[1630192, 2544]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,202053.0,3.0,0.0,James,2544.0,,,,,,,,,,,,,,,
414,PT01M58.00S,2022-01-16T03:40:34.7Z,3,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,98,79,2022-01-16T03:40:52Z,4130000,,,0,,L. James Free Throw 1 of 2 (21 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,21.0,,,,,,,,,,,,,
415,PT01M58.00S,2022-01-16T03:40:34.7Z,3,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,98,79,2022-01-16T03:40:52Z,4140000,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Missed,,,,,,,,,,,,,,
416,PT01M56.00S,2022-01-16T03:40:36.7Z,3,REGULAR,rebound,defensive,[],1630192,,,1610612743,98,79,2022-01-16T03:40:52Z,4150000,,,0,,Z. Nnaji REBOUND (Off:1 Def:3),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,415.0,4.0,3.0,1.0,,,,,,,,
417,PT01M40.00S,2022-01-16T03:41:04.1Z,3,REGULAR,3pt,Jump Shot,[],1630192,28.597240473061763,19.362745098039216,1610612743,98,79,2022-01-16T03:41:12Z,4160000,153.0,216.0,1,left,MISS Z. Nnaji 26' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,Missed,,26.51,,,,,,,,,,,,
418,PT01M35.00S,2022-01-16T03:41:09.1Z,3,REGULAR,rebound,defensive,[],201961,,,1610612747,98,79,2022-01-16T03:41:12Z,4170000,,,0,,W. Ellington REBOUND (Off:0 Def:1),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,417.0,1.0,1.0,0.0,,,,,,,,
419,PT01M27.00S,2022-01-16T03:41:16.0Z,3,REGULAR,turnover,bad pass,[],201961,,,1610612747,98,79,2022-01-16T03:41:20Z,4180000,,,0,,W. Ellington bad pass TURNOVER (1 TO),"[201961, 1630538]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,1.0,Hyland,1630538.0,,
420,PT01M27.00S,2022-01-16T03:41:16.0Z,3,REGULAR,steal,,[],1630538,,,1610612743,98,79,2022-01-16T03:41:17Z,4190000,,,0,,B. Hyland STEAL (1 STL),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
421,PT01M23.00S,2022-01-16T03:41:20.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630192,7.835085413929041,45.83333333333333,1610612743,98,79,2022-01-16T03:41:31Z,4200000,21.0,21.0,1,left,MISS Z. Nnaji running Layup - blocked,"[1630192, 2544]",1610612743.0,DEN,running,,,Nnaji,Z. Nnaji,,,,,,,,,,Missed,,2.96,,,,,,,,,,,James,2544.0
422,PT01M23.00S,2022-01-16T03:41:20.8Z,3,REGULAR,block,,[],2544,,,1610612743,98,79,2022-01-16T03:41:23Z,4210000,,,0,,L. James BLOCK (2 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
423,PT01M19.00S,2022-01-16T03:41:24.8Z,3,REGULAR,rebound,offensive,[],1628432,,,1610612743,98,79,2022-01-16T03:41:31Z,4220000,,,0,,D. Reed REBOUND (Off:1 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,421.0,3.0,2.0,1.0,,,,,,,,
424,PT01M19.00S,2022-01-16T03:41:24.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1628432,6.521024967148489,46.32352941176471,1610612743,100,79,2022-01-16T03:42:24Z,4230000,18.0,9.0,1,left,D. Reed putback Layup (8 PTS),[1628432],1610612743.0,DEN,putback,,,Reed,D. Reed,,,,,,,,,,Made,8.0,2.04,,,,,,,,,,,,
425,PT01M00.00S,2022-01-16T03:41:43.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.85479632063075,54.41176470588235,1610612747,100,79,2022-01-16T03:41:47Z,4240000,22.0,15.0,1,right,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,,,,,,Missed,,2.65,,,,,,,,,,,,
426,PT00M58.70S,2022-01-16T03:41:44.5Z,3,REGULAR,rebound,defensive,[],1628432,,,1610612743,100,79,2022-01-16T03:41:47Z,4250000,,,0,,D. Reed REBOUND (Off:1 Def:3),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,425.0,4.0,3.0,1.0,,,,,,,,
427,PT00M48.30S,2022-01-16T03:41:56.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201145,7.966491458607096,47.05882352941176,1610612743,100,79,2022-01-16T03:42:00Z,4260000,15.0,22.0,1,left,MISS J. Green cutting Layup,[201145],1610612743.0,DEN,cutting,,,Green,J. Green,,,,,,,,,,Missed,,2.68,,,,,,,,,,,,
428,PT00M46.30S,2022-01-16T03:41:58.3Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612747,100,79,2022-01-16T03:42:00Z,4270000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,427.0,1.0,1.0,0.0,,,,,,,,
429,PT00M38.20S,2022-01-16T03:42:13.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,100,79,2022-01-16T03:42:13Z,4280000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT00M33.30S,2022-01-16T03:43:49.1Z,3,REGULAR,3pt,Jump Shot,[],201961,67.49342969776609,36.76470588235294,1610612747,100,79,2022-01-16T03:43:56Z,4290000,-66.0,253.0,1,right,MISS W. Ellington 26' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,Missed,,26.16,,,,,,,,,,,,
431,PT00M30.20S,2022-01-16T03:43:52.2Z,3,REGULAR,rebound,defensive,[],1630192,,,1610612743,100,79,2022-01-16T03:43:56Z,4300000,,,0,,Z. Nnaji REBOUND (Off:1 Def:4),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,430.0,5.0,4.0,1.0,,,,,,,,
432,PT00M20.90S,2022-01-16T03:44:02.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,6.389618922470433,49.50980392156863,1610612743,102,79,2022-01-16T03:44:06Z,4310000,2.0,8.0,1,left,J. Green cutting DUNK (18 PTS) (F. Campazzo 3 AST),"[201145, 1630267]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,,,,,,Made,18.0,0.8,,,,,F. Campazzo,1630267.0,3.0,,,,,
434,PT00M03.30S,2022-01-16T03:44:25.5Z,3,REGULAR,3pt,Jump Shot,[],2544,73.01248357424441,86.51960784313727,1610612747,102,79,2022-01-16T03:44:34Z,4330000,183.0,201.0,1,right,MISS L. James 27' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,,,,,,Missed,,27.17,,,,,,,,,,,,
435,PT00M03.30S,2022-01-16T03:44:25.5Z,3,REGULAR,rebound,offensive,[],2772,,,1610612747,102,79,2022-01-16T03:44:34Z,4340000,,,0,,T. Ariza REBOUND (Off:1 Def:2),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,434.0,3.0,2.0,1.0,,,,,,,,
436,PT00M00.00S,2022-01-16T03:44:36.3Z,3,REGULAR,period,end,[],0,,,1610612747,102,79,2022-01-16T03:44:36Z,4350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT12M00.00S,2022-01-16T03:47:10.2Z,4,REGULAR,period,start,[],0,,,1610612743,102,79,2022-01-16T03:47:13Z,4360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT11M42.00S,2022-01-16T03:47:28.0Z,4,REGULAR,3pt,Jump Shot,[],201145,29.38567674113009,20.098039215686274,1610612743,105,79,2022-01-16T03:47:32Z,4370000,150.0,224.0,1,left,J. Green 26' 3PT  (21 PTS) (D. Reed 1 AST),"[201145, 1628432]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,21.0,26.91,,,,,D. Reed,1628432.0,1.0,,,,,
440,PT11M23.00S,2022-01-16T03:47:45.6Z,4,REGULAR,3pt,Jump Shot,[],2772,69.46452036793693,26.47058823529412,1610612747,105,79,2022-01-16T03:47:51Z,4390000,-118.0,235.0,1,right,MISS T. Ariza 26' 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,Missed,,26.23,,,,,,,,,,,,
441,PT11M21.00S,2022-01-16T03:47:47.6Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,105,79,2022-01-16T03:47:51Z,4400000,,,0,,B. Hyland REBOUND (Off:0 Def:5),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,440.0,5.0,5.0,0.0,,,,,,,,
442,PT11M10.00S,2022-01-16T03:47:59.3Z,4,REGULAR,3pt,Jump Shot,[],1630192,5.732588699080158,96.07843137254902,1610612743,108,79,2022-01-16T03:48:03Z,4410000,-230.0,1.0,1,left,Z. Nnaji 3PT  (7 PTS) (B. Hyland 2 AST),"[1630192, 1630538]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,Made,7.0,23.04,,,,,B. Hyland,1630538.0,2.0,,,,,
444,PT10M54.00S,2022-01-16T03:48:15.7Z,4,REGULAR,2pt,Jump Shot,[],2544,91.80354796320631,16.911764705882355,1610612747,108,79,2022-01-16T03:48:23Z,4430000,-165.0,25.0,1,right,MISS L. James 16' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,,,,,,Missed,,16.72,,,,,,,,,,,,
445,PT10M51.00S,2022-01-16T03:48:18.7Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,108,79,2022-01-16T03:48:23Z,4440000,,,0,,B. Hyland REBOUND (Off:0 Def:6),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,444.0,6.0,6.0,0.0,,,,,,,,
446,PT10M40.00S,2022-01-16T03:48:30.1Z,4,REGULAR,3pt,Jump Shot,[],1630192,5.995400788436268,97.05882352941177,1610612743,108,79,2022-01-16T03:48:34Z,4450000,-235.0,4.0,1,left,MISS Z. Nnaji 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,Missed,,23.53,,,,,,,,,,,,
447,PT10M36.00S,2022-01-16T03:48:34.1Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,108,79,2022-01-16T03:48:34Z,4460000,,,0,,L. James REBOUND (Off:1 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,446.0,8.0,7.0,1.0,,,,,,,,
448,PT10M30.00S,2022-01-16T03:48:38.8Z,4,REGULAR,turnover,lost ball,[],2544,,,1610612747,108,79,2022-01-16T03:48:42Z,4470000,,,0,,L. James lost ball TURNOVER (1 TO),"[2544, 201145]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,1.0,Green,201145.0,,
449,PT10M30.00S,2022-01-16T03:48:38.8Z,4,REGULAR,steal,,[],201145,,,1610612743,108,79,2022-01-16T03:51:32Z,4480000,,,0,,J. Green STEAL (1 STL),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
450,PT10M26.00S,2022-01-16T03:48:43.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628432,30.436925098554536,73.0392156862745,1610612743,108,79,2022-01-16T03:48:49Z,4490000,-115.0,234.0,1,left,MISS D. Reed 26' pullup 3PT,[1628432],1610612743.0,DEN,pullup,,,Reed,D. Reed,,,,,,,,,,Missed,,26.05,,,,,,,,,,,,
451,PT10M23.00S,2022-01-16T03:48:46.2Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612747,108,79,2022-01-16T03:48:49Z,4500000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,450.0,2.0,2.0,0.0,,,,,,,,
452,PT10M07.00S,2022-01-16T03:49:02.5Z,4,REGULAR,3pt,Jump Shot,[],2544,68.01905387647832,27.941176470588236,1610612747,108,79,2022-01-16T03:49:07Z,4510000,-110.0,248.0,1,right,MISS L. James 27' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,,,,,,Missed,,27.15,,,,,,,,,,,,
453,PT10M04.00S,2022-01-16T03:49:05.5Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,108,79,2022-01-16T03:49:07Z,4520000,,,0,,B. Hyland REBOUND (Off:0 Def:7),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,452.0,7.0,7.0,0.0,,,,,,,,
