actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
180,PT09M01.00S,2022-01-17T01:43:57.8Z,2,REGULAR,3pt,Jump Shot,[],203115,29.122864651773984,19.11764705882353,1610612743,36,45,2022-01-17T01:44:02Z,1750000,154.0,221.0,1,left,MISS W. Barton 26' step back 3PT,[203115],1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,
181,PT08M58.00S,2022-01-17T01:44:00.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,36,45,2022-01-17T01:44:02Z,1760000,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,180.0,6.0,4.0,2.0,,,,,,,,,,,,,
182,PT08M47.00S,2022-01-17T01:44:15.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,92.46057818659659,43.38235294117647,1610612762,36,45,2022-01-17T01:48:12Z,1770000,-33.0,18.0,1,right,MISS J. Clarkson Jump Shot,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,3.79,Missed,,,,,,,,,,,,,,,,,,
183,PT08M45.00S,2022-01-17T01:44:17.0Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,36,45,2022-01-17T01:48:12Z,1780000,,,0,,R. Gobert REBOUND (Off:3 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,182.0,7.0,4.0,3.0,,,,,,,,,,,,,
184,PT08M45.00S,2022-01-17T01:44:19.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,94.40999984741211,50.0,1610612762,36,47,2022-01-17T01:48:23Z,1790000,0.0,0.0,1,right,R. Gobert putback Layup (10 PTS),[203497],1610612762.0,UTA,putback,,,Gobert,R. Gobert,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
185,PT08M23.00S,2022-01-17T01:44:35.7Z,2,REGULAR,3pt,Jump Shot,[],1630538,25.837713534822605,86.27450980392157,1610612743,36,47,2022-01-17T01:44:41Z,1800000,-181.0,190.0,1,left,MISS B. Hyland 26' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
186,PT08M21.00S,2022-01-17T01:44:38.7Z,2,REGULAR,rebound,offensive,[],201145,,,1610612743,36,47,2022-01-17T01:44:38Z,1810000,,,0,,J. Green REBOUND (Off:1 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,185.0,3.0,2.0,1.0,,,,,,,,,,,,,
187,PT08M18.00S,2022-01-17T01:44:41.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203115,4.944152431011826,80.3921568627451,1610612743,36,47,2022-01-17T01:44:45Z,1820000,-152.0,-6.0,1,left,MISS W. Barton 15' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,15.21,Missed,,,,,,,,,,,,,,,,,,
188,PT08M15.00S,2022-01-17T01:44:44.0Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612762,36,47,2022-01-17T01:44:45Z,1830000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,
189,PT08M04.00S,2022-01-17T01:45:04.1Z,2,REGULAR,foul,offensive,[],203497,,,1610612762,36,47,2022-01-17T01:45:35Z,1840000,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 203115]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,1199.0,,,,,,,1.0,0.0,Barton,203115.0,,
201,PT08M04.00S,2022-01-17T01:45:04.1Z,2,REGULAR,turnover,offensive foul,[],203497,,,1610612762,36,47,2022-01-17T01:45:04Z,1855000,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,1199.0,1.0,,,,,,,,,,,
191,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,36,47,2022-01-17T01:45:04Z,1860000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,out,[],201145,,,1610612743,36,47,2022-01-17T01:45:04Z,1870000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,out,[],1629672,,,1610612743,36,47,2022-01-17T01:45:04Z,1880000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,out,[],203497,,,1610612743,36,47,2022-01-17T01:45:04Z,1890000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,out,[],1630235,,,1610612743,36,47,2022-01-17T01:45:04Z,1900000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,in,[],203999,,,1610612743,36,47,2022-01-17T01:45:04Z,1910000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,36,47,2022-01-17T01:45:04Z,1920000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,in,[],200752,,,1610612743,36,47,2022-01-17T01:45:04Z,1930000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,in,[],202711,,,1610612743,36,47,2022-01-17T01:45:04Z,1940000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M04.00S,2022-01-17T01:45:14.7Z,2,REGULAR,substitution,in,[],1628378,,,1610612743,36,47,2022-01-17T01:45:04Z,1950000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M54.00S,2022-01-17T01:45:38.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203115,25.969119579500656,81.61764705882352,1610612743,36,47,2022-01-17T01:45:44Z,1960000,-158.0,192.0,1,left,MISS W. Barton 24' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,
203,PT07M49.00S,2022-01-17T01:45:43.8Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,36,47,2022-01-17T01:45:44Z,1970000,,,0,,J. Clarkson REBOUND (Off:0 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,,,
204,PT07M41.00S,2022-01-17T01:45:50.6Z,2,REGULAR,3pt,Jump Shot,[],204060,73.01248357424441,83.57843137254902,1610612762,36,47,2022-01-17T01:45:55Z,1980000,168.0,201.0,1,right,MISS J. Ingles 26' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,
205,PT07M39.00S,2022-01-17T01:45:52.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,36,47,2022-01-17T01:45:55Z,1990000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,204.0,3.0,3.0,0.0,,,,,,,,,,,,,
206,PT07M28.00S,2022-01-17T01:46:08.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,36,47,2022-01-17T01:46:08Z,2000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M28.00S,2022-01-17T01:46:08.7Z,2,REGULAR,substitution,out,[],204060,,,1610612743,36,47,2022-01-17T01:46:14Z,2010000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M28.00S,2022-01-17T01:46:08.7Z,2,REGULAR,substitution,in,[],1626220,,,1610612743,36,47,2022-01-17T01:46:14Z,2020000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M15.00S,2022-01-17T01:46:37.4Z,2,REGULAR,3pt,Jump Shot,[],1628420,31.750985545335087,58.82352941176471,1610612743,36,47,2022-01-17T01:46:41Z,2030000,-44.0,246.0,1,left,MISS M. Morris 24' step back 3PT,[1628420],1610612743.0,DEN,step back,,,Morris,M. Morris,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,
210,PT07M12.00S,2022-01-17T01:46:40.4Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,36,47,2022-01-17T01:46:41Z,2040000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,
211,PT06M58.00S,2022-01-17T01:46:54.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,84.57621550591328,49.26470588235294,1610612762,36,47,2022-01-17T01:46:58Z,2050000,-4.0,92.0,1,right,MISS B. Bogdanovic 9' fadeaway Shot,[202711],1610612762.0,UTA,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,9.26,Missed,,,,,,,,,,,,,,,,,,
212,PT06M56.00S,2022-01-17T01:46:56.3Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,36,47,2022-01-17T01:46:58Z,2060000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,211.0,4.0,4.0,0.0,,,,,,,,,,,,,
213,PT06M49.00S,2022-01-17T01:47:03.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,8.886333771353483,36.51960784313725,1610612743,38,47,2022-01-17T01:47:09Z,2070000,67.0,31.0,1,left,W. Barton 7' driving floating Jump Shot (5 PTS) (N. Jokic 4 AST),"[203115, 203999]",1610612743.0,DEN,driving floating,,,Barton,W. Barton,,,,,7.42,Made,5.0,,,,,,,N. Jokic,203999.0,4.0,,,,,,,,
218,PT06M33.00S,2022-01-17T01:47:18.8Z,2,REGULAR,3pt,Jump Shot,[],202711,85.49605781865965,3.431372549019608,1610612762,38,47,2022-01-17T01:53:54Z,2120000,-233.0,84.0,1,right,MISS B. Bogdanovic 24' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,
219,PT06M28.00S,2022-01-17T01:47:23.8Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612743,38,47,2022-01-17T01:47:29Z,2130000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,
220,PT06M22.00S,2022-01-17T01:47:30.3Z,2,REGULAR,turnover,bad pass,[],1628420,,,1610612743,38,47,2022-01-17T01:47:35Z,2140000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 200752]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,1.0,,,,Gay,200752.0,,,,,,
221,PT06M22.00S,2022-01-17T01:47:30.3Z,2,REGULAR,steal,,[],200752,,,1610612762,38,47,2022-01-17T01:47:32Z,2150000,,,0,,R. Gay STEAL (1 STL),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M22.00S,2022-01-17T01:47:35.4Z,2,REGULAR,foul,personal,[],1630538,,,1610612762,38,47,2022-01-17T01:55:49Z,2160000,,,0,,B. Hyland take personal FOUL (1 PF),"[1630538, 200752]",1610612743.0,DEN,take,,,Hyland,B. Hyland,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,Gay,200752.0,,
224,PT06M06.00S,2022-01-17T01:48:09.7Z,2,REGULAR,turnover,lost ball,[],200752,,,1610612762,38,47,2022-01-17T01:48:15Z,2180000,,,0,,R. Gay lost ball TURNOVER (1 TO),"[200752, 203115]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,1.0,,,,Barton,203115.0,,,,,,
225,PT06M06.00S,2022-01-17T01:48:09.7Z,2,REGULAR,steal,,[],203115,,,1610612743,38,47,2022-01-17T01:48:11Z,2190000,,,0,,W. Barton STEAL (1 STL),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M05.00S,2022-01-17T01:48:12.8Z,2,REGULAR,foul,personal,[],203903,,,1610612743,38,47,2022-01-17T01:57:00Z,2200000,,,0,,J. Clarkson take personal FOUL (1 PF),"[203903, 203115]",1610612762.0,UTA,take,,,Clarkson,J. Clarkson,,,,,,,,,,,,1628951.0,,,,,,,1.0,0.0,Barton,203115.0,,
228,PT05M46.00S,2022-01-17T01:48:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,8.492115637319317,59.55882352941176,1610612743,40,47,2022-01-17T01:58:00Z,2220000,-48.0,27.0,1,left,N. Jokic finger roll Layup (7 PTS),[203999],1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,5.5,Made,7.0,,,,,,,,,,,,,,,,,
229,PT05M16.00S,2022-01-17T01:49:19.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,82.21090670170827,51.9607843137255,1610612762,40,49,2022-01-17T01:49:24Z,2230000,10.0,115.0,1,right,R. Gay 11' fadeaway Jump Shot (2 PTS) (D. Mitchell 2 AST),"[200752, 1628378]",1610612762.0,UTA,fadeaway,,,Gay,R. Gay,,,,,11.51,Made,2.0,,,,,,,D. Mitchell,1628378.0,2.0,,,,,,,,
238,PT05M03.00S,2022-01-17T01:49:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,8.409986859395532,39.1390931372549,1610612743,40,49,2022-01-17T01:51:09Z,2245000,54.0,27.0,1,left,MISS N. Jokic 6' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,6.05,Missed,,,,,,,,,,,,,,,,,,
240,PT05M02.00S,2022-01-17T01:49:28.8Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,40,49,2022-01-17T02:06:24Z,2248750,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,238.0,5.0,4.0,1.0,,,,,,,,,,,,,
231,PT04M59.00S,2022-01-17T01:49:36.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628420,8.09789750328515,2.941176470588235,1610612743,43,49,2022-01-17T01:50:29Z,2250000,235.0,24.0,1,left,M. Morris 3PT  (7 PTS) (N. Jokic 5 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.65,Made,7.0,,,,,,,N. Jokic,203999.0,5.0,,,,,,,,
232,PT04M42.00S,2022-01-17T01:49:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,91.93495400788436,44.11764705882353,1610612762,43,49,2022-01-17T01:52:33Z,2260000,-29.0,23.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1628378, 1630538]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,3.75,Missed,,,,,,,,,,,,,,,,,Hyland,1630538.0
233,PT04M42.00S,2022-01-17T01:49:54.2Z,2,REGULAR,block,,[],1630538,,,1610612762,43,49,2022-01-17T01:49:56Z,2270000,,,0,,B. Hyland BLOCK (1 BLK),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M40.00S,2022-01-17T01:49:56.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,43,49,2022-01-17T01:52:33Z,2280000,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,232.0,6.0,5.0,1.0,,,,,,,,,,,,,
235,PT04M34.00S,2022-01-17T01:50:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.915243101182654,53.18627450980392,1610612743,45,49,2022-01-17T01:52:58Z,2290000,-16.0,13.0,1,left,A. Gordon driving reverse Layup (14 PTS) (N. Jokic 6 AST),"[203932, 203999]",1610612743.0,DEN,driving reverse,,,Gordon,A. Gordon,,,,,2.02,Made,14.0,,,,,,,N. Jokic,203999.0,6.0,,,,,,,,
237,PT04M34.00S,2022-01-17T01:50:11.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,45,49,2022-01-17T01:50:11Z,2310000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M34.00S,2022-01-17T01:52:22.0Z,2,REGULAR,substitution,out,[],203903,,,1610612762,45,49,2022-01-17T01:52:51Z,2320000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M34.00S,2022-01-17T01:52:22.0Z,2,REGULAR,substitution,out,[],200752,,,1610612762,45,49,2022-01-17T01:52:51Z,2330000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M34.00S,2022-01-17T01:52:22.0Z,2,REGULAR,substitution,in,[],203497,,,1610612762,45,49,2022-01-17T01:52:51Z,2340000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M34.00S,2022-01-17T01:52:22.0Z,2,REGULAR,substitution,in,[],201144,,,1610612762,45,49,2022-01-17T01:52:51Z,2350000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M21.00S,2022-01-17T01:53:12.3Z,2,REGULAR,foul,personal,['2freethrow'],203999,,,1610612762,45,49,2022-01-17T01:53:19Z,2360000,,,0,,N. Jokic shooting personal FOUL (1 PF) (Gobert 2 FT),"[203999, 203497]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,,,,,,,,1199.0,,,,,,,1.0,0.0,Gobert,203497.0,,
248,PT04M21.00S,2022-01-17T01:53:37.0Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,45,49,2022-01-17T01:53:37Z,2380000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
249,PT04M21.00S,2022-01-17T01:53:37.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,45,49,2022-01-17T01:53:37Z,2390000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,
250,PT04M21.00S,2022-01-17T01:53:57.7Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,45,50,2022-01-17T01:53:57Z,2400000,,,0,,R. Gobert Free Throw 2 of 2 (11 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
251,PT04M06.00S,2022-01-17T01:54:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.492115637319317,49.754901960784316,1610612743,47,50,2022-01-17T01:54:27Z,2410000,1.0,27.0,1,left,N. Jokic driving Layup (9 PTS) (W. Barton 2 AST),"[203999, 203115]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,2.73,Made,9.0,,,,,,,W. Barton,203115.0,2.0,,,,,,,,
253,PT04M06.00S,2022-01-17T01:54:26.1Z,2,REGULAR,foul,personal,['1freethrow'],203497,,,1610612743,47,50,2022-01-17T01:54:42Z,2430000,,,0,,R. Gobert shooting personal FOUL (2 PF) (Jokic 1 FT),"[203497, 203999]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,,1204.0,,,,,,,2.0,0.0,Jokic,203999.0,,
255,PT04M06.00S,2022-01-17T01:54:47.4Z,2,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,48,50,2022-01-17T01:54:47Z,2450000,,,0,,N. Jokic Free Throw 1 of 1 (10 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
256,PT03M52.00S,2022-01-17T01:55:03.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,85.75886990801577,50.98039215686274,1610612762,48,52,2022-01-17T01:55:14Z,2460000,5.0,81.0,1,right,D. Mitchell 8' driving floating Jump Shot (6 PTS) (B. Bogdanovic 3 AST),"[1628378, 202711]",1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,8.15,Made,6.0,,,,,,,B. Bogdanovic,202711.0,3.0,,,,,,,,
258,PT03M41.00S,2022-01-17T01:55:13.5Z,2,REGULAR,3pt,Jump Shot,[],203999,32.14520367936925,35.53921568627451,1610612743,51,52,2022-01-17T01:55:19Z,2480000,72.0,250.0,1,left,N. Jokic 26' 3PT  (13 PTS) (W. Barton 3 AST),"[203999, 203115]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.0,Made,13.0,,,,,,,W. Barton,203115.0,3.0,,,,,,,,
260,PT03M25.00S,2022-01-17T01:55:29.7Z,2,REGULAR,3pt,Jump Shot,[],1626220,67.36202365308804,26.225490196078432,1610612762,51,55,2022-01-17T01:55:33Z,2500000,-119.0,254.0,1,right,R. O'Neale 28' 3PT  (9 PTS) (M. Conley 5 AST),"[1626220, 201144]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,28.07,Made,9.0,,,,,,,M. Conley,201144.0,5.0,,,,,,,,
262,PT03M06.00S,2022-01-17T01:55:48.5Z,2,REGULAR,3pt,Jump Shot,[],203932,8.360709592641262,96.07843137254902,1610612743,51,55,2022-01-17T01:55:58Z,2520000,-230.0,26.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,
263,PT03M04.00S,2022-01-17T01:55:50.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,51,55,2022-01-17T01:55:58Z,2530000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,
298,PT03M04.00S,2022-01-17T01:55:59.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,51,55,2022-01-17T02:15:08Z,2535000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M53.00S,2022-01-17T01:56:10.2Z,2,REGULAR,3pt,Jump Shot,[],1628378,68.9388961892247,25.49019607843137,1610612762,51,55,2022-01-17T01:56:16Z,2540000,-123.0,239.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
265,PT02M49.00S,2022-01-17T01:56:14.2Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,51,55,2022-01-17T01:56:16Z,2550000,,,0,,M. Morris REBOUND (Off:0 Def:3),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,,,,,,
266,PT02M28.00S,2022-01-17T01:56:35.0Z,2,REGULAR,3pt,Jump Shot,[],1628420,31.750985545335087,59.55882352941176,1610612743,51,55,2022-01-17T01:56:39Z,2560000,-48.0,246.0,1,left,MISS M. Morris 25' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,
267,PT02M25.00S,2022-01-17T01:56:38.0Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,51,55,2022-01-17T01:56:39Z,2570000,,,0,,R. Gobert REBOUND (Off:3 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,266.0,8.0,5.0,3.0,,,,,,,,,,,,,
269,PT02M17.00S,2022-01-17T01:56:44.6Z,2,REGULAR,turnover,bad pass,[],203497,,,1610612762,51,55,2022-01-17T01:56:49Z,2590000,,,0,,R. Gobert bad pass TURNOVER (2 TO),"[203497, 203932]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,2.0,,,,Gordon,203932.0,,,,,,
270,PT02M17.00S,2022-01-17T01:56:44.6Z,2,REGULAR,steal,,[],203932,,,1610612743,51,55,2022-01-17T01:56:46Z,2600000,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M15.00S,2022-01-17T01:56:46.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203932,5.732588699080158,51.9607843137255,1610612743,53,55,2022-01-17T02:10:25Z,2610000,-10.0,1.0,1,left,A. Gordon driving reverse DUNK (16 PTS),[203932],1610612743.0,DEN,driving reverse,,,Gordon,A. Gordon,,,,,0.99,Made,16.0,,,,,,,,,,,,,,,,,
272,PT01M55.00S,2022-01-17T01:57:07.6Z,2,REGULAR,3pt,Jump Shot,[],1628378,69.85873850197109,76.22549019607843,1610612762,53,58,2022-01-17T01:57:12Z,2620000,131.0,231.0,1,right,D. Mitchell 26' 3PT pullup (9 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.54,Made,9.0,,,,,,,,,,,,,,,,,
