actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M23.00S,2022-01-17T01:13:11.0Z,1,REGULAR,foul,personal,[],202711,,,1610612743,4,0,2022-01-17T01:17:48Z,180000,,,0,,B. Bogdanovic take personal FOUL (1 PF),"[202711, 203999]",1610612762.0,UTA,take,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,Jokic,203999.0,,
20,PT10M06.00S,2022-01-17T01:13:45.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628420,19.004599211563733,67.64705882352942,1610612743,6,0,2022-01-17T01:13:49Z,200000,-88.0,126.0,1,left,M. Morris 15' pullup Jump Shot (2 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,15.39,Made,2.0,,,,,,,,,,,,,,,,,
21,PT09M53.00S,2022-01-17T01:13:58.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202711,92.59198423127464,57.59803921568627,1610612762,6,0,2022-01-17T01:18:04Z,210000,38.0,17.0,1,right,MISS B. Bogdanovic driving bank Hook,[202711],1610612762.0,UTA,driving bank,,,Bogdanovic,B. Bogdanovic,,,,,4.17,Missed,,,,,,,,,,,,,,,,,,
22,PT09M50.00S,2022-01-17T01:14:01.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,6,0,2022-01-17T01:14:04Z,220000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,
23,PT09M49.00S,2022-01-17T01:14:04.4Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612743,6,0,2022-01-17T01:14:14Z,230000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Gordon 2 FT),"[1628378, 203932]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,1628951.0,,,,,,,1.0,0.0,Gordon,203932.0,,
25,PT09M49.00S,2022-01-17T01:14:35.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203932,,,1610612743,7,0,2022-01-17T01:14:35Z,250000,,,0,,A. Gordon Free Throw 1 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
26,PT09M49.00S,2022-01-17T01:14:49.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203932,,,1610612743,8,0,2022-01-17T01:14:49Z,260000,,,0,,A. Gordon Free Throw 2 of 2 (2 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2022-01-17T01:15:06.0Z,1,REGULAR,3pt,Jump Shot,[],202711,69.99014454664915,25.49019607843137,1610612762,8,3,2022-01-17T01:15:11Z,270000,-123.0,230.0,1,right,B. Bogdanovic 26' 3PT  (3 PTS) (M. Conley 1 AST),"[202711, 201144]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,26.02,Made,3.0,,,,,,,M. Conley,201144.0,1.0,,,,,,,,
29,PT09M11.00S,2022-01-17T01:15:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.703679369250986,56.61764705882353,1610612743,8,3,2022-01-17T01:15:34Z,290000,-33.0,20.0,1,left,MISS A. Gordon cutting Layup,[203932],1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,3.86,Missed,,,,,,,,,,,,,,,,,,
30,PT09M07.00S,2022-01-17T01:15:31.8Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,8,3,2022-01-17T01:15:31Z,300000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,
31,PT09M07.00S,2022-01-17T01:15:31.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,5.590000152587891,50.0,1610612743,10,3,2022-01-17T01:15:31Z,310000,0.0,0.0,1,left,A. Gordon tip Layup (4 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
32,PT09M02.00S,2022-01-17T01:15:36.9Z,1,REGULAR,2pt,Jump Shot,[],1628378,80.1084099868594,21.323529411764707,1610612762,10,5,2022-01-17T01:15:49Z,320000,-143.0,134.0,1,right,D. Mitchell 19' pullup Jump Shot (2 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,19.66,Made,2.0,,,,,,,,,,,,,,,,,
33,PT08M41.00S,2022-01-17T01:15:58.4Z,1,REGULAR,2pt,Jump Shot,[],203932,22.552562417871222,43.872549019607845,1610612743,12,5,2022-01-17T01:16:02Z,330000,31.0,159.0,1,left,A. Gordon 16' pullup Jump Shot (6 PTS),[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,16.24,Made,6.0,,,,,,,,,,,,,,,,,
34,PT08M33.00S,2022-01-17T01:16:06.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.64323258869908,55.63725490196079,1610612762,12,7,2022-01-17T01:16:15Z,340000,28.0,7.0,1,right,D. Mitchell driving Layup (4 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,2.91,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M26.00S,2022-01-17T01:16:14.2Z,1,REGULAR,2pt,Jump Shot,[],203115,6.1268068331143235,25.735294117647058,1610612743,12,7,2022-01-17T01:16:19Z,350000,121.0,5.0,1,left,MISS W. Barton 12' turnaround Shot,[203115],1610612743.0,DEN,turnaround,,,Barton,W. Barton,,,,,12.14,Missed,,,,,,,,,,,,,,,,,,
36,PT08M23.00S,2022-01-17T01:16:17.2Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,12,7,2022-01-17T01:16:20Z,360000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,
37,PT08M13.00S,2022-01-17T01:16:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.49342969776609,33.82352941176471,1610612762,12,7,2022-01-17T01:16:31Z,370000,-81.0,253.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
38,PT08M09.00S,2022-01-17T01:16:30.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,7,2022-01-17T01:16:31Z,380000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,
39,PT08M05.00S,2022-01-17T01:16:34.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203932,26.888961892247043,18.627450980392158,1610612743,15,7,2022-01-17T01:16:41Z,390000,157.0,200.0,1,left,A. Gordon 25' 3PT step back (9 PTS),[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,25.44,Made,9.0,,,,,,,,,,,,,,,,,
40,PT08M04.00S,2022-01-17T01:16:41.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,15,7,2022-01-17T01:16:41Z,400000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M50.00S,2022-01-17T01:19:41.7Z,1,REGULAR,3pt,Jump Shot,[],1626220,93.38042049934296,3.9215686274509802,1610612762,15,10,2022-01-17T01:19:45Z,410000,-230.0,10.0,1,right,R. O'Neale 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[1626220, 202711]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,23.06,Made,3.0,,,,,,,B. Bogdanovic,202711.0,1.0,,,,,,,,
43,PT07M22.00S,2022-01-17T01:20:08.7Z,1,REGULAR,3pt,Jump Shot,[],1628420,6.1268068331143235,96.32352941176471,1610612743,15,10,2022-01-17T01:20:15Z,430000,-232.0,5.0,1,left,MISS M. Morris 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,
44,PT07M19.00S,2022-01-17T01:20:11.7Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,15,10,2022-01-17T01:20:15Z,440000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,
45,PT07M10.00S,2022-01-17T01:20:21.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,94.03745072273325,45.34313725490196,1610612762,15,12,2022-01-17T01:20:26Z,450000,-23.0,4.0,1,right,R. Gobert alley-oop DUNK (2 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,2.36,Made,2.0,,,,,,,M. Conley,201144.0,2.0,,,,,,,,
47,PT06M50.00S,2022-01-17T01:20:41.6Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,15,12,2022-01-17T01:20:45Z,470000,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 202711]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,1.0,,,,Bogdanovic,202711.0,,,,,,
48,PT06M50.00S,2022-01-17T01:20:41.6Z,1,REGULAR,steal,,[],202711,,,1610612762,15,12,2022-01-17T01:20:43Z,480000,,,0,,B. Bogdanovic STEAL (1 STL),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M45.00S,2022-01-17T01:20:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202711,93.77463863337714,52.69607843137255,1610612762,15,14,2022-01-17T01:20:54Z,490000,13.0,6.0,1,right,B. Bogdanovic running Layup (5 PTS),[202711],1610612762.0,UTA,running,,,Bogdanovic,B. Bogdanovic,,,,,1.48,Made,5.0,,,,,,,,,,,,,,,,,
50,PT06M39.00S,2022-01-17T01:20:52.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,29.77989487516426,24.754901960784316,1610612743,18,14,2022-01-17T01:21:05Z,500000,126.0,227.0,1,left,W. Barton 26' 3PT pullup (3 PTS) (N. Jokic 1 AST),"[203115, 203999]",1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,26.01,Made,3.0,,,,,,,N. Jokic,203999.0,1.0,,,,,,,,
52,PT06M23.00S,2022-01-17T01:21:08.0Z,1,REGULAR,3pt,Jump Shot,[],1626220,71.56701708278581,19.362745098039216,1610612762,18,14,2022-01-17T01:21:13Z,520000,-153.0,215.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
53,PT06M20.00S,2022-01-17T01:21:11.0Z,1,REGULAR,rebound,offensive,[],202711,,,1610612762,18,14,2022-01-17T01:21:13Z,530000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,
54,PT06M19.00S,2022-01-17T01:21:12.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,93.64323258869908,48.529411764705884,1610612762,18,16,2022-01-17T01:21:18Z,540000,-7.0,7.0,1,right,R. Gobert DUNK (4 PTS) (B. Bogdanovic 2 AST),"[203497, 202711]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,1.04,Made,4.0,,,,,,,B. Bogdanovic,202711.0,2.0,,,,,,,,
56,PT06M19.00S,2022-01-17T01:21:16.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,18,16,2022-01-17T01:21:16Z,560000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M19.00S,2022-01-17T01:23:32.6Z,1,REGULAR,substitution,out,[],201145,,,1610612743,18,16,2022-01-17T01:24:04Z,570000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M19.00S,2022-01-17T01:23:32.6Z,1,REGULAR,substitution,out,[],201144,,,1610612743,18,16,2022-01-17T01:24:04Z,580000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M19.00S,2022-01-17T01:23:32.6Z,1,REGULAR,substitution,out,[],203497,,,1610612743,18,16,2022-01-17T01:24:04Z,590000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M19.00S,2022-01-17T01:23:32.6Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,18,16,2022-01-17T01:24:04Z,600000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M19.00S,2022-01-17T01:23:32.6Z,1,REGULAR,substitution,in,[],204060,,,1610612743,18,16,2022-01-17T01:24:04Z,610000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M19.00S,2022-01-17T01:23:32.6Z,1,REGULAR,substitution,in,[],200752,,,1610612743,18,16,2022-01-17T01:24:04Z,620000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M00.00S,2022-01-17T01:24:22.0Z,1,REGULAR,3pt,Jump Shot,[],203999,28.597240473061763,77.69607843137256,1610612743,18,16,2022-01-17T01:24:27Z,630000,-138.0,216.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
64,PT05M58.00S,2022-01-17T01:24:24.0Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,18,16,2022-01-17T01:24:27Z,640000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,
65,PT05M51.00S,2022-01-17T01:24:30.8Z,1,REGULAR,3pt,Jump Shot,[],200752,89.04402102496715,96.32352941176471,1610612762,18,16,2022-01-17T01:24:34Z,650000,232.0,50.0,1,right,MISS R. Gay 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,
66,PT05M49.00S,2022-01-17T01:24:32.8Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,18,16,2022-01-17T01:24:34Z,660000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,
67,PT05M43.00S,2022-01-17T01:24:40.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628420,7.178055190538765,42.8921568627451,1610612743,20,16,2022-01-17T01:25:11Z,670000,36.0,15.0,1,left,M. Morris driving Layup (4 PTS),[1628420],1610612743.0,DEN,driving,,,Morris,M. Morris,,,,,3.85,Made,4.0,,,,,,,,,,,,,,,,,
68,PT05M43.00S,2022-01-17T01:24:42.9Z,1,REGULAR,violation,defensive goaltending,[],1628378,,,1610612743,20,16,2022-01-17T01:25:11Z,680000,,,0,,D. Mitchell defensive goaltending VIOLATION,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,1204.0,,,,,,,,,,,,
69,PT05M43.00S,2022-01-17T01:24:58.6Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612762,20,16,2022-01-17T01:24:58Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M32.00S,2022-01-17T01:25:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,92.9862023653088,43.872549019607845,1610612762,20,18,2022-01-17T01:25:49Z,700000,-31.0,13.0,1,right,B. Bogdanovic driving Layup (7 PTS) (D. Mitchell 1 AST),"[202711, 1628378]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,3.34,Made,7.0,,,,,,,D. Mitchell,1628378.0,1.0,,,,,,,,
72,PT05M18.00S,2022-01-17T01:25:56.3Z,1,REGULAR,3pt,Jump Shot,[],203932,26.231931668856767,15.931372549019606,1610612743,23,18,2022-01-17T01:26:00Z,720000,170.0,194.0,1,left,A. Gordon 25' 3PT  (12 PTS) (W. Barton 1 AST),"[203932, 203115]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,25.82,Made,12.0,,,,,,,W. Barton,203115.0,1.0,,,,,,,,
74,PT05M02.00S,2022-01-17T01:26:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,93.9060446780552,57.84313725490197,1610612762,23,20,2022-01-17T01:26:21Z,740000,39.0,5.0,1,right,B. Bogdanovic driving Layup (9 PTS) (J. Ingles 1 AST),"[202711, 204060]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,3.95,Made,9.0,,,,,,,J. Ingles,204060.0,1.0,,,,,,,,
76,PT04M55.00S,2022-01-17T01:26:20.3Z,1,REGULAR,3pt,Jump Shot,[],1630538,32.40801576872536,78.67647058823529,1610612743,26,20,2022-01-17T01:26:24Z,760000,-143.0,252.0,1,left,B. Hyland 29' 3PT  (3 PTS) (N. Jokic 2 AST),"[1630538, 203999]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,29.0,Made,3.0,,,,,,,N. Jokic,203999.0,2.0,,,,,,,,
78,PT04M30.00S,2022-01-17T01:26:44.8Z,1,REGULAR,3pt,Jump Shot,[],202711,93.64323258869908,97.05882352941177,1610612762,26,20,2022-01-17T01:26:49Z,780000,235.0,7.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,
79,PT04M27.00S,2022-01-17T01:26:47.8Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,26,20,2022-01-17T01:26:49Z,790000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,
80,PT04M21.00S,2022-01-17T01:26:54.0Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,26,20,2022-01-17T01:27:00Z,800000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1626220]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,1.0,,,,O'Neale,1626220.0,,,,,,
81,PT04M21.00S,2022-01-17T01:26:54.0Z,1,REGULAR,steal,,[],1626220,,,1610612762,26,20,2022-01-17T01:26:55Z,810000,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M18.00S,2022-01-17T01:26:58.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626220,93.11760840998686,44.6078431372549,1610612762,26,22,2022-01-17T01:27:05Z,820000,-27.0,12.0,1,right,R. O'Neale running reverse Layup (5 PTS),[1626220],1610612762.0,UTA,running reverse,,,O'Neale,R. O'Neale,,,,,2.96,Made,5.0,,,,,,,,,,,,,,,,,
83,PT04M18.00S,2022-01-17T01:27:00.2Z,1,REGULAR,foul,personal,['1freethrow'],203115,,,1610612762,26,22,2022-01-17T01:27:34Z,830000,,,0,,W. Barton shooting personal FOUL (1 PF) (O'Neale 1 FT),"[203115, 1626220]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,O'Neale,1626220.0,,
85,PT04M18.00S,2022-01-17T01:27:10.8Z,1,REGULAR,substitution,out,[],203115,,,1610612762,26,22,2022-01-17T01:27:56Z,850000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M18.00S,2022-01-17T01:27:10.8Z,1,REGULAR,substitution,out,[],1628420,,,1610612762,26,22,2022-01-17T01:27:56Z,860000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M18.00S,2022-01-17T01:27:10.8Z,1,REGULAR,substitution,out,[],202711,,,1610612762,26,22,2022-01-17T01:27:56Z,870000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M18.00S,2022-01-17T01:27:10.8Z,1,REGULAR,substitution,in,[],1628432,,,1610612762,26,22,2022-01-17T01:27:56Z,880000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M18.00S,2022-01-17T01:27:10.8Z,1,REGULAR,substitution,in,[],1630267,,,1610612762,26,22,2022-01-17T01:27:56Z,890000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M18.00S,2022-01-17T01:27:10.8Z,1,REGULAR,substitution,in,[],203903,,,1610612762,26,22,2022-01-17T01:27:56Z,900000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
