actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
35,PT08M24.00S,2021-11-15T01:14:50.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612757,6,2,2021-11-15T01:15:07Z,350000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,,
36,PT08M12.00S,2021-11-15T01:15:23.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203932,92.19776609724047,47.05882352941176,1610612743,6,2,2021-11-15T01:15:27Z,360000,-15.0,21.0,1,right,MISS A. Gordon alley-oop DUNK,[203932],1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,,,,,,2.55,Missed,,,,,,,,,,,,,,
37,PT08M09.00S,2021-11-15T01:15:25.2Z,1,REGULAR,rebound,offensive,[],201145,,,1610612743,6,2,2021-11-15T01:15:25Z,370000,,,0,,J. Green REBOUND (Off:2 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,36.0,4.0,2.0,2.0,,,,,,,,,,
38,PT08M02.00S,2021-11-15T01:15:32.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,92.06636005256242,45.83333333333333,1610612743,6,2,2021-11-15T01:15:41Z,380000,-21.0,22.0,1,right,MISS N. Jokic cutting finger roll Layup,[203999],1610612743.0,DEN,cutting finger roll,,,Jokic,N. Jokic,,,,,,,,,,3.03,Missed,,,,,,,,,,,,,,
39,PT08M02.00S,2021-11-15T01:15:32.3Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,6,2,2021-11-15T01:15:41Z,390000,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,,,
40,PT08M02.00S,2021-11-15T01:15:36.6Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612743,6,2,2021-11-15T01:15:50Z,400000,,,0,,N. Powell shooting personal FOUL (1 PF) (Jokic 2 FT),"[1626181, 203999]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,1830.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,,
42,PT08M02.00S,2021-11-15T01:15:56.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203999,,,1610612743,7,2,2021-11-15T01:15:56Z,420000,,,0,,N. Jokic Free Throw 1 of 2 (1 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
43,PT08M02.00S,2021-11-15T01:16:10.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203999,,,1610612743,8,2,2021-11-15T01:16:10Z,430000,,,0,,N. Jokic Free Throw 2 of 2 (2 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,
54,PT07M50.00S,2021-11-15T01:16:23.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,8,2,2021-11-15T01:19:41Z,435000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M40.00S,2021-11-15T01:16:49.2Z,1,REGULAR,3pt,Jump Shot,[],203468,32.40801576872536,40.931372549019606,1610612757,8,2,2021-11-15T01:20:34Z,440000,45.0,252.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,,,25.61,Missed,,,,,,,,,,,,,,
45,PT07M38.00S,2021-11-15T01:16:51.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,8,2,2021-11-15T01:16:53Z,450000,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,44.0,2.0,1.0,1.0,,,,,,,,,,
46,PT07M32.00S,2021-11-15T01:16:57.6Z,1,REGULAR,3pt,Jump Shot,[],1628420,73.01248357424441,81.86274509803921,1610612743,8,2,2021-11-15T01:17:01Z,460000,159.0,201.0,1,right,MISS M. Morris 25' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,25.66,Missed,,,,,,,,,,,,,,
47,PT07M29.00S,2021-11-15T01:17:00.6Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,8,2,2021-11-15T01:17:01Z,470000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,
48,PT07M20.00S,2021-11-15T01:17:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,18.610381077529567,64.4607843137255,1610612757,8,2,2021-11-15T01:17:15Z,480000,-72.0,122.0,1,left,MISS N. Powell 14' fadeaway Shot,[1626181],1610612757.0,POR,fadeaway,,,Powell,N. Powell,,,,,,,,,,14.22,Missed,,,,,,,,,,,,,,
49,PT07M17.00S,2021-11-15T01:17:12.4Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,8,2,2021-11-15T01:17:15Z,490000,,,0,,M. Morris REBOUND (Off:0 Def:3),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,,
50,PT07M04.00S,2021-11-15T01:17:25.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,93.51182654402102,49.754901960784316,1610612743,10,2,2021-11-15T01:17:31Z,500000,-1.0,8.0,1,right,A. Gordon cutting DUNK (2 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,,,,,,0.86,Made,,,,,2.0,N. Jokic,203999.0,3.0,,,,,,
52,PT07M04.00S,2021-11-15T01:17:30.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,10,2,2021-11-15T01:17:30Z,520000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M49.00S,2021-11-15T01:20:42.9Z,1,REGULAR,3pt,Jump Shot,[],203496,25.837713534822605,84.06862745098039,1610612757,10,2,2021-11-15T01:20:48Z,530000,-170.0,190.0,1,left,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,25.54,Missed,,,,,,,,,,,,,,
56,PT06M47.00S,2021-11-15T01:20:44.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,2,2021-11-15T01:20:48Z,540000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,55.0,3.0,2.0,1.0,,,,,,,,,,
57,PT06M37.00S,2021-11-15T01:20:55.5Z,1,REGULAR,3pt,Jump Shot,[],1628420,92.32917214191852,3.431372549019608,1610612743,13,2,2021-11-15T01:21:00Z,550000,-233.0,20.0,1,right,M. Morris 3PT  (7 PTS) (N. Jokic 4 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,23.36,Made,,,,,7.0,N. Jokic,203999.0,4.0,,,,,,
59,PT06M18.00S,2021-11-15T01:21:13.5Z,1,REGULAR,3pt,Jump Shot,[],203496,30.436925098554536,21.568627450980394,1610612757,13,2,2021-11-15T01:21:17Z,570000,142.0,234.0,1,left,MISS R. Covington 27' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,27.35,Missed,,,,,,,,,,,,,,
60,PT06M16.00S,2021-11-15T01:21:15.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,2,2021-11-15T01:21:17Z,580000,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,59.0,4.0,3.0,1.0,,,,,,,,,,
61,PT05M57.00S,2021-11-15T01:21:35.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,84.05059132720105,39.950980392156865,1610612743,13,2,2021-11-15T01:21:51Z,590000,-50.0,97.0,1,right,MISS M. Morris 10' driving floating Shot,[1628420],1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,,,,,,10.96,Missed,,,,,,,,,,,,,,
62,PT05M54.00S,2021-11-15T01:21:38.3Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,13,2,2021-11-15T01:21:51Z,600000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,
63,PT05M46.00S,2021-11-15T01:21:46.6Z,1,REGULAR,3pt,Jump Shot,[],1626181,13.87976346911958,95.09803921568627,1610612757,13,2,2021-11-15T01:21:53Z,610000,-225.0,78.0,1,left,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,23.86,Missed,,,,,,,,,,,,,,
64,PT05M42.00S,2021-11-15T01:21:50.3Z,1,REGULAR,rebound,offensive,[],1629014,,,1610612757,13,2,2021-11-15T01:21:50Z,620000,,,0,,A. Simons REBOUND (Off:1 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,63.0,3.0,2.0,1.0,,,,,,,,,,
65,PT05M41.00S,2021-11-15T01:21:51.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629014,6.521024967148489,57.35294117647059,1610612757,13,4,2021-11-15T01:21:58Z,630000,-37.0,9.0,1,left,A. Simons floating Jump Shot (2 PTS),[1629014],1610612757.0,POR,floating,,,Simons,A. Simons,,,,,,,,,,3.78,Made,,,,,2.0,,,,,,,,,
66,PT05M20.00S,2021-11-15T01:22:11.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,89.56964520367937,60.78431372549019,1610612743,13,4,2021-11-15T01:22:18Z,640000,54.0,46.0,1,right,MISS N. Jokic 7' driving Hook,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,,,,,,7.05,Missed,,,,,,,,,,,,,,
67,PT05M17.00S,2021-11-15T01:22:14.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,13,4,2021-11-15T01:22:18Z,650000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,
68,PT05M10.00S,2021-11-15T01:22:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,13.87976346911958,63.725490196078425,1610612757,13,4,2021-11-15T01:22:27Z,660000,-69.0,78.0,1,left,MISS A. Simons 10' fadeaway Shot,[1629014],1610612757.0,POR,fadeaway,,,Simons,A. Simons,,,,,,,,,,10.39,Missed,,,,,,,,,,,,,,
69,PT05M08.00S,2021-11-15T01:22:24.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,4,2021-11-15T01:22:27Z,670000,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,68.0,5.0,4.0,1.0,,,,,,,,,,
70,PT05M00.00S,2021-11-15T01:22:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.85479632063075,49.50980392156863,1610612743,15,4,2021-11-15T01:22:36Z,680000,-2.0,15.0,1,right,A. Gordon Layup (4 PTS) (N. Jokic 5 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,1.49,Made,,,,,4.0,N. Jokic,203999.0,5.0,,,,,,
72,PT05M00.00S,2021-11-15T01:22:34.9Z,1,REGULAR,foul,personal,['1freethrow'],203496,,,1610612743,15,4,2021-11-15T01:22:56Z,700000,,,0,,R. Covington shooting personal FOUL (1 PF) (Gordon 1 FT),"[203496, 203932]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,1204.0,1.0,0.0,Gordon,203932.0,,,,,,,,,,,,,,,,
74,PT05M00.00S,2021-11-15T01:22:46.5Z,1,REGULAR,substitution,out,[],203496,,,1610612743,15,4,2021-11-15T01:23:29Z,720000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M00.00S,2021-11-15T01:22:46.5Z,1,REGULAR,substitution,out,[],203994,,,1610612743,15,4,2021-11-15T01:23:29Z,730000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M00.00S,2021-11-15T01:22:46.5Z,1,REGULAR,substitution,in,[],1629642,,,1610612743,15,4,2021-11-15T01:23:29Z,740000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M00.00S,2021-11-15T01:22:46.5Z,1,REGULAR,substitution,in,[],203469,,,1610612743,15,4,2021-11-15T01:23:29Z,750000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M00.00S,2021-11-15T01:22:55.9Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,15,4,2021-11-15T01:24:34Z,755000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M00.00S,2021-11-15T01:22:55.9Z,1,REGULAR,substitution,in,[],1628408,,,1610612743,15,4,2021-11-15T01:24:34Z,757500,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M00.00S,2021-11-15T01:23:05.4Z,1,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,16,4,2021-11-15T01:23:05Z,760000,,,0,,A. Gordon Free Throw 1 of 1 (5 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
79,PT04M44.00S,2021-11-15T01:23:23.6Z,1,REGULAR,2pt,Jump Shot,[],203468,24.129434954007884,61.76470588235294,1610612757,16,4,2021-11-15T01:23:30Z,770000,-59.0,174.0,1,left,MISS C. McCollum 18' Jump Shot,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,18.4,Missed,,,,,,,,,,,,,,
80,PT04M38.00S,2021-11-15T01:23:29.6Z,1,REGULAR,rebound,defensive,[],1628408,,,1610612743,16,4,2021-11-15T01:23:30Z,780000,,,0,,P. Dozier REBOUND (Off:0 Def:1),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,
81,PT04M25.00S,2021-11-15T01:23:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,92.32917214191852,46.568627450980394,1610612743,18,4,2021-11-15T01:23:57Z,790000,-17.0,20.0,1,right,A. Rivers cutting Layup (2 PTS) (N. Jokic 6 AST),"[203085, 203999]",1610612743.0,DEN,cutting,,,Rivers,A. Rivers,,,,,,,,,,2.61,Made,,,,,2.0,N. Jokic,203999.0,6.0,,,,,,
83,PT04M13.00S,2021-11-15T01:23:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,8.886333771353483,56.372549019607845,1610612757,18,4,2021-11-15T01:24:03Z,810000,-32.0,31.0,1,left,MISS N. Powell driving reverse Layup,[1626181],1610612757.0,POR,driving reverse,,,Powell,N. Powell,,,,,,,,,,4.45,Missed,,,,,,,,,,,,,,
84,PT04M13.00S,2021-11-15T01:23:54.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,18,4,2021-11-15T01:24:03Z,820000,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,83.0,6.0,5.0,1.0,,,,,,,,,,
162,PT04M09.00S,2021-11-15T01:24:01.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201145,86.38304862023654,55.14705882352941,1610612743,18,4,2021-11-15T01:37:26Z,835000,26.0,75.0,1,right,MISS J. Green 7' running Layup - blocked,"[201145, 1629014]",1610612743.0,DEN,running,,,Green,J. Green,,,,,,,,,,7.98,Missed,,,,,,,,,Simons,1629014.0,,,,
