actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
284,PT03M36.00S,2021-12-16T02:57:27.9Z,2,REGULAR,substitution,in,[],1629020,,,1610612743,54,67,2021-12-16T02:57:42Z,2830000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M36.00S,2021-12-16T02:57:27.9Z,2,REGULAR,substitution,in,[],1626156,,,1610612743,54,67,2021-12-16T02:57:42Z,2840000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M36.00S,2021-12-16T02:57:48.2Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,55,67,2021-12-16T02:57:48Z,2850000,,,0,,A. Gordon Free Throw 2 of 2 (7 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
287,PT03M24.00S,2021-12-16T02:58:06.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,10.463206307490145,50.0,1610612750,55,69,2021-12-16T02:58:13Z,2860000,0.0,46.0,1,left,K. Towns turnaround Hook (10 PTS),[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,4.59,Made,10.0,,,,,,,,,,,,,,,,,
288,PT03M03.00S,2021-12-16T02:58:25.8Z,2,REGULAR,3pt,Jump Shot,[],203115,68.9388961892247,22.794117647058822,1610612743,55,69,2021-12-16T02:58:31Z,2870000,-136.0,239.0,1,right,MISS W. Barton 27' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,
289,PT03M01.00S,2021-12-16T02:58:27.8Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,55,69,2021-12-16T02:58:31Z,2880000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,288.0,2.0,2.0,0.0,,,,,,,
290,PT02M50.00S,2021-12-16T02:58:40.2Z,2,REGULAR,2pt,Jump Shot,[],1630162,25.837713534822605,24.019607843137255,1610612750,55,69,2021-12-16T02:58:55Z,2890000,130.0,190.0,1,left,MISS A. Edwards 23' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,
291,PT02M46.00S,2021-12-16T02:58:44.2Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,55,69,2021-12-16T02:58:46Z,2900000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,290.0,5.0,3.0,2.0,,,,,,,
292,PT02M44.00S,2021-12-16T02:58:45.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,29.6484888304862,29.411764705882355,1610612750,55,69,2021-12-16T02:58:50Z,2910000,103.0,226.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,
293,PT02M42.00S,2021-12-16T02:58:47.5Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,55,69,2021-12-16T02:58:50Z,2920000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,292.0,2.0,2.0,0.0,,,,,,,
294,PT02M38.00S,2021-12-16T02:58:56.5Z,2,REGULAR,turnover,out-of-bounds,[],1628420,,,1610612743,55,69,2021-12-16T02:59:15Z,2930000,,,0,,M. Morris step out-of-bounds TURNOVER (2 TO),[1628420],1610612743.0,DEN,step,,,Morris,M. Morris,,,,,,,,,,,2.0,,,,,,,203591.0,,,,,,
295,PT02M26.00S,2021-12-16T02:59:25.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,31.09395532194481,65.44117647058823,1610612750,55,72,2021-12-16T02:59:37Z,2940000,-77.0,240.0,1,left,D. Russell 25' 3PT pullup (14 PTS) (P. Beverley 6 AST),"[1626156, 201976]",1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,25.19,Made,14.0,P. Beverley,201976.0,6.0,,,,,,,,,,,,,,
296,PT02M14.00S,2021-12-16T02:59:39.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630162,,,1610612743,55,72,2021-12-16T02:59:49Z,2950000,,,0,,A. Edwards personal FOUL (2 PF) (Gordon 2 FT),"[1630162, 203932]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Gordon,203932.0,,
299,PT02M14.00S,2021-12-16T03:00:04.0Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,55,72,2021-12-16T03:00:04Z,2970000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,
300,PT02M14.00S,2021-12-16T03:00:04.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,55,72,2021-12-16T03:00:04Z,2980000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,299.0,,,,,,,,,,
301,PT02M14.00S,2021-12-16T03:00:06.8Z,2,REGULAR,substitution,out,[],203115,,,1610612743,55,72,2021-12-16T03:00:11Z,2990000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M14.00S,2021-12-16T03:00:06.8Z,2,REGULAR,substitution,in,[],1630210,,,1610612743,55,72,2021-12-16T03:00:11Z,3000000,,,0,,SUB in: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M14.00S,2021-12-16T03:00:29.7Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,56,72,2021-12-16T03:00:29Z,3010000,,,0,,A. Gordon Free Throw 2 of 2 (8 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
304,PT01M54.00S,2021-12-16T03:00:48.7Z,2,REGULAR,3pt,Jump Shot,[],1626156,31.750985545335087,33.57843137254902,1610612750,56,72,2021-12-16T03:01:11Z,3020000,82.0,246.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
305,PT01M52.00S,2021-12-16T03:00:50.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,56,72,2021-12-16T03:01:02Z,3030000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,304.0,,,,,,,,,,
306,PT01M35.00S,2021-12-16T03:01:20.5Z,2,REGULAR,3pt,Jump Shot,[],201145,91.27792378449409,2.2058823529411766,1610612743,56,72,2021-12-16T03:01:28Z,3040000,-239.0,29.0,1,right,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,24.08,Missed,,,,,,,,,,,,,,,,,,
307,PT01M29.00S,2021-12-16T03:01:26.5Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,56,72,2021-12-16T03:02:29Z,3050000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,306.0,2.0,2.0,0.0,,,,,,,
308,PT01M29.00S,2021-12-16T03:01:27.0Z,2,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612750,56,72,2021-12-16T03:01:35Z,3060000,,,0,,D. Russell bad pass out-of-bounds TURNOVER (1 TO),[1626156],1610612750.0,MIN,bad pass,,,Russell,D. Russell,,,,,,,,,,,1.0,,,,,,,203591.0,,,,,,
309,PT01M16.00S,2021-12-16T03:01:52.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,88.12417871222075,49.50980392156863,1610612743,58,72,2021-12-16T03:02:06Z,3070000,-2.0,59.0,1,right,N. Jokic driving Layup (17 PTS) (M. Morris 5 AST),"[203999, 1628420]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,5.92,Made,17.0,M. Morris,1628420.0,5.0,,,,,,,,,,,,,,
311,PT00M59.60S,2021-12-16T03:02:09.4Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,58,72,2021-12-16T03:02:14Z,3090000,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1628420]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,1.0,Morris,1628420.0,,,,,,,,,,,
312,PT00M59.60S,2021-12-16T03:02:09.4Z,2,REGULAR,steal,,[],1628420,,,1610612743,58,72,2021-12-16T03:02:11Z,3100000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M56.80S,2021-12-16T03:02:15.0Z,2,REGULAR,foul,offensive,[],1628420,,,1610612743,58,72,2021-12-16T03:02:20Z,3110000,,,0,,M. Morris offensive FOUL (1 PF),"[1628420, 1629020]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Vanderbilt,1629020.0,,
315,PT00M56.80S,2021-12-16T03:02:15.0Z,2,REGULAR,turnover,offensive foul,[],1628420,,,1610612743,58,72,2021-12-16T03:02:15Z,3130000,,,0,,M. Morris offensive foul TURNOVER (3 TO),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,3.0,,,,,,,202007.0,,,,,,
316,PT00M42.00S,2021-12-16T03:02:46.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,28.597240473061763,78.18627450980392,1610612750,58,75,2021-12-16T03:02:50Z,3140000,-141.0,216.0,1,left,K. Towns 25' 3PT  (13 PTS) (D. Russell 5 AST),"[1626157, 1626156]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.81,Made,13.0,D. Russell,1626156.0,5.0,,,,,,,,,,,,,,
318,PT00M32.50S,2021-12-16T03:03:02.8Z,2,REGULAR,3pt,Jump Shot,[],203999,67.49342969776609,57.59803921568627,1610612743,58,75,2021-12-16T03:03:08Z,3160000,38.0,253.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
319,PT00M28.40S,2021-12-16T03:03:06.9Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,58,75,2021-12-16T03:03:08Z,3170000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,318.0,3.0,3.0,0.0,,,,,,,
320,PT00M10.80S,2021-12-16T03:03:24.4Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,58,75,2021-12-16T03:03:29Z,3180000,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1630210]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,2.0,Howard,1630210.0,,,,,,,,,,,
321,PT00M10.80S,2021-12-16T03:03:24.4Z,2,REGULAR,steal,,[],1630210,,,1610612743,58,75,2021-12-16T03:03:26Z,3190000,,,0,,M. Howard STEAL (1 STL),[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M07.20S,2021-12-16T03:03:28.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630210,91.5407358738502,49.01960784313725,1610612743,58,75,2021-12-16T03:03:41Z,3200000,-5.0,27.0,1,right,MISS M. Howard running Layup - blocked,"[1630210, 1630162]",1610612743.0,DEN,running,,,Howard,M. Howard,,,,,2.74,Missed,,,,,,,,,,,,,,,,,Edwards,1630162.0
323,PT00M07.20S,2021-12-16T03:03:28.7Z,2,REGULAR,block,,[],1630162,,,1610612743,58,75,2021-12-16T03:03:32Z,3210000,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M07.20S,2021-12-16T03:03:28.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,58,75,2021-12-16T03:03:41Z,3220000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,322.0,,,,,,,,,,
325,PT00M04.60S,2021-12-16T03:03:50.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628420,84.05059132720105,97.05882352941177,1610612743,61,75,2021-12-16T03:03:58Z,3230000,235.0,97.0,1,right,M. Morris 25' 3PT step back (13 PTS) (N. Jokic 8 AST),"[1628420, 203999]",1610612743.0,DEN,step back,,,Morris,M. Morris,,,,,25.47,Made,13.0,N. Jokic,203999.0,8.0,,,,,,,,,,,,,,
327,PT00M00.50S,2021-12-16T03:04:01.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201976,23.866622864651774,89.2156862745098,1610612750,61,75,2021-12-16T03:05:32Z,3250000,-196.0,172.0,1,left,MISS P. Beverley 26' pullup 3PT,[201976],1610612750.0,MIN,pullup,,,Beverley,P. Beverley,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
328,PT00M00.50S,2021-12-16T03:04:01.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,61,75,2021-12-16T03:05:32Z,3260000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,327.0,,,,,,,,,,
329,PT00M00.00S,2021-12-16T03:04:38.6Z,2,REGULAR,period,end,[],0,,,1610612750,61,75,2021-12-16T03:04:38Z,3270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-12-16T03:19:06.7Z,3,REGULAR,substitution,out,['startperiod'],1630210,,,1610612750,61,75,2021-12-16T03:19:33Z,3280000,,,0,,SUB out: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-12-16T03:19:06.7Z,3,REGULAR,substitution,in,['startperiod'],203115,,,1610612750,61,75,2021-12-16T03:19:33Z,3290000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-12-16T03:19:26.4Z,3,REGULAR,period,start,[],0,,,1610612743,61,75,2021-12-16T03:19:34Z,3300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M47.00S,2021-12-16T03:19:38.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201145,9.149145860709593,42.8921568627451,1610612743,61,75,2021-12-16T03:19:44Z,3310000,36.0,34.0,1,left,MISS J. Green cutting Layup - blocked,"[201145, 201976]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,4.88,Missed,,,,,,,,,,,,,,,,,Beverley,201976.0
334,PT11M47.00S,2021-12-16T03:19:38.5Z,3,REGULAR,block,,[],201976,,,1610612743,61,75,2021-12-16T03:19:41Z,3320000,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M43.00S,2021-12-16T03:19:42.5Z,3,REGULAR,rebound,offensive,[],203115,,,1610612743,61,75,2021-12-16T03:19:44Z,3330000,,,0,,W. Barton REBOUND (Off:1 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,333.0,3.0,2.0,1.0,,,,,,,
336,PT11M41.00S,2021-12-16T03:19:44.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203115,4.812746386333772,95.34313725490196,1610612743,61,75,2021-12-16T03:19:49Z,3340000,-227.0,-7.0,1,left,MISS W. Barton 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,
337,PT11M38.00S,2021-12-16T03:19:48.2Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612750,61,75,2021-12-16T03:19:48Z,3350000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,336.0,6.0,4.0,2.0,,,,,,,
338,PT11M28.00S,2021-12-16T03:19:58.0Z,3,REGULAR,2pt,Jump Shot,[],1630162,90.88370565045992,33.088235294117645,1610612750,61,77,2021-12-16T03:20:06Z,3360000,-85.0,33.0,1,right,A. Edwards 9' turnaround fadeaway Jump Shot (19 PTS),[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,9.09,Made,19.0,,,,,,,,,,,,,,,,,
341,PT11M11.00S,2021-12-16T03:20:20.8Z,3,REGULAR,foul,technical,['1freethrow'],1630162,,,1610612743,61,77,2021-12-16T03:20:37Z,3390000,,,0,,A. Edwards defensive-3-second technical FOUL (1 Tech),[1630162],1610612750.0,MIN,defensive-3-second,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,202007.0,2.0,1.0,,,,
342,PT11M11.00S,2021-12-16T03:20:39.5Z,3,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,62,77,2021-12-16T03:20:39Z,3400000,,,0,,N. Jokic technical Free Throw 1 of 1 (18 PTS),[203999],1610612743.0,DEN,technical,,,Jokic,N. Jokic,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
343,PT11M03.00S,2021-12-16T03:20:56.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.280551905387648,45.34313725490196,1610612743,64,77,2021-12-16T03:21:51Z,3410000,23.0,35.0,1,left,N. Jokic turnaround Hook (20 PTS) (J. Green 1 AST),"[203999, 201145]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,4.18,Made,20.0,J. Green,201145.0,1.0,,,,,,,,,,,,,,
346,PT10M41.00S,2021-12-16T03:21:18.4Z,3,REGULAR,2pt,Jump Shot,[],1626157,93.11760840998686,31.862745098039213,1610612750,64,79,2021-12-16T03:21:26Z,3440000,-91.0,12.0,1,right,K. Towns 9' step back Jump Shot (15 PTS),[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,9.15,Made,15.0,,,,,,,,,,,,,,,,,
347,PT10M28.00S,2021-12-16T03:21:33.1Z,3,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612743,64,79,2021-12-16T03:21:50Z,3450000,,,0,,J. Vanderbilt shooting personal FOUL (2 PF) (Barton 2 FT),"[1629020, 203115]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Barton,203115.0,,
349,PT10M28.00S,2021-12-16T03:21:59.4Z,3,REGULAR,freethrow,1 of 2,[],203115,,,1610612743,65,79,2021-12-16T03:21:59Z,3470000,,,0,,W. Barton Free Throw 1 of 2 (5 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
350,PT10M28.00S,2021-12-16T03:22:13.1Z,3,REGULAR,freethrow,2 of 2,[],203115,,,1610612743,66,79,2021-12-16T03:22:13Z,3480000,,,0,,W. Barton Free Throw 2 of 2 (6 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
351,PT10M11.00S,2021-12-16T03:22:32.1Z,3,REGULAR,2pt,Jump Shot,[],1626157,82.7365308804205,29.166666666666668,1610612750,66,81,2021-12-16T03:22:38Z,3490000,-104.0,110.0,1,right,K. Towns 15' Jump Shot (17 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,15.14,Made,17.0,,,,,,,,,,,,,,,,,
352,PT09M48.00S,2021-12-16T03:22:54.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.492115637319317,42.8921568627451,1610612743,68,81,2021-12-16T03:23:05Z,3500000,36.0,27.0,1,left,N. Jokic finger roll Layup (22 PTS),[203999],1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,4.48,Made,22.0,,,,,,,,,,,,,,,,,
353,PT09M28.00S,2021-12-16T03:23:16.6Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612750,68,81,2021-12-16T03:23:31Z,3510000,,,0,,N. Jokic shooting personal FOUL (2 PF) (Towns 2 FT),"[203999, 1626157]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Towns,1626157.0,,
355,PT09M28.00S,2021-12-16T03:23:49.2Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,68,82,2021-12-16T03:23:49Z,3530000,,,0,,K. Towns Free Throw 1 of 2 (18 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
356,PT09M28.00S,2021-12-16T03:24:07.7Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,68,83,2021-12-16T03:24:07Z,3540000,,,0,,K. Towns Free Throw 2 of 2 (19 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
357,PT09M17.00S,2021-12-16T03:24:20.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203115,9.806176084099869,39.46078431372549,1610612743,70,83,2021-12-16T03:24:26Z,3550000,53.0,40.0,1,left,W. Barton 6' driving Layup (8 PTS),[203115],1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,6.6,Made,8.0,,,,,,,,,,,,,,,,,
358,PT09M16.00S,2021-12-16T03:24:30.2Z,3,REGULAR,stoppage,other,[],0,,,1610612750,70,83,2021-12-16T03:24:30Z,3560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT08M57.00S,2021-12-16T03:24:55.3Z,3,REGULAR,foul,offensive,[],1626157,,,1610612750,70,83,2021-12-16T03:25:08Z,3570000,,,0,,K. Towns charge offensive FOUL (1 PF),"[1626157, 201145]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Green,201145.0,,
361,PT08M57.00S,2021-12-16T03:24:55.3Z,3,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,70,83,2021-12-16T03:24:55Z,3590000,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,1.0,,,,,,,202007.0,,,,,,
362,PT08M45.00S,2021-12-16T03:25:21.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201145,8.360709592641262,40.44117647058824,1610612743,72,83,2021-12-16T03:25:27Z,3600000,48.0,26.0,1,left,J. Green cutting DUNK (6 PTS) (W. Barton 2 AST),"[201145, 203115]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,5.45,Made,6.0,W. Barton,203115.0,2.0,,,,,,,,,,,,,,
364,PT08M29.00S,2021-12-16T03:25:39.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,88.51839684625493,58.08823529411765,1610612750,72,85,2021-12-16T03:25:50Z,3620000,40.0,55.0,1,right,K. Towns 6' driving Layup (21 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,6.86,Made,21.0,,,,,,,,,,,,,,,,,
365,PT08M29.00S,2021-12-16T03:25:45.6Z,3,REGULAR,foul,personal,['1freethrow'],201145,,,1610612750,72,85,2021-12-16T03:25:58Z,3630000,,,0,,J. Green shooting personal FOUL (3 PF) (Towns 1 FT),"[201145, 1626157]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,202007.0,3.0,0.0,Towns,1626157.0,,
367,PT08M29.00S,2021-12-16T03:26:23.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,72,85,2021-12-16T04:01:28Z,3650000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT08M29.00S,2021-12-16T03:26:27.3Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612750,72,85,2021-12-16T03:29:39Z,3660000,,,0,,,[],1610612743.0,DEN,stands,,,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,
369,PT08M29.00S,2021-12-16T03:29:19.6Z,3,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,72,86,2021-12-16T03:29:19Z,3670000,,,0,,K. Towns Free Throw 1 of 1 (22 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
370,PT08M16.00S,2021-12-16T03:29:36.1Z,3,REGULAR,3pt,Jump Shot,[],203932,10.5946123521682,96.32352941176471,1610612743,72,86,2021-12-16T03:29:41Z,3680000,-232.0,47.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,
371,PT08M13.00S,2021-12-16T03:29:39.1Z,3,REGULAR,rebound,offensive,[],201145,,,1610612743,72,86,2021-12-16T03:30:17Z,3690000,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,370.0,1.0,0.0,1.0,,,,,,,
372,PT08M04.00S,2021-12-16T03:29:48.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,11.777266754270697,44.6078431372549,1610612743,72,86,2021-12-16T03:30:06Z,3700000,27.0,58.0,1,left,MISS N. Jokic 6' turnaround bank Hook,[203999],1610612743.0,DEN,turnaround bank,,,Jokic,N. Jokic,,,,,6.42,Missed,,,,,,,,,,,,,,,,,,
373,PT08M02.00S,2021-12-16T03:29:50.6Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,72,86,2021-12-16T03:31:27Z,3710000,,,0,,N. Jokic REBOUND (Off:1 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,372.0,8.0,7.0,1.0,,,,,,,
374,PT08M02.00S,2021-12-16T03:29:59.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,5.590000152587891,50.0,1610612743,74,86,2021-12-16T03:31:34Z,3720000,0.0,0.0,1,left,N. Jokic tip Layup (24 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,0.0,Made,24.0,,,,,,,,,,,,,,,,,
