actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
277,PT03M48.00S,2022-02-27T03:01:13.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201145,,,1610612758,52,47,2022-02-27T03:01:29Z,2740000,,,0,,J. Green shooting personal FOUL (1 PF) (Barnes 1 FT),"[201145, 203084]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Barnes,203084.0,,,,,
279,PT03M48.00S,2022-02-27T03:01:36.6Z,2,REGULAR,freethrow,1 of 1,[],203084,,,1610612758,52,48,2022-02-27T03:01:36Z,2760000,,,0,,H. Barnes Free Throw 1 of 1 (6 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
280,PT03M29.00S,2022-02-27T03:01:57.2Z,2,REGULAR,2pt,Jump Shot,[],203999,74.58935611038108,50.49019607843137,1610612743,54,48,2022-02-27T03:02:02Z,2770000,2.0,186.0,1,right,N. Jokic 18' Jump Shot (6 PTS) (M. Morris 1 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,18.64,Made,6.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,,
282,PT03M20.00S,2022-02-27T03:02:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,19.136005256241788,51.71568627450981,1610612758,54,48,2022-02-27T03:02:10Z,2790000,-9.0,127.0,1,left,MISS D. Fox 12' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,12.77,Missed,,,,,,,,,,,,,,,,,,,
283,PT03M19.00S,2022-02-27T03:02:07.2Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,54,48,2022-02-27T03:02:10Z,2800000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,282.0,1.0,1.0,0.0,,,,,,,,,,,
284,PT03M11.00S,2022-02-27T03:02:20.1Z,2,REGULAR,foul,offensive,['inpenalty'],203932,,,1610612743,54,48,2022-02-27T03:02:28Z,2810000,,,0,,A. Gordon offensive FOUL (1 PF),"[203932, 203084]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,1363.0,,1.0,0.0,Barnes,203084.0,,,,,
286,PT03M11.00S,2022-02-27T03:02:20.1Z,2,REGULAR,turnover,offensive foul,[],203932,,,1610612743,54,48,2022-02-27T03:02:20Z,2830000,,,0,,A. Gordon offensive foul TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,1363.0,1.0,,,,,,,,,
287,PT03M03.00S,2022-02-27T03:02:39.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,31.35676741130092,34.80392156862745,1610612758,54,48,2022-02-27T03:02:44Z,2840000,76.0,242.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
288,PT02M59.00S,2022-02-27T03:02:43.2Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,54,48,2022-02-27T03:02:44Z,2850000,,,0,,A. Gordon REBOUND (Off:0 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,287.0,4.0,4.0,0.0,,,,,,,,,,,
289,PT02M47.00S,2022-02-27T03:02:55.2Z,2,REGULAR,2pt,Jump Shot,[],203932,88.38699080157687,22.30392156862745,1610612743,56,48,2022-02-27T03:03:00Z,2860000,-138.0,57.0,1,right,A. Gordon 14' turnaround fadeaway Jump Shot (16 PTS) (N. Jokic 7 AST),"[203932, 203999]",1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,14.97,Made,16.0,N. Jokic,203999.0,7.0,,,,,,,,,,,,,,,
291,PT02M41.00S,2022-02-27T03:03:04.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,56,48,2022-02-27T03:03:04Z,2880000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M41.00S,2022-02-27T03:05:28.9Z,2,REGULAR,substitution,out,[],1628978,,,1610612758,56,48,2022-02-27T03:05:52Z,2890000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M41.00S,2022-02-27T03:05:28.9Z,2,REGULAR,substitution,in,[],203200,,,1610612758,56,48,2022-02-27T03:05:52Z,2900000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M33.00S,2022-02-27T03:06:06.1Z,2,REGULAR,2pt,Jump Shot,[],203087,8.886333771353483,75.24509803921569,1610612758,56,48,2022-02-27T03:06:09Z,2910000,-126.0,31.0,1,left,MISS J. Lamb 13' driving floating bank Shot,[203087],1610612758.0,SAC,driving floating bank,,,Lamb,J. Lamb,,,,,13.0,Missed,,,,,,,,,,,,,,,,,,,
295,PT02M31.00S,2022-02-27T03:06:08.1Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,56,48,2022-02-27T03:06:09Z,2920000,,,0,,J. Green REBOUND (Off:0 Def:3),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,294.0,3.0,3.0,0.0,,,,,,,,,,,
296,PT02M28.00S,2022-02-27T03:06:14.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612743,56,48,2022-02-27T03:06:20Z,2930000,,,0,,D. Fox shooting personal FOUL (2 PF) (Green 2 FT),"[1628368, 201145]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,,,,,,,,202037.0,,2.0,0.0,Green,201145.0,,,,,
298,PT02M28.00S,2022-02-27T03:07:08.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201145,,,1610612743,56,48,2022-02-27T03:07:08Z,2950000,,,0,,MISS J. Green Free Throw 1 of 2,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
299,PT02M28.00S,2022-02-27T03:07:08.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,56,48,2022-02-27T03:07:08Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,
300,PT02M28.00S,2022-02-27T03:07:25.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201145,,,1610612743,57,48,2022-02-27T03:07:25Z,2970000,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
301,PT02M15.00S,2022-02-27T03:07:40.0Z,2,REGULAR,3pt,Jump Shot,[],203200,31.750985545335087,53.18627450980392,1610612758,57,51,2022-02-27T03:07:50Z,2980000,-16.0,246.0,1,left,J. Holiday 24' 3PT  (7 PTS) (D. Fox 6 AST),"[203200, 1628368]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,24.65,Made,7.0,D. Fox,1628368.0,6.0,,,,,,,,,,,,,,,
303,PT01M50.00S,2022-02-27T03:08:04.8Z,2,REGULAR,2pt,Jump Shot,[],203999,72.88107752956637,54.41176470588235,1610612743,57,51,2022-02-27T03:08:11Z,3000000,22.0,202.0,1,right,MISS N. Jokic 20' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,20.36,Missed,,,,,,,,,,,,,,,,,,,
304,PT01M47.00S,2022-02-27T03:08:07.8Z,2,REGULAR,rebound,defensive,[],203087,,,1610612758,57,51,2022-02-27T03:08:11Z,3010000,,,0,,J. Lamb REBOUND (Off:0 Def:3),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,303.0,3.0,3.0,0.0,,,,,,,,,,,
305,PT01M39.00S,2022-02-27T03:08:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203087,6.783837056504599,45.588235294117645,1610612758,57,53,2022-02-27T03:08:22Z,3020000,22.0,11.0,1,left,J. Lamb driving finger roll Layup (5 PTS),[203087],1610612758.0,SAC,driving finger roll,,,Lamb,J. Lamb,,,,,2.48,Made,5.0,,,,,,,,,,,,,,,,,,
306,PT01M13.00S,2022-02-27T03:08:41.7Z,2,REGULAR,3pt,Jump Shot,[],203999,67.49342969776609,64.70588235294117,1610612743,57,53,2022-02-27T03:08:52Z,3030000,74.0,253.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
307,PT01M12.00S,2022-02-27T03:08:42.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,57,53,2022-02-27T03:08:52Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,
308,PT01M12.00S,2022-02-27T03:08:48.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612743,57,53,2022-02-27T03:08:58Z,3050000,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,
309,PT01M01.00S,2022-02-27T03:09:10.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203084,17.0335085413929,6.127450980392156,1610612758,57,56,2022-02-27T03:09:14Z,3060000,219.0,108.0,1,left,H. Barnes 24' 3PT  (9 PTS) (J. Holiday 1 AST),"[203084, 203200]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.44,Made,9.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,,,,
311,PT00M40.40S,2022-02-27T03:09:35.4Z,2,REGULAR,turnover,lost ball,[],1628420,,,1610612743,57,56,2022-02-27T03:09:39Z,3080000,,,0,,M. Morris lost ball TURNOVER (1 TO),"[1628420, 203087]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,1.0,,,,,Lamb,203087.0,,,
312,PT00M40.40S,2022-02-27T03:09:35.4Z,2,REGULAR,steal,,[],203087,,,1610612758,57,56,2022-02-27T03:09:36Z,3090000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M37.90S,2022-02-27T03:09:39.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201145,,,1610612758,57,56,2022-02-27T03:11:11Z,3100000,,,0,,J. Green take personal FOUL (2 PF) (Lamb 2 FT),"[201145, 203087]",1610612743.0,DEN,take,,,Green,J. Green,,,,,,,,,,,,,,,202037.0,,2.0,0.0,Lamb,203087.0,,,,,
315,PT00M37.90S,2022-02-27T03:10:07.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203087,,,1610612758,57,57,2022-02-27T03:10:07Z,3120000,,,0,,J. Lamb Free Throw 1 of 2 (6 PTS),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
316,PT00M37.90S,2022-02-27T03:10:08.0Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,57,57,2022-02-27T03:10:19Z,3130000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M37.90S,2022-02-27T03:10:08.0Z,2,REGULAR,substitution,out,[],203200,,,1610612758,57,57,2022-02-27T03:10:19Z,3140000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M37.90S,2022-02-27T03:10:08.0Z,2,REGULAR,substitution,in,[],1628978,,,1610612758,57,57,2022-02-27T03:10:19Z,3150000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M37.90S,2022-02-27T03:10:08.0Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,57,57,2022-02-27T03:10:19Z,3160000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M37.90S,2022-02-27T03:10:29.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203087,,,1610612758,57,58,2022-02-27T03:10:29Z,3170000,,,0,,J. Lamb Free Throw 2 of 2 (7 PTS),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
321,PT00M29.90S,2022-02-27T03:10:42.8Z,2,REGULAR,2pt,Jump Shot,[],1628420,71.69842312746385,51.225490196078425,1610612743,57,58,2022-02-27T03:10:48Z,3180000,6.0,214.0,1,right,MISS M. Morris 21' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,21.36,Missed,,,,,,,,,,,,,,,,,,,
322,PT00M28.50S,2022-02-27T03:10:44.2Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,57,58,2022-02-27T03:10:48Z,3190000,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,321.0,4.0,3.0,1.0,,,,,,,,,,,
323,PT00M28.50S,2022-02-27T03:10:46.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,59,58,2022-02-27T03:10:46Z,3200000,0.0,0.0,1,right,N. Jokic tip Layup (8 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,,
324,PT00M10.60S,2022-02-27T03:11:06.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,10.200394218134035,52.20588235294118,1610612758,59,58,2022-02-27T03:11:52Z,3210000,-11.0,43.0,1,left,MISS H. Barnes driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,4.48,Missed,,,,,,,,,,,,,,,,,,,
325,PT00M08.70S,2022-02-27T03:11:08.7Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,59,58,2022-02-27T03:11:26Z,3220000,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,324.0,2.0,1.0,1.0,,,,,,,,,,,
326,PT00M07.10S,2022-02-27T03:11:10.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203084,10.200394218134035,22.54901960784314,1610612758,59,58,2022-02-27T03:11:22Z,3230000,137.0,43.0,1,left,MISS H. Barnes 14' turnaround fadeaway Shot,[203084],1610612758.0,SAC,turnaround fadeaway,,,Barnes,H. Barnes,,,,,14.4,Missed,,,,,,,,,,,,,,,,,,,
327,PT00M06.10S,2022-02-27T03:11:11.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,59,58,2022-02-27T03:11:22Z,3240000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,,
328,PT00M06.10S,2022-02-27T03:11:14.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201145,,,1610612758,59,58,2022-02-27T03:11:25Z,3250000,,,0,,J. Green loose ball personal FOUL (3 PF) (Len 2 FT),"[201145, 203458]",1610612743.0,DEN,loose ball,,,Green,J. Green,,,,,,,,,,,,,,,1363.0,,3.0,0.0,Len,203458.0,,,,,
330,PT00M06.10S,2022-02-27T03:11:35.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203458,,,1610612758,59,58,2022-02-27T03:42:01Z,3275000,,,0,,MISS A. Len Free Throw 1 of 2,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Missed,,,,,,,,,,,,,,,,,,,
331,PT00M06.10S,2022-02-27T03:11:35.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,59,58,2022-02-27T03:42:01Z,3282500,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,
334,PT00M06.10S,2022-02-27T03:11:35.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203458,,,1610612758,59,59,2022-02-27T03:42:01Z,3286250,,,0,,A. Len Free Throw 2 of 2 (3 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
332,PT00M06.10S,2022-02-27T03:11:36.7Z,2,REGULAR,substitution,out,[],201145,,,1610612743,59,59,2022-02-27T03:42:01Z,3290000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M06.10S,2022-02-27T03:11:36.7Z,2,REGULAR,substitution,in,[],1627854,,,1610612743,59,59,2022-02-27T03:42:01Z,3300000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M00.10S,2022-02-27T03:12:08.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203115,66.83639947437582,46.81372549019608,1610612743,59,59,2022-02-27T03:14:08Z,3305000,-16.0,259.0,1,right,MISS W. Barton 25' turnaround fadeaway 3PT,[203115],1610612743.0,DEN,turnaround fadeaway,,,Barton,W. Barton,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
336,PT00M00.10S,2022-02-27T03:12:08.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,59,59,2022-02-27T03:14:08Z,3307500,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,
337,PT00M00.00S,2022-02-27T03:12:18.9Z,2,REGULAR,period,end,[],0,,,1610612743,59,59,2022-02-27T03:12:18Z,3340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,out,['startperiod'],1627854,,,1610612743,59,59,2022-02-27T03:27:39Z,3350000,,,0,,SUB out: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612743,59,59,2022-02-27T03:27:39Z,3360000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612743,59,59,2022-02-27T03:27:39Z,3370000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,out,['startperiod'],203458,,,1610612743,59,59,2022-02-27T03:27:39Z,3380000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,out,['startperiod'],203087,,,1610612743,59,59,2022-02-27T03:27:39Z,3390000,,,0,,SUB out: J. Lamb,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,in,['startperiod'],201145,,,1610612743,59,59,2022-02-27T03:27:39Z,3400000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612743,59,59,2022-02-27T03:27:39Z,3410000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,in,['startperiod'],203200,,,1610612743,59,59,2022-02-27T03:27:39Z,3420000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,in,['startperiod'],1628368,,,1610612743,59,59,2022-02-27T03:27:39Z,3430000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-02-27T03:27:22.7Z,3,REGULAR,substitution,in,['startperiod'],203090,,,1610612743,59,59,2022-02-27T03:27:39Z,3440000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-02-27T03:27:39.7Z,3,REGULAR,period,start,[],0,,,1610612758,59,59,2022-02-27T03:27:39Z,3450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M48.00S,2022-02-27T03:27:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203200,91.93495400788436,54.65686274509803,1610612758,59,59,2022-02-27T03:27:59Z,3460000,23.0,23.0,1,right,MISS J. Holiday Layup,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,,
350,PT11M46.00S,2022-02-27T03:27:53.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,59,59,2022-02-27T03:29:17Z,3470000,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,349.0,5.0,4.0,1.0,,,,,,,,,,,
351,PT11M44.00S,2022-02-27T03:27:58.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,18.873193166885677,5.392156862745098,1610612743,62,59,2022-02-27T03:29:06Z,3480000,223.0,125.0,1,left,M. Morris 25' 3PT  (14 PTS) (W. Barton 3 AST),"[1628420, 203115]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.56,Made,14.0,W. Barton,203115.0,3.0,,,,,,,,,,,,,,,
353,PT11M35.00S,2022-02-27T03:28:08.0Z,3,REGULAR,foul,personal,[],203999,,,1610612758,62,59,2022-02-27T03:28:30Z,3500000,,,0,,N. Jokic take personal FOUL (3 PF),"[203999, 203084]",1610612743.0,DEN,take,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1146.0,,3.0,1.0,Barnes,203084.0,,,,,
355,PT11M30.00S,2022-02-27T03:28:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,84.31340341655716,41.17647058823529,1610612758,62,59,2022-02-27T03:28:33Z,3520000,-44.0,95.0,1,right,MISS D. Fox 10' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,10.47,Missed,,,,,,,,,,,,,,,,,,,
356,PT11M27.00S,2022-02-27T03:28:31.8Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,62,59,2022-02-27T03:28:33Z,3530000,,,0,,A. Gordon REBOUND (Off:0 Def:5),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,355.0,5.0,5.0,0.0,,,,,,,,,,,
357,PT11M16.00S,2022-02-27T03:28:42.9Z,3,REGULAR,3pt,Jump Shot,[],203115,6.389618922470433,96.07843137254902,1610612743,62,59,2022-02-27T03:28:50Z,3540000,-230.0,8.0,1,left,MISS W. Barton step back 3PT,[203115],1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
358,PT11M15.00S,2022-02-27T03:28:47.4Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,62,59,2022-02-27T03:28:47Z,3550000,,,0,,N. Jokic REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,357.0,6.0,4.0,2.0,,,,,,,,,,,
359,PT11M15.00S,2022-02-27T03:28:49.9Z,3,REGULAR,foul,personal,['2freethrow'],203200,,,1610612743,62,59,2022-02-27T03:29:01Z,3560000,,,0,,J. Holiday shooting personal FOUL (3 PF) (Jokic 2 FT),"[203200, 203999]",1610612758.0,SAC,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1146.0,,3.0,0.0,Jokic,203999.0,,,,,
361,PT11M15.00S,2022-02-27T03:29:10.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,63,59,2022-02-27T03:29:10Z,3580000,,,0,,N. Jokic Free Throw 1 of 2 (9 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
362,PT11M15.00S,2022-02-27T03:29:21.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,64,59,2022-02-27T03:29:21Z,3590000,,,0,,N. Jokic Free Throw 2 of 2 (10 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
363,PT11M04.00S,2022-02-27T03:29:33.7Z,3,REGULAR,3pt,Jump Shot,[],203084,75.64060446780552,85.5392156862745,1610612758,64,59,2022-02-27T03:29:41Z,3600000,178.0,176.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
364,PT11M02.00S,2022-02-27T03:29:35.7Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,64,59,2022-02-27T03:29:41Z,3610000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,363.0,2.0,2.0,0.0,,,,,,,,,,,
365,PT10M59.00S,2022-02-27T03:29:39.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203115,9.149145860709593,43.872549019607845,1610612743,64,59,2022-02-27T03:29:54Z,3620000,31.0,34.0,1,left,MISS W. Barton running Layup,[203115],1610612743.0,DEN,running,,,Barton,W. Barton,,,,,4.54,Missed,,,,,,,,,,,,,,,,,,,
