actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
92,PT04M34.00S,2021-12-14T02:25:42.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,15,10,2021-12-14T02:25:47Z,920000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,91.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
93,PT04M29.00S,2021-12-14T02:25:46.7Z,1,REGULAR,3pt,Jump Shot,[],203932,72.09264126149803,20.34313725490196,1610612743,18,10,2021-12-14T02:25:55Z,930000,-148.0,210.0,1,right,A. Gordon 25' 3PT  (7 PTS) (M. Morris 1 AST),"[203932, 1628420]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,25.69,Made,,,,,,,,7.0,M. Morris,1628420.0,1.0,,,,,,,,
95,PT04M09.00S,2021-12-14T02:26:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202722,15.719448094612352,48.03921568627451,1610612764,18,12,2021-12-14T02:26:17Z,950000,10.0,95.0,1,left,D. Bertans 9' floating Jump Shot (2 PTS) (K. Caldwell-Pope 1 AST),"[202722, 203484]",1610612764.0,WAS,floating,,,Bertans,D. Bertans,,,,,9.58,Made,,,,,,,,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,
97,PT03M57.00S,2021-12-14T02:26:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,94.43166885676742,44.85294117647059,1610612743,20,12,2021-12-14T02:26:30Z,970000,-26.0,0.0,1,right,Z. Nnaji driving reverse Layup (2 PTS) (A. Gordon 1 AST),"[1630192, 203932]",1610612743.0,DEN,driving reverse,,,Nnaji,Z. Nnaji,,,,,2.57,Made,,,,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,,
99,PT03M39.00S,2021-12-14T02:26:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,11.645860709592641,39.21568627450981,1610612764,20,12,2021-12-14T02:26:44Z,990000,54.0,57.0,1,left,MISS R. Neto 7' turnaround Shot,[203526],1610612764.0,WAS,turnaround,,,Neto,R. Neto,,,,,7.84,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M37.00S,2021-12-14T02:26:39.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,12,2021-12-14T02:26:44Z,1000000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,99.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
101,PT03M28.00S,2021-12-14T02:26:48.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630267,89.43823915900131,60.049019607843135,1610612743,20,12,2021-12-14T02:27:10Z,1010000,50.0,47.0,1,right,MISS F. Campazzo 6' turnaround Hook,[1630267],1610612743.0,DEN,turnaround,,,Campazzo,F. Campazzo,,,,,6.86,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M26.00S,2021-12-14T02:26:50.9Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,20,12,2021-12-14T02:27:10Z,1020000,,,0,,M. Harrell REBOUND (Off:0 Def:2),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
103,PT03M25.00S,2021-12-14T02:26:53.9Z,1,REGULAR,foul,personal,[],1630267,,,1610612764,20,12,2021-12-14T02:26:58Z,1030000,,,0,,F. Campazzo take personal FOUL (1 PF),"[1630267, 203526]",1610612743.0,DEN,take,,,Campazzo,F. Campazzo,,,,,,,,,,,1628484.0,1.0,0.0,,,,,,,Neto,203526.0,,,,
105,PT03M25.00S,2021-12-14T02:27:04.6Z,1,REGULAR,substitution,out,[],1628420,,,1610612764,20,12,2021-12-14T02:27:09Z,1050000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M25.00S,2021-12-14T02:27:04.6Z,1,REGULAR,substitution,in,[],1630538,,,1610612764,20,12,2021-12-14T02:27:09Z,1060000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M25.00S,2021-12-14T02:27:04.6Z,1,REGULAR,substitution,out,[],203484,,,1610612764,20,12,2021-12-14T02:28:37Z,1065000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M25.00S,2021-12-14T02:27:04.6Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,20,12,2021-12-14T02:28:37Z,1067500,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M09.00S,2021-12-14T02:27:33.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,19.004599211563733,37.00980392156863,1610612764,20,12,2021-12-14T02:27:39Z,1070000,65.0,126.0,1,left,MISS B. Beal 14' Jump Shot,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,14.19,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M06.00S,2021-12-14T02:27:36.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,12,2021-12-14T02:27:39Z,1080000,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,107.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
109,PT03M00.00S,2021-12-14T02:27:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,84.31340341655716,46.568627450980394,1610612743,22,12,2021-12-14T02:27:52Z,1090000,-17.0,95.0,1,right,N. Jokic 9' floating Jump Shot (4 PTS) (F. Campazzo 1 AST),"[203999, 1630267]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,9.65,Made,,,,,,,,4.0,F. Campazzo,1630267.0,1.0,,,,,,,,
111,PT02M43.00S,2021-12-14T02:27:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202722,7.178055190538765,56.86274509803921,1610612764,22,12,2021-12-14T02:28:05Z,1110000,-34.0,15.0,1,left,MISS D. Bertans cutting Layup,[202722],1610612764.0,WAS,cutting,,,Bertans,D. Bertans,,,,,3.74,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M41.00S,2021-12-14T02:28:00.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,22,12,2021-12-14T02:28:05Z,1120000,,,0,,N. Jokic REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,111.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
113,PT02M30.00S,2021-12-14T02:28:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.62089356110381,50.49019607843137,1610612743,22,12,2021-12-14T02:28:56Z,1130000,2.0,36.0,1,right,MISS N. Jokic Layup,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.58,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M30.00S,2021-12-14T02:28:12.6Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,22,12,2021-12-14T02:28:56Z,1140000,,,0,,N. Jokic REBOUND (Off:1 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,113.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
115,PT02M30.00S,2021-12-14T02:28:15.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203078,,,1610612743,22,12,2021-12-14T02:28:44Z,1150000,,,0,,B. Beal personal FOUL (1 PF) (Jokic 2 FT),"[203078, 203999]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,1628484.0,1.0,1.0,,,,,,,Jokic,203999.0,,,,
117,PT02M30.00S,2021-12-14T02:28:34.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,22,12,2021-12-14T02:28:34Z,1170000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M30.00S,2021-12-14T02:30:36.7Z,1,REGULAR,substitution,out,[],203078,,,1610612743,22,12,2021-12-14T02:31:05Z,1180000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M30.00S,2021-12-14T02:30:36.7Z,1,REGULAR,substitution,in,[],203915,,,1610612743,22,12,2021-12-14T02:31:05Z,1190000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M30.00S,2021-12-14T02:31:26.1Z,1,REGULAR,substitution,out,[],1630192,,,1610612743,22,12,2021-12-14T02:31:33Z,1200000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M30.00S,2021-12-14T02:31:26.1Z,1,REGULAR,substitution,in,[],1630210,,,1610612743,22,12,2021-12-14T02:31:33Z,1210000,,,0,,SUB in: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M30.00S,2021-12-14T02:31:34.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,23,12,2021-12-14T02:31:34Z,1220000,,,0,,N. Jokic Free Throw 1 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
125,PT02M30.00S,2021-12-14T02:31:38.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,24,12,2021-12-14T02:31:38Z,1230000,,,0,,N. Jokic Free Throw 2 of 2 (6 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
126,PT02M28.00S,2021-12-14T02:31:43.9Z,1,REGULAR,foul,personal,[],1630210,,,1610612764,24,12,2021-12-14T02:32:02Z,1240000,,,0,,M. Howard take personal FOUL (1 PF),"[1630210, 203526]",1610612743.0,DEN,take,,,Howard,M. Howard,,,,,,,,,,,200833.0,1.0,0.0,,,,,,,Neto,203526.0,,,,
128,PT02M28.00S,2021-12-14T02:31:50.4Z,1,REGULAR,substitution,out,[],203999,,,1610612764,24,12,2021-12-14T02:31:56Z,1260000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M28.00S,2021-12-14T02:31:50.4Z,1,REGULAR,substitution,in,[],1630192,,,1610612764,24,12,2021-12-14T02:31:56Z,1270000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M14.00S,2021-12-14T02:32:09.6Z,1,REGULAR,3pt,Jump Shot,[],1630557,27.151773981603156,17.401960784313726,1610612764,24,15,2021-12-14T02:32:16Z,1280000,163.0,203.0,1,left,C. Kispert 26' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1630557, 203915]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,26.01,Made,,,,,,,,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,,
132,PT01M58.00S,2021-12-14T02:32:25.1Z,1,REGULAR,3pt,Jump Shot,[],1630192,67.49342969776609,42.64705882352941,1610612743,24,15,2021-12-14T02:32:33Z,1300000,-37.0,253.0,1,right,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M53.00S,2021-12-14T02:32:30.1Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,24,15,2021-12-14T02:32:33Z,1310000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
134,PT01M44.00S,2021-12-14T02:32:38.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,14.273981603153747,42.64705882352941,1610612764,24,15,2021-12-14T02:32:51Z,1320000,37.0,82.0,1,left,MISS C. Kispert 8' driving floating Shot,[1630557],1610612764.0,WAS,driving floating,,,Kispert,C. Kispert,,,,,8.96,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M41.00S,2021-12-14T02:32:42.3Z,1,REGULAR,rebound,offensive,[],1630557,,,1610612764,24,15,2021-12-14T02:32:42Z,1330000,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,134.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
136,PT01M35.00S,2021-12-14T02:32:48.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202722,10.463206307490145,51.470588235294116,1610612764,24,17,2021-12-14T02:32:58Z,1340000,-7.0,46.0,1,left,D. Bertans cutting DUNK (4 PTS) (C. Kispert 1 AST),"[202722, 1630557]",1610612764.0,WAS,cutting,,,Bertans,D. Bertans,,,,,4.65,Made,,,,,,,,4.0,C. Kispert,1630557.0,1.0,,,,,,,,
138,PT01M22.00S,2021-12-14T02:33:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.19776609724047,50.245098039215684,1610612743,26,17,2021-12-14T02:33:11Z,1360000,1.0,21.0,1,right,A. Gordon Layup (9 PTS) (F. Campazzo 2 AST),"[203932, 1630267]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,2.08,Made,,,,,,,,9.0,F. Campazzo,1630267.0,2.0,,,,,,,,
140,PT00M58.40S,2021-12-14T02:33:24.8Z,1,REGULAR,3pt,Jump Shot,[],202722,6.389618922470433,95.58823529411765,1610612764,26,20,2021-12-14T02:33:31Z,1380000,-228.0,8.0,1,left,D. Bertans 3PT  (7 PTS) (M. Harrell 2 AST),"[202722, 1626149]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,22.8,Made,,,,,,,,7.0,M. Harrell,1626149.0,2.0,,,,,,,,
142,PT00M51.10S,2021-12-14T02:33:37.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202722,,,1610612743,26,20,2021-12-14T02:33:48Z,1400000,,,0,,D. Bertans personal FOUL (1 PF) (Gordon 2 FT),"[202722, 203932]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,1146.0,1.0,0.0,,,,,,,Gordon,203932.0,,,,
144,PT00M51.10S,2021-12-14T02:34:05.3Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,26,20,2021-12-14T02:34:05Z,1420000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M51.10S,2021-12-14T02:34:05.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,26,20,2021-12-14T02:34:05Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,
146,PT00M51.10S,2021-12-14T02:34:25.6Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,27,20,2021-12-14T02:34:25Z,1440000,,,0,,A. Gordon Free Throw 2 of 2 (10 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,,,10.0,,,,,,,,,,,
147,PT00M35.80S,2021-12-14T02:34:43.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626149,13.61695137976347,47.794117647058826,1610612764,27,22,2021-12-14T02:34:55Z,1450000,11.0,75.0,1,left,M. Harrell 7' turnaround Hook (2 PTS),[1626149],1610612764.0,WAS,turnaround,,,Harrell,M. Harrell,,,,,7.63,Made,,,,,,,,2.0,,,,,,,,,,,
148,PT00M23.90S,2021-12-14T02:35:04.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630538,91.93495400788436,39.705882352941174,1610612743,29,22,2021-12-14T02:35:14Z,1460000,-51.0,23.0,1,right,B. Hyland turnaround bank Hook (2 PTS),[1630538],1610612743.0,DEN,turnaround bank,,,Hyland,B. Hyland,,,,,5.65,Made,,,,,,,,2.0,,,,,,,,,,,
149,PT00M07.30S,2021-12-14T02:35:26.5Z,1,REGULAR,foul,personal,[],1630210,,,1610612764,29,22,2021-12-14T02:35:43Z,1470000,,,0,,M. Howard personal FOUL (2 PF),"[1630210, 203526]",1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,1628484.0,2.0,0.0,,,,,,,Neto,203526.0,,,,
151,PT00M07.30S,2021-12-14T02:35:34.5Z,1,REGULAR,substitution,out,[],1630210,,,1610612764,29,22,2021-12-14T02:35:46Z,1490000,,,0,,SUB out: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M07.30S,2021-12-14T02:35:34.5Z,1,REGULAR,substitution,out,[],203932,,,1610612764,29,22,2021-12-14T02:35:46Z,1500000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M07.30S,2021-12-14T02:35:34.5Z,1,REGULAR,substitution,in,[],1628427,,,1610612764,29,22,2021-12-14T02:35:46Z,1510000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M07.30S,2021-12-14T02:35:34.5Z,1,REGULAR,substitution,in,[],1628432,,,1610612764,29,22,2021-12-14T02:35:46Z,1520000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M02.70S,2021-12-14T02:35:56.1Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612764,29,22,2021-12-14T02:36:03Z,1530000,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1630267]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,1.0,Campazzo,1630267.0,
156,PT00M02.70S,2021-12-14T02:35:56.1Z,1,REGULAR,steal,,[],1630267,,,1610612743,29,22,2021-12-14T02:35:57Z,1540000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M00.20S,2021-12-14T02:36:00.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628432,56.586727989487514,47.794117647058826,1610612743,29,22,2021-12-14T02:37:44Z,1550000,-11.0,356.0,1,right,MISS D. Reed 35' running 3PT,[1628432],1610612743.0,DEN,running,,,Reed,D. Reed,,,,,35.58,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M00.20S,2021-12-14T02:36:00.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,29,22,2021-12-14T02:37:20Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2021-12-14T02:36:21.2Z,1,REGULAR,period,end,[],0,,,1610612743,29,22,2021-12-14T02:36:21Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-14T02:38:26.0Z,2,REGULAR,substitution,out,['startperiod'],1628432,,,1610612743,29,22,2021-12-14T02:38:43Z,1580000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-12-14T02:38:26.0Z,2,REGULAR,substitution,out,['startperiod'],203526,,,1610612743,29,22,2021-12-14T02:38:43Z,1590000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-12-14T02:38:26.0Z,2,REGULAR,substitution,out,['startperiod'],202722,,,1610612743,29,22,2021-12-14T02:38:43Z,1600000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-12-14T02:38:26.0Z,2,REGULAR,substitution,in,['startperiod'],1630210,,,1610612743,29,22,2021-12-14T02:38:43Z,1610000,,,0,,SUB in: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-14T02:38:26.0Z,2,REGULAR,substitution,in,['startperiod'],1630166,,,1610612743,29,22,2021-12-14T02:38:43Z,1620000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-14T02:38:26.0Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612743,29,22,2021-12-14T02:38:43Z,1630000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-14T02:38:40.6Z,2,REGULAR,period,start,[],0,,,1610612743,29,22,2021-12-14T02:38:43Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M47.00S,2021-12-14T02:38:53.1Z,2,REGULAR,3pt,Jump Shot,[],1630210,74.58935611038108,81.37254901960785,1610612743,32,22,2021-12-14T02:38:59Z,1650000,157.0,186.0,1,right,M. Howard 24' 3PT  (3 PTS) (V. Cancar 1 AST),"[1630210, 1628427]",1610612743.0,DEN,,,,Howard,M. Howard,,,,,24.36,Made,,,,,,,,3.0,V. Cancar,1628427.0,1.0,,,,,,,,
169,PT11M33.00S,2021-12-14T02:39:11.3Z,2,REGULAR,foul,personal,[],1630192,,,1610612764,32,22,2021-12-14T02:39:25Z,1670000,,,0,,Z. Nnaji personal FOUL (1 PF),"[1630192, 1626149]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,1146.0,1.0,0.0,,,,,,,Harrell,1626149.0,,,,
171,PT11M20.00S,2021-12-14T02:39:40.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,12.959921156373195,42.40196078431372,1610612764,32,24,2021-12-14T02:39:52Z,1690000,38.0,69.0,1,left,D. Avdija 7' driving floating Jump Shot (2 PTS),[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,7.9,Made,,,,,,,,2.0,,,,,,,,,,,
173,PT10M55.00S,2021-12-14T02:40:03.8Z,2,REGULAR,3pt,Jump Shot,[],1628427,66.70499342969777,43.872549019607845,1610612743,35,24,2021-12-14T02:40:11Z,1710000,-31.0,260.0,1,right,V. Cancar 26' 3PT  (3 PTS) (F. Campazzo 3 AST),"[1628427, 1630267]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,26.23,Made,,,,,,,,3.0,F. Campazzo,1630267.0,3.0,,,,,,,,
175,PT10M33.00S,2021-12-14T02:40:26.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626149,13.091327201051248,46.32352941176471,1610612764,35,24,2021-12-14T02:40:32Z,1730000,18.0,71.0,1,left,MISS M. Harrell 7' turnaround Hook,[1626149],1610612764.0,WAS,turnaround,,,Harrell,M. Harrell,,,,,7.3,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M31.00S,2021-12-14T02:40:28.1Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,35,24,2021-12-14T02:40:32Z,1740000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
177,PT10M27.00S,2021-12-14T02:40:32.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628427,92.85479632063075,44.85294117647059,1610612743,37,24,2021-12-14T02:40:40Z,1750000,-26.0,15.0,1,right,V. Cancar running Layup (5 PTS) (F. Campazzo 4 AST),"[1628427, 1630267]",1610612743.0,DEN,running,,,Cancar,V. Cancar,,,,,2.96,Made,,,,,,,,5.0,F. Campazzo,1630267.0,4.0,,,,,,,,
179,PT10M10.00S,2021-12-14T02:40:52.1Z,2,REGULAR,foul,offensive,[],203915,,,1610612764,37,24,2021-12-14T02:41:07Z,1770000,,,0,,S. Dinwiddie offensive FOUL (2 PF),"[203915, 1628427]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,1146.0,2.0,0.0,,,,,,,Cancar,1628427.0,,,,
181,PT10M10.00S,2021-12-14T02:40:52.1Z,2,REGULAR,turnover,offensive foul,[],203915,,,1610612764,37,24,2021-12-14T02:40:52Z,1790000,,,0,,S. Dinwiddie offensive foul TURNOVER (2 TO),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,1146.0,,,,,,,,,,,2.0,,,
182,PT09M58.00S,2021-12-14T02:41:15.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,69.99014454664915,22.058823529411764,1610612743,37,24,2021-12-14T02:43:16Z,1800000,-140.0,230.0,1,right,MISS B. Hyland 26' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,,
183,PT09M55.00S,2021-12-14T02:41:18.8Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612764,37,24,2021-12-14T02:41:24Z,1810000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
184,PT09M49.00S,2021-12-14T02:41:24.4Z,2,REGULAR,3pt,Jump Shot,[],1630557,29.25427069645204,74.26470588235294,1610612764,37,24,2021-12-14T02:41:33Z,1820000,-121.0,222.0,1,left,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M47.00S,2021-12-14T02:41:26.4Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612743,37,24,2021-12-14T02:41:33Z,1830000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
