actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
18,PT09M50.00S,2021-11-20T02:12:53.0Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,8,4,2021-11-20T02:12:55Z,180000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT09M38.00S,2021-11-20T02:13:04.9Z,1,REGULAR,2pt,Jump Shot,[],203932,23.99802890932983,30.637254901960787,1610612743,10,4,2021-11-20T02:13:10Z,190000,97.0,173.0,1,left,A. Gordon 19' pullup Jump Shot (2 PTS) (W. Barton 1 AST),"[203932, 203115]",1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,19.83,Made,,,,,2.0,W. Barton,203115.0,1.0,,,,,,,,,,,
21,PT09M21.00S,2021-11-20T02:13:24.6Z,1,REGULAR,foul,personal,['2freethrow'],203115,,,1610612741,10,4,2021-11-20T02:13:35Z,210000,,,0,,W. Barton shooting personal FOUL (1 PF) (Bradley 2 FT),"[203115, 1628396]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,,,,,202053.0,1.0,0.0,Bradley,1628396.0,,,,,,
23,PT09M21.00S,2021-11-20T02:13:51.3Z,1,REGULAR,freethrow,1 of 2,[],1628396,,,1610612741,10,5,2021-11-20T02:13:51Z,230000,,,0,,T. Bradley Free Throw 1 of 2 (3 PTS),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
24,PT09M21.00S,2021-11-20T02:14:10.2Z,1,REGULAR,freethrow,2 of 2,[],1628396,,,1610612741,10,6,2021-11-20T02:14:10Z,240000,,,0,,T. Bradley Free Throw 2 of 2 (4 PTS),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
25,PT09M05.00S,2021-11-20T02:14:27.4Z,1,REGULAR,2pt,Jump Shot,[],201145,19.92444152431012,32.1078431372549,1610612743,10,6,2021-11-20T02:14:33Z,250000,89.0,135.0,1,left,MISS J. Green 16' fadeaway Shot,[201145],1610612743.0,DEN,fadeaway,,,Green,J. Green,,,,,16.18,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M03.00S,2021-11-20T02:14:29.4Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,10,6,2021-11-20T02:14:33Z,260000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT08M56.00S,2021-11-20T02:14:37.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628396,94.30026281208936,43.627450980392155,1610612741,10,8,2021-11-20T02:14:42Z,270000,-32.0,1.0,1,right,T. Bradley turnaround Hook (6 PTS) (Z. LaVine 1 AST),"[1628396, 203897]",1610612741.0,CHI,turnaround,,,Bradley,T. Bradley,,,,,3.19,Made,,,,,6.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,
29,PT08M39.00S,2021-11-20T02:14:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,9.674770039421814,40.44117647058824,1610612743,12,8,2021-11-20T02:14:57Z,290000,48.0,38.0,1,left,J. Green 6' driving finger roll Layup (2 PTS) (M. Morris 1 AST),"[201145, 1628420]",1610612743.0,DEN,driving finger roll,,,Green,J. Green,,,,,6.13,Made,,,,,2.0,M. Morris,1628420.0,1.0,,,,,,,,,,,
31,PT08M16.00S,2021-11-20T02:15:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,85.3646517739816,43.38235294117647,1610612741,12,10,2021-11-20T02:15:21Z,310000,-33.0,85.0,1,right,Z. LaVine 9' fadeaway Jump Shot (2 PTS),[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,9.13,Made,,,,,2.0,,,,,,,,,,,,,,
32,PT07M53.00S,2021-11-20T02:15:39.9Z,1,REGULAR,2pt,Jump Shot,[],203115,24.78646517739816,56.61764705882353,1610612743,12,10,2021-11-20T02:15:44Z,320000,-33.0,180.0,1,left,MISS W. Barton 18' Jump Shot,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,18.35,Missed,,,,,,,,,,,,,,,,,,,
33,PT07M51.00S,2021-11-20T02:15:41.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,12,10,2021-11-20T02:15:44Z,330000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
34,PT07M42.00S,2021-11-20T02:15:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,91.80354796320631,61.274509803921575,1610612741,12,10,2021-11-20T02:15:55Z,340000,56.0,25.0,1,right,MISS D. DeRozan 6' turnaround bank Shot,[201942],1610612741.0,CHI,turnaround bank,,,DeRozan,D. DeRozan,,,,,6.15,Missed,,,,,,,,,,,,,,,,,,,
35,PT07M40.00S,2021-11-20T02:15:53.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,12,10,2021-11-20T02:15:55Z,350000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
36,PT07M35.00S,2021-11-20T02:16:00.6Z,1,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612743,12,10,2021-11-20T02:16:09Z,360000,,,0,,T. Bradley shooting personal FOUL (1 PF) (Gordon 2 FT),"[1628396, 203932]",1610612741.0,CHI,shooting,,,Bradley,T. Bradley,,,,,,,,,,,,,,,202058.0,1.0,0.0,Gordon,203932.0,,,,,,
38,PT07M35.00S,2021-11-20T02:16:24.7Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,13,10,2021-11-20T02:16:24Z,380000,,,0,,A. Gordon Free Throw 1 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
39,PT07M35.00S,2021-11-20T02:16:26.6Z,1,REGULAR,substitution,out,[],1628396,,,1610612743,13,10,2021-11-20T02:16:32Z,390000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M35.00S,2021-11-20T02:16:26.6Z,1,REGULAR,substitution,in,[],1627884,,,1610612743,13,10,2021-11-20T02:16:32Z,400000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M35.00S,2021-11-20T02:16:48.2Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,14,10,2021-11-20T02:16:48Z,410000,,,0,,A. Gordon Free Throw 2 of 2 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
42,PT07M20.00S,2021-11-20T02:17:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,93.64323258869908,43.627450980392155,1610612741,14,10,2021-11-20T02:17:15Z,420000,-32.0,7.0,1,right,MISS D. Jones Jr. driving Layup - blocked,"[1627884, 203932]",1610612741.0,CHI,driving,,,Jones Jr.,D. Jones Jr.,,,,,3.27,Missed,,,,,,,,,,,,,,Gordon,203932.0,,,,
44,PT07M20.00S,2021-11-20T02:17:05.6Z,1,REGULAR,block,,[],203932,,,1610612741,14,10,2021-11-20T02:17:15Z,425000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M19.00S,2021-11-20T02:17:06.6Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612741,14,10,2021-11-20T02:21:36Z,430000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
66,PT07M19.00S,2021-11-20T02:17:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,90.48948751642575,52.69607843137255,1610612741,14,10,2021-11-20T02:21:21Z,435000,13.0,37.0,1,right,MISS D. Jones Jr. putback Layup - blocked,"[1627884, 203932]",1610612741.0,CHI,putback,,,Jones Jr.,D. Jones Jr.,,,,,3.93,Missed,,,,,,,,,,,,,,Gordon,203932.0,,,,
67,PT07M19.00S,2021-11-20T02:17:12.7Z,1,REGULAR,block,,[],203932,,,1610612741,14,10,2021-11-20T02:24:22Z,437500,,,0,,A. Gordon BLOCK (2 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M19.00S,2021-11-20T02:17:12.7Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,14,10,2021-11-20T02:22:16Z,438750,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
45,PT07M06.00S,2021-11-20T02:17:19.8Z,1,REGULAR,3pt,Jump Shot,[],201145,5.075558475689881,94.11764705882352,1610612743,14,10,2021-11-20T02:17:26Z,440000,-221.0,-5.0,1,left,MISS J. Green 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,22.07,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M02.00S,2021-11-20T02:17:23.8Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,14,10,2021-11-20T02:17:26Z,450000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
47,PT06M53.00S,2021-11-20T02:17:32.0Z,1,REGULAR,3pt,Jump Shot,[],1627884,94.43166885676742,2.941176470588235,1610612741,14,10,2021-11-20T02:17:37Z,460000,-235.0,0.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
48,PT06M50.00S,2021-11-20T02:17:35.0Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,14,10,2021-11-20T02:17:37Z,470000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
49,PT06M36.00S,2021-11-20T02:17:49.2Z,1,REGULAR,3pt,Jump Shot,[],203085,23.209592641261498,90.19607843137256,1610612743,14,10,2021-11-20T02:18:01Z,480000,-201.0,166.0,1,left,MISS A. Rivers 26' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
50,PT06M33.00S,2021-11-20T02:17:52.2Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,14,10,2021-11-20T02:18:01Z,490000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,49.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
51,PT06M30.00S,2021-11-20T02:17:55.2Z,1,REGULAR,turnover,bad pass,[],1628366,,,1610612741,14,10,2021-11-20T02:18:04Z,500000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1628366, 1628420]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,1.0,Morris,1628420.0,
52,PT06M30.00S,2021-11-20T02:17:55.2Z,1,REGULAR,steal,,[],1628420,,,1610612743,14,10,2021-11-20T02:17:59Z,510000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M20.00S,2021-11-20T02:18:05.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203932,6.389618922470433,47.794117647058826,1610612743,16,10,2021-11-20T02:18:10Z,520000,11.0,8.0,1,left,A. Gordon driving reverse DUNK (6 PTS) (M. Morris 2 AST),"[203932, 1628420]",1610612743.0,DEN,driving reverse,,,Gordon,A. Gordon,,,,,1.34,Made,,,,,6.0,M. Morris,1628420.0,2.0,,,,,,,,,,,
55,PT06M03.00S,2021-11-20T02:18:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,92.32917214191852,55.14705882352941,1610612741,16,10,2021-11-20T02:18:27Z,540000,26.0,20.0,1,right,MISS D. DeRozan running pullup Shot,[201942],1610612741.0,CHI,running pullup,,,DeRozan,D. DeRozan,,,,,3.23,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M01.00S,2021-11-20T02:18:24.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,16,10,2021-11-20T02:18:27Z,550000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
57,PT05M41.00S,2021-11-20T02:18:44.6Z,1,REGULAR,2pt,Jump Shot,[],203932,10.200394218134035,23.284313725490197,1610612743,18,10,2021-11-20T02:18:50Z,560000,134.0,43.0,1,left,A. Gordon 14' turnaround fadeaway Jump Shot (8 PTS),[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,14.05,Made,,,,,8.0,,,,,,,,,,,,,,
58,PT05M20.00S,2021-11-20T02:19:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,87.20433639947439,59.068627450980394,1610612741,18,10,2021-11-20T02:19:10Z,570000,45.0,68.0,1,right,MISS D. DeRozan 8' driving floating bank Shot,[201942],1610612741.0,CHI,driving floating bank,,,DeRozan,D. DeRozan,,,,,8.15,Missed,,,,,,,,,,,,,,,,,,,
59,PT05M18.00S,2021-11-20T02:19:07.6Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,18,10,2021-11-20T02:19:10Z,580000,,,0,,A. Gordon REBOUND (Off:0 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,58.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
60,PT05M14.00S,2021-11-20T02:19:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628420,8.886333771353483,45.83333333333333,1610612743,20,10,2021-11-20T02:19:17Z,590000,21.0,31.0,1,left,M. Morris running finger roll Layup (2 PTS) (A. Gordon 1 AST),"[1628420, 203932]",1610612743.0,DEN,running finger roll,,,Morris,M. Morris,,,,,3.73,Made,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,,,,,
62,PT04M59.00S,2021-11-20T02:19:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,91.93495400788436,50.49019607843137,1610612741,20,12,2021-11-20T02:19:33Z,610000,2.0,23.0,1,right,D. Jones Jr. cutting finger roll Layup (2 PTS) (A. Caruso 1 AST),"[1627884, 1627936]",1610612741.0,CHI,cutting finger roll,,,Jones Jr.,D. Jones Jr.,,,,,2.34,Made,,,,,2.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,
64,PT04M33.00S,2021-11-20T02:19:51.6Z,1,REGULAR,2pt,Jump Shot,[],1628420,24.52365308804205,72.54901960784314,1610612743,22,12,2021-11-20T02:19:56Z,630000,-113.0,178.0,1,left,M. Morris 21' pullup Jump Shot (4 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,21.07,Made,,,,,4.0,,,,,,,,,,,,,,
65,PT04M32.00S,2021-11-20T02:20:01.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,22,12,2021-11-20T02:20:01Z,640000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M32.00S,2021-11-20T02:22:19.8Z,1,REGULAR,substitution,out,[],203115,,,1610612741,22,12,2021-11-20T02:22:52Z,650000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M32.00S,2021-11-20T02:22:19.8Z,1,REGULAR,substitution,out,[],203085,,,1610612741,22,12,2021-11-20T02:22:52Z,660000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M32.00S,2021-11-20T02:22:19.8Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,22,12,2021-11-20T02:22:52Z,670000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M32.00S,2021-11-20T02:22:19.8Z,1,REGULAR,substitution,out,[],201942,,,1610612741,22,12,2021-11-20T02:22:52Z,680000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M32.00S,2021-11-20T02:22:19.8Z,1,REGULAR,substitution,in,[],1630538,,,1610612741,22,12,2021-11-20T02:22:52Z,690000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M32.00S,2021-11-20T02:22:19.8Z,1,REGULAR,substitution,in,[],1628408,,,1610612741,22,12,2021-11-20T02:22:52Z,700000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M32.00S,2021-11-20T02:22:19.8Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,22,12,2021-11-20T02:22:52Z,710000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M32.00S,2021-11-20T02:22:19.8Z,1,REGULAR,substitution,in,[],1629750,,,1610612741,22,12,2021-11-20T02:22:52Z,720000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M21.00S,2021-11-20T02:23:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,83.78777923784494,59.068627450980394,1610612741,22,14,2021-11-20T02:23:11Z,730000,45.0,100.0,1,right,Z. LaVine 10' turnaround fadeaway Jump Shot (4 PTS),[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,10.97,Made,,,,,4.0,,,,,,,,,,,,,,
78,PT03M59.00S,2021-11-20T02:23:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,6.783837056504599,55.14705882352941,1610612743,24,14,2021-11-20T02:23:34Z,740000,-26.0,11.0,1,left,A. Gordon turnaround bank Jump Shot (10 PTS) (J. Green 3 AST),"[203932, 201145]",1610612743.0,DEN,turnaround bank,,,Gordon,A. Gordon,,,,,2.81,Made,,,,,10.0,J. Green,201145.0,3.0,,,,,,,,,,,
80,PT03M48.00S,2021-11-20T02:23:39.6Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,24,14,2021-11-20T02:23:44Z,760000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 201145]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,1.0,Green,201145.0,
81,PT03M48.00S,2021-11-20T02:23:39.6Z,1,REGULAR,steal,,[],201145,,,1610612743,24,14,2021-11-20T02:23:42Z,770000,,,0,,J. Green STEAL (1 STL),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M42.00S,2021-11-20T02:23:45.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628420,27.38584099868594,65.95435049019608,1610612743,26,14,2021-11-20T02:23:59Z,780000,-80.0,205.0,1,left,M. Morris 21' Jump Shot (6 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,21.99,Made,,,,,6.0,,,,,,,,,,,,,,
83,PT03M24.00S,2021-11-20T02:24:03.0Z,1,REGULAR,3pt,Jump Shot,[],203897,71.96123521681997,17.647058823529413,1610612741,26,17,2021-11-20T02:24:09Z,790000,-162.0,211.0,1,right,Z. LaVine 26' 3PT step back (7 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,26.6,Made,,,,,7.0,,,,,,,,,,,,,,
84,PT03M06.00S,2021-11-20T02:24:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,11.645860709592641,48.03921568627451,1610612743,28,17,2021-11-20T02:24:26Z,800000,10.0,57.0,1,left,J. Green cutting Layup (4 PTS) (A. Gordon 2 AST),"[201145, 203932]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,5.78,Made,,,,,4.0,A. Gordon,203932.0,2.0,,,,,,,,,,,
86,PT02M49.00S,2021-11-20T02:24:37.5Z,1,REGULAR,3pt,Jump Shot,[],203897,69.07030223390277,66.42156862745098,1610612741,28,17,2021-11-20T02:24:50Z,820000,82.0,238.0,1,right,MISS Z. LaVine 25' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
87,PT02M37.00S,2021-11-20T02:24:49.5Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612741,28,17,2021-11-20T02:24:50Z,830000,,,0,,D. Jones Jr. REBOUND (Off:2 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,86.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
88,PT02M37.00S,2021-11-20T02:24:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,94.40999984741211,50.0,1610612741,28,19,2021-11-20T02:24:49Z,840000,0.0,0.0,1,right,D. Jones Jr. tip Layup (4 PTS),[1627884],1610612741.0,CHI,tip,,,Jones Jr.,D. Jones Jr.,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
