actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT10M29.00S,2022-01-22T02:12:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,92.32917214191852,61.029411764705884,1610612763,3,5,2022-01-22T02:12:46Z,170000,55.0,20.0,1,right,MISS J. Jackson Jr. turnaround Shot,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,5.85,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M28.00S,2022-01-22T02:12:43.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,5,2022-01-22T02:12:46Z,180000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M24.00S,2022-01-22T02:12:48.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,31.61957950065703,65.44117647058823,1610612743,6,5,2022-01-22T02:12:55Z,190000,-77.0,245.0,1,left,W. Barton 25' 3PT pullup (6 PTS) (N. Jokic 1 AST),"[203115, 203999]",1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,25.66,Made,,,,,,,6.0,N. Jokic,203999.0,1.0,,,,,,,,,
21,PT10M21.00S,2022-01-22T02:12:55.1Z,1,REGULAR,stoppage,other,[],0,,,1610612763,6,5,2022-01-22T02:13:04Z,210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2022-01-22T02:13:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,87.46714848883047,35.049019607843135,1610612763,6,7,2022-01-22T02:13:31Z,220000,-75.0,65.0,1,right,J. Morant 9' driving floating Jump Shot (4 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,9.93,Made,,,,,,,4.0,,,,,,,,,,,,
23,PT09M50.00S,2022-01-22T02:13:39.8Z,1,REGULAR,3pt,Jump Shot,[],1628420,27.020367936925098,80.3921568627451,1610612743,9,7,2022-01-22T02:13:45Z,230000,-152.0,201.0,1,left,M. Morris 25' 3PT  (3 PTS) (W. Barton 1 AST),"[1628420, 203115]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.24,Made,,,,,,,3.0,W. Barton,203115.0,1.0,,,,,,,,,
25,PT09M23.00S,2022-01-22T02:14:06.0Z,1,REGULAR,3pt,Jump Shot,[],1629630,92.59198423127464,3.431372549019608,1610612763,9,10,2022-01-22T02:14:10Z,250000,-233.0,17.0,1,right,J. Morant 3PT step back (7 PTS),[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,23.34,Made,,,,,,,7.0,,,,,,,,,,,,
26,PT09M06.00S,2022-01-22T02:14:26.5Z,1,REGULAR,foul,personal,[],1629723,,,1610612743,9,10,2022-01-22T02:14:40Z,260000,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 203932]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Gordon,203932.0,,,,
28,PT09M02.00S,2022-01-22T02:14:47.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,9,10,2022-01-22T02:14:47Z,280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT08M54.00S,2022-01-22T02:15:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,12.959921156373195,40.931372549019606,1610612743,9,10,2022-01-22T02:15:14Z,290000,45.0,69.0,1,left,MISS J. Green 8' driving floating bank Shot,[201145],1610612743.0,DEN,driving floating bank,,,Green,J. Green,,,,,8.28,Missed,,,,,,,,,,,,,,,,,,,
30,PT08M51.00S,2022-01-22T02:15:11.5Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,9,10,2022-01-22T02:15:59Z,300000,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,
31,PT08M51.00S,2022-01-22T02:15:11.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,6.258212877792378,54.65686274509803,1610612743,9,10,2022-01-22T02:17:19Z,310000,-23.0,6.0,1,left,MISS A. Gordon putback Layup - blocked,"[203932, 1628991]",1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,2.41,Missed,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,
32,PT08M51.00S,2022-01-22T02:15:11.6Z,1,REGULAR,block,,[],1628991,,,1610612743,9,10,2022-01-22T02:15:16Z,320000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M51.00S,2022-01-22T02:15:11.6Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,9,10,2022-01-22T02:15:22Z,330000,,,0,,A. Gordon REBOUND (Off:2 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,31.0,2.0,0.0,2.0,,,,,,,,,,,,,
34,PT08M43.00S,2022-01-22T02:15:20.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203932,5.590000152587891,50.0,1610612743,9,10,2022-01-22T02:16:06Z,340000,0.0,0.0,1,left,MISS A. Gordon putback Layup,[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M43.00S,2022-01-22T02:15:20.2Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,9,10,2022-01-22T02:15:35Z,350000,,,0,,A. Gordon REBOUND (Off:3 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,34.0,3.0,0.0,3.0,,,,,,,,,,,,,
36,PT08M39.00S,2022-01-22T02:15:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,5.590000152587891,50.0,1610612743,11,10,2022-01-22T02:15:24Z,360000,0.0,0.0,1,left,A. Gordon tip Layup (2 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,,
37,PT08M33.00S,2022-01-22T02:15:32.9Z,1,REGULAR,foul,personal,[],203932,,,1610612763,11,10,2022-01-22T02:22:30Z,370000,,,0,,A. Gordon personal FOUL (1 PF),"[203932, 1628991]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Jackson Jr.,1628991.0,,,,
39,PT08M29.00S,2022-01-22T02:15:53.0Z,1,REGULAR,3pt,Jump Shot,[],1628991,68.01905387647832,64.95098039215686,1610612763,11,13,2022-01-22T02:15:56Z,390000,75.0,248.0,1,right,J. Jackson Jr. 25' 3PT  (3 PTS) (J. Konchar 1 AST),"[1628991, 1629723]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.91,Made,,,,,,,3.0,J. Konchar,1629723.0,1.0,,,,,,,,,
41,PT08M16.00S,2022-01-22T02:16:05.8Z,1,REGULAR,2pt,Jump Shot,[],1628420,16.376478318002626,22.54901960784314,1610612743,11,13,2022-01-22T02:23:44Z,410000,137.0,101.0,1,left,MISS M. Morris 17' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,17.07,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M16.00S,2022-01-22T02:16:05.8Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,11,13,2022-01-22T02:16:20Z,420000,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,
43,PT08M05.00S,2022-01-22T02:16:17.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203115,6.258212877792378,43.872549019607845,1610612743,13,13,2022-01-22T02:16:30Z,430000,31.0,6.0,1,left,W. Barton cutting Layup (8 PTS) (N. Jokic 2 AST),"[203115, 203999]",1610612743.0,DEN,cutting,,,Barton,W. Barton,,,,,3.12,Made,,,,,,,8.0,N. Jokic,203999.0,2.0,,,,,,,,,
45,PT08M01.00S,2022-01-22T02:16:23.4Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,13,13,2022-01-22T02:16:36Z,450000,,,0,,J. Morant bad pass out-of-bounds TURNOVER (1 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,,,,,,,,,,,,,202026.0,,,,,1.0,,,
46,PT07M53.00S,2022-01-22T02:16:37.7Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612743,13,13,2022-01-22T02:16:47Z,460000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Gordon 2 FT),"[1628991, 203932]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Gordon,203932.0,,,,
48,PT07M53.00S,2022-01-22T02:17:12.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203932,,,1610612743,14,13,2022-01-22T02:17:12Z,480000,,,0,,A. Gordon Free Throw 1 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
49,PT07M53.00S,2022-01-22T02:17:28.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203932,,,1610612743,15,13,2022-01-22T02:17:28Z,490000,,,0,,A. Gordon Free Throw 2 of 2 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
50,PT07M38.00S,2022-01-22T02:17:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,94.95729303547962,54.65686274509803,1610612763,15,15,2022-01-22T02:17:52Z,500000,23.0,-5.0,1,right,J. Morant driving reverse Layup (9 PTS),[1629630],1610612763.0,MEM,driving reverse,,,Morant,J. Morant,,,,,2.39,Made,,,,,,,9.0,,,,,,,,,,,,
51,PT07M20.00S,2022-01-22T02:18:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,7.046649145860711,56.61764705882353,1610612743,15,15,2022-01-22T02:18:09Z,510000,-33.0,14.0,1,left,MISS M. Morris Layup - blocked,"[1628420, 1628991]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,3.58,Missed,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,
52,PT07M20.00S,2022-01-22T02:18:03.3Z,1,REGULAR,block,,[],1628991,,,1610612743,15,15,2022-01-22T02:18:05Z,520000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2022-01-22T02:18:03.3Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,15,15,2022-01-22T02:18:09Z,530000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,
54,PT07M20.00S,2022-01-22T02:18:07.6Z,1,REGULAR,foul,personal,[],1628420,,,1610612763,15,15,2022-01-22T02:19:14Z,540000,,,0,,M. Morris personal FOUL (1 PF),"[1628420, 1629723]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Konchar,1629723.0,,,,
56,PT07M20.00S,2022-01-22T02:18:21.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,15,15,2022-01-22T02:18:21Z,560000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M05.00S,2022-01-22T02:21:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.46057818659659,56.127450980392155,1610612763,15,17,2022-01-22T02:21:38Z,570000,31.0,18.0,1,right,J. Jackson Jr. driving Layup (5 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,3.57,Made,,,,,,,5.0,J. Morant,1629630.0,1.0,,,,,,,,,
59,PT06M49.00S,2022-01-22T02:21:48.7Z,1,REGULAR,turnover,bad pass,[],203115,,,1610612743,15,17,2022-01-22T02:21:55Z,590000,,,0,,W. Barton bad pass TURNOVER (1 TO),"[203115, 1630533]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1630533.0,
60,PT06M49.00S,2022-01-22T02:21:48.7Z,1,REGULAR,steal,,[],1630533,,,1610612763,15,17,2022-01-22T02:21:50Z,600000,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M46.00S,2022-01-22T02:21:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,94.03745072273325,53.92156862745098,1610612763,15,19,2022-01-22T02:21:59Z,610000,20.0,4.0,1,right,Z. Williams running finger roll Layup (2 PTS),[1630533],1610612763.0,MEM,running finger roll,,,Williams,Z. Williams,,,,,1.99,Made,,,,,,,2.0,,,,,,,,,,,,
62,PT06M35.00S,2022-01-22T02:22:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.389618922470433,54.65686274509803,1610612743,17,19,2022-01-22T02:26:42Z,620000,-23.0,8.0,1,left,J. Green cutting Layup (2 PTS) (A. Gordon 2 AST),"[201145, 203932]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,2.45,Made,,,,,,,2.0,A. Gordon,203932.0,2.0,,,,,,,,,
64,PT06M15.00S,2022-01-22T02:22:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,90.75229960578186,43.627450980392155,1610612763,17,19,2022-01-22T02:22:29Z,640000,-32.0,34.0,1,right,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 201145]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,4.69,Missed,Green,201145.0,,,,,,,,,,,,,,,,,
65,PT06M15.00S,2022-01-22T02:22:23.8Z,1,REGULAR,block,,[],201145,,,1610612763,17,19,2022-01-22T02:22:26Z,650000,,,0,,J. Green BLOCK (2 BLK),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M12.00S,2022-01-22T02:22:26.8Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,17,19,2022-01-22T02:22:29Z,660000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,
67,PT06M09.00S,2022-01-22T02:22:29.9Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,17,19,2022-01-22T02:22:34Z,670000,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1630533]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1630533.0,
68,PT06M09.00S,2022-01-22T02:22:29.9Z,1,REGULAR,steal,,[],1630533,,,1610612763,17,19,2022-01-22T02:22:32Z,680000,,,0,,Z. Williams STEAL (2 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M57.00S,2022-01-22T02:22:43.4Z,1,REGULAR,foul,personal,['2freethrow'],201145,,,1610612763,17,19,2022-01-22T02:23:02Z,690000,,,0,,J. Green shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[201145, 1628991]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Jackson Jr.,1628991.0,,,,
71,PT05M57.00S,2022-01-22T02:23:14.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628991,,,1610612763,17,19,2022-01-22T02:23:14Z,710000,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2022-01-22T02:23:14.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,17,19,2022-01-22T02:23:14Z,720000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,
73,PT05M57.00S,2022-01-22T02:23:15.6Z,1,REGULAR,substitution,out,[],201145,,,1610612763,17,19,2022-01-22T02:23:30Z,730000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2022-01-22T02:23:15.6Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,17,19,2022-01-22T02:23:30Z,740000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2022-01-22T02:23:15.6Z,1,REGULAR,substitution,in,[],1627854,,,1610612763,17,19,2022-01-22T02:23:30Z,750000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M57.00S,2022-01-22T02:23:15.6Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,17,19,2022-01-22T02:23:30Z,760000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M57.00S,2022-01-22T02:23:37.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628991,,,1610612763,17,20,2022-01-22T02:23:37Z,770000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
78,PT05M47.00S,2022-01-22T02:23:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,20.318659658344284,61.51960784313726,1610612743,17,20,2022-01-22T02:23:56Z,780000,-58.0,138.0,1,left,MISS N. Jokic 15' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,15.0,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M44.00S,2022-01-22T02:23:54.2Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,17,20,2022-01-22T02:23:56Z,790000,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,
80,PT05M27.00S,2022-01-22T02:24:11.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,90.48948751642575,59.068627450980394,1610612763,17,22,2022-01-22T02:24:16Z,800000,45.0,37.0,1,right,S. Adams turnaround Hook (2 PTS) (D. Melton 1 AST),"[203500, 1629001]",1610612763.0,MEM,turnaround,,,Adams,S. Adams,,,,,5.84,Made,,,,,,,2.0,D. Melton,1629001.0,1.0,,,,,,,,,
82,PT05M18.00S,2022-01-22T02:24:19.5Z,1,REGULAR,2pt,Jump Shot,[],1627854,23.73521681997372,28.431372549019606,1610612743,19,22,2022-01-22T02:24:23Z,820000,108.0,171.0,1,left,B. Forbes 20' pullup Jump Shot (2 PTS) (A. Gordon 3 AST),"[1627854, 203932]",1610612743.0,DEN,pullup,,,Forbes,B. Forbes,,,,,20.18,Made,,,,,,,2.0,A. Gordon,203932.0,3.0,,,,,,,,,
84,PT05M00.00S,2022-01-22T02:24:37.2Z,1,REGULAR,3pt,Jump Shot,[],1630533,90.09526938239159,97.30392156862744,1610612763,19,25,2022-01-22T02:24:43Z,840000,237.0,41.0,1,right,Z. Williams 24' 3PT  (5 PTS) (J. Morant 2 AST),"[1630533, 1629630]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,24.0,Made,,,,,,,5.0,J. Morant,1629630.0,2.0,,,,,,,,,
86,PT04M39.00S,2022-01-22T02:24:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,7.178055190538765,46.32352941176471,1610612743,21,25,2022-01-22T02:25:01Z,860000,18.0,15.0,1,left,M. Morris Layup (5 PTS) (N. Jokic 3 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,2.37,Made,,,,,,,5.0,N. Jokic,203999.0,3.0,,,,,,,,,
88,PT04M26.00S,2022-01-22T02:25:14.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,21,25,2022-01-22T02:25:15Z,880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M26.00S,2022-01-22T02:25:15.4Z,1,REGULAR,substitution,out,[],1628420,,,1610612763,21,25,2022-01-22T02:25:40Z,890000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M26.00S,2022-01-22T02:25:15.4Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,21,25,2022-01-22T02:25:40Z,900000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M26.00S,2022-01-22T02:25:15.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,21,25,2022-01-22T02:25:40Z,910000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M26.00S,2022-01-22T02:25:15.4Z,1,REGULAR,substitution,in,[],1630267,,,1610612763,21,25,2022-01-22T02:25:40Z,920000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M26.00S,2022-01-22T02:25:15.4Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,21,25,2022-01-22T02:25:40Z,930000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
