actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
542,PT10M35.00S,2021-12-24T03:51:35.9Z,4,REGULAR,foul,personal,[],1629667,,,1610612743,94,80,2021-12-24T03:52:25Z,5290000,,,0,,J. McDaniels loose ball personal FOUL (1 PF),"[1629667, 1630192]",1610612766.0,CHA,loose ball,,,McDaniels,J. McDaniels,,,,,202049.0,1.0,0.0,Nnaji,1630192.0,,,,,,,,,,,,,,,
544,PT10M21.00S,2021-12-24T03:52:05.7Z,4,REGULAR,turnover,lost ball,[],1630538,,,1610612743,94,80,2021-12-24T03:52:13Z,5310000,,,0,,B. Hyland lost ball TURNOVER (2 TO),"[1630538, 1626162]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,2.0,Oubre Jr.,1626162.0,,
545,PT10M21.00S,2021-12-24T03:52:05.7Z,4,REGULAR,steal,,[],1626162,,,1610612766,94,80,2021-12-24T03:52:10Z,5320000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
546,PT10M21.00S,2021-12-24T03:52:11.0Z,4,REGULAR,foul,personal,[],1630538,,,1610612766,94,80,2021-12-24T03:52:19Z,5330000,,,0,,B. Hyland personal FOUL (3 PF),"[1630538, 1626162]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,202026.0,3.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
548,PT10M09.00S,2021-12-24T03:52:33.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,82.7365308804205,93.87254901960785,1610612766,94,83,2021-12-24T03:59:13Z,5350000,219.0,110.0,1,right,K. Oubre Jr. 24' 3PT  (15 PTS) (P. Washington 3 AST),"[1626162, 1629023]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,24.53,Made,,,,,15.0,P. Washington,1629023.0,3.0,,,,,
550,PT10M09.00S,2021-12-24T03:52:40.3Z,4,REGULAR,foul,personal,['1freethrow'],203085,,,1610612766,94,83,2021-12-24T03:52:53Z,5370000,,,0,,A. Rivers shooting personal FOUL (2 PF) (Oubre Jr. 1 FT),"[203085, 1626162]",1610612743.0,DEN,shooting,,,Rivers,A. Rivers,,,,,1628159.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
552,PT10M09.00S,2021-12-24T03:53:03.8Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1626162,,,1610612766,94,84,2021-12-24T03:53:03Z,5390000,,,0,,K. Oubre Jr. Free Throw 1 of 1 (16 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,Made,,,,,16.0,,,,,,,,
553,PT09M50.00S,2021-12-24T03:53:22.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203085,13.87976346911958,41.17647058823529,1610612743,96,84,2021-12-24T03:53:32Z,5400000,44.0,78.0,1,left,A. Rivers 8' driving floating Jump Shot (11 PTS),[203085],1610612743.0,DEN,driving floating,,,Rivers,A. Rivers,,,,,,,,,,8.96,Made,,,,,11.0,,,,,,,,
554,PT09M43.00S,2021-12-24T03:53:33.9Z,4,REGULAR,turnover,out-of-bounds,[],202397,,,1610612766,96,84,2021-12-24T03:53:41Z,5410000,,,0,,I. Smith step out-of-bounds TURNOVER (1 TO),[202397],1610612766.0,CHA,step,,,Smith,I. Smith,,,,,202026.0,,,,,,,,,,,,,,,1.0,,,,
555,PT09M28.00S,2021-12-24T03:53:55.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203085,25.04927726675427,87.5,1610612743,96,84,2021-12-24T03:54:01Z,5420000,-188.0,183.0,1,left,MISS A. Rivers 26' step back 3PT,[203085],1610612743.0,DEN,step back,,,Rivers,A. Rivers,,,,,,,,,,26.2,Missed,,,,,,,,,,,,,
556,PT09M25.00S,2021-12-24T03:53:58.8Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,96,84,2021-12-24T03:54:01Z,5430000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,555.0,3.0,2.0,1.0,,,,,,,,,
557,PT09M16.00S,2021-12-24T03:54:09.1Z,4,REGULAR,foul,personal,[],1630192,,,1610612766,96,84,2021-12-24T03:54:20Z,5440000,,,0,,Z. Nnaji personal FOUL (3 PF),"[1630192, 1629023]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,1628159.0,3.0,0.0,Washington,1629023.0,,,,,,,,,,,,,,,
560,PT09M16.00S,2021-12-24T03:54:18.0Z,4,REGULAR,substitution,in,[],1626179,,,1610612766,96,84,2021-12-24T03:54:21Z,5470000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
561,PT09M16.00S,2021-12-24T03:54:18.0Z,4,REGULAR,substitution,out,[],202330,,,1610612766,96,84,2021-12-24T03:54:33Z,5480000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M08.00S,2021-12-24T03:54:44.1Z,4,REGULAR,3pt,Jump Shot,[],1626162,66.70499342969777,46.07843137254902,1610612766,96,84,2021-12-24T03:54:49Z,5490000,-20.0,260.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,26.12,Missed,,,,,,,,,,,,,
563,PT09M05.00S,2021-12-24T03:54:47.1Z,4,REGULAR,rebound,defensive,[],203210,,,1610612743,96,84,2021-12-24T03:54:49Z,5500000,,,0,,J. Green REBOUND (Off:0 Def:3),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,562.0,3.0,3.0,0.0,,,,,,,,,
564,PT08M52.00S,2021-12-24T03:55:00.8Z,4,REGULAR,3pt,Jump Shot,[],1630538,28.86005256241787,76.9607843137255,1610612743,96,84,2021-12-24T03:55:06Z,5510000,-135.0,219.0,1,left,MISS B. Hyland 25' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,,,,,,25.7,Missed,,,,,,,,,,,,,
565,PT08M48.00S,2021-12-24T03:55:04.8Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,96,84,2021-12-24T03:55:06Z,5520000,,,0,,P. Washington REBOUND (Off:1 Def:5),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,564.0,6.0,5.0,1.0,,,,,,,,,
566,PT08M38.00S,2021-12-24T03:55:17.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,91.5407358738502,49.754901960784316,1610612766,96,86,2021-12-24T03:55:22Z,5530000,-1.0,27.0,1,right,K. Oubre Jr. driving Layup (18 PTS) (I. Smith 3 AST),"[1626162, 202397]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,2.7,Made,,,,,18.0,I. Smith,202397.0,3.0,,,,,
568,PT08M38.00S,2021-12-24T03:55:21.9Z,4,REGULAR,foul,personal,['1freethrow'],1630192,,,1610612766,96,86,2021-12-24T03:58:22Z,5550000,,,0,,Z. Nnaji shooting personal FOUL (4 PF) (Oubre Jr. 1 FT),"[1630192, 1626162]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,202049.0,4.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
570,PT08M38.00S,2021-12-24T03:55:38.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,96,86,2021-12-24T03:55:38Z,5570000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT08M38.00S,2021-12-24T03:58:31.9Z,4,REGULAR,freethrow,1 of 1,[],1626162,,,1610612766,96,87,2021-12-24T03:58:31Z,5580000,,,0,,K. Oubre Jr. Free Throw 1 of 1 (19 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,Made,,,,,19.0,,,,,,,,
572,PT08M25.00S,2021-12-24T03:58:49.8Z,4,REGULAR,foul,personal,[],1629667,,,1610612743,96,87,2021-12-24T03:59:02Z,5590000,,,0,,J. McDaniels personal FOUL (2 PF),"[1629667, 1630267]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,202026.0,2.0,0.0,Campazzo,1630267.0,,,,,,,,,,,,,,,
574,PT08M14.00S,2021-12-24T03:59:23.0Z,4,REGULAR,3pt,Jump Shot,[],1630538,8.360709592641262,97.05882352941177,1610612743,96,87,2021-12-24T03:59:37Z,5610000,-235.0,26.0,1,left,MISS B. Hyland 3PT - blocked,"[1630538, 202397]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,23.67,Missed,,,,,,,,,,,,Smith,202397.0
575,PT08M14.00S,2021-12-24T03:59:23.0Z,4,REGULAR,block,,[],202397,,,1610612743,96,87,2021-12-24T03:59:27Z,5620000,,,0,,I. Smith BLOCK (1 BLK),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
576,PT08M10.00S,2021-12-24T03:59:27.0Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,96,87,2021-12-24T03:59:37Z,5630000,,,0,,P. Washington REBOUND (Off:1 Def:6),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,574.0,7.0,6.0,1.0,,,,,,,,,
577,PT08M04.00S,2021-12-24T03:59:35.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630538,,,1610612766,96,87,2021-12-24T03:59:56Z,5640000,,,0,,B. Hyland shooting personal FOUL (4 PF) (Smith 2 FT),"[1630538, 202397]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,202026.0,4.0,0.0,Smith,202397.0,,,,,,,,,,,,,,,
579,PT08M04.00S,2021-12-24T03:59:57.2Z,4,REGULAR,freethrow,1 of 2,[],202397,,,1610612766,96,88,2021-12-24T03:59:57Z,5660000,,,0,,I. Smith Free Throw 1 of 2 (5 PTS),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
580,PT08M04.00S,2021-12-24T03:59:58.6Z,4,REGULAR,substitution,out,[],203210,,,1610612766,96,88,2021-12-24T04:00:12Z,5670000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
581,PT08M04.00S,2021-12-24T03:59:58.6Z,4,REGULAR,substitution,out,[],1630538,,,1610612766,96,88,2021-12-24T04:00:12Z,5680000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
582,PT08M04.00S,2021-12-24T03:59:58.6Z,4,REGULAR,substitution,in,[],203115,,,1610612766,96,88,2021-12-24T04:00:12Z,5690000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
583,PT08M04.00S,2021-12-24T03:59:58.6Z,4,REGULAR,substitution,in,[],203999,,,1610612766,96,88,2021-12-24T04:00:12Z,5700000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
584,PT08M04.00S,2021-12-24T04:00:16.3Z,4,REGULAR,freethrow,2 of 2,[],202397,,,1610612766,96,89,2021-12-24T04:00:16Z,5710000,,,0,,I. Smith Free Throw 2 of 2 (6 PTS),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
585,PT07M47.00S,2021-12-24T04:00:36.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,16.507884362680684,51.71568627450981,1610612743,98,89,2021-12-24T04:00:46Z,5720000,-9.0,103.0,1,left,N. Jokic 10' driving floating Jump Shot (25 PTS),[203999],1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,,,,,,10.31,Made,,,,,25.0,,,,,,,,
586,PT07M38.00S,2021-12-24T04:00:44.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629667,93.11760840998686,51.225490196078425,1610612766,98,91,2021-12-24T04:00:49Z,5730000,6.0,12.0,1,right,J. McDaniels cutting DUNK (10 PTS) (I. Smith 4 AST),"[1629667, 202397]",1610612766.0,CHA,cutting,,,McDaniels,J. McDaniels,,,,,,,,,,1.36,Made,,,,,10.0,I. Smith,202397.0,4.0,,,,,
588,PT07M26.00S,2021-12-24T04:00:58.5Z,4,REGULAR,foul,personal,[],1629023,,,1610612743,98,91,2021-12-24T04:01:04Z,5750000,,,0,,P. Washington personal FOUL (3 PF),"[1629023, 203999]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,202049.0,3.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
590,PT07M25.00S,2021-12-24T04:01:24.1Z,4,REGULAR,foul,personal,[],1629667,,,1610612743,98,91,2021-12-24T04:01:32Z,5770000,,,0,,J. McDaniels personal FOUL (3 PF),"[1629667, 1630267]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,202049.0,3.0,0.0,Campazzo,1630267.0,,,,,,,,,,,,,,,
592,PT07M11.00S,2021-12-24T04:01:53.7Z,4,REGULAR,3pt,Jump Shot,[],203115,19.136005256241788,94.36274509803921,1610612743,98,91,2021-12-24T04:01:58Z,5790000,-222.0,127.0,1,left,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,25.58,Missed,,,,,,,,,,,,,
593,PT07M08.00S,2021-12-24T04:01:56.7Z,4,REGULAR,rebound,defensive,[],202397,,,1610612766,98,91,2021-12-24T04:01:58Z,5800000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,592.0,1.0,1.0,0.0,,,,,,,,,
594,PT07M06.00S,2021-12-24T04:02:00.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630267,,,1610612766,98,91,2021-12-24T04:02:15Z,5810000,,,0,,F. Campazzo shooting personal FOUL (3 PF) (Oubre Jr. 2 FT),"[1630267, 1626162]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,202049.0,3.0,1.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
596,PT07M06.00S,2021-12-24T04:02:23.9Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1626162,,,1610612766,98,92,2021-12-24T04:02:23Z,5830000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (20 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,Made,,,,,20.0,,,,,,,,
597,PT07M06.00S,2021-12-24T04:02:25.9Z,4,REGULAR,substitution,out,[],1630192,,,1610612766,98,92,2021-12-24T04:02:31Z,5840000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M06.00S,2021-12-24T04:02:25.9Z,4,REGULAR,substitution,in,[],201145,,,1610612766,98,92,2021-12-24T04:02:31Z,5850000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M06.00S,2021-12-24T04:02:39.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1626162,,,1610612766,98,93,2021-12-24T04:02:39Z,5860000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (21 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,Made,,,,,21.0,,,,,,,,
600,PT06M58.00S,2021-12-24T04:02:49.1Z,4,REGULAR,turnover,bad pass,[],203999,,,1610612743,98,93,2021-12-24T04:02:53Z,5870000,,,0,,N. Jokic bad pass TURNOVER (6 TO),"[203999, 1626162]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,6.0,Oubre Jr.,1626162.0,,
601,PT06M58.00S,2021-12-24T04:02:49.1Z,4,REGULAR,steal,,[],1626162,,,1610612766,98,93,2021-12-24T04:02:51Z,5880000,,,0,,K. Oubre Jr. STEAL (3 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M54.00S,2021-12-24T04:02:52.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,92.06636005256242,50.98039215686274,1610612766,98,93,2021-12-24T04:02:58Z,5890000,5.0,22.0,1,right,MISS K. Oubre Jr. running DUNK,[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,2.26,Missed,,,,,,,,,,,,,
603,PT06M52.00S,2021-12-24T04:02:55.2Z,4,REGULAR,rebound,offensive,[],1626179,,,1610612766,98,93,2021-12-24T04:02:55Z,5900000,,,0,,T. Rozier REBOUND (Off:3 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,602.0,6.0,3.0,3.0,,,,,,,,,
604,PT06M50.00S,2021-12-24T04:02:57.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626179,72.22404730617609,79.41176470588235,1610612766,98,96,2021-12-24T04:03:03Z,5910000,147.0,209.0,1,right,T. Rozier 25' 3PT step back (14 PTS),[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,,,,,,25.52,Made,,,,,14.0,,,,,,,,
605,PT06M33.00S,2021-12-24T04:03:13.8Z,4,REGULAR,turnover,lost ball,[],203115,,,1610612743,98,96,2021-12-24T04:03:19Z,5920000,,,0,,W. Barton lost ball TURNOVER (2 TO),"[203115, 1626162]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,2.0,Oubre Jr.,1626162.0,,
606,PT06M33.00S,2021-12-24T04:03:13.8Z,4,REGULAR,steal,,[],1626162,,,1610612766,98,96,2021-12-24T04:07:35Z,5930000,,,0,,K. Oubre Jr. STEAL (4 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M28.00S,2021-12-24T04:03:19.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626179,79.31997371879106,6.862745098039216,1610612766,98,96,2021-12-24T04:08:11Z,5940000,-216.0,142.0,1,right,MISS T. Rozier 25' running 3PT,[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,,,,,,25.82,Missed,,,,,,,,,,,,,
608,PT06M25.00S,2021-12-24T04:03:22.1Z,4,REGULAR,rebound,offensive,[],1629667,,,1610612766,98,96,2021-12-24T04:03:22Z,5950000,,,0,,J. McDaniels REBOUND (Off:2 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,607.0,4.0,2.0,2.0,,,,,,,,,
609,PT06M22.00S,2021-12-24T04:03:25.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629667,88.51839684625493,95.58823529411765,1610612766,98,96,2021-12-24T04:03:30Z,5960000,228.0,55.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,23.45,Missed,,,,,,,,,,,,,
610,PT06M19.00S,2021-12-24T04:03:28.3Z,4,REGULAR,rebound,defensive,[],201145,,,1610612743,98,96,2021-12-24T04:03:30Z,5970000,,,0,,J. Green REBOUND (Off:0 Def:3),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,609.0,3.0,3.0,0.0,,,,,,,,,
611,PT06M14.00S,2021-12-24T04:03:34.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629667,,,1610612743,98,96,2021-12-24T04:03:48Z,5980000,,,0,,J. McDaniels shooting personal FOUL (4 PF) (Barton 2 FT),"[1629667, 203115]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,202049.0,4.0,0.0,Barton,203115.0,,,,,,,,,,,,,,,
613,PT06M14.00S,2021-12-24T04:04:08.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203115,,,1610612743,98,96,2021-12-24T04:04:08Z,6000000,,,0,,MISS W. Barton Free Throw 1 of 2,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,Missed,,,,,,,,,,,,,
614,PT06M14.00S,2021-12-24T04:04:08.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,98,96,2021-12-24T04:04:08Z,6010000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,613.0,,,,,,,,,,,,
615,PT06M14.00S,2021-12-24T04:04:11.1Z,4,REGULAR,substitution,out,[],203085,,,1610612743,98,96,2021-12-24T04:04:15Z,6020000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
616,PT06M14.00S,2021-12-24T04:04:11.1Z,4,REGULAR,substitution,in,[],1628420,,,1610612743,98,96,2021-12-24T04:04:15Z,6030000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M14.00S,2021-12-24T04:04:27.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203115,,,1610612743,99,96,2021-12-24T04:04:27Z,6040000,,,0,,W. Barton Free Throw 2 of 2 (11 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,Made,,,,,11.0,,,,,,,,
618,PT06M03.00S,2021-12-24T04:04:39.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,87.86136662286465,57.59803921568627,1610612766,99,96,2021-12-24T04:04:43Z,6050000,38.0,62.0,1,right,MISS I. Smith 7' fadeaway Shot,[202397],1610612766.0,CHA,fadeaway,,,Smith,I. Smith,,,,,,,,,,7.24,Missed,,,,,,,,,,,,,
619,PT06M01.00S,2021-12-24T04:04:41.5Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,99,96,2021-12-24T04:04:43Z,6060000,,,0,,N. Jokic REBOUND (Off:6 Def:15),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,618.0,21.0,15.0,6.0,,,,,,,,,
620,PT05M53.00S,2021-12-24T04:04:49.2Z,4,REGULAR,2pt,Jump Shot,[],203115,23.603810775295663,42.8921568627451,1610612743,99,96,2021-12-24T04:04:56Z,6070000,36.0,169.0,1,left,MISS W. Barton 17' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,,,,,,17.31,Missed,,,,,,,,,,,,,
621,PT05M49.00S,2021-12-24T04:04:53.2Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,99,96,2021-12-24T04:04:56Z,6080000,,,0,,P. Washington REBOUND (Off:1 Def:7),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,620.0,8.0,7.0,1.0,,,,,,,,,
622,PT05M30.00S,2021-12-24T04:05:11.8Z,4,REGULAR,3pt,Jump Shot,[],1629023,66.83639947437582,60.5392156862745,1610612766,99,99,2021-12-24T04:05:17Z,6090000,53.0,259.0,1,right,P. Washington 26' 3PT  (7 PTS) (J. McDaniels 2 AST),"[1629023, 1629667]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,26.45,Made,,,,,7.0,J. McDaniels,1629667.0,2.0,,,,,
624,PT05M10.00S,2021-12-24T04:05:31.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,7.966491458607096,53.92156862745098,1610612743,99,99,2021-12-24T04:05:36Z,6110000,-20.0,22.0,1,left,MISS M. Morris cutting Layup,[1628420],1610612743.0,DEN,cutting,,,Morris,M. Morris,,,,,,,,,,2.98,Missed,,,,,,,,,,,,,
625,PT05M09.00S,2021-12-24T04:05:32.7Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,99,99,2021-12-24T04:05:36Z,6120000,,,0,,T. Rozier REBOUND (Off:3 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,624.0,7.0,4.0,3.0,,,,,,,,,
626,PT04M58.00S,2021-12-24T04:05:44.3Z,4,REGULAR,3pt,Jump Shot,[],1626179,70.12155059132719,23.284313725490197,1610612766,99,99,2021-12-24T04:05:50Z,6130000,-134.0,228.0,1,right,MISS T. Rozier 26' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,,,,,,26.46,Missed,,,,,,,,,,,,,
627,PT04M55.00S,2021-12-24T04:05:47.3Z,4,REGULAR,rebound,defensive,[],1630267,,,1610612743,99,99,2021-12-24T04:05:50Z,6140000,,,0,,F. Campazzo REBOUND (Off:0 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,626.0,2.0,2.0,0.0,,,,,,,,,
628,PT04M51.00S,2021-12-24T04:05:54.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612743,99,99,2021-12-24T04:06:04Z,6150000,,,0,,I. Smith personal FOUL (1 PF) (Campazzo 2 FT),"[202397, 1630267]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,1628159.0,1.0,0.0,Campazzo,1630267.0,,,,,,,,,,,,,,,
630,PT04M51.00S,2021-12-24T04:06:23.6Z,4,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,100,99,2021-12-24T04:06:23Z,6170000,,,0,,F. Campazzo Free Throw 1 of 2 (11 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,Made,,,,,11.0,,,,,,,,
631,PT04M51.00S,2021-12-24T04:06:38.0Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612743,100,99,2021-12-24T04:06:38Z,6180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT04M51.00S,2021-12-24T04:07:42.2Z,4,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,101,99,2021-12-24T04:07:42Z,6190000,,,0,,F. Campazzo Free Throw 2 of 2 (12 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,Made,,,,,12.0,,,,,,,,
