actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
39,PT09M04.00S,2021-10-23T01:22:21.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629008,76.82325886990802,73.0392156862745,1610612743,5,7,2021-10-23T01:22:26Z,390000,115.0,165.0,1,right,MISS M. Porter Jr. 20' Jump Shot,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,20.16,Missed,,,,,,,,,,,,,,,,,,
40,PT09M01.00S,2021-10-23T01:22:24.8Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,5,7,2021-10-23T01:22:26Z,400000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,
41,PT08M51.00S,2021-10-23T01:22:34.8Z,1,REGULAR,3pt,Jump Shot,[],203926,31.09395532194481,32.1078431372549,1610612759,5,7,2021-10-23T01:22:40Z,410000,89.0,240.0,1,left,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,
42,PT08M48.00S,2021-10-23T01:22:37.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,5,7,2021-10-23T01:22:40Z,420000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,
43,PT08M37.00S,2021-10-23T01:22:52.6Z,1,REGULAR,foul,personal,[],1627751,,,1610612743,5,7,2021-10-23T01:22:57Z,430000,,,0,,J. Poeltl personal FOUL (2 PF),"[1627751, 203999]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,2882.0,,,,2.0,0.0,Jokic,203999.0,,
45,PT08M37.00S,2021-10-23T01:22:58.4Z,1,REGULAR,substitution,out,[],1627751,,,1610612743,5,7,2021-10-23T01:23:05Z,450000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M37.00S,2021-10-23T01:22:58.4Z,1,REGULAR,substitution,in,[],1629234,,,1610612743,5,7,2021-10-23T01:23:05Z,460000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M28.00S,2021-10-23T01:23:20.8Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,5,7,2021-10-23T01:23:26Z,470000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1629640]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,1.0,Johnson,1629640.0,,,,,,
48,PT08M28.00S,2021-10-23T01:23:20.8Z,1,REGULAR,steal,,[],1629640,,,1610612759,5,7,2021-10-23T01:23:22Z,480000,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M27.00S,2021-10-23T01:23:25.9Z,1,REGULAR,foul,personal,[],203999,,,1610612759,5,7,2021-10-23T01:28:20Z,490000,,,0,,N. Jokic take personal FOUL (1 PF),"[203999, 1627749]",1610612743.0,DEN,take,,,Jokic,N. Jokic,,,,,,,,,,,,,,,200834.0,,,,1.0,0.0,Murray,1627749.0,,
51,PT08M12.00S,2021-10-23T01:23:55.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,30.699737187910642,73.2843137254902,1610612759,5,7,2021-10-23T01:23:59Z,510000,-116.0,236.0,1,left,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
52,PT08M10.00S,2021-10-23T01:23:57.3Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,5,7,2021-10-23T01:23:59Z,520000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,
53,PT08M04.00S,2021-10-23T01:24:03.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629008,94.82588699080158,54.65686274509803,1610612743,7,7,2021-10-23T01:24:12Z,530000,23.0,-4.0,1,right,M. Porter Jr. running reverse Layup (2 PTS) (W. Barton 1 AST),"[1629008, 203115]",1610612743.0,DEN,running reverse,,,Porter Jr.,M. Porter Jr.,,,,,2.36,Made,2.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,,
55,PT07M49.00S,2021-10-23T01:24:18.2Z,1,REGULAR,3pt,Jump Shot,[],1627749,31.61957950065703,34.55882352941176,1610612759,7,7,2021-10-23T01:24:23Z,550000,77.0,245.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
56,PT07M47.00S,2021-10-23T01:24:20.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,7,7,2021-10-23T01:24:23Z,560000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,
57,PT07M38.00S,2021-10-23T01:24:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,93.38042049934296,54.90196078431373,1610612743,9,7,2021-10-23T01:24:37Z,570000,25.0,10.0,1,right,A. Gordon turnaround bank Jump Shot (2 PTS),[203932],1610612743.0,DEN,turnaround bank,,,Gordon,A. Gordon,,,,,2.64,Made,2.0,,,,,,,,,,,,,,,,,
58,PT07M37.00S,2021-10-23T01:24:36.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,9,7,2021-10-23T01:24:36Z,580000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M20.00S,2021-10-23T01:27:41.3Z,1,REGULAR,turnover,bad pass,[],203926,,,1610612759,9,7,2021-10-23T01:27:49Z,590000,,,0,,D. McDermott bad pass TURNOVER (1 TO),"[203926, 1629008]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,,,,,
61,PT07M20.00S,2021-10-23T01:27:41.3Z,1,REGULAR,steal,,[],1629008,,,1610612743,9,7,2021-10-23T01:27:43Z,600000,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M11.00S,2021-10-23T01:27:54.2Z,1,REGULAR,turnover,traveling,[],203999,,,1610612743,9,7,2021-10-23T01:28:04Z,610000,,,0,,N. Jokic traveling TURNOVER (2 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1627963.0,2.0,,,,,,,,
63,PT06M54.00S,2021-10-23T01:28:22.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628401,5.206964520367937,74.50980392156863,1610612759,9,7,2021-10-23T01:28:29Z,620000,-123.0,-4.0,1,left,MISS D. White 12' fadeaway Shot,[1628401],1610612759.0,SAS,fadeaway,,,White,D. White,,,,,12.26,Missed,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2021-10-23T01:28:23.5Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,9,7,2021-10-23T01:28:29Z,630000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,
65,PT06M48.00S,2021-10-23T01:28:27.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628420,93.77463863337714,44.85294117647059,1610612743,9,7,2021-10-23T01:28:36Z,640000,-26.0,6.0,1,right,MISS M. Morris running reverse Layup,[1628420],1610612743.0,DEN,running reverse,,,Morris,M. Morris,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,
66,PT06M47.00S,2021-10-23T01:28:28.8Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612759,9,7,2021-10-23T01:28:36Z,650000,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,
67,PT06M43.00S,2021-10-23T01:28:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,7.703679369250986,50.49019607843137,1610612759,9,9,2021-10-23T01:28:41Z,660000,-2.0,20.0,1,left,D. White running Layup (2 PTS) (D. Eubanks 1 AST),"[1628401, 1629234]",1610612759.0,SAS,running,,,White,D. White,,,,,2.01,Made,2.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,,,,
69,PT06M18.00S,2021-10-23T01:28:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,93.51182654402102,45.588235294117645,1610612743,11,9,2021-10-23T01:29:05Z,680000,-22.0,8.0,1,right,M. Morris driving finger roll Layup (2 PTS),[1628420],1610612743.0,DEN,driving finger roll,,,Morris,M. Morris,,,,,2.37,Made,2.0,,,,,,,,,,,,,,,,,
70,PT06M05.00S,2021-10-23T01:29:11.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,28.597240473061763,24.019607843137255,1610612759,11,12,2021-10-23T01:29:15Z,690000,130.0,216.0,1,left,D. White 25' 3PT  (5 PTS) (K. Johnson 1 AST),"[1628401, 1629640]",1610612759.0,SAS,,,,White,D. White,,,,,25.23,Made,5.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
72,PT05M47.00S,2021-10-23T01:29:29.2Z,1,REGULAR,2pt,Jump Shot,[],203115,72.09264126149803,59.068627450980394,1610612743,11,12,2021-10-23T01:29:34Z,710000,45.0,210.0,1,right,MISS W. Barton 21' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,21.46,Missed,,,,,,,,,,,,,,,,,,
73,PT05M45.00S,2021-10-23T01:29:31.2Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,11,12,2021-10-23T01:29:34Z,720000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,
74,PT05M39.00S,2021-10-23T01:29:39.2Z,1,REGULAR,foul,offensive,[],1629234,,,1610612759,11,12,2021-10-23T01:29:56Z,730000,,,0,,D. Eubanks offensive FOUL (1 PF),"[1629234, 1628420]",1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Morris,1628420.0,,
76,PT05M39.00S,2021-10-23T01:29:39.2Z,1,REGULAR,turnover,offensive foul,[],1629234,,,1610612759,11,12,2021-10-23T01:29:39Z,750000,,,0,,D. Eubanks offensive foul TURNOVER (1 TO),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,2882.0,1.0,,,,,,,,
77,PT05M39.00S,2021-10-23T01:29:52.4Z,1,REGULAR,substitution,out,[],1627749,,,1610612743,11,12,2021-10-23T01:30:14Z,760000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M39.00S,2021-10-23T01:29:52.4Z,1,REGULAR,substitution,out,[],203926,,,1610612743,11,12,2021-10-23T01:30:14Z,770000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M39.00S,2021-10-23T01:29:52.4Z,1,REGULAR,substitution,in,[],1629022,,,1610612743,11,12,2021-10-23T01:30:14Z,780000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M39.00S,2021-10-23T01:29:52.4Z,1,REGULAR,substitution,in,[],1630170,,,1610612743,11,12,2021-10-23T01:30:14Z,790000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M39.00S,2021-10-23T01:30:11.2Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612743,11,12,2021-10-23T01:31:14Z,795000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M22.00S,2021-10-23T01:30:30.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203999,86.02168199737189,46.568627450980394,1610612743,11,12,2021-10-23T01:30:35Z,800000,-17.0,79.0,1,right,MISS N. Jokic 8' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,8.08,Missed,,,,,,,,,,,,,,,,,,
82,PT05M19.00S,2021-10-23T01:30:33.0Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,11,12,2021-10-23T01:30:35Z,810000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,81.0,2.0,2.0,0.0,,,,,,,,,,
83,PT05M12.00S,2021-10-23T01:30:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,9.017739816031538,43.38235294117647,1610612759,11,12,2021-10-23T01:30:49Z,820000,33.0,32.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,4.62,Missed,,,,,,,,,,,,,,,,,,
84,PT05M12.00S,2021-10-23T01:30:42.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,11,12,2021-10-23T01:30:42Z,830000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,
85,PT05M12.00S,2021-10-23T01:30:44.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,11,12,2021-10-23T01:30:44Z,840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M00.00S,2021-10-23T01:31:02.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,74.32654402102497,84.06862745098039,1610612743,11,12,2021-10-23T01:31:19Z,850000,170.0,189.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,
87,PT04M56.00S,2021-10-23T01:31:06.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,11,12,2021-10-23T01:31:06Z,860000,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,86.0,1.0,0.0,1.0,,,,,,,,,,
88,PT04M53.00S,2021-10-23T01:31:08.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203932,93.9060446780552,48.529411764705884,1610612743,13,12,2021-10-23T01:31:23Z,870000,-7.0,5.0,1,right,A. Gordon cutting DUNK (4 PTS) (N. Jokic 2 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,0.88,Made,4.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,
