actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M33.00S,2021-11-19T02:12:18.6Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,3,2,2021-11-19T02:12:35Z,170000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,,,,,,,,,,,2003.0,1.0,,,,,,,,
19,PT10M15.00S,2021-11-19T02:12:46.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202699,15.456636005256241,74.75490196078431,1610612755,3,2,2021-11-19T02:12:55Z,180000,-124.0,93.0,1,left,MISS T. Harris 15' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,15.47,Missed,,,,,,,,,,,,,,,,,,
20,PT10M12.00S,2021-11-19T02:12:49.9Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,3,2,2021-11-19T02:12:55Z,190000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M03.00S,2021-11-19T02:12:59.5Z,1,REGULAR,3pt,Jump Shot,[],203932,73.40670170827858,83.08823529411765,1610612743,3,2,2021-11-19T02:13:08Z,200000,165.0,197.0,1,right,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
22,PT09M59.00S,2021-11-19T02:13:03.5Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,3,2,2021-11-19T02:13:08Z,210000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M48.00S,2021-11-19T02:13:14.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.748357424441524,42.40196078431372,1610612755,3,4,2021-11-19T02:13:21Z,220000,38.0,77.0,1,left,T. Maxey 8' driving floating Jump Shot (2 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,8.56,Made,,,,,2.0,,,,,,,,,,,,,
24,PT09M31.00S,2021-11-19T02:13:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.19776609724047,56.127450980392155,1610612743,5,4,2021-11-19T02:13:38Z,230000,31.0,21.0,1,right,N. Jokic Layup (2 PTS) (W. Barton 1 AST),"[203999, 203115]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.7,Made,,,,,2.0,W. Barton,203115.0,1.0,,,,,,,,,,
26,PT09M13.00S,2021-11-19T02:13:51.0Z,1,REGULAR,foul,personal,[],203115,,,1610612755,5,4,2021-11-19T02:14:02Z,250000,,,0,,W. Barton personal FOUL (1 PF),"[203115, 202699]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,2003.0,,1.0,0.0,Harris,202699.0,,,,
28,PT09M07.00S,2021-11-19T02:14:13.9Z,1,REGULAR,3pt,Jump Shot,[],202699,8.754927726675426,96.81372549019608,1610612755,5,4,2021-11-19T02:14:21Z,270000,-234.0,30.0,1,left,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,
29,PT09M04.00S,2021-11-19T02:14:16.9Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,5,4,2021-11-19T02:14:21Z,280000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT08M59.00S,2021-11-19T02:14:21.0Z,1,REGULAR,3pt,Jump Shot,[],203115,67.62483574244416,39.705882352941174,1610612743,5,4,2021-11-19T02:14:35Z,290000,-51.0,252.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
31,PT08M56.00S,2021-11-19T02:14:24.0Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,5,4,2021-11-19T02:14:35Z,300000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M43.00S,2021-11-19T02:14:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,11.777266754270697,49.754901960784316,1610612755,5,4,2021-11-19T02:14:46Z,310000,1.0,58.0,1,left,MISS G. Niang driving floating Shot,[1627777],1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,5.82,Missed,,,,,,,,,,,,,,,,,,
33,PT08M40.00S,2021-11-19T02:14:41.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,5,4,2021-11-19T02:14:46Z,320000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT08M28.00S,2021-11-19T02:14:53.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203115,95.0886990801577,48.529411764705884,1610612743,7,4,2021-11-19T02:15:02Z,330000,-7.0,-6.0,1,right,W. Barton cutting DUNK (5 PTS) (N. Jokic 1 AST),"[203115, 203999]",1610612743.0,DEN,cutting,,,Barton,W. Barton,,,,,0.97,Made,,,,,5.0,N. Jokic,203999.0,1.0,,,,,,,,,,
36,PT08M01.00S,2021-11-19T02:15:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,7.046649145860711,62.745098039215684,1610612755,7,4,2021-11-19T02:15:28Z,350000,-64.0,14.0,1,left,MISS T. Harris 6' driving floating Shot - blocked,"[202699, 203932]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,6.52,Missed,,,,,,,,,,,,,,,Gordon,203932.0,,
37,PT08M01.00S,2021-11-19T02:15:19.2Z,1,REGULAR,block,,[],203932,,,1610612755,7,4,2021-11-19T02:15:21Z,360000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
38,PT07M58.00S,2021-11-19T02:15:22.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,4,2021-11-19T02:15:28Z,370000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,
39,PT07M54.00S,2021-11-19T02:15:27.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203999,91.93495400788436,48.529411764705884,1610612743,9,4,2021-11-19T02:15:35Z,380000,-7.0,23.0,1,right,N. Jokic Layup (4 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.44,Made,,,,,4.0,A. Gordon,203932.0,1.0,,,,,,,,,,
41,PT07M38.00S,2021-11-19T02:15:42.7Z,1,REGULAR,2pt,Jump Shot,[],1630178,17.559132720105126,29.65686274509804,1610612755,9,4,2021-11-19T02:15:57Z,400000,102.0,113.0,1,left,MISS T. Maxey 15' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,15.17,Missed,,,,,,,,,,,,,,,,,,
42,PT07M35.00S,2021-11-19T02:15:45.7Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,9,4,2021-11-19T02:15:57Z,410000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT07M19.00S,2021-11-19T02:16:02.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,92.32917214191852,49.754901960784316,1610612743,11,4,2021-11-19T02:16:18Z,420000,-1.0,20.0,1,right,N. Jokic cutting DUNK (6 PTS) (W. Barton 2 AST),"[203999, 203115]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,1.96,Made,,,,,6.0,W. Barton,203115.0,2.0,,,,,,,,,,
45,PT07M19.00S,2021-11-19T02:16:05.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,11,4,2021-11-19T02:16:05Z,440000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT06M57.00S,2021-11-19T02:19:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.5722733245729295,52.450980392156865,1610612755,11,6,2021-11-19T02:19:29Z,450000,-12.0,19.0,1,left,T. Maxey driving finger roll Layup (4 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,2.24,Made,,,,,4.0,,,,,,,,,,,,,
47,PT06M57.00S,2021-11-19T02:19:25.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,11,6,2021-11-19T02:19:42Z,460000,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,202053.0,,,,,,,,,
48,PT06M42.00S,2021-11-19T02:19:44.8Z,1,REGULAR,3pt,Jump Shot,[],203999,69.20170827858082,26.715686274509803,1610612743,11,6,2021-11-19T02:19:53Z,470000,-116.0,237.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,
49,PT06M39.00S,2021-11-19T02:19:47.8Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,11,6,2021-11-19T02:19:53Z,480000,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT06M35.00S,2021-11-19T02:19:53.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203083,6.044678055190539,51.78462009803921,1610612755,11,8,2021-11-19T02:20:32Z,490000,-9.0,4.0,1,left,A. Drummond Layup (2 PTS) (T. Harris 2 AST),"[203083, 202699]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,0.99,Made,,,,,2.0,T. Harris,202699.0,2.0,,,,,,,,,,
52,PT06M35.00S,2021-11-19T02:19:57.0Z,1,REGULAR,foul,personal,['1freethrow'],203999,,,1610612755,11,8,2021-11-19T02:20:09Z,510000,,,0,,N. Jokic shooting personal FOUL (1 PF) (Drummond 1 FT),"[203999, 203083]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,,,,,,,,,,,202053.0,,1.0,0.0,Drummond,203083.0,,,,
54,PT06M35.00S,2021-11-19T02:20:18.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203083,,,1610612755,11,8,2021-11-19T02:20:18Z,530000,,,0,,MISS A. Drummond Free Throw 1 of 1,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT06M33.00S,2021-11-19T02:20:19.0Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,11,8,2021-11-19T02:20:19Z,540000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT06M20.00S,2021-11-19T02:20:31.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,93.24901445466492,58.08823529411765,1610612743,11,8,2021-11-19T02:20:43Z,550000,40.0,11.0,1,right,MISS M. Morris driving floating Shot,[1628420],1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,4.19,Missed,,,,,,,,,,,,,,,,,,
57,PT06M20.00S,2021-11-19T02:20:31.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,11,8,2021-11-19T02:20:43Z,560000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT06M13.00S,2021-11-19T02:20:39.1Z,1,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612755,11,8,2021-11-19T02:20:52Z,570000,,,0,,G. Niang bad pass out-of-bounds TURNOVER (1 TO),[1627777],1610612755.0,PHI,bad pass,,,Niang,G. Niang,,,,,,,,,,,,,,,2003.0,1.0,,,,,,,,
59,PT06M09.00S,2021-11-19T02:20:50.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203115,90.62089356110381,55.14705882352941,1610612743,13,8,2021-11-19T02:21:07Z,580000,26.0,36.0,1,right,W. Barton floating Jump Shot (7 PTS) (N. Jokic 2 AST),"[203115, 203999]",1610612743.0,DEN,floating,,,Barton,W. Barton,,,,,4.4,Made,,,,,7.0,N. Jokic,203999.0,2.0,,,,,,,,,,
61,PT05M49.00S,2021-11-19T02:21:10.6Z,1,REGULAR,3pt,Jump Shot,[],202699,29.517082785808146,74.75490196078431,1610612755,13,11,2021-11-19T02:21:19Z,600000,-124.0,225.0,1,left,T. Harris 25' 3PT  (3 PTS) (G. Niang 1 AST),"[202699, 1627777]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.68,Made,,,,,3.0,G. Niang,1627777.0,1.0,,,,,,,,,,
63,PT05M33.00S,2021-11-19T02:21:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,90.22667542706965,37.5,1610612743,15,11,2021-11-19T02:21:34Z,620000,-62.0,39.0,1,right,N. Jokic 7' floating Jump Shot (8 PTS) (W. Barton 3 AST),"[203999, 203115]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,7.39,Made,,,,,8.0,W. Barton,203115.0,3.0,,,,,,,,,,
65,PT05M21.00S,2021-11-19T02:21:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,10.33180026281209,45.83333333333333,1610612755,15,13,2021-11-19T02:21:52Z,640000,21.0,45.0,1,left,T. Maxey driving finger roll Layup (6 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,4.92,Made,,,,,6.0,,,,,,,,,,,,,
66,PT05M12.00S,2021-11-19T02:21:48.1Z,1,REGULAR,turnover,bad pass,[],203115,,,1610612743,15,13,2021-11-19T02:22:02Z,650000,,,0,,W. Barton bad pass TURNOVER (1 TO),"[203115, 202699]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,1.0,,,,,,,Harris,202699.0
67,PT05M12.00S,2021-11-19T02:21:48.1Z,1,REGULAR,steal,,[],202699,,,1610612755,15,13,2021-11-19T02:21:49Z,660000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M11.00S,2021-11-19T02:21:51.8Z,1,REGULAR,foul,personal,[],1628420,,,1610612755,15,13,2021-11-19T02:21:57Z,670000,,,0,,M. Morris take personal FOUL (1 PF),"[1628420, 1630178]",1610612743.0,DEN,take,,,Morris,M. Morris,,,,,,,,,,,,,,,202053.0,,1.0,0.0,Maxey,1630178.0,,,,
70,PT05M11.00S,2021-11-19T02:21:59.7Z,1,REGULAR,substitution,out,[],201145,,,1610612755,15,13,2021-11-19T02:22:11Z,690000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M11.00S,2021-11-19T02:21:59.7Z,1,REGULAR,substitution,out,[],1627777,,,1610612755,15,13,2021-11-19T02:22:11Z,700000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M11.00S,2021-11-19T02:21:59.7Z,1,REGULAR,substitution,in,[],1628408,,,1610612755,15,13,2021-11-19T02:22:11Z,710000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M11.00S,2021-11-19T02:21:59.7Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,15,13,2021-11-19T02:22:11Z,720000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M03.00S,2021-11-19T02:22:17.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,30.17411300919842,72.54901960784314,1610612755,15,16,2021-11-19T02:22:25Z,730000,-113.0,231.0,1,left,T. Maxey 25' 3PT pullup (9 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,25.71,Made,,,,,9.0,,,,,,,,,,,,,
75,PT05M01.00S,2021-11-19T02:22:21.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,15,16,2021-11-19T02:22:21Z,740000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M48.00S,2021-11-19T02:25:22.2Z,1,REGULAR,foul,personal,[],203083,,,1610612743,15,16,2021-11-19T02:25:40Z,750000,,,0,,A. Drummond personal FOUL (1 PF),"[203083, 203999]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,2003.0,,1.0,0.0,Jokic,203999.0,,,,
78,PT04M42.00S,2021-11-19T02:25:45.1Z,1,REGULAR,turnover,out-of-bounds,[],1628408,,,1610612743,15,16,2021-11-19T02:25:53Z,770000,,,0,,P. Dozier bad pass out-of-bounds TURNOVER (1 TO),[1628408],1610612743.0,DEN,bad pass,,,Dozier,P. Dozier,,,,,,,,,,,,,,,202053.0,1.0,,,,,,,,
79,PT04M24.00S,2021-11-19T02:26:08.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202699,33.327858081471746,45.34313725490196,1610612755,15,16,2021-11-19T02:26:18Z,780000,23.0,261.0,1,left,MISS T. Harris 26' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
80,PT04M22.00S,2021-11-19T02:26:10.7Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,15,16,2021-11-19T02:26:18Z,790000,,,0,,W. Barton REBOUND (Off:0 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,79.0,3.0,3.0,0.0,,,,,,,,,,,,,,
81,PT04M13.00S,2021-11-19T02:26:20.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,92.9862023653088,50.49019607843137,1610612743,17,16,2021-11-19T02:26:28Z,800000,2.0,13.0,1,right,N. Jokic DUNK (10 PTS) (W. Barton 4 AST),"[203999, 203115]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,1.36,Made,,,,,10.0,W. Barton,203115.0,4.0,,,,,,,,,,
83,PT03M55.00S,2021-11-19T02:26:40.8Z,1,REGULAR,foul,personal,[],203932,,,1610612755,17,16,2021-11-19T02:27:05Z,820000,,,0,,A. Gordon personal FOUL (1 PF),"[203932, 1630178]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,202053.0,,1.0,0.0,Maxey,1630178.0,,,,
85,PT03M55.00S,2021-11-19T02:26:48.9Z,1,REGULAR,substitution,out,[],203115,,,1610612755,17,16,2021-11-19T02:27:04Z,840000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M55.00S,2021-11-19T02:26:48.9Z,1,REGULAR,substitution,out,[],1628420,,,1610612755,17,16,2021-11-19T02:27:04Z,850000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M55.00S,2021-11-19T02:26:48.9Z,1,REGULAR,substitution,out,[],203552,,,1610612755,17,16,2021-11-19T02:27:04Z,860000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M55.00S,2021-11-19T02:26:48.9Z,1,REGULAR,substitution,in,[],1630538,,,1610612755,17,16,2021-11-19T02:27:04Z,870000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M55.00S,2021-11-19T02:26:48.9Z,1,REGULAR,substitution,in,[],203085,,,1610612755,17,16,2021-11-19T02:27:04Z,880000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M55.00S,2021-11-19T02:26:48.9Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,17,16,2021-11-19T02:27:04Z,890000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M42.00S,2021-11-19T02:27:15.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,14.668199737187912,48.529411764705884,1610612755,17,18,2021-11-19T02:27:27Z,900000,7.0,85.0,1,left,S. Milton 8' driving floating Jump Shot (2 PTS),[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,8.57,Made,,,,,2.0,,,,,,,,,,,,,
92,PT03M32.00S,2021-11-19T02:27:28.4Z,1,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612743,17,18,2021-11-19T02:27:43Z,910000,,,0,,S. Milton shooting personal FOUL (1 PF) (Jokic 2 FT),"[1629003, 203999]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,202053.0,,1.0,0.0,Jokic,203999.0,,,,
94,PT03M32.00S,2021-11-19T02:27:52.4Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,18,18,2021-11-19T02:27:52Z,930000,,,0,,N. Jokic Free Throw 1 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
95,PT03M32.00S,2021-11-19T02:28:15.2Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612743,18,18,2021-11-19T02:28:15Z,940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
