actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value,jumpBallRecoverdPersonId
31,PT09M36.00S,2022-04-06T01:14:15.8Z,1,REGULAR,2pt,Jump Shot,[],1630170,6.258212877792378,75.73529411764706,1610612759,4,4,2022-04-06T01:14:21Z,310000,-129.0,6.0,1,left,D. Vassell 12' fadeaway Jump Shot (2 PTS),[1630170],1610612759.0,SAS,fadeaway,,,,,,12.89,Made,2.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
33,PT09M22.00S,2022-04-06T01:14:28.9Z,1,REGULAR,3pt,Jump Shot,[],1628420,90.22667542706965,4.166666666666666,1610612743,4,4,2022-04-06T01:14:33Z,330000,-229.0,39.0,1,right,MISS M. Morris 3PT,[1628420],1610612743.0,DEN,,,,,,,23.26,Missed,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
34,PT09M20.00S,2022-04-06T01:14:30.9Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,4,4,2022-04-06T01:14:33Z,340000,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,,,,,,,Collins,Z. Collins,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,
35,PT09M06.00S,2022-04-06T01:14:45.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,10.5946123521682,44.36274509803921,1610612759,4,4,2022-04-06T01:14:53Z,350000,28.0,47.0,1,left,MISS Z. Collins Hook,[1628380],1610612759.0,SAS,,,,,,,5.49,Missed,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,
36,PT09M04.00S,2022-04-06T01:14:47.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,4,4,2022-04-06T01:14:58Z,360000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,
37,PT09M00.00S,2022-04-06T01:14:51.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203085,90.3580814717477,95.58823529411765,1610612743,7,4,2022-04-06T01:15:12Z,370000,228.0,38.0,1,right,A. Rivers 3PT  (3 PTS) (M. Morris 1 AST),"[203085, 1628420]",1610612743.0,DEN,,,,,,,23.11,Made,3.0,Rivers,A. Rivers,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,,,
39,PT08M38.00S,2022-04-06T01:15:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.703679369250986,44.36274509803921,1610612759,7,6,2022-04-06T01:15:16Z,390000,28.0,20.0,1,left,K. Johnson Layup (2 PTS) (Z. Collins 1 AST),"[1629640, 1628380]",1610612759.0,SAS,,,,,,,3.45,Made,2.0,Johnson,K. Johnson,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,,,
41,PT08M25.00S,2022-04-06T01:15:29.9Z,1,REGULAR,foul,personal,[],1629640,,,1610612743,7,6,2022-04-06T01:16:06Z,410000,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 203932]",1610612759.0,SAS,,,,,,,,,,Johnson,K. Johnson,,,,1204.0,1.0,0.0,Gordon,203932.0,,,,,,,,,,,
43,PT08M17.00S,2022-04-06T01:16:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,87.72996057818659,59.80392156862745,1610612743,7,6,2022-04-06T01:16:11Z,430000,49.0,63.0,1,right,MISS M. Morris 7' driving floating Shot,[1628420],1610612743.0,DEN,driving floating,,,,,,7.97,Missed,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
44,PT08M14.00S,2022-04-06T01:16:07.1Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,7,6,2022-04-06T01:16:11Z,440000,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,,,,,,,Collins,Z. Collins,,,,,,,,,43.0,2.0,2.0,0.0,,,,,,,
45,PT08M09.00S,2022-04-06T01:16:12.1Z,1,REGULAR,2pt,Jump Shot,[],1630200,14.273981603153747,26.96078431372549,1610612759,7,6,2022-04-06T01:16:22Z,450000,115.0,82.0,1,left,MISS T. Jones 14' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,,,,14.12,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
46,PT08M06.00S,2022-04-06T01:16:15.1Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,7,6,2022-04-06T01:16:22Z,460000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,,,,,,,Morris,M. Morris,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,
47,PT07M58.00S,2022-04-06T01:16:22.5Z,1,REGULAR,2pt,Jump Shot,[],203932,87.99277266754271,19.11764705882353,1610612743,7,6,2022-04-06T01:16:27Z,470000,-154.0,60.0,1,right,MISS A. Gordon 16' Jump Shot,[203932],1610612743.0,DEN,,,,,,,16.58,Missed,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2022-04-06T01:16:25.5Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,7,6,2022-04-06T01:16:27Z,480000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,,,,,,,Jones,T. Jones,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,
49,PT07M46.00S,2022-04-06T01:16:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,6.915243101182654,45.588235294117645,1610612759,7,8,2022-04-06T01:16:39Z,490000,22.0,13.0,1,left,Z. Collins cutting Layup (2 PTS) (K. Johnson 1 AST),"[1628380, 1629640]",1610612759.0,SAS,cutting,,,,,,2.54,Made,2.0,Collins,Z. Collins,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,,,
51,PT07M23.00S,2022-04-06T01:16:56.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,92.9862023653088,57.107843137254896,1610612743,7,8,2022-04-06T01:17:02Z,510000,36.0,13.0,1,right,MISS N. Jokic turnaround Hook - blocked,"[203999, 1630200]",1610612743.0,DEN,turnaround,,,,,,3.79,Missed,,Jokic,N. Jokic,,,,,,,,,,,,,,,,Jones,1630200.0,,
52,PT07M23.00S,2022-04-06T01:16:56.8Z,1,REGULAR,block,,[],1630200,,,1610612743,7,8,2022-04-06T01:16:58Z,520000,,,0,,T. Jones BLOCK (1 BLK),[1630200],1610612759.0,SAS,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
53,PT07M22.00S,2022-04-06T01:16:57.8Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,7,8,2022-04-06T01:17:02Z,530000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,
55,PT07M20.00S,2022-04-06T01:17:03.9Z,1,REGULAR,foul,personal,['2freethrow'],203085,,,1610612759,7,8,2022-04-06T01:17:21Z,550000,,,0,,A. Rivers shooting personal FOUL (1 PF) (Primo 2 FT),"[203085, 1630563]",1610612743.0,DEN,shooting,,,,,,,,,Rivers,A. Rivers,,,,1204.0,1.0,0.0,Primo,1630563.0,,,,,,,,,,,
57,PT07M20.00S,2022-04-06T01:17:31.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630563,,,1610612759,7,9,2022-04-06T01:17:46Z,570000,,,0,,J. Primo Free Throw 1 of 2 (1 PTS),[1630563],1610612759.0,SAS,,,,,,,,Made,1.0,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
58,PT07M20.00S,2022-04-06T01:17:31.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630563,,,1610612759,7,9,2022-04-06T01:17:46Z,580000,,,0,,MISS J. Primo Free Throw 2 of 2,[1630563],1610612759.0,SAS,,,,,,,,Missed,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
59,PT07M18.00S,2022-04-06T01:17:33.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,9,2022-04-06T01:17:46Z,590000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,
60,PT07M05.00S,2022-04-06T01:18:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,88.91261498028909,41.66666666666667,1610612743,7,9,2022-04-06T01:18:05Z,600000,-42.0,52.0,1,right,MISS N. Jokic 6' turnaround Shot,[203999],1610612743.0,DEN,turnaround,,,,,,6.64,Missed,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,
61,PT07M04.00S,2022-04-06T01:18:01.4Z,1,REGULAR,rebound,offensive,[],203115,,,1610612743,7,9,2022-04-06T01:18:05Z,610000,,,0,,W. Barton REBOUND (Off:1 Def:1),[203115],1610612743.0,DEN,,,,,,,,,,Barton,W. Barton,,,,,,,,,60.0,2.0,1.0,1.0,,,,,,,
62,PT06M55.00S,2022-04-06T01:18:09.7Z,1,REGULAR,turnover,bad pass,[],203085,,,1610612743,7,9,2022-04-06T01:18:13Z,620000,,,0,,A. Rivers bad pass TURNOVER (1 TO),"[203085, 1628380]",1610612743.0,DEN,,,,,,,,,,Rivers,A. Rivers,,,,,,,,,,,,,1.0,Collins,1628380.0,,,,
63,PT06M55.00S,2022-04-06T01:18:09.7Z,1,REGULAR,steal,,[],1628380,,,1610612759,7,9,2022-04-06T01:18:11Z,630000,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,
64,PT06M52.00S,2022-04-06T01:18:13.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629640,6.783837056504599,44.85294117647059,1610612759,7,11,2022-04-06T01:18:21Z,640000,26.0,11.0,1,left,K. Johnson running finger roll Layup (4 PTS),[1629640],1610612759.0,SAS,running finger roll,,,,,,2.81,Made,4.0,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,
65,PT06M52.00S,2022-04-06T01:18:18.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,7,11,2022-04-06T01:18:18Z,650000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M52.00S,2022-04-06T01:20:48.8Z,1,REGULAR,substitution,out,[],1630200,,,1610612743,7,11,2022-04-06T01:21:07Z,660000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
67,PT06M52.00S,2022-04-06T01:20:48.8Z,1,REGULAR,substitution,in,[],1626196,,,1610612743,7,11,2022-04-06T01:21:07Z,670000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
68,PT06M42.00S,2022-04-06T01:21:23.2Z,1,REGULAR,3pt,Jump Shot,[],203999,66.96780551905388,49.26470588235294,1610612743,10,11,2022-04-06T01:21:29Z,680000,-4.0,258.0,1,right,N. Jokic 25' 3PT pullup (7 PTS) (W. Barton 1 AST),"[203999, 203115]",1610612743.0,DEN,pullup,,,,,,25.8,Made,7.0,Jokic,N. Jokic,W. Barton,203115.0,1.0,,,,,,,,,,,,,,,,
70,PT06M29.00S,2022-04-06T01:21:35.5Z,1,REGULAR,turnover,lost ball,[],1628380,,,1610612759,10,11,2022-04-06T01:22:10Z,700000,,,0,,Z. Collins lost ball TURNOVER (1 TO),"[1628380, 203932]",1610612759.0,SAS,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,1.0,Gordon,203932.0,,,,
71,PT06M29.00S,2022-04-06T01:21:35.5Z,1,REGULAR,steal,,[],203932,,,1610612743,10,11,2022-04-06T01:22:24Z,710000,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
72,PT06M26.00S,2022-04-06T01:21:39.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628420,74.19513797634691,84.31372549019608,1610612743,10,11,2022-04-06T01:21:45Z,720000,172.0,190.0,1,right,MISS M. Morris 25' pullup 3PT,[1628420],1610612743.0,DEN,pullup,,,,,,25.61,Missed,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
73,PT06M23.00S,2022-04-06T01:21:41.9Z,1,REGULAR,rebound,offensive,[],1628420,,,1610612743,10,11,2022-04-06T01:21:41Z,730000,,,0,,M. Morris REBOUND (Off:1 Def:1),[1628420],1610612743.0,DEN,,,,,,,,,,Morris,M. Morris,,,,,,,,,72.0,2.0,1.0,1.0,,,,,,,
109,PT06M20.00S,2022-04-06T01:21:42.2Z,1,REGULAR,turnover,out-of-bounds,[],203085,,,1610612743,10,11,2022-04-06T01:27:05Z,735000,,,0,,A. Rivers step out-of-bounds TURNOVER (2 TO),[203085],1610612743.0,DEN,step,,,,,,,,,Rivers,A. Rivers,,,,1146.0,,,,,,,,,2.0,,,,,,
110,PT06M20.00S,2022-04-06T01:21:51.6Z,1,REGULAR,instantreplay,request,[],0,,,1610612759,10,11,2022-04-06T01:27:53Z,755000,,,0,,,[],,,overturned,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,,Out of Bounds - Overturn Call,
76,PT06M07.00S,2022-04-06T01:21:58.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,31.09395532194481,31.862745098039213,1610612759,10,14,2022-04-06T01:27:58Z,760000,91.0,240.0,1,left,D. Vassell 25' 3PT  (5 PTS) (K. Johnson 2 AST),"[1630170, 1629640]",1610612759.0,SAS,,,,,,,25.64,Made,5.0,Vassell,D. Vassell,K. Johnson,1629640.0,2.0,,,,,,,,,,,,,,,,
78,PT05M53.00S,2022-04-06T01:22:11.5Z,1,REGULAR,3pt,Jump Shot,[],203932,69.20170827858082,27.205882352941174,1610612743,10,14,2022-04-06T01:22:15Z,780000,-114.0,237.0,1,right,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,,,,26.3,Missed,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
79,PT05M52.00S,2022-04-06T01:22:12.5Z,1,REGULAR,rebound,defensive,[],1630563,,,1610612759,10,14,2022-04-06T01:22:15Z,790000,,,0,,J. Primo REBOUND (Off:0 Def:1),[1630563],1610612759.0,SAS,,,,,,,,,,Primo,J. Primo,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,
80,PT05M37.00S,2022-04-06T01:22:28.3Z,1,REGULAR,3pt,Jump Shot,[],1630170,27.808804204993432,79.16666666666666,1610612759,10,17,2022-04-06T01:22:32Z,800000,-146.0,209.0,1,left,D. Vassell 25' 3PT  (8 PTS) (Z. Collins 2 AST),"[1630170, 1628380]",1610612759.0,SAS,,,,,,,25.47,Made,8.0,Vassell,D. Vassell,Z. Collins,1628380.0,2.0,,,,,,,,,,,,,,,,
82,PT05M19.00S,2022-04-06T01:22:45.8Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,10,17,2022-04-06T01:22:49Z,820000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1626196]",1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,1.0,Richardson,1626196.0,,,,
83,PT05M19.00S,2022-04-06T01:22:45.8Z,1,REGULAR,steal,,[],1626196,,,1610612759,10,17,2022-04-06T01:22:47Z,830000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
84,PT05M17.00S,2022-04-06T01:22:50.0Z,1,REGULAR,foul,personal,['2freethrow'],203085,,,1610612759,10,17,2022-04-06T01:23:11Z,840000,,,0,,A. Rivers shooting personal FOUL (2 PF) (Vassell 2 FT),"[203085, 1630170]",1610612743.0,DEN,shooting,,,,,,,,,Rivers,A. Rivers,,,,202027.0,2.0,0.0,Vassell,1630170.0,,,,,,,,,,,
86,PT05M17.00S,2022-04-06T01:23:29.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630170,,,1610612759,10,18,2022-04-06T01:23:29Z,860000,,,0,,D. Vassell Free Throw 1 of 2 (9 PTS),[1630170],1610612759.0,SAS,,,,,,,,Made,9.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
87,PT05M17.00S,2022-04-06T01:23:29.9Z,1,REGULAR,substitution,out,[],1630563,,,1610612759,10,18,2022-04-06T01:23:33Z,870000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,,,,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
88,PT05M17.00S,2022-04-06T01:23:29.9Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,10,18,2022-04-06T01:23:33Z,880000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
89,PT05M17.00S,2022-04-06T01:23:48.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630170,,,1610612759,10,19,2022-04-06T01:23:48Z,890000,,,0,,D. Vassell Free Throw 2 of 2 (10 PTS),[1630170],1610612759.0,SAS,,,,,,,,Made,10.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2022-04-06T01:24:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.03745072273325,52.450980392156865,1610612743,12,19,2022-04-06T01:24:14Z,900000,12.0,4.0,1,right,N. Jokic driving finger roll Layup (9 PTS),[203999],1610612743.0,DEN,driving finger roll,,,,,,1.28,Made,9.0,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,
91,PT04M49.00S,2022-04-06T01:24:17.4Z,1,REGULAR,2pt,Jump Shot,[],1630170,23.209592641261498,45.83333333333333,1610612759,12,19,2022-04-06T01:24:25Z,910000,21.0,166.0,1,left,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,,,,16.7,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
