actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
21,PT10M06.00S,2022-02-09T02:12:38.4Z,1,REGULAR,rebound,offensive,[],203115,,,1610612743,4,5,2022-02-09T02:12:39Z,210000,,,0,,W. Barton REBOUND (Off:1 Def:0),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M04.00S,2022-02-09T02:12:39.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203999,67.7562417871222,68.13725490196079,1610612743,4,5,2022-02-09T02:12:43Z,220000,91.0,251.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.65,Missed,,,,,,,,,,,,,,,,,,
23,PT10M02.00S,2022-02-09T02:12:41.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,4,5,2022-02-09T02:12:43Z,230000,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,22.0,2.0,1.0,1.0,,,,,,,,,,,,,,
24,PT09M58.00S,2022-02-09T02:12:47.9Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,4,5,2022-02-09T02:12:52Z,240000,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,,,,,,,,,,,201246.0,1.0,,,,,,,,
25,PT09M47.00S,2022-02-09T02:13:06.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203115,92.9862023653088,96.56862745098039,1610612743,7,5,2022-02-09T02:13:10Z,250000,233.0,13.0,1,right,W. Barton 3PT  (5 PTS) (M. Morris 1 AST),"[203115, 1628420]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,23.32,Made,,,,,5.0,M. Morris,1628420.0,1.0,,,,,,,,,,
27,PT09M31.00S,2022-02-09T02:13:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,14.011169513797633,49.754901960784316,1610612752,7,5,2022-02-09T02:13:28Z,270000,1.0,79.0,1,left,MISS R. Barrett 7' floating Shot,[1629628],1610612752.0,NYK,floating,,,Barrett,R. Barrett,,,,,7.92,Missed,,,,,,,,,,,,,,,,,,
28,PT09M30.00S,2022-02-09T02:13:22.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,5,2022-02-09T02:13:28Z,280000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M25.00S,2022-02-09T02:13:28.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,69.33311432325887,69.85294117647058,1610612743,7,5,2022-02-09T02:13:35Z,290000,99.0,236.0,1,right,MISS W. Barton 25' step back 3PT,[203115],1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
30,PT09M21.00S,2022-02-09T02:13:32.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,7,5,2022-02-09T02:13:35Z,300000,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,
31,PT09M15.00S,2022-02-09T02:13:38.7Z,1,REGULAR,3pt,Jump Shot,[],203095,6.783837056504599,95.83333333333334,1610612752,7,8,2022-02-09T02:13:43Z,310000,-229.0,11.0,1,left,E. Fournier 3PT  (6 PTS) (J. Randle 2 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,22.95,Made,,,,,6.0,J. Randle,203944.0,2.0,,,,,,,,,,
33,PT09M00.00S,2022-02-09T02:13:52.8Z,1,REGULAR,3pt,Jump Shot,[],201145,93.77463863337714,95.34313725490196,1610612743,7,8,2022-02-09T02:13:58Z,330000,227.0,6.0,1,right,MISS J. Green 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,
34,PT08M56.00S,2022-02-09T02:13:56.8Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,7,8,2022-02-09T02:13:58Z,340000,,,0,,T. Gibson REBOUND (Off:0 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT08M51.00S,2022-02-09T02:14:01.8Z,1,REGULAR,turnover,lost ball,[],203095,,,1610612752,7,8,2022-02-09T02:14:06Z,350000,,,0,,E. Fournier lost ball TURNOVER (1 TO),"[203095, 203115]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,1.0,Barton,203115.0,,,,,,
36,PT08M51.00S,2022-02-09T02:14:01.8Z,1,REGULAR,steal,,[],203115,,,1610612743,7,8,2022-02-09T02:14:03Z,360000,,,0,,W. Barton STEAL (1 STL),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2022-02-09T02:14:08.1Z,1,REGULAR,foul,personal,['2freethrow'],201959,,,1610612743,7,8,2022-02-09T02:14:21Z,370000,,,0,,T. Gibson shooting personal FOUL (1 PF) (Green 2 FT),"[201959, 201145]",1610612752.0,NYK,shooting,,,Gibson,T. Gibson,,,,,,,,,,,,,,,201246.0,,,,1.0,0.0,Green,201145.0,,
39,PT08M49.00S,2022-02-09T02:14:34.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201145,,,1610612743,8,8,2022-02-09T02:14:34Z,390000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
40,PT08M49.00S,2022-02-09T02:14:54.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201145,,,1610612743,9,8,2022-02-09T02:14:54Z,400000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
41,PT08M36.00S,2022-02-09T02:15:10.7Z,1,REGULAR,3pt,Jump Shot,[],203944,32.670827858081466,48.77450980392157,1610612752,9,11,2022-02-09T02:15:14Z,410000,6.0,255.0,1,left,J. Randle 25' 3PT  (5 PTS) (K. Walker 1 AST),"[203944, 202689]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.47,Made,,,,,5.0,K. Walker,202689.0,1.0,,,,,,,,,,
43,PT08M17.00S,2022-02-09T02:15:28.3Z,1,REGULAR,2pt,Jump Shot,[],203932,91.80354796320631,71.32352941176471,1610612743,11,11,2022-02-09T02:15:31Z,430000,107.0,25.0,1,right,A. Gordon 10' turnaround Jump Shot (4 PTS),[203932],1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,10.94,Made,,,,,4.0,,,,,,,,,,,,,
44,PT08M08.00S,2022-02-09T02:15:38.5Z,1,REGULAR,3pt,Jump Shot,[],203944,9.149145860709593,5.147058823529411,1610612752,11,11,2022-02-09T02:15:42Z,440000,224.0,34.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,
45,PT08M05.00S,2022-02-09T02:15:41.5Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,11,11,2022-02-09T02:15:42Z,450000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M02.00S,2022-02-09T02:15:44.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628420,78.79434954007884,23.52941176470588,1610612743,11,11,2022-02-09T02:15:51Z,460000,-132.0,147.0,1,right,MISS M. Morris 19' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,19.77,Missed,,,,,,,,,,,,,,,,,,
47,PT07M59.00S,2022-02-09T02:15:46.8Z,1,REGULAR,rebound,offensive,[],1628420,,,1610612743,11,11,2022-02-09T02:15:46Z,470000,,,0,,M. Morris REBOUND (Off:1 Def:0),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,,
49,PT07M58.00S,2022-02-09T02:15:47.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628420,85.3646517739816,22.54901960784314,1610612743,11,11,2022-02-09T02:15:55Z,490000,-137.0,85.0,1,right,MISS M. Morris 16' Jump Shot,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,16.15,Missed,,,,,,,,,,,,,,,,,,
50,PT07M55.00S,2022-02-09T02:15:50.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,11,11,2022-02-09T02:15:55Z,500000,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,49.0,4.0,3.0,1.0,,,,,,,,,,,,,,
51,PT07M46.00S,2022-02-09T02:16:00.1Z,1,REGULAR,3pt,Jump Shot,[],201959,9.149145860709593,3.9215686274509802,1610612752,11,14,2022-02-09T02:16:04Z,510000,230.0,34.0,1,left,T. Gibson 3PT  (3 PTS) (J. Randle 3 AST),"[201959, 203944]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,23.28,Made,,,,,3.0,J. Randle,203944.0,3.0,,,,,,,,,,
53,PT07M25.00S,2022-02-09T02:16:20.8Z,1,REGULAR,3pt,Jump Shot,[],203932,92.32917214191852,4.166666666666666,1610612743,14,14,2022-02-09T02:16:25Z,530000,-229.0,20.0,1,right,A. Gordon 3PT  (7 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,23.0,Made,,,,,7.0,N. Jokic,203999.0,3.0,,,,,,,,,,
55,PT07M13.00S,2022-02-09T02:16:36.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,14,14,2022-02-09T02:16:36Z,550000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M03.00S,2022-02-09T02:19:34.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,6.258212877792378,52.20588235294118,1610612752,14,16,2022-02-09T02:19:56Z,560000,-11.0,6.0,1,left,J. Randle driving DUNK (7 PTS) (K. Walker 2 AST),"[203944, 202689]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,1.27,Made,,,,,7.0,K. Walker,202689.0,2.0,,,,,,,,,,
58,PT06M46.00S,2022-02-09T02:19:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,88.91261498028909,50.0,1610612743,14,16,2022-02-09T02:20:04Z,580000,0.0,52.0,1,right,MISS W. Barton floating Shot,[203115],1610612743.0,DEN,floating,,,Barton,W. Barton,,,,,5.17,Missed,,,,,,,,,,,,,,,,,,
59,PT06M46.00S,2022-02-09T02:19:50.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,14,16,2022-02-09T02:20:04Z,590000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,
60,PT06M37.00S,2022-02-09T02:20:09.2Z,1,REGULAR,3pt,Jump Shot,[],203095,6.521024967148489,96.56862745098039,1610612752,14,19,2022-02-09T02:20:14Z,600000,-233.0,9.0,1,left,E. Fournier 3PT  (9 PTS) (K. Walker 3 AST),"[203095, 202689]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.3,Made,,,,,9.0,K. Walker,202689.0,3.0,,,,,,,,,,
62,PT06M35.00S,2022-02-09T02:20:14.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,14,19,2022-02-09T02:20:14Z,620000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M35.00S,2022-02-09T02:22:43.0Z,1,REGULAR,substitution,out,[],201145,,,1610612743,14,19,2022-02-09T02:22:50Z,630000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M35.00S,2022-02-09T02:22:43.0Z,1,REGULAR,substitution,in,[],1630192,,,1610612743,14,19,2022-02-09T02:22:50Z,640000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M22.00S,2022-02-09T02:23:16.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,14,19,2022-02-09T02:23:16Z,650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M16.00S,2022-02-09T02:23:34.1Z,1,REGULAR,3pt,Jump Shot,[],1630192,92.9862023653088,95.34313725490196,1610612743,14,19,2022-02-09T02:23:45Z,660000,227.0,13.0,1,right,MISS Z. Nnaji 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,
67,PT06M13.00S,2022-02-09T02:23:37.1Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,14,19,2022-02-09T02:23:56Z,670000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT06M13.00S,2022-02-09T02:23:57.5Z,1,REGULAR,turnover,out-of-bounds,[],203095,,,1610612752,14,19,2022-02-09T02:24:05Z,680000,,,0,,E. Fournier bad pass out-of-bounds TURNOVER (2 TO),[203095],1610612752.0,NYK,bad pass,,,Fournier,E. Fournier,,,,,,,,,,,,,,,1627964.0,2.0,,,,,,,,
69,PT06M10.00S,2022-02-09T02:24:01.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630192,92.32917214191852,46.81372549019608,1610612743,16,19,2022-02-09T02:25:18Z,690000,-16.0,20.0,1,right,Z. Nnaji Layup (2 PTS) (M. Morris 2 AST),"[1630192, 1628420]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,2.52,Made,,,,,2.0,M. Morris,1628420.0,2.0,,,,,,,,,,
71,PT05M58.00S,2022-02-09T02:24:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202689,6.389618922470433,53.92156862745098,1610612752,16,21,2022-02-09T02:24:39Z,710000,-20.0,8.0,1,left,K. Walker driving reverse Layup (2 PTS),[202689],1610612752.0,NYK,driving reverse,,,Walker,K. Walker,,,,,2.1,Made,,,,,2.0,,,,,,,,,,,,,
72,PT05M44.00S,2022-02-09T02:24:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,89.04402102496715,51.470588235294116,1610612743,18,21,2022-02-09T02:25:48Z,720000,7.0,50.0,1,right,N. Jokic Jump Shot (2 PTS) (M. Morris 3 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,5.1,Made,,,,,2.0,M. Morris,1628420.0,3.0,,,,,,,,,,
74,PT05M31.00S,2022-02-09T02:24:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,11.251642575558476,64.95098039215686,1610612752,18,23,2022-02-09T02:24:48Z,740000,-75.0,53.0,1,left,R. Barrett 9' turnaround fadeaway Jump Shot (2 PTS),[1629628],1610612752.0,NYK,turnaround fadeaway,,,Barrett,R. Barrett,,,,,9.18,Made,,,,,2.0,,,,,,,,,,,,,
75,PT05M21.00S,2022-02-09T02:24:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203115,91.27792378449409,58.08823529411765,1610612743,18,23,2022-02-09T02:25:08Z,750000,40.0,29.0,1,right,MISS W. Barton driving Layup - blocked,"[203115, 203095]",1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,5.0,Missed,,,,,,,,,,,,,,,,,Fournier,203095.0
76,PT05M21.00S,2022-02-09T02:24:50.1Z,1,REGULAR,block,,[],203095,,,1610612743,18,23,2022-02-09T02:24:52Z,760000,,,0,,E. Fournier BLOCK (1 BLK),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M21.00S,2022-02-09T02:24:50.1Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,18,23,2022-02-09T02:24:59Z,770000,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,75.0,1.0,0.0,1.0,,,,,,,,,,,,,,
78,PT05M21.00S,2022-02-09T02:24:53.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,91.80354796320631,47.549019607843135,1610612743,20,23,2022-02-09T02:25:03Z,780000,-12.0,25.0,1,right,Z. Nnaji putback Layup (4 PTS),[1630192],1610612743.0,DEN,putback,,,Nnaji,Z. Nnaji,,,,,2.74,Made,,,,,4.0,,,,,,,,,,,,,
79,PT05M21.00S,2022-02-09T02:24:55.4Z,1,REGULAR,foul,personal,['1freethrow'],203944,,,1610612743,20,23,2022-02-09T02:25:06Z,790000,,,0,,J. Randle shooting personal FOUL (1 PF) (Nnaji 1 FT),"[203944, 1630192]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,,,,,,,,1148.0,,,,1.0,0.0,Nnaji,1630192.0,,
81,PT05M21.00S,2022-02-09T02:25:25.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630192,,,1610612743,20,23,2022-02-09T02:25:33Z,810000,,,0,,MISS Z. Nnaji Free Throw 1 of 1,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT05M17.00S,2022-02-09T02:25:29.9Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,20,23,2022-02-09T02:25:33Z,820000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,,,
83,PT05M09.00S,2022-02-09T02:25:36.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628420,90.75229960578186,95.83333333333334,1610612743,23,23,2022-02-09T02:25:39Z,830000,229.0,34.0,1,right,M. Morris 3PT  (3 PTS) (W. Barton 1 AST),"[1628420, 203115]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.18,Made,,,,,3.0,W. Barton,203115.0,1.0,,,,,,,,,,
85,PT04M54.00S,2022-02-09T02:25:50.3Z,1,REGULAR,3pt,Jump Shot,[],1629628,32.14520367936925,45.588235294117645,1610612752,23,26,2022-02-09T02:25:54Z,850000,22.0,250.0,1,left,R. Barrett 25' 3PT pullup (5 PTS),[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,25.07,Made,,,,,5.0,,,,,,,,,,,,,
86,PT04M31.00S,2022-02-09T02:26:18.6Z,1,REGULAR,foul,personal,[],201959,,,1610612743,23,26,2022-02-09T02:26:29Z,860000,,,0,,T. Gibson personal FOUL (2 PF),"[201959, 203999]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,201246.0,,,,2.0,0.0,Jokic,203999.0,,
88,PT04M31.00S,2022-02-09T02:26:26.6Z,1,REGULAR,substitution,out,[],202689,,,1610612743,23,26,2022-02-09T02:26:30Z,880000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M31.00S,2022-02-09T02:26:26.6Z,1,REGULAR,substitution,in,[],202692,,,1610612743,23,26,2022-02-09T02:26:30Z,890000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M31.00S,2022-02-09T02:26:37.5Z,1,REGULAR,substitution,out,[],201959,,,1610612743,23,26,2022-02-09T02:26:45Z,900000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M31.00S,2022-02-09T02:26:37.5Z,1,REGULAR,substitution,in,[],1630579,,,1610612743,23,26,2022-02-09T02:26:45Z,910000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M23.00S,2022-02-09T02:27:04.5Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,23,26,2022-02-09T02:29:46Z,920000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1148.0,1.0,,,,,,,,
93,PT04M00.00S,2022-02-09T02:27:36.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203095,6.652431011826544,56.61764705882353,1610612752,23,26,2022-02-09T02:27:44Z,930000,-33.0,10.0,1,left,MISS E. Fournier driving Layup,[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,3.46,Missed,,,,,,,,,,,,,,,,,,
