actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
190,PT09M41.00S,2022-02-09T02:40:59.4Z,2,REGULAR,2pt,Jump Shot,[],1630538,78.26872536136662,40.931372549019606,1610612743,46,42,2022-02-09T02:41:09Z,1850000,-45.0,152.0,1,right,B. Hyland 15' turnaround fadeaway Jump Shot (5 PTS),[1630538],1610612743.0,DEN,turnaround fadeaway,,,Hyland,B. Hyland,,,,,15.84,Made,,,,,5.0,,,,,,,,,,,,,
191,PT09M22.00S,2022-02-09T02:41:17.7Z,2,REGULAR,3pt,Jump Shot,[],1629629,32.013797634691194,27.205882352941174,1610612752,46,42,2022-02-09T02:41:23Z,1860000,114.0,248.0,1,left,MISS C. Reddish 27' 3PT,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,
192,PT09M17.00S,2022-02-09T02:41:22.7Z,2,REGULAR,rebound,defensive,[],1628432,,,1610612743,46,42,2022-02-09T02:41:23Z,1870000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,,,
193,PT09M13.00S,2022-02-09T02:41:26.8Z,2,REGULAR,3pt,Jump Shot,[],1627854,66.70499342969777,44.85294117647059,1610612743,49,42,2022-02-09T02:41:33Z,1880000,-26.0,260.0,1,right,B. Forbes 26' 3PT pullup (3 PTS) (D. Reed 1 AST),"[1627854, 1628432]",1610612743.0,DEN,pullup,,,Forbes,B. Forbes,,,,,26.18,Made,,,,,3.0,D. Reed,1628432.0,1.0,,,,,,,,,,
194,PT09M03.00S,2022-02-09T02:41:40.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,49,42,2022-02-09T02:41:40Z,1890000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M03.00S,2022-02-09T02:43:54.4Z,2,REGULAR,substitution,out,[],202692,,,1610612752,49,42,2022-02-09T02:44:16Z,1900000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M03.00S,2022-02-09T02:43:54.4Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,49,42,2022-02-09T02:44:16Z,1910000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M55.00S,2022-02-09T02:44:37.6Z,2,REGULAR,turnover,bad pass,[],1630193,,,1610612752,49,42,2022-02-09T02:44:43Z,1920000,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 203210]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,1.0,Green,203210.0,,,,,,
199,PT08M55.00S,2022-02-09T02:44:37.6Z,2,REGULAR,steal,,[],203210,,,1610612743,49,42,2022-02-09T02:44:39Z,1930000,,,0,,J. Green STEAL (1 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M53.00S,2022-02-09T02:44:41.5Z,2,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612743,49,42,2022-02-09T02:44:50Z,1940000,,,0,,I. Quickley shooting personal FOUL (2 PF) (Green 2 FT),"[1630193, 203210]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,,,,,,,,,,,201246.0,,,,2.0,0.0,Green,203210.0,,
202,PT08M53.00S,2022-02-09T02:45:09.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203210,,,1610612743,50,42,2022-02-09T02:45:09Z,1960000,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
203,PT08M53.00S,2022-02-09T02:45:26.2Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203210,,,1610612743,51,42,2022-02-09T02:45:26Z,1970000,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
204,PT08M40.00S,2022-02-09T02:45:39.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,6.652431011826544,57.84313725490197,1610612752,51,44,2022-02-09T02:45:44Z,1980000,-39.0,10.0,1,left,O. Toppin alley-oop DUNK (8 PTS) (R. Barrett 1 AST),"[1630167, 1629628]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,4.05,Made,,,,,8.0,R. Barrett,1629628.0,1.0,,,,,,,,,,
206,PT08M26.00S,2022-02-09T02:45:55.6Z,2,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612743,51,44,2022-02-09T02:46:13Z,2000000,,,0,,J. Sims shooting personal FOUL (2 PF) (Hyland 2 FT),"[1630579, 1630538]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,,,,,,,,,,,1148.0,,,,2.0,0.0,Hyland,1630538.0,,
208,PT08M26.00S,2022-02-09T02:46:22.3Z,2,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,52,44,2022-02-09T02:46:22Z,2020000,,,0,,B. Hyland Free Throw 1 of 2 (6 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
209,PT08M26.00S,2022-02-09T02:46:38.0Z,2,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,53,44,2022-02-09T02:46:38Z,2030000,,,0,,B. Hyland Free Throw 2 of 2 (7 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
210,PT08M12.00S,2022-02-09T02:46:57.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,53,44,2022-02-09T02:46:57Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M03.00S,2022-02-09T02:47:16.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,6.652431011826544,46.32352941176471,1610612752,53,44,2022-02-09T02:47:20Z,2050000,18.0,10.0,1,left,MISS O. Toppin driving reverse Layup,[1630167],1610612752.0,NYK,driving reverse,,,Toppin,O. Toppin,,,,,2.09,Missed,,,,,,,,,,,,,,,,,,
212,PT08M01.00S,2022-02-09T02:47:18.2Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,53,44,2022-02-09T02:47:20Z,2060000,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,211.0,2.0,1.0,1.0,,,,,,,,,,,,,,
213,PT07M55.00S,2022-02-09T02:47:22.4Z,2,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612743,53,44,2022-02-09T02:53:10Z,2155000,,,0,,I. Quickley shooting personal FOUL (3 PF) (Hyland 2 FT),"[1630193, 1630538]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,,,,,,,,,,,1627964.0,,,,3.0,0.0,Hyland,1630538.0,,
216,PT07M55.00S,2022-02-09T02:47:56.0Z,2,REGULAR,substitution,out,[],1630167,,,1610612743,53,44,2022-02-09T02:48:19Z,2158750,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M55.00S,2022-02-09T02:47:56.0Z,2,REGULAR,substitution,out,[],1630193,,,1610612743,53,44,2022-02-09T02:48:19Z,2159375,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M55.00S,2022-02-09T02:47:56.0Z,2,REGULAR,substitution,in,[],202689,,,1610612743,53,44,2022-02-09T02:48:19Z,2159687,,,0,,SUB in: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M55.00S,2022-02-09T02:47:56.0Z,2,REGULAR,substitution,in,[],203944,,,1610612743,53,44,2022-02-09T02:48:19Z,2159843,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M55.00S,2022-02-09T02:47:57.1Z,2,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,54,44,2022-02-09T02:54:33Z,2159921,,,0,,B. Hyland Free Throw 1 of 2 (8 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
220,PT07M55.00S,2022-02-09T02:47:57.1Z,2,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,54,44,2022-02-09T02:54:33Z,2159960,,,0,,MISS B. Hyland Free Throw 2 of 2,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Missed,,,,,,,,,,,,,,,,,,
221,PT07M53.00S,2022-02-09T02:47:59.1Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,54,44,2022-02-09T02:54:33Z,2159980,,,0,,Z. Nnaji REBOUND (Off:4 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,220.0,6.0,2.0,4.0,,,,,,,,,,,,,,
222,PT07M52.00S,2022-02-09T02:48:22.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,92.85479632063075,54.166666666666664,1610612743,56,44,2022-02-09T02:48:27Z,2160000,21.0,15.0,1,right,Z. Nnaji putback Layup (9 PTS),[1630192],1610612743.0,DEN,putback,,,Nnaji,Z. Nnaji,,,,,2.55,Made,,,,,9.0,,,,,,,,,,,,,
223,PT07M33.00S,2022-02-09T02:48:41.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203944,10.200394218134035,50.0,1610612752,56,44,2022-02-09T02:52:41Z,2170000,0.0,43.0,1,left,MISS J. Randle turnaround Hook,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,4.34,Missed,,,,,,,,,,,,,,,,,,
224,PT07M31.00S,2022-02-09T02:48:43.0Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,56,44,2022-02-09T02:48:45Z,2180000,,,0,,J. Green REBOUND (Off:1 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,223.0,3.0,2.0,1.0,,,,,,,,,,,,,,
225,PT07M27.00S,2022-02-09T02:48:47.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,69.85873850197109,78.67647058823529,1610612743,59,44,2022-02-09T02:55:26Z,2190000,143.0,231.0,1,right,B. Hyland 27' 3PT running pullup (11 PTS) (J. Green 1 AST),"[1630538, 203210]",1610612743.0,DEN,running pullup,,,Hyland,B. Hyland,,,,,27.17,Made,,,,,11.0,J. Green,203210.0,1.0,,,,,,,,,,
226,PT07M15.00S,2022-02-09T02:49:02.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,59,44,2022-02-09T02:49:02Z,2200000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M15.00S,2022-02-09T02:51:21.8Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,59,44,2022-02-09T02:51:39Z,2210000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M15.00S,2022-02-09T02:51:21.8Z,2,REGULAR,substitution,in,[],201959,,,1610612752,59,44,2022-02-09T02:51:39Z,2220000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M07.00S,2022-02-09T02:52:02.7Z,2,REGULAR,foul,personal,[],203210,,,1610612752,59,44,2022-02-09T02:52:21Z,2230000,,,0,,J. Green personal FOUL (1 PF),"[203210, 203944]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,1148.0,,,,1.0,0.0,Randle,203944.0,,
232,PT07M00.00S,2022-02-09T02:52:22.8Z,2,REGULAR,turnover,bad pass,[],202689,,,1610612752,59,44,2022-02-09T02:52:29Z,2250000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 1630192]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,1.0,Nnaji,1630192.0,,,,,,
233,PT07M00.00S,2022-02-09T02:52:22.8Z,2,REGULAR,steal,,[],1630192,,,1610612743,59,44,2022-02-09T02:52:24Z,2260000,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M00.00S,2022-02-09T02:52:24.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612743,59,44,2022-02-09T02:52:37Z,2270000,,,0,,J. Randle take personal FOUL (2 PF) (Green 2 FT),"[203944, 203210]",1610612752.0,NYK,take,,,Randle,J. Randle,,,,,,,,,,,,,,,1148.0,,,,2.0,0.0,Green,203210.0,,
236,PT07M00.00S,2022-02-09T02:52:50.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203210,,,1610612743,60,44,2022-02-09T02:52:50Z,2290000,,,0,,J. Green Free Throw 1 of 2 (8 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
237,PT07M00.00S,2022-02-09T02:52:54.7Z,2,REGULAR,substitution,out,[],1628432,,,1610612743,60,44,2022-02-09T02:53:02Z,2300000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M00.00S,2022-02-09T02:52:54.7Z,2,REGULAR,substitution,out,[],1629629,,,1610612743,60,44,2022-02-09T02:53:02Z,2310000,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M00.00S,2022-02-09T02:52:54.7Z,2,REGULAR,substitution,in,[],203115,,,1610612743,60,44,2022-02-09T02:53:02Z,2320000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M00.00S,2022-02-09T02:52:54.7Z,2,REGULAR,substitution,in,[],203095,,,1610612743,60,44,2022-02-09T02:53:02Z,2330000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M00.00S,2022-02-09T02:53:14.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203210,,,1610612743,61,44,2022-02-09T02:53:14Z,2340000,,,0,,J. Green Free Throw 2 of 2 (9 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
242,PT06M47.00S,2022-02-09T02:53:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.1268068331143235,55.88235294117647,1610612752,61,44,2022-02-09T02:53:42Z,2350000,-29.0,5.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.98,Missed,,,,,,,,,,,,,,,,,,
243,PT06M46.00S,2022-02-09T02:53:30.1Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,61,44,2022-02-09T02:53:30Z,2360000,,,0,,Z. Nnaji REBOUND (Off:4 Def:3),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,242.0,7.0,3.0,4.0,,,,,,,,,,,,,,
244,PT06M43.00S,2022-02-09T02:53:33.4Z,2,REGULAR,turnover,out-of-bounds,[],203210,,,1610612743,61,44,2022-02-09T03:02:45Z,2370000,,,0,,J. Green step out-of-bounds TURNOVER (1 TO),[203210],1610612743.0,DEN,step,,,Green,J. Green,,,,,,,,,,,,,,,1148.0,1.0,,,,,,,,
245,PT06M43.00S,2022-02-09T02:53:39.7Z,2,REGULAR,substitution,out,[],1630192,,,1610612752,61,44,2022-02-09T02:53:43Z,2380000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M43.00S,2022-02-09T02:53:39.7Z,2,REGULAR,substitution,in,[],203999,,,1610612752,61,44,2022-02-09T02:53:43Z,2390000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M34.00S,2022-02-09T02:53:53.2Z,2,REGULAR,turnover,lost ball,[],202689,,,1610612752,61,44,2022-02-09T02:54:01Z,2400000,,,0,,K. Walker lost ball TURNOVER (2 TO),"[202689, 203210]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,2.0,Green,203210.0,,,,,,
248,PT06M34.00S,2022-02-09T02:53:53.2Z,2,REGULAR,steal,,[],203210,,,1610612743,61,44,2022-02-09T02:53:56Z,2410000,,,0,,J. Green STEAL (2 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M30.00S,2022-02-09T02:53:57.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203210,92.85479632063075,49.754901960784316,1610612743,63,44,2022-02-09T02:54:05Z,2420000,-1.0,15.0,1,right,J. Green running DUNK (11 PTS),[203210],1610612743.0,DEN,running,,,Green,J. Green,,,,,1.47,Made,,,,,11.0,,,,,,,,,,,,,
250,PT06M14.00S,2022-02-09T02:54:13.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,6.652431011826544,56.61764705882353,1610612752,63,44,2022-02-09T02:54:17Z,2430000,-33.0,10.0,1,left,MISS K. Walker driving finger roll Layup,[202689],1610612752.0,NYK,driving finger roll,,,Walker,K. Walker,,,,,3.46,Missed,,,,,,,,,,,,,,,,,,
251,PT06M12.00S,2022-02-09T02:54:15.5Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,63,44,2022-02-09T02:54:17Z,2440000,,,0,,J. Green REBOUND (Off:1 Def:3),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,250.0,4.0,3.0,1.0,,,,,,,,,,,,,,
252,PT06M03.00S,2022-02-09T02:54:24.0Z,2,REGULAR,3pt,Jump Shot,[],1630538,67.09921156373193,50.49019607843137,1610612743,66,44,2022-02-09T02:54:33Z,2450000,2.0,257.0,1,right,B. Hyland 25' 3PT step back (14 PTS),[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,25.68,Made,,,,,14.0,,,,,,,,,,,,,
253,PT05M42.00S,2022-02-09T02:54:45.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,15.982260183968464,39.950980392156865,1610612752,66,46,2022-02-09T02:54:50Z,2460000,50.0,98.0,1,left,T. Gibson 10' Jump Shot (5 PTS) (E. Fournier 1 AST),"[201959, 203095]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,10.98,Made,,,,,5.0,E. Fournier,203095.0,1.0,,,,,,,,,,
255,PT05M34.00S,2022-02-09T02:54:56.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,66,46,2022-02-09T02:54:56Z,2480000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M34.00S,2022-02-09T02:56:09.0Z,2,REGULAR,substitution,out,[],203210,,,1610612743,66,46,2022-02-09T02:56:26Z,2490000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M34.00S,2022-02-09T02:56:09.0Z,2,REGULAR,substitution,out,[],1627854,,,1610612743,66,46,2022-02-09T02:56:26Z,2500000,,,0,,SUB out: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M34.00S,2022-02-09T02:56:09.0Z,2,REGULAR,substitution,in,[],203932,,,1610612743,66,46,2022-02-09T02:56:26Z,2510000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M34.00S,2022-02-09T02:56:09.0Z,2,REGULAR,substitution,in,[],201145,,,1610612743,66,46,2022-02-09T02:56:26Z,2520000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M21.00S,2022-02-09T02:56:40.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612743,66,46,2022-02-09T02:56:51Z,2530000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Green 2 FT),"[203095, 201145]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,1148.0,,,,2.0,0.0,Green,201145.0,,
262,PT05M21.00S,2022-02-09T02:57:12.7Z,2,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,66,46,2022-02-09T02:57:12Z,2550000,,,0,,MISS J. Green Free Throw 1 of 2,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,
263,PT05M21.00S,2022-02-09T02:57:12.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,66,46,2022-02-09T02:57:12Z,2560000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,
264,PT05M21.00S,2022-02-09T02:57:29.8Z,2,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,67,46,2022-02-09T02:57:29Z,2570000,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
265,PT05M03.00S,2022-02-09T02:57:50.2Z,2,REGULAR,foul,personal,[],203115,,,1610612752,67,46,2022-02-09T02:58:09Z,2580000,,,0,,W. Barton personal FOUL (2 PF),"[203115, 203095]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,201246.0,,,,2.0,0.0,Fournier,203095.0,,
267,PT05M03.00S,2022-02-09T02:58:00.8Z,2,REGULAR,substitution,out,[],1630538,,,1610612752,67,46,2022-02-09T02:58:04Z,2600000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M03.00S,2022-02-09T02:58:00.8Z,2,REGULAR,substitution,in,[],1628420,,,1610612752,67,46,2022-02-09T02:58:04Z,2610000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M58.00S,2022-02-09T02:58:12.3Z,2,REGULAR,3pt,Jump Shot,[],203095,33.85348226018397,45.09803921568628,1610612752,67,46,2022-02-09T03:03:40Z,2620000,25.0,266.0,1,left,MISS E. Fournier 26' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,
270,PT04M54.00S,2022-02-09T02:58:16.3Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,67,46,2022-02-09T02:58:18Z,2630000,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,269.0,3.0,2.0,1.0,,,,,,,,,,,,,,
271,PT04M41.00S,2022-02-09T02:58:28.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.46057818659659,45.09803921568628,1610612743,69,46,2022-02-09T02:58:32Z,2640000,-25.0,18.0,1,right,N. Jokic Layup (10 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.06,Made,,,,,10.0,,,,,,,,,,,,,
272,PT04M27.00S,2022-02-09T02:58:42.7Z,2,REGULAR,2pt,Jump Shot,[],203095,10.5946123521682,68.38235294117648,1610612752,69,48,2022-02-09T02:58:48Z,2650000,-92.0,47.0,1,left,E. Fournier 10' driving floating bank Jump Shot (14 PTS) (K. Walker 4 AST),"[203095, 202689]",1610612752.0,NYK,driving floating bank,,,Fournier,E. Fournier,,,,,10.33,Made,,,,,14.0,K. Walker,202689.0,4.0,,,,,,,,,,
274,PT04M02.00S,2022-02-09T02:59:08.0Z,2,REGULAR,3pt,Jump Shot,[],1628420,94.1688567674113,3.1862745098039214,1610612743,69,48,2022-02-09T03:05:00Z,2670000,-234.0,2.0,1,right,MISS M. Morris step back 3PT,[1628420],1610612743.0,DEN,step back,,,Morris,M. Morris,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
275,PT04M00.00S,2022-02-09T02:59:10.0Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,69,48,2022-02-09T02:59:14Z,2680000,,,0,,T. Gibson REBOUND (Off:0 Def:3),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,274.0,3.0,3.0,0.0,,,,,,,,,,,,,,
276,PT03M49.00S,2022-02-09T02:59:22.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,16.770696452036795,59.31372549019608,1610612752,69,50,2022-02-09T02:59:26Z,2690000,-47.0,105.0,1,left,J. Randle 11' fadeaway Jump Shot (11 PTS),[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,11.5,Made,,,,,11.0,,,,,,,,,,,,,
277,PT03M35.00S,2022-02-09T02:59:35.4Z,2,REGULAR,turnover,bad pass,[],203999,,,1610612743,69,50,2022-02-09T02:59:39Z,2700000,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 203944]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,2.0,Randle,203944.0,,,,,,
278,PT03M35.00S,2022-02-09T02:59:35.4Z,2,REGULAR,steal,,[],203944,,,1610612752,69,50,2022-02-09T02:59:36Z,2710000,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M30.00S,2022-02-09T02:59:40.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,6.521024967148489,56.61764705882353,1610612752,69,50,2022-02-09T02:59:47Z,2720000,-33.0,9.0,1,left,MISS J. Randle running Layup,[203944],1610612752.0,NYK,running,,,Randle,J. Randle,,,,,3.42,Missed,,,,,,,,,,,,,,,,,,
