actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
15,PT10M24.00S,2025-04-04T23:12:26.9Z,1,REGULAR,3pt,Jump Shot,[],1631099,32.53942181340342,55.88235294117647,1610612758,4,2,2025-04-04T23:12:31Z,150000,False,-29.0,253.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
16,PT10M22.00S,2025-04-04T23:12:28.9Z,1,REGULAR,rebound,defensive,[],1629610,,,1610612766,4,2,2025-04-04T23:12:31Z,160000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:1),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M16.00S,2025-04-04T23:12:35.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628970,69.99014454664915,71.32352941176471,1610612766,4,2,2025-04-04T23:14:06Z,170000,False,107.0,230.0,1,right,MISS M. Bridges 25' running pullup 3PT,[1628970],1610612766.0,CHA,running pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
18,PT10M13.00S,2025-04-04T23:12:38.3Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,4,2,2025-04-04T23:12:39Z,180000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M09.00S,2025-04-04T23:12:42.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631099,5.863994743758213,50.245098039215684,1610612758,4,4,2025-04-04T23:14:38Z,190000,False,-1.0,3.0,1,left,K. Murray running Layup (2 PTS),[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,2.0,,,,,,,,,,,,,
20,PT09M51.00S,2025-04-04T23:12:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642354,82.34231274638634,50.245098039215684,1610612766,6,4,2025-04-04T23:13:10Z,200000,False,1.0,113.0,1,right,K. Simpson 11' Jump Shot (2 PTS),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,In The Paint (Non-RA),8-16 Center,11.35,Made,,,,,2.0,,,,,,,,,,,,,
22,PT09M44.00S,2025-04-04T23:13:06.3Z,1,REGULAR,3pt,Jump Shot,[],203897,31.225361366622867,29.411764705882355,1610612758,6,4,2025-04-04T23:15:32Z,210000,False,103.0,241.0,1,left,MISS Z. LaVine 26' pullup 3PT,[203897],1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
23,PT09M44.00S,2025-04-04T23:13:06.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,6,4,2025-04-04T23:13:22Z,220000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M31.00S,2025-04-04T23:13:20.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,92.72339027595268,49.754901960784316,1610612766,8,4,2025-04-04T23:16:03Z,230000,False,-1.0,16.0,1,right,J. Nurkić driving floating Jump Shot (2 PTS) (M. Bridges 1 AST),"[203994, 1628970]",1610612766.0,CHA,driving floating,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,2.0,,,M. Bridges,1628970.0,1.0,,,,,,,,
25,PT09M12.00S,2025-04-04T23:13:39.3Z,1,REGULAR,3pt,Jump Shot,[],201942,30.436925098554536,30.14705882352941,1610612758,8,4,2025-04-04T23:13:43Z,240000,False,99.0,234.0,1,left,MISS D. DeRozan 25' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
26,PT09M10.00S,2025-04-04T23:13:41.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,8,4,2025-04-04T23:13:43Z,250000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:2),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M02.00S,2025-04-04T23:13:49.0Z,1,REGULAR,3pt,Jump Shot,[],1629610,92.85479632063075,95.83333333333334,1610612766,8,4,2025-04-04T23:13:53Z,260000,False,229.0,15.0,1,right,MISS D. Jeffries 3PT,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,,
28,PT08M58.00S,2025-04-04T23:13:53.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,4,2025-04-04T23:13:53Z,270000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT08M54.00S,2025-04-04T23:13:57.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627734,7.046649145860711,48.529411764705884,1610612758,8,4,2025-04-04T23:14:03Z,280000,False,7.0,14.0,1,left,MISS D. Sabonis running Layup,[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
30,PT08M52.00S,2025-04-04T23:13:59.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,8,4,2025-04-04T23:14:03Z,290000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:3),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,,
31,PT08M35.00S,2025-04-04T23:14:16.7Z,1,REGULAR,3pt,Jump Shot,[],203552,80.1084099868594,93.62745098039215,1610612766,8,4,2025-04-04T23:14:19Z,300000,False,218.0,134.0,1,right,MISS S. Curry 25' 3PT,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
32,PT08M33.00S,2025-04-04T23:14:18.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,8,4,2025-04-04T23:14:19Z,310000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M24.00S,2025-04-04T23:14:27.3Z,1,REGULAR,3pt,Jump Shot,[],1631099,19.398817345597898,6.372549019607843,1610612758,8,4,2025-04-04T23:14:33Z,320000,False,218.0,130.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
34,PT08M19.00S,2025-04-04T23:14:32.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,8,4,2025-04-04T23:14:33Z,330000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:4),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,33.0,4.0,4.0,0.0,,,,,,,,,,,,,,
35,PT08M11.00S,2025-04-04T23:14:42.6Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612766,8,4,2025-04-04T23:14:51Z,340000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Nurkić 2 FT),"[203897, 203994]",1610612758.0,SAC,shooting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,1627964.0,,,,,1.0,0.0,Nurkić,203994.0,,,,
37,PT08M11.00S,2025-04-04T23:15:04.5Z,1,REGULAR,freethrow,1 of 2,[],203994,,,1610612766,9,4,2025-04-04T23:15:04Z,360000,False,,,0,,J. Nurkić Free Throw 1 of 2 (3 PTS),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
38,PT08M11.00S,2025-04-04T23:15:20.8Z,1,REGULAR,freethrow,2 of 2,[],203994,,,1610612766,10,4,2025-04-04T23:15:20Z,370000,False,,,0,,J. Nurkić Free Throw 2 of 2 (4 PTS),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
39,PT07M50.00S,2025-04-04T23:15:42.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,18.610381077529567,36.51960784313725,1610612758,10,6,2025-04-04T23:18:10Z,380000,False,67.0,122.0,1,left,D. DeRozan 13' pullup Jump Shot (2 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,13.97,Made,,,,,2.0,,,,,,,,,,,,,
40,PT07M34.00S,2025-04-04T23:16:01.1Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612766,10,6,2025-04-04T23:16:15Z,390000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Bridges 2 FT),"[201942, 1628970]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,,,,1.0,0.0,Bridges,1628970.0,,,,
42,PT07M34.00S,2025-04-04T23:16:24.1Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,11,6,2025-04-04T23:16:24Z,410000,False,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
43,PT07M34.00S,2025-04-04T23:16:39.5Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,12,6,2025-04-04T23:16:39Z,420000,False,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
44,PT07M13.00S,2025-04-04T23:17:01.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,5.995400788436268,45.83333333333333,1610612758,12,6,2025-04-04T23:17:10Z,430000,False,21.0,4.0,1,left,MISS K. Murray driving DUNK - blocked,"[1631099, 203994]",1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,,,,,,,,,,,Nurkić,203994.0,,
45,PT07M13.00S,2025-04-04T23:17:01.1Z,1,REGULAR,block,,[],203994,,,1610612758,12,6,2025-04-04T23:17:03Z,440000,False,,,0,,J. Nurkić BLOCK (1 BLK),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M11.00S,2025-04-04T23:17:03.1Z,1,REGULAR,rebound,defensive,[],203552,,,1610612766,12,6,2025-04-04T23:17:10Z,450000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT06M59.00S,2025-04-04T23:17:16.0Z,1,REGULAR,3pt,Jump Shot,[],203552,90.62089356110381,95.83333333333334,1610612766,12,6,2025-04-04T23:17:19Z,460000,False,229.0,36.0,1,right,MISS S. Curry 3PT,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
48,PT06M56.00S,2025-04-04T23:17:19.0Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,12,6,2025-04-04T23:17:19Z,470000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT06M54.00S,2025-04-04T23:17:22.8Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612758,12,6,2025-04-04T23:17:42Z,480000,False,,,0,,J. Nurkić shooting personal FOUL (1 PF) (LaVine 2 FT),"[203994, 203897]",1610612766.0,CHA,shooting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,1627964.0,,,,,1.0,0.0,LaVine,203897.0,,,,
51,PT06M54.00S,2025-04-04T23:17:46.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,12,6,2025-04-04T23:17:46Z,500000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M54.00S,2025-04-04T23:19:54.7Z,1,REGULAR,substitution,out,[],203552,,,1610612758,12,6,2025-04-04T23:20:21Z,510000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M54.00S,2025-04-04T23:19:54.7Z,1,REGULAR,substitution,out,[],1642354,,,1610612758,12,6,2025-04-04T23:20:21Z,520000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M54.00S,2025-04-04T23:19:54.7Z,1,REGULAR,substitution,in,[],1642275,,,1610612758,12,6,2025-04-04T23:20:21Z,530000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M54.00S,2025-04-04T23:19:54.7Z,1,REGULAR,substitution,in,[],1629006,,,1610612758,12,6,2025-04-04T23:20:21Z,540000,False,,,0,,SUB in: J. Okogie,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M54.00S,2025-04-04T23:20:41.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203897,,,1610612758,12,7,2025-04-04T23:20:41Z,550000,False,,,0,,Z. LaVine Free Throw 1 of 2 (1 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
58,PT06M54.00S,2025-04-04T23:20:56.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203897,,,1610612758,12,8,2025-04-04T23:20:56Z,560000,False,,,0,,Z. LaVine Free Throw 2 of 2 (2 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
59,PT06M29.00S,2025-04-04T23:21:23.0Z,1,REGULAR,2pt,Jump Shot,[],203994,81.68528252299606,27.450980392156865,1610612766,12,8,2025-04-04T23:21:27Z,570000,False,-113.0,120.0,1,right,MISS J. Nurkić 16' Jump Shot,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,16-24 Left Center,16.44,Missed,,,,,,,,,,,,,,,,,,
60,PT06M26.00S,2025-04-04T23:21:26.0Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,12,8,2025-04-04T23:21:27Z,580000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,,,59.0,3.0,3.0,0.0,,,,,,,,,,,,,,
61,PT06M20.00S,2025-04-04T23:21:34.3Z,1,REGULAR,foul,personal,['2freethrow'],1629610,,,1610612758,12,8,2025-04-04T23:21:42Z,590000,False,,,0,,D. Jeffries shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629610, 201942]",1610612766.0,CHA,shooting,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1627963.0,,,,,1.0,0.0,DeRozan,201942.0,,,,
63,PT06M20.00S,2025-04-04T23:22:02.5Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,12,8,2025-04-04T23:22:02Z,610000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
64,PT06M20.00S,2025-04-04T23:22:02.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,12,8,2025-04-04T23:22:02Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2025-04-04T23:22:03.3Z,1,REGULAR,substitution,out,[],1629610,,,1610612758,12,8,2025-04-04T23:22:08Z,630000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M20.00S,2025-04-04T23:22:03.3Z,1,REGULAR,substitution,out,[],203994,,,1610612758,12,8,2025-04-04T23:22:08Z,640000,False,,,0,,SUB out: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M20.00S,2025-04-04T23:22:03.3Z,1,REGULAR,substitution,in,[],1631217,,,1610612758,12,8,2025-04-04T23:22:08Z,650000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M20.00S,2025-04-04T23:22:03.3Z,1,REGULAR,substitution,in,[],1631301,,,1610612758,12,8,2025-04-04T23:22:08Z,660000,False,,,0,,SUB in: J. Sims,[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M20.00S,2025-04-04T23:22:21.3Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,12,9,2025-04-04T23:22:21Z,670000,False,,,0,,D. DeRozan Free Throw 2 of 2 (3 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
70,PT06M09.00S,2025-04-04T23:22:34.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642275,88.78120893561103,48.28431372549019,1610612766,12,9,2025-04-04T23:23:48Z,680000,False,-9.0,53.0,1,right,MISS T. Salaün driving floating Shot,[1642275],1610612766.0,CHA,driving floating,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,,,,,,,,
71,PT06M07.00S,2025-04-04T23:22:36.0Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,12,9,2025-04-04T23:22:37Z,690000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT05M59.00S,2025-04-04T23:22:44.5Z,1,REGULAR,3pt,Jump Shot,[],1631099,27.94021024967148,78.92156862745098,1610612758,12,9,2025-04-04T23:22:48Z,700000,False,-145.0,210.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2025-04-04T23:22:46.5Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,12,9,2025-04-04T23:22:46Z,710000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M48.00S,2025-04-04T23:22:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.11760840998686,48.529411764705884,1610612766,12,9,2025-04-04T23:22:58Z,720000,False,-7.0,12.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
75,PT05M46.00S,2025-04-04T23:22:56.4Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,12,9,2025-04-04T23:22:58Z,730000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,74.0,4.0,4.0,0.0,,,,,,,,,,,,,,
76,PT05M31.00S,2025-04-04T23:23:11.7Z,1,REGULAR,3pt,Jump Shot,[],1631165,29.517082785808146,21.07843137254902,1610612758,12,9,2025-04-04T23:23:16Z,740000,False,145.0,225.0,1,left,MISS K. Ellis 26' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,
77,PT05M28.00S,2025-04-04T23:23:14.7Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,12,9,2025-04-04T23:23:16Z,750000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,76.0,3.0,2.0,1.0,,,,,,,,,,,,,,
78,PT05M28.00S,2025-04-04T23:23:17.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,6.652431011826544,49.26470588235294,1610612758,12,11,2025-04-04T23:23:24Z,760000,False,4.0,10.0,1,left,D. Sabonis Layup (4 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,4.0,,,,,,,,,,,,,
