actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
254,PT03M13.00S,2024-11-29T17:54:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,92.9862023653088,49.754901960784316,1610612766,45,36,2024-11-29T17:59:00Z,2470000,False,-1.0,13.0,1,right,B. Miller driving Layup (7 PTS) (V. Micić 4 AST),"[1641706, 203995]",1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.35,Made,7.0,,,V. Micić,203995.0,4.0,,,,,,,,,,,,
256,PT03M04.00S,2024-11-29T17:54:53.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,45,36,2024-11-29T17:54:53Z,2490000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M55.00S,2024-11-29T17:58:01.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.1268068331143235,52.69607843137255,1610612752,45,36,2024-11-29T17:59:45Z,2500000,False,-13.0,5.0,1,left,MISS J. Brunson driving Layup - blocked,"[1628973, 1641706]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.44,Missed,,,,,,,,,,,,,,,,,Miller,1641706.0
258,PT02M55.00S,2024-11-29T17:58:01.4Z,2,REGULAR,block,,[],1641706,,,1610612752,45,36,2024-11-29T17:58:03Z,2510000,False,,,0,,B. Miller BLOCK (2 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT02M53.00S,2024-11-29T17:58:03.4Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,45,36,2024-11-29T17:59:41Z,2520000,False,,,0,,K. Towns REBOUND (Off:3 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,257.0,,,,,,,,,8.0,5.0,3.0,,,,,
260,PT02M53.00S,2024-11-29T17:58:07.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626157,5.590000152587891,50.0,1610612752,45,38,2024-11-29T17:59:52Z,2530000,False,0.0,0.0,1,left,K. Towns tip Layup (12 PTS),[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,,
261,PT02M37.00S,2024-11-29T17:58:22.4Z,2,REGULAR,foul,offensive,[],1642275,,,1610612766,45,38,2024-11-29T18:00:24Z,2540000,False,,,0,,T. Salaün charge offensive FOUL (2 PF),"[1642275, 1628973]",1610612766.0,CHA,charge,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,,,,,2003.0,,,,2.0,0.0,Brunson,1628973.0,,,,,,,,
263,PT02M37.00S,2024-11-29T17:58:22.4Z,2,REGULAR,turnover,offensive foul,[],1642275,,,1610612766,45,38,2024-11-29T17:58:22Z,2560000,False,,,0,,T. Salaün offensive foul TURNOVER (1 TO),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,,,,,2003.0,,,,,,,,,,,1.0,,,,
264,PT02M16.00S,2024-11-29T17:58:58.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,6.258212877792378,50.98039215686274,1610612752,45,40,2024-11-29T17:59:01Z,2570000,False,-5.0,6.0,1,left,J. Hart driving Layup (4 PTS) (M. Bridges 2 AST),"[1628404, 1628969]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.8,Made,4.0,,,M. Bridges,1628969.0,2.0,,,,,,,,,,,,
266,PT01M51.00S,2024-11-29T17:59:23.9Z,2,REGULAR,3pt,Jump Shot,[],203995,73.01248357424441,80.63725490196079,1610612766,45,40,2024-11-29T18:01:09Z,2590000,False,153.0,201.0,1,right,MISS V. Micić 25' step back 3PT,[203995],1610612766.0,CHA,step back,,,Micić,V. Micić,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
267,PT01M49.00S,2024-11-29T17:59:25.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,45,40,2024-11-29T18:01:09Z,2600000,False,,,0,,K. Towns REBOUND (Off:3 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,266.0,,,,,,,,,9.0,6.0,3.0,,,,,
268,PT01M37.00S,2024-11-29T17:59:36.8Z,2,REGULAR,3pt,Jump Shot,[],1628973,22.421156373193167,6.372549019607843,1610612752,45,43,2024-11-29T17:59:41Z,2610000,False,218.0,158.0,1,left,J. Brunson 26' 3PT  (11 PTS) (K. Towns 3 AST),"[1628973, 1626157]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.95,Made,11.0,,,K. Towns,1626157.0,3.0,,,,,,,,,,,,
271,PT01M22.00S,2024-11-29T17:59:59.4Z,2,REGULAR,substitution,out,[],1642275,,,1610612766,45,43,2024-11-29T18:00:04Z,2640000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT01M22.00S,2024-11-29T17:59:59.4Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,45,43,2024-11-29T18:00:04Z,2650000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT01M10.00S,2024-11-29T18:00:25.9Z,2,REGULAR,3pt,Jump Shot,[],1630182,66.70499342969777,42.15686274509804,1610612766,45,43,2024-11-29T18:02:08Z,2660000,False,-39.0,260.0,1,right,MISS J. Green 26' bank 3PT,[1630182],1610612766.0,CHA,bank,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,,
274,PT01M08.00S,2024-11-29T18:00:27.9Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,45,43,2024-11-29T18:02:50Z,2670000,False,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,273.0,,,,,,,,,2.0,1.0,1.0,,,,,
275,PT01M07.00S,2024-11-29T18:00:29.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,84.70762155059133,95.09803921568627,1610612766,45,43,2024-11-29T18:02:45Z,2680000,False,225.0,91.0,1,right,MISS B. Miller 24' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right,24.32,Missed,,,,,,,,,,,,,,,,,,
276,PT01M05.00S,2024-11-29T18:00:31.2Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612766,45,43,2024-11-29T18:02:45Z,2690000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right,,,,275.0,,,,,,,,,1.0,0.0,1.0,,,,,
277,PT00M56.00S,2024-11-29T18:00:39.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203995,76.03482260183968,27.941176470588236,1610612766,45,43,2024-11-29T18:03:30Z,2700000,False,-110.0,173.0,1,right,MISS V. Micić 20' pullup Shot,[203995],1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,Mid-Range,16-24 Left Center,20.5,Missed,,,,,,,,,,,,,,,,,,
278,PT00M54.40S,2024-11-29T18:00:41.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,45,43,2024-11-29T18:03:30Z,2710000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,277.0,,,,,,,,,4.0,3.0,1.0,,,,,
279,PT00M41.20S,2024-11-29T18:00:55.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,6.521024967148489,48.28431372549019,1610612752,45,43,2024-11-29T18:07:06Z,2720000,False,9.0,9.0,1,left,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
280,PT00M39.30S,2024-11-29T18:00:57.7Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612752,45,43,2024-11-29T18:07:06Z,2730000,False,,,0,,J. Hart REBOUND (Off:2 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,279.0,,,,,,,,,5.0,3.0,2.0,,,,,
281,PT00M36.00S,2024-11-29T18:01:00.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,29.6484888304862,24.509803921568626,1610612752,45,46,2024-11-29T18:01:05Z,2740000,False,127.0,226.0,1,left,J. Brunson 25' 3PT  (14 PTS) (J. Hart 3 AST),"[1628973, 1628404]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.97,Made,14.0,,,J. Hart,1628404.0,3.0,,,,,,,,,,,,
283,PT00M11.70S,2024-11-29T18:01:28.6Z,2,REGULAR,turnover,lost ball,[],1641706,,,1610612766,45,46,2024-11-29T18:01:34Z,2760000,False,,,0,,B. Miller lost ball TURNOVER (2 TO),"[1641706, 1628973]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,Brunson,1628973.0,,
284,PT00M11.70S,2024-11-29T18:01:28.6Z,2,REGULAR,steal,,[],1628973,,,1610612752,45,46,2024-11-29T18:01:30Z,2770000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
285,PT00M07.10S,2024-11-29T18:01:33.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628384,6.1268068331143235,49.754901960784316,1610612752,45,46,2024-11-29T18:06:07Z,2780000,False,1.0,5.0,1,left,MISS O. Anunoby running reverse Layup - blocked,"[1628384, 1641706]",1610612752.0,NYK,running reverse,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.52,Missed,,,,,,,,,,,,,,,,,Miller,1641706.0
286,PT00M07.10S,2024-11-29T18:01:33.2Z,2,REGULAR,block,,[],1641706,,,1610612752,45,46,2024-11-29T18:01:35Z,2790000,False,,,0,,B. Miller BLOCK (3 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
287,PT00M06.50S,2024-11-29T18:01:33.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,45,46,2024-11-29T18:02:04Z,2800000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,285.0,,,,,,,,,,,,,,,,
288,PT00M06.50S,2024-11-29T18:02:01.9Z,2,REGULAR,foul,personal,[],1628404,,,1610612766,45,46,2024-11-29T18:02:23Z,2810000,False,,,0,,J. Hart loose ball personal FOUL (2 PF),"[1628404, 1630182]",1610612752.0,NYK,loose ball,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,1627534.0,,,,2.0,0.0,Green,1630182.0,,,,,,,,
290,PT00M06.50S,2024-11-29T18:02:09.1Z,2,REGULAR,substitution,out,[],1628973,,,1610612766,45,46,2024-11-29T18:02:18Z,2830000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT00M06.50S,2024-11-29T18:02:09.1Z,2,REGULAR,substitution,in,[],1630540,,,1610612766,45,46,2024-11-29T18:02:18Z,2840000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT00M01.10S,2024-11-29T18:02:31.3Z,2,REGULAR,2pt,Jump Shot,[],1630182,92.59198423127464,68.62745098039215,1610612766,47,46,2024-11-29T18:07:30Z,2850000,False,93.0,17.0,1,right,J. Green 9' Jump Shot (7 PTS) (V. Micić 5 AST),"[1630182, 203995]",1610612766.0,CHA,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,9.47,Made,7.0,,,V. Micić,203995.0,5.0,,,,,,,,,,,,
294,PT00M00.80S,2024-11-29T18:02:38.6Z,2,REGULAR,turnover,bad pass,[],1628969,,,1610612752,47,46,2024-11-29T18:08:03Z,2870000,False,,,0,,M. Bridges bad pass TURNOVER (2 TO),"[1628969, 1630182]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,Green,1630182.0,,
295,PT00M00.80S,2024-11-29T18:02:38.6Z,2,REGULAR,steal,,[],1630182,,,1610612766,47,46,2024-11-29T18:02:40Z,2880000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
296,PT00M00.00S,2024-11-29T18:02:42.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630182,95.74572930354796,70.83333333333334,1610612766,49,46,2024-11-29T18:08:12Z,2890000,False,104.0,-13.0,1,right,J. Green 10' turnaround fadeaway Jump Shot (9 PTS),[1630182],1610612766.0,CHA,turnaround fadeaway,,,Green,J. Green,,,,,Mid-Range,8-16 Right,10.49,Made,9.0,,,,,,,,,,,,,,,,,
297,PT00M00.00S,2024-11-29T18:03:05.0Z,2,REGULAR,period,end,[],0,,,1610612752,49,46,2024-11-29T18:03:05Z,2900000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2024-11-29T18:17:05.0Z,3,REGULAR,substitution,out,['startperiod'],1628998,,,1610612752,49,46,2024-11-29T18:18:01Z,2930000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2024-11-29T18:17:05.0Z,3,REGULAR,substitution,out,['startperiod'],1630540,,,1610612752,49,46,2024-11-29T18:18:01Z,2940000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2024-11-29T18:17:05.0Z,3,REGULAR,substitution,in,['startperiod'],1642275,,,1610612752,49,46,2024-11-29T18:18:01Z,2950000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2024-11-29T18:17:05.0Z,3,REGULAR,substitution,in,['startperiod'],1628973,,,1610612752,49,46,2024-11-29T18:18:01Z,2960000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2024-11-29T18:18:00.1Z,3,REGULAR,period,start,[],0,,,1610612766,49,46,2024-11-29T18:18:02Z,2970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT11M44.00S,2024-11-29T18:18:21.1Z,3,REGULAR,turnover,traveling,[],203995,,,1610612766,49,46,2024-11-29T18:18:29Z,2980000,False,,,0,,V. Micić traveling TURNOVER (1 TO),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Above the Break 3,24+ Left Center,,,,,1628954.0,,,,,,,,,,,1.0,,,,
307,PT11M25.00S,2024-11-29T18:18:47.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,88.25558475689881,36.27450980392157,1610612752,49,48,2024-11-29T18:19:12Z,3000000,False,-69.0,58.0,1,right,M. Bridges 8' turnaround fadeaway Jump Shot (4 PTS) (K. Towns 4 AST),"[1628969, 1626157]",1610612752.0,NYK,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,8.98,Made,4.0,,,K. Towns,1626157.0,4.0,,,,,,,,,,,,
309,PT11M01.00S,2024-11-29T18:19:12.8Z,3,REGULAR,3pt,Jump Shot,[],203995,29.25427069645204,76.9607843137255,1610612766,49,48,2024-11-29T18:19:52Z,3020000,False,-135.0,222.0,1,left,MISS V. Micić 26' step back 3PT,[203995],1610612766.0,CHA,step back,,,Micić,V. Micić,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
310,PT10M57.00S,2024-11-29T18:19:16.8Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612752,49,48,2024-11-29T18:19:52Z,3030000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,309.0,,,,,,,,,1.0,1.0,0.0,,,,,
311,PT10M53.00S,2024-11-29T18:19:21.3Z,3,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,49,48,2024-11-29T18:19:35Z,3040000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (2 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,1628954.0,,,,,,,,,,,2.0,,,,
312,PT10M43.00S,2024-11-29T18:19:44.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630182,17.0335085413929,45.588235294117645,1610612766,49,48,2024-11-29T18:21:59Z,3050000,False,22.0,108.0,1,left,MISS J. Green 10' pullup Shot,[1630182],1610612766.0,CHA,pullup,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,,,,,,,,,,,,,,,,,
313,PT10M41.00S,2024-11-29T18:19:46.8Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,49,48,2024-11-29T18:21:52Z,3060000,False,,,0,,J. Hart REBOUND (Off:2 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,312.0,,,,,,,,,6.0,4.0,2.0,,,,,
314,PT10M35.00S,2024-11-29T18:19:54.3Z,3,REGULAR,foul,offensive,[],1626157,,,1610612752,49,48,2024-11-29T18:20:01Z,3070000,False,,,0,,K. Towns offensive FOUL (3 PF),"[1626157, 1631217]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,1628954.0,,,,3.0,0.0,Diabaté,1631217.0,,,,,,,,
316,PT10M35.00S,2024-11-29T18:19:54.3Z,3,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,49,48,2024-11-29T18:19:54Z,3090000,False,,,0,,K. Towns offensive foul TURNOVER (4 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,1628954.0,,,,,,,,,,,4.0,,,,
317,PT10M25.00S,2024-11-29T18:20:24.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,27.94021024967148,80.63725490196079,1610612766,49,48,2024-11-29T18:22:52Z,3100000,False,-153.0,210.0,1,left,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
318,PT10M23.00S,2024-11-29T18:20:26.6Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,49,48,2024-11-29T18:22:52Z,3110000,False,,,0,,J. Hart REBOUND (Off:2 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,317.0,,,,,,,,,7.0,5.0,2.0,,,,,
319,PT10M18.00S,2024-11-29T18:20:29.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626157,92.06636005256242,47.794117647058826,1610612752,49,48,2024-11-29T18:20:36Z,3120000,False,-11.0,22.0,1,right,MISS K. Towns running Layup,[1626157],1610612752.0,NYK,running,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
320,PT10M17.00S,2024-11-29T18:20:30.1Z,3,REGULAR,rebound,defensive,[],203995,,,1610612766,49,48,2024-11-29T18:23:07Z,3130000,False,,,0,,V. Micić REBOUND (Off:0 Def:2),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Restricted Area,0-8 Center,,,,319.0,,,,,,,,,2.0,2.0,0.0,,,,,
321,PT10M12.00S,2024-11-29T18:20:37.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641706,6.258212877792378,50.49019607843137,1610612766,51,48,2024-11-29T18:20:45Z,3140000,False,-2.0,6.0,1,left,B. Miller running DUNK (9 PTS) (V. Micić 6 AST),"[1641706, 203995]",1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,0.68,Made,9.0,,,V. Micić,203995.0,6.0,,,,,,,,,,,,
323,PT10M12.00S,2024-11-29T18:20:43.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,51,48,2024-11-29T18:20:43Z,3160000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT09M59.00S,2024-11-29T18:23:45.4Z,3,REGULAR,3pt,Jump Shot,[],1628384,83.919185282523,3.1862745098039214,1610612752,51,48,2024-11-29T18:24:19Z,3170000,False,-234.0,99.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
325,PT09M57.00S,2024-11-29T18:23:47.4Z,3,REGULAR,rebound,defensive,[],1642275,,,1610612766,51,48,2024-11-29T18:24:19Z,3180000,False,,,0,,T. Salaün REBOUND (Off:0 Def:3),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,,,,324.0,,,,,,,,,3.0,3.0,0.0,,,,,
326,PT09M45.00S,2024-11-29T18:23:58.3Z,3,REGULAR,turnover,lost ball,[],1641706,,,1610612766,51,48,2024-11-29T18:25:02Z,3190000,False,,,0,,B. Miller lost ball TURNOVER (3 TO),"[1641706, 1628404]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,3.0,Hart,1628404.0,,
327,PT09M45.00S,2024-11-29T18:23:58.3Z,3,REGULAR,steal,,[],1628404,,,1610612752,51,48,2024-11-29T18:24:00Z,3200000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
328,PT09M44.00S,2024-11-29T18:24:00.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628384,92.59198423127464,51.9607843137255,1610612752,51,48,2024-11-29T18:25:47Z,3210000,False,10.0,17.0,1,right,MISS O. Anunoby running Layup - blocked,"[1628384, 1631217]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,Diabaté,1631217.0
329,PT09M44.00S,2024-11-29T18:24:00.9Z,3,REGULAR,block,,[],1631217,,,1610612752,51,48,2024-11-29T18:24:03Z,3220000,False,,,0,,M. Diabaté BLOCK (1 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT09M42.00S,2024-11-29T18:24:02.9Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612752,51,48,2024-11-29T18:25:47Z,3230000,False,,,0,,J. Hart REBOUND (Off:3 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,328.0,,,,,,,,,8.0,5.0,3.0,,,,,
331,PT09M41.00S,2024-11-29T18:24:05.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628404,94.40999984741211,50.0,1610612752,51,50,2024-11-29T18:25:51Z,3240000,False,0.0,0.0,1,right,J. Hart putback Layup (6 PTS),[1628404],1610612752.0,NYK,putback,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
332,PT09M23.00S,2024-11-29T18:24:18.8Z,3,REGULAR,2pt,Jump Shot,[],203995,19.004599211563733,26.225490196078432,1610612766,53,50,2024-11-29T18:26:12Z,3250000,False,119.0,126.0,1,left,V. Micić 17' pullup Jump Shot (9 PTS),[203995],1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,Mid-Range,16-24 Right Center,17.33,Made,9.0,,,,,,,,,,,,,,,,,
333,PT09M06.00S,2024-11-29T18:24:36.7Z,3,REGULAR,3pt,Jump Shot,[],1628404,68.41327201051249,28.921568627450984,1610612752,53,50,2024-11-29T18:24:40Z,3260000,False,-105.0,244.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
334,PT09M03.00S,2024-11-29T18:24:39.7Z,3,REGULAR,rebound,defensive,[],1631217,,,1610612766,53,50,2024-11-29T18:24:40Z,3270000,False,,,0,,M. Diabaté REBOUND (Off:3 Def:5),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,,333.0,,,,,,,,,8.0,5.0,3.0,,,,,
335,PT08M54.00S,2024-11-29T18:24:48.2Z,3,REGULAR,3pt,Jump Shot,[],1630182,29.25427069645204,76.47058823529412,1610612766,53,50,2024-11-29T18:26:47Z,3280000,False,-132.0,222.0,1,left,MISS J. Green 25' pullup 3PT,[1630182],1610612766.0,CHA,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
336,PT08M52.00S,2024-11-29T18:24:50.2Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,53,50,2024-11-29T18:26:47Z,3290000,False,,,0,,M. Diabaté REBOUND (Off:4 Def:5),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,,335.0,,,,,,,,,9.0,5.0,4.0,,,,,
