actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
425,PT05M25.00S,2024-12-01T00:32:36.9Z,3,REGULAR,3pt,Jump Shot,[],1630700,69.20170827858082,21.07843137254902,1610612737,65,69,2024-12-01T00:34:04Z,4170000,False,-145.0,237.0,1,right,MISS D. Daniels 27' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,Above the Break 3,24+ Left Center,27.76,,,,,,,,,,,,,,
426,PT05M23.00S,2024-12-01T00:32:38.9Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,65,69,2024-12-01T00:34:04Z,4180000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Above the Break 3,24+ Left Center,,425.0,4.0,1.0,3.0,,,,,,,,,,
427,PT05M21.00S,2024-12-01T00:32:42.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,91.27792378449409,47.05882352941176,1610612737,65,69,2024-12-01T00:34:29Z,4190000,False,-15.0,29.0,1,right,MISS O. Okongwu putback Layup - blocked,"[1630168, 1641706]",1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,,,,Missed,,Restricted Area,0-8 Center,3.3,,,,,,,,,,,,,Miller,1641706.0
432,PT05M21.00S,2024-12-01T00:32:42.6Z,3,REGULAR,block,,[],1641706,,,1610612737,65,69,2024-12-01T00:33:19Z,4195000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
428,PT05M19.00S,2024-12-01T00:32:44.6Z,3,REGULAR,rebound,defensive,[],203995,,,1610612766,65,69,2024-12-01T00:34:41Z,4200000,False,,,0,,V. Micić REBOUND (Off:3 Def:4),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,Restricted Area,0-8 Center,,427.0,7.0,4.0,3.0,,,,,,,,,,
429,PT05M14.00S,2024-12-01T00:32:49.5Z,3,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612766,65,69,2024-12-01T00:32:59Z,4210000,False,,,0,,G. Mathews shooting personal FOUL (2 PF) (Miller 2 FT),"[1629726, 1641706]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,200834.0,2.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Miller,1641706.0,,
431,PT05M14.00S,2024-12-01T00:33:11.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1641706,,,1610612766,66,69,2024-12-01T00:33:11Z,4230000,False,,,0,,B. Miller Free Throw 1 of 2 (20 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
433,PT05M14.00S,2024-12-01T00:33:26.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1641706,,,1610612766,67,69,2024-12-01T00:33:26Z,4240000,False,,,0,,B. Miller Free Throw 2 of 2 (21 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
434,PT04M59.00S,2024-12-01T00:33:45.0Z,3,REGULAR,3pt,Jump Shot,[],1629726,72.35545335085413,16.911764705882355,1610612737,67,69,2024-12-01T00:35:28Z,4250000,False,-165.0,207.0,1,right,MISS G. Mathews 26' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.53,,,,,,,,,,,,,,
435,PT04M57.00S,2024-12-01T00:33:47.0Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,67,69,2024-12-01T00:35:28Z,4260000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,Above the Break 3,24+ Left Center,,434.0,2.0,2.0,0.0,,,,,,,,,,
436,PT04M45.00S,2024-12-01T00:33:55.9Z,3,REGULAR,3pt,Jump Shot,[],1630182,3.892904073587385,94.85294117647058,1610612766,70,69,2024-12-01T00:34:01Z,4270000,False,-224.0,-16.0,1,left,J. Green 3PT  (16 PTS) (C. Martin 3 AST),"[1630182, 1628998]",1610612766.0,CHA,,,,Green,J. Green,,,,,,,,Made,16.0,Left Corner 3,24+ Left,22.49,,,,,C. Martin,1628998.0,3.0,,,,,,,
438,PT04M43.00S,2024-12-01T00:34:04.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,70,69,2024-12-01T00:34:04Z,4290000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M43.00S,2024-12-01T00:36:07.4Z,3,REGULAR,substitution,out,[],1630700,,,1610612737,70,69,2024-12-01T00:37:04Z,4300000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M43.00S,2024-12-01T00:36:07.4Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,70,69,2024-12-01T00:37:04Z,4310000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M43.00S,2024-12-01T00:36:07.4Z,3,REGULAR,substitution,in,[],1641723,,,1610612737,70,69,2024-12-01T00:37:04Z,4320000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M43.00S,2024-12-01T00:36:07.4Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,70,69,2024-12-01T00:37:04Z,4330000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M33.00S,2024-12-01T00:37:13.8Z,3,REGULAR,3pt,Jump Shot,[],1630168,94.95729303547962,94.11764705882352,1610612737,70,69,2024-12-01T00:37:30Z,4340000,False,221.0,-5.0,1,right,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,Right Corner 3,24+ Right,22.07,,,,,,,,,,,,,,
444,PT04M31.00S,2024-12-01T00:37:15.8Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,70,69,2024-12-01T00:37:30Z,4350000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Right Corner 3,24+ Right,,443.0,3.0,3.0,0.0,,,,,,,,,,
445,PT04M15.00S,2024-12-01T00:37:27.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,7.046649145860711,49.01960784313725,1610612766,72,69,2024-12-01T00:37:31Z,4360000,False,5.0,14.0,1,left,N. Richards driving Layup (8 PTS) (V. Micić 5 AST),"[1630208, 203995]",1610612766.0,CHA,driving,,,Richards,N. Richards,,,,,,,,Made,8.0,Restricted Area,0-8 Center,1.45,,,,,V. Micić,203995.0,5.0,,,,,,,
447,PT04M02.00S,2024-12-01T00:37:41.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,93.11760840998686,50.0,1610612737,72,71,2024-12-01T00:38:16Z,4380000,False,0.0,12.0,1,right,J. Johnson driving floating Jump Shot (15 PTS) (K. Bufkin 2 AST),"[1630552, 1641723]",1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,,,,Made,15.0,Restricted Area,0-8 Center,1.22,,,,,K. Bufkin,1641723.0,2.0,,,,,,,
448,PT03M52.00S,2024-12-01T00:37:53.3Z,3,REGULAR,3pt,Jump Shot,[],1641706,29.517082785808146,75.49019607843137,1610612766,72,71,2024-12-01T00:38:49Z,4390000,False,-127.0,225.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,Above the Break 3,24+ Left Center,25.86,,,,,,,,,,,,,,
449,PT03M51.00S,2024-12-01T00:37:54.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,72,71,2024-12-01T00:38:49Z,4400000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,Above the Break 3,24+ Left Center,,448.0,,,,,,,,,,,,,
452,PT03M42.00S,2024-12-01T00:38:08.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.72339027595268,47.794117647058826,1610612737,72,71,2024-12-01T00:39:15Z,4420000,False,-11.0,16.0,1,right,MISS O. Okongwu alley-oop Layup,[1630168],1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,,,,Missed,,Restricted Area,0-8 Center,1.93,,,,,,,,,,,,,,
453,PT03M40.00S,2024-12-01T00:38:10.7Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,72,71,2024-12-01T00:39:19Z,4430000,False,,,0,,N. Richards REBOUND (Off:0 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,Restricted Area,0-8 Center,,452.0,3.0,3.0,0.0,,,,,,,,,,
454,PT03M31.00S,2024-12-01T00:38:19.6Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612766,72,71,2024-12-01T00:38:29Z,4440000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Richards 2 FT),"[1630168, 1630208]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,1626300.0,3.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Richards,1630208.0,,
456,PT03M31.00S,2024-12-01T00:38:49.2Z,3,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,73,71,2024-12-01T00:38:49Z,4460000,False,,,0,,N. Richards Free Throw 1 of 2 (9 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
457,PT03M31.00S,2024-12-01T00:38:50.0Z,3,REGULAR,substitution,out,[],1641706,,,1610612766,73,71,2024-12-01T00:38:58Z,4470000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M31.00S,2024-12-01T00:38:50.0Z,3,REGULAR,substitution,in,[],1641733,,,1610612766,73,71,2024-12-01T00:38:58Z,4480000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M31.00S,2024-12-01T00:39:13.6Z,3,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,74,71,2024-12-01T00:39:13Z,4490000,False,,,0,,N. Richards Free Throw 2 of 2 (10 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
460,PT03M23.00S,2024-12-01T00:39:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641723,93.51182654402102,47.30392156862745,1610612737,74,71,2024-12-01T00:40:24Z,4500000,False,-13.0,8.0,1,right,MISS K. Bufkin driving Layup,[1641723],1610612737.0,ATL,driving,,,Bufkin,K. Bufkin,,,,,,,,Missed,,Restricted Area,0-8 Center,1.6,,,,,,,,,,,,,,
461,PT03M22.00S,2024-12-01T00:39:26.2Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,74,71,2024-12-01T00:49:46Z,4510000,False,,,0,,O. Okongwu REBOUND (Off:4 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Restricted Area,0-8 Center,,460.0,5.0,1.0,4.0,,,,,,,,,,
514,PT03M21.00S,2024-12-01T00:39:40.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,94.43166885676742,47.549019607843135,1610612737,74,71,2024-12-01T00:49:55Z,4515000,False,-12.0,0.0,1,right,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,,,,Missed,,Restricted Area,0-8 Center,1.23,,,,,,,,,,,,,,
515,PT03M20.00S,2024-12-01T00:39:41.4Z,3,REGULAR,rebound,defensive,[],1641733,,,1610612766,74,71,2024-12-01T00:49:55Z,4517500,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:1),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,Restricted Area,0-8 Center,,514.0,1.0,1.0,0.0,,,,,,,,,,
462,PT03M15.00S,2024-12-01T00:39:42.3Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1628998,23.866622864651774,76.7156862745098,1610612766,76,71,2024-12-01T00:50:09Z,4520000,False,-134.0,172.0,1,left,C. Martin 21' running Jump Shot (10 PTS) (N. Smith Jr. 2 AST),"[1628998, 1641733]",1610612766.0,CHA,running,,,Martin,C. Martin,,,,,,,,Made,10.0,Mid-Range,16-24 Left Center,21.76,,,,,N. Smith Jr.,1641733.0,2.0,,,,,,,
464,PT03M00.00S,2024-12-01T00:39:48.6Z,3,REGULAR,3pt,Jump Shot,[],1629631,66.44218134034165,51.470588235294116,1610612737,76,71,2024-12-01T00:41:44Z,4540000,False,7.0,263.0,1,right,MISS D. Hunter 26' pullup 3PT,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,,,Missed,,Above the Break 3,24+ Center,26.3,,,,,,,,,,,,,,
465,PT02M57.00S,2024-12-01T00:39:51.6Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,76,71,2024-12-01T00:41:53Z,4550000,False,,,0,,N. Richards REBOUND (Off:0 Def:4),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,Above the Break 3,24+ Center,,464.0,4.0,4.0,0.0,,,,,,,,,,
466,PT02M46.00S,2024-12-01T00:40:01.0Z,3,REGULAR,turnover,bad pass,[],1628998,,,1610612766,76,71,2024-12-01T00:42:14Z,4560000,False,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628998, 1629726]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,Mathews,1629726.0,,,,
467,PT02M46.00S,2024-12-01T00:40:01.0Z,3,REGULAR,steal,,[],1629726,,,1610612737,76,71,2024-12-01T00:40:02Z,4570000,False,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,
468,PT02M38.00S,2024-12-01T00:40:10.4Z,3,REGULAR,foul,personal,[],1630182,,,1610612737,76,71,2024-12-01T00:40:17Z,4580000,False,,,0,,J. Green personal FOUL (3 PF),"[1630182, 1629726]",1610612766.0,CHA,,,,Green,J. Green,,,,,1628481.0,3.0,0.0,,,Mid-Range,16-24 Center,,,,,,,,,,,,Mathews,1629726.0,,
470,PT02M38.00S,2024-12-01T00:40:22.8Z,3,REGULAR,substitution,out,[],1630182,,,1610612737,76,71,2024-12-01T00:40:28Z,4600000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M38.00S,2024-12-01T00:40:22.8Z,3,REGULAR,substitution,in,[],1642354,,,1610612737,76,71,2024-12-01T00:40:28Z,4610000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M32.00S,2024-12-01T00:41:20.8Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612737,76,71,2024-12-01T00:49:45Z,4630000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M28.00S,2024-12-01T00:43:54.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629631,92.50985545335085,28.163296568627445,1610612737,76,71,2024-12-01T00:45:21Z,4650000,False,-109.0,18.0,1,right,MISS D. Hunter 11' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,,,Missed,,Mid-Range,8-16 Left,11.07,,,,,,,,,,,,,,
476,PT02M24.00S,2024-12-01T00:43:58.0Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,76,71,2024-12-01T00:45:21Z,4660000,False,,,0,,C. Martin REBOUND (Off:0 Def:4),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Mid-Range,8-16 Left,,475.0,4.0,4.0,0.0,,,,,,,,,,
477,PT02M09.00S,2024-12-01T00:44:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,7.30946123521682,48.77450980392157,1610612766,76,71,2024-12-01T00:46:00Z,4670000,False,6.0,16.0,1,left,MISS C. Martin driving Layup - blocked,"[1628998, 1630552]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,,,,Missed,,Restricted Area,0-8 Center,1.73,,,,,,,,,,,,,Johnson,1630552.0
478,PT02M09.00S,2024-12-01T00:44:12.3Z,3,REGULAR,block,,[],1630552,,,1610612766,76,71,2024-12-01T00:44:14Z,4680000,False,,,0,,J. Johnson BLOCK (2 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
479,PT02M07.00S,2024-12-01T00:44:14.3Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,76,71,2024-12-01T00:46:00Z,4690000,False,,,0,,O. Okongwu REBOUND (Off:4 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Restricted Area,0-8 Center,,477.0,6.0,2.0,4.0,,,,,,,,,,
480,PT02M01.00S,2024-12-01T00:44:28.0Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630208,,,1610612737,76,71,2024-12-01T00:44:48Z,4700000,False,,,0,,N. Richards shooting personal FOUL (3 PF) (Mathews 3 FT),"[1630208, 1629726]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,200834.0,3.0,0.0,,,Right Corner 3,24+ Right,,,,,,,,,,,,Mathews,1629726.0,,
482,PT02M01.00S,2024-12-01T00:44:48.8Z,3,REGULAR,freethrow,1 of 3,[],1629726,,,1610612737,76,72,2024-12-01T00:47:58Z,4720000,False,,,0,,G. Mathews Free Throw 1 of 3 (1 PTS),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
484,PT02M01.00S,2024-12-01T00:44:48.8Z,3,REGULAR,freethrow,2 of 3,[],1629726,,,1610612737,76,72,2024-12-01T00:47:58Z,4730000,False,,,0,,MISS G. Mathews Free Throw 2 of 3,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
485,PT02M01.00S,2024-12-01T00:44:48.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,76,72,2024-12-01T00:47:58Z,4740000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,
486,PT02M01.00S,2024-12-01T00:44:48.8Z,3,REGULAR,freethrow,3 of 3,[],1629726,,,1610612737,76,72,2024-12-01T00:47:58Z,4750000,False,,,0,,MISS G. Mathews Free Throw 3 of 3,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
487,PT01M59.00S,2024-12-01T00:44:50.8Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,76,72,2024-12-01T00:47:58Z,4760000,False,,,0,,O. Okongwu REBOUND (Off:5 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,486.0,7.0,2.0,5.0,,,,,,,,,,
488,PT01M58.00S,2024-12-01T00:45:20.4Z,3,REGULAR,turnover,bad pass,[],1630168,,,1610612737,76,72,2024-12-01T00:48:06Z,4770000,False,,,0,,O. Okongwu bad pass TURNOVER (2 TO),"[1630168, 203995]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,Micić,203995.0,,,,
489,PT01M58.00S,2024-12-01T00:45:20.4Z,3,REGULAR,steal,,[],203995,,,1610612766,76,72,2024-12-01T00:45:22Z,4780000,False,,,0,,V. Micić STEAL (2 STL),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
490,PT01M45.00S,2024-12-01T00:45:33.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642354,21.23850197109067,8.333333333333332,1610612766,76,72,2024-12-01T00:49:08Z,4790000,False,208.0,147.0,1,left,MISS K. Simpson 25' 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,Missed,,Above the Break 3,24+ Right Center,25.5,,,,,,,,,,,,,,
491,PT01M43.00S,2024-12-01T00:45:35.1Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,76,72,2024-12-01T00:49:08Z,4800000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Above the Break 3,24+ Right Center,,490.0,3.0,3.0,0.0,,,,,,,,,,
492,PT01M33.00S,2024-12-01T00:45:43.5Z,3,REGULAR,3pt,Jump Shot,[],1629726,93.9060446780552,3.431372549019608,1610612737,76,75,2024-12-01T00:46:02Z,4810000,False,-233.0,5.0,1,right,G. Mathews 3PT  (4 PTS) (J. Johnson 7 AST),"[1629726, 1630552]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Made,4.0,Left Corner 3,24+ Left,23.28,,,,,J. Johnson,1630552.0,7.0,,,,,,,
494,PT01M14.00S,2024-12-01T00:46:03.6Z,3,REGULAR,turnover,out-of-bounds,[],203995,,,1610612766,76,75,2024-12-01T00:51:59Z,4830000,False,,,0,,V. Micić bad pass out-of-bounds TURNOVER (2 TO),[203995],1610612766.0,CHA,bad pass,,,Micić,V. Micić,,,,,1626300.0,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,,,
495,PT01M14.00S,2024-12-01T00:46:09.8Z,3,REGULAR,substitution,out,[],1629726,,,1610612737,76,75,2024-12-01T00:46:13Z,4840000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M14.00S,2024-12-01T00:46:09.8Z,3,REGULAR,substitution,in,[],1630249,,,1610612737,76,75,2024-12-01T00:46:13Z,4850000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M59.60S,2024-12-01T00:46:34.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612737,76,75,2024-12-01T00:46:49Z,4860000,False,,,0,,N. Richards personal FOUL (4 PF) (Hunter 2 FT),"[1630208, 1629631]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,1628481.0,4.0,0.0,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,Hunter,1629631.0,,
499,PT00M59.60S,2024-12-01T00:46:59.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629631,,,1610612737,76,76,2024-12-01T00:46:59Z,4880000,False,,,0,,D. Hunter Free Throw 1 of 2 (8 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
500,PT00M59.60S,2024-12-01T00:47:00.2Z,3,REGULAR,substitution,out,[],1630208,,,1610612737,76,76,2024-12-01T00:47:14Z,4890000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M59.60S,2024-12-01T00:47:00.2Z,3,REGULAR,substitution,out,[],203995,,,1610612737,76,76,2024-12-01T00:47:14Z,4900000,False,,,0,,SUB out: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M59.60S,2024-12-01T00:47:00.2Z,3,REGULAR,substitution,in,[],1631217,,,1610612737,76,76,2024-12-01T00:47:14Z,4910000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M59.60S,2024-12-01T00:47:00.2Z,3,REGULAR,substitution,in,[],1642275,,,1610612737,76,76,2024-12-01T00:47:14Z,4920000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M59.60S,2024-12-01T00:47:24.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629631,,,1610612737,76,77,2024-12-01T00:47:24Z,4930000,False,,,0,,D. Hunter Free Throw 2 of 2 (9 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
505,PT00M41.90S,2024-12-01T00:47:46.3Z,3,REGULAR,2pt,Jump Shot,[],1641733,26.757555847568987,48.03921568627451,1610612766,76,77,2024-12-01T00:52:41Z,4940000,False,10.0,199.0,1,left,MISS N. Smith Jr. 19' pullup Shot,[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,,,,Missed,,Mid-Range,16-24 Center,19.92,,,,,,,,,,,,,,
506,PT00M39.80S,2024-12-01T00:47:48.4Z,3,REGULAR,rebound,offensive,[],1642354,,,1610612766,76,77,2024-12-01T00:52:41Z,4950000,False,,,0,,K. Simpson REBOUND (Off:1 Def:1),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,Mid-Range,16-24 Center,,505.0,2.0,1.0,1.0,,,,,,,,,,
507,PT00M33.00S,2024-12-01T00:47:53.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642354,6.389618922470433,2.941176470588235,1610612766,76,77,2024-12-01T00:49:06Z,4960000,False,235.0,8.0,1,left,MISS K. Simpson 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,Missed,,Right Corner 3,24+ Right,23.54,,,,,,,,,,,,,,
508,PT00M30.80S,2024-12-01T00:47:55.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,76,77,2024-12-01T01:04:26Z,4970000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,Right Corner 3,24+ Right,,507.0,,,,,,,,,,,,,
