actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
35,PT09M06.00S,2025-03-06T00:16:49.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,72.48685939553219,82.84313725490196,1610612750,10,7,2025-03-06T00:16:55Z,330000,False,164.0,206.0,1,right,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,
36,PT09M03.00S,2025-03-06T00:16:52.7Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,10,7,2025-03-06T00:16:55Z,340000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,
37,PT08M48.00S,2025-03-06T00:17:09.1Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612766,10,7,2025-03-06T00:17:28Z,350000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Bridges 2 FT),"[1628978, 1628970]",1610612750.0,MIN,2002.0,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,0.0,Bridges,1628970.0,,,,
39,PT08M48.00S,2025-03-06T00:17:30.1Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,11,7,2025-03-06T00:17:46Z,370000,False,,,0,,M. Bridges Free Throw 1 of 2 (6 PTS),[1628970],1610612766.0,CHA,,,,,Bridges,M. Bridges,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
40,PT08M48.00S,2025-03-06T00:17:30.1Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,11,7,2025-03-06T00:17:46Z,380000,False,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628970],1610612766.0,CHA,,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,
41,PT08M45.00S,2025-03-06T00:17:33.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,11,7,2025-03-06T00:17:46Z,390000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,,Randle,J. Randle,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,
42,PT08M35.00S,2025-03-06T00:17:56.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,85.89027595269383,94.6078431372549,1610612750,11,7,2025-03-06T00:18:01Z,400000,False,223.0,80.0,1,right,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,23.69,Missed,,,,,,,,,,,,,,,,,
43,PT08M29.00S,2025-03-06T00:18:00.8Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,11,7,2025-03-06T00:18:00Z,410000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:0),[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,,,42.0,2.0,0.0,2.0,,,,,,,,,
44,PT08M29.00S,2025-03-06T00:18:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,94.40999984741211,50.0,1610612750,11,9,2025-03-06T00:18:00Z,420000,False,0.0,0.0,1,right,J. McDaniels tip Layup (7 PTS),[1630183],1610612750.0,MIN,,tip,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,,,,,,,,,,,,,,,,
45,PT08M08.00S,2025-03-06T00:18:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,13.87976346911958,38.48039215686275,1610612766,13,9,2025-03-06T00:18:29Z,430000,False,58.0,78.0,1,left,M. Bridges 9' driving floating Jump Shot (8 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,9.7,Made,8.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,
46,PT07M56.00S,2025-03-06T00:18:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629675,63.288436268068324,38.48039215686275,1610612750,13,12,2025-03-06T00:18:38Z,440000,False,-58.0,293.0,1,right,N. Reid 29' 3PT  (3 PTS) (J. McDaniels 1 AST),"[1629675, 1630183]",1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,29.82,Made,3.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,,
49,PT07M44.00S,2025-03-06T00:18:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629610,8.360709592641262,51.9607843137255,1610612766,15,12,2025-03-06T00:19:45Z,460000,False,-10.0,26.0,1,left,D. Jeffries driving finger roll Layup (4 PTS) (N. Smith Jr. 1 AST),"[1629610, 1641733]",1610612766.0,CHA,,driving finger roll,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,2.79,Made,4.0,N. Smith Jr.,1641733.0,1.0,,,,,,,,,,,,,
51,PT07M32.00S,2025-03-06T00:18:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,68.67608409986859,67.40196078431373,1610612750,15,12,2025-03-06T00:19:02Z,480000,False,87.0,242.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,
52,PT07M31.00S,2025-03-06T00:18:59.1Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,15,12,2025-03-06T00:19:02Z,490000,False,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,51.0,2.0,1.0,1.0,,,,,,,,,
54,PT07M11.00S,2025-03-06T00:19:40.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,38.05847568988173,32.1078431372549,1610612766,15,12,2025-03-06T00:19:48Z,510000,False,89.0,305.0,1,left,MISS M. Bridges 31' pullup 3PT,[1628970],1610612766.0,CHA,,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,31.81,Missed,,,,,,,,,,,,,,,,,
55,PT07M07.00S,2025-03-06T00:19:44.0Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,15,12,2025-03-06T00:19:48Z,520000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,
56,PT07M07.00S,2025-03-06T00:19:46.8Z,1,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612750,15,12,2025-03-06T00:19:52Z,530000,False,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (1 TO),[1628978],1610612750.0,MIN,1627541.0,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,
57,PT06M54.00S,2025-03-06T00:20:08.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631109,9.411957950065702,50.0,1610612766,15,12,2025-03-06T00:20:11Z,540000,False,0.0,36.0,1,left,MISS M. Williams DUNK,[1631109],1610612766.0,CHA,,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,
58,PT06M52.00S,2025-03-06T00:20:10.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,15,12,2025-03-06T00:20:10Z,550000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,
59,PT06M50.00S,2025-03-06T00:20:14.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629675,92.85479632063075,51.225490196078425,1610612750,15,14,2025-03-06T00:20:20Z,560000,False,6.0,15.0,1,right,N. Reid running DUNK (5 PTS) (D. DiVincenzo 1 AST),"[1629675, 1628978]",1610612750.0,MIN,,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.59,Made,5.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,
61,PT06M50.00S,2025-03-06T00:22:56.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,14,2025-03-06T00:22:56Z,580000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2025-03-06T00:22:58.0Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,15,14,2025-03-06T00:23:15Z,590000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M50.00S,2025-03-06T00:22:58.0Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,15,14,2025-03-06T00:23:15Z,600000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M50.00S,2025-03-06T00:22:58.0Z,1,REGULAR,substitution,in,[],203994,,,1610612766,15,14,2025-03-06T00:23:15Z,610000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2025-03-06T00:22:58.0Z,1,REGULAR,substitution,in,[],1641878,,,1610612766,15,14,2025-03-06T00:23:15Z,620000,False,,,0,,SUB in: D. Baugh,[1641878],1610612766.0,CHA,,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M38.00S,2025-03-06T00:23:29.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,6.389618922470433,49.754901960784316,1610612766,17,14,2025-03-06T00:23:34Z,630000,False,1.0,8.0,1,left,M. Bridges alley-oop DUNK (10 PTS) (D. Baugh 1 AST),"[1628970, 1641878]",1610612766.0,CHA,,alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.77,Made,10.0,D. Baugh,1641878.0,1.0,,,,,,,,,,,,,
68,PT06M19.00S,2025-03-06T00:23:55.2Z,1,REGULAR,2pt,Jump Shot,[],1630183,77.08607095926413,36.029411764705884,1610612750,17,14,2025-03-06T00:23:59Z,650000,False,-70.0,163.0,1,right,MISS J. McDaniels 17' pullup Shot,[1630183],1610612750.0,MIN,,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,17.73,Missed,,,,,,,,,,,,,,,,,
69,PT06M16.00S,2025-03-06T00:23:58.4Z,1,REGULAR,rebound,offensive,[],203944,,,1610612750,17,14,2025-03-06T00:23:58Z,660000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612750.0,MIN,,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,
70,PT06M06.00S,2025-03-06T00:24:07.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630162,89.30683311432325,51.225490196078425,1610612750,17,16,2025-03-06T00:24:11Z,670000,False,6.0,48.0,1,right,A. Edwards driving floating Jump Shot (2 PTS),[1630162],1610612750.0,MIN,,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,2.0,,,,,,,,,,,,,,,,
71,PT05M59.00S,2025-03-06T00:24:16.2Z,1,REGULAR,3pt,Jump Shot,[],1641733,8.09789750328515,4.411764705882353,1610612766,17,16,2025-03-06T00:24:21Z,680000,False,228.0,24.0,1,left,MISS N. Smith Jr. 3PT,[1641733],1610612766.0,CHA,,,,,Smith Jr.,N. Smith Jr.,,,,,Right Corner 3,24+ Right,22.91,Missed,,,,,,,,,,,,,,,,,
72,PT05M56.00S,2025-03-06T00:24:19.2Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,17,16,2025-03-06T00:24:21Z,690000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,
73,PT05M40.00S,2025-03-06T00:24:34.1Z,1,REGULAR,3pt,Jump Shot,[],203944,91.5407358738502,95.58823529411765,1610612750,17,19,2025-03-06T00:24:37Z,700000,False,228.0,27.0,1,right,J. Randle 3PT  (5 PTS) (A. Edwards 1 AST),"[203944, 1630162]",1610612750.0,MIN,,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,22.95,Made,5.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,
75,PT05M25.00S,2025-03-06T00:24:50.0Z,1,REGULAR,3pt,Jump Shot,[],1641878,6.783837056504599,3.9215686274509802,1610612766,17,19,2025-03-06T00:24:53Z,720000,False,230.0,11.0,1,left,MISS D. Baugh 3PT,[1641878],1610612766.0,CHA,,,,,Baugh,D. Baugh,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,
76,PT05M23.00S,2025-03-06T00:24:52.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,17,19,2025-03-06T00:24:53Z,730000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612750.0,MIN,,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,
77,PT05M04.00S,2025-03-06T00:25:10.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,92.72339027595268,49.50980392156863,1610612750,17,21,2025-03-06T00:26:28Z,740000,False,-2.0,16.0,1,right,J. McDaniels driving DUNK (9 PTS) (J. Randle 1 AST),"[1630183, 203944]",1610612750.0,MIN,,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.61,Made,9.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,
79,PT04M46.00S,2025-03-06T00:25:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641878,7.440867279894875,46.568627450980394,1610612766,19,21,2025-03-06T00:25:32Z,760000,False,17.0,17.0,1,left,D. Baugh driving Layup (2 PTS),[1641878],1610612766.0,CHA,,driving,,,Baugh,D. Baugh,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,,,,,,,,,,,,,,,,
80,PT04M35.00S,2025-03-06T00:25:40.6Z,1,REGULAR,3pt,Jump Shot,[],1630183,91.93495400788436,94.85294117647058,1610612750,19,24,2025-03-06T00:25:44Z,770000,False,224.0,23.0,1,right,J. McDaniels 3PT  (12 PTS) (J. Randle 2 AST),"[1630183, 203944]",1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,22.55,Made,12.0,J. Randle,203944.0,2.0,,,,,,,,,,,,,
82,PT04M20.00S,2025-03-06T00:25:55.1Z,1,REGULAR,3pt,Jump Shot,[],1628970,30.436925098554536,24.019607843137255,1610612766,19,24,2025-03-06T00:25:59Z,790000,False,130.0,234.0,1,left,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,
83,PT04M17.00S,2025-03-06T00:25:58.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,19,24,2025-03-06T00:25:59Z,800000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612750.0,MIN,,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,82.0,3.0,3.0,0.0,,,,,,,,,
84,PT04M13.00S,2025-03-06T00:26:02.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,70.64717477003943,23.52941176470588,1610612750,19,24,2025-03-06T00:26:13Z,810000,False,-132.0,223.0,1,right,MISS J. Randle 25' running pullup 3PT,[203944],1610612750.0,MIN,,running pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,
85,PT04M10.00S,2025-03-06T00:26:05.9Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,19,24,2025-03-06T00:26:05Z,820000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,84.0,2.0,1.0,1.0,,,,,,,,,
86,PT04M10.00S,2025-03-06T00:26:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1629675,91.80354796320631,50.49019607843137,1610612750,19,26,2025-03-06T00:27:44Z,830000,False,2.0,25.0,1,right,N. Reid putback Layup (7 PTS),[1629675],1610612750.0,MIN,,putback,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.46,Made,7.0,,,,,,,,,,,,,,,,
