actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
179,PT09M57.00S,2024-12-07T18:40:22.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,87.72996057818659,46.81372549019608,1610612739,26,41,2024-12-07T18:48:33Z,1770000,False,-16.0,63.0,1,right,MISS E. Mobley 6' fadeaway Shot,[1630596],1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
180,PT09M57.00S,2024-12-07T18:40:22.8Z,2,REGULAR,rebound,defensive,[],203995,,,1610612766,26,41,2024-12-07T18:40:29Z,1780000,False,,,0,,V. Micić REBOUND (Off:0 Def:2),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,In The Paint (Non-RA),0-8 Center,,,179.0,,,,,,,,,,,,,2.0,2.0,0.0,,
182,PT09M44.00S,2024-12-07T18:41:41.4Z,2,REGULAR,turnover,lost ball,[],1629610,,,1610612766,26,41,2024-12-07T18:41:49Z,1800000,False,,,0,,D. Jeffries lost ball TURNOVER (1 TO),"[1629610, 1630241]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1.0,,,,Merrill,1630241.0,,,,,
183,PT09M44.00S,2024-12-07T18:41:41.4Z,2,REGULAR,steal,,[],1630241,,,1610612739,26,41,2024-12-07T18:41:43Z,1810000,False,,,0,,S. Merrill STEAL (1 STL),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
184,PT09M35.00S,2024-12-07T18:41:50.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627777,89.83245729303549,48.77450980392157,1610612739,26,43,2024-12-07T18:50:18Z,1820000,False,-6.0,43.0,1,right,G. Niang driving floating Jump Shot (2 PTS),[1627777],1610612739.0,CLE,driving floating,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,4.35,Made,,,2.0,,,,,,,,,,,,,,,
185,PT09M17.00S,2024-12-07T18:42:07.9Z,2,REGULAR,3pt,Jump Shot,[],1629610,29.25427069645204,77.94117647058823,1610612766,26,43,2024-12-07T18:42:11Z,1830000,False,-140.0,222.0,1,left,MISS D. Jeffries 26' 3PT,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
186,PT09M15.00S,2024-12-07T18:42:09.9Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,26,43,2024-12-07T18:42:09Z,1840000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,185.0,,,,,,,,,,,,,3.0,3.0,0.0,,
187,PT09M15.00S,2024-12-07T18:42:13.1Z,2,REGULAR,foul,personal,[],203552,,,1610612739,26,43,2024-12-07T18:42:34Z,1850000,False,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1629660]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,1146.0,,1.0,0.0,Jerome,1629660.0,,,,,,,,,,,
189,PT09M15.00S,2024-12-07T18:42:20.9Z,2,REGULAR,substitution,out,[],1629610,,,1610612739,26,43,2024-12-07T18:42:38Z,1870000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M15.00S,2024-12-07T18:42:20.9Z,2,REGULAR,substitution,out,[],201959,,,1610612739,26,43,2024-12-07T18:42:38Z,1880000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M15.00S,2024-12-07T18:42:20.9Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,26,43,2024-12-07T18:42:38Z,1890000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M15.00S,2024-12-07T18:42:20.9Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,26,43,2024-12-07T18:42:38Z,1900000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M15.00S,2024-12-07T18:42:20.9Z,2,REGULAR,substitution,in,[],1628998,,,1610612739,26,43,2024-12-07T18:42:38Z,1910000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M15.00S,2024-12-07T18:42:20.9Z,2,REGULAR,substitution,in,[],1631109,,,1610612739,26,43,2024-12-07T18:42:38Z,1920000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M15.00S,2024-12-07T18:42:20.9Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,26,43,2024-12-07T18:42:38Z,1930000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M15.00S,2024-12-07T18:42:20.9Z,2,REGULAR,substitution,in,[],1642281,,,1610612739,26,43,2024-12-07T18:42:38Z,1940000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M54.00S,2024-12-07T18:44:00.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.30026281208936,53.431372549019606,1610612739,26,45,2024-12-07T18:44:05Z,1960000,False,17.0,1.0,1,right,E. Mobley DUNK (26 PTS) (D. Wade 3 AST),"[1630596, 1629731]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.72,Made,,,26.0,,,,,,D. Wade,1629731.0,3.0,,,,,,,
200,PT08M40.00S,2024-12-07T18:44:15.5Z,2,REGULAR,3pt,Jump Shot,[],1628998,12.040078843626807,95.58823529411765,1610612766,26,45,2024-12-07T18:44:20Z,1980000,False,-228.0,61.0,1,left,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,23.58,Missed,,,,,,,,,,,,,,,,,,
201,PT08M38.00S,2024-12-07T18:44:17.5Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612766,26,45,2024-12-07T18:44:20Z,1990000,False,,,0,,M. Williams REBOUND (Off:2 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Left Corner 3,24+ Left,,,200.0,,,,,,,,,,,,,2.0,0.0,2.0,,
202,PT08M37.00S,2024-12-07T18:44:18.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631109,5.732588699080158,51.470588235294116,1610612766,28,45,2024-12-07T18:44:28Z,2000000,False,-7.0,1.0,1,left,M. Williams reverse DUNK (4 PTS),[1631109],1610612766.0,CHA,reverse,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.75,Made,,,4.0,,,,,,,,,,,,,,,
203,PT08M25.00S,2024-12-07T18:44:29.9Z,2,REGULAR,3pt,Jump Shot,[],1630596,69.99014454664915,23.774509803921568,1610612739,28,45,2024-12-07T18:44:35Z,2010000,False,-131.0,230.0,1,right,MISS E. Mobley 26' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
204,PT08M22.00S,2024-12-07T18:44:32.9Z,2,REGULAR,rebound,defensive,[],203552,,,1610612766,28,45,2024-12-07T18:44:35Z,2020000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,203.0,,,,,,,,,,,,,2.0,2.0,0.0,,
205,PT08M15.00S,2024-12-07T18:44:40.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631109,9.017739816031538,50.245098039215684,1610612766,30,45,2024-12-07T18:53:40Z,2030000,False,-1.0,32.0,1,left,M. Williams running alley-oop Layup (6 PTS) (V. Micić 2 AST),"[1631109, 203995]",1610612766.0,CHA,running alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.23,Made,,,6.0,,,,,,V. Micić,203995.0,2.0,,,,,,,
207,PT08M02.00S,2024-12-07T18:44:55.7Z,2,REGULAR,foul,personal,[],1631109,,,1610612739,30,45,2024-12-07T18:45:04Z,2050000,False,,,0,,M. Williams personal FOUL (1 PF),"[1631109, 1629660]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Left Center,,,,1146.0,,1.0,0.0,Jerome,1629660.0,,,,,,,,,,,
209,PT08M02.00S,2024-12-07T18:45:02.4Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,30,45,2024-12-07T18:45:10Z,2070000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M02.00S,2024-12-07T18:45:02.4Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,30,45,2024-12-07T18:45:10Z,2080000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M02.00S,2024-12-07T18:45:02.4Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,30,45,2024-12-07T18:45:10Z,2090000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M02.00S,2024-12-07T18:45:02.4Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,30,45,2024-12-07T18:45:10Z,2100000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M57.00S,2024-12-07T18:45:29.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,91.01511169513797,45.83333333333333,1610612739,30,45,2024-12-07T18:55:32Z,2125000,False,-21.0,32.0,1,right,MISS D. Wade driving reverse Layup - blocked,"[1629731, 1628998]",1610612739.0,CLE,driving reverse,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,Martin,1628998.0
218,PT07M57.00S,2024-12-07T18:45:29.2Z,2,REGULAR,block,,[],1628998,,,1610612739,30,45,2024-12-07T18:48:16Z,2127500,False,,,0,,C. Martin BLOCK (1 BLK),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
219,PT07M57.00S,2024-12-07T18:45:29.2Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,30,45,2024-12-07T18:50:04Z,2128750,False,,,0,,M. Williams REBOUND (Off:2 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,217.0,,,,,,,,,,,,,3.0,1.0,2.0,,
215,PT07M57.00S,2024-12-07T18:45:44.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,30,45,2024-12-07T18:48:16Z,2130000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M57.00S,2024-12-07T18:48:20.1Z,2,REGULAR,substitution,out,[],203552,,,1610612766,30,45,2024-12-07T18:48:41Z,2150000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M57.00S,2024-12-07T18:48:20.1Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,30,45,2024-12-07T18:48:41Z,2160000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M43.00S,2024-12-07T18:48:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,6.389618922470433,49.01960784313725,1610612766,32,45,2024-12-07T18:49:03Z,2170000,False,5.0,8.0,1,left,M. Williams alley-oop Layup (8 PTS) (V. Micić 3 AST),"[1631109, 203995]",1610612766.0,CHA,alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.9,Made,,,8.0,,,,,,V. Micić,203995.0,3.0,,,,,,,
224,PT07M43.00S,2024-12-07T18:48:55.6Z,2,REGULAR,foul,personal,['1freethrow'],1642281,,,1610612766,32,45,2024-12-07T18:49:08Z,2190000,False,,,0,,J. Tyson shooting personal FOUL (1 PF) (Williams 1 FT),"[1642281, 1631109]",1610612739.0,CLE,shooting,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,1146.0,,1.0,0.0,Williams,1631109.0,,,,,,,,,,,
226,PT07M43.00S,2024-12-07T18:49:17.9Z,2,REGULAR,freethrow,1 of 1,[],1631109,,,1610612766,32,45,2024-12-07T18:49:20Z,2210000,False,,,0,,MISS M. Williams Free Throw 1 of 1,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
227,PT07M40.00S,2024-12-07T18:49:20.9Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,32,45,2024-12-07T18:49:20Z,2220000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,226.0,,,,,,,,,,,,,2.0,2.0,0.0,,
228,PT07M23.00S,2024-12-07T18:49:36.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,85.3646517739816,48.529411764705884,1610612739,32,47,2024-12-07T18:59:26Z,2230000,False,-7.0,85.0,1,right,T. Jerome 8' driving floating Jump Shot (2 PTS),[1629660],1610612739.0,CLE,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,8.54,Made,,,2.0,,,,,,,,,,,,,,,
229,PT07M11.00S,2024-12-07T18:49:48.7Z,2,REGULAR,turnover,bad pass,[],1631109,,,1610612766,32,47,2024-12-07T19:00:34Z,2240000,False,,,0,,M. Williams bad pass TURNOVER (1 TO),"[1631109, 1629731]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,,,,Wade,1629731.0,,,,,
230,PT07M11.00S,2024-12-07T18:49:48.7Z,2,REGULAR,steal,,[],1629731,,,1610612739,32,47,2024-12-07T18:49:50Z,2250000,False,,,0,,D. Wade STEAL (2 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
231,PT07M07.00S,2024-12-07T18:49:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629731,93.51182654402102,50.245098039215684,1610612739,32,47,2024-12-07T19:00:55Z,2260000,False,1.0,8.0,1,right,MISS D. Wade running Layup - blocked,"[1629731, 1630182]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,Green,1630182.0
232,PT07M07.00S,2024-12-07T18:49:53.5Z,2,REGULAR,block,,[],1630182,,,1610612739,32,47,2024-12-07T19:03:21Z,2270000,False,,,0,,J. Green BLOCK (1 BLK),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
233,PT07M07.00S,2024-12-07T18:49:53.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,32,47,2024-12-07T18:50:24Z,2280000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,231.0,,,,,,,,,,,,,,,,,
236,PT06M56.00S,2024-12-07T18:50:46.9Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629636,77.21747700394218,37.5,1610612739,32,49,2024-12-07T19:03:06Z,2310000,False,-62.0,162.0,1,right,D. Garland 17' pullup Jump Shot (8 PTS) (J. Allen 3 AST),"[1629636, 1628386]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,17.34,Made,,,8.0,,,,,,J. Allen,1628386.0,3.0,,,,,,,
238,PT06M32.00S,2024-12-07T18:51:10.9Z,2,REGULAR,3pt,Jump Shot,[],1628998,4.155716162943495,96.07843137254902,1610612766,32,49,2024-12-07T18:51:15Z,2330000,False,-230.0,-13.0,1,left,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,23.08,Missed,,,,,,,,,,,,,,,,,,
239,PT06M29.00S,2024-12-07T18:51:13.8Z,2,REGULAR,rebound,offensive,[],203995,,,1610612766,32,49,2024-12-07T18:51:13Z,2340000,False,,,0,,V. Micić REBOUND (Off:1 Def:2),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Left Corner 3,24+ Left,,,238.0,,,,,,,,,,,,,3.0,2.0,1.0,,
240,PT06M23.00S,2024-12-07T18:51:20.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631109,5.995400788436268,49.26470588235294,1610612766,34,49,2024-12-07T18:51:28Z,2350000,False,4.0,4.0,1,left,M. Williams alley-oop DUNK (10 PTS) (C. Martin 1 AST),"[1631109, 1628998]",1610612766.0,CHA,alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.54,Made,,,10.0,,,,,,C. Martin,1628998.0,1.0,,,,,,,
242,PT06M09.00S,2024-12-07T18:51:32.7Z,2,REGULAR,3pt,Jump Shot,[],1642281,96.00854139290408,94.36274509803921,1610612739,34,49,2024-12-07T18:51:38Z,2370000,False,222.0,-15.0,1,right,MISS J. Tyson 3PT,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Right Corner 3,24+ Right,22.23,Missed,,,,,,,,,,,,,,,,,,
243,PT06M06.00S,2024-12-07T18:51:36.4Z,2,REGULAR,rebound,offensive,[],1629660,,,1610612739,34,49,2024-12-07T18:51:36Z,2380000,False,,,0,,T. Jerome REBOUND (Off:1 Def:0),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Right Corner 3,24+ Right,,,242.0,,,,,,,,,,,,,1.0,0.0,1.0,,
244,PT06M04.00S,2024-12-07T18:51:38.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,93.51182654402102,51.470588235294116,1610612739,34,49,2024-12-07T19:04:41Z,2390000,False,7.0,8.0,1,right,MISS J. Allen reverse Layup - blocked,"[1628386, 1628998]",1610612739.0,CLE,reverse,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,Martin,1628998.0
245,PT06M04.00S,2024-12-07T18:51:38.4Z,2,REGULAR,block,,[],1628998,,,1610612739,34,49,2024-12-07T18:51:41Z,2400000,False,,,0,,C. Martin BLOCK (2 BLK),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
246,PT06M02.00S,2024-12-07T18:51:40.4Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,34,49,2024-12-07T18:51:49Z,2410000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,244.0,,,,,,,,,,,,,2.0,2.0,0.0,,
247,PT05M56.00S,2024-12-07T18:51:46.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630182,5.732588699080158,50.0,1610612766,36,49,2024-12-07T19:05:27Z,2420000,False,0.0,1.0,1,left,J. Green running Layup (10 PTS),[1630182],1610612766.0,CHA,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.14,Made,,,10.0,,,,,,,,,,,,,,,
248,PT05M56.00S,2024-12-07T18:51:54.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,36,49,2024-12-07T18:51:54Z,2430000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M34.00S,2024-12-07T18:55:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,90.75229960578186,49.01960784313725,1610612739,36,49,2024-12-07T19:06:10Z,2440000,False,-5.0,34.0,1,right,MISS T. Jerome floating Shot,[1629660],1610612739.0,CLE,floating,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
250,PT05M34.00S,2024-12-07T18:55:06.2Z,2,REGULAR,rebound,offensive,[],1629660,,,1610612739,36,49,2024-12-07T18:55:11Z,2450000,False,,,0,,T. Jerome REBOUND (Off:2 Def:0),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,249.0,,,,,,,,,,,,,2.0,0.0,2.0,,
259,PT05M29.00S,2024-12-07T18:55:33.5Z,2,REGULAR,turnover,offensive-kicked-ball,[],1629636,,,1610612739,36,49,2024-12-07T18:57:29Z,2465000,False,,,0,,D. Garland offensive-kicked-ball TURNOVER (2 TO),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,,,,,,,,,,
252,PT05M07.00S,2024-12-07T18:55:48.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641706,12.302890932982917,47.05882352941176,1610612766,36,49,2024-12-07T19:06:59Z,2470000,False,15.0,63.0,1,left,MISS B. Miller 6' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
253,PT05M05.00S,2024-12-07T18:55:50.8Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612766,36,49,2024-12-07T18:55:50Z,2480000,False,,,0,,M. Williams REBOUND (Off:3 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,252.0,,,,,,,,,,,,,4.0,1.0,3.0,,
254,PT05M05.00S,2024-12-07T18:55:51.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance', 'fromturnover']",1631109,5.206964520367937,50.0,1610612766,38,49,2024-12-07T18:57:29Z,2490000,False,0.0,-4.0,1,left,M. Williams DUNK (12 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.36,Made,,,12.0,,,,,,,,,,,,,,,
255,PT04M56.00S,2024-12-07T18:56:04.1Z,2,REGULAR,foul,personal,[],1641706,,,1610612739,38,49,2024-12-07T18:57:12Z,2500000,False,,,0,,B. Miller personal FOUL (2 PF),"[1641706, 1628386]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,1155.0,,2.0,0.0,Allen,1628386.0,,,,,,,,,,,
257,PT04M56.00S,2024-12-07T18:56:25.7Z,2,REGULAR,substitution,out,[],1629660,,,1610612739,38,49,2024-12-07T18:56:29Z,2520000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M56.00S,2024-12-07T18:56:25.7Z,2,REGULAR,substitution,in,[],1627747,,,1610612739,38,49,2024-12-07T18:56:29Z,2530000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M45.00S,2024-12-07T18:56:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.97043363994744,46.32352941176471,1610612739,38,49,2024-12-07T19:08:15Z,2540000,False,-18.0,89.0,1,right,MISS D. Garland 9' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,9.07,Missed,,,,,,,,,,,,,,,,,,
261,PT04M44.00S,2024-12-07T18:56:34.4Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,38,49,2024-12-07T18:56:34Z,2550000,False,,,0,,B. Miller REBOUND (Off:0 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,260.0,,,,,,,,,,,,,3.0,3.0,0.0,,
262,PT04M39.00S,2024-12-07T18:56:39.4Z,2,REGULAR,2pt,Jump Shot,[],1630182,12.302890932982917,72.30392156862744,1610612766,38,49,2024-12-07T19:09:07Z,2560000,False,-112.0,63.0,1,left,MISS J. Green 12' pullup Shot,[1630182],1610612766.0,CHA,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Left,12.81,Missed,,,,,,,,,,,,,,,,,,
263,PT04M37.00S,2024-12-07T18:56:41.4Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,38,49,2024-12-07T18:56:59Z,2570000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,262.0,,,,,,,,,,,,,4.0,3.0,1.0,,
264,PT04M30.00S,2024-12-07T18:56:48.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629636,92.59198423127464,61.029411764705884,1610612739,38,49,2024-12-07T19:09:54Z,2580000,False,55.0,17.0,1,right,MISS D. Garland running Layup,[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,,,,,
265,PT04M28.00S,2024-12-07T18:56:50.3Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,38,49,2024-12-07T18:57:05Z,2590000,False,,,0,,M. Williams REBOUND (Off:3 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,264.0,,,,,,,,,,,,,5.0,2.0,3.0,,
266,PT04M23.00S,2024-12-07T18:56:55.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,23.078186596583443,88.72549019607843,1610612766,41,49,2024-12-07T19:10:51Z,2600000,False,-194.0,164.0,1,left,B. Miller 25' 3PT running (7 PTS) (V. Micić 4 AST),"[1641706, 203995]",1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,25.4,Made,,,7.0,,,,,,V. Micić,203995.0,4.0,,,,,,,
