actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
20,PT10M18.00S,2024-12-17T00:12:28.3Z,1,REGULAR,3pt,Jump Shot,[],202331,33.196452036793694,39.46078431372549,1610612755,2,7,2024-12-17T00:12:33Z,180000,False,53.0,260.0,1,left,MISS P. George 26' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
21,PT10M16.00S,2024-12-17T00:12:30.3Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,2,7,2024-12-17T00:12:33Z,190000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT10M06.00S,2024-12-17T00:12:40.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,72.48685939553219,79.41176470588235,1610612766,5,7,2024-12-17T00:12:44Z,200000,False,147.0,206.0,1,right,B. Miller 25' 3PT  (3 PTS) (M. Bridges 1 AST),"[1641706, 1628970]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.32,Made,3.0,,,,,M. Bridges,1628970.0,1.0,,,,,,,,,,
24,PT09M57.00S,2024-12-17T00:12:50.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.196452036793694,52.450980392156865,1610612755,5,7,2024-12-17T00:12:53Z,220000,False,-12.0,260.0,1,left,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
25,PT09M54.00S,2024-12-17T00:12:53.1Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,5,7,2024-12-17T00:12:53Z,230000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,
26,PT09M43.00S,2024-12-17T00:13:03.7Z,1,REGULAR,2pt,Jump Shot,[],1630163,87.46714848883047,70.09803921568627,1610612766,5,7,2024-12-17T00:13:07Z,240000,False,100.0,65.0,1,right,MISS L. Ball 11' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,11.99,Missed,,,,,,,,,,,,,,,,,,
27,PT09M41.00S,2024-12-17T00:13:06.4Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,5,7,2024-12-17T00:13:06Z,250000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,
28,PT09M39.00S,2024-12-17T00:13:08.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,68.01905387647832,60.049019607843135,1610612766,8,7,2024-12-17T00:20:34Z,260000,False,50.0,248.0,1,right,M. Bridges 25' 3PT pullup (3 PTS) (M. Williams 1 AST),"[1628970, 1631109]",1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,25.31,Made,3.0,,,,,M. Williams,1631109.0,1.0,,,,,,,,,,
30,PT09M24.00S,2024-12-17T00:13:33.5Z,1,REGULAR,foul,technical,['1freethrow'],1631109,,,1610612755,8,7,2024-12-17T00:13:43Z,280000,False,,,0,,M. Williams defensive-3-second technical FOUL (1 Tech),[1631109],1610612766.0,CHA,defensive-3-second,,,Williams,M. Williams,,,,,,,,,,,,,,,,,1193.0,0.0,1.0,,,,,,,
31,PT09M24.00S,2024-12-17T00:13:45.5Z,1,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,8,8,2024-12-17T00:13:45Z,290000,False,,,0,,T. Maxey technical Free Throw 1 of 1 (4 PTS),[1630178],1610612755.0,PHI,technical,,,Maxey,T. Maxey,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
32,PT09M13.00S,2024-12-17T00:14:11.9Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,8,8,2024-12-17T00:14:17Z,300000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1630163]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,Ball,1630163.0,,,,
33,PT09M13.00S,2024-12-17T00:14:11.9Z,1,REGULAR,steal,,[],1630163,,,1610612766,8,8,2024-12-17T00:14:14Z,310000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
34,PT09M07.00S,2024-12-17T00:14:17.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631109,91.40932982917214,40.19607843137255,1610612766,8,8,2024-12-17T01:24:45Z,320000,False,-49.0,28.0,1,right,MISS M. Williams running Layup - blocked,"[1631109, 1626162]",1610612766.0,CHA,running,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.66,Missed,,,,,,,,,,,,,,,Oubre Jr.,1626162.0,,
373,PT09M07.00S,2024-12-17T00:14:17.5Z,1,REGULAR,block,,[],1626162,,,1610612766,8,8,2024-12-17T01:23:59Z,325000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2024-12-17T00:14:19.5Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,8,8,2024-12-17T00:14:22Z,330000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,34.0,3.0,3.0,0.0,,,,,,,,,,,,,
36,PT09M01.00S,2024-12-17T00:14:23.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202331,6.1268068331143235,49.01960784313725,1610612755,8,10,2024-12-17T00:14:28Z,340000,False,5.0,5.0,1,left,P. George running Layup (4 PTS) (A. Drummond 1 AST),"[202331, 203083]",1610612755.0,PHI,running,,,George,P. George,,,,,Restricted Area,0-8 Center,0.71,Made,4.0,,,,,A. Drummond,203083.0,1.0,,,,,,,,,,
38,PT08M44.00S,2024-12-17T00:14:41.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,88.78120893561103,44.11764705882353,1610612766,8,10,2024-12-17T00:18:10Z,360000,False,-29.0,53.0,1,right,MISS M. Williams 6' turnaround Hook,[1631109],1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,,,,,,,,,,,,,,
39,PT08M41.00S,2024-12-17T00:14:44.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,8,10,2024-12-17T00:14:44Z,370000,False,,,0,,A. Drummond REBOUND (Off:0 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,38.0,4.0,4.0,0.0,,,,,,,,,,,,,
40,PT08M36.00S,2024-12-17T00:14:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,16.63929040735874,37.745098039215684,1610612755,8,12,2024-12-17T00:18:49Z,380000,False,61.0,104.0,1,left,T. Maxey 12' pullup Jump Shot (6 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,12.06,Made,6.0,,,,,,,,,,,,,,,,,
41,PT08M23.00S,2024-12-17T00:15:01.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,67.62483574244416,27.450980392156865,1610612766,8,12,2024-12-17T00:15:05Z,390000,False,-113.0,252.0,1,right,MISS M. Bridges 27' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,27.59,Missed,,,,,,,,,,,,,,,,,,
42,PT08M20.00S,2024-12-17T00:15:04.0Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,8,12,2024-12-17T00:15:05Z,400000,False,,,0,,K. Martin REBOUND (Off:0 Def:1),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Left Center,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,
43,PT08M16.00S,2024-12-17T00:15:09.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,31.35676741130092,29.166666666666668,1610612755,8,15,2024-12-17T00:19:18Z,410000,False,104.0,242.0,1,left,T. Maxey 26' 3PT running pullup (9 PTS) (P. George 2 AST),"[1630178, 202331]",1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.38,Made,9.0,,,,,P. George,202331.0,2.0,,,,,,,,,,
45,PT08M15.00S,2024-12-17T00:15:14.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,8,15,2024-12-17T00:15:14Z,430000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M02.00S,2024-12-17T00:18:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,90.62089356110381,50.98039215686274,1610612766,8,15,2024-12-17T00:18:30Z,440000,False,5.0,36.0,1,right,MISS L. Ball driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,,
48,PT07M59.00S,2024-12-17T00:18:27.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,8,15,2024-12-17T00:18:27Z,450000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT07M59.00S,2024-12-17T00:18:29.0Z,1,REGULAR,turnover,lost ball,[],202331,,,1610612755,8,15,2024-12-17T00:18:42Z,460000,False,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 1630163]",1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Ball,1630163.0,,,,
50,PT07M59.00S,2024-12-17T00:18:29.0Z,1,REGULAR,steal,,[],1630163,,,1610612766,8,15,2024-12-17T00:18:31Z,470000,False,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
51,PT07M59.00S,2024-12-17T00:18:32.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630182,92.9862023653088,53.18627450980392,1610612766,10,15,2024-12-17T00:21:18Z,480000,False,16.0,13.0,1,right,J. Green driving Layup (2 PTS),[1630182],1610612766.0,CHA,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,,,,,,,,,,,,,,,,,
52,PT07M59.00S,2024-12-17T00:18:47.1Z,1,REGULAR,foul,personal,['1freethrow'],202331,,,1610612766,10,15,2024-12-17T00:18:59Z,490000,False,,,0,,P. George shooting personal FOUL (1 PF) (Green 1 FT),"[202331, 1630182]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1193.0,1.0,0.0,,,,,,Green,1630182.0
54,PT07M59.00S,2024-12-17T00:19:00.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630182,,,1610612766,10,15,2024-12-17T00:19:02Z,510000,False,,,0,,MISS J. Green Free Throw 1 of 1,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M55.00S,2024-12-17T00:19:04.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,10,15,2024-12-17T00:19:02Z,520000,False,,,0,,A. Drummond REBOUND (Off:0 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,54.0,5.0,5.0,0.0,,,,,,,,,,,,,
56,PT07M46.00S,2024-12-17T00:19:15.7Z,1,REGULAR,foul,personal,[],1641706,,,1610612755,10,15,2024-12-17T00:19:25Z,530000,False,,,0,,B. Miller personal FOUL (1 PF),"[1641706, 1630178]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2882.0,1.0,0.0,,,,,,Maxey,1630178.0
58,PT07M32.00S,2024-12-17T00:19:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,15.850854139290407,42.64705882352941,1610612755,10,17,2024-12-17T00:19:46Z,550000,False,37.0,96.0,1,left,P. George 10' fadeaway Jump Shot (6 PTS),[202331],1610612755.0,PHI,fadeaway,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,10.33,Made,6.0,,,,,,,,,,,,,,,,,
59,PT07M21.00S,2024-12-17T00:19:53.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,78.26872536136662,8.088235294117647,1610612766,13,17,2024-12-17T00:19:57Z,560000,False,-210.0,152.0,1,right,L. Ball 25' 3PT  (3 PTS) (M. Bridges 2 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.88,Made,3.0,,,,,M. Bridges,1628970.0,2.0,,,,,,,,,,
61,PT07M05.00S,2024-12-17T00:20:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.30946123521682,43.627450980392155,1610612755,13,17,2024-12-17T00:20:17Z,580000,False,32.0,16.0,1,left,MISS T. Maxey driving Layup - blocked,"[1630178, 1630182]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,Green,1630182.0,,
62,PT07M05.00S,2024-12-17T00:20:09.5Z,1,REGULAR,block,,[],1630182,,,1610612755,13,17,2024-12-17T00:20:12Z,590000,False,,,0,,J. Green BLOCK (1 BLK),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT07M02.00S,2024-12-17T00:20:12.5Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,13,17,2024-12-17T00:20:17Z,600000,False,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,61.0,3.0,3.0,0.0,,,,,,,,,,,,,
64,PT06M56.00S,2024-12-17T00:20:18.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,92.9862023653088,46.568627450980394,1610612766,15,17,2024-12-17T00:20:22Z,610000,False,-17.0,13.0,1,right,M. Williams DUNK (4 PTS) (L. Ball 2 AST),"[1631109, 1630163]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.18,Made,4.0,,,,,L. Ball,1630163.0,2.0,,,,,,,,,,
66,PT06M39.00S,2024-12-17T00:20:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.440867279894875,45.34313725490196,1610612755,15,17,2024-12-17T00:20:39Z,630000,False,23.0,17.0,1,left,MISS T. Maxey driving Layup - blocked,"[1630178, 1631109]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,Williams,1631109.0,,
67,PT06M39.00S,2024-12-17T00:20:36.2Z,1,REGULAR,block,,[],1631109,,,1610612755,15,17,2024-12-17T00:20:38Z,640000,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2024-12-17T00:20:39.2Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,15,17,2024-12-17T00:20:39Z,650000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,66.0,2.0,1.0,1.0,,,,,,,,,,,,,
69,PT06M29.00S,2024-12-17T00:20:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,67.88764783180025,30.88235294117647,1610612766,15,17,2024-12-17T00:20:49Z,660000,False,-96.0,249.0,1,right,MISS L. Ball 26' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
70,PT06M26.00S,2024-12-17T00:20:48.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,15,17,2024-12-17T00:20:49Z,670000,False,,,0,,A. Drummond REBOUND (Off:0 Def:6),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,69.0,6.0,6.0,0.0,,,,,,,,,,,,,
71,PT06M21.00S,2024-12-17T00:20:53.6Z,1,REGULAR,3pt,Jump Shot,[],202331,29.6484888304862,24.264705882352942,1610612755,15,20,2024-12-17T00:23:39Z,680000,False,129.0,226.0,1,left,P. George 26' 3PT pullup (9 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.03,Made,9.0,,,,,,,,,,,,,,,,,
72,PT06M06.00S,2024-12-17T00:21:13.5Z,1,REGULAR,foul,personal,['2freethrow'],203083,,,1610612766,15,20,2024-12-17T00:21:25Z,690000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Bridges 2 FT),"[203083, 1628970]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,2882.0,1.0,0.0,,,,,,Bridges,1628970.0
74,PT06M06.00S,2024-12-17T00:21:40.3Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,16,20,2024-12-17T00:22:28Z,710000,False,,,0,,M. Bridges Free Throw 1 of 2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
75,PT06M06.00S,2024-12-17T00:21:41.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,16,20,2024-12-17T00:21:58Z,720000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M06.00S,2024-12-17T00:21:41.1Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,16,20,2024-12-17T00:21:58Z,730000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M06.00S,2024-12-17T00:21:41.1Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,16,20,2024-12-17T00:21:58Z,740000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M06.00S,2024-12-17T00:21:41.1Z,1,REGULAR,substitution,in,[],203995,,,1610612766,16,20,2024-12-17T00:21:58Z,750000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M06.00S,2024-12-17T00:21:41.1Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,16,20,2024-12-17T00:21:58Z,760000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M06.00S,2024-12-17T00:21:41.1Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,16,20,2024-12-17T00:21:58Z,770000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M06.00S,2024-12-17T00:22:06.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,16,20,2024-12-17T00:22:17Z,780000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,
82,PT06M06.00S,2024-12-17T00:22:13.2Z,1,REGULAR,substitution,out,[],1630231,,,1610612766,16,20,2024-12-17T00:22:15Z,790000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M06.00S,2024-12-17T00:22:13.2Z,1,REGULAR,substitution,in,[],200768,,,1610612766,16,20,2024-12-17T00:22:15Z,800000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M06.00S,2024-12-17T00:21:40.3Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,16,20,2024-12-17T00:22:28Z,810000,False,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
85,PT06M03.00S,2024-12-17T00:21:43.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,16,20,2024-12-17T00:22:28Z,820000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,,
86,PT05M50.00S,2024-12-17T00:22:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,12.959921156373195,47.794117647058826,1610612755,16,20,2024-12-17T00:22:45Z,830000,False,11.0,69.0,1,left,MISS P. George 7' driving Layup - blocked,"[202331, 1628998]",1610612755.0,PHI,driving,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,Martin,1628998.0,,
