actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
49,PT08M00.00S,2024-12-31T00:19:16.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203552,30.305519053876477,28.431372549019606,1610612766,12,7,2024-12-31T00:19:21Z,470000,False,108.0,232.0,1,left,MISS S. Curry 25' 3PT,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,25.62,,,,,,,,,
50,PT07M56.00S,2024-12-31T00:19:20.8Z,1,REGULAR,rebound,defensive,[],1641763,,,1610612741,12,7,2024-12-31T00:19:21Z,480000,False,,,0,,J. Phillips REBOUND (Off:0 Def:1),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,
51,PT07M49.00S,2024-12-31T00:19:29.8Z,1,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,12,7,2024-12-31T00:19:35Z,490000,False,,,0,,N. Vučević bad pass out-of-bounds TURNOVER (1 TO),[202696],1610612741.0,CHI,bad pass,,,Vučević,N. Vučević,,,,,Left Corner 3,24+ Left,1.0,,,1627962.0,,,,,,,,,,,,,,,,
52,PT07M49.00S,2024-12-31T00:19:34.6Z,1,REGULAR,substitution,out,[],1629632,,,1610612766,12,7,2024-12-31T00:19:41Z,500000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M49.00S,2024-12-31T00:19:34.6Z,1,REGULAR,substitution,in,[],1628366,,,1610612766,12,7,2024-12-31T00:19:41Z,510000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M32.00S,2024-12-31T00:20:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,7.703679369250986,45.09803921568628,1610612766,12,7,2024-12-31T00:20:06Z,520000,False,25.0,20.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.16,,,,,,,,,
55,PT07M30.00S,2024-12-31T00:20:05.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,7,2024-12-31T00:20:05Z,530000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,
56,PT07M27.00S,2024-12-31T00:20:16.3Z,1,REGULAR,foul,personal,[],1630182,,,1610612741,12,7,2024-12-31T00:20:23Z,540000,False,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1630581]",1610612766.0,CHA,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,203593.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,,,
58,PT07M22.00S,2024-12-31T00:20:38.2Z,1,REGULAR,3pt,Jump Shot,[],1630172,68.80749014454665,23.52941176470588,1610612741,12,7,2024-12-31T00:20:41Z,560000,False,-132.0,241.0,1,right,MISS P. Williams 27' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,27.47,,,,,,,,,
59,PT07M19.00S,2024-12-31T00:20:41.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,7,2024-12-31T00:20:41Z,570000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,
60,PT07M10.00S,2024-12-31T00:20:49.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,6.652431011826544,49.26470588235294,1610612766,14,7,2024-12-31T00:20:53Z,580000,False,4.0,10.0,1,left,M. Williams DUNK (2 PTS) (V. Micić 1 AST),"[1631109, 203995]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,1.07,,,,,V. Micić,203995.0,1.0,,
62,PT07M04.00S,2024-12-31T00:20:58.9Z,1,REGULAR,turnover,double dribble,[],1641763,,,1610612741,14,7,2024-12-31T00:21:06Z,600000,False,,,0,,J. Phillips double dribble TURNOVER (1 TO),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1627962.0,,,,,,,,,,,,,,,,
63,PT06M53.00S,2024-12-31T00:21:20.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,6.915243101182654,55.88235294117647,1610612766,16,7,2024-12-31T00:21:23Z,610000,False,-29.0,13.0,1,left,M. Bridges driving Layup (2 PTS) (V. Micić 2 AST),"[1628970, 203995]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,3.19,,,,,V. Micić,203995.0,2.0,,
65,PT06M39.00S,2024-12-31T00:21:34.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.33574244415243,40.931372549019606,1610612741,16,7,2024-12-31T00:21:38Z,630000,False,-45.0,67.0,1,right,MISS N. Vučević 8' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,Missed,,8.05,,,,,,,,,
66,PT06M37.00S,2024-12-31T00:21:36.1Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612766,16,7,2024-12-31T00:21:38Z,640000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,65.0,2.0,1.0,1.0,,,,,
67,PT06M26.00S,2024-12-31T00:21:46.8Z,1,REGULAR,3pt,Jump Shot,[],203995,36.61300919842313,37.00980392156863,1610612766,16,7,2024-12-31T00:21:50Z,650000,False,65.0,292.0,1,left,MISS V. Micić 29' 3PT,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,29.89,,,,,,,,,
68,PT06M24.00S,2024-12-31T00:21:48.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,16,7,2024-12-31T00:21:50Z,660000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,
69,PT06M19.00S,2024-12-31T00:21:54.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202696,66.96780551905388,48.28431372549019,1610612741,16,7,2024-12-31T00:22:01Z,670000,False,-9.0,258.0,1,right,MISS N. Vučević 25' running 3PT,[202696],1610612741.0,CHI,running,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,25.81,,,,,,,,,
70,PT06M13.00S,2024-12-31T00:22:00.7Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,16,7,2024-12-31T00:22:01Z,680000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,69.0,2.0,1.0,1.0,,,,,
71,PT06M13.00S,2024-12-31T00:22:00.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,94.40999984741211,50.0,1610612741,16,9,2024-12-31T00:22:00Z,690000,False,0.0,0.0,1,right,J. Giddey putback Layup (2 PTS),[1630581],1610612741.0,CHI,putback,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,,,,Made,2.0,0.0,,,,,,,,,
72,PT06M01.00S,2024-12-31T00:22:12.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,28.07161629434954,77.20588235294117,1610612766,16,9,2024-12-31T00:22:17Z,700000,False,-136.0,211.0,1,left,MISS M. Bridges 25' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,25.14,,,,,,,,,
73,PT05M56.00S,2024-12-31T00:22:17.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,16,9,2024-12-31T00:22:17Z,710000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,72.0,3.0,3.0,0.0,,,,,
74,PT05M47.00S,2024-12-31T00:22:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630172,93.51182654402102,94.85294117647058,1610612741,16,9,2024-12-31T00:22:29Z,720000,False,224.0,8.0,1,right,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,22.45,,,,,,,,,
75,PT05M45.00S,2024-12-31T00:22:28.1Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612766,16,9,2024-12-31T00:22:28Z,730000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,74.0,3.0,2.0,1.0,,,,,
76,PT05M35.00S,2024-12-31T00:22:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203995,18.610381077529567,57.84313725490197,1610612766,16,9,2024-12-31T00:22:41Z,740000,False,-39.0,122.0,1,left,MISS V. Micić 12' pullup Shot,[203995],1610612766.0,CHA,pullup,,,Micić,V. Micić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,12.85,,,,,,,,,
77,PT05M32.00S,2024-12-31T00:22:40.8Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,16,9,2024-12-31T00:22:41Z,750000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,
78,PT05M27.00S,2024-12-31T00:22:45.8Z,1,REGULAR,3pt,Jump Shot,[],1630581,74.98357424441524,13.23529411764706,1610612741,16,9,2024-12-31T00:23:12Z,760000,False,-184.0,183.0,1,right,MISS J. Giddey 25' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,25.92,,,,,,,,,
79,PT05M24.00S,2024-12-31T00:22:48.8Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,16,9,2024-12-31T00:22:50Z,770000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,78.0,2.0,2.0,0.0,,,,,
80,PT05M20.00S,2024-12-31T00:22:58.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,16,9,2024-12-31T00:22:58Z,780000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2024-12-31T00:22:58.9Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,16,9,2024-12-31T00:25:51Z,790000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
