actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
158,PT00M14.50S,2025-02-22T03:12:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630545,93.51182654402102,53.67647058823529,1610612750,45,38,2025-02-22T03:13:00Z,1570000,False,18.0,8.0,1,right,T. Shannon Jr. driving Layup (2 PTS) (A. Edwards 1 AST),"[1630545, 1630162]",1610612750.0,MIN,driving,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,2.03,Made,2.0,,,,,,A. Edwards,1630162.0,1.0,,,,,,,,,
160,PT00M13.50S,2025-02-22T03:13:11.1Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202896,,,1610612745,45,38,2025-02-22T03:21:16Z,1590000,False,,,0,,TEAM foul technical,[202896],1610612750.0,MIN,,,,,,,,,,,,,,,1626301.0,,,,,,,,,,,,,,,,
161,PT00M13.50S,2025-02-22T03:13:24.9Z,1,REGULAR,freethrow,1 of 1,[],1628988,,,1610612745,46,38,2025-02-22T03:13:24Z,1600000,False,,,0,,A. Holiday technical Free Throw 1 of 1 (2 PTS),[1628988],1610612745.0,HOU,technical,,,Holiday,A. Holiday,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
162,PT00M13.50S,2025-02-22T03:13:28.7Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,46,38,2025-02-22T03:13:39Z,1610000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M13.50S,2025-02-22T03:13:28.7Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,46,38,2025-02-22T03:13:39Z,1620000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M06.30S,2025-02-22T03:13:48.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,6.258212877792378,47.30392156862745,1610612745,48,38,2025-02-22T03:13:53Z,1630000,False,13.0,6.0,1,left,J. Smith Jr. DUNK (8 PTS) (A. Thompson 4 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.49,Made,8.0,,,,,,A. Thompson,1641708.0,4.0,,,,,,,,,
166,PT00M00.00S,2025-02-22T03:13:59.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,51.33048620236531,49.50980392156863,1610612750,48,38,2025-02-22T03:18:35Z,1650000,False,-2.0,405.0,1,right,MISS A. Edwards 40' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,40.5,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2025-02-22T03:14:01.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,48,38,2025-02-22T03:14:01Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,166.0,,,,,,,
168,PT00M00.00S,2025-02-22T03:14:02.4Z,1,REGULAR,period,end,[],0,,,1610612750,48,38,2025-02-22T03:14:02Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,out,['startperiod'],1631095,,,1610612750,48,38,2025-02-22T03:17:33Z,1680000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612750,48,38,2025-02-22T03:17:33Z,1690000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,out,['startperiod'],1642265,,,1610612750,48,38,2025-02-22T03:17:33Z,1700000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,48,38,2025-02-22T03:17:33Z,1710000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,out,['startperiod'],1641740,,,1610612750,48,38,2025-02-22T03:17:33Z,1720000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,out,['startperiod'],1630568,,,1610612750,48,38,2025-02-22T03:17:33Z,1730000,False,,,0,,SUB out: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612750,48,38,2025-02-22T03:17:33Z,1740000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,in,['startperiod'],1628415,,,1610612750,48,38,2025-02-22T03:17:33Z,1750000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612750,48,38,2025-02-22T03:17:33Z,1760000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,48,38,2025-02-22T03:17:33Z,1770000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,48,38,2025-02-22T03:17:33Z,1780000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-02-22T03:17:11.9Z,2,REGULAR,substitution,in,['startperiod'],1629638,,,1610612750,48,38,2025-02-22T03:17:33Z,1790000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-02-22T03:17:39.7Z,2,REGULAR,period,start,[],0,,,1610612750,48,38,2025-02-22T03:17:39Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M37.00S,2025-02-22T03:18:02.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,82.86793692509855,63.23529411764706,1610612750,48,40,2025-02-22T03:18:07Z,1810000,False,66.0,109.0,1,right,J. McDaniels 12' turnaround fadeaway Jump Shot (11 PTS),[1630183],1610612750.0,MIN,turnaround fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,12.71,Made,11.0,,,,,,,,,,,,,,,,,
183,PT11M17.00S,2025-02-22T03:18:22.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,9.280551905387648,46.568627450980394,1610612745,48,40,2025-02-22T03:19:54Z,1820000,False,17.0,35.0,1,left,MISS A. Sengun Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.87,Missed,,,,,,,,,,,,,,,,,,
184,PT11M13.00S,2025-02-22T03:18:26.1Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,48,40,2025-02-22T03:19:54Z,1830000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,183.0,1.0,0.0,1.0,,,,
185,PT11M13.00S,2025-02-22T03:18:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,48,40,2025-02-22T03:18:24Z,1840000,False,0.0,0.0,1,left,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
186,PT11M12.00S,2025-02-22T03:18:25.9Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,48,40,2025-02-22T03:18:26Z,1850000,False,,,0,,A. Sengun REBOUND (Off:2 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,185.0,2.0,0.0,2.0,,,,
187,PT11M12.00S,2025-02-22T03:18:25.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,50,40,2025-02-22T03:18:26Z,1860000,False,0.0,0.0,1,left,A. Sengun tip Layup (8 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
188,PT11M02.00S,2025-02-22T03:18:36.9Z,2,REGULAR,2pt,Jump Shot,[],1629675,88.91261498028909,66.91176470588235,1610612750,50,42,2025-02-22T03:18:43Z,1870000,False,85.0,52.0,1,right,N. Reid 9' driving floating bank Jump Shot (9 PTS) (N. Alexander-Walker 2 AST),"[1629675, 1629638]",1610612750.0,MIN,driving floating bank,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,9.91,Made,9.0,,,,,,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,
190,PT10M42.00S,2025-02-22T03:18:56.5Z,2,REGULAR,3pt,Jump Shot,[],1628415,26.10052562417871,20.588235294117645,1610612745,50,42,2025-02-22T03:19:05Z,1890000,False,147.0,193.0,1,left,MISS D. Brooks 24' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,24.25,Missed,,,,,,,,,,,,,,,,,,
191,PT10M40.00S,2025-02-22T03:18:58.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,50,42,2025-02-22T03:19:05Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,190.0,,,,,,,
193,PT10M27.00S,2025-02-22T03:19:29.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630578,31.61957950065703,62.745098039215684,1610612745,50,42,2025-02-22T03:19:36Z,1920000,False,-64.0,245.0,1,left,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,25.29,Missed,,,,,,,,,,,,,,,,,,
194,PT10M25.00S,2025-02-22T03:19:31.5Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,50,42,2025-02-22T03:19:36Z,1930000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,193.0,3.0,3.0,0.0,,,,
195,PT10M18.00S,2025-02-22T03:19:38.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201144,72.35545335085413,80.88235294117648,1610612750,50,42,2025-02-22T03:22:20Z,1940000,False,154.0,207.0,1,right,MISS M. Conley 25' running pullup 3PT,[201144],1610612750.0,MIN,running pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
196,PT10M17.00S,2025-02-22T03:19:39.2Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,50,42,2025-02-22T03:19:48Z,1950000,False,,,0,,A. Sengun REBOUND (Off:2 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,195.0,3.0,1.0,2.0,,,,
197,PT10M05.00S,2025-02-22T03:19:50.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628988,12.040078843626807,39.950980392156865,1610612745,50,42,2025-02-22T03:19:56Z,1960000,False,50.0,61.0,1,left,MISS A. Holiday 7' driving Hook,[1628988],1610612745.0,HOU,driving,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,7.88,Missed,,,,,,,,,,,,,,,,,,
198,PT10M03.00S,2025-02-22T03:19:52.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,50,42,2025-02-22T03:19:56Z,1970000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,197.0,2.0,2.0,0.0,,,,
199,PT09M58.00S,2025-02-22T03:19:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630545,94.1688567674113,48.03921568627451,1610612750,50,44,2025-02-22T03:20:04Z,1980000,False,-10.0,2.0,1,right,T. Shannon Jr. running Layup (4 PTS) (N. Alexander-Walker 3 AST),"[1630545, 1629638]",1610612750.0,MIN,running,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,1.01,Made,4.0,,,,,,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,
201,PT09M42.00S,2025-02-22T03:20:18.3Z,2,REGULAR,foul,personal,[],201144,,,1610612745,50,44,2025-02-22T03:20:32Z,2000000,False,,,0,,M. Conley personal FOUL (3 PF),"[201144, 1641708]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Left,,,,202007.0,3.0,0.0,Thompson,1641708.0,,,,,,,,,,,,
203,PT09M42.00S,2025-02-22T03:20:38.0Z,2,REGULAR,substitution,out,[],201144,,,1610612745,50,44,2025-02-22T03:20:44Z,2020000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M42.00S,2025-02-22T03:20:38.0Z,2,REGULAR,substitution,in,[],1642265,,,1610612745,50,44,2025-02-22T03:20:44Z,2030000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M28.00S,2025-02-22T03:21:01.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,5.995400788436268,53.92156862745098,1610612745,50,44,2025-02-22T03:21:15Z,2040000,False,-20.0,4.0,1,left,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,,
206,PT09M28.00S,2025-02-22T03:21:01.6Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,50,44,2025-02-22T03:21:22Z,2050000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,205.0,3.0,3.0,0.0,,,,
207,PT09M18.00S,2025-02-22T03:21:11.4Z,2,REGULAR,3pt,Jump Shot,[],1629675,66.96780551905388,42.15686274509804,1610612750,50,47,2025-02-22T03:24:10Z,2060000,False,-39.0,258.0,1,right,N. Reid 26' 3PT step back (12 PTS),[1629675],1610612750.0,MIN,step back,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,26.1,Made,12.0,,,,,,,,,,,,,,,,,
208,PT08M59.00S,2025-02-22T03:21:33.9Z,2,REGULAR,foul,personal,[],1630545,,,1610612745,50,47,2025-02-22T03:21:46Z,2070000,False,,,0,,T. Shannon Jr. personal FOUL (1 PF),"[1630545, 1630578]",1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,
210,PT08M44.00S,2025-02-22T03:22:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,5.732588699080158,52.94117647058824,1610612745,50,47,2025-02-22T03:22:12Z,2090000,False,-15.0,1.0,1,left,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,,
211,PT08M42.00S,2025-02-22T03:22:08.4Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,50,47,2025-02-22T03:22:12Z,2100000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,210.0,1.0,1.0,0.0,,,,
212,PT08M36.00S,2025-02-22T03:22:14.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642265,94.03745072273325,54.90196078431373,1610612750,50,47,2025-02-22T03:22:23Z,2110000,False,25.0,4.0,1,right,MISS R. Dillingham running Layup,[1642265],1610612750.0,MIN,running,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
213,PT08M34.00S,2025-02-22T03:22:16.1Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,50,47,2025-02-22T03:22:23Z,2120000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,212.0,3.0,3.0,0.0,,,,
214,PT08M24.00S,2025-02-22T03:22:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,17.0335085413929,56.86274509803921,1610612745,52,47,2025-02-22T03:22:31Z,2130000,False,-34.0,108.0,1,left,A. Thompson 11' driving floating Jump Shot (7 PTS),[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,11.29,Made,7.0,,,,,,,,,,,,,,,,,
215,PT08M05.00S,2025-02-22T03:22:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.38042049934296,54.41176470588235,1610612750,52,49,2025-02-22T03:22:50Z,2140000,False,22.0,10.0,1,right,N. Reid driving Layup (14 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.41,Made,14.0,,,,,,,,,,,,,,,,,
216,PT07M53.00S,2025-02-22T03:23:00.2Z,2,REGULAR,turnover,out-of-bounds,[],1631106,,,1610612745,52,49,2025-02-22T03:23:05Z,2150000,False,,,0,,T. Eason step out-of-bounds TURNOVER (1 TO),[1631106],1610612745.0,HOU,step,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,202007.0,,,,,,,,1.0,,,,,,,,
217,PT07M53.00S,2025-02-22T03:23:03.8Z,2,REGULAR,substitution,out,[],1631106,,,1610612750,52,49,2025-02-22T03:23:14Z,2160000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M53.00S,2025-02-22T03:23:03.8Z,2,REGULAR,substitution,in,[],1631095,,,1610612750,52,49,2025-02-22T03:23:14Z,2170000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M42.00S,2025-02-22T03:23:44.8Z,2,REGULAR,foul,personal,[],1628415,,,1610612750,52,49,2025-02-22T03:24:14Z,2180000,False,,,0,,D. Brooks personal FOUL (3 PF),"[1628415, 1629675]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,1627534.0,3.0,0.0,Reid,1629675.0,,,,,,,,,,,,
221,PT07M42.00S,2025-02-22T03:24:21.8Z,2,REGULAR,substitution,out,[],1628415,,,1610612750,52,49,2025-02-22T03:24:24Z,2200000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M42.00S,2025-02-22T03:24:21.8Z,2,REGULAR,substitution,in,[],1630224,,,1610612750,52,49,2025-02-22T03:24:24Z,2210000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M36.00S,2025-02-22T03:24:37.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630545,90.09526938239159,4.166666666666666,1610612750,52,49,2025-02-22T03:24:43Z,2220000,False,-229.0,41.0,1,right,MISS T. Shannon Jr. 3PT,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
224,PT07M35.00S,2025-02-22T03:24:38.8Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,52,49,2025-02-22T03:24:43Z,2230000,False,,,0,,A. Thompson REBOUND (Off:0 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,223.0,4.0,4.0,0.0,,,,
225,PT07M30.00S,2025-02-22T03:24:45.8Z,2,REGULAR,violation,kicked ball,[],1629638,,,1610612745,52,49,2025-02-22T03:24:50Z,2240000,False,,,0,,N. Alexander-Walker kicked ball VIOLATION,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,202007.0,,,,,,,,,,,,,,,,
236,PT07M21.00S,2025-02-22T03:24:56.9Z,2,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,52,49,2025-02-22T03:27:31Z,2245000,False,,,0,,A. Sengun lost ball out-of-bounds TURNOVER (2 TO),[1630578],1610612745.0,HOU,lost ball,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,1627534.0,,,,,,,,2.0,,,,,,,,
232,PT07M12.00S,2025-02-22T03:25:52.3Z,2,REGULAR,turnover,offensive goaltending,[],1630183,,,1610612750,52,49,2025-02-22T03:28:12Z,2310000,False,,,0,,J. McDaniels offensive goaltending TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,1626301.0,,,,,,,,1.0,,,,,,,,
233,PT06M58.00S,2025-02-22T03:26:11.0Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612745,52,49,2025-02-22T03:26:17Z,2320000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Sengun 2 FT),"[1629675, 1630578]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,1627534.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,,,,
235,PT06M58.00S,2025-02-22T03:26:20.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,52,49,2025-02-22T03:26:20Z,2340000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M58.00S,2025-02-22T03:29:02.7Z,2,REGULAR,substitution,out,[],1628988,,,1610612745,52,49,2025-02-22T03:29:38Z,2350000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M58.00S,2025-02-22T03:29:02.7Z,2,REGULAR,substitution,out,[],1630545,,,1610612745,52,49,2025-02-22T03:29:38Z,2360000,False,,,0,,SUB out: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M58.00S,2025-02-22T03:29:02.7Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,52,49,2025-02-22T03:29:38Z,2370000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M58.00S,2025-02-22T03:29:02.7Z,2,REGULAR,substitution,in,[],1630162,,,1610612745,52,49,2025-02-22T03:29:38Z,2380000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M58.00S,2025-02-22T03:29:50.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,52,49,2025-02-22T03:29:50Z,2390000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
242,PT06M58.00S,2025-02-22T03:29:50.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,52,49,2025-02-22T03:29:50Z,2400000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,
243,PT06M58.00S,2025-02-22T03:30:04.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,53,49,2025-02-22T03:30:04Z,2410000,False,,,0,,A. Sengun Free Throw 2 of 2 (9 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
244,PT06M47.00S,2025-02-22T03:30:19.1Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612750,53,49,2025-02-22T03:30:24Z,2420000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (McDaniels 2 FT),"[1631095, 1630183]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,1627534.0,2.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,
246,PT06M47.00S,2025-02-22T03:30:38.2Z,2,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,53,50,2025-02-22T03:30:55Z,2440000,False,,,0,,J. McDaniels Free Throw 1 of 2 (12 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
