actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
277,PT07M13.00S,2024-11-24T01:54:49.1Z,2,REGULAR,3pt,Jump Shot,[],1629014,29.77989487516426,24.509803921568626,1610612757,29,36,2024-11-24T01:54:56Z,2690000,False,127.0,227.0,1,left,MISS A. Simons 26' step back 3PT,[1629014],1610612757.0,POR,step back,,,,,,Above the Break 3,24+ Right Center,,,,Simons,A. Simons,,,26.07,Missed,,,,,,,,,,,,,
278,PT07M11.00S,2024-11-24T01:54:51.1Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612745,29,36,2024-11-24T01:54:56Z,2700000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Brooks,D. Brooks,,,,,277.0,1.0,1.0,0.0,,,,,,,,,
279,PT07M03.00S,2024-11-24T01:54:59.8Z,2,REGULAR,3pt,Jump Shot,[],1642263,92.32917214191852,2.941176470588235,1610612745,29,36,2024-11-24T01:55:08Z,2710000,False,-235.0,20.0,1,right,MISS R. Sheppard 3PT,[1642263],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,,Sheppard,R. Sheppard,,,23.61,Missed,,,,,,,,,,,,,
280,PT07M00.00S,2024-11-24T01:55:02.8Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,29,36,2024-11-24T01:55:08Z,2720000,False,,,0,,D. Banton REBOUND (Off:0 Def:4),[1630625],1610612757.0,POR,,,,,,,Left Corner 3,24+ Left,,,,Banton,D. Banton,,,,,279.0,4.0,4.0,0.0,,,,,,,,,
281,PT06M55.00S,2024-11-24T01:55:12.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630625,5.206964520367937,60.29411764705882,1610612757,29,36,2024-11-24T02:25:03Z,2730000,False,-51.0,-4.0,1,left,MISS D. Banton running Layup - blocked,"[1630625, 1631095]",1610612757.0,POR,running,,,,,,In The Paint (Non-RA),0-8 Center,,,,Banton,D. Banton,,,5.16,Missed,,,,,,,Smith Jr.,1631095.0,,,,,
282,PT06M55.00S,2024-11-24T01:55:12.1Z,2,REGULAR,block,,[],1631095,,,1610612757,29,36,2024-11-24T01:55:14Z,2740000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,
283,PT06M55.00S,2024-11-24T01:55:12.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,29,36,2024-11-24T01:55:20Z,2750000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,281.0,,,,,,,,,,,,
285,PT06M55.00S,2024-11-24T01:55:17.3Z,2,REGULAR,substitution,out,[],1629111,,,1610612757,29,36,2024-11-24T01:55:28Z,2770000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,
286,PT06M55.00S,2024-11-24T01:55:17.3Z,2,REGULAR,substitution,in,[],1630578,,,1610612757,29,36,2024-11-24T01:55:28Z,2780000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,
287,PT06M55.00S,2024-11-24T01:55:39.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,29,36,2024-11-24T01:55:39Z,2790000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT06M55.00S,2024-11-24T01:58:03.9Z,2,REGULAR,substitution,out,[],1631101,,,1610612757,29,36,2024-11-24T01:58:14Z,2810000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,,,,,,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,
290,PT06M55.00S,2024-11-24T01:58:03.9Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,29,36,2024-11-24T01:58:14Z,2820000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,,,,,,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,
291,PT06M55.00S,2024-11-24T01:58:24.6Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612757,29,36,2024-11-24T01:59:25Z,2830000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Banton 2 FT),"[1631095, 1630625]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,1628951.0,1.0,0.0,Smith Jr.,J. Smith Jr.,Banton,1630625.0,,,,,,,,,,,,,,,
293,PT06M55.00S,2024-11-24T01:59:22.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630625,,,1610612757,29,36,2024-11-24T02:15:25Z,2885000,False,,,0,,MISS D. Banton Free Throw 1 of 2,[1630625],1610612757.0,POR,,,,,,,,,,,,Banton,D. Banton,,,,Missed,,,,,,,,,,,,,
294,PT06M55.00S,2024-11-24T01:59:22.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,29,36,2024-11-24T02:15:25Z,2887500,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,
295,PT06M55.00S,2024-11-24T01:59:22.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630625,,,1610612757,29,37,2024-11-24T02:15:25Z,2888750,False,,,0,,D. Banton Free Throw 2 of 2 (1 PTS),[1630625],1610612757.0,POR,,,,,,,,,,,,Banton,D. Banton,,,,Made,,,,,1.0,,,,,,,,
297,PT06M38.00S,2024-11-24T01:59:28.3Z,2,REGULAR,2pt,Jump Shot,[],1642263,85.62746386333771,73.0392156862745,1610612745,31,37,2024-11-24T01:59:38Z,2890000,False,115.0,83.0,1,right,R. Sheppard 14' pullup Jump Shot (8 PTS),[1642263],1610612745.0,HOU,pullup,,,,,,Mid-Range,8-16 Right,,,,Sheppard,R. Sheppard,,,14.18,Made,,,,,8.0,,,,,,,,
298,PT06M15.00S,2024-11-24T01:59:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,6.389618922470433,51.225490196078425,1610612757,31,37,2024-11-24T02:26:27Z,2900000,False,-6.0,8.0,1,left,MISS D. Banton driving reverse Layup,[1630625],1610612757.0,POR,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Banton,D. Banton,,,0.97,Missed,,,,,,,,,,,,,
299,PT06M13.00S,2024-11-24T01:59:53.7Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,31,37,2024-11-24T01:59:53Z,2910000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Sengun,A. Sengun,,,,,298.0,2.0,1.0,1.0,,,,,,,,,
300,PT06M03.00S,2024-11-24T02:00:03.1Z,2,REGULAR,3pt,Jump Shot,[],1630224,66.5735873850197,62.99019607843137,1610612745,31,37,2024-11-24T02:00:19Z,2920000,False,65.0,262.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Green,J. Green,,,26.97,Missed,,,,,,,,,,,,,
301,PT06M00.00S,2024-11-24T02:00:06.1Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,31,37,2024-11-24T02:00:19Z,2930000,False,,,0,,D. Banton REBOUND (Off:0 Def:5),[1630625],1610612757.0,POR,,,,,,,Above the Break 3,24+ Center,,,,Banton,D. Banton,,,,,300.0,5.0,5.0,0.0,,,,,,,,,
302,PT05M54.00S,2024-11-24T02:00:11.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203924,19.530223390275953,3.9215686274509802,1610612757,31,40,2024-11-24T02:00:28Z,2940000,False,230.0,131.0,1,left,J. Grant 26' 3PT running pullup (16 PTS),[203924],1610612757.0,POR,running pullup,,,,,,Above the Break 3,24+ Right Center,,,,Grant,J. Grant,,,26.51,Made,,,,,16.0,,,,,,,,
305,PT05M36.00S,2024-11-24T02:00:29.6Z,2,REGULAR,3pt,Jump Shot,[],1631095,77.34888304862024,6.862745098039216,1610612745,34,40,2024-11-24T02:00:34Z,2950000,False,-216.0,160.0,1,right,J. Smith Jr. 26' 3PT  (4 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Smith Jr.,J. Smith Jr.,,,26.88,Made,,,,,4.0,,,,A. Sengun,1630578.0,1.0,,
307,PT05M19.00S,2024-11-24T02:00:46.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,14.931011826544022,50.73529411764706,1610612757,34,40,2024-11-24T02:00:54Z,2970000,False,-4.0,88.0,1,left,MISS J. Grant 8' driving floating Shot,[203924],1610612757.0,POR,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Grant,J. Grant,,,8.8,Missed,,,,,,,,,,,,,
308,PT05M16.00S,2024-11-24T02:00:49.3Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,34,40,2024-11-24T02:00:54Z,2980000,False,,,0,,D. Clingan REBOUND (Off:4 Def:5),[1642270],1610612757.0,POR,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Clingan,D. Clingan,,,,,307.0,9.0,5.0,4.0,,,,,,,,,
309,PT05M16.00S,2024-11-24T02:00:50.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,5.590000152587891,50.0,1610612757,34,40,2024-11-24T02:00:50Z,2990000,False,0.0,0.0,1,left,MISS D. Clingan tip Layup,[1642270],1610612757.0,POR,tip,,,,,,Mid-Range,8-16 Left,,,,Clingan,D. Clingan,,,0.0,Missed,,,,,,,,,,,,,
310,PT05M16.00S,2024-11-24T02:00:50.6Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,34,40,2024-11-24T02:00:50Z,3000000,False,,,0,,D. Clingan REBOUND (Off:5 Def:5),[1642270],1610612757.0,POR,,,,,,,Mid-Range,8-16 Left,,,,Clingan,D. Clingan,,,,,309.0,10.0,5.0,5.0,,,,,,,,,
311,PT05M16.00S,2024-11-24T02:00:52.7Z,2,REGULAR,foul,personal,['2freethrow'],1642263,,,1610612757,34,40,2024-11-24T02:01:09Z,3010000,False,,,0,,R. Sheppard shooting personal FOUL (2 PF) (Grant 2 FT),"[1642263, 203924]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,1628951.0,2.0,0.0,Sheppard,R. Sheppard,Grant,203924.0,,,,,,,,,,,,,,,
313,PT05M16.00S,2024-11-24T02:01:16.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203924,,,1610612757,34,41,2024-11-24T02:01:16Z,3030000,False,,,0,,J. Grant Free Throw 1 of 2 (17 PTS),[203924],1610612757.0,POR,,,,,,,,,,,,Grant,J. Grant,,,,Made,,,,,17.0,,,,,,,,
314,PT05M16.00S,2024-11-24T02:01:18.0Z,2,REGULAR,substitution,out,[],1630224,,,1610612757,34,41,2024-11-24T02:01:27Z,3040000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
315,PT05M16.00S,2024-11-24T02:01:18.0Z,2,REGULAR,substitution,out,[],1642263,,,1610612757,34,41,2024-11-24T02:01:27Z,3050000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,,,,,,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,
316,PT05M16.00S,2024-11-24T02:01:18.0Z,2,REGULAR,substitution,out,[],1630625,,,1610612757,34,41,2024-11-24T02:01:27Z,3060000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,
317,PT05M16.00S,2024-11-24T02:01:18.0Z,2,REGULAR,substitution,in,[],1641708,,,1610612757,34,41,2024-11-24T02:01:27Z,3070000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,
318,PT05M16.00S,2024-11-24T02:01:18.0Z,2,REGULAR,substitution,in,[],1631106,,,1610612757,34,41,2024-11-24T02:01:27Z,3080000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,
319,PT05M16.00S,2024-11-24T02:01:18.0Z,2,REGULAR,substitution,in,[],1630166,,,1610612757,34,41,2024-11-24T02:01:27Z,3090000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,
320,PT05M16.00S,2024-11-24T02:01:36.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203924,,,1610612757,34,42,2024-11-24T02:01:36Z,3100000,False,,,0,,J. Grant Free Throw 2 of 2 (18 PTS),[203924],1610612757.0,POR,,,,,,,,,,,,Grant,J. Grant,,,,Made,,,,,18.0,,,,,,,,
321,PT05M04.00S,2024-11-24T02:01:51.9Z,2,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612745,34,42,2024-11-24T02:02:03Z,3110000,False,,,0,,T. Camara shooting personal FOUL (2 PF) (Sengun 2 FT),"[1641739, 1630578]",1610612757.0,POR,shooting,,,,,,Restricted Area,0-8 Center,1628951.0,2.0,0.0,Camara,T. Camara,Sengun,1630578.0,,,,,,,,,,,,,,,
323,PT05M04.00S,2024-11-24T02:02:28.2Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,34,42,2024-11-24T02:02:28Z,3130000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,Missed,,,,,,,,,,,,,
324,PT05M04.00S,2024-11-24T02:02:28.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,34,42,2024-11-24T02:02:28Z,3140000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,323.0,,,,,,,,,,,,
325,PT05M04.00S,2024-11-24T02:02:44.1Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,35,42,2024-11-24T02:02:44Z,3150000,False,,,0,,A. Sengun Free Throw 2 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,Made,,,,,5.0,,,,,,,,
326,PT04M45.00S,2024-11-24T02:03:06.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,28.86005256241787,82.84313725490196,1610612757,35,42,2024-11-24T02:03:15Z,3160000,False,-164.0,219.0,1,left,MISS A. Simons 27' step back 3PT,[1629014],1610612757.0,POR,step back,,,,,,Above the Break 3,24+ Left Center,,,,Simons,A. Simons,,,27.36,Missed,,,,,,,,,,,,,
327,PT04M41.00S,2024-11-24T02:03:10.0Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612745,35,42,2024-11-24T02:03:15Z,3170000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Brooks,D. Brooks,,,,,326.0,2.0,2.0,0.0,,,,,,,,,
328,PT04M32.00S,2024-11-24T02:03:18.4Z,2,REGULAR,3pt,Jump Shot,[],1631106,76.5604467805519,88.23529411764706,1610612745,35,42,2024-11-24T02:03:24Z,3180000,False,191.0,168.0,1,right,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Eason,T. Eason,,,25.44,Missed,,,,,,,,,,,,,
329,PT04M27.00S,2024-11-24T02:03:23.4Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,35,42,2024-11-24T02:03:24Z,3190000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612757.0,POR,,,,,,,Above the Break 3,24+ Right Center,,,,Avdija,D. Avdija,,,,,328.0,3.0,3.0,0.0,,,,,,,,,
330,PT04M25.00S,2024-11-24T02:03:29.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612757,35,42,2024-11-24T02:03:52Z,3200000,False,,,0,,D. Brooks shooting personal FOUL (2 PF) (Grant 2 FT),"[1628415, 203924]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,1628951.0,2.0,0.0,Brooks,D. Brooks,Grant,203924.0,,,,,,,,,,,,,,,
332,PT04M25.00S,2024-11-24T02:03:54.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203924,,,1610612757,35,43,2024-11-24T02:28:55Z,3220000,False,,,0,,J. Grant Free Throw 1 of 2 (19 PTS),[203924],1610612757.0,POR,,,,,,,,,,,,Grant,J. Grant,,,,Made,,,,,19.0,,,,,,,,
333,PT04M25.00S,2024-11-24T02:03:54.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203924,,,1610612757,35,44,2024-11-24T02:28:55Z,3230000,False,,,0,,J. Grant Free Throw 2 of 2 (20 PTS),[203924],1610612757.0,POR,,,,,,,,,,,,Grant,J. Grant,,,,Made,,,,,20.0,,,,,,,,
334,PT04M15.00S,2024-11-24T02:04:19.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,90.3580814717477,38.48039215686275,1610612745,37,44,2024-11-24T02:04:32Z,3240000,False,-58.0,38.0,1,right,A. Thompson 6' driving floating Jump Shot (7 PTS),[1641708],1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Thompson,A. Thompson,,,6.91,Made,,,,,7.0,,,,,,,,
335,PT04M01.00S,2024-11-24T02:04:33.2Z,2,REGULAR,turnover,lost ball,[],1641739,,,1610612757,37,44,2024-11-24T02:04:37Z,3250000,False,,,0,,T. Camara lost ball TURNOVER (2 TO),"[1641739, 1631106]",1610612757.0,POR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Camara,T. Camara,,,,,,,,,,2.0,,,,,,Eason,1631106.0
336,PT04M01.00S,2024-11-24T02:04:33.2Z,2,REGULAR,steal,,[],1631106,,,1610612745,37,44,2024-11-24T02:04:34Z,3260000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,
337,PT03M56.00S,2024-11-24T02:04:38.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,89.83245729303549,49.754901960784316,1610612745,37,44,2024-11-24T02:04:47Z,3270000,False,-1.0,43.0,1,right,MISS T. Eason running Layup - blocked,"[1631106, 1630166]",1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,,,,Eason,T. Eason,,,4.31,Missed,,,,,,,Avdija,1630166.0,,,,,
338,PT03M56.00S,2024-11-24T02:04:38.3Z,2,REGULAR,block,,[],1630166,,,1610612745,37,44,2024-11-24T02:04:40Z,3280000,False,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612757.0,POR,,,,,,,Restricted Area,0-8 Center,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,
339,PT03M56.00S,2024-11-24T02:04:38.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,37,44,2024-11-24T02:04:47Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,337.0,,,,,,,,,,,,
341,PT03M56.00S,2024-11-24T02:04:48.0Z,2,REGULAR,substitution,out,[],1641739,,,1610612745,37,44,2024-11-24T02:04:59Z,3310000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,,,,,,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,
342,PT03M56.00S,2024-11-24T02:04:48.0Z,2,REGULAR,substitution,in,[],1631101,,,1610612745,37,44,2024-11-24T02:04:59Z,3320000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,,,,,,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,
343,PT03M52.00S,2024-11-24T02:05:06.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628415,86.15308804204993,38.72549019607843,1610612745,37,44,2024-11-24T02:30:51Z,3330000,False,-56.0,78.0,1,right,MISS D. Brooks 9' fadeaway Shot,[1628415],1610612745.0,HOU,fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,,,,Brooks,D. Brooks,,,9.6,Missed,,,,,,,,,,,,,
344,PT03M49.00S,2024-11-24T02:05:09.8Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,37,44,2024-11-24T02:05:16Z,3340000,False,,,0,,A. Thompson REBOUND (Off:4 Def:0),[1641708],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Thompson,A. Thompson,,,,,343.0,4.0,0.0,4.0,,,,,,,,,
345,PT03M49.00S,2024-11-24T02:05:11.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641708,94.40999984741211,50.0,1610612745,37,44,2024-11-24T02:05:11Z,3350000,False,0.0,0.0,1,right,MISS A. Thompson tip Layup,[1641708],1610612745.0,HOU,tip,,,,,,Mid-Range,8-16 Left,,,,Thompson,A. Thompson,,,0.0,Missed,,,,,,,,,,,,,
346,PT03M49.00S,2024-11-24T02:05:12.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,37,44,2024-11-24T02:05:12Z,3360000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,345.0,,,,,,,,,,,,
350,PT03M29.00S,2024-11-24T02:06:02.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631095,,,1610612757,37,44,2024-11-24T02:06:09Z,3390000,False,,,0,,J. Smith Jr. personal FOUL (2 PF) (Avdija 2 FT),"[1631095, 1630166]",1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,1627519.0,2.0,0.0,Smith Jr.,J. Smith Jr.,Avdija,1630166.0,,,,,,,,,,,,,,,
352,PT03M29.00S,2024-11-24T02:06:38.3Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,37,44,2024-11-24T02:06:38Z,3410000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,,,,,,,,,Avdija,D. Avdija,,,,Missed,,,,,,,,,,,,,
353,PT03M29.00S,2024-11-24T02:06:38.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,37,44,2024-11-24T02:06:38Z,3420000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,
354,PT03M29.00S,2024-11-24T02:06:53.4Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,37,44,2024-11-24T02:06:53Z,3430000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612757.0,POR,,,,,,,,,,,,Avdija,D. Avdija,,,,Missed,,,,,,,,,,,,,
355,PT03M27.00S,2024-11-24T02:06:54.3Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,37,44,2024-11-24T02:06:54Z,3440000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,,,,,,,,,Eason,T. Eason,,,,,354.0,2.0,1.0,1.0,,,,,,,,,
356,PT03M18.00S,2024-11-24T02:07:03.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,93.11760840998686,48.03921568627451,1610612745,39,44,2024-11-24T02:07:12Z,3450000,False,-10.0,12.0,1,right,A. Thompson cutting DUNK (9 PTS) (A. Sengun 2 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,,,,Thompson,A. Thompson,,,1.56,Made,,,,,9.0,,,,A. Sengun,1630578.0,2.0,,
358,PT03M06.00S,2024-11-24T02:07:14.9Z,2,REGULAR,3pt,Jump Shot,[],1631101,12.040078843626807,96.32352941176471,1610612757,39,44,2024-11-24T02:07:21Z,3470000,False,-232.0,61.0,1,left,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,,,,Left Corner 3,24+ Left,,,,Sharpe,S. Sharpe,,,23.94,Missed,,,,,,,,,,,,,
359,PT03M04.00S,2024-11-24T02:07:16.9Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,39,44,2024-11-24T02:07:21Z,3480000,False,,,0,,A. Thompson REBOUND (Off:4 Def:1),[1641708],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,,Thompson,A. Thompson,,,,,358.0,5.0,1.0,4.0,,,,,,,,,
360,PT02M58.00S,2024-11-24T02:07:23.4Z,2,REGULAR,turnover,bad pass,[],1641708,,,1610612745,39,44,2024-11-24T02:07:27Z,3490000,False,,,0,,A. Thompson bad pass TURNOVER (2 TO),"[1641708, 1631101]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Thompson,A. Thompson,,,,,,,,,,2.0,,,,,,Sharpe,1631101.0
361,PT02M58.00S,2024-11-24T02:07:23.4Z,2,REGULAR,steal,,[],1631101,,,1610612757,39,44,2024-11-24T02:07:24Z,3500000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,
362,PT02M56.00S,2024-11-24T02:07:26.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612757,39,44,2024-11-24T02:07:42Z,3510000,False,,,0,,D. Brooks personal FOUL (3 PF) (Sharpe 2 FT),"[1628415, 1631101]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Left,2004.0,3.0,0.0,Brooks,D. Brooks,Sharpe,1631101.0,,,,,,,,,,,,,,,
364,PT02M56.00S,2024-11-24T02:07:56.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631101,,,1610612757,39,45,2024-11-24T02:34:04Z,3530000,False,,,0,,S. Sharpe Free Throw 1 of 2 (8 PTS),[1631101],1610612757.0,POR,,,,,,,,,,,,Sharpe,S. Sharpe,,,,Made,,,,,8.0,,,,,,,,
365,PT02M56.00S,2024-11-24T02:07:56.8Z,2,REGULAR,substitution,out,[],1628415,,,1610612757,39,45,2024-11-24T02:08:05Z,3540000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,
366,PT02M56.00S,2024-11-24T02:07:56.8Z,2,REGULAR,substitution,out,[],1630166,,,1610612757,39,45,2024-11-24T02:08:05Z,3550000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,
