actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
18,PT11M17.00S,2024-12-30T00:12:32.9Z,1,REGULAR,freethrow,1 of 1,[],1631095,,,1610612745,4,0,2024-12-30T00:23:01Z,180000,False,,,0,,J. Smith Jr. Free Throw 1 of 1 (4 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
19,PT11M04.00S,2024-12-30T00:12:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612748,4,0,2024-12-30T00:13:02Z,190000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Love 2 FT),"[1627832, 201567]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628482.0,1.0,0.0,Love,201567.0,,,,,
21,PT11M04.00S,2024-12-30T00:13:15.1Z,1,REGULAR,freethrow,1 of 2,[],201567,,,1610612748,4,1,2024-12-30T00:13:15Z,210000,False,,,0,,K. Love Free Throw 1 of 2 (1 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
22,PT11M04.00S,2024-12-30T00:13:29.9Z,1,REGULAR,freethrow,2 of 2,[],201567,,,1610612748,4,2,2024-12-30T00:13:29Z,220000,False,,,0,,K. Love Free Throw 2 of 2 (2 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
23,PT10M54.00S,2024-12-30T00:13:41.9Z,1,REGULAR,3pt,Jump Shot,[],1627832,73.53810775295663,14.215686274509803,1610612745,7,2,2024-12-30T00:13:47Z,230000,False,-179.0,196.0,1,right,F. VanVleet 26' 3PT  (3 PTS) (J. Green 1 AST),"[1627832, 1630224]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,26.55,Made,,3.0,J. Green,1630224.0,1.0,,,,,,,,,,
25,PT10M31.00S,2024-12-30T00:14:04.3Z,1,REGULAR,3pt,Jump Shot,[],1629312,7.5722733245729295,95.83333333333334,1610612748,7,2,2024-12-30T00:14:10Z,250000,False,-229.0,19.0,1,left,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,,,,23.0,Missed,,,,,,,,,,,,,,,
26,PT10M30.00S,2024-12-30T00:14:05.3Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,7,2,2024-12-30T00:14:10Z,260000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,,,,25.0,,,,,,,,,,1.0,1.0,0.0,,
27,PT10M17.00S,2024-12-30T00:14:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.38042049934296,55.14705882352941,1610612745,9,2,2024-12-30T00:14:24Z,270000,False,26.0,10.0,1,right,A. Sengun driving Layup (2 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,2.75,Made,,2.0,,,,,,,,,,,,,
28,PT09M59.00S,2024-12-30T00:14:36.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.777266754270697,49.01960784313725,1610612748,9,2,2024-12-30T00:14:59Z,280000,False,5.0,58.0,1,left,MISS B. Adebayo pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,5.84,Missed,,,,,,,,,,,,,,,
29,PT09M56.00S,2024-12-30T00:14:39.7Z,1,REGULAR,rebound,offensive,[],201567,,,1610612748,9,2,2024-12-30T00:14:42Z,290000,False,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,28.0,,,,,,,,,,1.0,0.0,1.0,,
30,PT09M56.00S,2024-12-30T00:14:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,5.590000152587891,50.0,1610612748,9,2,2024-12-30T00:14:40Z,300000,False,0.0,0.0,1,left,MISS K. Love tip Layup,[201567],1610612748.0,MIA,tip,,,Love,K. Love,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
31,PT09M54.00S,2024-12-30T00:14:41.8Z,1,REGULAR,rebound,offensive,[],201567,,,1610612748,9,2,2024-12-30T00:14:41Z,310000,False,,,0,,K. Love REBOUND (Off:2 Def:0),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,8-16 Left,,,,,,30.0,,,,,,,,,,2.0,0.0,2.0,,
34,PT09M53.00S,2024-12-30T00:14:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,6.389618922470433,47.794117647058826,1610612748,9,4,2024-12-30T00:14:52Z,340000,False,11.0,8.0,1,left,K. Love putback Layup (4 PTS),[201567],1610612748.0,MIA,putback,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,1.34,Made,,4.0,,,,,,,,,,,,,
36,PT09M45.00S,2024-12-30T00:14:55.4Z,1,REGULAR,foul,personal,['3freethrow'],1626179,,,1610612745,9,4,2024-12-30T00:15:18Z,360000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Green 3 FT),"[1626179, 1630224]",1610612748.0,MIA,shooting,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1830.0,1.0,0.0,Green,1630224.0,,,,,
38,PT09M45.00S,2024-12-30T00:15:27.4Z,1,REGULAR,freethrow,1 of 3,[],1630224,,,1610612745,10,4,2024-12-30T00:15:27Z,380000,False,,,0,,J. Green Free Throw 1 of 3 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
39,PT09M45.00S,2024-12-30T00:15:43.0Z,1,REGULAR,freethrow,2 of 3,[],1630224,,,1610612745,11,4,2024-12-30T00:15:43Z,390000,False,,,0,,J. Green Free Throw 2 of 3 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
40,PT09M45.00S,2024-12-30T00:16:03.4Z,1,REGULAR,freethrow,3 of 3,[],1630224,,,1610612745,12,4,2024-12-30T00:16:03Z,400000,False,,,0,,J. Green Free Throw 3 of 3 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
41,PT09M29.00S,2024-12-30T00:16:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.770696452036795,56.86274509803921,1610612748,12,6,2024-12-30T03:59:55Z,410000,False,-34.0,105.0,1,left,B. Adebayo 11' pullup Jump Shot (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,11.06,Made,,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,
43,PT09M14.00S,2024-12-30T00:16:35.8Z,1,REGULAR,turnover,bad pass,[],1628415,,,1610612745,12,6,2024-12-30T00:16:39Z,430000,False,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 1628389]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,1.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,
44,PT09M14.00S,2024-12-30T00:16:35.8Z,1,REGULAR,steal,,[],1628389,,,1610612748,12,6,2024-12-30T00:17:53Z,440000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
45,PT09M08.00S,2024-12-30T00:16:42.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629639,22.158344283837057,9.803921568627452,1610612748,12,9,2024-12-30T00:18:42Z,450000,False,201.0,156.0,1,left,T. Herro 25' 3PT step back (3 PTS) (K. Love 1 AST),"[1629639, 201567]",1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,25.43,Made,,3.0,K. Love,201567.0,1.0,,,,,,,,,,
47,PT08M53.00S,2024-12-30T00:16:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.5407358738502,39.21568627450981,1610612745,12,9,2024-12-30T01:03:24Z,470000,False,-54.0,27.0,1,right,MISS J. Green 6' driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,6.03,Missed,,,,,,,,,,,,,,,
49,PT08M50.00S,2024-12-30T00:16:59.8Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,12,9,2024-12-30T00:17:04Z,490000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,47.0,,,,,,,,,,1.0,0.0,1.0,,
50,PT08M49.00S,2024-12-30T00:17:01.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,72.22404730617609,79.16666666666666,1610612745,12,9,2024-12-30T00:17:16Z,500000,False,146.0,209.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,25.45,Missed,,,,,,,,,,,,,,,
51,PT08M46.00S,2024-12-30T00:17:04.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,12,9,2024-12-30T00:17:06Z,510000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,50.0,,,,,,,,,,1.0,1.0,0.0,,
52,PT08M36.00S,2024-12-30T00:17:14.0Z,1,REGULAR,3pt,Jump Shot,[],1626179,20.581471747700395,4.411764705882353,1610612748,12,9,2024-12-30T00:17:19Z,520000,False,228.0,141.0,1,left,MISS T. Rozier 26' step back 3PT,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,26.8,Missed,,,,,,,,,,,,,,,
53,PT08M33.00S,2024-12-30T00:17:17.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,12,9,2024-12-30T00:17:19Z,530000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,52.0,,,,,,,,,,1.0,1.0,0.0,,
54,PT08M31.00S,2024-12-30T00:17:20.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,74.58935611038108,10.294117647058822,1610612745,12,9,2024-12-30T00:17:27Z,540000,False,-199.0,186.0,1,right,MISS J. Smith Jr. 27' running 3PT,[1631095],1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,27.23,Missed,,,,,,,,,,,,,,,
55,PT08M27.00S,2024-12-30T00:17:24.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,12,9,2024-12-30T00:17:27Z,550000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,54.0,,,,,,,,,,2.0,2.0,0.0,,
56,PT08M13.00S,2024-12-30T00:17:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.14257555847569,63.48039215686274,1610612748,12,11,2024-12-30T00:18:19Z,560000,False,-67.0,80.0,1,left,B. Adebayo 10' pullup Jump Shot (4 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,,10.49,Made,,4.0,T. Herro,1629639.0,2.0,,,,,,,,,,
58,PT07M55.00S,2024-12-30T00:17:54.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,69.46452036793693,78.43137254901961,1610612745,12,11,2024-12-30T00:18:00Z,580000,False,142.0,235.0,1,right,MISS J. Green 27' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,27.42,Missed,,,,,,,,,,,,,,,
59,PT07M53.00S,2024-12-30T00:17:56.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,12,11,2024-12-30T00:18:00Z,590000,False,,,0,,K. Love REBOUND (Off:2 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,,,58.0,,,,,,,,,,3.0,1.0,2.0,,
60,PT07M47.00S,2024-12-30T00:18:03.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,7.178055190538765,56.372549019607845,1610612748,12,13,2024-12-30T00:22:13Z,600000,False,-32.0,15.0,1,left,T. Rozier running finger roll Layup (2 PTS),[1626179],1610612748.0,MIA,running finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,3.53,Made,,2.0,,,,,,,,,,,,,
61,PT07M30.00S,2024-12-30T00:18:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,82.86793692509855,65.44117647058823,1610612745,12,13,2024-12-30T00:18:25Z,610000,False,77.0,109.0,1,right,MISS J. Smith Jr. 13' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,13.32,Missed,,,,,,,,,,,,,,,
62,PT07M27.00S,2024-12-30T00:18:23.1Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,12,13,2024-12-30T00:18:25Z,620000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Right,,,,,,61.0,,,,,,,,,,1.0,1.0,0.0,,
63,PT07M21.00S,2024-12-30T00:18:29.3Z,1,REGULAR,3pt,Jump Shot,[],1628389,35.56176084099869,52.69607843137255,1610612748,12,13,2024-12-30T00:18:35Z,630000,False,-13.0,282.0,1,left,MISS B. Adebayo 28' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,28.21,Missed,,,,,,,,,,,,,,,
64,PT07M20.00S,2024-12-30T00:18:30.3Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,12,13,2024-12-30T00:18:35Z,640000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,63.0,,,,,,,,,,1.0,1.0,0.0,,
65,PT07M17.00S,2024-12-30T00:18:34.9Z,1,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612745,12,13,2024-12-30T00:18:41Z,650000,False,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (1 TO),[1627832],1610612745.0,HOU,bad pass,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,1628482.0,,,,,,,,,
66,PT07M08.00S,2024-12-30T00:18:57.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629312,7.5722733245729295,1.9607843137254901,1610612748,12,16,2024-12-30T00:19:02Z,660000,False,240.0,19.0,1,left,H. Highsmith 24' 3PT  (3 PTS) (T. Herro 3 AST),"[1629312, 1629639]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,,24.09,Made,,3.0,T. Herro,1629639.0,3.0,,,,,,,,,,
68,PT06M40.00S,2024-12-30T00:19:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,82.34231274638634,43.38235294117647,1610612745,12,16,2024-12-30T00:19:32Z,680000,False,-33.0,113.0,1,right,MISS J. Smith Jr. 11' turnaround fadeaway Shot,[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,11.82,Missed,,,,,,,,,,,,,,,
69,PT06M39.00S,2024-12-30T00:19:25.0Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,12,16,2024-12-30T00:19:32Z,690000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,68.0,,,,,,,,,,1.0,1.0,0.0,,
70,PT06M29.00S,2024-12-30T00:19:35.3Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,12,16,2024-12-30T00:19:39Z,700000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1627832]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,1.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,
71,PT06M29.00S,2024-12-30T00:19:35.3Z,1,REGULAR,steal,,[],1627832,,,1610612745,12,16,2024-12-30T00:19:36Z,710000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
72,PT06M23.00S,2024-12-30T00:19:41.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630224,91.80354796320631,38.970588235294116,1610612745,12,16,2024-12-30T00:25:46Z,720000,False,-55.0,25.0,1,right,MISS J. Green 6' running reverse Layup,[1630224],1610612745.0,HOU,running reverse,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,6.03,Missed,,,,,,,,,,,,,,,
73,PT06M18.00S,2024-12-30T00:19:46.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,12,16,2024-12-30T00:19:52Z,730000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,72.0,,,,,,,,,,2.0,1.0,1.0,,
74,PT06M18.00S,2024-12-30T00:19:46.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630578,94.40999984741211,50.0,1610612745,14,16,2024-12-30T03:22:07Z,740000,False,0.0,0.0,1,right,A. Sengun tip Layup (4 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,4.0,,,,,,,,,,,,,
75,PT06M13.00S,2024-12-30T00:19:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,12.171484888304862,44.36274509803921,1610612748,14,16,2024-12-30T00:27:07Z,750000,False,28.0,62.0,1,left,MISS T. Rozier 6' driving Layup - blocked,"[1626179, 1627832]",1610612748.0,MIA,driving,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,6.8,Missed,,,,,,,,,,,,,,VanVleet,1627832.0
76,PT06M13.00S,2024-12-30T00:19:51.2Z,1,REGULAR,block,,[],1627832,,,1610612748,14,16,2024-12-30T00:19:53Z,760000,False,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT06M10.00S,2024-12-30T00:19:54.2Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,14,16,2024-12-30T00:20:14Z,770000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,75.0,,,,,,,,,,1.0,1.0,0.0,,
78,PT06M01.00S,2024-12-30T00:20:03.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630578,93.51182654402102,51.9607843137255,1610612745,16,16,2024-12-30T00:20:26Z,780000,False,10.0,8.0,1,right,A. Sengun running Layup (6 PTS) (F. VanVleet 2 AST),"[1630578, 1627832]",1610612745.0,HOU,running,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,1.3,Made,,6.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,
81,PT05M42.00S,2024-12-30T00:20:28.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,16,16,2024-12-30T00:20:28Z,810000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M42.00S,2024-12-30T00:21:30.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612748,16,16,2024-12-30T00:23:23Z,820000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M42.00S,2024-12-30T00:21:30.6Z,1,REGULAR,substitution,out,[],1631095,,,1610612748,16,16,2024-12-30T00:23:23Z,830000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M42.00S,2024-12-30T00:21:30.6Z,1,REGULAR,substitution,in,[],1641708,,,1610612748,16,16,2024-12-30T00:23:23Z,840000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2024-12-30T00:21:30.6Z,1,REGULAR,substitution,in,[],203500,,,1610612748,16,16,2024-12-30T00:23:23Z,850000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M33.00S,2024-12-30T00:23:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,7.440867279894875,41.911764705882355,1610612748,16,16,2024-12-30T00:23:54Z,860000,False,40.0,17.0,1,left,MISS K. Love driving Layup,[201567],1610612748.0,MIA,driving,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,4.4,Missed,,,,,,,,,,,,,,,
