actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M03.00S,2025-03-09T00:14:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.5611038107753,61.68045343137255,1610612740,2,0,2025-03-09T00:15:30Z,190000,False,58.0,8.0,1,right,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,5.89,Missed,,,,,,,,,,,,,,,,,
20,PT10M02.00S,2025-03-09T00:14:10.9Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,2,0,2025-03-09T00:15:30Z,200000,False,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,
21,PT10M00.00S,2025-03-09T00:14:12.4Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612740,2,0,2025-03-09T00:15:39Z,210000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (McCollum 2 FT),"[1628415, 203468]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1628481.0,,,,,,,,,,,1.0,0.0,McCollum,203468.0,,,,,
23,PT10M00.00S,2025-03-09T00:14:37.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203468,,,1610612740,2,0,2025-03-09T00:14:37Z,230000,False,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
24,PT10M00.00S,2025-03-09T00:14:37.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,2,0,2025-03-09T00:14:37Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,
25,PT10M00.00S,2025-03-09T00:14:50.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203468,,,1610612740,2,1,2025-03-09T00:14:50Z,250000,False,,,0,,C. McCollum Free Throw 2 of 2 (1 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
26,PT09M48.00S,2025-03-09T00:15:04.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,27.463863337713533,82.5750612745098,1610612745,5,1,2025-03-09T00:16:03Z,260000,False,-163.0,206.0,1,left,D. Brooks 26' 3PT  (3 PTS) (A. Thompson 1 AST),"[1628415, 1641708]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,26.24,Made,,,,,3.0,A. Thompson,1641708.0,1.0,,,,,,,,,
28,PT09M32.00S,2025-03-09T00:15:22.2Z,1,REGULAR,turnover,lost ball,[],1630530,,,1610612740,5,1,2025-03-09T00:21:43Z,280000,False,,,0,,T. Murphy III lost ball TURNOVER (1 TO),"[1630530, 1630578]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Sengun,1630578.0,,
29,PT09M32.00S,2025-03-09T00:15:22.2Z,1,REGULAR,steal,,[],1630578,,,1610612745,5,1,2025-03-09T00:16:14Z,290000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
30,PT09M28.00S,2025-03-09T00:15:25.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641708,9.198423127463855,48.57153799019608,1610612745,7,1,2025-03-09T00:16:51Z,300000,False,7.0,34.0,1,left,A. Thompson running DUNK (2 PTS),[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,3.47,Made,,,,,2.0,,,,,,,,,,,,
31,PT09M16.00S,2025-03-09T00:15:37.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,93.29829172141919,54.26623774509804,1610612740,7,3,2025-03-09T00:17:10Z,310000,False,21.0,10.0,1,right,Y. Missi cutting DUNK (2 PTS) (K. Olynyk 1 AST),"[1642274, 203482]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,2.37,Made,,,,,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,
33,PT09M02.00S,2025-03-09T00:15:51.1Z,1,REGULAR,3pt,Jump Shot,[],1628415,29.878449408672807,21.813725490196077,1610612745,10,3,2025-03-09T00:17:36Z,330000,False,141.0,228.0,1,left,D. Brooks 26' 3PT  (6 PTS) (T. Eason 1 AST),"[1628415, 1631106]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,26.84,Made,,,,,6.0,T. Eason,1631106.0,1.0,,,,,,,,,
35,PT08M52.00S,2025-03-09T00:16:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,90.14454664914587,48.89705882352941,1610612740,10,5,2025-03-09T00:18:09Z,350000,False,-6.0,40.0,1,right,C. McCollum driving reverse Layup (3 PTS),[203468],1610612740.0,NOP,driving reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,4.05,Made,,,,,3.0,,,,,,,,,,,,
36,PT08M32.00S,2025-03-09T00:16:21.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,30.042706964520367,25.735294117647058,1610612745,10,5,2025-03-09T00:18:25Z,360000,False,121.0,230.0,1,left,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,25.99,Missed,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2025-03-09T00:16:23.2Z,1,REGULAR,rebound,defensive,[],203482,,,1610612740,10,5,2025-03-09T00:18:25Z,370000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
39,PT08M19.00S,2025-03-09T00:16:57.6Z,1,REGULAR,foul,personal,[],1628415,,,1610612740,10,5,2025-03-09T00:19:05Z,390000,False,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 1629627]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,2882.0,,,,,,,,,,,2.0,0.0,Williamson,1629627.0,,,,,
41,PT08M09.00S,2025-03-09T00:17:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,90.53876478318003,42.25643382352941,1610612740,10,7,2025-03-09T00:19:22Z,410000,False,-39.0,36.0,1,right,Z. Williamson driving floating bank Jump Shot (2 PTS) (K. Olynyk 2 AST),"[1629627, 203482]",1610612740.0,NOP,driving floating bank,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,5.31,Made,,,,,2.0,K. Olynyk,203482.0,2.0,,,,,,,,,
43,PT07M46.00S,2025-03-09T00:17:52.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.24375821287779,75.0,1610612745,13,7,2025-03-09T00:19:37Z,430000,False,-125.0,251.0,1,left,J. Green 28' 3PT  (3 PTS) (A. Sengun 2 AST),"[1630224, 1630578]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,28.0,Made,,,,,3.0,A. Sengun,1630578.0,2.0,,,,,,,,,
45,PT07M33.00S,2025-03-09T00:18:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,88.5676741130092,40.97349877450981,1610612740,13,9,2025-03-09T00:19:50Z,450000,False,-45.0,55.0,1,right,Z. Williamson 7' driving finger roll Layup (4 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,7.11,Made,,,,,4.0,,,,,,,,,,,,
46,PT07M12.00S,2025-03-09T00:18:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,16.376478318002626,34.31372549019608,1610612745,15,9,2025-03-09T00:20:17Z,460000,False,78.0,101.0,1,left,A. Thompson 12' pullup Jump Shot (4 PTS),[1641708],1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,12.82,Made,,,,,4.0,,,,,,,,,,,,
47,PT06M59.00S,2025-03-09T00:18:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,87.12220762155059,39.928002450980394,1610612740,15,9,2025-03-09T00:20:58Z,470000,False,-50.0,69.0,1,right,MISS Z. Williamson 8' driving finger roll Layup,[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Left,,8.51,Missed,,,,,,,,,,,,,,,,,
48,PT06M58.00S,2025-03-09T00:18:40.1Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,15,9,2025-03-09T00:20:58Z,480000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Left,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT06M46.00S,2025-03-09T00:18:51.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,8.804204993429693,45.66865808823529,1610612745,17,9,2025-03-09T00:21:16Z,490000,False,22.0,30.0,1,left,A. Sengun cutting DUNK (2 PTS) (A. Thompson 2 AST),"[1630578, 1641708]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,3.73,Made,,,,,2.0,A. Thompson,1641708.0,2.0,,,,,,,,,
51,PT06M44.00S,2025-03-09T00:18:57.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,17,9,2025-03-09T00:18:57Z,510000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M44.00S,2025-03-09T00:21:33.1Z,1,REGULAR,substitution,out,[],1628415,,,1610612740,17,9,2025-03-09T00:21:44Z,520000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M44.00S,2025-03-09T00:21:33.1Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,17,9,2025-03-09T00:21:44Z,530000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M44.00S,2025-03-09T00:21:33.1Z,1,REGULAR,substitution,in,[],1631095,,,1610612740,17,9,2025-03-09T00:21:44Z,540000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M44.00S,2025-03-09T00:21:33.1Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,17,9,2025-03-09T00:21:44Z,550000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M36.00S,2025-03-09T00:22:02.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,66.5735873850197,17.647058823529413,1610612740,17,9,2025-03-09T00:22:22Z,560000,False,-162.0,262.0,1,right,MISS T. Murphy III 30' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,30.77,Missed,,,,,,,,,,,,,,,,,
57,PT06M33.00S,2025-03-09T00:22:05.3Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,17,9,2025-03-09T00:22:22Z,570000,False,,,0,,C. McCollum REBOUND (Off:2 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,56.0,2.0,0.0,2.0,,,,,,,,,,,,,
58,PT06M31.00S,2025-03-09T00:22:07.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,64.89816031537451,79.38878676470588,1610612740,17,9,2025-03-09T00:22:41Z,580000,False,147.0,277.0,1,right,MISS T. Murphy III 31' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,31.4,Missed,,,,,,,,,,,,,,,,,
59,PT06M28.00S,2025-03-09T00:22:10.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,17,9,2025-03-09T00:22:41Z,590000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,
60,PT06M17.00S,2025-03-09T00:22:21.9Z,1,REGULAR,3pt,Jump Shot,[],1631106,26.363337713534822,16.666666666666664,1610612745,17,9,2025-03-09T00:23:00Z,600000,False,167.0,195.0,1,left,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,25.68,Missed,,,,,,,,,,,,,,,,,
61,PT06M15.00S,2025-03-09T00:22:23.9Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,17,9,2025-03-09T00:23:24Z,610000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,
62,PT06M09.00S,2025-03-09T00:22:29.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630530,90.40735873850197,48.67110906862745,1610612740,17,11,2025-03-09T00:23:43Z,620000,False,-7.0,38.0,1,right,T. Murphy III running Layup (2 PTS) (K. Olynyk 3 AST),"[1630530, 203482]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,3.83,Made,,,,,2.0,K. Olynyk,203482.0,3.0,,,,,,,,,
64,PT05M49.00S,2025-03-09T00:22:48.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,28.646517739816034,82.8201593137255,1610612745,17,11,2025-03-09T00:24:07Z,640000,False,-164.0,217.0,1,left,MISS J. Smith Jr. 27' pullup 3PT,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,27.19,Missed,,,,,,,,,,,,,,,,,
65,PT05M47.00S,2025-03-09T00:22:50.8Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,17,11,2025-03-09T00:24:07Z,650000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,64.0,1.0,0.0,1.0,,,,,,,,,,,,,
66,PT05M44.00S,2025-03-09T00:22:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1641722,,,1610612745,17,11,2025-03-09T00:24:18Z,660000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Thompson 2 FT),"[1641722, 1641708]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,1628481.0,,,,,,,,,,,1.0,0.0,Thompson,1641708.0,,,,,
68,PT05M44.00S,2025-03-09T00:23:22.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641708,,,1610612745,18,11,2025-03-09T00:23:57Z,680000,False,,,0,,A. Thompson Free Throw 1 of 2 (5 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
69,PT05M44.00S,2025-03-09T00:23:24.8Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,18,11,2025-03-09T00:23:30Z,690000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M44.00S,2025-03-09T00:23:24.8Z,1,REGULAR,substitution,in,[],203500,,,1610612745,18,11,2025-03-09T00:23:30Z,700000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M44.00S,2025-03-09T00:23:22.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641708,,,1610612745,18,11,2025-03-09T00:23:57Z,710000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2025-03-09T00:23:23.9Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,18,11,2025-03-09T00:25:00Z,720000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,71.0,1.0,0.0,1.0,,,,,,,,,,,,,
73,PT05M43.00S,2025-03-09T00:23:53.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,9.461235216819972,47.89368872549019,1610612745,20,11,2025-03-09T00:24:47Z,730000,False,11.0,36.0,1,left,S. Adams tip Layup (2 PTS),[203500],1610612745.0,HOU,tip,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,3.79,Made,,,,,2.0,,,,,,,,,,,,
74,PT05M38.00S,2025-03-09T00:24:00.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,93.16688567674113,44.46231617647059,1610612740,20,13,2025-03-09T00:25:22Z,740000,False,-28.0,12.0,1,right,T. Murphy III cutting DUNK (4 PTS) (K. Olynyk 4 AST),"[1630530, 203482]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,3.01,Made,,,,,4.0,K. Olynyk,203482.0,4.0,,,,,,,,,
76,PT05M25.00S,2025-03-09T00:24:14.8Z,1,REGULAR,turnover,traveling,[],1641708,,,1610612745,20,13,2025-03-09T00:25:33Z,760000,False,,,0,,A. Thompson traveling TURNOVER (1 TO),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,1151.0,,,,,,,,,,,,,,,1.0,,,,
77,PT05M07.00S,2025-03-09T00:24:48.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203482,86.99080157687254,46.12055759803921,1610612740,20,13,2025-03-09T00:25:57Z,770000,False,-19.0,70.0,1,right,MISS K. Olynyk 7' turnaround Hook,[203482],1610612740.0,NOP,turnaround,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,7.24,Missed,,,,,,,,,,,,,,,,,
78,PT05M05.00S,2025-03-09T00:24:50.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,20,13,2025-03-09T00:25:57Z,780000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,77.0,4.0,4.0,0.0,,,,,,,,,,,,,
79,PT04M59.00S,2025-03-09T00:24:55.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,36.87787450722734,61.30897671568628,1610612745,20,13,2025-03-09T00:26:29Z,790000,False,-57.0,294.0,1,left,MISS J. Green 29' running 3PT,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,29.96,Missed,,,,,,,,,,,,,,,,,
80,PT04M56.00S,2025-03-09T00:24:58.1Z,1,REGULAR,rebound,defensive,[],203482,,,1610612740,20,13,2025-03-09T00:26:29Z,800000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,
81,PT04M49.00S,2025-03-09T00:25:04.8Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612740,20,13,2025-03-09T00:26:56Z,810000,False,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 1631095]",1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Smith Jr.,1631095.0,,
82,PT04M49.00S,2025-03-09T00:25:04.8Z,1,REGULAR,steal,,[],1631095,,,1610612745,20,13,2025-03-09T00:33:44Z,820000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
83,PT04M46.00S,2025-03-09T00:25:07.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631106,11.95795006570303,55.62959558823529,1610612745,22,13,2025-03-09T00:27:36Z,830000,False,-28.0,60.0,1,left,T. Eason 6' running DUNK (4 PTS),[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,6.62,Made,,,,,4.0,,,,,,,,,,,,
84,PT04M40.00S,2025-03-09T00:25:15.8Z,1,REGULAR,2pt,Jump Shot,[],203468,76.34691195795006,60.02221200980392,1610612740,22,13,2025-03-09T00:28:13Z,840000,False,50.0,170.0,1,right,MISS C. McCollum 17' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,,17.7,Missed,,,,,,,,,,,,,,,,,
