actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
168,PT00M00.00S,2025-01-20T19:36:31.1Z,1,REGULAR,period,end,[],0,,,1610612765,29,40,2025-01-20T19:36:31Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-01-20T19:38:54.0Z,2,REGULAR,substitution,out,['startperiod'],1629111,,,1610612765,29,40,2025-01-20T19:39:11Z,1670000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-01-20T19:38:54.0Z,2,REGULAR,substitution,out,['startperiod'],1631106,,,1610612765,29,40,2025-01-20T19:39:11Z,1680000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-01-20T19:38:54.0Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612765,29,40,2025-01-20T19:39:11Z,1690000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-01-20T19:38:54.0Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612765,29,40,2025-01-20T19:39:11Z,1700000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-01-20T19:38:54.0Z,2,REGULAR,substitution,in,['startperiod'],1628415,,,1610612765,29,40,2025-01-20T19:39:11Z,1710000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-01-20T19:38:54.0Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612765,29,40,2025-01-20T19:39:11Z,1720000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-01-20T19:39:21.7Z,2,REGULAR,period,start,[],0,,,1610612745,29,40,2025-01-20T19:39:21Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M44.00S,2025-01-20T19:39:36.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,88.64980289093299,50.98039215686274,1610612745,29,40,2025-01-20T19:39:41Z,1740000,False,5.0,54.0,1,right,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
177,PT11M42.00S,2025-01-20T19:39:38.4Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,29,40,2025-01-20T19:39:41Z,1750000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,176.0,,,,,,,,,2.0,2.0,0.0,,,,,,
178,PT11M36.00S,2025-01-20T19:39:54.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,29,40,2025-01-20T19:39:54Z,1760000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M36.00S,2025-01-20T19:41:44.9Z,2,REGULAR,substitution,out,[],1641842,,,1610612765,29,40,2025-01-20T19:42:28Z,1770000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M36.00S,2025-01-20T19:41:44.9Z,2,REGULAR,substitution,in,[],1641709,,,1610612765,29,40,2025-01-20T19:42:28Z,1780000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M19.00S,2025-01-20T19:42:59.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,7.966491458607096,63.23529411764706,1610612765,29,42,2025-01-20T19:43:13Z,1790000,False,-66.0,22.0,1,left,I. Stewart 6' turnaround fadeaway Jump Shot (2 PTS),[1630191],1610612765.0,DET,turnaround fadeaway,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,6.99,Made,,,,,,2.0,,,,,,,,,,,,
182,PT10M57.00S,2025-01-20T19:43:21.6Z,2,REGULAR,3pt,Jump Shot,[],1628988,81.553876478318,94.85294117647058,1610612745,29,42,2025-01-20T19:43:27Z,1800000,False,224.0,121.0,1,right,MISS A. Holiday 25' step back 3PT,[1628988],1610612745.0,HOU,step back,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
183,PT10M54.00S,2025-01-20T19:43:24.6Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,29,42,2025-01-20T19:43:27Z,1810000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,182.0,,,,,,,,,1.0,1.0,0.0,,,,,,
184,PT10M40.00S,2025-01-20T19:43:38.8Z,2,REGULAR,3pt,Jump Shot,[],1631323,33.590670170827856,45.588235294117645,1610612765,29,42,2025-01-20T19:43:43Z,1820000,False,22.0,263.0,1,left,MISS S. Fontecchio 26' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,26.42,Missed,,,,,,,,,,,,,,,,,,
185,PT10M37.00S,2025-01-20T19:43:41.8Z,2,REGULAR,rebound,offensive,[],1631204,,,1610612765,29,42,2025-01-20T19:43:43Z,1830000,False,,,0,,M. Sasser REBOUND (Off:1 Def:0),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,,,184.0,,,,,,,,,1.0,0.0,1.0,,,,,,
186,PT10M36.00S,2025-01-20T19:43:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631204,5.732588699080158,53.431372549019606,1610612765,29,44,2025-01-20T19:43:46Z,1840000,False,-17.0,1.0,1,left,M. Sasser driving Layup (3 PTS),[1631204],1610612765.0,DET,driving,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,3.0,,,,,,,,,,,,
187,PT10M11.00S,2025-01-20T19:44:08.0Z,2,REGULAR,2pt,Jump Shot,[],1628415,83.26215505913272,66.17647058823529,1610612745,29,44,2025-01-20T19:45:14Z,1850000,False,81.0,105.0,1,right,MISS D. Brooks 13' fadeaway Shot - blocked,"[1628415, 1641709]",1610612745.0,HOU,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,13.24,Missed,,,,,,,,,,,,,,,,,Thompson,1641709.0
188,PT10M11.00S,2025-01-20T19:44:08.0Z,2,REGULAR,block,,[],1641709,,,1610612745,29,44,2025-01-20T19:44:11Z,1860000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
189,PT10M07.00S,2025-01-20T19:44:12.0Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,29,44,2025-01-20T19:49:11Z,1870000,False,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,187.0,,,,,,,,,3.0,3.0,0.0,,,,,,
190,PT09M53.00S,2025-01-20T19:44:25.5Z,2,REGULAR,3pt,Jump Shot,[],1631204,27.414586070959263,78.43137254901961,1610612765,29,44,2025-01-20T19:44:31Z,1880000,False,-142.0,205.0,1,left,MISS M. Sasser 24' step back 3PT,[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,,,,,,,,,,,,,,,,,
191,PT09M50.00S,2025-01-20T19:44:28.5Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,29,44,2025-01-20T19:44:31Z,1890000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,190.0,,,,,,,,,1.0,1.0,0.0,,,,,,
192,PT09M39.00S,2025-01-20T19:44:39.5Z,2,REGULAR,3pt,Jump Shot,[],1641715,65.1281208935611,47.05882352941176,1610612745,32,44,2025-01-20T19:44:43Z,1900000,False,-15.0,275.0,1,right,C. Whitmore 27' 3PT  (3 PTS) (A. Sengun 2 AST),"[1641715, 1630578]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,27.57,Made,,,,,,3.0,A. Sengun,1630578.0,2.0,,,,,,,,,
194,PT09M20.00S,2025-01-20T19:44:58.7Z,2,REGULAR,3pt,Jump Shot,[],1627736,26.757555847568987,79.41176470588235,1610612765,32,44,2025-01-20T19:45:03Z,1920000,False,-147.0,199.0,1,left,MISS M. Beasley 24' pullup 3PT,[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
195,PT09M17.00S,2025-01-20T19:45:01.7Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,32,44,2025-01-20T19:45:03Z,1930000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,194.0,,,,,,,,,2.0,2.0,0.0,,,,,,
196,PT09M12.00S,2025-01-20T19:45:06.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641715,69.20170827858082,68.87254901960785,1610612745,32,44,2025-01-20T19:48:50Z,1940000,False,94.0,237.0,1,right,MISS C. Whitmore 25' running pullup 3PT,[1641715],1610612745.0,HOU,running pullup,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
197,PT09M11.00S,2025-01-20T19:45:07.4Z,2,REGULAR,rebound,defensive,[],1631204,,,1610612765,32,44,2025-01-20T19:45:17Z,1950000,False,,,0,,M. Sasser REBOUND (Off:1 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,196.0,,,,,,,,,2.0,1.0,1.0,,,,,,
198,PT09M02.00S,2025-01-20T19:45:17.1Z,2,REGULAR,turnover,lost ball,[],1641709,,,1610612765,32,44,2025-01-20T19:45:20Z,1960000,False,,,0,,A. Thompson lost ball TURNOVER (2 TO),"[1641709, 1641715]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,2.0,Whitmore,1641715.0,,,,,,,,,,,,,
199,PT09M02.00S,2025-01-20T19:45:17.1Z,2,REGULAR,steal,,[],1641715,,,1610612745,32,44,2025-01-20T19:47:24Z,1970000,False,,,0,,C. Whitmore STEAL (1 STL),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT08M58.00S,2025-01-20T19:45:21.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641708,93.11760840998686,50.0,1610612745,34,44,2025-01-20T19:45:32Z,1980000,False,0.0,12.0,1,right,A. Thompson running Layup (8 PTS) (C. Whitmore 2 AST),"[1641708, 1641715]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,8.0,C. Whitmore,1641715.0,2.0,,,,,,,,,
202,PT08M50.00S,2025-01-20T19:45:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,7.966491458607096,52.69607843137255,1610612765,34,44,2025-01-20T19:50:49Z,2000000,False,-13.0,22.0,1,left,MISS A. Thompson driving Layup,[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
203,PT08M50.00S,2025-01-20T19:45:28.2Z,2,REGULAR,rebound,offensive,[],1641709,,,1610612765,34,44,2025-01-20T19:45:38Z,2010000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,202.0,,,,,,,,,2.0,1.0,1.0,,,,,,
204,PT08M48.00S,2025-01-20T19:45:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,5.590000152587891,50.0,1610612765,34,44,2025-01-20T19:45:31Z,2020000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
205,PT08M47.00S,2025-01-20T19:45:31.7Z,2,REGULAR,rebound,offensive,[],1641709,,,1610612765,34,44,2025-01-20T19:45:31Z,2030000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,204.0,,,,,,,,,3.0,1.0,2.0,,,,,,
206,PT08M47.00S,2025-01-20T19:45:35.7Z,2,REGULAR,foul,personal,[],1628415,,,1610612765,34,44,2025-01-20T19:45:45Z,2040000,False,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 1641709]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,1627534.0,,,,,,,,,,,2.0,0.0,Thompson,1641709.0,,
208,PT08M47.00S,2025-01-20T19:45:45.1Z,2,REGULAR,substitution,out,[],1631204,,,1610612765,34,44,2025-01-20T19:45:53Z,2060000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M47.00S,2025-01-20T19:45:45.1Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,34,44,2025-01-20T19:45:53Z,2070000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M39.00S,2025-01-20T19:46:10.4Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,34,44,2025-01-20T19:46:17Z,2090000,False,,,0,,C. Cunningham bad pass TURNOVER (3 TO),"[1630595, 1628988]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,3.0,Holiday,1628988.0,,,,,,,,,,,,,
212,PT08M39.00S,2025-01-20T19:46:10.4Z,2,REGULAR,steal,,[],1628988,,,1610612745,34,44,2025-01-20T19:46:11Z,2100000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
214,PT08M24.00S,2025-01-20T19:46:40.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641715,66.83639947437582,60.049019607843135,1610612745,34,44,2025-01-20T19:46:51Z,2120000,False,50.0,259.0,1,right,MISS C. Whitmore 26' 3PT,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,26.4,Missed,,,,,,,,,,,,,,,,,,
215,PT08M20.00S,2025-01-20T19:46:44.3Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,34,44,2025-01-20T19:46:51Z,2130000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,214.0,,,,,,,,,3.0,3.0,0.0,,,,,,
216,PT08M15.00S,2025-01-20T19:46:48.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,32.53942181340342,32.1078431372549,1610612765,34,44,2025-01-20T19:53:30Z,2140000,False,89.0,253.0,1,left,MISS S. Fontecchio 26' running 3PT,[1631323],1610612765.0,DET,running,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
217,PT08M13.00S,2025-01-20T19:46:50.7Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,34,44,2025-01-20T19:47:01Z,2150000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,216.0,,,,,,,,,3.0,3.0,0.0,,,,,,
218,PT08M08.00S,2025-01-20T19:46:56.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641715,92.9862023653088,52.450980392156865,1610612745,36,44,2025-01-20T19:48:38Z,2160000,False,12.0,13.0,1,right,C. Whitmore running alley-oop DUNK (5 PTS) (A. Thompson 1 AST),"[1641715, 1641708]",1610612745.0,HOU,running alley-oop,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,5.0,A. Thompson,1641708.0,1.0,,,,,,,,,
220,PT08M08.00S,2025-01-20T19:47:02.1Z,2,REGULAR,foul,personal,['1freethrow'],1631323,,,1610612745,36,44,2025-01-20T19:47:19Z,2180000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Whitmore 1 FT),"[1631323, 1641715]",1610612765.0,DET,shooting,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,203054.0,,,,,,,,,,,1.0,0.0,Whitmore,1641715.0,,
222,PT08M08.00S,2025-01-20T19:47:33.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1641715,,,1610612745,36,44,2025-01-20T19:47:33Z,2200000,False,,,0,,MISS C. Whitmore Free Throw 1 of 1,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
223,PT08M08.00S,2025-01-20T19:47:33.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,36,44,2025-01-20T19:47:48Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,
224,PT08M08.00S,2025-01-20T19:47:41.0Z,2,REGULAR,foul,personal,[],1630191,,,1610612745,36,44,2025-01-20T19:47:46Z,2220000,False,,,0,,I. Stewart loose ball personal FOUL (2 PF),"[1630191, 1630578]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,,,,1627534.0,,,,,,,,,,,2.0,0.0,Sengun,1630578.0,,
226,PT08M08.00S,2025-01-20T19:47:48.1Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,36,44,2025-01-20T19:47:58Z,2240000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M08.00S,2025-01-20T19:47:48.1Z,2,REGULAR,substitution,out,[],1628415,,,1610612745,36,44,2025-01-20T19:47:58Z,2250000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M08.00S,2025-01-20T19:47:48.1Z,2,REGULAR,substitution,in,[],1627832,,,1610612745,36,44,2025-01-20T19:47:58Z,2260000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M08.00S,2025-01-20T19:47:48.1Z,2,REGULAR,substitution,in,[],1631106,,,1610612745,36,44,2025-01-20T19:47:58Z,2270000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M01.00S,2025-01-20T19:48:13.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,74.19513797634691,15.931372549019606,1610612745,39,44,2025-01-20T19:48:25Z,2290000,False,-170.0,190.0,1,right,F. VanVleet 25' 3PT pullup (11 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.52,Made,,,,,,11.0,,,,,,,,,,,,
232,PT08M00.00S,2025-01-20T19:48:22.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,39,44,2025-01-20T19:48:22Z,2300000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M00.00S,2025-01-20T19:50:30.0Z,2,REGULAR,substitution,out,[],1631323,,,1610612765,39,44,2025-01-20T19:50:50Z,2310000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M00.00S,2025-01-20T19:50:30.0Z,2,REGULAR,substitution,in,[],202699,,,1610612765,39,44,2025-01-20T19:50:50Z,2320000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M48.00S,2025-01-20T19:51:20.4Z,2,REGULAR,2pt,Jump Shot,[],1630595,16.770696452036795,32.35294117647059,1610612765,39,44,2025-01-20T19:54:56Z,2330000,False,88.0,105.0,1,left,MISS C. Cunningham 13' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,13.72,Missed,,,,,,,,,,,,,,,,,,
236,PT07M46.00S,2025-01-20T19:51:22.4Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,39,44,2025-01-20T19:51:32Z,2340000,False,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,235.0,,,,,,,,,4.0,3.0,1.0,,,,,,
237,PT07M45.00S,2025-01-20T19:51:23.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,8.623521681997373,49.26470588235294,1610612765,39,44,2025-01-20T19:56:07Z,2350000,False,4.0,29.0,1,left,MISS I. Stewart putback Layup,[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
238,PT07M43.00S,2025-01-20T19:51:25.9Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,39,44,2025-01-20T19:51:38Z,2360000,False,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,237.0,,,,,,,,,5.0,3.0,2.0,,,,,,
239,PT07M43.00S,2025-01-20T19:51:26.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,5.590000152587891,50.0,1610612765,39,44,2025-01-20T19:51:26Z,2370000,False,0.0,0.0,1,left,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
240,PT07M42.00S,2025-01-20T19:51:27.4Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,39,44,2025-01-20T19:51:27Z,2380000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:3),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Left,,,239.0,,,,,,,,,3.0,3.0,0.0,,,,,,
241,PT07M31.00S,2025-01-20T19:51:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,93.11760840998686,46.32352941176471,1610612745,41,44,2025-01-20T19:51:46Z,2390000,False,-18.0,12.0,1,right,T. Eason driving reverse Layup (6 PTS) (F. VanVleet 1 AST),"[1631106, 1627832]",1610612745.0,HOU,driving reverse,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,6.0,F. VanVleet,1627832.0,1.0,,,,,,,,,
243,PT07M19.00S,2025-01-20T19:51:49.6Z,2,REGULAR,3pt,Jump Shot,[],1641709,11.514454664914586,95.34313725490196,1610612765,41,44,2025-01-20T19:51:56Z,2410000,False,-227.0,56.0,1,left,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
244,PT07M18.00S,2025-01-20T19:51:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,41,44,2025-01-20T19:51:56Z,2420000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Left Corner 3,24+ Left,,,243.0,,,,,,,,,,,,,,,,,
245,PT07M18.00S,2025-01-20T19:51:57.8Z,2,REGULAR,foul,personal,[],1627832,,,1610612765,41,44,2025-01-20T19:52:16Z,2430000,False,,,0,,F. VanVleet loose ball personal FOUL (2 PF),"[1627832, 1630191]",1610612745.0,HOU,loose ball,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,2534.0,,,,,,,,,,,2.0,0.0,Stewart,1630191.0,,
247,PT07M18.00S,2025-01-20T19:52:12.2Z,2,REGULAR,substitution,out,[],1627736,,,1610612765,41,44,2025-01-20T19:52:17Z,2450000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M18.00S,2025-01-20T19:52:12.2Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,41,44,2025-01-20T19:52:17Z,2460000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M18.00S,2025-01-20T19:52:12.2Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,41,44,2025-01-20T19:52:17Z,2470000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M18.00S,2025-01-20T19:52:12.2Z,2,REGULAR,substitution,in,[],203501,,,1610612765,41,44,2025-01-20T19:52:17Z,2480000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
