actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M28.00S,2025-01-20T19:13:31.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,13.61695137976347,44.11764705882353,1610612765,2,2,2025-01-20T19:15:27Z,170000,False,29.0,75.0,1,left,MISS A. Thompson 8' floating Shot,[1641709],1610612765.0,DET,floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,8.1,Missed,,,,,,,,,,,,,,,,,,
18,PT10M26.00S,2025-01-20T19:13:33.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,2,2025-01-20T19:13:35Z,180000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,17.0,,,,,,,,,1.0,1.0,0.0,,,,,,
19,PT10M20.00S,2025-01-20T19:13:39.2Z,1,REGULAR,2pt,Layup,[],1630224,87.51642575558476,68.359375,1610612745,4,2,2025-01-20T19:13:51Z,190000,False,92.0,65.0,1,right,J. Green 11' driving finger roll Layup (2 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Mid-Range,8-16 Right,11.24,Made,,,,,,2.0,,,,,,,,,,,,
20,PT10M04.00S,2025-01-20T19:13:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,8.886333771353483,51.470588235294116,1610612765,4,4,2025-01-20T19:13:59Z,200000,False,-7.0,31.0,1,left,J. Duren Layup (2 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,,2.0,C. Cunningham,1630595.0,2.0,,,,,,,,,
22,PT09M56.00S,2025-01-20T19:14:02.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,75.77201051248358,12.254901960784313,1610612745,7,4,2025-01-20T19:14:08Z,220000,False,-189.0,175.0,1,right,F. VanVleet 25' 3PT  (3 PTS) (A. Sengun 1 AST),"[1627832, 1630578]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.75,Made,,,,,,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,
24,PT09M49.00S,2025-01-20T19:14:11.9Z,1,REGULAR,turnover,out-of-bounds,[],1641709,,,1610612765,7,4,2025-01-20T19:14:20Z,240000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (1 TO),[1641709],1610612765.0,DET,bad pass,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,,,,1627534.0,1.0,,,,,,,,,,,,,,,
25,PT09M25.00S,2025-01-20T19:14:40.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627832,92.32917214191852,48.28431372549019,1610612745,9,4,2025-01-20T19:14:43Z,250000,False,-9.0,20.0,1,right,F. VanVleet Layup (5 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,5.0,,,,,,,,,,,,
26,PT09M24.00S,2025-01-20T19:14:46.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,9,4,2025-01-20T19:14:53Z,260000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,203054.0,,,,,,,,,,,,,,,,
27,PT09M07.00S,2025-01-20T19:15:11.4Z,1,REGULAR,2pt,Jump Shot,[],202699,6.258212877792378,68.62745098039215,1610612765,9,4,2025-01-20T19:17:56Z,270000,False,-93.0,6.0,1,left,MISS T. Harris 9' turnaround fadeaway Shot,[202699],1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,9.33,Missed,,,,,,,,,,,,,,,,,,
28,PT09M06.00S,2025-01-20T19:15:12.4Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,9,4,2025-01-20T19:15:32Z,280000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,27.0,,,,,,,,,1.0,0.0,1.0,,,,,,
29,PT09M05.00S,2025-01-20T19:15:16.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,9,6,2025-01-20T19:17:16Z,290000,False,0.0,0.0,1,left,J. Duren tip Layup (4 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,4.0,,,,,,,,,,,,
30,PT08M54.00S,2025-01-20T19:15:24.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,93.24901445466492,4.6568627450980395,1610612745,12,6,2025-01-20T19:18:24Z,300000,False,-227.0,11.0,1,right,J. Green 3PT step back (5 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.7,Made,,,,,,5.0,,,,,,,,,,,,
31,PT08M41.00S,2025-01-20T19:15:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.521024967148489,44.85294117647059,1610612765,12,8,2025-01-20T19:15:41Z,310000,False,26.0,9.0,1,left,C. Cunningham driving Layup (2 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,,2.0,,,,,,,,,,,,
32,PT08M26.00S,2025-01-20T19:15:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,83.65637319316689,55.63725490196079,1610612745,12,8,2025-01-20T19:15:57Z,320000,False,28.0,101.0,1,right,MISS A. Sengun 10' turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,10.5,Missed,,,,,,,,,,,,,,,,,,
33,PT08M23.00S,2025-01-20T19:15:54.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,12,8,2025-01-20T19:15:57Z,330000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,32.0,,,,,,,,,1.0,1.0,0.0,,,,,,
34,PT08M14.00S,2025-01-20T19:16:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,16.113666228646515,39.46078431372549,1610612765,12,10,2025-01-20T19:16:08Z,340000,False,53.0,99.0,1,left,J. Duren 11' turnaround fadeaway Jump Shot (6 PTS),[1631105],1610612765.0,DET,turnaround fadeaway,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,11.22,Made,,,,,,6.0,,,,,,,,,,,,
35,PT08M01.00S,2025-01-20T19:16:16.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,91.27792378449409,36.76470588235294,1610612745,12,10,2025-01-20T19:16:22Z,350000,False,-66.0,29.0,1,right,MISS A. Thompson 7' driving floating bank Shot,[1641708],1610612745.0,HOU,driving floating bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.25,Missed,,,,,,,,,,,,,,,,,,
36,PT07M59.00S,2025-01-20T19:16:18.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,12,10,2025-01-20T19:16:22Z,360000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,,,,,,,,,1.0,1.0,0.0,,,,,,
37,PT07M56.00S,2025-01-20T19:16:23.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,7.046649145860711,46.81372549019608,1610612765,12,12,2025-01-20T19:16:36Z,370000,False,16.0,14.0,1,left,C. Cunningham running Layup (4 PTS),[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,4.0,,,,,,,,,,,,
38,PT07M56.00S,2025-01-20T19:16:27.6Z,1,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612765,12,12,2025-01-20T19:16:40Z,380000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Cunningham 1 FT),"[1628415, 1630595]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,1627534.0,,,,,,,,,,,1.0,0.0,Cunningham,1630595.0,,
40,PT07M56.00S,2025-01-20T19:16:42.2Z,1,REGULAR,substitution,out,[],1641709,,,1610612765,12,12,2025-01-20T19:17:16Z,400000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M56.00S,2025-01-20T19:16:42.2Z,1,REGULAR,substitution,in,[],1627736,,,1610612765,12,12,2025-01-20T19:17:16Z,410000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M56.00S,2025-01-20T19:17:00.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630595,,,1610612765,12,13,2025-01-20T19:17:00Z,420000,False,,,0,,C. Cunningham Free Throw 1 of 1 (5 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
43,PT07M42.00S,2025-01-20T19:17:15.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,81.02825229960578,50.98039215686274,1610612745,12,13,2025-01-20T19:17:22Z,430000,False,5.0,126.0,1,right,MISS A. Sengun 12' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,12.59,Missed,,,,,,,,,,,,,,,,,,
44,PT07M39.00S,2025-01-20T19:17:18.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612765,12,13,2025-01-20T21:38:04Z,440000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,43.0,,,,,,,,,1.0,1.0,0.0,,,,,,
45,PT07M33.00S,2025-01-20T19:17:25.7Z,1,REGULAR,3pt,Jump Shot,[],202699,24.655059132720105,16.42156862745098,1610612765,12,13,2025-01-20T19:17:31Z,450000,False,168.0,179.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,24.56,Missed,,,,,,,,,,,,,,,,,,
46,PT07M30.00S,2025-01-20T19:17:28.7Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,12,13,2025-01-20T19:18:19Z,460000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,45.0,,,,,,,,,1.0,1.0,0.0,,,,,,
47,PT07M22.00S,2025-01-20T19:17:35.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,67.49342969776609,62.254901960784316,1610612745,15,13,2025-01-20T19:21:07Z,470000,False,61.0,253.0,1,right,F. VanVleet 26' 3PT running (8 PTS) (J. Green 2 AST),"[1627832, 1630224]",1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,26.04,Made,,,,,,8.0,J. Green,1630224.0,2.0,,,,,,,,,
49,PT07M09.00S,2025-01-20T19:17:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.338370565045992,52.94117647058824,1610612765,15,15,2025-01-20T19:17:57Z,490000,False,-15.0,-2.0,1,left,C. Cunningham driving finger roll Layup (7 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,7.0,,,,,,,,,,,,
50,PT06M52.00S,2025-01-20T19:18:05.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.51182654402102,53.18627450980392,1610612745,17,15,2025-01-20T19:18:10Z,500000,False,16.0,8.0,1,right,D. Brooks driving Layup (2 PTS),[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.8,Made,,,,,,2.0,,,,,,,,,,,,
51,PT06M36.00S,2025-01-20T19:18:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.87976346911958,39.705882352941174,1610612765,17,17,2025-01-20T19:23:22Z,510000,False,51.0,78.0,1,left,T. Harris 9' fadeaway Jump Shot (2 PTS),[202699],1610612765.0,DET,fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,9.35,Made,,,,,,2.0,,,,,,,,,,,,
52,PT06M24.00S,2025-01-20T19:18:37.3Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,17,17,2025-01-20T19:21:28Z,520000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1627736]",1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,1.0,Beasley,1627736.0,,,,,,,,,,,,,
53,PT06M24.00S,2025-01-20T19:18:37.3Z,1,REGULAR,steal,,[],1627736,,,1610612765,17,17,2025-01-20T19:18:39Z,530000,False,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
56,PT06M23.00S,2025-01-20T19:18:47.7Z,1,REGULAR,turnover,bad pass,[],1627736,,,1610612765,17,17,2025-01-20T19:22:35Z,560000,False,,,0,,M. Beasley bad pass TURNOVER (1 TO),"[1627736, 1630224]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,,,1.0,Green,1630224.0,,,,,,,,,,,,,
57,PT06M23.00S,2025-01-20T19:18:47.7Z,1,REGULAR,steal,,[],1630224,,,1610612745,17,17,2025-01-20T19:18:49Z,570000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
58,PT06M21.00S,2025-01-20T19:18:50.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641708,94.03745072273325,47.30392156862745,1610612745,19,17,2025-01-20T19:25:13Z,580000,False,-13.0,4.0,1,right,A. Thompson alley-oop DUNK (4 PTS) (J. Green 3 AST),"[1641708, 1630224]",1610612745.0,HOU,alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,4.0,J. Green,1630224.0,3.0,,,,,,,,,
59,PT06M08.00S,2025-01-20T19:18:55.5Z,1,REGULAR,2pt,Jump Shot,[],1630595,6.4881734559789805,79.90196078431373,1610612765,19,17,2025-01-20T19:25:40Z,590000,False,-150.0,8.0,1,left,MISS C. Cunningham 14' step back Shot,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,14.97,Missed,,,,,,,,,,,,,,,,,,
60,PT06M07.00S,2025-01-20T19:18:56.5Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,19,17,2025-01-20T19:25:40Z,600000,False,,,0,,J. Duren REBOUND (Off:2 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,59.0,,,,,,,,,2.0,0.0,2.0,,,,,,
61,PT06M06.00S,2025-01-20T19:18:59.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,19,19,2025-01-20T19:25:49Z,610000,False,0.0,0.0,1,left,J. Duren tip Layup (8 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,8.0,,,,,,,,,,,,
63,PT06M04.00S,2025-01-20T19:19:15.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,19,19,2025-01-20T19:19:15Z,620000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M04.00S,2025-01-20T19:21:20.2Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,19,19,2025-01-20T19:21:44Z,630000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M04.00S,2025-01-20T19:21:20.2Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,19,19,2025-01-20T19:21:44Z,640000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M48.00S,2025-01-20T19:22:16.9Z,1,REGULAR,turnover,lost ball,[],1628415,,,1610612745,19,19,2025-01-20T19:22:21Z,650000,False,,,0,,D. Brooks lost ball TURNOVER (2 TO),"[1628415, 202699]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,2.0,Harris,202699.0,,,,,,,,,,,,,
68,PT05M48.00S,2025-01-20T19:22:16.9Z,1,REGULAR,steal,,[],202699,,,1610612765,19,19,2025-01-20T19:22:18Z,660000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
69,PT05M45.00S,2025-01-20T19:22:23.7Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612765,19,19,2025-01-20T19:22:44Z,670000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1627832, 1630595]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,1627534.0,,,,,,,,,,,1.0,0.0,Cunningham,1630595.0,,
71,PT05M45.00S,2025-01-20T19:22:51.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630595,,,1610612765,19,20,2025-01-20T19:22:51Z,690000,False,,,0,,C. Cunningham Free Throw 1 of 2 (8 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
72,PT05M45.00S,2025-01-20T19:23:08.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630595,,,1610612765,19,21,2025-01-20T19:23:08Z,700000,False,,,0,,C. Cunningham Free Throw 2 of 2 (9 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,,9.0,,,,,,,,,,,,
73,PT05M31.00S,2025-01-20T19:23:24.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,85.89027595269383,3.9215686274509802,1610612745,19,21,2025-01-20T19:23:28Z,710000,False,-230.0,80.0,1,right,MISS F. VanVleet 24' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,24.39,Missed,,,,,,,,,,,,,,,,,,
74,PT05M28.00S,2025-01-20T19:23:27.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,19,21,2025-01-20T19:23:28Z,720000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,73.0,,,,,,,,,3.0,1.0,2.0,,,,,,
75,PT05M22.00S,2025-01-20T19:23:33.4Z,1,REGULAR,3pt,Jump Shot,[],203501,21.76412614980289,10.53921568627451,1610612765,19,24,2025-01-20T19:28:18Z,730000,False,197.0,152.0,1,left,T. Hardaway Jr. 24' 3PT pullup (3 PTS) (T. Harris 1 AST),"[203501, 202699]",1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,24.91,Made,,,,,,3.0,T. Harris,202699.0,1.0,,,,,,,,,
77,PT05M10.00S,2025-01-20T19:23:44.5Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,19,24,2025-01-20T19:23:48Z,750000,False,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 202699]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,2.0,Harris,202699.0,,,,,,,,,,,,,
78,PT05M10.00S,2025-01-20T19:23:44.5Z,1,REGULAR,steal,,[],202699,,,1610612765,19,24,2025-01-20T19:23:46Z,760000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
79,PT05M08.00S,2025-01-20T19:23:47.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627736,6.652431011826544,49.754901960784316,1610612765,19,26,2025-01-20T19:23:53Z,770000,False,1.0,10.0,1,left,M. Beasley running DUNK (2 PTS) (T. Harris 2 AST),"[1627736, 202699]",1610612765.0,DET,running,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,2.0,T. Harris,202699.0,2.0,,,,,,,,,
81,PT04M59.00S,2025-01-20T19:23:56.3Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,19,26,2025-01-20T19:24:01Z,790000,False,,,0,,J. Green bad pass TURNOVER (3 TO),"[1630224, 1631105]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,3.0,Duren,1631105.0,,,,,,,,,,,,,
82,PT04M59.00S,2025-01-20T19:23:56.3Z,1,REGULAR,steal,,[],1631105,,,1610612765,19,26,2025-01-20T19:23:58Z,800000,False,,,0,,J. Duren STEAL (2 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
83,PT04M54.00S,2025-01-20T19:24:01.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630595,32.276609724047304,43.38235294117647,1610612765,19,26,2025-01-20T19:29:11Z,810000,False,33.0,251.0,1,left,MISS C. Cunningham 25' running pullup 3PT,[1630595],1610612765.0,DET,running pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
