actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
18,PT11M11.00S,2025-02-13T01:42:50.6Z,1,REGULAR,freethrow,1 of 1,[],1631106,,,1610612745,2,2,2025-02-13T01:42:56Z,180000,False,,,0,,MISS T. Eason Free Throw 1 of 1,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
19,PT11M11.00S,2025-02-13T01:42:50.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,2,2,2025-02-13T01:42:56Z,190000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,18.0,,,,,,,,,,1.0,1.0,0.0
20,PT10M58.00S,2025-02-13T01:43:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,91.27792378449409,56.61764705882353,1610612756,2,2,2025-02-13T01:43:08Z,200000,False,33.0,29.0,1,right,MISS B. Bol cutting Layup,[1629626],1610612756.0,PHX,cutting,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,4.43,Missed,,,,,,,,,,,,,,,
21,PT10M53.00S,2025-02-13T01:43:06.6Z,1,REGULAR,rebound,offensive,[],1629626,,,1610612756,2,2,2025-02-13T01:43:08Z,210000,False,,,0,,B. Bol REBOUND (Off:1 Def:0),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,20.0,,,,,,,,,,1.0,0.0,1.0
22,PT10M53.00S,2025-02-13T01:43:06.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629626,94.40999984741211,50.0,1610612756,2,2,2025-02-13T01:43:06Z,220000,False,0.0,0.0,1,right,MISS B. Bol tip Layup,[1629626],1610612756.0,PHX,tip,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
23,PT10M51.00S,2025-02-13T01:43:07.9Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,2,2,2025-02-13T01:43:07Z,230000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,,22.0,,,,,,,,,,2.0,1.0,1.0
24,PT10M51.00S,2025-02-13T01:43:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,94.40999984741211,50.0,1610612756,2,4,2025-02-13T01:43:07Z,240000,False,0.0,0.0,1,right,N. Richards tip Layup (2 PTS),[1630208],1610612756.0,PHX,tip,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,2.0,,,,,,,,,,,
25,PT10M46.00S,2025-02-13T01:43:12.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,5.601182654402102,5.147058823529411,1610612745,2,4,2025-02-13T01:43:23Z,250000,False,224.0,0.0,1,left,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,22.43,Missed,,,,,,,,,,,,,,,
26,PT10M44.00S,2025-02-13T01:43:14.9Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,2,4,2025-02-13T01:43:51Z,260000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,,,,,,25.0,,,,,,,,,,3.0,2.0,1.0
27,PT10M39.00S,2025-02-13T01:43:21.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,81.2910643889619,93.62745098039215,1610612756,2,7,2025-02-13T01:43:31Z,270000,False,218.0,123.0,1,right,R. O'Neale 25' 3PT running (3 PTS) (T. Jones 1 AST),"[1626220, 1626145]",1610612756.0,PHX,running,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,25.06,Made,,,,3.0,T. Jones,1626145.0,1.0,,,,,,,,
29,PT10M24.00S,2025-02-13T01:43:37.7Z,1,REGULAR,foul,personal,['2freethrow'],1629626,,,1610612745,2,7,2025-02-13T01:43:46Z,290000,False,,,0,,B. Bol shooting personal FOUL (1 PF) (Green 2 FT),"[1629626, 1630224]",1610612756.0,PHX,shooting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628481.0,1.0,0.0,Green,1630224.0,,,
31,PT10M24.00S,2025-02-13T01:44:02.2Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,2,7,2025-02-13T01:44:02Z,310000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
32,PT10M24.00S,2025-02-13T01:44:02.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,2,7,2025-02-13T01:44:02Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,
33,PT10M24.00S,2025-02-13T01:44:19.9Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,3,7,2025-02-13T01:44:19Z,330000,False,,,0,,J. Green Free Throw 2 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,,,,1.0,,,,,,,,,,,
34,PT10M09.00S,2025-02-13T01:44:36.3Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612756,3,7,2025-02-13T01:44:39Z,340000,False,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1641708]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,1.0,Thompson,1641708.0,,,,,,,,,,,,,,,,,
35,PT10M09.00S,2025-02-13T01:44:36.3Z,1,REGULAR,steal,,[],1641708,,,1610612745,3,7,2025-02-13T01:44:37Z,350000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
36,PT10M04.00S,2025-02-13T01:44:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,7.046649145860711,52.450980392156865,1610612745,5,7,2025-02-13T01:44:47Z,360000,False,-12.0,14.0,1,left,J. Green running finger roll Layup (3 PTS) (A. Thompson 1 AST),"[1630224, 1641708]",1610612745.0,HOU,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,1.84,Made,,,,3.0,A. Thompson,1641708.0,1.0,,,,,,,,
37,PT09M55.00S,2025-02-13T01:44:52.7Z,1,REGULAR,foul,personal,[],1628415,,,1610612756,5,7,2025-02-13T01:45:08Z,370000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 201142]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1628951.0,1.0,0.0,Durant,201142.0,,,
39,PT09M48.00S,2025-02-13T01:45:13.2Z,1,REGULAR,3pt,Jump Shot,[],1626220,73.27529566360053,13.970588235294118,1610612756,5,10,2025-02-13T01:45:17Z,390000,False,-180.0,199.0,1,right,R. O'Neale 26' 3PT  (6 PTS) (T. Jones 2 AST),"[1626220, 1626145]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,26.82,Made,,,,6.0,T. Jones,1626145.0,2.0,,,,,,,,
41,PT09M32.00S,2025-02-13T01:45:28.9Z,1,REGULAR,3pt,Jump Shot,[],1631106,5.995400788436268,97.05882352941177,1610612745,8,10,2025-02-13T01:45:33Z,410000,False,-235.0,4.0,1,left,T. Eason 3PT  (5 PTS) (A. Sengun 1 AST),"[1631106, 1630578]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,23.53,Made,,,,5.0,A. Sengun,1630578.0,1.0,,,,,,,,
43,PT09M13.00S,2025-02-13T01:45:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,91.67214191852825,55.88235294117647,1610612756,8,12,2025-02-13T01:45:53Z,430000,False,29.0,26.0,1,right,K. Durant driving finger roll Layup (4 PTS),[201142],1610612756.0,PHX,driving finger roll,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,3.91,Made,,,,4.0,,,,,,,,,,,
44,PT08M55.00S,2025-02-13T01:46:05.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.276609724047304,39.705882352941174,1610612745,8,12,2025-02-13T01:46:11Z,440000,False,51.0,251.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,25.61,Missed,,,,,,,,,,,,,,,
45,PT08M55.00S,2025-02-13T01:46:05.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,8,12,2025-02-13T01:46:11Z,450000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,44.0,,,,,,,,,,1.0,1.0,0.0
46,PT08M41.00S,2025-02-13T01:46:19.9Z,1,REGULAR,3pt,Jump Shot,[],1626145,79.188567674113,5.88235294117647,1610612756,8,12,2025-02-13T01:46:25Z,460000,False,-221.0,143.0,1,right,MISS T. Jones 26' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,26.29,Missed,,,,,,,,,,,,,,,
47,PT08M40.00S,2025-02-13T01:46:20.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,8,12,2025-02-13T01:46:25Z,470000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,46.0,,,,,,,,,,1.0,1.0,0.0
48,PT08M33.00S,2025-02-13T01:46:28.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,27.020367936925098,17.15686274509804,1610612745,8,12,2025-02-13T01:46:36Z,480000,False,164.0,201.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,25.99,Missed,,,,,,,,,,,,,,,
49,PT08M30.00S,2025-02-13T01:46:31.9Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,8,12,2025-02-13T01:46:36Z,490000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,48.0,,,,,,,,,,1.0,0.0,1.0
50,PT08M27.00S,2025-02-13T01:46:34.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631106,12.171484888304862,30.392156862745097,1610612745,8,12,2025-02-13T01:46:40Z,500000,False,98.0,62.0,1,left,MISS T. Eason 11' Jump Shot,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Right,,,,11.59,Missed,,,,,,,,,,,,,,,
51,PT08M27.00S,2025-02-13T01:46:34.3Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,8,12,2025-02-13T01:46:40Z,510000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Right,,,,,,,,50.0,,,,,,,,,,1.0,1.0,0.0
52,PT08M14.00S,2025-02-13T01:46:47.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,69.07030223390277,73.77450980392157,1610612756,8,15,2025-02-13T01:46:51Z,520000,False,119.0,238.0,1,right,R. O'Neale 26' 3PT  (9 PTS) (K. Durant 1 AST),"[1626220, 201142]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,26.62,Made,,,,9.0,K. Durant,201142.0,1.0,,,,,,,,
54,PT08M13.00S,2025-02-13T01:46:53.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,8,15,2025-02-13T01:46:53Z,540000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M59.00S,2025-02-13T01:49:59.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,10.5946123521682,49.754901960784316,1610612745,8,15,2025-02-13T01:50:08Z,550000,False,1.0,47.0,1,left,MISS A. Sengun driving Hook,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,4.71,Missed,,,,,,,,,,,,,,,
56,PT07M57.00S,2025-02-13T01:50:01.9Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,8,15,2025-02-13T01:50:08Z,560000,False,,,0,,N. Richards REBOUND (Off:1 Def:3),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,55.0,,,,,,,,,,4.0,3.0,1.0
57,PT07M35.00S,2025-02-13T01:50:23.7Z,1,REGULAR,2pt,Jump Shot,[],1629626,91.27792378449409,80.3921568627451,1610612756,8,15,2025-02-13T01:50:29Z,570000,False,152.0,29.0,1,right,MISS B. Bol 15' turnaround fadeaway Shot,[1629626],1610612756.0,PHX,turnaround fadeaway,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,,,,15.48,Missed,,,,,,,,,,,,,,,
58,PT07M35.00S,2025-02-13T01:50:23.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,8,15,2025-02-13T01:50:29Z,580000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,57.0,,,,,,,,,,2.0,2.0,0.0
59,PT07M26.00S,2025-02-13T01:50:33.2Z,1,REGULAR,2pt,Jump Shot,[],1641708,23.73521681997372,52.94117647058824,1610612745,8,15,2025-02-13T01:50:38Z,590000,False,-15.0,171.0,1,left,MISS A. Thompson 17' pullup Shot,[1641708],1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,17.12,Missed,,,,,,,,,,,,,,,
60,PT07M23.00S,2025-02-13T01:50:36.1Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,8,15,2025-02-13T01:50:36Z,600000,False,,,0,,T. Eason REBOUND (Off:1 Def:0),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,,,,,,59.0,,,,,,,,,,1.0,0.0,1.0
61,PT07M21.00S,2025-02-13T01:50:38.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,5.601182654402102,3.1862745098039214,1610612745,11,15,2025-02-13T01:50:42Z,610000,False,234.0,0.0,1,left,J. Green 3PT  (6 PTS) (T. Eason 1 AST),"[1630224, 1631106]",1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,23.41,Made,,,,6.0,T. Eason,1631106.0,1.0,,,,,,,,
63,PT07M09.00S,2025-02-13T01:50:50.5Z,1,REGULAR,turnover,out-of-bounds,[],1626145,,,1610612756,11,15,2025-02-13T01:51:01Z,630000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1626145],1610612756.0,PHX,bad pass,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,1.0,,,,,,,,,,,,1628481.0,,,,,,,
65,PT06M54.00S,2025-02-13T01:51:16.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630578,17.95335085413929,47.794117647058826,1610612745,11,15,2025-02-13T01:51:22Z,640000,False,11.0,116.0,1,left,MISS A. Sengun 11' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,11.68,Missed,,,,,,,,,,,,,,,
66,PT06M53.00S,2025-02-13T01:51:17.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,11,15,2025-02-13T01:51:22Z,650000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,65.0,,,,,,,,,,2.0,2.0,0.0
67,PT06M45.00S,2025-02-13T01:51:27.4Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612756,11,15,2025-02-13T01:51:34Z,660000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Durant 2 FT),"[1630224, 201142]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1628951.0,1.0,0.0,Durant,201142.0,,,
69,PT06M45.00S,2025-02-13T01:51:52.1Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,11,16,2025-02-13T01:51:52Z,680000,False,,,0,,K. Durant Free Throw 1 of 2 (5 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,Made,,,,5.0,,,,,,,,,,,
70,PT06M45.00S,2025-02-13T01:51:54.0Z,1,REGULAR,substitution,out,[],1629626,,,1610612756,11,16,2025-02-13T01:51:57Z,690000,False,,,0,,SUB out: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M45.00S,2025-02-13T01:51:54.0Z,1,REGULAR,substitution,in,[],1642346,,,1610612756,11,16,2025-02-13T01:51:57Z,700000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M45.00S,2025-02-13T01:52:12.0Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,11,17,2025-02-13T01:52:12Z,710000,False,,,0,,K. Durant Free Throw 2 of 2 (6 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,Made,,,,6.0,,,,,,,,,,,
73,PT06M32.00S,2025-02-13T01:52:29.7Z,1,REGULAR,foul,personal,[],1626145,,,1610612745,11,17,2025-02-13T01:52:48Z,720000,False,,,0,,T. Jones personal FOUL (1 PF),"[1626145, 1630224]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Green,1630224.0,,,
75,PT06M26.00S,2025-02-13T01:52:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.995400788436268,53.67647058823529,1610612745,11,17,2025-02-13T01:53:03Z,740000,False,-18.0,4.0,1,left,MISS J. Green driving finger roll Layup - blocked,"[1630224, 1630208]",1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,1.88,Missed,Richards,1630208.0,,,,,,,,,,,,,
76,PT06M26.00S,2025-02-13T01:52:58.4Z,1,REGULAR,block,,[],1630208,,,1610612745,11,17,2025-02-13T01:53:00Z,750000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT06M23.00S,2025-02-13T01:53:01.4Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,11,17,2025-02-13T01:53:03Z,760000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,75.0,,,,,,,,,,3.0,2.0,1.0
78,PT06M20.00S,2025-02-13T01:53:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630224,6.652431011826544,50.98039215686274,1610612745,13,17,2025-02-13T01:53:14Z,770000,False,-5.0,10.0,1,left,J. Green cutting finger roll Layup (8 PTS) (A. Thompson 2 AST),"[1630224, 1641708]",1610612745.0,HOU,cutting finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,1.11,Made,,,,8.0,A. Thompson,1641708.0,2.0,,,,,,,,
80,PT06M13.00S,2025-02-13T01:53:11.3Z,1,REGULAR,3pt,Jump Shot,[],1626145,67.09921156373193,60.049019607843135,1610612756,13,20,2025-02-13T01:53:20Z,790000,False,50.0,257.0,1,right,T. Jones 26' 3PT pullup (3 PTS),[1626145],1610612756.0,PHX,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,26.17,Made,,,,3.0,,,,,,,,,,,
81,PT05M57.00S,2025-02-13T01:53:26.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,18.74178712220762,54.65686274509803,1610612745,13,20,2025-02-13T01:53:31Z,800000,False,-23.0,124.0,1,left,MISS D. Brooks 12' pullup Shot,[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,12.59,Missed,,,,,,,,,,,,,,,
82,PT05M57.00S,2025-02-13T01:53:26.2Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,13,20,2025-02-13T01:53:31Z,810000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,81.0,,,,,,,,,,3.0,3.0,0.0
83,PT05M39.00S,2025-02-13T01:53:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.94809461235218,51.225490196078425,1610612756,13,20,2025-02-13T01:53:50Z,820000,False,6.0,117.0,1,right,MISS K. Durant 11' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,11.74,Missed,,,,,,,,,,,,,,,
84,PT05M39.00S,2025-02-13T01:53:44.0Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,13,20,2025-02-13T01:53:50Z,830000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,83.0,,,,,,,,,,2.0,1.0,1.0
