actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT12M00.00S,2025-04-03T00:42:18.7Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612762,33,26,2025-04-03T00:42:48Z,1650000,False,,,0,,SUB out: K. Martin,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-04-03T00:42:18.7Z,2,REGULAR,substitution,in,['startperiod'],1641708,,,1610612762,33,26,2025-04-03T00:42:48Z,1660000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-04-03T00:42:18.7Z,2,REGULAR,substitution,in,['startperiod'],1629012,,,1610612762,33,26,2025-04-03T00:42:48Z,1670000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-04-03T00:42:58.5Z,2,REGULAR,period,start,[],0,,,1610612745,33,26,2025-04-03T00:42:58Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M54.00S,2025-04-03T00:43:03.5Z,2,REGULAR,turnover,bad pass,[],1628988,,,1610612745,33,26,2025-04-03T00:43:09Z,1690000,False,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 1631117]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,Kessler,1631117.0,,,,
177,PT11M54.00S,2025-04-03T00:43:03.5Z,2,REGULAR,steal,,[],1631117,,,1610612762,33,26,2025-04-03T00:43:05Z,1700000,False,,,0,,W. Kessler STEAL (2 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
178,PT11M53.00S,2025-04-03T00:43:07.6Z,2,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612762,33,26,2025-04-03T00:43:16Z,1710000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Kessler 2 FT),"[1628988, 1631117]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,,,1.0,0.0,Kessler,1631117.0
180,PT11M53.00S,2025-04-03T00:43:39.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631117,,,1610612762,33,26,2025-04-03T00:43:39Z,1730000,False,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
181,PT11M53.00S,2025-04-03T00:43:39.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,33,26,2025-04-03T00:43:39Z,1740000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,
182,PT11M53.00S,2025-04-03T00:43:56.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631117,,,1610612762,33,27,2025-04-03T00:43:56Z,1750000,False,,,0,,W. Kessler Free Throw 2 of 2 (1 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
183,PT11M39.00S,2025-04-03T00:44:12.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,6.389618922470433,54.65686274509803,1610612745,35,27,2025-04-03T00:44:17Z,1760000,False,-23.0,8.0,1,left,A. Thompson cutting DUNK (4 PTS) (A. Sengun 5 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,4.0,A. Sengun,1630578.0,5.0,,,,,,,,,
185,PT11M22.00S,2025-04-03T00:44:32.6Z,2,REGULAR,turnover,out-of-bounds,[],1629004,,,1610612762,35,27,2025-04-03T00:44:42Z,1780000,False,,,0,,S. Mykhailiuk step out-of-bounds TURNOVER (2 TO),[1629004],1610612762.0,UTA,step,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,,,,,,,1626301.0,,,,,,,2.0,,,,,,
186,PT11M10.00S,2025-04-03T00:44:54.1Z,2,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612745,35,27,2025-04-03T00:45:04Z,1790000,False,,,0,,W. Kessler shooting personal FOUL (2 PF) (Sengun 2 FT),"[1631117, 1630578]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626301.0,,,,,,,,,,2.0,0.0,Sengun,1630578.0
188,PT11M10.00S,2025-04-03T00:45:30.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,36,27,2025-04-03T00:45:30Z,1810000,False,,,0,,A. Sengun Free Throw 1 of 2 (4 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
189,PT11M10.00S,2025-04-03T00:45:48.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,37,27,2025-04-03T00:45:48Z,1820000,False,,,0,,A. Sengun Free Throw 2 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
190,PT10M58.00S,2025-04-03T00:46:01.0Z,2,REGULAR,3pt,Jump Shot,[],1629012,67.62483574244416,49.01960784313725,1610612762,37,27,2025-04-03T00:46:54Z,1830000,False,-5.0,252.0,1,right,MISS C. Sexton 25' pullup 3PT,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,25.18,Missed,,,,,,,,,,,,,,,,,,
191,PT10M57.00S,2025-04-03T00:46:02.0Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,37,27,2025-04-03T00:46:09Z,1840000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,,,
192,PT10M47.00S,2025-04-03T00:46:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,6.652431011826544,49.01960784313725,1610612745,39,27,2025-04-03T00:46:20Z,1850000,False,5.0,10.0,1,left,T. Eason alley-oop Layup (2 PTS) (A. Thompson 2 AST),"[1631106, 1641708]",1610612745.0,HOU,alley-oop,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,2.0,A. Thompson,1641708.0,2.0,,,,,,,,,
194,PT10M47.00S,2025-04-03T00:46:20.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612762,39,27,2025-04-03T00:46:27Z,1870000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,1199.0,,,,,,,,,,,,,
195,PT10M37.00S,2025-04-03T00:46:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.24901445466492,56.372549019607845,1610612762,39,29,2025-04-03T00:46:42Z,1880000,False,32.0,11.0,1,right,C. Sexton driving finger roll Layup (11 PTS),[1629012],1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.37,Made,,,,,,11.0,,,,,,,,,,,,
196,PT10M19.00S,2025-04-03T00:46:52.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,9.017739816031538,49.26470588235294,1610612745,41,29,2025-04-03T00:46:56Z,1890000,False,4.0,32.0,1,left,A. Sengun turnaround Hook (7 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,,7.0,,,,,,,,,,,,
197,PT10M05.00S,2025-04-03T00:47:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.51182654402102,46.568627450980394,1610612762,41,31,2025-04-03T00:47:13Z,1900000,False,-17.0,8.0,1,right,C. Sexton driving finger roll Layup (13 PTS),[1629012],1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,13.0,,,,,,,,,,,,
198,PT09M52.00S,2025-04-03T00:47:21.0Z,2,REGULAR,turnover,lost ball,[],1641708,,,1610612745,41,31,2025-04-03T00:51:16Z,1910000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641708, 1629004]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0,,,,
199,PT09M52.00S,2025-04-03T00:47:21.0Z,2,REGULAR,steal,,[],1629004,,,1610612762,41,31,2025-04-03T00:47:22Z,1920000,False,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
200,PT09M47.00S,2025-04-03T00:47:25.3Z,2,REGULAR,turnover,bad pass,[],1629004,,,1610612762,41,31,2025-04-03T00:52:12Z,1930000,False,,,0,,S. Mykhailiuk bad pass TURNOVER (3 TO),"[1629004, 1631106]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,3.0,Eason,1631106.0,,,,
201,PT09M47.00S,2025-04-03T00:47:25.3Z,2,REGULAR,steal,,[],1631106,,,1610612745,41,31,2025-04-03T00:47:27Z,1940000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
202,PT09M42.00S,2025-04-03T00:47:30.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631106,13.485545335085414,52.450980392156865,1610612745,43,31,2025-04-03T00:49:35Z,1950000,False,-12.0,74.0,1,left,T. Eason 7' running DUNK (4 PTS) (J. Smith Jr. 1 AST),"[1631106, 1631095]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,,,,,,4.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,
204,PT09M29.00S,2025-04-03T00:47:45.1Z,2,REGULAR,turnover,out-of-bounds,[],1641729,,,1610612762,43,31,2025-04-03T00:48:06Z,1970000,False,,,0,,B. Sensabaugh lost ball out-of-bounds TURNOVER (1 TO),[1641729],1610612762.0,UTA,lost ball,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,,1146.0,,,,,,,1.0,,,,,,
205,PT09M15.00S,2025-04-03T00:48:06.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630578,21.632720105124836,53.92156862745098,1610612745,43,31,2025-04-03T00:48:15Z,1980000,False,-20.0,151.0,1,left,MISS A. Sengun 15' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,15.21,Missed,,,,,,,,,,,,,,,,,,
206,PT09M13.00S,2025-04-03T00:48:08.8Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,43,31,2025-04-03T00:48:15Z,1990000,False,,,0,,W. Kessler REBOUND (Off:4 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Center,,,205.0,6.0,2.0,4.0,,,,,,,,,,,,,,
207,PT09M06.00S,2025-04-03T00:48:19.6Z,2,REGULAR,foul,personal,[],1631106,,,1610612762,43,31,2025-04-03T00:48:27Z,2000000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 1629012]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,1199.0,,,,,,,,,,1.0,0.0,Sexton,1629012.0
209,PT09M06.00S,2025-04-03T00:48:28.5Z,2,REGULAR,substitution,out,[],1631106,,,1610612762,43,31,2025-04-03T00:48:44Z,2020000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M06.00S,2025-04-03T00:48:28.5Z,2,REGULAR,substitution,out,[],1629004,,,1610612762,43,31,2025-04-03T00:48:44Z,2030000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M06.00S,2025-04-03T00:48:28.5Z,2,REGULAR,substitution,in,[],1628415,,,1610612762,43,31,2025-04-03T00:48:44Z,2040000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M06.00S,2025-04-03T00:48:28.5Z,2,REGULAR,substitution,in,[],1630531,,,1610612762,43,31,2025-04-03T00:48:44Z,2050000,False,,,0,,SUB in: J. Springer,[1630531],1610612762.0,UTA,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M55.00S,2025-04-03T00:48:55.9Z,2,REGULAR,foul,personal,['2freethrow'],1641708,,,1610612762,43,31,2025-04-03T00:49:05Z,2060000,False,,,0,,A. Thompson shooting personal FOUL (2 PF) (Kessler 2 FT),"[1641708, 1631117]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,,,,,,2.0,0.0,Kessler,1631117.0
215,PT08M55.00S,2025-04-03T00:49:22.3Z,2,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,43,31,2025-04-03T00:49:43Z,2080000,False,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT08M55.00S,2025-04-03T00:49:22.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,43,31,2025-04-03T00:49:43Z,2090000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,
217,PT08M55.00S,2025-04-03T00:49:22.3Z,2,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,43,31,2025-04-03T00:49:43Z,2100000,False,,,0,,MISS W. Kessler Free Throw 2 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
218,PT08M54.00S,2025-04-03T00:49:23.3Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,43,31,2025-04-03T00:49:43Z,2110000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,217.0,6.0,5.0,1.0,,,,,,,,,,,,,,
219,PT08M38.00S,2025-04-03T00:49:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,6.258212877792378,45.588235294117645,1610612745,43,31,2025-04-03T00:50:10Z,2120000,False,22.0,6.0,1,left,MISS J. Smith Jr. driving Layup,[1631095],1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.3,Missed,,,,,,,,,,,,,,,,,,
220,PT08M37.00S,2025-04-03T00:49:55.5Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,43,31,2025-04-03T00:50:01Z,2130000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,219.0,7.0,5.0,2.0,,,,,,,,,,,,,,
221,PT08M37.00S,2025-04-03T00:49:57.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,5.590000152587891,50.0,1610612745,43,31,2025-04-03T00:49:57Z,2140000,False,0.0,0.0,1,left,MISS J. Smith Jr. tip Layup,[1631095],1610612745.0,HOU,tip,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
222,PT08M37.00S,2025-04-03T00:49:57.3Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,43,31,2025-04-03T00:49:57Z,2150000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,221.0,8.0,5.0,3.0,,,,,,,,,,,,,,
223,PT08M37.00S,2025-04-03T00:49:57.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,5.601182654402102,48.529411764705884,1610612745,45,31,2025-04-03T00:50:05Z,2160000,False,7.0,0.0,1,left,J. Smith Jr. putback Layup (7 PTS),[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,7.0,,,,,,,,,,,,
224,PT08M37.00S,2025-04-03T00:50:00.6Z,2,REGULAR,foul,personal,['1freethrow'],1630548,,,1610612745,45,31,2025-04-03T00:50:11Z,2170000,False,,,0,,J. Juzang shooting personal FOUL (2 PF) (Smith Jr. 1 FT),"[1630548, 1631095]",1610612762.0,UTA,shooting,,,Juzang,J. Juzang,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,,,,,,2.0,0.0,Smith Jr.,1631095.0
226,PT08M37.00S,2025-04-03T00:50:12.6Z,2,REGULAR,substitution,out,[],1628988,,,1610612745,45,31,2025-04-03T00:50:58Z,2190000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M37.00S,2025-04-03T00:50:12.6Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,45,31,2025-04-03T00:50:58Z,2200000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M37.00S,2025-04-03T00:50:12.6Z,2,REGULAR,substitution,out,[],1631117,,,1610612745,45,31,2025-04-03T00:50:58Z,2210000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M37.00S,2025-04-03T00:50:12.6Z,2,REGULAR,substitution,in,[],1629111,,,1610612745,45,31,2025-04-03T00:50:58Z,2220000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M37.00S,2025-04-03T00:50:12.6Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,45,31,2025-04-03T00:50:58Z,2230000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M37.00S,2025-04-03T00:50:12.6Z,2,REGULAR,substitution,in,[],1642271,,,1610612745,45,31,2025-04-03T00:50:58Z,2240000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M37.00S,2025-04-03T00:50:38.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631095,,,1610612745,46,31,2025-04-03T00:50:38Z,2250000,False,,,0,,J. Smith Jr. Free Throw 1 of 1 (8 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
233,PT08M21.00S,2025-04-03T00:50:56.0Z,2,REGULAR,3pt,Jump Shot,[],1642271,67.7562417871222,63.725490196078425,1610612762,46,31,2025-04-03T00:51:03Z,2260000,False,69.0,251.0,1,right,MISS K. Filipowski 25' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
234,PT08M20.00S,2025-04-03T00:50:57.0Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,46,31,2025-04-03T00:51:03Z,2270000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:6),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,233.0,9.0,6.0,3.0,,,,,,,,,,,,,,
235,PT08M11.00S,2025-04-03T00:51:09.4Z,2,REGULAR,foul,personal,['2freethrow'],1641729,,,1610612745,46,31,2025-04-03T00:51:25Z,2280000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Green 2 FT),"[1641729, 1630224]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,1199.0,,,,,,,,,,1.0,0.0,Green,1630224.0
237,PT08M11.00S,2025-04-03T00:51:32.3Z,2,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,47,31,2025-04-03T00:51:49Z,2300000,False,,,0,,J. Green Free Throw 1 of 2 (9 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,9.0,,,,,,,,,,,,
238,PT08M11.00S,2025-04-03T00:51:32.3Z,2,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,47,31,2025-04-03T00:51:49Z,2310000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT08M10.00S,2025-04-03T00:51:33.3Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,47,31,2025-04-03T00:51:49Z,2320000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:6),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,238.0,7.0,6.0,1.0,,,,,,,,,,,,,,
240,PT07M55.00S,2025-04-03T00:52:00.7Z,2,REGULAR,3pt,Jump Shot,[],1641729,66.3107752956636,57.84313725490197,1610612762,47,34,2025-04-03T00:52:05Z,2330000,False,39.0,264.0,1,right,B. Sensabaugh 26' 3PT  (6 PTS) (J. Juzang 1 AST),"[1641729, 1630548]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,26.71,Made,,,,,,6.0,J. Juzang,1630548.0,1.0,,,,,,,,,
242,PT07M42.00S,2025-04-03T00:52:12.9Z,2,REGULAR,3pt,Jump Shot,[],1629111,30.962549277266753,58.333333333333336,1610612745,47,34,2025-04-03T00:52:21Z,2350000,False,-42.0,239.0,1,left,MISS J. Landale 24' 3PT,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,24.21,Missed,,,,,,,,,,,,,,,,,,
243,PT07M39.00S,2025-04-03T00:52:15.9Z,2,REGULAR,rebound,defensive,[],1630531,,,1610612762,47,34,2025-04-03T00:52:21Z,2360000,False,,,0,,J. Springer REBOUND (Off:0 Def:1),[1630531],1610612762.0,UTA,,,,Springer,J. Springer,,,,,Above the Break 3,24+ Center,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,,,
244,PT07M32.00S,2025-04-03T00:52:27.8Z,2,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612762,47,34,2025-04-03T00:52:42Z,2370000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Springer 2 FT),"[1629111, 1630531]",1610612745.0,HOU,shooting,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,,,,,,,,,,1.0,0.0,Springer,1630531.0
246,PT07M32.00S,2025-04-03T00:52:55.4Z,2,REGULAR,freethrow,1 of 2,[],1630531,,,1610612762,47,35,2025-04-03T00:53:22Z,2390000,False,,,0,,J. Springer Free Throw 1 of 2 (1 PTS),[1630531],1610612762.0,UTA,,,,Springer,J. Springer,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
247,PT07M32.00S,2025-04-03T00:52:56.3Z,2,REGULAR,substitution,out,[],1629012,,,1610612762,47,35,2025-04-03T00:53:04Z,2400000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M32.00S,2025-04-03T00:52:56.3Z,2,REGULAR,substitution,in,[],1641718,,,1610612762,47,35,2025-04-03T00:53:04Z,2410000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M32.00S,2025-04-03T00:52:55.4Z,2,REGULAR,freethrow,2 of 2,[],1630531,,,1610612762,47,35,2025-04-03T00:53:22Z,2420000,False,,,0,,MISS J. Springer Free Throw 2 of 2,[1630531],1610612762.0,UTA,,,,Springer,J. Springer,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
250,PT07M32.00S,2025-04-03T00:52:55.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,47,35,2025-04-03T00:53:22Z,2430000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:7),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,249.0,10.0,7.0,3.0,,,,,,,,,,,,,,
251,PT07M13.00S,2025-04-03T00:53:35.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,6.915243101182654,55.88235294117647,1610612745,49,35,2025-04-03T00:54:19Z,2440000,False,-29.0,13.0,1,left,J. Landale DUNK (4 PTS) (J. Smith Jr. 2 AST),"[1629111, 1631095]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,,4.0,J. Smith Jr.,1631095.0,2.0,,,,,,,,,
253,PT07M01.00S,2025-04-03T00:53:47.6Z,2,REGULAR,2pt,Jump Shot,[],1641729,78.40013140604468,59.31372549019608,1610612762,49,35,2025-04-03T00:54:50Z,2460000,False,47.0,151.0,1,right,MISS B. Sensabaugh 15' pullup Shot,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Center,15.75,Missed,,,,,,,,,,,,,,,,,,
254,PT07M01.00S,2025-04-03T00:53:47.6Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,49,35,2025-04-03T00:54:01Z,2470000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Center,,,253.0,3.0,3.0,0.0,,,,,,,,,,,,,,
