actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
27,PT09M34.00S,2025-04-03T00:14:25.2Z,1,REGULAR,turnover,bad pass,[],1631106,,,1610612745,6,2,2025-04-03T00:19:37Z,270000,False,,,0,,T. Eason bad pass TURNOVER (1 TO),"[1631106, 1642271]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Filipowski,1642271.0,,,,
28,PT09M34.00S,2025-04-03T00:14:25.2Z,1,REGULAR,steal,,[],1642271,,,1610612762,6,2,2025-04-03T00:14:27Z,280000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M24.00S,2025-04-03T00:14:47.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642271,81.94809461235218,4.411764705882353,1610612762,6,2,2025-04-03T00:14:55Z,300000,False,-228.0,117.0,1,right,MISS K. Filipowski 25' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
31,PT09M23.00S,2025-04-03T00:14:48.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,6,2,2025-04-03T00:14:55Z,310000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,30.0,3.0,3.0,0.0,,,,,,,,,,,,,,
32,PT09M17.00S,2025-04-03T00:14:54.5Z,1,REGULAR,3pt,Jump Shot,[],1628415,10.85742444152431,4.166666666666666,1610612745,9,2,2025-04-03T00:16:23Z,320000,False,229.0,50.0,1,left,D. Brooks 3PT  (6 PTS) (A. Thompson 1 AST),"[1628415, 1641708]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,23.45,Made,,,,,,6.0,A. Thompson,1641708.0,1.0,,,,,,,,,
33,PT09M03.00S,2025-04-03T00:15:10.6Z,1,REGULAR,3pt,Jump Shot,[],1641729,67.36202365308804,67.40196078431373,1610612762,9,2,2025-04-03T00:32:22Z,330000,False,87.0,254.0,1,right,MISS B. Sensabaugh 26' pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
34,PT09M01.00S,2025-04-03T00:15:12.6Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,9,2,2025-04-03T00:32:22Z,340000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,33.0,3.0,2.0,1.0,,,,,,,,,,,,,,
129,PT09M01.00S,2025-04-03T00:15:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642271,92.85479632063075,52.20588235294118,1610612762,9,2,2025-04-03T00:35:00Z,345000,False,11.0,15.0,1,right,MISS K. Filipowski tip Layup,[1642271],1610612762.0,UTA,tip,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
130,PT09M00.00S,2025-04-03T00:15:19.8Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,9,2,2025-04-03T00:35:00Z,347500,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M47.00S,2025-04-03T00:15:27.0Z,1,REGULAR,foul,personal,[],1631117,,,1610612745,9,2,2025-04-03T00:35:00Z,350000,False,,,0,,W. Kessler personal FOUL (1 PF),"[1631117, 1630578]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,1199.0,,,,,,,,,,1.0,0.0,Sengun,1630578.0
39,PT08M37.00S,2025-04-03T00:16:59.1Z,1,REGULAR,2pt,Jump Shot,[],1630578,24.392247043363994,30.637254901960787,1610612745,9,2,2025-04-03T00:17:07Z,380000,False,97.0,177.0,1,left,MISS A. Sengun 20' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,20.16,Missed,,,,,,,,,,,,,,,,,,
40,PT08M36.00S,2025-04-03T00:17:00.1Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,9,2,2025-04-03T00:17:07Z,390000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Right Center,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
41,PT08M23.00S,2025-04-03T00:17:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,84.1819973718791,36.029411764705884,1610612762,9,2,2025-04-03T00:17:21Z,400000,False,-70.0,96.0,1,right,MISS C. Sexton 11' fadeaway Shot,[1629012],1610612762.0,UTA,fadeaway,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Left,11.89,Missed,,,,,,,,,,,,,,,,,,
42,PT08M23.00S,2025-04-03T00:17:12.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,9,2,2025-04-03T00:17:21Z,410000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M15.00S,2025-04-03T00:17:21.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,30.962549277266753,25.735294117647058,1610612745,9,2,2025-04-03T00:18:21Z,420000,False,121.0,239.0,1,left,MISS J. Green 26' running 3PT,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.76,Missed,,,,,,,,,,,,,,,,,,
44,PT08M13.00S,2025-04-03T00:17:23.1Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612745,9,2,2025-04-03T00:17:31Z,430000,False,,,0,,D. Brooks REBOUND (Off:1 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
45,PT08M04.00S,2025-04-03T00:17:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,9.806176084099869,49.50980392156863,1610612745,9,2,2025-04-03T00:17:39Z,440000,False,2.0,40.0,1,left,MISS A. Sengun cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.98,Missed,,,,,,,,,,,,,,,,,,
46,PT08M02.00S,2025-04-03T00:17:34.2Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,9,2,2025-04-03T00:17:39Z,450000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,45.0,4.0,3.0,1.0,,,,,,,,,,,,,,
48,PT07M49.00S,2025-04-03T00:18:05.9Z,1,REGULAR,3pt,Jump Shot,[],1642268,92.59198423127464,3.9215686274509802,1610612762,9,5,2025-04-03T00:18:10Z,470000,False,-230.0,17.0,1,right,I. Collier 3PT  (3 PTS) (B. Sensabaugh 1 AST),"[1642268, 1641729]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Left Corner 3,24+ Left,23.1,Made,,,,,,3.0,B. Sensabaugh,1641729.0,1.0,,,,,,,,,
50,PT07M35.00S,2025-04-03T00:18:19.0Z,1,REGULAR,2pt,Jump Shot,[],1628415,20.844283837056505,71.07843137254902,1610612745,11,5,2025-04-03T00:18:26Z,490000,False,-105.0,143.0,1,left,D. Brooks 17' pullup Jump Shot (8 PTS),[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,17.8,Made,,,,,,8.0,,,,,,,,,,,,
51,PT07M24.00S,2025-04-03T00:18:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.64323258869908,46.81372549019608,1610612762,11,7,2025-04-03T00:18:38Z,500000,False,-16.0,7.0,1,right,C. Sexton driving finger roll Layup (4 PTS) (I. Collier 1 AST),"[1629012, 1642268]",1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,4.0,I. Collier,1642268.0,1.0,,,,,,,,,
53,PT07M12.00S,2025-04-03T00:18:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,14.4053876478318,62.00980392156863,1610612745,11,7,2025-04-03T00:19:03Z,520000,False,-60.0,83.0,1,left,MISS D. Brooks 10' pullup Shot - blocked,"[1628415, 1629012]",1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Left,10.23,Missed,,,,,,,,,,Sexton,1629012.0,,,,,,,
54,PT07M12.00S,2025-04-03T00:18:43.1Z,1,REGULAR,block,,[],1629012,,,1610612745,11,7,2025-04-03T00:18:45Z,530000,False,,,0,,C. Sexton BLOCK (1 BLK),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
55,PT07M12.00S,2025-04-03T00:18:43.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,11,7,2025-04-03T00:19:03Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,53.0,,,,,,,,,,,,,,,,,
56,PT07M12.00S,2025-04-03T00:18:56.8Z,1,REGULAR,turnover,offensive-kicked-ball,[],1628415,,,1610612745,11,7,2025-04-03T00:19:19Z,550000,False,,,0,,D. Brooks offensive-kicked-ball TURNOVER (1 TO),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1.0,,,,,,
58,PT07M12.00S,2025-04-03T00:20:56.7Z,1,REGULAR,foul,technical,['1freethrow'],1628415,,,1610612762,11,7,2025-04-03T00:21:36Z,570000,False,,,0,,D. Brooks technical FOUL (1 Tech),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1146.0,,,,,,,,,,0.0,1.0,,
59,PT07M12.00S,2025-04-03T00:21:11.3Z,1,REGULAR,substitution,out,[],1631106,,,1610612762,11,7,2025-04-03T00:21:34Z,580000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M12.00S,2025-04-03T00:21:11.3Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,11,7,2025-04-03T00:21:34Z,590000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M12.00S,2025-04-03T00:21:11.3Z,1,REGULAR,substitution,out,[],1641729,,,1610612762,11,7,2025-04-03T00:21:34Z,600000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M12.00S,2025-04-03T00:21:11.3Z,1,REGULAR,substitution,in,[],1631095,,,1610612762,11,7,2025-04-03T00:21:34Z,610000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M12.00S,2025-04-03T00:21:11.3Z,1,REGULAR,substitution,in,[],1641718,,,1610612762,11,7,2025-04-03T00:21:34Z,620000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M12.00S,2025-04-03T00:21:11.3Z,1,REGULAR,substitution,in,[],1630231,,,1610612762,11,7,2025-04-03T00:21:34Z,630000,False,,,0,,SUB in: K. Martin,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M12.00S,2025-04-03T00:21:38.0Z,1,REGULAR,freethrow,1 of 1,[],1629012,,,1610612762,11,8,2025-04-03T00:21:38Z,640000,False,,,0,,C. Sexton technical Free Throw 1 of 1 (5 PTS),[1629012],1610612762.0,UTA,technical,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
66,PT06M59.00S,2025-04-03T00:22:01.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642268,68.28186596583443,61.029411764705884,1610612762,11,11,2025-04-03T00:22:06Z,650000,False,55.0,246.0,1,right,I. Collier 25' 3PT pullup (6 PTS),[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,25.18,Made,,,,,,6.0,,,,,,,,,,,,
67,PT06M47.00S,2025-04-03T00:22:13.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,6.915243101182654,55.392156862745104,1610612745,13,11,2025-04-03T00:22:19Z,660000,False,-27.0,13.0,1,left,A. Thompson cutting DUNK (2 PTS) (A. Sengun 2 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,,2.0,A. Sengun,1630578.0,2.0,,,,,,,,,
69,PT06M40.00S,2025-04-03T00:22:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629012,93.38042049934296,56.127450980392155,1610612762,13,13,2025-04-03T00:22:34Z,680000,False,31.0,10.0,1,right,C. Sexton driving finger roll Layup (7 PTS) (I. Collier 2 AST),"[1629012, 1642268]",1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,7.0,I. Collier,1642268.0,2.0,,,,,,,,,
70,PT06M40.00S,2025-04-03T00:22:26.7Z,1,REGULAR,violation,defensive goaltending,[],1630578,,,1610612762,13,13,2025-04-03T00:22:34Z,690000,False,,,0,,A. Sengun defensive goaltending VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
71,PT06M40.00S,2025-04-03T00:22:31.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,13,2025-04-03T00:22:31Z,700000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M31.00S,2025-04-03T00:25:28.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,31.61957950065703,48.03921568627451,1610612745,13,13,2025-04-03T00:25:35Z,710000,False,10.0,245.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,24.49,Missed,,,,,,,,,,,,,,,,,,
74,PT06M30.00S,2025-04-03T00:25:29.8Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,13,13,2025-04-03T00:25:35Z,720000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,73.0,5.0,4.0,1.0,,,,,,,,,,,,,,
75,PT06M23.00S,2025-04-03T00:25:37.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642268,92.85479632063075,52.69607843137255,1610612762,13,15,2025-04-03T00:25:44Z,730000,False,13.0,15.0,1,right,I. Collier running reverse Layup (8 PTS) (K. Filipowski 1 AST),"[1642268, 1642271]",1610612762.0,UTA,running reverse,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,8.0,K. Filipowski,1642271.0,1.0,,,,,,,,,
77,PT06M14.00S,2025-04-03T00:25:46.3Z,1,REGULAR,3pt,Jump Shot,[],1631095,32.802233902759525,43.13725490196079,1610612745,13,15,2025-04-03T00:25:52Z,750000,False,34.0,256.0,1,left,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
78,PT06M13.00S,2025-04-03T00:25:47.3Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,13,15,2025-04-03T00:25:52Z,760000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:5),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,77.0,6.0,5.0,1.0,,,,,,,,,,,,,,
79,PT06M01.00S,2025-04-03T00:25:59.5Z,1,REGULAR,2pt,Jump Shot,[],1629012,78.53153745072274,50.73529411764706,1610612762,13,17,2025-04-03T00:26:03Z,770000,False,4.0,149.0,1,right,C. Sexton 14' pullup Jump Shot (9 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Center,14.93,Made,,,,,,9.0,,,,,,,,,,,,
81,PT05M47.00S,2025-04-03T00:26:20.0Z,1,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612745,13,17,2025-04-03T00:26:26Z,790000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Sengun 2 FT),"[1642271, 1630578]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,,,1.0,0.0,Sengun,1630578.0
83,PT05M47.00S,2025-04-03T00:26:45.8Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,14,17,2025-04-03T00:26:45Z,810000,False,,,0,,A. Sengun Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
84,PT05M47.00S,2025-04-03T00:26:45.8Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,14,17,2025-04-03T00:27:06Z,820000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
