actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
41,PT08M24.00S,2024-11-05T01:52:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,15.456636005256241,54.41176470588235,1610612752,8,9,2024-11-05T01:52:26Z,410000,False,-22.0,93.0,1,left,MISS M. Bridges 9' fadeaway Shot,[1628969],1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,9.54,,,,,,,,,,,
42,PT08M24.00S,2024-11-05T01:52:20.6Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,8,9,2024-11-05T01:52:26Z,420000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,41.0,3.0,3.0,0.0,,,,,,,
43,PT08M01.00S,2024-11-05T01:52:42.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,86.81011826544021,56.127450980392155,1610612745,10,9,2024-11-05T01:52:48Z,430000,False,31.0,71.0,1,right,A. Sengun 7' turnaround Hook (4 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,4.0,7.78,,,,,,,,,,,
44,PT07M42.00S,2024-11-05T01:53:10.4Z,1,REGULAR,turnover,lost ball,[],1628404,,,1610612752,10,9,2024-11-05T01:53:14Z,440000,False,,,0,,J. Hart lost ball TURNOVER (1 TO),"[1628404, 1627832]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,VanVleet,1627832.0
45,PT07M42.00S,2024-11-05T01:53:10.4Z,1,REGULAR,steal,,[],1627832,,,1610612745,10,9,2024-11-05T01:53:11Z,450000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M37.00S,2024-11-05T01:53:15.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630224,77.87450722733246,7.352941176470589,1610612745,10,9,2024-11-05T01:53:23Z,460000,False,-213.0,155.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,26.39,,,,,,,,,,,
47,PT07M36.00S,2024-11-05T01:53:16.5Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612745,10,9,2024-11-05T01:55:23Z,470000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:0),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,46.0,1.0,0.0,1.0,,,,,,,
48,PT07M31.00S,2024-11-05T01:53:22.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628415,72.7496714848883,82.59803921568627,1610612745,13,9,2024-11-05T02:54:22Z,480000,False,163.0,204.0,1,right,D. Brooks 26' 3PT  (3 PTS) (F. VanVleet 2 AST),"[1628415, 1627832]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,3.0,26.09,,,,,F. VanVleet,1627832.0,2.0,,,,
50,PT07M13.00S,2024-11-05T01:53:39.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,18.2161629434954,95.58823529411765,1610612752,13,12,2024-11-05T01:56:21Z,500000,False,-228.0,119.0,1,left,O. Anunoby 25' 3PT  (3 PTS) (J. Hart 1 AST),"[1628384, 1628404]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,3.0,25.7,,,,,J. Hart,1628404.0,1.0,,,,
52,PT07M01.00S,2024-11-05T01:53:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,80.3712220762155,49.26470588235294,1610612745,15,12,2024-11-05T01:53:58Z,520000,False,-4.0,132.0,1,right,A. Sengun 13' pullup Jump Shot (6 PTS) (F. VanVleet 3 AST),"[1630578, 1627832]",1610612745.0,HOU,pullup,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,6.0,13.21,,,,,F. VanVleet,1627832.0,3.0,,,,
54,PT06M50.00S,2024-11-05T01:54:03.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,9.937582128777924,45.83333333333333,1610612752,15,12,2024-11-05T01:54:10Z,540000,False,21.0,41.0,1,left,MISS K. Towns cutting Layup - blocked,"[1626157, 1630578]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,4.59,,,,,,,,Sengun,1630578.0,,
55,PT06M50.00S,2024-11-05T01:54:03.1Z,1,REGULAR,block,,[],1630578,,,1610612752,15,12,2024-11-05T01:54:05Z,550000,False,,,0,,A. Sengun BLOCK (2 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M48.00S,2024-11-05T01:54:05.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,15,12,2024-11-05T01:54:37Z,560000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,54.0,4.0,4.0,0.0,,,,,,,
57,PT06M41.00S,2024-11-05T01:54:11.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627832,89.61892247043363,36.55407475490196,1610612745,17,12,2024-11-05T01:54:29Z,570000,False,-67.0,45.0,1,right,F. VanVleet 8' floating Jump Shot (6 PTS),[1627832],1610612745.0,HOU,floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,Made,6.0,8.09,,,,,,,,,,,
58,PT06M34.00S,2024-11-05T01:54:27.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,17,12,2024-11-05T01:54:27Z,580000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M19.00S,2024-11-05T01:57:32.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,10.726018396846255,52.94117647058824,1610612752,17,12,2024-11-05T01:57:39Z,590000,False,-15.0,48.0,1,left,MISS K. Towns Hook,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,5.05,,,,,,,,,,,
60,PT06M19.00S,2024-11-05T01:57:32.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,17,12,2024-11-05T01:57:39Z,600000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,
61,PT06M09.00S,2024-11-05T01:57:43.1Z,1,REGULAR,2pt,Jump Shot,[],1628415,92.9862023653088,71.32352941176471,1610612745,17,12,2024-11-05T01:57:52Z,610000,False,107.0,13.0,1,right,MISS D. Brooks 10' fadeaway Shot,[1628415],1610612745.0,HOU,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,,,,,Missed,,10.74,,,,,,,,,,,
62,PT06M08.00S,2024-11-05T01:57:44.1Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,17,12,2024-11-05T01:57:52Z,620000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,,,,61.0,2.0,1.0,1.0,,,,,,,
63,PT05M47.00S,2024-11-05T01:58:08.5Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612752,17,12,2024-11-05T01:58:13Z,630000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1628415, 1628384]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,1626302.0,,1.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,
65,PT05M47.00S,2024-11-05T01:58:31.6Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,17,13,2024-11-05T01:58:31Z,650000,False,,,0,,O. Anunoby Free Throw 1 of 2 (4 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
66,PT05M47.00S,2024-11-05T01:58:32.3Z,1,REGULAR,substitution,out,[],1630224,,,1610612752,17,13,2024-11-05T01:58:48Z,660000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M47.00S,2024-11-05T01:58:32.3Z,1,REGULAR,substitution,out,[],1630578,,,1610612752,17,13,2024-11-05T01:58:48Z,670000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M47.00S,2024-11-05T01:58:32.3Z,1,REGULAR,substitution,in,[],203500,,,1610612752,17,13,2024-11-05T01:58:48Z,680000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M47.00S,2024-11-05T01:58:32.3Z,1,REGULAR,substitution,in,[],1641708,,,1610612752,17,13,2024-11-05T01:58:48Z,690000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M47.00S,2024-11-05T01:58:52.0Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,17,14,2024-11-05T01:58:52Z,700000,False,,,0,,O. Anunoby Free Throw 2 of 2 (5 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
71,PT05M37.00S,2024-11-05T01:59:04.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,67.7562417871222,64.4607843137255,1610612745,17,14,2024-11-05T01:59:11Z,710000,False,72.0,251.0,1,right,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,26.08,,,,,,,,,,,
72,PT05M36.00S,2024-11-05T01:59:05.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,17,14,2024-11-05T01:59:11Z,720000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,71.0,3.0,3.0,0.0,,,,,,,
73,PT05M22.00S,2024-11-05T01:59:18.4Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612752,17,14,2024-11-05T01:59:22Z,730000,False,,,0,,M. Bridges bad pass TURNOVER (2 TO),"[1628969, 1627832]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,,,VanVleet,1627832.0
74,PT05M22.00S,2024-11-05T01:59:18.4Z,1,REGULAR,steal,,[],1627832,,,1610612745,17,14,2024-11-05T01:59:19Z,740000,False,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
75,PT05M09.00S,2024-11-05T01:59:31.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641708,90.09526938239159,50.0,1610612745,19,14,2024-11-05T01:59:35Z,750000,False,0.0,41.0,1,right,A. Thompson driving DUNK (2 PTS) (J. Smith Jr. 1 AST),"[1641708, 1631095]",1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,4.06,,,,,J. Smith Jr.,1631095.0,1.0,,,,
77,PT04M44.00S,2024-11-05T01:59:56.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,9.017739816031538,50.73529411764706,1610612752,19,16,2024-11-05T02:00:00Z,770000,False,-4.0,32.0,1,left,K. Towns driving finger roll Layup (3 PTS),[1626157],1610612752.0,NYK,driving finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,Made,3.0,3.25,,,,,,,,,,,
78,PT04M29.00S,2024-11-05T02:00:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,92.32917214191852,52.450980392156865,1610612745,21,16,2024-11-05T02:00:15Z,780000,False,12.0,20.0,1,right,J. Smith Jr. driving finger roll Layup (2 PTS) (F. VanVleet 4 AST),"[1631095, 1627832]",1610612745.0,HOU,driving finger roll,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,2.31,,,,,F. VanVleet,1627832.0,4.0,,,,
80,PT04M21.00S,2024-11-05T02:00:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,8.09789750328515,46.07843137254902,1610612752,21,18,2024-11-05T02:00:23Z,800000,False,20.0,24.0,1,left,J. Hart driving Layup (2 PTS) (J. Brunson 1 AST),"[1628404, 1628973]",1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,3.07,,,,,J. Brunson,1628973.0,1.0,,,,
