actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT11M09.00S,2024-11-16T01:12:27.6Z,1,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,0,0,2024-11-16T01:12:40Z,170000,False,,,0,,I. Zubac offensive foul TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,,,,,1193.0,,,,,1.0,,,,,,,,
18,PT10M57.00S,2024-11-16T01:12:55.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631095,2.7102496714848883,69.36274509803921,1610612745,2,0,2024-11-16T01:13:01Z,180000,False,-97.0,-27.0,1,left,J. Smith Jr. 10' pullup Jump Shot (2 PTS),[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,10.05,Made,,,,,,,,,,,2.0,,,,,,,
19,PT10M39.00S,2024-11-16T01:13:12.5Z,1,REGULAR,3pt,Jump Shot,[],1627739,88.51839684625493,95.58823529411765,1610612746,2,0,2024-11-16T01:13:16Z,190000,False,228.0,55.0,1,right,MISS K. Dunn 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
20,PT10M37.00S,2024-11-16T01:13:14.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,2,0,2024-11-16T01:13:16Z,200000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M32.00S,2024-11-16T01:13:19.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630224,6.915243101182654,42.40196078431372,1610612745,4,0,2024-11-16T01:14:29Z,210000,False,38.0,13.0,1,left,J. Green running Layup (2 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,4.0,Made,,,,,,,,,,,2.0,,,,,,,
23,PT10M14.00S,2024-11-16T01:13:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,92.72339027595268,43.627450980392155,1610612746,4,2,2024-11-16T01:13:58Z,230000,False,-32.0,16.0,1,right,K. Dunn driving Layup (2 PTS) (J. Harden 1 AST),"[1627739, 201935]",1610612746.0,LAC,driving,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,3.56,Made,,,,,,,,,,,2.0,J. Harden,201935.0,1.0,,,,
25,PT10M02.00S,2024-11-16T01:14:06.4Z,1,REGULAR,3pt,Jump Shot,[],1631095,19.398817345597898,93.38235294117648,1610612745,7,2,2024-11-16T01:14:10Z,250000,False,-217.0,130.0,1,left,J. Smith Jr. 25' 3PT  (5 PTS) (F. VanVleet 1 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.28,Made,,,,,,,,,,,5.0,F. VanVleet,1627832.0,1.0,,,,
27,PT09M40.00S,2024-11-16T01:14:28.2Z,1,REGULAR,3pt,Jump Shot,[],1627739,76.5604467805519,10.294117647058822,1610612746,7,2,2024-11-16T01:14:33Z,270000,False,-199.0,168.0,1,right,MISS K. Dunn 25' pullup 3PT,[1627739],1610612746.0,LAC,pullup,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
28,PT09M38.00S,2024-11-16T01:14:30.2Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,7,2,2024-11-16T01:14:33Z,280000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M25.00S,2024-11-16T01:14:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,14.273981603153747,57.107843137254896,1610612745,9,2,2024-11-16T01:14:51Z,290000,False,-36.0,82.0,1,left,A. Sengun 8' floating Jump Shot (2 PTS) (F. VanVleet 2 AST),"[1630578, 1627832]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.91,Made,,,,,,,,,,,2.0,F. VanVleet,1627832.0,2.0,,,,
31,PT09M09.00S,2024-11-16T01:14:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,94.03745072273325,54.65686274509803,1610612746,9,2,2024-11-16T01:15:05Z,310000,False,23.0,4.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 1630578]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,Sengun,1630578.0,,
32,PT09M09.00S,2024-11-16T01:14:59.2Z,1,REGULAR,block,,[],1630578,,,1610612746,9,2,2024-11-16T01:15:02Z,320000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M05.00S,2024-11-16T01:15:03.2Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,9,2,2024-11-16T01:15:05Z,330000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,31.0,3.0,3.0,0.0,,,,,,,,,,,,,,
34,PT09M03.00S,2024-11-16T01:15:05.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,32.14520367936925,55.392156862745104,1610612745,9,2,2024-11-16T01:16:07Z,340000,False,-27.0,250.0,1,left,MISS F. VanVleet 25' running pullup 3PT,[1627832],1610612745.0,HOU,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.12,Missed,,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2024-11-16T01:15:08.6Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,9,2,2024-11-16T01:15:12Z,350000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M54.00S,2024-11-16T01:15:16.4Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612746,9,2,2024-11-16T01:15:26Z,360000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612746.0,LAC,bad pass,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,1.0,,,,,,,,
37,PT08M40.00S,2024-11-16T01:15:53.8Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,9,2,2024-11-16T01:16:58Z,370000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1627739]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,Dunn,1627739.0
38,PT08M40.00S,2024-11-16T01:15:53.8Z,1,REGULAR,steal,,[],1627739,,,1610612746,9,2,2024-11-16T01:15:57Z,380000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2024-11-16T01:15:59.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627739,91.80354796320631,53.431372549019606,1610612746,9,4,2024-11-16T01:17:05Z,390000,False,17.0,25.0,1,right,K. Dunn running Layup (4 PTS),[1627739],1610612746.0,LAC,running,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,,,,,4.0,,,,,,,
40,PT08M15.00S,2024-11-16T01:16:08.4Z,1,REGULAR,3pt,Jump Shot,[],1630578,5.863994743758213,97.54901960784314,1610612745,12,4,2024-11-16T01:17:23Z,400000,False,-238.0,3.0,1,left,A. Sengun 3PT  (5 PTS) (D. Brooks 1 AST),"[1630578, 1628415]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,23.77,Made,,,,,,,,,,,5.0,D. Brooks,1628415.0,1.0,,,,
42,PT07M59.00S,2024-11-16T01:16:23.1Z,1,REGULAR,3pt,Jump Shot,[],201935,64.86530880420499,53.67647058823529,1610612746,12,4,2024-11-16T01:16:28Z,420000,False,18.0,278.0,1,right,MISS J. Harden 27' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.84,Missed,,,,,,,,,,,,,,,,,,
43,PT07M57.00S,2024-11-16T01:16:25.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,12,4,2024-11-16T01:16:28Z,430000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M50.00S,2024-11-16T01:16:35.4Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612745,12,4,2024-11-16T01:16:44Z,440000,False,,,0,,I. Zubac shooting personal FOUL (2 PF) (Sengun 2 FT),"[1627826, 1630578]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,
46,PT07M50.00S,2024-11-16T01:17:04.8Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,13,4,2024-11-16T01:17:04Z,460000,False,,,0,,A. Sengun Free Throw 1 of 2 (6 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
47,PT07M50.00S,2024-11-16T01:17:22.8Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,14,4,2024-11-16T01:17:22Z,470000,False,,,0,,A. Sengun Free Throw 2 of 2 (7 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
49,PT07M25.00S,2024-11-16T01:18:10.2Z,1,REGULAR,3pt,Jump Shot,[],201935,81.68528252299606,94.85294117647058,1610612746,14,7,2024-11-16T01:18:15Z,490000,False,224.0,120.0,1,right,J. Harden 25' 3PT step back (3 PTS) (N. Powell 1 AST),"[201935, 1626181]",1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,,,,,,,,3.0,N. Powell,1626181.0,1.0,,,,
51,PT06M59.00S,2024-11-16T01:18:34.8Z,1,REGULAR,3pt,Jump Shot,[],1628415,27.414586070959263,81.37254901960785,1610612745,14,7,2024-11-16T01:18:38Z,510000,False,-157.0,205.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
52,PT06M57.00S,2024-11-16T01:18:36.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,7,2024-11-16T01:18:38Z,520000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT06M54.00S,2024-11-16T01:18:43.3Z,1,REGULAR,foul,personal,[],1627832,,,1610612746,14,7,2024-11-16T01:18:55Z,530000,False,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1626181]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,,,,,1193.0,1.0,0.0,Powell,1626181.0,,,,,,,,,
55,PT06M54.00S,2024-11-16T01:18:57.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,14,7,2024-11-16T01:18:57Z,550000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M54.00S,2024-11-16T01:19:36.0Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,14,7,2024-11-16T01:21:43Z,560000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M54.00S,2024-11-16T01:19:36.0Z,1,REGULAR,substitution,in,[],1630539,,,1610612746,14,7,2024-11-16T01:21:43Z,570000,False,,,0,,SUB in: K. Jones,[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M41.00S,2024-11-16T01:22:05.2Z,1,REGULAR,2pt,Jump Shot,[],1626181,86.67871222076215,6.372549019607843,1610612746,14,7,2024-11-16T01:22:11Z,580000,False,-218.0,73.0,1,right,MISS N. Powell 22' step back Shot,[1626181],1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Mid-Range,24+ Left,22.99,Missed,,,,,,,,,,,,,,,,,,
59,PT06M39.00S,2024-11-16T01:22:07.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,14,7,2024-11-16T01:22:11Z,590000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,24+ Left,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT06M27.00S,2024-11-16T01:22:19.5Z,1,REGULAR,2pt,Jump Shot,[],1631095,12.697109067017081,20.34313725490196,1610612745,14,7,2024-11-16T01:22:23Z,600000,False,148.0,67.0,1,left,MISS J. Smith Jr. 16' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right,16.27,Missed,,,,,,,,,,,,,,,,,,
61,PT06M24.00S,2024-11-16T01:22:22.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,14,7,2024-11-16T01:22:23Z,610000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
62,PT06M10.00S,2024-11-16T01:22:36.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630539,92.19776609724047,46.81372549019608,1610612746,14,9,2024-11-16T01:22:41Z,620000,False,-16.0,21.0,1,right,K. Jones cutting DUNK (2 PTS) (K. Dunn 1 AST),"[1630539, 1627739]",1610612746.0,LAC,cutting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,,,,2.0,K. Dunn,1627739.0,1.0,,,,
64,PT05M46.00S,2024-11-16T01:23:00.3Z,1,REGULAR,turnover,lost ball,[],1628415,,,1610612745,14,9,2024-11-16T01:23:04Z,640000,False,,,0,,D. Brooks lost ball TURNOVER (1 TO),"[1628415, 1627884]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Jones Jr.,1627884.0
65,PT05M46.00S,2024-11-16T01:23:00.3Z,1,REGULAR,steal,,[],1627884,,,1610612746,14,9,2024-11-16T01:25:46Z,650000,False,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT05M39.00S,2024-11-16T01:23:07.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,68.15045992115637,37.254901960784316,1610612746,14,9,2024-11-16T01:23:12Z,660000,False,-64.0,247.0,1,right,MISS J. Harden 25' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
67,PT05M36.00S,2024-11-16T01:23:10.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,14,9,2024-11-16T01:23:12Z,670000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT05M33.00S,2024-11-16T01:23:14.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628415,7.703679369250986,41.911764705882355,1610612745,14,9,2024-11-16T02:09:08Z,680000,False,40.0,20.0,1,left,MISS D. Brooks running Layup,[1628415],1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,,,,,,,,,,,,,,,,,,
69,PT05M33.00S,2024-11-16T01:23:14.9Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,14,9,2024-11-16T02:09:49Z,690000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
312,PT05M32.00S,2024-11-16T01:23:16.2Z,1,REGULAR,turnover,lost ball,[],1627884,,,1610612746,14,9,2024-11-16T02:09:31Z,695000,False,,,0,,D. Jones Jr. lost ball TURNOVER (1 TO),"[1627884, 1631095]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,,,Smith Jr.,1631095.0
313,PT05M32.00S,2024-11-16T01:23:16.2Z,1,REGULAR,steal,,[],1631095,,,1610612745,14,9,2024-11-16T02:09:31Z,697500,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT05M31.00S,2024-11-16T01:23:17.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,7.30946123521682,47.05882352941176,1610612745,16,9,2024-11-16T02:10:15Z,700000,False,15.0,16.0,1,left,J. Green Layup (4 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,,,,,,,4.0,,,,,,,
71,PT05M15.00S,2024-11-16T01:23:32.5Z,1,REGULAR,3pt,Jump Shot,[],1627739,66.3107752956636,53.67647058823529,1610612746,16,9,2024-11-16T01:26:45Z,710000,False,18.0,264.0,1,right,MISS K. Dunn 26' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
72,PT05M14.00S,2024-11-16T01:23:33.5Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,16,9,2024-11-16T01:26:45Z,720000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:2),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,71.0,3.0,2.0,1.0,,,,,,,,,,,,,,
73,PT05M14.00S,2024-11-16T01:23:39.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627884,94.40999984741211,50.0,1610612746,16,9,2024-11-16T01:27:14Z,730000,False,0.0,0.0,1,right,MISS D. Jones Jr. tip Layup,[1627884],1610612746.0,LAC,tip,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
74,PT05M13.00S,2024-11-16T01:23:40.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,16,9,2024-11-16T01:27:14Z,740000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,73.0,4.0,4.0,0.0,,,,,,,,,,,,,,
75,PT05M08.00S,2024-11-16T01:23:46.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,25.443495400788436,13.23529411764706,1610612745,19,9,2024-11-16T01:28:22Z,750000,False,184.0,187.0,1,left,D. Brooks 26' 3PT running (3 PTS) (J. Smith Jr. 1 AST),"[1628415, 1631095]",1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,26.2,Made,,,,,,,,,,,3.0,J. Smith Jr.,1631095.0,1.0,,,,
77,PT04M52.00S,2024-11-16T01:24:05.3Z,1,REGULAR,foul,personal,[],1628415,,,1610612746,19,9,2024-11-16T01:24:11Z,770000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 201935]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,,,1193.0,1.0,0.0,Harden,201935.0,,,,,,,,,
79,PT04M52.00S,2024-11-16T01:24:10.7Z,1,REGULAR,substitution,out,[],1630224,,,1610612746,19,9,2024-11-16T01:24:17Z,790000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M52.00S,2024-11-16T01:24:10.7Z,1,REGULAR,substitution,out,[],1631095,,,1610612746,19,9,2024-11-16T01:24:17Z,800000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M52.00S,2024-11-16T01:24:10.7Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,19,9,2024-11-16T01:24:17Z,810000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M52.00S,2024-11-16T01:24:10.7Z,1,REGULAR,substitution,in,[],1631106,,,1610612746,19,9,2024-11-16T01:24:17Z,820000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
