actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
45,PT06M47.00S,2025-01-06T00:19:04.0Z,1,REGULAR,2pt,Jump Shot,[],1629060,24.655059132720105,38.48039215686275,1610612747,13,12,2025-01-06T00:19:09Z,450000,False,58.0,179.0,1,left,R. Hachimura 18' pullup Jump Shot (5 PTS) (A. Reaves 1 AST),"[1629060, 1630559]",1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Center,,,18.83,Made,5.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,
47,PT06M29.00S,2025-01-06T00:19:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,82.60512483574244,49.50980392156863,1610612745,13,12,2025-01-06T00:19:27Z,470000,False,-2.0,111.0,1,right,MISS A. Sengun 11' floating Shot,[1630578],1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,11.1,Missed,,,,,,,,,,,,,,,,
48,PT06M28.00S,2025-01-06T00:19:22.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,13,12,2025-01-06T00:19:27Z,480000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,
49,PT06M16.00S,2025-01-06T00:19:34.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,9.149145860709593,61.51960784313726,1610612747,13,14,2025-01-06T00:19:39Z,490000,False,-58.0,34.0,1,left,L. James 6' turnaround bank Jump Shot (2 PTS),[2544],1610612747.0,LAL,turnaround bank,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,6.66,Made,2.0,,,,,,,,,,,,,,,
50,PT06M04.00S,2025-01-06T00:19:47.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.04139290407359,18.872549019607842,1610612745,13,14,2025-01-06T00:19:54Z,500000,False,-156.0,220.0,1,right,MISS J. Green 26' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,26.92,Missed,,,,,,,,,,,,,,,,
51,PT06M03.00S,2025-01-06T00:19:48.1Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,13,14,2025-01-06T00:19:54Z,510000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,50.0,3.0,3.0,0.0,,,,,,,,
52,PT05M53.00S,2025-01-06T00:19:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,9.543363994743759,48.03921568627451,1610612747,13,14,2025-01-06T00:20:01Z,520000,False,10.0,37.0,1,left,MISS A. Davis Layup - blocked,"[203076, 1627832]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,3.85,Missed,,,,,,,,,,,,,,,VanVleet,1627832.0
53,PT05M53.00S,2025-01-06T00:19:57.4Z,1,REGULAR,block,,[],1627832,,,1610612747,13,14,2025-01-06T00:19:59Z,530000,False,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT05M52.00S,2025-01-06T00:19:58.4Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,13,14,2025-01-06T00:20:01Z,540000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,
55,PT05M48.00S,2025-01-06T00:20:03.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641708,93.24901445466492,52.20588235294118,1610612745,15,14,2025-01-06T00:20:08Z,550000,False,11.0,11.0,1,right,A. Thompson running DUNK (8 PTS) (D. Brooks 2 AST),"[1641708, 1628415]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,1.56,Made,8.0,D. Brooks,1628415.0,2.0,,,,,,,,,,,,
57,PT05M29.00S,2025-01-06T00:20:22.3Z,1,REGULAR,3pt,Jump Shot,[],1629060,32.53942181340342,46.81372549019608,1610612747,15,17,2025-01-06T00:20:26Z,570000,False,16.0,253.0,1,left,R. Hachimura 25' 3PT  (8 PTS) (L. James 1 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,25.39,Made,8.0,L. James,2544.0,1.0,,,,,,,,,,,,
59,PT05M07.00S,2025-01-06T00:20:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.9862023653088,54.166666666666664,1610612745,15,17,2025-01-06T00:20:52Z,590000,False,21.0,13.0,1,right,MISS A. Sengun driving reverse Layup - blocked,"[1630578, 203076]",1610612745.0,HOU,driving reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,2.47,Missed,,,,,,,,,,,,,,,Davis,203076.0
60,PT05M07.00S,2025-01-06T00:20:43.5Z,1,REGULAR,block,,[],203076,,,1610612745,15,17,2025-01-06T00:20:45Z,600000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT05M06.00S,2025-01-06T00:20:44.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,15,17,2025-01-06T00:20:52Z,610000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,59.0,4.0,4.0,0.0,,,,,,,,
63,PT04M58.00S,2025-01-06T00:20:59.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,15,17,2025-01-06T00:20:59Z,630000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT04M58.00S,2025-01-06T00:23:19.2Z,1,REGULAR,substitution,out,[],1641708,,,1610612747,15,17,2025-01-06T00:24:00Z,640000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT04M58.00S,2025-01-06T00:23:19.2Z,1,REGULAR,substitution,out,[],1631108,,,1610612747,15,17,2025-01-06T00:24:00Z,650000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT04M58.00S,2025-01-06T00:23:19.2Z,1,REGULAR,substitution,out,[],2544,,,1610612747,15,17,2025-01-06T00:24:00Z,660000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT04M58.00S,2025-01-06T00:23:19.2Z,1,REGULAR,substitution,in,[],1630256,,,1610612747,15,17,2025-01-06T00:24:00Z,670000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M58.00S,2025-01-06T00:23:19.2Z,1,REGULAR,substitution,in,[],1627827,,,1610612747,15,17,2025-01-06T00:24:00Z,680000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M58.00S,2025-01-06T00:23:19.2Z,1,REGULAR,substitution,in,[],1629003,,,1610612747,15,17,2025-01-06T00:24:00Z,690000,False,,,0,,SUB in: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M44.00S,2025-01-06T00:24:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,17.69053876478318,64.95098039215686,1610612747,15,17,2025-01-06T00:24:24Z,700000,False,-75.0,114.0,1,left,MISS A. Davis 13' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,,,13.62,Missed,,,,,,,,,,,,,,,,
71,PT04M42.00S,2025-01-06T00:24:19.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,15,17,2025-01-06T00:24:24Z,710000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,
72,PT04M28.00S,2025-01-06T00:24:32.4Z,1,REGULAR,3pt,Jump Shot,[],1627832,73.53810775295663,88.23529411764706,1610612745,18,17,2025-01-06T00:24:36Z,720000,False,191.0,196.0,1,right,F. VanVleet 27' 3PT  (3 PTS) (D. Brooks 3 AST),"[1627832, 1628415]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,27.4,Made,3.0,D. Brooks,1628415.0,3.0,,,,,,,,,,,,
74,PT04M09.00S,2025-01-06T00:24:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,6.258212877792378,49.50980392156863,1610612747,18,19,2025-01-06T00:24:56Z,740000,False,2.0,6.0,1,left,D. Finney-Smith driving finger roll Layup (2 PTS) (A. Davis 2 AST),"[1627827, 203076]",1610612747.0,LAL,driving finger roll,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,0.68,Made,2.0,A. Davis,203076.0,2.0,,,,,,,,,,,,
76,PT03M49.00S,2025-01-06T00:25:12.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,69.99014454664915,72.54901960784314,1610612745,21,19,2025-01-06T00:25:18Z,760000,False,113.0,230.0,1,right,J. Green 25' 3PT step back (8 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,25.58,Made,8.0,,,,,,,,,,,,,,,
77,PT03M36.00S,2025-01-06T00:25:27.3Z,1,REGULAR,foul,personal,[],1630224,,,1610612747,21,19,2025-01-06T00:25:33Z,770000,False,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1629060]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,2882.0,,,,,,,,,,,,1.0,0.0,Hachimura,1629060.0,,,,
79,PT03M36.00S,2025-01-06T00:25:33.7Z,1,REGULAR,substitution,out,[],1630578,,,1610612747,21,19,2025-01-06T00:25:40Z,790000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT03M36.00S,2025-01-06T00:25:33.7Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,21,19,2025-01-06T00:25:40Z,800000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M36.00S,2025-01-06T00:25:33.7Z,1,REGULAR,substitution,in,[],203500,,,1610612747,21,19,2025-01-06T00:25:40Z,810000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M36.00S,2025-01-06T00:25:33.7Z,1,REGULAR,substitution,in,[],1629629,,,1610612747,21,19,2025-01-06T00:25:40Z,820000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M32.00S,2025-01-06T00:25:54.0Z,1,REGULAR,2pt,Jump Shot,[],203076,25.969119579500656,59.31372549019608,1610612747,21,19,2025-01-06T00:25:59Z,830000,False,-47.0,192.0,1,left,MISS A. Davis 19' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,,,19.72,Missed,,,,,,,,,,,,,,,,
