actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
48,PT07M44.00S,2025-03-11T00:16:30.1Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,6,10,2025-03-11T00:16:34Z,480000,False,,,0,,A. Sengun lost ball out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,lost ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,2003.0,,,,,,,,,,,,,,,,
49,PT07M35.00S,2025-03-11T00:16:54.1Z,1,REGULAR,foul,personal,[],1630578,,,1610612753,6,10,2025-03-11T00:17:07Z,490000,False,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 1630175]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,,1199.0,,,,,,,,,,,,,1.0,0.0,Anthony,1630175.0
51,PT07M27.00S,2025-03-11T00:17:29.2Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612753,6,10,2025-03-11T00:17:42Z,510000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630224, 1630532]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,1627541.0,,,,,,,,,,,,,1.0,0.0,Wagner,1630532.0
53,PT07M27.00S,2025-03-11T00:17:55.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630532,,,1610612753,6,10,2025-03-11T00:17:55Z,530000,False,,,0,,MISS F. Wagner Free Throw 1 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
54,PT07M27.00S,2025-03-11T00:17:55.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,6,10,2025-03-11T00:17:55Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,
56,PT07M27.00S,2025-03-11T00:18:13.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630532,,,1610612753,6,11,2025-03-11T00:18:13Z,550000,False,,,0,,F. Wagner Free Throw 2 of 2 (3 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
57,PT07M08.00S,2025-03-11T00:18:35.2Z,1,REGULAR,3pt,Jump Shot,[],1631106,68.15045992115637,29.166666666666668,1610612745,6,11,2025-03-11T00:18:44Z,560000,False,-104.0,247.0,1,right,MISS T. Eason 26' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,26.8,Missed,,,,,,,,,,,,,,
58,PT07M07.00S,2025-03-11T00:18:36.2Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,6,11,2025-03-11T00:18:44Z,570000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,
60,PT07M06.00S,2025-03-11T00:18:46.2Z,1,REGULAR,foul,personal,[],1631106,,,1610612753,6,11,2025-03-11T00:18:52Z,590000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 1630175]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,1199.0,,,,,,,,,,,,,1.0,0.0,Anthony,1630175.0
62,PT06M48.00S,2025-03-11T00:19:09.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,19.530223390275953,50.73529411764706,1610612753,6,11,2025-03-11T00:19:15Z,610000,False,-4.0,131.0,1,left,MISS P. Banchero 13' turnaround fadeaway Shot,[1631094],1610612753.0,ORL,turnaround fadeaway,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.12,Missed,,,,,,,,,,,,,,
63,PT06M46.00S,2025-03-11T00:19:11.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,6,11,2025-03-11T00:19:15Z,620000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,
64,PT06M40.00S,2025-03-11T00:19:17.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,92.46057818659659,49.754901960784316,1610612745,6,11,2025-03-11T00:19:29Z,630000,False,-1.0,18.0,1,right,MISS T. Eason running Layup,[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,1.84,Missed,,,,,,,,,,,,,,
65,PT06M40.00S,2025-03-11T00:19:24.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,6,11,2025-03-11T00:19:24Z,640000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,64.0,,,,,,,,,,,
67,PT06M40.00S,2025-03-11T00:19:45.4Z,1,REGULAR,foul,personal,[],1628976,,,1610612745,6,11,2025-03-11T00:20:52Z,660000,False,,,0,,W. Carter Jr. loose ball personal FOUL (1 PF),"[1628976, 1631106]",1610612753.0,ORL,loose ball,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1627541.0,,,,,,,,,,,,,1.0,0.0,Eason,1631106.0
69,PT06M40.00S,2025-03-11T00:19:53.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,6,11,2025-03-11T00:19:53Z,680000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M40.00S,2025-03-11T00:21:47.2Z,1,REGULAR,substitution,out,[],1631106,,,1610612745,6,11,2025-03-11T00:22:21Z,690000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M40.00S,2025-03-11T00:21:47.2Z,1,REGULAR,substitution,in,[],201145,,,1610612745,6,11,2025-03-11T00:22:21Z,700000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M28.00S,2025-03-11T00:22:41.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631095,91.5407358738502,71.07843137254902,1610612745,6,11,2025-03-11T00:22:47Z,710000,False,105.0,27.0,1,right,MISS J. Smith Jr. 10' turnaround fadeaway Shot,[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,10.88,Missed,,,,,,,,,,,,,,
73,PT06M27.00S,2025-03-11T00:22:42.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,6,11,2025-03-11T00:22:47Z,720000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,
74,PT06M11.00S,2025-03-11T00:22:58.1Z,1,REGULAR,2pt,Jump Shot,[],1630532,20.318659658344284,74.01960784313727,1610612753,6,11,2025-03-11T00:23:03Z,730000,False,-120.0,138.0,1,left,MISS F. Wagner 18' step back Shot,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,,,,,18.33,Missed,,,,,,,,,,,,,,
75,PT06M10.00S,2025-03-11T00:22:59.1Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,6,11,2025-03-11T00:23:03Z,740000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,74.0,3.0,1.0,2.0,,,,,,,,
76,PT06M07.00S,2025-03-11T00:23:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,5.732588699080158,54.166666666666664,1610612753,6,13,2025-03-11T00:31:08Z,750000,False,-21.0,1.0,1,left,F. Wagner driving Layup (5 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,2.08,Made,,,,,,,5.0,W. Carter Jr.,1628976.0,1.0,,,,
78,PT05M43.00S,2025-03-11T00:23:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,69.72733245729303,22.30392156862745,1610612745,6,13,2025-03-11T00:23:31Z,770000,False,-138.0,232.0,1,right,MISS D. Brooks 27' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,27.03,Missed,,,,,,,,,,,,,,
79,PT05M42.00S,2025-03-11T00:23:27.7Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,6,13,2025-03-11T00:23:31Z,780000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,
80,PT05M34.00S,2025-03-11T00:23:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,6.389618922470433,48.28431372549019,1610612753,6,15,2025-03-11T00:31:53Z,790000,False,9.0,8.0,1,left,C. Anthony driving Layup (2 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,1.15,Made,,,,,,,2.0,,,,,,,
81,PT05M16.00S,2025-03-11T00:23:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.11760840998686,54.41176470588235,1610612745,8,15,2025-03-11T00:23:56Z,800000,False,22.0,12.0,1,right,A. Sengun Layup (4 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,2.52,Made,,,,,,,4.0,J. Green,1630224.0,2.0,,,,
83,PT04M53.00S,2025-03-11T00:24:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,6.783837056504599,53.92156862745098,1610612753,8,17,2025-03-11T00:24:21Z,820000,False,-20.0,11.0,1,left,C. Anthony driving reverse Layup (4 PTS),[1630175],1610612753.0,ORL,driving reverse,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,2.26,Made,,,,,,,4.0,,,,,,,
