actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
545,PT08M26.00S,2022-10-27T01:03:43.2Z,4,REGULAR,substitution,out,[],1629626,,,1610612739,82,77,2022-10-27T01:03:55Z,5060000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M26.00S,2022-10-27T01:03:43.2Z,4,REGULAR,substitution,out,[],1630532,,,1610612739,82,77,2022-10-27T01:03:55Z,5070000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT08M26.00S,2022-10-27T01:03:43.2Z,4,REGULAR,substitution,in,[],1628386,,,1610612739,82,77,2022-10-27T01:03:55Z,5080000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M26.00S,2022-10-27T01:03:43.2Z,4,REGULAR,substitution,in,[],1628976,,,1610612739,82,77,2022-10-27T01:03:55Z,5090000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M26.00S,2022-10-27T01:03:43.2Z,4,REGULAR,substitution,in,[],1630175,,,1610612739,82,77,2022-10-27T01:03:55Z,5100000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M26.00S,2022-10-27T01:04:08.9Z,4,REGULAR,freethrow,2 of 2,[],203526,,,1610612739,83,77,2022-10-27T01:04:08Z,5110000,,,0,,R. Neto Free Throw 2 of 2 (5 PTS),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
551,PT08M07.00S,2022-10-27T01:04:32.6Z,4,REGULAR,2pt,Jump Shot,[],1631094,71.30420499342969,36.029411764705884,1610612753,83,77,2022-10-27T01:04:39Z,5120000,-70.0,217.0,1,right,MISS P. Banchero 22' step back Shot,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,22.82,Missed,,,,,,,,,,,,,,,,,,
552,PT08M02.00S,2022-10-27T01:04:37.6Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,83,77,2022-10-27T01:04:39Z,5130000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Center,,,551.0,2.0,2.0,0.0,,,,,,,,,,,,,,
553,PT08M01.00S,2022-10-27T01:04:40.7Z,4,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612739,83,77,2022-10-27T01:04:50Z,5140000,,,0,,P. Banchero shooting personal FOUL (2 PF) (Osman 2 FT),"[1631094, 1626224]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,2882.0,2.0,0.0,Osman,1626224.0,,,,,,,
555,PT08M01.00S,2022-10-27T01:05:12.1Z,4,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,84,77,2022-10-27T01:05:12Z,5160000,,,0,,C. Osman Free Throw 1 of 2 (11 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,Made,,,,,,,,,,,,11.0,,,,,,
556,PT08M01.00S,2022-10-27T01:05:30.8Z,4,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,84,77,2022-10-27T01:05:30Z,5170000,,,0,,MISS C. Osman Free Throw 2 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
557,PT07M58.00S,2022-10-27T01:05:33.3Z,4,REGULAR,rebound,defensive,[],1630284,,,1610612753,84,77,2022-10-27T01:05:33Z,5180000,,,0,,K. Harris REBOUND (Off:0 Def:3),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,556.0,3.0,3.0,0.0,,,,,,,,,,,,,,
560,PT07M56.00S,2022-10-27T01:06:13.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,84,77,2022-10-27T01:09:37Z,5210000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT07M56.00S,2022-10-27T01:07:57.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630284,93.08475689881735,46.81372549019608,1610612753,84,77,2022-10-27T01:15:04Z,5225000,-16.0,13.0,1,right,MISS K. Harris running Layup,[1630284],1610612753.0,ORL,running,,,Harris,K. Harris,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
604,PT07M56.00S,2022-10-27T01:07:57.3Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,84,77,2022-10-27T01:14:58Z,5227500,,,0,,J. Allen REBOUND (Off:5 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,603.0,12.0,7.0,5.0,,,,,,,,,,,,,,
562,PT07M56.00S,2022-10-27T01:08:09.1Z,4,REGULAR,substitution,out,[],1631216,,,1610612739,84,77,2022-10-27T01:14:58Z,5230000,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M56.00S,2022-10-27T01:08:09.1Z,4,REGULAR,substitution,in,[],203082,,,1610612739,84,77,2022-10-27T01:14:58Z,5240000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M42.00S,2022-10-27T01:09:19.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,8.886333771353483,47.794117647058826,1610612739,84,77,2022-10-27T01:16:22Z,5250000,11.0,31.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
568,PT07M37.00S,2022-10-27T01:09:23.8Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,84,77,2022-10-27T01:09:23Z,5260000,,,0,,J. Allen REBOUND (Off:6 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,567.0,13.0,7.0,6.0,,,,,,,,,,,,,,
569,PT07M37.00S,2022-10-27T01:09:23.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,5.590000152587891,50.0,1610612739,86,77,2022-10-27T01:09:23Z,5270000,0.0,0.0,1,left,J. Allen putback DUNK (15 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,15.0,,,,,,
570,PT07M21.00S,2022-10-27T01:09:43.5Z,4,REGULAR,foul,offensive,[],1630284,,,1610612753,86,77,2022-10-27T01:09:53Z,5280000,,,0,,K. Harris charge offensive FOUL (3 PF),"[1630284, 203526]",1610612753.0,ORL,charge,,,Harris,K. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1628954.0,3.0,0.0,Neto,203526.0,,,,,,,
572,PT07M21.00S,2022-10-27T01:09:43.5Z,4,REGULAR,turnover,offensive foul,[],1630284,,,1610612753,86,77,2022-10-27T01:09:43Z,5300000,,,0,,K. Harris offensive foul TURNOVER (2 TO),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1628954.0,,,,,,,,,2.0,,
573,PT07M21.00S,2022-10-27T01:09:56.5Z,4,REGULAR,substitution,out,[],1630284,,,1610612739,86,77,2022-10-27T01:10:00Z,5310000,,,0,,SUB out: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M21.00S,2022-10-27T01:09:56.5Z,4,REGULAR,substitution,in,[],1630532,,,1610612739,86,77,2022-10-27T01:10:00Z,5320000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M03.00S,2022-10-27T01:10:26.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626224,8.360709592641262,49.50980392156863,1610612739,86,77,2022-10-27T01:18:43Z,5330000,2.0,26.0,1,left,MISS C. Osman driving Layup,[1626224],1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
576,PT07M03.00S,2022-10-27T01:10:26.9Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,86,77,2022-10-27T01:12:14Z,5340000,,,0,,J. Allen REBOUND (Off:7 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,575.0,14.0,7.0,7.0,,,,,,,,,,,,,,
577,PT07M02.00S,2022-10-27T01:10:32.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203082,,,1610612739,86,77,2022-10-27T01:10:41Z,5350000,,,0,,T. Ross shooting personal FOUL (2 PF) (Allen 2 FT),"[203082, 1628386]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,2.0,0.0,Allen,1628386.0,,,,,,,
579,PT07M02.00S,2022-10-27T01:10:53.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628386,,,1610612739,86,77,2022-10-27T01:10:53Z,5370000,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
580,PT07M02.00S,2022-10-27T01:10:53.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,86,77,2022-10-27T01:10:53Z,5380000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,579.0,,,,,,,,,,,,,,,,,
581,PT07M02.00S,2022-10-27T01:11:08.8Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628386,,,1610612739,87,77,2022-10-27T01:11:08Z,5390000,,,0,,J. Allen Free Throw 2 of 2 (16 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,,,,,,,,16.0,,,,,,
582,PT06M44.00S,2022-10-27T01:11:32.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,92.85479632063075,50.73529411764706,1610612753,87,79,2022-10-27T01:19:35Z,5400000,4.0,15.0,1,right,P. Banchero driving Layup (23 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,,,,23.0,,,,,,
583,PT06M44.00S,2022-10-27T01:11:35.6Z,4,REGULAR,foul,personal,['1freethrow'],1628386,,,1610612753,87,79,2022-10-27T01:11:46Z,5410000,,,0,,J. Allen shooting personal FOUL (5 PF) (Banchero 1 FT),"[1628386, 1631094]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,5.0,1.0,Banchero,1631094.0,,,,,,,
585,PT06M44.00S,2022-10-27T01:11:52.3Z,4,REGULAR,substitution,out,[],1627747,,,1610612753,87,79,2022-10-27T01:12:14Z,5430000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT06M44.00S,2022-10-27T01:11:52.3Z,4,REGULAR,substitution,out,[],1628386,,,1610612753,87,79,2022-10-27T01:12:14Z,5440000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M44.00S,2022-10-27T01:11:52.3Z,4,REGULAR,substitution,in,[],1630596,,,1610612753,87,79,2022-10-27T01:12:14Z,5450000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M44.00S,2022-10-27T01:11:52.3Z,4,REGULAR,substitution,in,[],1628378,,,1610612753,87,79,2022-10-27T01:12:14Z,5460000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M44.00S,2022-10-27T01:12:21.3Z,4,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,87,80,2022-10-27T01:12:21Z,5470000,,,0,,P. Banchero Free Throw 1 of 1 (24 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,,24.0,,,,,,
630,PT06M20.00S,2022-10-27T01:12:55.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,12.66425755584757,58.088235294117645,1610612739,87,80,2022-10-27T01:22:08Z,5485000,-40.0,67.0,1,left,MISS E. Mobley 7' driving Layup - blocked,"[1630596, 1630532]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,,,,,Wagner,1630532.0,,,,,,,,,,,,
631,PT06M20.00S,2022-10-27T01:12:55.1Z,4,REGULAR,block,,[],1630532,,,1610612739,87,80,2022-10-27T01:22:08Z,5487500,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
632,PT06M20.00S,2022-10-27T01:12:55.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,87,80,2022-10-27T01:22:08Z,5488750,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,630.0,,,,,,,,,,,,,,,,,
644,PT06M19.00S,2022-10-27T01:13:15.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628378,7.933639947437584,92.6470588235294,1610612739,87,80,2022-10-27T01:23:31Z,5495000,-213.0,22.0,1,left,MISS D. Mitchell 21' fadeaway Shot,[1628378],1610612739.0,CLE,fadeaway,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,21.43,Missed,,,,,,,,,,,,,,,,,,
645,PT06M18.00S,2022-10-27T01:13:16.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,87,80,2022-10-27T01:23:31Z,5497500,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Left,,,644.0,,,,,,,,,,,,,,,,,
592,PT06M18.00S,2022-10-27T01:13:21.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612739,87,80,2022-10-27T01:13:29Z,5500000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,200833.0,,,,,,,,,,,
593,PT06M17.00S,2022-10-27T01:13:41.5Z,4,REGULAR,foul,offensive,['inpenalty'],1630175,,,1610612753,87,80,2022-10-27T01:14:04Z,5510000,,,0,,C. Anthony offensive FOUL (3 PF),"[1630175, 203526]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,,,,1628954.0,3.0,0.0,Neto,203526.0,,,,,,,
595,PT06M17.00S,2022-10-27T01:13:41.5Z,4,REGULAR,turnover,offensive foul,[],1630175,,,1610612753,87,80,2022-10-27T01:14:04Z,5530000,,,0,,C. Anthony offensive foul TURNOVER (3 TO),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,,,,1628954.0,,,,,,,,,3.0,,
596,PT06M10.00S,2022-10-27T01:14:08.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,30.17411300919842,26.96078431372549,1610612739,87,80,2022-10-27T01:14:12Z,5540000,115.0,231.0,1,left,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
597,PT06M07.00S,2022-10-27T01:14:10.5Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,87,80,2022-10-27T01:14:10Z,5550000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,596.0,6.0,4.0,2.0,,,,,,,,,,,,,,
598,PT05M54.00S,2022-10-27T01:14:24.0Z,4,REGULAR,turnover,bad pass,[],1631094,,,1610612753,87,80,2022-10-27T01:30:37Z,5560000,,,0,,P. Banchero bad pass TURNOVER (3 TO),"[1631094, 1630596]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,3.0,Mobley,1630596.0
599,PT05M54.00S,2022-10-27T01:14:24.0Z,4,REGULAR,steal,,[],1630596,,,1610612739,87,80,2022-10-27T01:14:27Z,5570000,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
600,PT05M49.00S,2022-10-27T01:14:30.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626224,7.966491458607096,51.470588235294116,1610612739,87,80,2022-10-27T01:31:30Z,5580000,-7.0,22.0,1,left,MISS C. Osman running Layup - blocked,"[1626224, 1630175]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,Anthony,1630175.0,,,,,,,,,,,,
602,PT05M49.00S,2022-10-27T01:14:30.6Z,4,REGULAR,block,,[],1630175,,,1610612739,87,80,2022-10-27T01:14:50Z,5585000,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
601,PT05M49.00S,2022-10-27T01:14:30.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,87,80,2022-10-27T01:14:50Z,5590000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,600.0,,,,,,,,,,,,,,,,,
605,PT05M33.00S,2022-10-27T01:15:02.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628378,9.149145860709593,48.03921568627451,1610612739,87,80,2022-10-27T01:15:23Z,5600000,10.0,34.0,1,left,MISS D. Mitchell reverse Layup,[1628378],1610612739.0,CLE,reverse,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
606,PT05M33.00S,2022-10-27T01:15:02.4Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,87,80,2022-10-27T01:45:12Z,5610000,,,0,,F. Wagner REBOUND (Off:2 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,605.0,4.0,2.0,2.0,,,,,,,,,,,,,,
607,PT05M33.00S,2022-10-27T01:15:14.5Z,4,REGULAR,foul,personal,[],1628378,,,1610612753,87,80,2022-10-27T01:15:32Z,5620000,,,0,,D. Mitchell personal FOUL (3 PF),"[1628378, 1630532]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,3.0,0.0,Wagner,1630532.0,,,,,,,
609,PT05M33.00S,2022-10-27T01:15:52.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,87,80,2022-10-27T01:16:17Z,5640000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT05M23.00S,2022-10-27T01:19:33.0Z,4,REGULAR,foul,offensive,['inpenalty'],1630532,,,1610612753,87,80,2022-10-27T01:19:41Z,5650000,,,0,,F. Wagner offensive FOUL (3 PF),"[1630532, 1626224]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,200833.0,3.0,0.0,Osman,1626224.0,,,,,,,
612,PT05M23.00S,2022-10-27T01:19:33.0Z,4,REGULAR,turnover,offensive foul,[],1630532,,,1610612753,87,80,2022-10-27T01:19:33Z,5670000,,,0,,F. Wagner offensive foul TURNOVER (5 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,200833.0,,,,,,,,,5.0,,
613,PT05M07.00S,2022-10-27T01:20:05.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,7.440867279894875,35.78431372549019,1610612739,87,80,2022-10-27T01:34:14Z,5680000,71.0,17.0,1,left,MISS E. Mobley 7' turnaround bank Hook,[1630596],1610612739.0,CLE,turnaround bank,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,,
614,PT05M04.00S,2022-10-27T01:20:08.1Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,87,80,2022-10-27T01:20:10Z,5690000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,613.0,7.0,5.0,2.0,,,,,,,,,,,,,,
615,PT04M55.00S,2022-10-27T01:20:17.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,84.83902759526939,50.98039215686274,1610612753,87,80,2022-10-27T01:35:01Z,5700000,5.0,90.0,1,right,MISS C. Anthony 9' driving floating Shot - blocked,"[1630175, 1626224]",1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,,,,Osman,1626224.0,,,,,,,,,,,,
616,PT04M55.00S,2022-10-27T01:20:17.1Z,4,REGULAR,block,,[],1626224,,,1610612753,87,80,2022-10-27T01:20:22Z,5710000,,,0,,C. Osman BLOCK (1 BLK),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
617,PT04M48.00S,2022-10-27T01:20:24.1Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,87,80,2022-10-27T01:21:34Z,5720000,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,615.0,3.0,3.0,0.0,,,,,,,,,,,,,,
618,PT04M48.00S,2022-10-27T01:20:28.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203082,,,1610612739,87,80,2022-10-27T01:37:02Z,5730000,,,0,,T. Ross personal FOUL (3 PF) (Mitchell 2 FT),"[203082, 1628378]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,,,,,,,,,200833.0,3.0,0.0,Mitchell,1628378.0,,,,,,,
620,PT04M48.00S,2022-10-27T01:21:02.1Z,4,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,88,80,2022-10-27T01:21:37Z,5750000,,,0,,D. Mitchell Free Throw 1 of 2 (10 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,,10.0,,,,,,
621,PT04M48.00S,2022-10-27T01:21:02.1Z,4,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,88,80,2022-10-27T01:21:37Z,5760000,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
622,PT04M46.00S,2022-10-27T01:21:04.1Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,88,80,2022-10-27T01:21:37Z,5770000,,,0,,P. Banchero REBOUND (Off:1 Def:7),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,621.0,8.0,7.0,1.0,,,,,,,,,,,,,,
623,PT04M32.00S,2022-10-27T01:21:37.3Z,4,REGULAR,2pt,Jump Shot,[],203082,79.45137976346912,39.950980392156865,1610612753,88,80,2022-10-27T01:42:48Z,5780000,-50.0,141.0,1,right,MISS T. Ross 14' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,Mid-Range,8-16 Center,14.94,Missed,,,,,,,,,,,,,,,,,,
624,PT04M25.00S,2022-10-27T01:21:44.3Z,4,REGULAR,rebound,offensive,[],1628976,,,1610612753,88,80,2022-10-27T01:42:48Z,5790000,,,0,,W. Carter Jr. REBOUND (Off:3 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,623.0,8.0,5.0,3.0,,,,,,,,,,,,,,
625,PT04M25.00S,2022-10-27T01:21:42.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,94.40999984741211,50.0,1610612753,88,80,2022-10-27T01:21:42Z,5800000,0.0,0.0,1,right,MISS W. Carter Jr. tip Layup,[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
626,PT04M24.00S,2022-10-27T01:21:44.1Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,88,80,2022-10-27T01:21:44Z,5810000,,,0,,C. Osman REBOUND (Off:2 Def:4),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Left,,,625.0,6.0,4.0,2.0,,,,,,,,,,,,,,
627,PT04M08.00S,2022-10-27T01:22:00.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.652431011826544,49.01960784313725,1610612739,88,80,2022-10-27T01:22:07Z,5820000,5.0,10.0,1,left,MISS E. Mobley driving Layup - blocked,"[1630596, 1631094]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,Banchero,1631094.0,,,,,,,,,,,,
628,PT04M08.00S,2022-10-27T01:22:00.6Z,4,REGULAR,block,,[],1631094,,,1610612739,88,80,2022-10-27T01:22:04Z,5830000,,,0,,P. Banchero BLOCK (2 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
