actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M17.00S,2023-01-05T00:13:10.3Z,1,REGULAR,2pt,Jump Shot,[],1628969,84.97043363994744,19.852941176470587,1610612756,0,3,2023-01-05T00:13:18Z,160000,False,-151.0,89.0,1,right,MISS M. Bridges 17' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left,17.49,Missed,,,,,,,,,,,,,,,,,,
17,PT10M10.00S,2023-01-05T00:13:17.3Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,0,3,2023-01-05T00:13:18Z,170000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Left,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M04.00S,2023-01-05T00:13:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,13.748357424441524,47.549019607843135,1610612739,0,3,2023-01-05T00:13:28Z,180000,False,12.0,77.0,1,left,MISS E. Mobley 7' driving floating bank Shot,[1630596],1610612739.0,CLE,driving floating bank,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
19,PT10M01.00S,2023-01-05T00:13:26.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,0,3,2023-01-05T00:13:28Z,190000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT09M53.00S,2023-01-05T00:13:34.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,94.82588699080158,48.77450980392157,1610612756,0,5,2023-01-05T00:13:41Z,200000,False,-6.0,-4.0,1,right,D. Ayton cutting DUNK (2 PTS) (C. Paul 1 AST),"[1629028, 101108]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,,2.0,C. Paul,101108.0,1.0,,,,,,,,,
22,PT09M35.00S,2023-01-05T00:13:51.9Z,1,REGULAR,3pt,Jump Shot,[],1630171,9.806176084099869,4.411764705882353,1610612739,0,5,2023-01-05T00:13:59Z,220000,False,228.0,40.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,23.13,Missed,,,,,,,,,,,,,,,,,,
23,PT09M31.00S,2023-01-05T00:13:55.9Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,0,5,2023-01-05T00:13:59Z,230000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,22.0,3.0,3.0,0.0,,,,,,,,,,,,,,
25,PT09M13.00S,2023-01-05T00:14:31.9Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612756,0,5,2023-01-05T00:14:35Z,250000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1628386]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Allen,1628386.0,,,,,,
26,PT09M13.00S,2023-01-05T00:14:31.9Z,1,REGULAR,steal,,[],1628386,,,1610612739,0,5,2023-01-05T00:14:34Z,260000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
27,PT09M12.00S,2023-01-05T00:14:44.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,0,5,2023-01-05T00:14:44Z,270000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT08M53.00S,2023-01-05T00:17:53.6Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,0,5,2023-01-05T00:17:57Z,280000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 101108]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,Paul,101108.0,,,,,,
29,PT08M53.00S,2023-01-05T00:17:53.6Z,1,REGULAR,steal,,[],101108,,,1610612756,0,5,2023-01-05T00:17:56Z,290000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
30,PT08M30.00S,2023-01-05T00:18:16.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,79.31997371879106,6.862745098039216,1610612756,0,5,2023-01-05T00:18:22Z,300000,False,-216.0,142.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
31,PT08M25.00S,2023-01-05T00:18:21.6Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,0,5,2023-01-05T00:18:22Z,310000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M24.00S,2023-01-05T00:18:25.6Z,1,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612739,0,5,2023-01-05T00:18:38Z,320000,False,,,0,,L. Shamet shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1629013, 1628378]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1148.0,,,,,,,,1.0,0.0,Mitchell,1628378.0,,
34,PT08M24.00S,2023-01-05T00:18:53.7Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,1,5,2023-01-05T00:18:53Z,340000,False,,,0,,D. Mitchell Free Throw 1 of 2 (1 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
35,PT08M24.00S,2023-01-05T00:19:16.4Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,2,5,2023-01-05T00:19:16Z,350000,False,,,0,,D. Mitchell Free Throw 2 of 2 (2 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,2.0,,,,,,,,,,,,
36,PT08M07.00S,2023-01-05T00:19:34.4Z,1,REGULAR,3pt,Jump Shot,[],203967,76.95466491458606,9.068627450980392,1610612756,2,8,2023-01-05T00:19:39Z,360000,False,-205.0,164.0,1,right,D. Saric 26' 3PT  (3 PTS) (M. Bridges 1 AST),"[203967, 1628969]",1610612756.0,PHX,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Left Center,26.24,Made,,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,
38,PT07M51.00S,2023-01-05T00:19:50.2Z,1,REGULAR,2pt,Jump Shot,[],1628378,25.334674770039424,67.67003676470588,1610612739,2,8,2023-01-05T00:19:58Z,380000,False,-88.0,186.0,1,left,MISS D. Mitchell 20' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,20.56,Missed,,,,,,,,,,,,,,,,,,
39,PT07M47.00S,2023-01-05T00:19:54.2Z,1,REGULAR,rebound,defensive,[],203967,,,1610612756,2,8,2023-01-05T00:19:58Z,390000,False,,,0,,D. Saric REBOUND (Off:0 Def:2),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Mid-Range,16-24 Left Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT07M27.00S,2023-01-05T00:20:17.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612756,2,8,2023-01-05T00:20:22Z,400000,False,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,1151.0,,,,,,,,,,,,,
41,PT07M16.00S,2023-01-05T00:20:40.4Z,1,REGULAR,foul,offensive,[],1628378,,,1610612739,2,8,2023-01-05T00:21:41Z,410000,False,,,0,,D. Mitchell offensive FOUL (1 PF),"[1628378, 1629013]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,1148.0,,,,,,,,1.0,0.0,Shamet,1629013.0,,
43,PT07M16.00S,2023-01-05T00:20:40.4Z,1,REGULAR,turnover,offensive foul,[],1628378,,,1610612739,2,8,2023-01-05T00:20:40Z,430000,False,,,0,,D. Mitchell offensive foul TURNOVER (2 TO),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,1148.0,,,,,2.0,,,,,,,,
44,PT06M53.00S,2023-01-05T00:21:16.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],101108,83.65637319316689,80.14705882352942,1610612756,2,8,2023-01-05T00:21:35Z,440000,False,151.0,101.0,1,right,MISS C. Paul 18' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right,18.15,Missed,,,,,,,,,,,,,,,,,,
45,PT06M49.00S,2023-01-05T00:21:20.4Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,2,8,2023-01-05T00:21:21Z,450000,False,,,0,,I. Okoro REBOUND (Off:0 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Right,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT06M45.00S,2023-01-05T00:21:27.3Z,1,REGULAR,foul,personal,[],203967,,,1610612739,2,8,2023-01-05T00:21:37Z,460000,False,,,0,,D. Saric personal FOUL (1 PF),"[203967, 1630596]",1610612756.0,PHX,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,,,1151.0,,,,,,,,1.0,0.0,Mobley,1630596.0,,
48,PT06M45.00S,2023-01-05T00:21:37.1Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,2,8,2023-01-05T00:21:52Z,480000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M45.00S,2023-01-05T00:21:37.1Z,1,REGULAR,substitution,out,[],1627747,,,1610612739,2,8,2023-01-05T00:21:52Z,490000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M45.00S,2023-01-05T00:21:37.1Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,2,8,2023-01-05T00:21:52Z,500000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M45.00S,2023-01-05T00:21:37.1Z,1,REGULAR,substitution,in,[],201567,,,1610612739,2,8,2023-01-05T00:21:52Z,510000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M28.00S,2023-01-05T00:22:15.0Z,1,REGULAR,3pt,Jump Shot,[],201567,18.347568988173457,94.6078431372549,1610612739,2,8,2023-01-05T00:23:08Z,520000,False,-223.0,120.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
53,PT06M26.00S,2023-01-05T00:22:17.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,2,8,2023-01-05T00:23:31Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,52.0,,,,,,,,,,,,,,,,,
54,PT06M26.00S,2023-01-05T00:22:18.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612739,2,8,2023-01-05T00:22:24Z,540000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,1628484.0,,,,,,,,,,,,,
55,PT06M10.00S,2023-01-05T00:22:44.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,84.31340341655716,53.67647058823529,1610612756,2,8,2023-01-05T00:23:55Z,550000,False,18.0,95.0,1,right,MISS M. Bridges 9' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,9.68,Missed,,,,,,,,,,,,,,,,,,
56,PT06M05.00S,2023-01-05T00:22:49.4Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,2,8,2023-01-05T00:22:50Z,560000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT05M59.00S,2023-01-05T00:22:54.6Z,1,REGULAR,3pt,Jump Shot,[],201567,30.962549277266753,19.607843137254903,1610612739,2,8,2023-01-05T00:23:00Z,570000,False,152.0,239.0,1,left,MISS K. Love 28' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,28.28,Missed,,,,,,,,,,,,,,,,,,
58,PT05M54.00S,2023-01-05T00:22:59.3Z,1,REGULAR,rebound,offensive,[],1626224,,,1610612739,2,8,2023-01-05T00:22:59Z,580000,False,,,0,,C. Osman REBOUND (Off:1 Def:0),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,57.0,1.0,0.0,1.0,,,,,,,,,,,,,,
59,PT05M45.00S,2023-01-05T00:23:09.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626224,12.302890932982917,35.53921568627451,1610612739,2,8,2023-01-05T00:23:16Z,590000,False,72.0,63.0,1,left,MISS C. Osman 9' driving floating Shot,[1626224],1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Right,9.6,Missed,,,,,,,,,,,,,,,,,,
60,PT05M45.00S,2023-01-05T00:23:09.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,2,8,2023-01-05T00:23:16Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,59.0,,,,,,,,,,,,,,,,,
62,PT05M38.00S,2023-01-05T00:23:42.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,6.521024967148489,51.470588235294116,1610612739,4,8,2023-01-05T00:23:48Z,620000,False,-7.0,9.0,1,left,I. Okoro cutting Layup (2 PTS) (D. Mitchell 1 AST),"[1630171, 1628378]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,
64,PT05M38.00S,2023-01-05T00:23:45.7Z,1,REGULAR,foul,personal,['1freethrow'],101108,,,1610612739,4,8,2023-01-05T00:23:56Z,640000,False,,,0,,C. Paul shooting personal FOUL (1 PF) (Okoro 1 FT),"[101108, 1630171]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,1.0,0.0,Okoro,1630171.0,,
66,PT05M38.00S,2023-01-05T00:24:12.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630171,,,1610612739,4,8,2023-01-05T00:24:16Z,660000,False,,,0,,MISS I. Okoro Free Throw 1 of 1,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
67,PT05M34.00S,2023-01-05T00:24:16.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,4,8,2023-01-05T00:24:16Z,670000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT05M23.00S,2023-01-05T00:24:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,92.32917214191852,51.9607843137255,1610612756,4,10,2023-01-05T00:24:31Z,680000,False,10.0,20.0,1,right,D. Ayton cutting Layup (4 PTS) (L. Shamet 1 AST),"[1629028, 1629013]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,,4.0,L. Shamet,1629013.0,1.0,,,,,,,,,
70,PT05M07.00S,2023-01-05T00:24:42.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,14.4053876478318,57.107843137254896,1610612739,6,10,2023-01-05T00:24:46Z,700000,False,-36.0,83.0,1,left,D. Mitchell 9' step back Jump Shot (4 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,9.02,Made,,,,,,4.0,,,,,,,,,,,,
71,PT04M53.00S,2023-01-05T00:24:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,81.553876478318,60.29411764705882,1610612756,6,10,2023-01-05T00:24:59Z,710000,False,51.0,121.0,1,right,MISS C. Paul 13' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,13.14,Missed,,,,,,,,,,,,,,,,,,
72,PT04M51.00S,2023-01-05T00:24:57.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,6,10,2023-01-05T00:24:59Z,720000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT04M38.00S,2023-01-05T00:25:13.7Z,1,REGULAR,foul,personal,['2freethrow'],203967,,,1610612739,6,10,2023-01-05T00:25:25Z,730000,False,,,0,,D. Saric shooting personal FOUL (2 PF) (Osman 2 FT),"[203967, 1626224]",1610612756.0,PHX,shooting,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1151.0,,,,,,,,2.0,0.0,Osman,1626224.0,,
75,PT04M38.00S,2023-01-05T00:25:52.0Z,1,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,7,10,2023-01-05T00:26:21Z,750000,False,,,0,,C. Osman Free Throw 1 of 2 (1 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
76,PT04M38.00S,2023-01-05T00:25:53.3Z,1,REGULAR,substitution,out,[],101108,,,1610612739,7,10,2023-01-05T00:26:01Z,760000,False,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M38.00S,2023-01-05T00:25:53.3Z,1,REGULAR,substitution,out,[],203967,,,1610612739,7,10,2023-01-05T00:26:01Z,770000,False,,,0,,SUB out: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M38.00S,2023-01-05T00:25:53.3Z,1,REGULAR,substitution,in,[],1628470,,,1610612739,7,10,2023-01-05T00:26:01Z,780000,False,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M38.00S,2023-01-05T00:25:53.3Z,1,REGULAR,substitution,in,[],1626166,,,1610612739,7,10,2023-01-05T00:26:01Z,790000,False,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M38.00S,2023-01-05T00:25:52.0Z,1,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,7,10,2023-01-05T00:26:21Z,800000,False,,,0,,MISS C. Osman Free Throw 2 of 2,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
81,PT04M35.00S,2023-01-05T00:25:55.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,7,10,2023-01-05T00:26:21Z,810000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,80.0,3.0,3.0,0.0,,,,,,,,,,,,,,
82,PT04M22.00S,2023-01-05T00:26:32.9Z,1,REGULAR,2pt,Jump Shot,[],1629028,76.95466491458606,31.372549019607842,1610612756,7,10,2023-01-05T00:26:38Z,820000,False,-93.0,164.0,1,right,MISS D. Ayton 18' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,18.87,Missed,,,,,,,,,,,,,,,,,,
83,PT04M18.00S,2023-01-05T00:26:37.0Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,7,10,2023-01-05T00:26:37Z,830000,False,,,0,,I. Okoro REBOUND (Off:0 Def:3),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Left Center,,,82.0,3.0,3.0,0.0,,,,,,,,,,,,,,
84,PT03M58.00S,2023-01-05T00:26:57.0Z,1,REGULAR,3pt,Jump Shot,[],1626224,31.225361366622867,66.42156862745098,1610612739,7,10,2023-01-05T00:27:01Z,840000,False,-82.0,241.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
85,PT03M55.00S,2023-01-05T00:27:00.0Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,7,10,2023-01-05T00:27:01Z,850000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
