actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M56.00S,2022-10-30T22:12:24.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,89.96386333771353,73.52941176470588,1610612739,3,0,2022-10-30T22:12:30Z,170000,118.0,42.0,1,right,MISS D. Mitchell 12' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,12.48,Missed,,,,,,,,,,,,,,,,,,
18,PT10M54.00S,2022-10-30T22:12:26.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,3,0,2022-10-30T22:12:30Z,180000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M49.00S,2022-10-30T22:12:31.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629011,9.149145860709593,49.01960784313725,1610612752,3,0,2022-10-30T22:13:28Z,190000,5.0,34.0,1,left,MISS M. Robinson driving Hook,[1629011],1610612752.0,NYK,driving,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,,,,,,,,,
20,PT10M46.00S,2022-10-30T22:12:34.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,3,0,2022-10-30T22:12:36Z,200000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M39.00S,2022-10-30T22:12:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,93.24901445466492,58.82352941176471,1610612739,5,0,2022-10-30T22:14:07Z,210000,44.0,11.0,1,right,E. Mobley fadeaway Jump Shot (2 PTS) (C. LeVert 2 AST),"[1630596, 1627747]",1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,,,,,2.0,C. LeVert,1627747.0,2.0,,,,,,,,,,
23,PT10M27.00S,2022-10-30T22:12:53.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,20.318659658344284,50.73529411764706,1610612752,5,0,2022-10-30T22:35:44Z,230000,-4.0,138.0,1,left,MISS J. Brunson 13' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,13.85,Missed,,,,,,,,,,,,,,,,,,
24,PT10M26.00S,2022-10-30T22:12:54.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,5,0,2022-10-30T22:13:00Z,240000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,23.0,,,,,,,,,,,,,,,,,
25,PT10M26.00S,2022-10-30T22:12:59.8Z,1,REGULAR,foul,personal,[],1630596,,,1610612752,5,0,2022-10-30T22:13:06Z,250000,,,0,,E. Mobley loose ball personal FOUL (1 PF),"[1630596, 1629011]",1610612739.0,CLE,loose ball,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2715.0,1.0,0.0,Robinson,1629011.0,,,,,
27,PT10M12.00S,2022-10-30T22:13:37.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,7.703679369250986,50.73529411764706,1610612752,5,2,2022-10-30T22:13:44Z,270000,-4.0,20.0,1,left,J. Randle driving Layup (2 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,2.0,,,,,,,,,,,,,
28,PT09M57.00S,2022-10-30T22:13:51.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.7562417871222,35.53921568627451,1610612739,5,2,2022-10-30T22:13:55Z,280000,-72.0,251.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
29,PT09M55.00S,2022-10-30T22:13:53.0Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,5,2,2022-10-30T22:13:55Z,290000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M46.00S,2022-10-30T22:14:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,7.966491458607096,63.970588235294116,1610612752,5,4,2022-10-30T22:14:11Z,300000,-70.0,22.0,1,left,R. Barrett 7' driving floating bank Jump Shot (2 PTS),[1629628],1610612752.0,NYK,driving floating bank,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.34,Made,,,,,2.0,,,,,,,,,,,,,
31,PT09M32.00S,2022-10-30T22:14:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,94.95729303547962,45.83333333333333,1610612739,5,4,2022-10-30T22:36:10Z,310000,-21.0,-5.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
32,PT09M29.00S,2022-10-30T22:14:20.5Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,5,4,2022-10-30T22:36:10Z,320000,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,,
33,PT09M28.00S,2022-10-30T22:14:20.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,92.9862023653088,51.9607843137255,1610612739,5,4,2022-10-30T22:14:27Z,330000,10.0,13.0,1,right,MISS J. Allen DUNK,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
34,PT09M23.00S,2022-10-30T22:14:25.8Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,5,4,2022-10-30T22:14:27Z,340000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M20.00S,2022-10-30T22:14:28.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,8.623521681997373,3.1862745098039214,1610612752,5,7,2022-10-30T22:17:45Z,350000,234.0,29.0,1,left,R. Barrett 3PT running (5 PTS) (J. Brunson 1 AST),"[1629628, 1628973]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,23.58,Made,,,,,5.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
37,PT09M00.00S,2022-10-30T22:14:48.9Z,1,REGULAR,3pt,Jump Shot,[],1627747,75.64060446780552,85.04901960784314,1610612739,5,7,2022-10-30T22:14:52Z,370000,175.0,176.0,1,right,MISS C. LeVert 24' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
38,PT08M57.00S,2022-10-30T22:14:51.9Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,5,7,2022-10-30T22:14:52Z,380000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,
39,PT08M53.00S,2022-10-30T22:14:56.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,21.76412614980289,8.823529411764707,1610612752,5,10,2022-10-30T22:18:18Z,390000,206.0,152.0,1,left,E. Fournier 25' 3PT running pullup (3 PTS) (J. Brunson 2 AST),"[203095, 1628973]",1610612752.0,NYK,running pullup,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Right Center,25.6,Made,,,,,3.0,J. Brunson,1628973.0,2.0,,,,,,,,,,
41,PT08M34.00S,2022-10-30T22:15:14.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,92.72339027595268,97.05882352941177,1610612739,5,10,2022-10-30T22:15:19Z,410000,235.0,16.0,1,right,MISS E. Mobley 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2022-10-30T22:15:17.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,5,10,2022-10-30T22:15:19Z,420000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M14.00S,2022-10-30T22:15:35.0Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,5,10,2022-10-30T22:15:38Z,430000,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1628378]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0,,
44,PT08M14.00S,2022-10-30T22:15:35.0Z,1,REGULAR,steal,,[],1628378,,,1610612739,5,10,2022-10-30T22:15:37Z,440000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
45,PT08M10.00S,2022-10-30T22:15:39.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629731,93.77463863337714,50.0,1610612739,7,10,2022-10-30T22:19:05Z,450000,0.0,6.0,1,right,D. Wade running Layup (2 PTS) (D. Mitchell 1 AST),"[1629731, 1628378]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,
47,PT07M55.00S,2022-10-30T22:15:56.9Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612752,7,10,2022-10-30T22:16:07Z,470000,,,0,,D. Wade shooting personal FOUL (1 PF) (Randle 2 FT),"[1629731, 203944]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202035.0,1.0,0.0,Randle,203944.0,,,,,
49,PT07M55.00S,2022-10-30T22:16:21.6Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,7,10,2022-10-30T22:16:21Z,490000,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M55.00S,2022-10-30T22:16:21.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,7,10,2022-10-30T22:16:21Z,500000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,
51,PT07M55.00S,2022-10-30T22:16:40.9Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,7,11,2022-10-30T22:16:40Z,510000,,,0,,J. Randle Free Throw 2 of 2 (3 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
52,PT07M31.00S,2022-10-30T22:17:06.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.7562417871222,37.00980392156863,1610612739,10,11,2022-10-30T22:20:01Z,520000,-65.0,251.0,1,right,D. Mitchell 25' 3PT pullup (6 PTS) (D. Wade 1 AST),"[1628378, 1629731]",1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.89,Made,,,,,6.0,D. Wade,1629731.0,1.0,,,,,,,,,,
54,PT07M16.00S,2022-10-30T22:17:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,9.543363994743759,51.9607843137255,1610612752,10,11,2022-10-30T22:17:28Z,540000,-10.0,37.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
55,PT07M16.00S,2022-10-30T22:17:21.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,10,11,2022-10-30T22:22:15Z,550000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,54.0,3.0,1.0,2.0,,,,,,,,,,,,,,
74,PT07M16.00S,2022-10-30T22:17:25.4Z,1,REGULAR,turnover,out-of-bounds,[],1629011,,,1610612752,10,11,2022-10-30T22:22:38Z,555000,,,0,,M. Robinson lost ball out-of-bounds TURNOVER (1 TO),[1629011],1610612752.0,NYK,lost ball,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,2715.0,,,,,1.0,,,,
57,PT07M02.00S,2022-10-30T22:17:47.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,70.25295663600527,24.754901960784316,1610612739,13,11,2022-10-30T22:22:38Z,570000,-126.0,227.0,1,right,D. Mitchell 25' 3PT  (9 PTS) (C. LeVert 3 AST),"[1628378, 1627747]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.98,Made,,,,,9.0,C. LeVert,1627747.0,3.0,,,,,,,,,,
59,PT06M48.00S,2022-10-30T22:18:00.8Z,1,REGULAR,3pt,Jump Shot,[],203944,32.53942181340342,46.568627450980394,1610612752,13,11,2022-10-30T22:18:04Z,590000,17.0,253.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.4,Missed,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2022-10-30T22:18:03.8Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,13,11,2022-10-30T22:18:04Z,600000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,
61,PT06M34.00S,2022-10-30T22:18:14.7Z,1,REGULAR,3pt,Jump Shot,[],1629731,70.77858081471747,23.284313725490197,1610612739,16,11,2022-10-30T22:18:18Z,610000,-134.0,222.0,1,right,D. Wade 25' 3PT  (5 PTS) (D. Mitchell 2 AST),"[1629731, 1628378]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,25.93,Made,,,,,5.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,
63,PT06M27.00S,2022-10-30T22:18:27.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,16,11,2022-10-30T22:18:27Z,630000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M27.00S,2022-10-30T22:18:49.4Z,1,REGULAR,substitution,out,[],1628386,,,1610612752,16,11,2022-10-30T22:21:21Z,640000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M27.00S,2022-10-30T22:18:49.4Z,1,REGULAR,substitution,in,[],201577,,,1610612752,16,11,2022-10-30T22:21:21Z,650000,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M12.00S,2022-10-30T22:21:43.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.521024967148489,51.225490196078425,1610612752,16,13,2022-10-30T22:23:58Z,660000,-6.0,9.0,1,left,M. Robinson DUNK (2 PTS) (J. Randle 1 AST),"[1629011, 203944]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,2.0,J. Randle,203944.0,1.0,,,,,,,,,,
68,PT05M56.00S,2022-10-30T22:22:02.1Z,1,REGULAR,foul,personal,[],1629011,,,1610612739,16,13,2022-10-30T22:22:07Z,680000,,,0,,M. Robinson personal FOUL (1 PF),"[1629011, 201577]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,201245.0,1.0,0.0,Lopez,201577.0,,,,,
70,PT05M56.00S,2022-10-30T22:22:08.3Z,1,REGULAR,substitution,out,[],1629011,,,1610612739,16,13,2022-10-30T22:22:12Z,700000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M56.00S,2022-10-30T22:22:08.3Z,1,REGULAR,substitution,in,[],1628392,,,1610612739,16,13,2022-10-30T22:22:12Z,710000,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2022-10-30T22:22:32.9Z,1,REGULAR,2pt,Jump Shot,[],1630596,77.61169513797634,56.86274509803921,1610612739,16,13,2022-10-30T22:22:37Z,720000,34.0,158.0,1,right,MISS E. Mobley 16' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Center,16.17,Missed,,,,,,,,,,,,,,,,,,
73,PT05M41.00S,2022-10-30T22:22:34.9Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,16,13,2022-10-30T22:22:37Z,730000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Mid-Range,16-24 Center,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,
75,PT05M36.00S,2022-10-30T22:22:40.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203095,20.71287779237845,70.58823529411765,1610612752,16,15,2022-10-30T22:25:12Z,740000,-103.0,142.0,1,left,E. Fournier 17' running pullup Jump Shot (5 PTS),[203095],1610612752.0,NYK,running pullup,,,Fournier,E. Fournier,,,,,Mid-Range,16-24 Left Center,17.55,Made,,,,,5.0,,,,,,,,,,,,,
76,PT05M15.00S,2022-10-30T22:23:03.0Z,1,REGULAR,foul,personal,[],1628973,,,1610612739,16,15,2022-10-30T22:23:11Z,750000,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1627747]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,202035.0,1.0,0.0,LeVert,1627747.0,,,,,
78,PT05M15.00S,2022-10-30T22:23:15.0Z,1,REGULAR,substitution,out,[],1627747,,,1610612739,16,15,2022-10-30T22:23:19Z,770000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M15.00S,2022-10-30T22:23:15.0Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,16,15,2022-10-30T22:23:19Z,780000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M03.00S,2022-10-30T22:23:39.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.01905387647832,17.401960784313726,1610612739,19,15,2022-10-30T22:26:44Z,790000,-163.0,248.0,1,right,D. Mitchell 29' 3PT step back (12 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,29.69,Made,,,,,12.0,,,,,,,,,,,,,
81,PT04M49.00S,2022-10-30T22:23:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,10.85742444152431,62.5,1610612752,19,17,2022-10-30T22:27:00Z,800000,-62.0,50.0,1,left,I. Hartenstein 7' floating Jump Shot (2 PTS) (J. Brunson 3 AST),"[1628392, 1628973]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,7.98,Made,,,,,2.0,J. Brunson,1628973.0,3.0,,,,,,,,,,
83,PT04M41.00S,2022-10-30T22:24:00.7Z,1,REGULAR,3pt,Jump Shot,[],1626224,82.7365308804205,2.2058823529411766,1610612739,22,17,2022-10-30T22:24:04Z,820000,-239.0,110.0,1,right,C. Osman 26' 3PT  (3 PTS) (D. Mitchell 3 AST),"[1626224, 1628378]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,26.3,Made,,,,,3.0,D. Mitchell,1628378.0,3.0,,,,,,,,,,
85,PT04M20.00S,2022-10-30T22:24:21.1Z,1,REGULAR,3pt,Jump Shot,[],1629628,7.5722733245729295,4.411764705882353,1610612752,22,20,2022-10-30T22:24:24Z,840000,228.0,19.0,1,left,R. Barrett 3PT  (8 PTS) (J. Randle 2 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,22.87,Made,,,,,8.0,J. Randle,203944.0,2.0,,,,,,,,,,
87,PT04M08.00S,2022-10-30T22:24:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629731,91.5407358738502,98.77450980392157,1610612739,25,20,2022-10-30T22:24:39Z,860000,244.0,27.0,1,right,D. Wade 24' 3PT  (8 PTS) (D. Mitchell 4 AST),"[1629731, 1628378]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,24.54,Made,,,,,8.0,D. Mitchell,1628378.0,4.0,,,,,,,,,,
89,PT03M51.00S,2022-10-30T22:24:51.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,16.245072273324574,36.76470588235294,1610612752,25,20,2022-10-30T22:24:56Z,880000,66.0,100.0,1,left,MISS E. Fournier 12' driving floating Shot,[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),8-16 Right,12.01,Missed,,,,,,,,,,,,,,,,,,
