actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
609,PT03M58.00S,2022-11-03T01:50:28.2Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,97,96,2022-11-03T01:50:32Z,6000000,,,0,,C. LeVert REBOUND (Off:1 Def:6),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,608.0,7.0,6.0,1.0,,,,,,,,,,,,,
610,PT03M54.00S,2022-11-03T01:50:32.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627747,8.623521681997373,40.19607843137255,1610612739,97,96,2022-11-03T01:53:12Z,6010000,49.0,29.0,1,left,MISS C. LeVert running Layup - blocked,"[1627747, 1628369]",1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,Tatum,1628369.0,,,
613,PT03M54.00S,2022-11-03T01:50:32.3Z,4,REGULAR,block,,[],1628369,,,1610612739,97,96,2022-11-03T01:51:54Z,6015000,,,0,,J. Tatum BLOCK (3 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
611,PT03M52.00S,2022-11-03T01:50:34.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,97,96,2022-11-03T01:50:37Z,6020000,,,0,,G. Williams REBOUND (Off:2 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,610.0,6.0,4.0,2.0,,,,,,,,,,,,,
612,PT03M43.00S,2022-11-03T01:50:57.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,97,96,2022-11-03T01:50:57Z,6030000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M43.00S,2022-11-03T01:52:07.6Z,4,REGULAR,substitution,out,[],1629731,,,1610612738,97,96,2022-11-03T01:53:56Z,6040000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT03M43.00S,2022-11-03T01:52:07.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,97,96,2022-11-03T01:53:56Z,6050000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M43.00S,2022-11-03T01:52:07.6Z,4,REGULAR,substitution,in,[],1628386,,,1610612738,97,96,2022-11-03T01:53:56Z,6060000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M43.00S,2022-11-03T01:52:07.6Z,4,REGULAR,substitution,in,[],201143,,,1610612738,97,96,2022-11-03T01:53:56Z,6070000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M35.00S,2022-11-03T01:54:29.7Z,4,REGULAR,3pt,Jump Shot,[],1629684,87.99277266754271,0.24509803921568626,1610612738,97,96,2022-11-03T01:55:05Z,6080000,-249.0,60.0,1,right,MISS G. Williams 25' step back 3PT,[1629684],1610612738.0,BOS,step back,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,25.6,Missed,,,,,,,,,,,,,,,,,,
619,PT03M35.00S,2022-11-03T01:54:29.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,97,96,2022-11-03T01:54:37Z,6090000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,,618.0,,,,,,,,,,,,,,,,
620,PT03M35.00S,2022-11-03T01:54:37.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629636,,,1610612738,97,96,2022-11-03T01:54:46Z,6100000,,,0,,D. Garland loose ball personal FOUL (2 PF) (Smart 2 FT),"[1629636, 203935]",1610612739.0,CLE,loose ball,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1179.0,2.0,0.0,Smart,203935.0,,,,,
622,PT03M35.00S,2022-11-03T01:54:56.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203935,,,1610612738,97,97,2022-11-03T01:54:56Z,6120000,,,0,,M. Smart Free Throw 1 of 2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
623,PT03M35.00S,2022-11-03T01:55:17.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203935,,,1610612738,97,98,2022-11-03T01:55:17Z,6130000,,,0,,M. Smart Free Throw 2 of 2 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
625,PT03M22.00S,2022-11-03T01:55:44.8Z,4,REGULAR,foul,offensive,['inpenalty'],1629636,,,1610612739,97,98,2022-11-03T01:55:54Z,6150000,,,0,,D. Garland offensive FOUL (3 PF),"[1629636, 203935]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,3.0,0.0,Smart,203935.0,,,,,
627,PT03M22.00S,2022-11-03T01:55:44.8Z,4,REGULAR,turnover,offensive foul,[],1629636,,,1610612739,97,98,2022-11-03T01:55:44Z,6170000,,,0,,D. Garland offensive foul TURNOVER (1 TO),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,,,,,,,1.0,,
628,PT03M02.00S,2022-11-03T01:56:17.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,94.82588699080158,96.07843137254902,1610612738,97,98,2022-11-03T01:56:22Z,6180000,230.0,-4.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
629,PT03M00.00S,2022-11-03T01:56:19.5Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,97,98,2022-11-03T01:56:22Z,6190000,,,0,,J. Allen REBOUND (Off:2 Def:9),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,628.0,11.0,9.0,2.0,,,,,,,,,,,,,
630,PT02M48.00S,2022-11-03T01:56:35.8Z,4,REGULAR,foul,personal,[],1629684,,,1610612739,97,98,2022-11-03T01:56:44Z,6200000,,,0,,G. Williams personal FOUL (4 PF),"[1629684, 1628386]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,4.0,0.0,Allen,1628386.0,,,,,
632,PT02M48.00S,2022-11-03T01:56:49.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612739,97,98,2022-11-03T01:57:00Z,6220000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT02M48.00S,2022-11-03T01:56:49.0Z,4,REGULAR,substitution,in,[],1627763,,,1610612739,97,98,2022-11-03T01:57:00Z,6230000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M35.00S,2022-11-03T01:57:18.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,18.084756898817346,42.15686274509804,1610612739,99,98,2022-11-03T01:57:23Z,6240000,39.0,117.0,1,left,D. Mitchell 12' driving floating Jump Shot (16 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,12.39,Made,16.0,,,,,,,,,,,,,,,,,
636,PT02M26.00S,2022-11-03T01:57:40.0Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,99,98,2022-11-03T01:57:51Z,6260000,,,0,,J. Brown offensive FOUL (4 PF),"[1627759, 1628378]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,4.0,0.0,Mitchell,1628378.0,,,,,
638,PT02M26.00S,2022-11-03T01:57:40.0Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,99,98,2022-11-03T01:57:40Z,6280000,,,0,,J. Brown offensive foul TURNOVER (3 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,,,,,,,3.0,,
639,PT02M02.00S,2022-11-03T01:58:32.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,23.209592641261498,90.93137254901961,1610612739,102,98,2022-11-03T01:58:37Z,6290000,-205.0,166.0,1,left,D. Mitchell 26' 3PT step back (19 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.34,Made,19.0,,,,,,,,,,,,,,,,,
640,PT01M51.00S,2022-11-03T01:58:45.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.59198423127464,51.225490196078425,1610612738,102,100,2022-11-03T01:58:50Z,6300000,6.0,17.0,1,right,M. Smart Layup (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.82,Made,11.0,,,,,,,,,,,,,,,,,
641,PT01M30.00S,2022-11-03T01:59:10.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.783837056504599,49.50980392156863,1610612739,104,100,2022-11-03T01:59:15Z,6310000,2.0,11.0,1,left,D. Mitchell driving Layup (21 PTS) (D. Garland 11 AST),"[1628378, 1629636]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.16,Made,21.0,,,,,D. Garland,1629636.0,11.0,,,,,,,,,,
643,PT01M21.00S,2022-11-03T01:59:25.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,86.02168199737189,48.77450980392157,1610612738,104,102,2022-11-03T01:59:55Z,6330000,-6.0,79.0,1,right,M. Smart 7' Jump Shot (13 PTS) (M. Brogdon 3 AST),"[203935, 1627763]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,7.91,Made,13.0,,,,,M. Brogdon,1627763.0,3.0,,,,,,,,,,
645,PT01M21.00S,2022-11-03T01:59:29.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628378,,,1610612738,104,102,2022-11-03T01:59:41Z,6350000,,,0,,D. Mitchell shooting personal FOUL (3 PF) (Smart 1 FT),"[1628378, 203935]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,3.0,0.0,Smart,203935.0,,,,,
647,PT01M21.00S,2022-11-03T01:59:52.7Z,4,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,104,103,2022-11-03T01:59:52Z,6370000,,,0,,M. Smart Free Throw 1 of 1 (14 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
648,PT00M58.80S,2022-11-03T02:00:17.8Z,4,REGULAR,2pt,Jump Shot,[],1628378,29.6484888304862,44.36274509803921,1610612739,106,103,2022-11-03T02:00:24Z,6380000,28.0,226.0,1,left,D. Mitchell 22' step back Jump Shot (23 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,22.8,Made,23.0,,,,,,,,,,,,,,,,,
649,PT00M52.10S,2022-11-03T02:00:28.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,50.73529411764706,1610612738,106,105,2022-11-03T02:00:36Z,6390000,4.0,12.0,1,right,J. Tatum driving Layup (22 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.27,Made,22.0,,,,,M. Smart,203935.0,4.0,,,,,,,,,,
651,PT00M27.00S,2022-11-03T02:00:55.6Z,4,REGULAR,3pt,Jump Shot,[],1629636,32.53942181340342,51.225490196078425,1610612739,106,105,2022-11-03T02:01:02Z,6410000,-6.0,253.0,1,left,MISS D. Garland 25' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
652,PT00M24.70S,2022-11-03T02:00:58.0Z,4,REGULAR,rebound,offensive,[],1627747,,,1610612739,106,105,2022-11-03T02:00:58Z,6420000,,,0,,C. LeVert REBOUND (Off:2 Def:6),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,651.0,8.0,6.0,2.0,,,,,,,,,,,,,
653,PT00M14.30S,2022-11-03T02:01:11.2Z,4,REGULAR,foul,personal,[],1627759,,,1610612739,106,105,2022-11-03T02:01:23Z,6430000,,,0,,J. Brown personal FOUL (5 PF),"[1627759, 1628378]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1627961.0,5.0,0.0,Mitchell,1628378.0,,,,,
655,PT00M14.30S,2022-11-03T02:01:33.8Z,4,REGULAR,substitution,out,[],1627759,,,1610612739,106,105,2022-11-03T02:01:47Z,6450000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M14.30S,2022-11-03T02:01:33.8Z,4,REGULAR,substitution,in,[],1629684,,,1610612739,106,105,2022-11-03T02:01:47Z,6460000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M14.30S,2022-11-03T02:01:52.3Z,4,REGULAR,substitution,out,[],1628386,,,1610612739,106,105,2022-11-03T02:02:04Z,6470000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M14.30S,2022-11-03T02:01:52.3Z,4,REGULAR,substitution,in,[],201567,,,1610612739,106,105,2022-11-03T02:02:04Z,6480000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M10.30S,2022-11-03T02:02:24.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612739,106,105,2022-11-03T02:04:24Z,6490000,,,0,,G. Williams take personal FOUL (5 PF) (Garland 2 FT),"[1629684, 1629636]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627961.0,5.0,0.0,Garland,1629636.0,,,,,
661,PT00M10.30S,2022-11-03T02:03:01.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629636,,,1610612739,106,105,2022-11-03T02:03:01Z,6510000,,,0,,MISS D. Garland Free Throw 1 of 2,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
662,PT00M10.30S,2022-11-03T02:03:01.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,106,105,2022-11-03T02:03:01Z,6520000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,661.0,,,,,,,,,,,,,,,,
663,PT00M10.30S,2022-11-03T02:03:08.6Z,4,REGULAR,substitution,out,[],201567,,,1610612739,106,105,2022-11-03T02:03:13Z,6530000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M10.30S,2022-11-03T02:03:08.6Z,4,REGULAR,substitution,in,[],1628386,,,1610612739,106,105,2022-11-03T02:03:13Z,6540000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M10.30S,2022-11-03T02:03:17.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629636,,,1610612739,107,105,2022-11-03T02:03:17Z,6550000,,,0,,D. Garland Free Throw 2 of 2 (26 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
666,PT00M10.30S,2022-11-03T02:03:22.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,107,105,2022-11-03T02:03:22Z,6560000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M10.30S,2022-11-03T02:04:16.1Z,4,REGULAR,substitution,out,[],1629636,,,1610612738,107,105,2022-11-03T02:04:46Z,6570000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M10.30S,2022-11-03T02:04:16.1Z,4,REGULAR,substitution,out,[],1627763,,,1610612738,107,105,2022-11-03T02:04:46Z,6580000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M10.30S,2022-11-03T02:04:16.1Z,4,REGULAR,substitution,in,[],1629731,,,1610612738,107,105,2022-11-03T02:04:46Z,6590000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M10.30S,2022-11-03T02:04:16.1Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,107,105,2022-11-03T02:04:46Z,6600000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M06.70S,2022-11-03T02:05:01.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,92.72339027595268,48.77450980392157,1610612738,107,107,2022-11-03T02:05:08Z,6610000,-6.0,16.0,1,right,J. Tatum driving DUNK (24 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.7,Made,24.0,,,,,M. Smart,203935.0,5.0,,,,,,,,,,
673,PT00M06.70S,2022-11-03T02:05:12.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,107,107,2022-11-03T02:05:12Z,6630000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M06.70S,2022-11-03T02:05:49.2Z,4,REGULAR,substitution,out,[],1629731,,,1610612739,107,107,2022-11-03T02:06:34Z,6640000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M06.70S,2022-11-03T02:05:49.2Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,107,107,2022-11-03T02:06:34Z,6650000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M06.70S,2022-11-03T02:06:39.3Z,4,REGULAR,substitution,out,[],1628386,,,1610612739,107,107,2022-11-03T02:06:53Z,6660000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M06.70S,2022-11-03T02:06:39.3Z,4,REGULAR,substitution,in,[],201567,,,1610612739,107,107,2022-11-03T02:06:53Z,6670000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M00.00S,2022-11-03T02:07:10.6Z,4,REGULAR,2pt,Jump Shot,[],1628378,25.338781208935615,24.977022058823522,1610612739,107,107,2022-11-03T02:09:43Z,6680000,125.0,186.0,1,left,MISS D. Mitchell 22' step back Shot - blocked,"[1628378, 1628369]",1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,22.39,Missed,,,,,,,,,,,,,,Tatum,1628369.0,,,
679,PT00M00.00S,2022-11-03T02:07:10.6Z,4,REGULAR,block,,[],1628369,,,1610612739,107,107,2022-11-03T02:07:16Z,6690000,,,0,,J. Tatum BLOCK (4 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
680,PT00M00.00S,2022-11-03T02:07:10.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,107,107,2022-11-03T02:07:37Z,6700000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,678.0,,,,,,,,,,,,,,,,
681,PT00M00.00S,2022-11-03T02:07:25.9Z,4,REGULAR,period,end,[],0,,,1610612738,107,107,2022-11-03T02:07:25Z,6710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT05M00.00S,2022-11-03T02:07:43.4Z,5,OVERTIME,substitution,out,['startperiod'],201567,,,1610612738,107,107,2022-11-03T02:09:56Z,6720000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT05M00.00S,2022-11-03T02:07:43.4Z,5,OVERTIME,substitution,in,['startperiod'],1628386,,,1610612738,107,107,2022-11-03T02:09:56Z,6730000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT05M00.00S,2022-11-03T02:10:10.6Z,5,OVERTIME,period,start,[],0,,,0,107,107,2022-11-03T02:10:10Z,6740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT04M57.00S,2022-11-03T02:10:13.3Z,5,OVERTIME,jumpball,recovered,[],1630596,,,1610612739,107,107,2022-11-03T02:10:13Z,6760000,,,0,,Jump Ball J. Allen vs. A. Horford: Tip to E. Mobley,"[1630596, 1628386, 201143]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
689,PT04M42.00S,2022-11-03T02:10:27.0Z,5,OVERTIME,3pt,Jump Shot,[],1627747,8.886333771353483,4.411764705882353,1610612739,107,107,2022-11-03T02:10:35Z,6790000,228.0,31.0,1,left,MISS C. LeVert 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,23.0,Missed,,,,,,,,,,,,,,,,,,
690,PT04M40.00S,2022-11-03T02:10:29.0Z,5,OVERTIME,rebound,offensive,[],1630596,,,1610612739,107,107,2022-11-03T02:10:35Z,6800000,,,0,,E. Mobley REBOUND (Off:2 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,689.0,6.0,4.0,2.0,,,,,,,,,,,,,
691,PT04M35.00S,2022-11-03T02:10:34.3Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1629636,24.129434954007884,85.29411764705883,1610612739,110,107,2022-11-03T02:10:39Z,6810000,-176.0,174.0,1,left,D. Garland 24' 3PT  (29 PTS) (E. Mobley 2 AST),"[1629636, 1630596]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,24.81,Made,29.0,,,,,E. Mobley,1630596.0,2.0,,,,,,,,,,
693,PT04M21.00S,2022-11-03T02:10:48.0Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203935,93.38042049934296,49.50980392156863,1610612738,110,109,2022-11-03T02:10:53Z,6830000,-2.0,10.0,1,right,M. Smart driving Layup (16 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.0,Made,16.0,,,,,,,,,,,,,,,,,
694,PT04M03.00S,2022-11-03T02:11:06.6Z,5,OVERTIME,3pt,Jump Shot,[],1628378,30.831143232588698,32.1078431372549,1610612739,110,109,2022-11-03T02:11:10Z,6840000,89.0,237.0,1,left,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
695,PT04M00.00S,2022-11-03T02:11:09.6Z,5,OVERTIME,rebound,defensive,[],1628369,,,1610612738,110,109,2022-11-03T02:11:10Z,6850000,,,0,,J. Tatum REBOUND (Off:3 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,694.0,11.0,8.0,3.0,,,,,,,,,,,,,
696,PT03M50.00S,2022-11-03T02:11:19.5Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203935,93.24901445466492,49.50980392156863,1610612738,110,109,2022-11-03T02:11:25Z,6860000,-2.0,11.0,1,right,MISS M. Smart driving Layup - blocked,"[203935, 1628386]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,Allen,1628386.0,,,
697,PT03M50.00S,2022-11-03T02:11:19.5Z,5,OVERTIME,block,,[],1628386,,,1610612738,110,109,2022-11-03T02:11:22Z,6870000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
698,PT03M45.00S,2022-11-03T02:11:24.5Z,5,OVERTIME,rebound,defensive,[],1628386,,,1610612739,110,109,2022-11-03T02:11:25Z,6880000,,,0,,J. Allen REBOUND (Off:2 Def:10),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,696.0,12.0,10.0,2.0,,,,,,,,,,,,,
699,PT03M43.00S,2022-11-03T02:11:26.5Z,5,OVERTIME,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628378,7.046649145860711,50.73529411764706,1610612739,112,109,2022-11-03T02:11:38Z,6890000,-4.0,14.0,1,left,D. Mitchell running alley-oop DUNK (25 PTS) (D. Garland 12 AST),"[1628378, 1629636]",1610612739.0,CLE,running alley-oop,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.42,Made,25.0,,,,,D. Garland,1629636.0,12.0,,,,,,,,,,
