actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT10M35.00S,2022-11-21T00:13:44.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,14.4053876478318,35.049019607843135,1610612748,0,2,2022-11-21T00:13:49Z,170000,False,75.0,83.0,1,left,MISS B. Adebayo 11' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,,,,,11.17,Missed,,,,,,,,,,,,,,
18,PT10M34.00S,2022-11-21T00:13:47.3Z,1,REGULAR,rebound,offensive,[],1631107,,,1610612748,0,2,2022-11-21T00:13:47Z,180000,False,,,0,,N. Jovic REBOUND (Off:1 Def:0),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,17.0,,,,,1.0,0.0,1.0,,
19,PT10M34.00S,2022-11-21T00:13:56.2Z,1,REGULAR,foul,personal,[],1628378,,,1610612748,0,2,2022-11-21T00:14:04Z,190000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1628378, 1628389]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,1162.0,,,,,,,,1.0,0.0,Adebayo,1628389.0,,,,,
21,PT10M30.00S,2022-11-21T00:14:08.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",200768,31.882391590013142,28.676470588235293,1610612748,0,2,2022-11-21T00:14:15Z,210000,False,107.0,247.0,1,left,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,26.92,Missed,,,,,,,,,,,,,,
22,PT10M24.00S,2022-11-21T00:14:14.9Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,0,2,2022-11-21T00:14:15Z,220000,False,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,21.0,,,,,1.0,0.0,1.0,,
23,PT10M24.00S,2022-11-21T00:14:17.2Z,1,REGULAR,turnover,traveling,[],200768,,,1610612748,0,2,2022-11-21T00:14:22Z,230000,False,,,0,,K. Lowry traveling TURNOVER (2 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Right Center,2.0,,,1626301.0,,,,,,,,,,,,,,,,
24,PT10M24.00S,2022-11-21T00:14:28.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,0,2,2022-11-21T00:16:13Z,240000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,203593.0,,,,,,,,,,,,,,,,
25,PT10M11.00S,2022-11-21T00:14:43.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628386,92.9862023653088,53.18627450980392,1610612739,2,2,2022-11-21T00:14:55Z,250000,False,16.0,13.0,1,right,J. Allen cutting Layup (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,2.08,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,
27,PT10M02.00S,2022-11-21T00:14:51.9Z,1,REGULAR,2pt,Jump Shot,[],1628389,10.85742444152431,76.47058823529412,1610612748,2,2,2022-11-21T00:17:20Z,270000,False,-132.0,50.0,1,left,MISS B. Adebayo 14' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,14.14,Missed,,,,,,,,,,,,,,
28,PT10M02.00S,2022-11-21T00:14:51.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,2,2022-11-21T00:14:59Z,280000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,27.0,,,,,1.0,1.0,0.0,,
29,PT09M50.00S,2022-11-21T00:15:04.2Z,1,REGULAR,2pt,Jump Shot,[],1629636,89.17542706964521,69.36274509803921,1610612739,4,2,2022-11-21T00:15:09Z,290000,False,97.0,49.0,1,right,D. Garland 10' driving floating bank Jump Shot (2 PTS),[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,10.86,Made,2.0,,,,,,,,,,,,,
30,PT09M41.00S,2022-11-21T00:15:12.8Z,1,REGULAR,2pt,Jump Shot,[],1628389,21.76412614980289,50.245098039215684,1610612748,4,4,2022-11-21T00:15:17Z,300000,False,-1.0,152.0,1,left,B. Adebayo 15' Jump Shot (4 PTS) (K. Lowry 1 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,,,,,15.21,Made,4.0,K. Lowry,200768.0,1.0,,,,,,,,,,
32,PT09M24.00S,2022-11-21T00:15:30.1Z,1,REGULAR,2pt,Jump Shot,[],1630205,83.39356110381078,31.61764705882353,1610612739,6,4,2022-11-21T00:18:38Z,320000,False,-92.0,104.0,1,right,L. Stevens 13' pullup Jump Shot (2 PTS) (D. Garland 2 AST),"[1630205, 1629636]",1610612739.0,CLE,pullup,,,Stevens,L. Stevens,,,,,Mid-Range,8-16 Left,,,,,13.85,Made,2.0,D. Garland,1629636.0,2.0,,,,,,,,,,
34,PT09M06.00S,2022-11-21T00:15:48.4Z,1,REGULAR,3pt,Jump Shot,[],1631107,36.21879106438896,19.607843137254903,1610612748,6,4,2022-11-21T00:15:52Z,340000,False,152.0,288.0,1,left,MISS N. Jovic 32' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,,,32.57,Missed,,,,,,,,,,,,,,
35,PT09M02.00S,2022-11-21T00:15:52.4Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,6,4,2022-11-21T00:15:52Z,350000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,34.0,,,,,1.0,1.0,0.0,,
36,PT08M56.00S,2022-11-21T00:15:57.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,79.84559789750328,57.84313725490197,1610612739,6,4,2022-11-21T00:16:03Z,360000,False,39.0,137.0,1,right,MISS D. Mitchell 14' driving floating Shot - blocked,"[1628378, 1628389]",1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,14.25,Missed,,,,,,,,,,,,,Adebayo,1628389.0
37,PT08M56.00S,2022-11-21T00:15:57.3Z,1,REGULAR,block,,[],1628389,,,1610612739,6,4,2022-11-21T00:16:01Z,370000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M55.00S,2022-11-21T00:15:58.3Z,1,REGULAR,rebound,offensive,[],1630205,,,1610612739,6,4,2022-11-21T00:16:03Z,380000,False,,,0,,L. Stevens REBOUND (Off:1 Def:0),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,36.0,,,,,1.0,0.0,1.0,,
39,PT08M55.00S,2022-11-21T00:16:03.3Z,1,REGULAR,turnover,out-of-bounds,[],1630205,,,1610612739,6,4,2022-11-21T00:16:09Z,390000,False,,,0,,L. Stevens step out-of-bounds TURNOVER (1 TO),[1630205],1610612739.0,CLE,step,,,Stevens,L. Stevens,,,,,Mid-Range,16-24 Left,1.0,,,1626301.0,,,,,,,,,,,,,,,,
40,PT08M43.00S,2022-11-21T00:16:19.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,32.40801576872536,44.36274509803921,1610612748,6,7,2022-11-21T00:16:24Z,400000,False,28.0,252.0,1,left,M. Strus 25' 3PT pullup (3 PTS),[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,25.37,Made,3.0,,,,,,,,,,,,,
42,PT08M32.00S,2022-11-21T00:16:30.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.49342969776609,64.4607843137255,1610612739,6,7,2022-11-21T00:16:34Z,420000,False,72.0,253.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,26.32,Missed,,,,,,,,,,,,,,
43,PT08M29.00S,2022-11-21T00:16:33.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,7,2022-11-21T00:16:34Z,430000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,42.0,,,,,1.0,1.0,0.0,,
44,PT08M17.00S,2022-11-21T00:16:45.5Z,1,REGULAR,3pt,Jump Shot,[],200768,29.911300919842315,74.75490196078431,1610612748,6,7,2022-11-21T00:21:43Z,440000,False,-124.0,229.0,1,left,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,,26.01,Missed,,,,,,,,,,,,,,
45,PT08M14.00S,2022-11-21T00:16:48.5Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,6,7,2022-11-21T00:16:49Z,450000,False,,,0,,L. Stevens REBOUND (Off:1 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,44.0,,,,,2.0,1.0,1.0,,
46,PT08M05.00S,2022-11-21T00:17:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,91.01511169513797,52.450980392156865,1610612739,6,7,2022-11-21T00:17:09Z,460000,False,12.0,32.0,1,right,MISS J. Allen Layup - blocked,"[1628386, 200768]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,3.43,Missed,,,,,,,,,,,,,Lowry,200768.0
47,PT08M05.00S,2022-11-21T00:17:01.5Z,1,REGULAR,block,,[],200768,,,1610612739,6,7,2022-11-21T00:17:04Z,470000,False,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M05.00S,2022-11-21T00:17:01.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,6,7,2022-11-21T00:52:43Z,480000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,46.0,,,,,,,,,
49,PT08M05.00S,2022-11-21T00:17:06.8Z,1,REGULAR,foul,personal,[],1630596,,,1610612748,6,7,2022-11-21T00:52:43Z,490000,False,,,0,,E. Mobley loose ball personal FOUL (1 PF),"[1630596, 200768]",1610612739.0,CLE,loose ball,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,,,,,,,,1.0,0.0,Lowry,200768.0,,,,,
52,PT07M54.00S,2022-11-21T00:17:21.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,5.732588699080158,50.245098039215684,1610612748,6,9,2022-11-21T00:52:53Z,520000,False,-1.0,1.0,1,left,B. Adebayo cutting DUNK (6 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,0.18,Made,6.0,M. Strus,1629622.0,1.0,,,,,,,,,,
54,PT07M38.00S,2022-11-21T00:17:37.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.85479632063075,50.245098039215684,1610612739,8,9,2022-11-21T00:17:41Z,540000,False,1.0,15.0,1,right,J. Allen DUNK (4 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,1.47,Made,4.0,E. Mobley,1630596.0,1.0,,,,,,,,,,
56,PT07M14.00S,2022-11-21T00:18:01.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631107,16.90210249671485,40.68627450980392,1610612748,8,11,2022-11-21T00:18:07Z,560000,False,47.0,106.0,1,left,N. Jovic 11' turnaround Hook (2 PTS),[1631107],1610612748.0,MIA,turnaround,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.62,Made,2.0,,,,,,,,,,,,,
57,PT07M01.00S,2022-11-21T00:18:18.7Z,1,REGULAR,turnover,traveling,[],1630596,,,1610612739,8,11,2022-11-21T00:18:22Z,570000,False,,,0,,E. Mobley traveling TURNOVER (2 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,2.0,,,1626301.0,,,,,,,,,,,,,,,,
58,PT06M46.00S,2022-11-21T00:18:42.7Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612748,8,11,2022-11-21T00:21:53Z,580000,False,,,0,,J. Allen shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1628386, 1628389]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,1162.0,,,,,,,,1.0,0.0,Adebayo,1628389.0,,,,,
60,PT06M46.00S,2022-11-21T00:18:57.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,8,11,2022-11-21T00:18:57Z,600000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M46.00S,2022-11-21T00:19:28.9Z,1,REGULAR,substitution,out,[],1630205,,,1610612748,8,11,2022-11-21T00:21:52Z,610000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M46.00S,2022-11-21T00:19:28.9Z,1,REGULAR,substitution,out,[],1629636,,,1610612748,8,11,2022-11-21T00:21:52Z,620000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M46.00S,2022-11-21T00:19:28.9Z,1,REGULAR,substitution,in,[],1627747,,,1610612748,8,11,2022-11-21T00:21:52Z,630000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2022-11-21T00:19:28.9Z,1,REGULAR,substitution,in,[],1626224,,,1610612748,8,11,2022-11-21T00:21:52Z,640000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M46.00S,2022-11-21T00:22:06.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,8,12,2022-11-21T00:22:06Z,650000,False,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
66,PT06M46.00S,2022-11-21T00:22:22.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,8,13,2022-11-21T00:22:22Z,660000,False,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
67,PT06M29.00S,2022-11-21T00:22:41.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,72.61826544021025,19.11764705882353,1610612739,8,13,2022-11-21T00:22:45Z,670000,False,-154.0,205.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,25.66,Missed,,,,,,,,,,,,,,
68,PT06M26.00S,2022-11-21T00:22:44.6Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,8,13,2022-11-21T00:22:45Z,680000,False,,,0,,N. Jovic REBOUND (Off:1 Def:1),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,67.0,,,,,2.0,1.0,1.0,,
69,PT06M24.00S,2022-11-21T00:22:51.0Z,1,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612748,8,13,2022-11-21T00:22:58Z,690000,False,,,0,,C. LeVert shooting personal FOUL (1 PF) (Lowry 2 FT),"[1627747, 200768]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,203593.0,,,,,,,,1.0,0.0,Lowry,200768.0,,,,,
71,PT06M24.00S,2022-11-21T00:23:19.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],200768,,,1610612748,8,14,2022-11-21T00:23:19Z,710000,False,,,0,,K. Lowry Free Throw 1 of 2 (1 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
72,PT06M24.00S,2022-11-21T00:23:37.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],200768,,,1610612748,8,15,2022-11-21T00:23:37Z,720000,False,,,0,,K. Lowry Free Throw 2 of 2 (2 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
73,PT06M07.00S,2022-11-21T00:23:56.3Z,1,REGULAR,3pt,Jump Shot,[],1627747,69.46452036793693,70.34313725490196,1610612739,8,15,2022-11-21T00:24:00Z,730000,False,102.0,235.0,1,right,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,25.56,Missed,,,,,,,,,,,,,,
74,PT06M04.00S,2022-11-21T00:23:59.3Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,8,15,2022-11-21T00:24:00Z,740000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,73.0,,,,,1.0,1.0,0.0,,
75,PT05M52.00S,2022-11-21T00:24:10.9Z,1,REGULAR,2pt,Jump Shot,[],1628389,6.783837056504599,72.30392156862744,1610612748,8,17,2022-11-21T00:24:15Z,750000,False,-112.0,11.0,1,left,B. Adebayo 11' pullup Jump Shot (10 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,11.21,Made,10.0,,,,,,,,,,,,,
76,PT05M40.00S,2022-11-21T00:24:24.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.56307490144546,48.28431372549019,1610612739,10,17,2022-11-21T00:24:28Z,760000,False,-9.0,-1.0,1,right,E. Mobley cutting DUNK (2 PTS) (D. Mitchell 1 AST),"[1630596, 1628378]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,0.87,Made,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,
78,PT05M24.00S,2022-11-21T00:24:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,14.14257555847569,38.23529411764706,1610612748,10,17,2022-11-21T00:24:43Z,780000,False,59.0,80.0,1,left,MISS M. Strus 9' driving floating Shot,[1629622],1610612748.0,MIA,driving floating,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Right,,,,,9.96,Missed,,,,,,,,,,,,,,
79,PT05M22.00S,2022-11-21T00:24:41.3Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,10,17,2022-11-21T00:24:43Z,790000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,78.0,,,,,1.0,1.0,0.0,,
80,PT05M20.00S,2022-11-21T00:24:48.8Z,1,REGULAR,foul,personal,['2freethrow'],200768,,,1610612739,10,17,2022-11-21T00:24:57Z,800000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (Mitchell 2 FT),"[200768, 1628378]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Right,,,,203593.0,,,,,,,,1.0,0.0,Mitchell,1628378.0,,,,,
82,PT05M20.00S,2022-11-21T00:25:14.5Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,10,17,2022-11-21T00:25:14Z,820000,False,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
83,PT05M20.00S,2022-11-21T00:25:14.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,10,17,2022-11-21T00:25:14Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,
84,PT05M20.00S,2022-11-21T00:25:15.6Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,10,17,2022-11-21T00:25:32Z,840000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M20.00S,2022-11-21T00:25:15.6Z,1,REGULAR,substitution,out,[],1628997,,,1610612739,10,17,2022-11-21T00:25:32Z,850000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M20.00S,2022-11-21T00:25:15.6Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,10,17,2022-11-21T00:25:32Z,860000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
