actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT10M42.00S,2022-12-18T01:11:57.0Z,1,REGULAR,3pt,Jump Shot,[],202689,22.158344283837057,11.029411764705882,1610612742,2,3,2022-12-18T01:13:41Z,150000,False,195.0,156.0,1,left,K. Walker 24' 3PT pullup (3 PTS),[202689],1610612742.0,DAL,pullup,,,Walker,K. Walker,,,,,Above the Break 3,24+ Right Center,,,,24.95,Made,3.0,,,,,,,,,,,,,,
16,PT10M27.00S,2022-12-18T01:12:11.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,74.72076215505913,13.725490196078432,1610612739,2,3,2022-12-18T01:12:18Z,160000,False,-181.0,185.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,25.92,Missed,,,,,,,,,,,,,,,
17,PT10M27.00S,2022-12-18T01:12:11.7Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,2,3,2022-12-18T01:12:18Z,170000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M20.00S,2022-12-18T01:12:19.6Z,1,REGULAR,turnover,bad pass,[],203501,,,1610612742,2,3,2022-12-18T01:12:23Z,180000,False,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 1628378]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
19,PT10M20.00S,2022-12-18T01:12:19.6Z,1,REGULAR,steal,,[],1628378,,,1610612739,2,3,2022-12-18T01:12:22Z,190000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
20,PT10M14.00S,2022-12-18T01:12:25.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628378,92.59198423127464,50.98039215686274,1610612739,2,3,2022-12-18T01:15:00Z,200000,False,5.0,17.0,1,right,MISS D. Mitchell running Layup,[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,1.78,Missed,,,,,,,,,,,,,,,
21,PT10M10.00S,2022-12-18T01:12:29.3Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,2,3,2022-12-18T01:12:34Z,210000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,
22,PT10M10.00S,2022-12-18T01:12:30.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629636,82.47371879106439,95.09803921568627,1610612739,2,3,2022-12-18T01:12:37Z,220000,False,225.0,112.0,1,right,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,25.19,Missed,,,,,,,,,,,,,,,
23,PT10M10.00S,2022-12-18T01:12:30.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,2,3,2022-12-18T01:12:37Z,230000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,22.0,,,,,,,,,,,,,
25,PT09M57.00S,2022-12-18T01:12:52.0Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612742,2,3,2022-12-18T01:13:01Z,250000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Walker 2 FT),"[1630171, 202689]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,1.0,0.0,Walker,202689.0,,,,,
27,PT09M57.00S,2022-12-18T01:13:16.5Z,1,REGULAR,freethrow,1 of 2,[],202689,,,1610612742,2,3,2022-12-18T01:13:16Z,270000,False,,,0,,MISS K. Walker Free Throw 1 of 2,[202689],1610612742.0,DAL,,,,Walker,K. Walker,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
28,PT09M57.00S,2022-12-18T01:13:16.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,2,3,2022-12-18T01:13:16Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,
29,PT09M57.00S,2022-12-18T01:13:41.6Z,1,REGULAR,freethrow,2 of 2,[],202689,,,1610612742,2,4,2022-12-18T01:13:41Z,290000,False,,,0,,K. Walker Free Throw 2 of 2 (4 PTS),[202689],1610612742.0,DAL,,,,Walker,K. Walker,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
30,PT09M34.00S,2022-12-18T01:14:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,87.33574244415243,39.21568627450981,1610612739,2,4,2022-12-18T01:14:12Z,300000,False,-54.0,67.0,1,right,MISS D. Garland 8' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Left,,,,8.56,Missed,,,,,,,,,,,,,,,
31,PT09M31.00S,2022-12-18T01:14:09.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,2,4,2022-12-18T01:14:12Z,310000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M29.00S,2022-12-18T01:14:11.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203493,27.020367936925098,14.460784313725492,1610612742,2,4,2022-12-18T01:16:13Z,320000,False,178.0,201.0,1,left,MISS R. Bullock 26' running 3PT,[203493],1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,,,,26.87,Missed,,,,,,,,,,,,,,,
33,PT09M26.00S,2022-12-18T01:14:14.6Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,4,2022-12-18T01:14:17Z,330000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,32.0,2.0,1.0,1.0,,,,,,,,,,
34,PT09M17.00S,2022-12-18T01:14:23.7Z,1,REGULAR,2pt,Jump Shot,[],1628378,83.65637319316689,14.215686274509803,1610612739,4,4,2022-12-18T01:14:29Z,340000,False,-179.0,101.0,1,right,D. Mitchell 20' step back Jump Shot (2 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,,,,20.55,Made,2.0,,,,,,,,,,,,,,
35,PT08M57.00S,2022-12-18T01:14:42.8Z,1,REGULAR,3pt,Jump Shot,[],202689,25.443495400788436,13.480392156862745,1610612742,4,7,2022-12-18T01:16:55Z,350000,False,183.0,187.0,1,left,K. Walker 26' 3PT pullup (7 PTS),[202689],1610612742.0,DAL,pullup,,,Walker,K. Walker,,,,,Above the Break 3,24+ Right Center,,,,26.12,Made,7.0,,,,,,,,,,,,,,
36,PT08M43.00S,2022-12-18T01:14:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630171,91.01511169513797,97.05882352941177,1610612739,4,7,2022-12-18T01:15:10Z,360000,False,235.0,32.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,23.75,Missed,,,,,,,,,,,,,,,
37,PT08M42.00S,2022-12-18T01:14:57.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,4,7,2022-12-18T01:20:32Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,36.0,,,,,,,,,,,,,
38,PT08M42.00S,2022-12-18T01:15:05.4Z,1,REGULAR,foul,personal,[],203493,,,1610612739,4,7,2022-12-18T01:20:23Z,380000,False,,,0,,R. Bullock loose ball personal FOUL (1 PF),"[203493, 1628386]",1610612742.0,DAL,loose ball,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2003.0,1.0,0.0,Allen,1628386.0,,,,,
40,PT08M28.00S,2022-12-18T01:15:29.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628386,93.24901445466492,59.31372549019608,1610612739,6,7,2022-12-18T01:15:44Z,400000,False,47.0,11.0,1,right,J. Allen turnaround bank Hook (2 PTS),[1628386],1610612739.0,CLE,turnaround bank,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,4.79,Made,2.0,,,,,,,,,,,,,,
41,PT08M21.00S,2022-12-18T01:15:39.9Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612742,6,7,2022-12-18T01:16:00Z,410000,False,,,0,,D. Garland shooting personal FOUL (1 PF) (Walker 2 FT),"[1629636, 202689]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2003.0,1.0,0.0,Walker,202689.0,,,,,
43,PT08M21.00S,2022-12-18T01:16:13.9Z,1,REGULAR,freethrow,1 of 2,[],202689,,,1610612742,6,8,2022-12-18T01:16:13Z,430000,False,,,0,,K. Walker Free Throw 1 of 2 (8 PTS),[202689],1610612742.0,DAL,,,,Walker,K. Walker,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
44,PT08M21.00S,2022-12-18T01:16:31.3Z,1,REGULAR,freethrow,2 of 2,[],202689,,,1610612742,6,9,2022-12-18T01:16:31Z,440000,False,,,0,,K. Walker Free Throw 2 of 2 (9 PTS),[202689],1610612742.0,DAL,,,,Walker,K. Walker,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
45,PT08M11.00S,2022-12-18T01:16:50.2Z,1,REGULAR,foul,technical,['1freethrow'],1626174,,,1610612739,6,9,2022-12-18T01:16:56Z,450000,False,,,0,,C. Wood defensive-3-second technical FOUL (1 Tech),[1626174],1610612742.0,DAL,defensive-3-second,,,Wood,C. Wood,,,,,,,,,,,,,,,,,2003.0,0.0,1.0,,,,,,,
46,PT08M11.00S,2022-12-18T01:17:09.6Z,1,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,7,9,2022-12-18T01:17:09Z,460000,False,,,0,,D. Mitchell technical Free Throw 1 of 1 (3 PTS),[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
47,PT07M58.00S,2022-12-18T01:17:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,82.7365308804205,55.63725490196079,1610612739,9,9,2022-12-18T01:18:00Z,470000,False,28.0,110.0,1,right,D. Garland 11' fadeaway Jump Shot (2 PTS),[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,11.34,Made,2.0,,,,,,,,,,,,,,
48,PT07M44.00S,2022-12-18T01:17:48.5Z,1,REGULAR,2pt,Jump Shot,[],1626174,5.732588699080158,90.44117647058823,1610612742,9,11,2022-12-18T01:18:43Z,480000,False,-202.0,1.0,1,left,C. Wood 20' step back Jump Shot (2 PTS),[1626174],1610612742.0,DAL,step back,,,Wood,C. Wood,,,,,Mid-Range,16-24 Left,,,,20.22,Made,2.0,,,,,,,,,,,,,,
49,PT07M28.00S,2022-12-18T01:18:02.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,92.9862023653088,51.225490196078425,1610612739,11,11,2022-12-18T01:18:07Z,490000,False,6.0,13.0,1,right,E. Mobley cutting DUNK (2 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,1.47,Made,2.0,,,,,,,,,,D. Garland,1629636.0,1.0,,
51,PT07M06.00S,2022-12-18T01:18:23.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,34.247700394218136,67.8921568627451,1610612742,11,11,2022-12-18T01:18:28Z,510000,False,-89.0,269.0,1,left,MISS C. Wood 28' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,,28.39,Missed,,,,,,,,,,,,,,,
52,PT07M03.00S,2022-12-18T01:18:26.9Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,11,11,2022-12-18T01:18:28Z,520000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,
53,PT06M58.00S,2022-12-18T01:18:32.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,67.23061760840999,29.65686274509804,1610612739,11,11,2022-12-18T01:21:19Z,530000,False,-102.0,256.0,1,right,MISS D. Mitchell 27' running pullup 3PT,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,27.5,Missed,,,,,,,,,,,,,,,
54,PT06M54.00S,2022-12-18T01:18:36.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,11,11,2022-12-18T01:18:37Z,540000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,
55,PT06M41.00S,2022-12-18T01:18:49.5Z,1,REGULAR,3pt,Jump Shot,[],203501,29.517082785808146,18.38235294117647,1610612742,11,14,2022-12-18T01:18:53Z,550000,False,158.0,225.0,1,left,T. Hardaway Jr. 27' 3PT  (3 PTS) (D. Finney-Smith 1 AST),"[203501, 1627827]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,27.5,Made,3.0,,,,,,,,,,D. Finney-Smith,1627827.0,1.0,,
57,PT06M25.00S,2022-12-18T01:19:05.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,64.33968462549278,50.98039215686274,1610612739,14,14,2022-12-18T01:19:10Z,570000,False,5.0,283.0,1,right,D. Garland 28' 3PT pullup (5 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,28.27,Made,5.0,,,,,,,,,,,,,,
58,PT06M14.00S,2022-12-18T01:19:22.9Z,1,REGULAR,foul,personal,[],1630596,,,1610612742,14,14,2022-12-18T01:19:30Z,580000,False,,,0,,E. Mobley personal FOUL (1 PF),"[1630596, 1626174]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201638.0,1.0,0.0,Wood,1626174.0,,,,,
60,PT06M14.00S,2022-12-18T01:19:31.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,14,14,2022-12-18T01:19:31Z,600000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M14.00S,2022-12-18T01:20:54.3Z,1,REGULAR,substitution,out,[],1629636,,,1610612742,14,14,2022-12-18T01:21:58Z,610000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M14.00S,2022-12-18T01:20:54.3Z,1,REGULAR,substitution,out,[],1630596,,,1610612742,14,14,2022-12-18T01:21:58Z,620000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M14.00S,2022-12-18T01:20:54.3Z,1,REGULAR,substitution,in,[],201567,,,1610612742,14,14,2022-12-18T01:21:58Z,630000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M14.00S,2022-12-18T01:20:54.3Z,1,REGULAR,substitution,in,[],1627747,,,1610612742,14,14,2022-12-18T01:21:58Z,640000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M06.00S,2022-12-18T01:22:24.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,34.773324572930356,53.431372549019606,1610612742,14,17,2022-12-18T01:22:30Z,650000,False,-17.0,274.0,1,left,D. Finney-Smith 27' 3PT  (3 PTS) (K. Walker 1 AST),"[1627827, 202689]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,,27.49,Made,3.0,,,,,,,,,,K. Walker,202689.0,1.0,,
67,PT05M43.00S,2022-12-18T01:22:47.8Z,1,REGULAR,3pt,Jump Shot,[],201567,67.49342969776609,52.69607843137255,1610612739,14,17,2022-12-18T01:23:12Z,670000,False,13.0,253.0,1,right,MISS K. Love 25' pullup 3PT,[201567],1610612739.0,CLE,pullup,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,25.35,Missed,,,,,,,,,,,,,,,
68,PT05M40.00S,2022-12-18T01:22:50.8Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,14,17,2022-12-18T01:22:52Z,680000,False,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,
69,PT05M29.00S,2022-12-18T01:23:01.6Z,1,REGULAR,3pt,Jump Shot,[],1626174,7.046649145860711,3.1862745098039214,1610612742,14,17,2022-12-18T01:23:06Z,690000,False,234.0,14.0,1,left,MISS C. Wood 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Right Corner 3,24+ Right,,,,23.45,Missed,,,,,,,,,,,,,,,
70,PT05M26.00S,2022-12-18T01:23:04.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,14,17,2022-12-18T01:23:06Z,700000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,
71,PT05M21.00S,2022-12-18T01:23:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.85479632063075,51.225490196078425,1610612739,16,17,2022-12-18T01:23:26Z,710000,False,6.0,15.0,1,right,D. Mitchell driving Layup (5 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,1.59,Made,5.0,,,,,,,,,,,,,,
72,PT05M21.00S,2022-12-18T01:23:15.8Z,1,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612739,16,17,2022-12-18T01:23:24Z,720000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Mitchell 1 FT),"[1627827, 1628378]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201638.0,1.0,0.0,Mitchell,1628378.0,,,,,
74,PT05M21.00S,2022-12-18T01:23:25.4Z,1,REGULAR,substitution,out,[],1627827,,,1610612739,16,17,2022-12-18T01:24:31Z,740000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M21.00S,2022-12-18T01:23:25.4Z,1,REGULAR,substitution,in,[],1628373,,,1610612739,16,17,2022-12-18T01:24:31Z,750000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M21.00S,2022-12-18T01:23:57.7Z,1,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,17,17,2022-12-18T01:23:57Z,760000,False,,,0,,D. Mitchell Free Throw 1 of 1 (6 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
77,PT05M02.00S,2022-12-18T01:24:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,14.536793692509855,51.225490196078425,1610612742,17,19,2022-12-18T01:24:25Z,770000,False,-6.0,84.0,1,left,C. Wood 8' driving floating Jump Shot (4 PTS) (F. Ntilikina 1 AST),"[1626174, 1628373]",1610612742.0,DAL,driving floating,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,8.43,Made,4.0,,,,,,,,,,F. Ntilikina,1628373.0,1.0,,
78,PT04M51.00S,2022-12-18T01:24:29.1Z,1,REGULAR,3pt,Jump Shot,[],1627747,66.70499342969777,47.794117647058826,1610612739,17,19,2022-12-18T01:24:34Z,780000,False,-11.0,260.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,26.07,Missed,,,,,,,,,,,,,,,
79,PT04M48.00S,2022-12-18T01:24:32.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,17,19,2022-12-18T01:24:34Z,790000,False,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,
81,PT04M43.00S,2022-12-18T01:24:36.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,9.280551905387648,98.52941176470588,1610612742,17,19,2022-12-18T01:25:27Z,800000,False,-243.0,35.0,1,left,MISS T. Hardaway Jr. 24' running 3PT,[203501],1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,24.51,Missed,,,,,,,,,,,,,,,
