actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
37,PT08M41.00S,2022-12-20T00:14:55.5Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612762,10,6,2022-12-20T00:15:05Z,360000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630596, 1628374]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203177.0,,,,1.0,0.0,Markkanen,1628374.0,,
39,PT08M41.00S,2022-12-20T00:15:19.0Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,10,7,2022-12-20T00:15:19Z,380000,False,,,0,,L. Markkanen Free Throw 1 of 2 (2 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
40,PT08M41.00S,2022-12-20T00:15:21.4Z,1,REGULAR,substitution,out,[],1629020,,,1610612762,10,7,2022-12-20T00:15:26Z,390000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M41.00S,2022-12-20T00:15:21.4Z,1,REGULAR,substitution,in,[],1627736,,,1610612762,10,7,2022-12-20T00:15:26Z,400000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M41.00S,2022-12-20T00:15:19.0Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,10,7,2022-12-20T00:15:42Z,410000,False,,,0,,MISS L. Markkanen Free Throw 2 of 2,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M39.00S,2022-12-20T00:15:21.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,10,7,2022-12-20T00:15:42Z,420000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M30.00S,2022-12-20T00:15:53.3Z,1,REGULAR,turnover,traveling,[],1629636,,,1610612739,10,7,2022-12-20T00:16:00Z,430000,False,,,0,,D. Garland traveling TURNOVER (1 TO),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1162.0,1.0,,,,,,,,
45,PT08M14.00S,2022-12-20T00:16:17.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203903,84.97043363994744,69.36274509803921,1610612762,10,7,2022-12-20T00:16:21Z,440000,False,97.0,89.0,1,right,MISS J. Clarkson 13' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,13.14,Missed,,,,,,,,,,,,,,,,,,
46,PT08M11.00S,2022-12-20T00:16:19.5Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,10,7,2022-12-20T00:16:19Z,450000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,,,
47,PT08M07.00S,2022-12-20T00:16:27.4Z,1,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612739,10,7,2022-12-20T00:16:35Z,460000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Allen 2 FT),"[1631117, 1628386]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203177.0,,,,1.0,0.0,Allen,1628386.0,,
49,PT08M07.00S,2022-12-20T00:16:53.8Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,11,7,2022-12-20T00:16:53Z,480000,False,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
50,PT08M07.00S,2022-12-20T00:17:07.3Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,12,7,2022-12-20T00:17:07Z,490000,False,,,0,,J. Allen Free Throw 2 of 2 (2 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
51,PT07M51.00S,2022-12-20T00:17:26.8Z,1,REGULAR,3pt,Jump Shot,[],1628374,69.46452036793693,73.52941176470588,1610612762,12,10,2022-12-20T00:17:33Z,500000,False,118.0,235.0,1,right,L. Markkanen 26' 3PT step back (5 PTS),[1628374],1610612762.0,UTA,step back,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,26.23,Made,,,,,5.0,,,,,,,,,,,,,
52,PT07M29.00S,2022-12-20T00:17:48.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,13.87976346911958,46.07843137254902,1610612739,14,10,2022-12-20T00:17:56Z,510000,False,20.0,78.0,1,left,D. Garland 8' driving floating Jump Shot (2 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,
54,PT07M17.00S,2022-12-20T00:18:00.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,81.15965834428384,94.11764705882352,1610612762,14,10,2022-12-20T00:18:04Z,530000,False,221.0,125.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
55,PT07M14.00S,2022-12-20T00:18:03.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,14,10,2022-12-20T00:18:04Z,540000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
56,PT07M06.00S,2022-12-20T00:18:11.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,11.12023653088042,56.127450980392155,1610612739,14,10,2022-12-20T00:21:56Z,550000,False,-31.0,52.0,1,left,MISS E. Mobley 6' Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.03,Missed,,,,,,,,,,,,,,,,,,
57,PT07M04.00S,2022-12-20T00:18:13.5Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,14,10,2022-12-20T00:18:16Z,560000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT07M01.00S,2022-12-20T00:18:21.8Z,1,REGULAR,foul,offensive,[],203903,,,1610612762,14,10,2022-12-20T00:20:33Z,570000,False,,,0,,J. Clarkson offensive FOUL (1 PF),"[203903, 1630171]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,,,1.0,0.0,Okoro,1630171.0,,
60,PT07M01.00S,2022-12-20T00:18:21.8Z,1,REGULAR,turnover,offensive foul,[],203903,,,1610612762,14,10,2022-12-20T00:18:21Z,590000,False,,,0,,J. Clarkson offensive foul TURNOVER (1 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,1.0,,,,,,,,
61,PT06M46.00S,2022-12-20T00:18:51.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628386,7.966491458607096,52.69607843137255,1610612739,16,10,2022-12-20T00:18:56Z,600000,False,-13.0,22.0,1,left,J. Allen DUNK (4 PTS) (I. Okoro 1 AST),"[1628386, 1630171]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,4.0,I. Okoro,1630171.0,1.0,,,,,,,,,,
63,PT06M20.00S,2022-12-20T00:19:16.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,82.47371879106439,96.81372549019608,1610612762,16,10,2022-12-20T00:19:21Z,620000,False,234.0,112.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
64,PT06M17.00S,2022-12-20T00:19:19.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,16,10,2022-12-20T00:19:21Z,630000,False,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,63.0,4.0,4.0,0.0,,,,,,,,,,,,,,
65,PT06M01.00S,2022-12-20T00:19:36.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,34.641918528252305,13.480392156862745,1610612739,19,10,2022-12-20T00:19:42Z,640000,False,183.0,273.0,1,left,D. Mitchell 32' 3PT pullup (11 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,32.85,Made,,,,,11.0,,,,,,,,,,,,,
66,PT06M01.00S,2022-12-20T00:19:43.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,19,10,2022-12-20T00:19:43Z,650000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M01.00S,2022-12-20T00:20:43.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612762,19,10,2022-12-20T00:22:23Z,660000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M01.00S,2022-12-20T00:20:43.2Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,19,10,2022-12-20T00:22:23Z,670000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M01.00S,2022-12-20T00:20:43.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612762,19,10,2022-12-20T00:22:23Z,680000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M01.00S,2022-12-20T00:20:43.2Z,1,REGULAR,substitution,in,[],200752,,,1610612762,19,10,2022-12-20T00:22:23Z,690000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M48.00S,2022-12-20T00:22:46.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,93.64323258869908,50.98039215686274,1610612762,19,12,2022-12-20T00:22:54Z,700000,False,5.0,7.0,1,right,W. Kessler cutting DUNK (2 PTS) (M. Conley 3 AST),"[1631117, 201144]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,2.0,M. Conley,201144.0,3.0,,,,,,,,,,
73,PT05M29.00S,2022-12-20T00:23:04.9Z,1,REGULAR,2pt,Jump Shot,[],1628378,20.97568988173456,32.1078431372549,1610612739,19,12,2022-12-20T00:23:09Z,720000,False,89.0,145.0,1,left,MISS D. Mitchell 17' turnaround Shot,[1628378],1610612739.0,CLE,turnaround,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,17.01,Missed,,,,,,,,,,,,,,,,,,
74,PT05M27.00S,2022-12-20T00:23:06.9Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,19,12,2022-12-20T00:23:09Z,730000,False,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Mid-Range,16-24 Right Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT05M11.00S,2022-12-20T00:23:25.5Z,1,REGULAR,turnover,out-of-bounds,[],201144,,,1610612762,19,12,2022-12-20T00:23:32Z,740000,False,,,0,,M. Conley bad pass out-of-bounds TURNOVER (1 TO),[201144],1610612762.0,UTA,bad pass,,,Conley,M. Conley,,,,,Mid-Range,16-24 Left,,,,,,,,,,,203177.0,1.0,,,,,,,,
76,PT05M11.00S,2022-12-20T00:23:30.3Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,19,12,2022-12-20T00:23:41Z,750000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M11.00S,2022-12-20T00:23:30.3Z,1,REGULAR,substitution,in,[],201567,,,1610612739,19,12,2022-12-20T00:23:41Z,760000,False,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M11.00S,2022-12-20T00:23:46.5Z,1,REGULAR,substitution,out,[],1631117,,,1610612739,19,12,2022-12-20T00:23:53Z,770000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2022-12-20T00:23:46.5Z,1,REGULAR,substitution,in,[],1629020,,,1610612739,19,12,2022-12-20T00:23:53Z,780000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M51.00S,2022-12-20T00:24:22.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630171,8.492115637319317,4.6568627450980395,1610612739,19,12,2022-12-20T00:24:26Z,790000,False,227.0,27.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,,
81,PT04M49.00S,2022-12-20T00:24:24.1Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,19,12,2022-12-20T00:24:26Z,800000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,80.0,2.0,1.0,1.0,,,,,,,,,,,,,,
82,PT04M45.00S,2022-12-20T00:24:28.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,62.23718791064389,56.86274509803921,1610612762,19,12,2022-12-20T00:25:09Z,810000,False,34.0,302.0,1,right,MISS J. Clarkson 30' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,30.44,Missed,,,,,,,,,,,,,,,,,,
83,PT04M39.00S,2022-12-20T00:24:34.4Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612762,19,12,2022-12-20T00:24:34Z,820000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Center,,,82.0,3.0,1.0,2.0,,,,,,,,,,,,,,
