shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
06:32,63,PT06M32.00S,2022-12-11T00:51:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,6.176084099868594,53.69944852941176,1610612760,12,7,2022-12-11T00:52:31Z,630000,False,-18.0,6.0,1,left,MISS A. Pokusevski driving finger roll Layup,[1630197],17,1610612760.0,OKC,driving finger roll,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
06:31,64,PT06M31.00S,2022-12-11T00:51:45.3Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,12,7,2022-12-11T00:52:00Z,640000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],50,1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,63.0,2.0,1.0,1.0,,,,,,,,,,,,,
06:31,65,PT06M31.00S,2022-12-11T00:51:52.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630526,5.590000152587891,50.0,1610612760,12,7,2022-12-11T00:57:35Z,650000,False,0.0,0.0,1,left,MISS J. Robinson-Earl tip Layup - blocked,"[1630526, 1630205]",50,1610612760.0,OKC,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,Stevens,1630205.0,,,,,,,,
06:31,116,PT06M31.00S,2022-12-11T00:51:52.1Z,1,REGULAR,block,,[],1630205,,,1610612760,12,7,2022-12-11T00:57:35Z,655000,False,,,0,,L. Stevens BLOCK (1 BLK),[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
06:31,66,PT06M31.00S,2022-12-11T00:51:52.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,12,7,2022-12-11T00:57:35Z,660000,False,,,0,,TEAM offensive REBOUND,[],,1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,65.0,,,,,,,,,,,,,,,,
06:17,68,PT06M17.00S,2022-12-11T00:52:16.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630197,5.995400788436268,30.392156862745097,1610612760,12,7,2022-12-11T00:52:20Z,680000,False,98.0,4.0,1,left,MISS A. Pokusevski 9' fadeaway Shot,[1630197],17,1610612760.0,OKC,fadeaway,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,8-16 Right,9.81,Missed,,,,,,,,,,,,,,,,,,
06:15,69,PT06M15.00S,2022-12-11T00:52:18.2Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,12,7,2022-12-11T00:52:20Z,690000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],16,1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Right,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,
06:05,70,PT06M05.00S,2022-12-11T00:52:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630205,91.14651773981603,97.79411764705883,1610612739,12,7,2022-12-11T00:52:31Z,700000,False,239.0,31.0,1,right,MISS L. Stevens 24' 3PT,[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Right Corner 3,24+ Right,24.1,Missed,,,,,,,,,,,,,,,,,,
06:03,71,PT06M03.00S,2022-12-11T00:52:29.4Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,12,7,2022-12-11T00:52:31Z,710000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:3),[1630197],17,1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,,,,70.0,4.0,3.0,1.0,,,,,,,,,,,,,
05:55,74,PT05M55.00S,2022-12-11T00:52:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,9.411957950065702,50.245098039215684,1610612760,12,7,2022-12-11T00:55:12Z,715000,False,-1.0,36.0,1,left,MISS S. Gilgeous-Alexander pullup Shot,[1628983],2,1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,,
05:54,75,PT05M54.00S,2022-12-11T00:52:50.3Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,12,7,2022-12-11T00:55:00Z,717500,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],2,1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,74.0,1.0,0.0,1.0,,,,,,,,,,,,,
05:53,72,PT05M53.00S,2022-12-11T00:52:50.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628983,16.770696452036795,39.46078431372549,1610612760,12,7,2022-12-11T00:56:00Z,720000,False,53.0,105.0,1,left,MISS S. Gilgeous-Alexander 11' floating Shot,[1628983],2,1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,11.76,Missed,,,,,,,,,,,,,,,,,,
05:52,73,PT05M52.00S,2022-12-11T00:52:51.3Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,12,7,2022-12-11T00:56:00Z,730000,False,,,0,,L. Stevens REBOUND (Off:0 Def:3),[1630205],8,1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),8-16 Center,,,,72.0,3.0,3.0,0.0,,,,,,,,,,,,,
05:37,76,PT05M37.00S,2022-12-11T00:52:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,86.28449408672799,54.166666666666664,1610612739,14,7,2022-12-11T00:58:00Z,760000,False,21.0,76.0,1,right,D. Garland 7' driving floating Jump Shot (4 PTS),[1629636],10,1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,4.0,,,,,,,,,,,,,,,,,
