actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M52.00S,2022-11-13T23:11:55.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,0,2,2022-11-13T23:12:00Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,15.0,,,,,,,,,,,,,,,,
18,PT10M35.00S,2022-11-13T23:12:19.1Z,1,REGULAR,3pt,Jump Shot,[],1627747,92.19776609724047,95.83333333333334,1610612739,3,2,2022-11-13T23:12:23Z,180000,False,229.0,21.0,1,right,C. LeVert 3PT  (3 PTS) (D. Garland 1 AST),"[1627747, 1629636]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,23.01,Made,3.0,,,,,D. Garland,1629636.0,1.0,,,,,,,,,,
20,PT10M13.00S,2022-11-13T23:12:40.3Z,1,REGULAR,2pt,Jump Shot,[],1626156,16.113666228646515,23.03921568627451,1610612750,3,4,2022-11-13T23:14:37Z,200000,False,135.0,99.0,1,left,D. Russell 16' fadeaway Jump Shot (2 PTS),[1626156],1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right,16.72,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M06.00S,2022-11-13T23:12:51.0Z,1,REGULAR,foul,personal,[],1630162,,,1610612739,3,4,2022-11-13T23:12:58Z,210000,False,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1627747]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202026.0,1.0,0.0,LeVert,1627747.0,,,,,
23,PT09M52.00S,2022-11-13T23:13:18.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,66.5735873850197,13.970588235294118,1610612739,3,4,2022-11-13T23:15:38Z,230000,False,-180.0,262.0,1,right,MISS D. Garland 31' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,31.77,Missed,,,,,,,,,,,,,,,,,,
24,PT09M50.00S,2022-11-13T23:13:20.9Z,1,REGULAR,rebound,offensive,[],1629636,,,1610612739,3,4,2022-11-13T23:13:20Z,240000,False,,,0,,D. Garland REBOUND (Off:1 Def:0),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,
25,PT09M47.00S,2022-11-13T23:13:23.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,65.39093298291722,37.00980392156863,1610612739,6,4,2022-11-13T23:13:26Z,250000,False,-65.0,273.0,1,right,D. Garland 28' 3PT  (3 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,28.04,Made,3.0,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2022-11-13T23:13:31.9Z,1,REGULAR,3pt,Jump Shot,[],1626157,32.013797634691194,27.941176470588236,1610612750,6,4,2022-11-13T23:13:35Z,260000,False,110.0,248.0,1,left,MISS K. Towns 27' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
27,PT09M36.00S,2022-11-13T23:13:34.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,6,4,2022-11-13T23:13:35Z,270000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M31.00S,2022-11-13T23:13:41.7Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612739,6,4,2022-11-13T23:13:52Z,280000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Mobley 2 FT),"[203497, 1630596]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,1.0,0.0,Mobley,1630596.0,,,,,
30,PT09M31.00S,2022-11-13T23:14:03.7Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,6,4,2022-11-13T23:14:21Z,300000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M31.00S,2022-11-13T23:14:03.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,6,4,2022-11-13T23:14:21Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,
32,PT09M31.00S,2022-11-13T23:14:03.7Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,6,4,2022-11-13T23:14:21Z,320000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
33,PT09M28.00S,2022-11-13T23:14:06.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,6,4,2022-11-13T23:14:21Z,330000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,
34,PT09M12.00S,2022-11-13T23:14:36.4Z,1,REGULAR,2pt,Jump Shot,[],1626156,19.267411300919843,66.42156862745098,1610612750,6,6,2022-11-13T23:14:40Z,340000,False,-82.0,129.0,1,left,D. Russell 15' pullup Jump Shot (4 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,15.26,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M57.00S,2022-11-13T23:14:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,82.9993429697766,48.529411764705884,1610612739,6,6,2022-11-13T23:14:55Z,350000,False,-7.0,107.0,1,right,MISS C. LeVert 10' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,10.76,Missed,,,,,,,,,,,,,,,,,,
36,PT08M55.00S,2022-11-13T23:14:53.6Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612739,6,6,2022-11-13T23:14:53Z,360000,False,,,0,,C. LeVert REBOUND (Off:1 Def:0),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,
37,PT08M53.00S,2022-11-13T23:14:55.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,60.66031537450722,41.17647058823529,1610612739,9,6,2022-11-13T23:17:51Z,370000,False,-44.0,317.0,1,right,D. Garland 32' 3PT  (6 PTS) (C. LeVert 1 AST),"[1629636, 1627747]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,32.03,Made,6.0,,,,,C. LeVert,1627747.0,1.0,,,,,,,,,,
39,PT08M38.00S,2022-11-13T23:15:09.4Z,1,REGULAR,3pt,Jump Shot,[],1630162,29.25427069645204,76.7156862745098,1610612750,9,6,2022-11-13T23:17:56Z,390000,False,-134.0,222.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
40,PT08M35.00S,2022-11-13T23:15:12.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,9,6,2022-11-13T23:15:13Z,400000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,
41,PT08M25.00S,2022-11-13T23:15:22.7Z,1,REGULAR,2pt,Jump Shot,[],1629636,86.15308804204993,31.127450980392158,1610612739,9,6,2022-11-13T23:15:28Z,410000,False,-94.0,78.0,1,right,MISS D. Garland 12' turnaround fadeaway Shot,[1629636],1610612739.0,CLE,turnaround fadeaway,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,12.23,Missed,,,,,,,,,,,,,,,,,,
42,PT08M22.00S,2022-11-13T23:15:25.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,9,6,2022-11-13T23:15:28Z,420000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,
43,PT08M15.00S,2022-11-13T23:15:32.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,29.517082785808146,75.49019607843137,1610612750,9,9,2022-11-13T23:18:44Z,430000,False,-127.0,225.0,1,left,D. Russell 25' 3PT pullup (7 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.86,Made,7.0,,,,,,,,,,,,,,,,,
44,PT07M52.00S,2022-11-13T23:15:56.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630205,94.30026281208936,50.49019607843137,1610612739,11,9,2022-11-13T23:16:04Z,440000,False,2.0,1.0,1,right,L. Stevens cutting DUNK (2 PTS) (C. LeVert 2 AST),"[1630205, 1627747]",1610612739.0,CLE,cutting,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,0.27,Made,2.0,,,,,C. LeVert,1627747.0,2.0,,,,,,,,,,
46,PT07M34.00S,2022-11-13T23:16:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.5722733245729295,50.73529411764706,1610612750,11,9,2022-11-13T23:16:29Z,460000,False,-4.0,19.0,1,left,MISS R. Gobert alley-oop Layup,[203497],1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
47,PT07M29.00S,2022-11-13T23:16:28.9Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,11,9,2022-11-13T23:22:04Z,470000,False,,,0,,D. Garland REBOUND (Off:1 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,
50,PT07M26.00S,2022-11-13T23:16:32.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201567,75.1149802890933,14.215686274509803,1610612739,11,9,2022-11-13T23:21:09Z,500000,False,-179.0,181.0,1,right,MISS K. Love 25' running 3PT,[201567],1610612739.0,CLE,running,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
51,PT07M23.00S,2022-11-13T23:16:36.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,11,9,2022-11-13T23:16:36Z,510000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,
52,PT07M23.00S,2022-11-13T23:16:40.2Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,11,9,2022-11-13T23:16:49Z,520000,False,,,0,,A. Edwards lost ball out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,lost ball,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202026.0,,,,,1.0,,,,
53,PT07M02.00S,2022-11-13T23:17:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,94.82588699080158,51.470588235294116,1610612739,11,9,2022-11-13T23:17:23Z,530000,False,7.0,-4.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,0.84,Missed,,,,,,,,,,,,,,,,,,
54,PT06M59.00S,2022-11-13T23:17:22.4Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,11,9,2022-11-13T23:17:22Z,540000,False,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,53.0,1.0,0.0,1.0,,,,,,,,,,,,,
55,PT06M59.00S,2022-11-13T23:17:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201567,94.40999984741211,50.0,1610612739,11,9,2022-11-13T23:17:22Z,550000,False,0.0,0.0,1,right,MISS K. Love tip Layup,[201567],1610612739.0,CLE,tip,,,Love,K. Love,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
56,PT06M59.00S,2022-11-13T23:17:23.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,11,9,2022-11-13T23:17:23Z,560000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,55.0,4.0,4.0,0.0,,,,,,,,,,,,,
57,PT06M56.00S,2022-11-13T23:17:25.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630183,7.5722733245729295,49.50980392156863,1610612750,11,11,2022-11-13T23:17:35Z,570000,False,2.0,19.0,1,left,J. McDaniels running DUNK (2 PTS) (D. Russell 1 AST),"[1630183, 1626156]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.89,Made,2.0,,,,,D. Russell,1626156.0,1.0,,,,,,,,,,
59,PT06M38.00S,2022-11-13T23:17:44.0Z,1,REGULAR,2pt,Jump Shot,[],1630596,84.70762155059133,69.11764705882352,1610612739,13,11,2022-11-13T23:17:48Z,590000,False,96.0,91.0,1,right,E. Mobley 13' pullup Jump Shot (2 PTS),[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,13.21,Made,2.0,,,,,,,,,,,,,,,,,
60,PT06M20.00S,2022-11-13T23:18:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,20.05584756898817,35.53921568627451,1610612750,13,13,2022-11-13T23:18:05Z,600000,False,72.0,136.0,1,left,D. Russell 15' fadeaway Jump Shot (9 PTS),[1626156],1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,15.4,Made,9.0,,,,,,,,,,,,,,,,,
61,PT06M07.00S,2022-11-13T23:18:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,83.919185282523,37.5,1610612739,13,13,2022-11-13T23:18:19Z,610000,False,-62.0,99.0,1,right,MISS E. Mobley 11' turnaround fadeaway Shot,[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,11.68,Missed,,,,,,,,,,,,,,,,,,
62,PT06M05.00S,2022-11-13T23:18:17.0Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,13,13,2022-11-13T23:18:17Z,620000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Left,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,
63,PT05M50.00S,2022-11-13T23:18:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.440867279894875,51.225490196078425,1610612750,13,15,2022-11-13T23:18:35Z,630000,False,-6.0,17.0,1,left,R. Gobert Layup (2 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,K. Towns,1626157.0,1.0,,,,,,,,,,
65,PT05M40.00S,2022-11-13T23:18:46.9Z,1,REGULAR,foul,personal,[],1630183,,,1610612739,13,15,2022-11-13T23:18:55Z,650000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1629636]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627526.0,1.0,0.0,Garland,1629636.0,,,,,
67,PT05M40.00S,2022-11-13T23:18:57.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,13,15,2022-11-13T23:18:58Z,670000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M40.00S,2022-11-13T23:19:34.1Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,13,15,2022-11-13T23:21:41Z,680000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M40.00S,2022-11-13T23:19:34.1Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,13,15,2022-11-13T23:21:41Z,690000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M40.00S,2022-11-13T23:19:34.1Z,1,REGULAR,substitution,out,[],1630183,,,1610612739,13,15,2022-11-13T23:21:41Z,700000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M40.00S,2022-11-13T23:19:34.1Z,1,REGULAR,substitution,out,[],203497,,,1610612739,13,15,2022-11-13T23:21:41Z,710000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M40.00S,2022-11-13T23:19:34.1Z,1,REGULAR,substitution,in,[],203526,,,1610612739,13,15,2022-11-13T23:21:41Z,720000,False,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M40.00S,2022-11-13T23:19:34.1Z,1,REGULAR,substitution,in,[],201577,,,1610612739,13,15,2022-11-13T23:21:41Z,730000,False,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M40.00S,2022-11-13T23:19:34.1Z,1,REGULAR,substitution,in,[],203937,,,1610612739,13,15,2022-11-13T23:21:41Z,740000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M40.00S,2022-11-13T23:19:34.1Z,1,REGULAR,substitution,in,[],1627752,,,1610612739,13,15,2022-11-13T23:21:41Z,750000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M30.00S,2022-11-13T23:22:00.8Z,1,REGULAR,3pt,Jump Shot,[],201567,94.56307490144546,3.1862745098039214,1610612739,13,15,2022-11-13T23:22:06Z,760000,False,-234.0,-1.0,1,right,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
77,PT05M27.00S,2022-11-13T23:22:03.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,13,15,2022-11-13T23:22:06Z,770000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,
78,PT05M21.00S,2022-11-13T23:22:09.9Z,1,REGULAR,3pt,Jump Shot,[],1626157,30.962549277266753,68.87254901960785,1610612750,13,18,2022-11-13T23:22:14Z,780000,False,-94.0,239.0,1,left,K. Towns 25' 3PT  (3 PTS) (D. Russell 2 AST),"[1626157, 1626156]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.65,Made,3.0,,,,,D. Russell,1626156.0,2.0,,,,,,,,,,
80,PT05M03.00S,2022-11-13T23:22:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,85.75886990801577,50.0,1610612739,13,18,2022-11-13T23:22:31Z,800000,False,0.0,81.0,1,right,MISS C. LeVert 8' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,8.14,Missed,,,,,,,,,,,,,,,,,,
81,PT05M02.00S,2022-11-13T23:22:28.9Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612739,13,18,2022-11-13T23:22:28Z,810000,False,,,0,,C. LeVert REBOUND (Off:2 Def:0),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,80.0,2.0,0.0,2.0,,,,,,,,,,,,,
82,PT04M53.00S,2022-11-13T23:22:38.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201567,87.07293035479631,73.52941176470588,1610612739,13,18,2022-11-13T23:22:42Z,820000,False,118.0,69.0,1,right,MISS K. Love 13' turnaround Shot,[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,Mid-Range,8-16 Right,13.63,Missed,,,,,,,,,,,,,,,,,,
83,PT04M51.00S,2022-11-13T23:22:40.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,13,18,2022-11-13T23:22:42Z,830000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,
84,PT04M40.00S,2022-11-13T23:22:51.0Z,1,REGULAR,3pt,Jump Shot,[],1627752,7.178055190538765,3.9215686274509802,1610612750,13,21,2022-11-13T23:22:58Z,840000,False,230.0,15.0,1,left,T. Prince 3PT  (3 PTS) (D. Russell 3 AST),"[1627752, 1626156]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.09,Made,3.0,,,,,D. Russell,1626156.0,3.0,,,,,,,,,,
