actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
23,PT09M50.00S,2023-02-03T00:48:50.8Z,1,REGULAR,violation,kicked ball,[],1630171,,,1610612763,5,5,2023-02-03T00:52:31Z,230000,False,,,0,,I. Okoro kicked ball VIOLATION,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,1627964.0,,,,,,,,,
24,PT09M40.00S,2023-02-03T00:49:14.8Z,1,REGULAR,2pt,Jump Shot,[],1628415,79.58278580814718,58.333333333333336,1610612763,5,5,2023-02-03T00:49:21Z,240000,False,42.0,139.0,1,right,MISS D. Brooks 14' fadeaway Shot,[1628415],1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,14.55,Missed,,,,,,,,,,,,,,,,,,
25,PT09M38.00S,2023-02-03T00:49:16.8Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,5,5,2023-02-03T00:49:21Z,250000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M34.00S,2023-02-03T00:49:20.9Z,1,REGULAR,turnover,lost ball,[],1628386,,,1610612739,5,5,2023-02-03T00:49:27Z,260000,False,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 1629630]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,Morant,1629630.0,,,,,,
27,PT09M34.00S,2023-02-03T00:49:20.9Z,1,REGULAR,steal,,[],1629630,,,1610612763,5,5,2023-02-03T00:49:24Z,270000,False,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
28,PT09M25.00S,2023-02-03T00:49:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,94.03745072273325,51.225490196078425,1610612763,5,7,2023-02-03T00:49:35Z,280000,False,6.0,4.0,1,right,J. Morant driving Layup (2 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M09.00S,2023-02-03T00:49:45.3Z,1,REGULAR,2pt,Jump Shot,[],1628378,29.042789093298293,38.73314950980392,1610612739,5,7,2023-02-03T00:56:44Z,290000,False,56.0,221.0,1,left,MISS D. Mitchell 22' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,22.76,Missed,,,,,,,,,,,,,,,,,,
30,PT09M07.00S,2023-02-03T00:49:47.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,5,7,2023-02-03T00:49:51Z,300000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M04.00S,2023-02-03T00:49:51.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,92.85479632063075,52.69607843137255,1610612763,5,7,2023-02-03T00:50:02Z,310000,False,13.0,15.0,1,right,MISS D. Bane running Layup - blocked,"[1630217, 1628378]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,Mitchell,1628378.0,,,,
32,PT09M04.00S,2023-02-03T00:49:51.1Z,1,REGULAR,block,,[],1628378,,,1610612763,5,7,2023-02-03T00:49:54Z,320000,False,,,0,,D. Mitchell BLOCK (1 BLK),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M00.00S,2023-02-03T00:49:55.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,5,7,2023-02-03T00:50:02Z,330000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
34,PT08M59.00S,2023-02-03T00:50:07.5Z,1,REGULAR,turnover,out-of-bounds,[],1630171,,,1610612739,5,7,2023-02-03T00:56:36Z,340000,False,,,0,,I. Okoro bad pass out-of-bounds TURNOVER (1 TO),[1630171],1610612739.0,CLE,bad pass,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627964.0,1.0,,,,,,,,
35,PT08M51.00S,2023-02-03T00:50:28.1Z,1,REGULAR,foul,personal,[],1630171,,,1610612763,5,7,2023-02-03T00:50:36Z,350000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1630217]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1146.0,,,,,,1.0,0.0,Bane,1630217.0
37,PT08M38.00S,2023-02-03T00:50:58.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,84.05059132720105,97.79411764705883,1610612763,5,7,2023-02-03T00:51:03Z,370000,False,239.0,97.0,1,right,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
38,PT08M35.00S,2023-02-03T00:51:01.6Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,5,7,2023-02-03T00:51:03Z,380000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,
39,PT08M29.00S,2023-02-03T00:51:08.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.601182654402102,52.94117647058824,1610612739,7,7,2023-02-03T00:51:17Z,390000,False,-15.0,0.0,1,left,J. Allen cutting DUNK (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
41,PT08M18.00S,2023-02-03T00:51:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.42969776609723,46.729473039215684,1610612763,7,7,2023-02-03T00:58:26Z,410000,False,-16.0,9.0,1,right,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
43,PT08M17.00S,2023-02-03T00:51:18.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,7,7,2023-02-03T00:59:39Z,430000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,
44,PT08M13.00S,2023-02-03T00:51:32.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,9.543363994743759,51.470588235294116,1610612739,9,7,2023-02-03T00:52:24Z,440000,False,-7.0,37.0,1,left,E. Mobley cutting DUNK (2 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.79,Made,2.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,,
46,PT08M01.00S,2023-02-03T00:51:49.5Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612763,9,7,2023-02-03T00:52:01Z,460000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Brooks 2 FT),"[1628378, 1628415]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627964.0,,,,,,1.0,0.0,Brooks,1628415.0
48,PT08M01.00S,2023-02-03T00:52:08.3Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,9,8,2023-02-03T00:52:08Z,480000,False,,,0,,D. Brooks Free Throw 1 of 2 (3 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
49,PT08M01.00S,2023-02-03T00:52:09.7Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,9,8,2023-02-03T00:52:09Z,490000,False,,,0,,MISS D. Brooks Free Throw 2 of 2,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT08M00.00S,2023-02-03T00:52:12.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,9,8,2023-02-03T00:52:12Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,
51,PT08M00.00S,2023-02-03T00:52:17.3Z,1,REGULAR,foul,personal,[],1630583,,,1610612739,9,8,2023-02-03T01:01:18Z,510000,False,,,0,,S. Aldama loose ball personal FOUL (1 PF),"[1630583, 1630596]",1610612763.0,MEM,loose ball,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,,,,,,1.0,0.0,Mobley,1630596.0
53,PT07M46.00S,2023-02-03T00:52:37.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,11.12023653088042,42.8921568627451,1610612739,9,8,2023-02-03T00:52:47Z,530000,False,36.0,52.0,1,left,MISS D. Garland 6' driving Layup - blocked,"[1629636, 1629630]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,,,,,,,,,,,,,Morant,1629630.0,,,,
54,PT07M46.00S,2023-02-03T00:52:37.6Z,1,REGULAR,block,,[],1629630,,,1610612739,9,8,2023-02-03T00:52:40Z,540000,False,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M42.00S,2023-02-03T00:52:41.6Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,9,8,2023-02-03T00:52:47Z,550000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,
56,PT07M40.00S,2023-02-03T00:52:42.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630583,94.1688567674113,51.71568627450981,1610612763,9,10,2023-02-03T00:52:55Z,560000,False,9.0,2.0,1,right,S. Aldama running Layup (2 PTS),[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,,,,,,,,,,,,,,,,,
57,PT07M16.00S,2023-02-03T00:53:07.3Z,1,REGULAR,2pt,Jump Shot,[],1628378,22.158344283837057,28.921568627450984,1610612739,9,10,2023-02-03T00:53:13Z,570000,False,105.0,156.0,1,left,MISS D. Mitchell 18' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,18.81,Missed,,,,,,,,,,,,,,,,,,
58,PT07M13.00S,2023-02-03T00:53:10.3Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,9,10,2023-02-03T00:53:13Z,580000,False,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right Center,,,,,,,57.0,3.0,2.0,1.0,,,,,,,,,,
59,PT07M06.00S,2023-02-03T00:53:16.7Z,1,REGULAR,2pt,Hook,['2ndchance'],1630596,11.777266754270697,30.88235294117647,1610612739,9,10,2023-02-03T00:53:21Z,590000,False,96.0,58.0,1,left,MISS E. Mobley 11' driving Hook,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,11.19,Missed,,,,,,,,,,,,,,,,,,
60,PT07M04.00S,2023-02-03T00:53:18.4Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,9,10,2023-02-03T00:53:18Z,600000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,59.0,4.0,2.0,2.0,,,,,,,,,,
61,PT07M01.00S,2023-02-03T00:53:21.4Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,9,10,2023-02-03T00:53:30Z,610000,False,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1628415]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,Brooks,1628415.0,,,,,,
62,PT07M01.00S,2023-02-03T00:53:21.4Z,1,REGULAR,steal,,[],1628415,,,1610612763,9,10,2023-02-03T00:53:23Z,620000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
63,PT06M58.00S,2023-02-03T00:53:24.7Z,1,REGULAR,turnover,bad pass,[],1628415,,,1610612763,9,10,2023-02-03T00:53:40Z,630000,False,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 1630171]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Okoro,1630171.0,,,,,,
64,PT06M58.00S,2023-02-03T00:53:24.7Z,1,REGULAR,steal,,[],1630171,,,1610612739,9,10,2023-02-03T00:53:27Z,640000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
65,PT06M57.00S,2023-02-03T00:53:29.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630171,7.178055190538765,50.98039215686274,1610612739,11,10,2023-02-03T01:04:28Z,650000,False,-5.0,15.0,1,left,I. Okoro running Layup (2 PTS),[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.58,Made,2.0,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2023-02-03T00:53:34.4Z,1,REGULAR,foul,personal,['1freethrow'],1629630,,,1610612739,11,10,2023-02-03T00:56:48Z,660000,False,,,0,,J. Morant shooting personal FOUL (1 PF) (Okoro 1 FT),"[1629630, 1630171]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,,,,,,1.0,0.0,Okoro,1630171.0
68,PT06M57.00S,2023-02-03T00:53:51.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,11,10,2023-02-03T00:54:19Z,680000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M57.00S,2023-02-03T00:53:56.0Z,1,REGULAR,substitution,out,[],1630214,,,1610612739,11,10,2023-02-03T00:56:44Z,690000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M57.00S,2023-02-03T00:53:56.0Z,1,REGULAR,substitution,out,[],1630217,,,1610612739,11,10,2023-02-03T00:56:44Z,700000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M57.00S,2023-02-03T00:53:56.0Z,1,REGULAR,substitution,in,[],1629634,,,1610612739,11,10,2023-02-03T00:56:44Z,710000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M57.00S,2023-02-03T00:53:56.0Z,1,REGULAR,substitution,in,[],1629723,,,1610612739,11,10,2023-02-03T00:56:44Z,720000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M57.00S,2023-02-03T00:57:12.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630171,,,1610612739,11,10,2023-02-03T00:57:19Z,730000,False,,,0,,MISS I. Okoro Free Throw 1 of 1,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT06M54.00S,2023-02-03T00:57:15.8Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,11,10,2023-02-03T00:57:19Z,740000,False,,,0,,S. Aldama REBOUND (Off:0 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,73.0,3.0,3.0,0.0,,,,,,,,,,
75,PT06M35.00S,2023-02-03T00:57:32.9Z,1,REGULAR,turnover,bad pass,[],1630583,,,1610612763,11,10,2023-02-03T00:57:39Z,750000,False,,,0,,S. Aldama bad pass TURNOVER (1 TO),"[1630583, 1630596]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,Mobley,1630596.0,,,,,,
76,PT06M35.00S,2023-02-03T00:57:32.9Z,1,REGULAR,steal,,[],1630596,,,1610612739,11,10,2023-02-03T01:07:09Z,760000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
77,PT06M31.00S,2023-02-03T00:57:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629636,8.09789750328515,50.245098039215684,1610612739,11,10,2023-02-03T00:57:47Z,770000,False,-1.0,24.0,1,left,MISS D. Garland running Layup,[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
78,PT06M29.00S,2023-02-03T00:57:39.3Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,11,10,2023-02-03T00:57:47Z,780000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,
79,PT06M22.00S,2023-02-03T00:57:46.3Z,1,REGULAR,turnover,bad pass,[],1628415,,,1610612763,11,10,2023-02-03T00:57:57Z,790000,False,,,0,,D. Brooks bad pass TURNOVER (2 TO),"[1628415, 1630171]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,Okoro,1630171.0,,,,,,
80,PT06M22.00S,2023-02-03T00:57:46.3Z,1,REGULAR,steal,,[],1630171,,,1610612739,11,10,2023-02-03T00:58:02Z,800000,False,,,0,,I. Okoro STEAL (2 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
81,PT06M22.00S,2023-02-03T00:58:04.7Z,1,REGULAR,turnover,out-of-bounds,[],1630171,,,1610612739,11,10,2023-02-03T00:58:20Z,810000,False,,,0,,I. Okoro step out-of-bounds TURNOVER (2 TO),[1630171],1610612739.0,CLE,step,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627964.0,2.0,,,,,,,,
