actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
30,PT09M03.00S,2024-04-01T23:13:51.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628401,5.590000152587891,50.0,1610612738,10,7,2024-04-01T23:15:05Z,300000,False,0.0,0.0,1,left,D. White tip Layup (2 PTS),[1628401],1610612738.0,BOS,tip,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.0,,,,,,,,,,,,
31,PT08M47.00S,2024-04-01T23:14:09.1Z,1,REGULAR,2pt,Jump Shot,[],1641706,79.58278580814718,67.15686274509804,1610612766,10,7,2024-04-01T23:15:42Z,310000,False,86.0,139.0,1,right,MISS B. Miller 16' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,16.37,,,,,,,,,,,,
32,PT08M43.00S,2024-04-01T23:14:13.1Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,10,7,2024-04-01T23:14:13Z,320000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,31.0,2.0,1.0,1.0,,,,,
33,PT08M38.00S,2024-04-01T23:14:16.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201950,5.206964520367937,48.03921568627451,1610612738,10,9,2024-04-01T23:16:16Z,330000,False,10.0,-4.0,1,left,J. Holiday running Layup (2 PTS) (J. Tatum 1 AST),"[201950, 1628369]",1610612738.0,BOS,running,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.04,J. Tatum,1628369.0,1.0,,,,,,,,,
35,PT08M29.00S,2024-04-01T23:14:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,93.24901445466492,47.30392156862745,1610612766,10,9,2024-04-01T23:16:45Z,350000,False,-13.0,11.0,1,right,MISS T. Mann driving reverse Layup,[1630544],1610612766.0,CHA,driving reverse,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.74,,,,,,,,,,,,
36,PT08M29.00S,2024-04-01T23:14:26.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,10,9,2024-04-01T23:14:36Z,360000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,35.0,2.0,1.0,1.0,,,,,
37,PT08M24.00S,2024-04-01T23:14:32.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,6.258212877792378,50.98039215686274,1610612738,10,9,2024-04-01T23:17:19Z,370000,False,-5.0,6.0,1,left,MISS D. White running Layup,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.8,,,,,,,,,,,,
38,PT08M22.00S,2024-04-01T23:14:34.0Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,10,9,2024-04-01T23:14:41Z,380000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT08M13.00S,2024-04-01T23:14:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,91.27792378449409,50.49019607843137,1610612766,12,9,2024-04-01T23:17:50Z,390000,False,2.0,29.0,1,right,G. Williams driving floating Jump Shot (4 PTS) (V. Micic 3 AST),"[1629684, 203995]",1610612766.0,CHA,driving floating,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.96,V. Micic,203995.0,3.0,,,,,,,,,
41,PT08M13.00S,2024-04-01T23:14:48.0Z,1,REGULAR,foul,personal,['1freethrow'],201950,,,1610612766,12,9,2024-04-01T23:15:09Z,410000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Williams 1 FT),"[201950, 1629684]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
43,PT08M13.00S,2024-04-01T23:15:10.6Z,1,REGULAR,freethrow,1 of 1,[],1629684,,,1610612766,13,9,2024-04-01T23:15:10Z,430000,False,,,0,,G. Williams Free Throw 1 of 1 (5 PTS),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
44,PT07M59.00S,2024-04-01T23:15:26.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,28.991458607095925,78.18627450980392,1610612738,13,9,2024-04-01T23:15:29Z,440000,False,-141.0,220.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.13,,,,,,,,,,,,
45,PT07M57.00S,2024-04-01T23:15:27.8Z,1,REGULAR,rebound,offensive,[],204001,,,1610612738,13,9,2024-04-01T23:15:27Z,450000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,44.0,2.0,1.0,1.0,,,,,
46,PT07M55.00S,2024-04-01T23:15:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201143,29.6484888304862,29.411764705882355,1610612738,13,9,2024-04-01T23:15:33Z,460000,False,103.0,226.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.85,,,,,,,,,,,,
47,PT07M53.00S,2024-04-01T23:15:31.7Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,13,9,2024-04-01T23:15:33Z,470000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,
48,PT07M50.00S,2024-04-01T23:15:35.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,68.54467805519053,22.30392156862745,1610612766,16,9,2024-04-01T23:15:41Z,480000,False,-138.0,243.0,1,right,B. Miller 27' 3PT running (6 PTS) (T. Mann 1 AST),"[1641706, 1630544]",1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,27.99,T. Mann,1630544.0,1.0,,,,,,,,,
50,PT07M41.00S,2024-04-01T23:15:46.8Z,1,REGULAR,foul,personal,[],1629684,,,1610612738,16,9,2024-04-01T23:16:19Z,500000,False,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1628401]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,2003.0,2.0,0.0,White,1628401.0,,,,,,,,,,,,,,,
52,PT07M41.00S,2024-04-01T23:16:00.2Z,1,REGULAR,substitution,out,[],1629684,,,1610612738,16,9,2024-04-01T23:16:06Z,520000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M41.00S,2024-04-01T23:16:00.2Z,1,REGULAR,substitution,in,[],1629716,,,1610612738,16,9,2024-04-01T23:16:06Z,530000,False,,,0,,SUB in: M. Bolden,[1629716],1610612766.0,CHA,,,,Bolden,M. Bolden,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M27.00S,2024-04-01T23:16:26.1Z,1,REGULAR,3pt,Jump Shot,[],201143,5.469776609724048,5.147058823529411,1610612738,16,12,2024-04-01T23:16:29Z,540000,False,224.0,-1.0,1,left,A. Horford 3PT  (3 PTS) (K. Porzingis 1 AST),"[201143, 204001]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,22.43,K. Porzingis,204001.0,1.0,,,,,,,,,
56,PT07M15.00S,2024-04-01T23:16:37.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,92.72339027595268,54.65686274509803,1610612766,16,12,2024-04-01T23:18:45Z,560000,False,23.0,16.0,1,right,MISS T. Mann driving floating bank Shot,[1630544],1610612766.0,CHA,driving floating bank,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.82,,,,,,,,,,,,
57,PT07M13.00S,2024-04-01T23:16:39.7Z,1,REGULAR,rebound,offensive,[],1629716,,,1610612766,16,12,2024-04-01T23:16:39Z,570000,False,,,0,,M. Bolden REBOUND (Off:1 Def:0),[1629716],1610612766.0,CHA,,,,Bolden,M. Bolden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,56.0,1.0,0.0,1.0,,,,,
58,PT07M06.00S,2024-04-01T23:16:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203995,91.80354796320631,51.470588235294116,1610612766,18,12,2024-04-01T23:16:50Z,580000,False,7.0,25.0,1,right,V. Micic driving Layup (2 PTS),[203995],1610612766.0,CHA,driving,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.56,,,,,,,,,,,,
59,PT06M50.00S,2024-04-01T23:17:03.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,25.04927726675427,84.31372549019608,1610612738,18,15,2024-04-01T23:17:07Z,590000,False,-172.0,183.0,1,left,J. Tatum 25' 3PT  (6 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,25.09,A. Horford,201143.0,1.0,,,,,,,,,
61,PT06M28.00S,2024-04-01T23:17:24.9Z,1,REGULAR,3pt,Jump Shot,[],1628970,76.82325886990802,91.17647058823529,1610612766,21,15,2024-04-01T23:17:28Z,610000,False,206.0,165.0,1,right,M. Bridges 26' 3PT  (8 PTS) (B. Miller 1 AST),"[1628970, 1641706]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,26.41,B. Miller,1641706.0,1.0,,,,,,,,,
63,PT06M09.00S,2024-04-01T23:17:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,18.478975032851512,42.64705882352941,1610612738,21,15,2024-04-01T23:17:47Z,630000,False,37.0,121.0,1,left,MISS K. Porzingis 12' Jump Shot,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.67,,,,,,,,,,,,
64,PT06M07.00S,2024-04-01T23:17:46.0Z,1,REGULAR,rebound,defensive,[],1629716,,,1610612766,21,15,2024-04-01T23:17:47Z,640000,False,,,0,,M. Bolden REBOUND (Off:1 Def:1),[1629716],1610612766.0,CHA,,,,Bolden,M. Bolden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,63.0,2.0,1.0,1.0,,,,,
65,PT05M55.00S,2024-04-01T23:17:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,93.64323258869908,47.549019607843135,1610612766,23,15,2024-04-01T23:28:48Z,650000,False,-12.0,7.0,1,right,T. Mann driving finger roll Layup (2 PTS) (M. Bridges 2 AST),"[1630544, 1628970]",1610612766.0,CHA,driving finger roll,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.43,M. Bridges,1628970.0,2.0,,,,,,,,,
67,PT05M41.00S,2024-04-01T23:18:11.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,7.30946123521682,50.98039215686274,1610612738,23,17,2024-04-01T23:18:17Z,670000,False,-5.0,16.0,1,left,A. Horford DUNK (5 PTS) (K. Porzingis 2 AST),"[201143, 204001]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.69,K. Porzingis,204001.0,2.0,,,,,,,,,
69,PT05M14.00S,2024-04-01T23:18:38.6Z,1,REGULAR,3pt,Jump Shot,[],1630544,68.28186596583443,12.990196078431374,1610612766,23,17,2024-04-01T23:29:31Z,690000,False,-185.0,246.0,1,right,MISS T. Mann 30' pullup 3PT,[1630544],1610612766.0,CHA,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,30.76,,,,,,,,,,,,
70,PT05M12.00S,2024-04-01T23:18:40.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,23,17,2024-04-01T23:18:40Z,700000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,
71,PT05M00.00S,2024-04-01T23:18:52.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,3.7614980289093296,4.411764705882353,1610612738,23,20,2024-04-01T23:18:57Z,710000,False,228.0,-17.0,1,left,D. White 3PT  (5 PTS) (K. Porzingis 3 AST),"[1628401, 204001]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,22.85,K. Porzingis,204001.0,3.0,,,,,,,,,
73,PT05M00.00S,2024-04-01T23:18:57.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,23,20,2024-04-01T23:18:57Z,730000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M00.00S,2024-04-01T23:20:58.5Z,1,REGULAR,substitution,out,[],1630544,,,1610612766,23,20,2024-04-01T23:21:41Z,740000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M00.00S,2024-04-01T23:20:58.5Z,1,REGULAR,substitution,out,[],201950,,,1610612766,23,20,2024-04-01T23:21:41Z,750000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M00.00S,2024-04-01T23:20:58.5Z,1,REGULAR,substitution,out,[],1628401,,,1610612766,23,20,2024-04-01T23:21:41Z,760000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M00.00S,2024-04-01T23:20:58.5Z,1,REGULAR,substitution,out,[],201143,,,1610612766,23,20,2024-04-01T23:21:41Z,770000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M00.00S,2024-04-01T23:20:58.5Z,1,REGULAR,substitution,in,[],1630197,,,1610612766,23,20,2024-04-01T23:21:41Z,780000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M00.00S,2024-04-01T23:20:58.5Z,1,REGULAR,substitution,in,[],1629052,,,1610612766,23,20,2024-04-01T23:21:41Z,790000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M00.00S,2024-04-01T23:20:58.5Z,1,REGULAR,substitution,in,[],1630202,,,1610612766,23,20,2024-04-01T23:21:41Z,800000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M00.00S,2024-04-01T23:20:58.5Z,1,REGULAR,substitution,in,[],1630573,,,1610612766,23,20,2024-04-01T23:21:41Z,810000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M45.00S,2024-04-01T23:22:07.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629716,93.38042049934296,54.90196078431373,1610612766,25,20,2024-04-01T23:22:11Z,820000,False,25.0,10.0,1,right,M. Bolden alley-oop DUNK (2 PTS) (M. Bridges 3 AST),"[1629716, 1628970]",1610612766.0,CHA,alley-oop,,,Bolden,M. Bolden,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.64,M. Bridges,1628970.0,3.0,,,,,,,,,
85,PT04M27.00S,2024-04-01T23:22:27.6Z,1,REGULAR,foul,personal,['2freethrow'],1629716,,,1610612738,25,20,2024-04-01T23:22:36Z,840000,False,,,0,,M. Bolden shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1629716, 204001]",1610612766.0,CHA,shooting,,,Bolden,M. Bolden,,,,,Restricted Area,0-8 Center,1628171.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
87,PT04M27.00S,2024-04-01T23:22:52.6Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,25,21,2024-04-01T23:23:12Z,860000,False,,,0,,K. Porzingis Free Throw 1 of 2 (3 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
