actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
586,PT05M21.00S,2023-12-16T02:05:46.8Z,4,REGULAR,3pt,Jump Shot,[],202330,66.04796320630749,43.627450980392155,1610612766,91,98,2023-12-16T02:05:52Z,5820000,False,-32.0,267.0,1,right,G. Hayward 26' 3PT  (9 PTS) (B. Miller 2 AST),"[202330, 1641706]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,26.85,Made,,,,,,,,,9.0,,,,,B. Miller,1641706.0,2.0,,
588,PT05M03.00S,2023-12-16T02:06:04.4Z,4,REGULAR,2pt,Jump Shot,[],202685,24.917871222076215,55.392156862745104,1610612740,91,100,2023-12-16T02:06:11Z,5840000,False,-27.0,182.0,1,left,J. Valanciunas 18' Jump Shot (29 PTS) (B. Ingram 7 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,18.37,Made,,,,,,,,,29.0,,,,,B. Ingram,1627742.0,7.0,,
590,PT04M51.00S,2023-12-16T02:06:22.1Z,4,REGULAR,foul,personal,['2freethrow'],202685,,,1610612766,91,100,2023-12-16T02:06:31Z,5860000,False,,,0,,J. Valanciunas shooting personal FOUL (3 PF) (Miller 2 FT),"[202685, 1641706]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,3.0,0.0,Miller,1641706.0,,,,,
592,PT04M51.00S,2023-12-16T02:06:43.4Z,4,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,91,100,2023-12-16T02:07:07Z,5880000,False,,,0,,MISS B. Miller Free Throw 1 of 2,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
593,PT04M51.00S,2023-12-16T02:06:43.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,91,100,2023-12-16T02:07:07Z,5890000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,592.0,,,,,,,,,,,,,,,,,
594,PT04M51.00S,2023-12-16T02:06:44.4Z,4,REGULAR,substitution,out,[],1630700,,,1610612766,91,100,2023-12-16T02:06:51Z,5900000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M51.00S,2023-12-16T02:06:44.4Z,4,REGULAR,substitution,in,[],1630529,,,1610612766,91,100,2023-12-16T02:06:51Z,5910000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M51.00S,2023-12-16T02:06:43.4Z,4,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,91,100,2023-12-16T02:07:07Z,5920000,False,,,0,,MISS B. Miller Free Throw 2 of 2,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
597,PT04M48.00S,2023-12-16T02:06:46.4Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,91,100,2023-12-16T02:07:07Z,5930000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:7),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,596.0,10.0,7.0,3.0,,,,,,,,,,,,,,
598,PT04M25.00S,2023-12-16T02:07:28.4Z,4,REGULAR,3pt,Jump Shot,[],203468,32.670827858081466,50.98039215686274,1610612740,91,100,2023-12-16T02:07:35Z,5940000,False,-5.0,255.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.46,Missed,,,,,,,,,,,,,,,,,,
599,PT04M22.00S,2023-12-16T02:07:30.7Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,91,100,2023-12-16T02:07:30Z,5950000,False,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,598.0,3.0,3.0,0.0,,,,,,,,,,,,,,
600,PT04M20.00S,2023-12-16T02:07:33.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,69.85873850197109,73.77450980392157,1610612766,94,100,2023-12-16T02:07:45Z,5960000,False,119.0,231.0,1,right,T. Rozier 25' 3PT running pullup (27 PTS),[1626179],1610612766.0,CHA,running pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.96,Made,,,,,,,,,27.0,,,,,,,,,
601,PT03M56.00S,2023-12-16T02:07:57.0Z,4,REGULAR,3pt,Jump Shot,[],202685,31.225361366622867,67.15686274509804,1610612740,94,100,2023-12-16T02:08:02Z,5970000,False,-86.0,241.0,1,left,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
602,PT03M53.00S,2023-12-16T02:08:00.0Z,4,REGULAR,rebound,offensive,[],203468,,,1610612740,94,100,2023-12-16T02:08:02Z,5980000,False,,,0,,C. McCollum REBOUND (Off:2 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,601.0,5.0,3.0,2.0,,,,,,,,,,,,,,
603,PT03M48.00S,2023-12-16T02:08:05.7Z,4,REGULAR,turnover,lost ball,[],1627742,,,1610612740,94,100,2023-12-16T02:08:11Z,5990000,False,,,0,,B. Ingram lost ball TURNOVER (9 TO),"[1627742, 1626179]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,,,,,9.0,,,,,,,,,,,Rozier,1626179.0
604,PT03M48.00S,2023-12-16T02:08:05.7Z,4,REGULAR,steal,,[],1626179,,,1610612766,94,100,2023-12-16T02:08:07Z,6000000,False,,,0,,T. Rozier STEAL (3 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
605,PT03M41.00S,2023-12-16T02:08:12.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630208,92.9862023653088,51.71568627450981,1610612766,96,100,2023-12-16T02:08:17Z,6010000,False,9.0,13.0,1,right,N. Richards DUNK (16 PTS) (G. Hayward 4 AST),"[1630208, 202330]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,16.0,,,,,G. Hayward,202330.0,4.0,,
607,PT03M41.00S,2023-12-16T02:08:28.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,96,100,2023-12-16T02:08:28Z,6030000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M20.00S,2023-12-16T02:10:10.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,7.30946123521682,49.01960784313725,1610612740,96,102,2023-12-16T02:10:32Z,6040000,False,5.0,16.0,1,left,C. McCollum driving finger roll Layup (19 PTS) (J. Valanciunas 3 AST),"[203468, 202685]",1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.69,Made,,,,,,,,,19.0,,,,,J. Valanciunas,202685.0,3.0,,
610,PT02M58.00S,2023-12-16T02:10:32.3Z,4,REGULAR,3pt,Jump Shot,[],1628970,65.25952693823915,57.107843137254896,1610612766,96,102,2023-12-16T02:10:39Z,6060000,False,36.0,274.0,1,right,MISS M. Bridges 27' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,27.64,Missed,,,,,,,,,,,,,,,,,,
611,PT02M55.00S,2023-12-16T02:10:35.3Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,96,102,2023-12-16T02:10:39Z,6070000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,610.0,3.0,3.0,0.0,,,,,,,,,,,,,,
612,PT02M35.00S,2023-12-16T02:10:55.5Z,4,REGULAR,3pt,Jump Shot,[],1627742,28.33442838370565,79.16666666666666,1610612740,96,102,2023-12-16T02:11:00Z,6080000,False,-146.0,214.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
613,PT02M33.00S,2023-12-16T02:10:57.5Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,96,102,2023-12-16T02:11:00Z,6090000,False,,,0,,M. Bridges REBOUND (Off:2 Def:8),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,612.0,10.0,8.0,2.0,,,,,,,,,,,,,,
614,PT02M23.00S,2023-12-16T02:11:07.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641706,92.85479632063075,50.98039215686274,1610612766,98,102,2023-12-16T02:11:46Z,6100000,False,5.0,15.0,1,right,B. Miller driving DUNK (16 PTS),[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,,,16.0,,,,,,,,,
615,PT02M03.00S,2023-12-16T02:11:31.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612740,98,102,2023-12-16T02:11:47Z,6110000,False,,,0,,M. Bridges shooting personal FOUL (4 PF) (Jones 2 FT),"[1628970, 1630529]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,4.0,0.0,Jones,1630529.0,,,,,
617,PT02M03.00S,2023-12-16T02:11:58.4Z,4,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,98,102,2023-12-16T02:11:58Z,6130000,False,,,0,,MISS H. Jones Free Throw 1 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
618,PT02M03.00S,2023-12-16T02:11:58.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,98,102,2023-12-16T02:11:58Z,6140000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,617.0,,,,,,,,,,,,,,,,,
619,PT02M03.00S,2023-12-16T02:12:00.4Z,4,REGULAR,substitution,out,[],1627742,,,1610612740,98,102,2023-12-16T02:12:09Z,6150000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT02M03.00S,2023-12-16T02:12:00.4Z,4,REGULAR,substitution,in,[],1630700,,,1610612740,98,102,2023-12-16T02:12:09Z,6160000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M03.00S,2023-12-16T02:12:19.3Z,4,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,98,103,2023-12-16T02:12:19Z,6170000,False,,,0,,H. Jones Free Throw 2 of 2 (6 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
622,PT01M48.00S,2023-12-16T02:12:36.9Z,4,REGULAR,3pt,Jump Shot,[],1626179,91.5407358738502,98.0392156862745,1610612766,98,103,2023-12-16T02:12:56Z,6180000,False,240.0,27.0,1,right,MISS T. Rozier 24' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,24.17,Missed,,,,,,,,,,,,,,,,,,
623,PT01M44.00S,2023-12-16T02:12:40.6Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,98,103,2023-12-16T02:12:40Z,6190000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:8),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Right Corner 3,24+ Right,,,622.0,11.0,8.0,3.0,,,,,,,,,,,,,,
624,PT01M31.00S,2023-12-16T02:12:56.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,5.338370565045992,54.166666666666664,1610612740,98,105,2023-12-16T02:13:03Z,6200000,False,-21.0,-2.0,1,left,H. Jones cutting Layup (8 PTS) (J. Valanciunas 4 AST),"[1630529, 202685]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,,,8.0,,,,,J. Valanciunas,202685.0,4.0,,
626,PT01M31.00S,2023-12-16T02:13:11.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,98,105,2023-12-16T02:13:11Z,6220000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT01M28.00S,2023-12-16T02:14:46.4Z,4,REGULAR,turnover,bad pass,[],202330,,,1610612766,98,105,2023-12-16T02:14:53Z,6230000,False,,,0,,G. Hayward bad pass TURNOVER (1 TO),"[202330, 1630700]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,,,,,,,Daniels,1630700.0
628,PT01M28.00S,2023-12-16T02:14:46.4Z,4,REGULAR,steal,,[],1630700,,,1610612740,98,105,2023-12-16T02:14:50Z,6240000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
629,PT01M14.00S,2023-12-16T02:14:59.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629627,15.062417871222076,36.76470588235294,1610612740,98,107,2023-12-16T02:15:07Z,6250000,False,66.0,89.0,1,left,Z. Williamson 11' pullup Jump Shot (21 PTS) (H. Jones 1 AST),"[1629627, 1630529]",1610612740.0,NOP,pullup,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Right,11.1,Made,,,,,,,,,21.0,,,,,H. Jones,1630529.0,1.0,,
630,PT01M01.00S,2023-12-16T02:15:16.3Z,4,REGULAR,3pt,Jump Shot,[],1628970,67.36202365308804,25.0,1610612766,101,107,2023-12-16T02:15:20Z,6260000,False,-125.0,254.0,1,right,M. Bridges 28' 3PT  (24 PTS) (B. Miller 3 AST),"[1628970, 1641706]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,28.34,Made,,,,,,,,,24.0,,,,,B. Miller,1641706.0,3.0,,
632,PT00M39.00S,2023-12-16T02:15:42.4Z,4,REGULAR,2pt,Jump Shot,[],203468,18.2161629434954,70.09803921568627,1610612740,101,107,2023-12-16T02:16:06Z,6280000,False,-100.0,119.0,1,left,MISS C. McCollum 15' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,15.55,Missed,,,,,,,,,,,,,,,,,,
633,PT00M36.50S,2023-12-16T02:15:44.9Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,101,107,2023-12-16T02:15:44Z,6290000,False,,,0,,T. Rozier REBOUND (Off:0 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,,,632.0,4.0,4.0,0.0,,,,,,,,,,,,,,
636,PT00M26.50S,2023-12-16T02:16:12.0Z,4,REGULAR,3pt,Jump Shot,[],1626179,78.40013140604468,8.333333333333332,1610612766,104,107,2023-12-16T02:19:09Z,6310000,False,-208.0,151.0,1,right,T. Rozier 25' 3PT pullup (30 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.7,Made,,,,,,,,,30.0,,,,,,,,,
638,PT00M26.50S,2023-12-16T02:16:49.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,104,107,2023-12-16T02:16:49Z,6330000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M26.50S,2023-12-16T02:17:58.4Z,4,REGULAR,substitution,out,[],1630208,,,1610612740,104,107,2023-12-16T02:18:44Z,6340000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M26.50S,2023-12-16T02:17:58.4Z,4,REGULAR,substitution,out,[],1629627,,,1610612740,104,107,2023-12-16T02:18:44Z,6350000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M26.50S,2023-12-16T02:17:58.4Z,4,REGULAR,substitution,out,[],1630700,,,1610612740,104,107,2023-12-16T02:18:44Z,6360000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M26.50S,2023-12-16T02:17:58.4Z,4,REGULAR,substitution,in,[],1630550,,,1610612740,104,107,2023-12-16T02:18:44Z,6370000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M26.50S,2023-12-16T02:17:58.4Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,104,107,2023-12-16T02:18:44Z,6380000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M26.50S,2023-12-16T02:17:58.4Z,4,REGULAR,substitution,in,[],1630530,,,1610612740,104,107,2023-12-16T02:18:44Z,6390000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M21.40S,2023-12-16T02:18:48.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612740,104,107,2023-12-16T02:19:41Z,6400000,False,,,0,,M. Bridges take personal FOUL (5 PF) (Jones 2 FT),"[1628970, 1630529]",1610612766.0,CHA,take,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,1204.0,,,,,5.0,0.0,Jones,1630529.0,,,,,
647,PT00M21.40S,2023-12-16T02:19:02.8Z,4,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,104,108,2023-12-16T02:19:02Z,6420000,False,,,0,,H. Jones Free Throw 1 of 2 (9 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
648,PT00M21.40S,2023-12-16T02:19:05.5Z,4,REGULAR,substitution,out,[],1630550,,,1610612740,104,108,2023-12-16T02:19:17Z,6430000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M21.40S,2023-12-16T02:19:05.5Z,4,REGULAR,substitution,out,[],203468,,,1610612740,104,108,2023-12-16T02:19:17Z,6440000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M21.40S,2023-12-16T02:19:05.5Z,4,REGULAR,substitution,out,[],202685,,,1610612740,104,108,2023-12-16T02:19:17Z,6450000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M21.40S,2023-12-16T02:19:05.5Z,4,REGULAR,substitution,in,[],1630208,,,1610612740,104,108,2023-12-16T02:19:17Z,6460000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M21.40S,2023-12-16T02:19:05.5Z,4,REGULAR,substitution,in,[],1630230,,,1610612740,104,108,2023-12-16T02:19:17Z,6470000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M21.40S,2023-12-16T02:19:05.5Z,4,REGULAR,substitution,in,[],1630700,,,1610612740,104,108,2023-12-16T02:19:17Z,6480000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M21.40S,2023-12-16T02:19:02.8Z,4,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,104,108,2023-12-16T02:19:27Z,6490000,False,,,0,,MISS H. Jones Free Throw 2 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
655,PT00M18.20S,2023-12-16T02:19:06.0Z,4,REGULAR,rebound,offensive,[],1630529,,,1610612740,104,108,2023-12-16T02:19:27Z,6500000,False,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,654.0,2.0,1.0,1.0,,,,,,,,,,,,,,
656,PT00M17.70S,2023-12-16T02:19:28.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612740,104,108,2023-12-16T02:19:42Z,6510000,False,,,0,,G. Hayward take personal FOUL (1 PF) (Jones 2 FT),"[202330, 1630529]",1610612766.0,CHA,take,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,,1628953.0,,,,,1.0,0.0,Jones,1630529.0,,,,,
658,PT00M17.70S,2023-12-16T02:19:51.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630529,,,1610612740,104,109,2023-12-16T02:19:51Z,6530000,False,,,0,,H. Jones Free Throw 1 of 2 (10 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
659,PT00M17.70S,2023-12-16T02:20:03.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630529,,,1610612740,104,110,2023-12-16T02:20:03Z,6540000,False,,,0,,H. Jones Free Throw 2 of 2 (11 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
660,PT00M09.70S,2023-12-16T02:20:18.8Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630529,,,1610612766,104,110,2023-12-16T02:20:26Z,6550000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Bridges 3 FT),"[1630529, 1628970]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,2003.0,,,,,1.0,0.0,Bridges,1628970.0,,,,,
662,PT00M09.70S,2023-12-16T02:20:41.7Z,4,REGULAR,freethrow,1 of 3,[],1628970,,,1610612766,105,110,2023-12-16T02:20:41Z,6570000,False,,,0,,M. Bridges Free Throw 1 of 3 (25 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,25.0,,,,,,,,,
663,PT00M09.70S,2023-12-16T02:20:52.9Z,4,REGULAR,freethrow,2 of 3,[],1628970,,,1610612766,106,110,2023-12-16T02:20:52Z,6580000,False,,,0,,M. Bridges Free Throw 2 of 3 (26 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,26.0,,,,,,,,,
664,PT00M09.70S,2023-12-16T02:20:55.1Z,4,REGULAR,substitution,out,[],1630208,,,1610612766,106,110,2023-12-16T02:21:03Z,6590000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M09.70S,2023-12-16T02:20:55.1Z,4,REGULAR,substitution,out,[],1630230,,,1610612766,106,110,2023-12-16T02:21:03Z,6600000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M09.70S,2023-12-16T02:20:55.1Z,4,REGULAR,substitution,out,[],1630700,,,1610612766,106,110,2023-12-16T02:21:03Z,6610000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M09.70S,2023-12-16T02:20:55.1Z,4,REGULAR,substitution,in,[],1630550,,,1610612766,106,110,2023-12-16T02:21:03Z,6620000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M09.70S,2023-12-16T02:20:55.1Z,4,REGULAR,substitution,in,[],202685,,,1610612766,106,110,2023-12-16T02:21:03Z,6630000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M09.70S,2023-12-16T02:20:55.1Z,4,REGULAR,substitution,in,[],203468,,,1610612766,106,110,2023-12-16T02:21:03Z,6640000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M09.70S,2023-12-16T02:21:18.6Z,4,REGULAR,freethrow,3 of 3,[],1628970,,,1610612766,107,110,2023-12-16T02:21:18Z,6650000,False,,,0,,M. Bridges Free Throw 3 of 3 (27 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,27.0,,,,,,,,,
671,PT00M09.70S,2023-12-16T02:21:25.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,107,110,2023-12-16T02:21:25Z,6660000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M08.20S,2023-12-16T02:22:55.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612740,107,110,2023-12-16T02:23:04Z,6670000,False,,,0,,G. Hayward take personal FOUL (2 PF) (Ingram 2 FT),"[202330, 1627742]",1610612766.0,CHA,take,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,,,,,,,1204.0,,,,,2.0,0.0,Ingram,1627742.0,,,,,
674,PT00M08.20S,2023-12-16T02:23:21.9Z,4,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,107,111,2023-12-16T02:23:22Z,6690000,False,,,0,,B. Ingram Free Throw 1 of 2 (7 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
