actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M30.00S,2024-02-01T00:12:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,6.258212877792378,47.05882352941176,1610612766,3,4,2024-02-01T00:12:09Z,200000,False,15.0,6.0,1,left,MISS B. McGowens driving Layup,[1631121],1610612766.0,CHA,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,,,,,,
21,PT10M26.00S,2024-02-01T00:12:09.6Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,3,4,2024-02-01T00:12:09Z,210000,False,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,20.0,,,,,1.0,0.0,1.0,,,,,,,,,,
22,PT10M26.00S,2024-02-01T00:12:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,5.590000152587891,50.0,1610612766,5,4,2024-02-01T00:12:08Z,220000,False,0.0,0.0,1,left,N. Richards putback Layup (2 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,,2.0,,,,,,,,,,,,,,,,
23,PT10M18.00S,2024-02-01T00:12:17.4Z,1,REGULAR,3pt,Jump Shot,[],202696,66.17936925098554,40.931372549019606,1610612741,5,4,2024-02-01T00:12:22Z,230000,False,-45.0,265.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.92,Missed,,,,,,,,,,,,,,,,,,
24,PT10M15.00S,2024-02-01T00:12:20.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,5,4,2024-02-01T00:12:22Z,240000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,23.0,,,,,1.0,1.0,0.0,,,,,,,,,,
25,PT10M09.00S,2024-02-01T00:12:26.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628970,7.966491458607096,46.07843137254902,1610612766,5,4,2024-02-01T00:14:10Z,250000,False,20.0,22.0,1,left,MISS M. Bridges driving floating bank Shot,[1628970],1610612766.0,CHA,driving floating bank,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
26,PT10M07.00S,2024-02-01T00:12:28.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,4,2024-02-01T00:14:10Z,260000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,25.0,,,,,2.0,2.0,0.0,,,,,,,,,,
28,PT09M49.00S,2024-02-01T00:13:26.4Z,1,REGULAR,3pt,Jump Shot,[],1627936,68.28186596583443,30.14705882352941,1610612741,5,4,2024-02-01T00:13:31Z,280000,False,-99.0,246.0,1,right,MISS A. Caruso 26' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,26.5,Missed,,,,,,,,,,,,,,,,,,
29,PT09M46.00S,2024-02-01T00:13:29.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,5,4,2024-02-01T00:13:31Z,290000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,28.0,,,,,2.0,2.0,0.0,,,,,,,,,,
30,PT09M25.00S,2024-02-01T00:13:50.1Z,1,REGULAR,2pt,Jump Shot,[],1628998,23.866622864651774,68.38235294117648,1610612766,5,4,2024-02-01T00:13:55Z,300000,False,-92.0,172.0,1,left,MISS C. Martin 19' step back Shot,[1628998],1610612766.0,CHA,step back,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,19.48,Missed,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2024-02-01T00:13:53.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,5,4,2024-02-01T00:13:53Z,310000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,30.0,,,,,1.0,1.0,0.0,,,,,,,,,,
32,PT09M12.00S,2024-02-01T00:14:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.46057818659659,44.36274509803921,1610612741,5,4,2024-02-01T00:14:07Z,320000,False,-28.0,18.0,1,right,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.37,Missed,,,,,,,,,,,,,,,,,,
33,PT09M10.00S,2024-02-01T00:14:04.2Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,5,4,2024-02-01T00:14:04Z,330000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,32.0,,,,,3.0,2.0,1.0,,,,,,,,,,
34,PT09M08.00S,2024-02-01T00:14:06.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,67.62483574244416,37.00980392156863,1610612741,5,7,2024-02-01T00:14:10Z,340000,False,-65.0,252.0,1,right,A. Dosunmu 26' 3PT  (3 PTS) (N. Vucevic 1 AST),"[1630245, 202696]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,26.01,Made,,3.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,
36,PT08M56.00S,2024-02-01T00:14:19.6Z,1,REGULAR,3pt,Jump Shot,[],1628998,30.305519053876477,29.901960784313726,1610612766,5,7,2024-02-01T00:14:24Z,360000,False,100.0,232.0,1,left,MISS C. Martin 25' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
37,PT08M53.00S,2024-02-01T00:14:22.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,7,2024-02-01T00:14:24Z,370000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,36.0,,,,,4.0,3.0,1.0,,,,,,,,,,
38,PT08M46.00S,2024-02-01T00:14:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,87.59855453350855,51.9607843137255,1610612741,5,9,2024-02-01T00:14:34Z,380000,False,10.0,64.0,1,right,N. Vucevic 6' floating Jump Shot (4 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,,4.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,
40,PT08M24.00S,2024-02-01T00:14:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,7.30946123521682,47.05882352941176,1610612766,7,9,2024-02-01T00:14:53Z,400000,False,15.0,16.0,1,left,B. McGowens driving Layup (2 PTS),[1631121],1610612766.0,CHA,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.19,Made,,2.0,,,,,,,,,,,,,,,,
42,PT08M02.00S,2024-02-01T00:15:11.8Z,1,REGULAR,2pt,Jump Shot,[],1629632,87.59855453350855,30.637254901960787,1610612741,7,11,2024-02-01T00:15:17Z,420000,False,-97.0,64.0,1,right,C. White 11' pullup bank Jump Shot (2 PTS) (N. Vucevic 2 AST),"[1629632, 202696]",1610612741.0,CHI,pullup bank,,,White,C. White,,,,,Mid-Range,8-16 Left,11.61,Made,,2.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,,
44,PT07M41.00S,2024-02-01T00:15:35.9Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612766,7,11,2024-02-01T00:15:53Z,440000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (McGowens 2 FT),"[1630245, 1631121]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627529.0,1.0,0.0,McGowens,1631121.0,,,,,
46,PT07M41.00S,2024-02-01T00:16:00.5Z,1,REGULAR,freethrow,1 of 2,[],1631121,,,1610612766,8,11,2024-02-01T00:16:00Z,460000,False,,,0,,B. McGowens Free Throw 1 of 2 (3 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
47,PT07M41.00S,2024-02-01T00:16:13.0Z,1,REGULAR,freethrow,2 of 2,[],1631121,,,1610612766,9,11,2024-02-01T00:16:13Z,470000,False,,,0,,B. McGowens Free Throw 2 of 2 (4 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
48,PT07M26.00S,2024-02-01T00:16:30.3Z,1,REGULAR,2pt,Jump Shot,[],202696,75.1149802890933,33.088235294117645,1610612741,9,11,2024-02-01T00:19:45Z,480000,False,-85.0,181.0,1,right,MISS N. Vucevic 20' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,20.02,Missed,,,,,,,,,,,,,,,,,,
49,PT07M22.00S,2024-02-01T00:16:34.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,9,11,2024-02-01T00:16:35Z,490000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,48.0,,,,,3.0,3.0,0.0,,,,,,,,,,
50,PT07M12.00S,2024-02-01T00:16:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,18.610381077529567,45.34313725490196,1610612766,11,11,2024-02-01T00:16:49Z,500000,False,23.0,122.0,1,left,B. Miller 12' driving floating Jump Shot (5 PTS) (B. McGowens 2 AST),"[1641706, 1631121]",1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,12.46,Made,,5.0,B. McGowens,1631121.0,2.0,,,,,,,,,,,,,
51,PT06M53.00S,2024-02-01T00:17:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,82.60512483574244,52.94117647058824,1610612741,11,13,2024-02-01T00:17:07Z,510000,False,15.0,111.0,1,right,C. White 11' pullup Jump Shot (4 PTS) (D. DeRozan 1 AST),"[1629632, 201942]",1610612741.0,CHI,pullup,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,11.2,Made,,4.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,
54,PT06M32.00S,2024-02-01T00:17:24.9Z,1,REGULAR,2pt,Jump Shot,[],1641706,11.12023653088042,30.14705882352941,1610612766,11,13,2024-02-01T00:22:54Z,530000,False,99.0,52.0,1,left,MISS B. Miller 11' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,11.21,Missed,,,,,,,,,,,,,,,,,,
55,PT06M29.00S,2024-02-01T00:17:27.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,13,2024-02-01T00:17:28Z,540000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,,,54.0,,,,,5.0,4.0,1.0,,,,,,,,,,
56,PT06M14.00S,2024-02-01T00:17:43.0Z,1,REGULAR,3pt,Jump Shot,[],202696,66.70499342969777,33.57843137254902,1610612741,11,13,2024-02-01T00:17:49Z,550000,False,-82.0,260.0,1,right,MISS N. Vucevic 27' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,27.31,Missed,,,,,,,,,,,,,,,,,,
57,PT06M11.00S,2024-02-01T00:17:46.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,11,13,2024-02-01T00:17:49Z,560000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,56.0,,,,,,,,,,,,,,,,,
59,PT06M11.00S,2024-02-01T00:17:56.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,11,13,2024-02-01T00:17:56Z,580000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M11.00S,2024-02-01T00:17:59.3Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,11,13,2024-02-01T00:20:33Z,590000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M11.00S,2024-02-01T00:17:59.3Z,1,REGULAR,substitution,out,[],1631121,,,1610612766,11,13,2024-02-01T00:20:33Z,600000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M11.00S,2024-02-01T00:17:59.3Z,1,REGULAR,substitution,out,[],201942,,,1610612766,11,13,2024-02-01T00:20:33Z,610000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M11.00S,2024-02-01T00:17:59.3Z,1,REGULAR,substitution,out,[],1627936,,,1610612766,11,13,2024-02-01T00:20:33Z,620000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M11.00S,2024-02-01T00:17:59.3Z,1,REGULAR,substitution,in,[],202397,,,1610612766,11,13,2024-02-01T00:20:33Z,630000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M11.00S,2024-02-01T00:17:59.3Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,11,13,2024-02-01T00:20:33Z,640000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M11.00S,2024-02-01T00:17:59.3Z,1,REGULAR,substitution,in,[],1630678,,,1610612766,11,13,2024-02-01T00:20:33Z,650000,False,,,0,,SUB in: T. Taylor,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M11.00S,2024-02-01T00:17:59.3Z,1,REGULAR,substitution,in,[],1641763,,,1610612766,11,13,2024-02-01T00:20:33Z,660000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M47.00S,2024-02-01T00:21:16.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,6.783837056504599,51.225490196078425,1610612766,13,13,2024-02-01T00:23:59Z,670000,False,-6.0,11.0,1,left,N. Richards cutting DUNK (4 PTS) (M. Bridges 1 AST),"[1630208, 1628970]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.28,Made,,4.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,
70,PT05M23.00S,2024-02-01T00:21:40.7Z,1,REGULAR,2pt,Jump Shot,[],202696,87.20433639947439,27.696078431372552,1610612741,13,15,2024-02-01T00:25:13Z,690000,False,-112.0,68.0,1,right,N. Vucevic 13' turnaround fadeaway Jump Shot (6 PTS),[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,13.05,Made,,6.0,,,,,,,,,,,,,,,,
71,PT05M10.00S,2024-02-01T00:21:54.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,17.16491458607096,94.36274509803921,1610612766,13,15,2024-02-01T00:21:59Z,700000,False,-222.0,109.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,24.71,Missed,,,,,,,,,,,,,,,,,,
72,PT05M07.00S,2024-02-01T00:21:57.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,15,2024-02-01T00:21:59Z,710000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,71.0,,,,,6.0,5.0,1.0,,,,,,,,,,
73,PT04M56.00S,2024-02-01T00:22:07.5Z,1,REGULAR,3pt,Jump Shot,[],1629632,61.44875164257556,31.61764705882353,1610612741,13,18,2024-02-01T00:22:17Z,720000,False,-92.0,310.0,1,right,C. White 32' 3PT  (7 PTS) (T. Taylor 1 AST),"[1629632, 1630678]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,32.32,Made,,7.0,T. Taylor,1630678.0,1.0,,,,,,,,,,,,,
75,PT04M45.00S,2024-02-01T00:22:24.1Z,1,REGULAR,foul,personal,[],1641763,,,1610612766,13,18,2024-02-01T00:22:37Z,740000,False,,,0,,J. Phillips personal FOUL (1 PF),"[1641763, 202397]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202041.0,1.0,0.0,Smith,202397.0,,,,,
77,PT04M45.00S,2024-02-01T00:22:36.3Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,13,18,2024-02-01T00:22:41Z,760000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M45.00S,2024-02-01T00:22:36.3Z,1,REGULAR,substitution,out,[],1629632,,,1610612766,13,18,2024-02-01T00:22:41Z,770000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M45.00S,2024-02-01T00:22:36.3Z,1,REGULAR,substitution,in,[],1628373,,,1610612766,13,18,2024-02-01T00:22:41Z,780000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612766.0,CHA,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M45.00S,2024-02-01T00:22:36.3Z,1,REGULAR,substitution,in,[],1628975,,,1610612766,13,18,2024-02-01T00:22:41Z,790000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M35.00S,2024-02-01T00:22:53.1Z,1,REGULAR,3pt,Jump Shot,[],1641706,32.40801576872536,41.42156862745098,1610612766,13,18,2024-02-01T00:26:59Z,800000,False,43.0,252.0,1,left,MISS B. Miller 25' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
82,PT04M32.00S,2024-02-01T00:22:56.1Z,1,REGULAR,rebound,defensive,[],1630678,,,1610612741,13,18,2024-02-01T00:22:57Z,810000,False,,,0,,T. Taylor REBOUND (Off:0 Def:1),[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Center,,,81.0,,,,,1.0,1.0,0.0,,,,,,,,,,
83,PT04M17.00S,2024-02-01T00:23:11.5Z,1,REGULAR,3pt,Jump Shot,[],1628975,68.28186596583443,64.4607843137255,1610612741,13,18,2024-02-01T00:27:31Z,820000,False,72.0,246.0,1,right,MISS J. Carter 25' pullup 3PT,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
84,PT04M13.00S,2024-02-01T00:23:15.5Z,1,REGULAR,rebound,defensive,[],1628373,,,1610612766,13,18,2024-02-01T00:23:16Z,830000,False,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612766.0,CHA,,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Center,,,83.0,,,,,1.0,1.0,0.0,,,,,,,,,,
85,PT04M06.00S,2024-02-01T00:23:22.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,33.85348226018397,45.588235294117645,1610612766,16,18,2024-02-01T00:23:27Z,840000,False,22.0,266.0,1,left,P. Washington 26' 3PT  (3 PTS) (I. Smith 1 AST),"[1629023, 202397]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,26.66,Made,,3.0,I. Smith,202397.0,1.0,,,,,,,,,,,,,
87,PT03M46.00S,2024-02-01T00:23:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.11760840998686,54.166666666666664,1610612741,16,20,2024-02-01T00:29:26Z,860000,False,21.0,12.0,1,right,A. Dosunmu driving finger roll Layup (5 PTS) (J. Carter 1 AST),"[1630245, 1628975]",1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.41,Made,,5.0,J. Carter,1628975.0,1.0,,,,,,,,,,,,,
