actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
22,PT10M03.00S,2024-02-11T00:12:27.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,77.34888304862024,91.17647058823529,1610612763,5,8,2024-02-11T00:12:34Z,220000,False,206.0,160.0,1,right,J. Jackson Jr. 26' 3PT  (5 PTS) (J. Konchar 1 AST),"[1628991, 1629723]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,26.1,Made,5.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,
24,PT09M51.00S,2024-02-11T00:12:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,5.469776609724048,52.94117647058824,1610612766,5,8,2024-02-11T00:14:42Z,240000,False,-15.0,-1.0,1,left,MISS T. Mann driving Layup,[1630544],1610612766.0,CHA,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
25,PT09M49.00S,2024-02-11T00:12:41.7Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,5,8,2024-02-11T00:12:41Z,250000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M43.00S,2024-02-11T00:12:47.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,69.85873850197109,77.94117647058823,1610612763,5,8,2024-02-11T00:12:54Z,260000,False,140.0,231.0,1,right,MISS J. Jackson Jr. 26' running 3PT,[1628991],1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,26.98,Missed,,,,,,,,,,,,,,,,,,
27,PT09M41.00S,2024-02-11T00:12:49.3Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,5,8,2024-02-11T00:12:54Z,270000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M38.00S,2024-02-11T00:12:55.6Z,1,REGULAR,turnover,traveling,[],1628970,,,1610612766,5,8,2024-02-11T00:13:03Z,280000,False,,,0,,M. Bridges traveling TURNOVER (1 TO),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,1.0,,,,,,,,
29,PT09M15.00S,2024-02-11T00:13:27.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630583,93.64323258869908,23.774509803921568,1610612763,5,8,2024-02-11T00:13:33Z,290000,False,-131.0,7.0,1,right,MISS S. Aldama 13' Jump Shot,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,13.13,Missed,,,,,,,,,,,,,,,,,,
30,PT09M12.00S,2024-02-11T00:13:30.9Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,5,8,2024-02-11T00:13:33Z,300000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,
31,PT09M11.00S,2024-02-11T00:13:37.4Z,1,REGULAR,foul,personal,[],1628991,,,1610612766,5,8,2024-02-11T00:17:25Z,310000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1630208]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,1.0,0.0,Richards,1630208.0,,
33,PT09M03.00S,2024-02-11T00:14:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628998,11.251642575558476,49.754901960784316,1610612766,7,8,2024-02-11T00:17:45Z,330000,False,1.0,53.0,1,left,C. Martin pullup Jump Shot (2 PTS),[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,2.0,,,,,,,,,,,,,,,,,
34,PT08M52.00S,2024-02-11T00:14:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,91.67214191852825,49.754901960784316,1610612763,7,10,2024-02-11T00:18:13Z,340000,False,-1.0,26.0,1,right,J. Jackson Jr. driving Layup (7 PTS) (V. Williams Jr. 1 AST),"[1628991, 1631246]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.58,Made,7.0,V. Williams Jr.,1631246.0,1.0,,,,,,,,,,,,,,
37,PT08M30.00S,2024-02-11T00:14:38.3Z,1,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,7,10,2024-02-11T00:29:02Z,360000,False,,,0,,C. Martin bad pass out-of-bounds TURNOVER (1 TO),[1628998],1610612766.0,CHA,bad pass,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628953.0,1.0,,,,,,,,
38,PT08M19.00S,2024-02-11T00:14:55.2Z,1,REGULAR,foul,personal,[],1630208,,,1610612763,7,10,2024-02-11T00:15:03Z,370000,False,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 1628991]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626301.0,,,,1.0,0.0,Jackson Jr.,1628991.0,,
40,PT08M16.00S,2024-02-11T00:15:16.4Z,1,REGULAR,turnover,out-of-bounds,[],1628991,,,1610612763,7,10,2024-02-11T00:15:27Z,390000,False,,,0,,J. Jackson Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628991],1610612763.0,MEM,bad pass,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,101284.0,1.0,,,,,,,,
41,PT08M00.00S,2024-02-11T00:15:39.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641706,23.99802890932983,55.88235294117647,1610612766,9,10,2024-02-11T00:19:40Z,400000,False,-29.0,173.0,1,left,B. Miller 17' pullup Jump Shot (2 PTS) (C. Martin 1 AST),"[1641706, 1628998]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,17.56,Made,2.0,C. Martin,1628998.0,1.0,,,,,,,,,,,,,,
43,PT07M50.00S,2024-02-11T00:15:50.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,86.15308804204993,47.549019607843135,1610612763,9,10,2024-02-11T00:20:20Z,420000,False,-12.0,78.0,1,right,MISS J. Jackson Jr. 7' floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.87,Missed,,,,,,,,,,,,,,,,,,
44,PT07M49.00S,2024-02-11T00:15:52.4Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,9,10,2024-02-11T00:15:52Z,430000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,43.0,3.0,2.0,1.0,,,,,,,,,,
45,PT07M38.00S,2024-02-11T00:16:09.8Z,1,REGULAR,turnover,bad pass,[],1628970,,,1610612766,9,10,2024-02-11T00:16:19Z,440000,False,,,0,,M. Bridges bad pass TURNOVER (2 TO),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,2.0,,,,,,,,
46,PT07M38.00S,2024-02-11T00:16:12.5Z,1,REGULAR,foul,personal,[],1630208,,,1610612763,9,10,2024-02-11T00:16:23Z,450000,False,,,0,,N. Richards loose ball personal FOUL (2 PF),"[1630208, 1631367]",1610612766.0,CHA,loose ball,,,Richards,N. Richards,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1626301.0,,,,2.0,0.0,Gilyard,1631367.0,,
48,PT07M38.00S,2024-02-11T00:16:20.4Z,1,REGULAR,substitution,out,[],1630208,,,1610612763,9,10,2024-02-11T00:16:22Z,470000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M38.00S,2024-02-11T00:16:20.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612763,9,10,2024-02-11T00:16:22Z,480000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M24.00S,2024-02-11T00:16:41.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,88.64980289093299,4.901960784313726,1610612763,9,10,2024-02-11T00:16:44Z,490000,False,-225.0,54.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
51,PT07M22.00S,2024-02-11T00:16:43.0Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,9,10,2024-02-11T00:16:44Z,500000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,,,,50.0,3.0,3.0,0.0,,,,,,,,,,
52,PT07M14.00S,2024-02-11T00:16:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629684,27.414586070959263,83.33333333333334,1610612766,9,10,2024-02-11T00:16:53Z,510000,False,-167.0,205.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
53,PT07M14.00S,2024-02-11T00:16:50.0Z,1,REGULAR,rebound,defensive,[],1631367,,,1610612763,9,10,2024-02-11T00:16:53Z,520000,False,,,0,,J. Gilyard REBOUND (Off:0 Def:1),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,
54,PT07M00.00S,2024-02-11T00:17:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,90.3580814717477,48.529411764705884,1610612763,9,12,2024-02-11T00:21:33Z,530000,False,-7.0,38.0,1,right,J. Jackson Jr. floating Jump Shot (9 PTS),[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.88,Made,9.0,,,,,,,,,,,,,,,,,
55,PT06M43.00S,2024-02-11T00:17:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,6.652431011826544,49.01960784313725,1610612766,9,12,2024-02-11T00:22:05Z,540000,False,5.0,10.0,1,left,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
56,PT06M43.00S,2024-02-11T00:17:23.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,9,12,2024-02-11T00:17:30Z,550000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,55.0,,,,,,,,,,,,,
58,PT06M43.00S,2024-02-11T00:17:38.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,9,12,2024-02-11T00:17:38Z,570000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M22.00S,2024-02-11T00:20:52.6Z,1,REGULAR,3pt,Jump Shot,[],1631367,71.30420499342969,80.3921568627451,1610612763,9,12,2024-02-11T00:20:56Z,580000,False,152.0,217.0,1,right,MISS J. Gilyard 26' 3PT,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
60,PT06M20.00S,2024-02-11T00:20:54.6Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,9,12,2024-02-11T00:20:56Z,590000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,
61,PT06M16.00S,2024-02-11T00:20:58.0Z,1,REGULAR,turnover,lost ball,[],1641706,,,1610612766,9,12,2024-02-11T00:21:03Z,600000,False,,,0,,B. Miller lost ball TURNOVER (1 TO),"[1641706, 1629723]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,Konchar,1629723.0
62,PT06M16.00S,2024-02-11T00:20:58.0Z,1,REGULAR,steal,,[],1629723,,,1610612763,9,12,2024-02-11T00:20:59Z,610000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
63,PT06M04.00S,2024-02-11T00:21:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629723,92.32917214191852,52.20588235294118,1610612763,9,14,2024-02-11T00:21:15Z,620000,False,11.0,20.0,1,right,J. Konchar cutting Layup (2 PTS) (S. Aldama 1 AST),"[1629723, 1630583]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,2.25,Made,2.0,S. Aldama,1630583.0,1.0,,,,,,,,,,,,,,
65,PT05M45.00S,2024-02-11T00:21:29.1Z,1,REGULAR,2pt,Jump Shot,[],1628970,7.5722733245729295,84.06862745098039,1610612766,11,14,2024-02-11T00:21:34Z,640000,False,-170.0,19.0,1,left,M. Bridges 17' pullup Jump Shot (2 PTS) (C. Martin 2 AST),"[1628970, 1628998]",1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left,17.13,Made,2.0,C. Martin,1628998.0,2.0,,,,,,,,,,,,,,
67,PT05M20.00S,2024-02-11T00:21:55.3Z,1,REGULAR,3pt,Jump Shot,[],1631367,68.54467805519053,75.0,1610612763,11,17,2024-02-11T00:22:01Z,660000,False,125.0,243.0,1,right,J. Gilyard 27' 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1631367, 1628991]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Right Center,27.34,Made,3.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,,
69,PT04M55.00S,2024-02-11T00:22:20.2Z,1,REGULAR,3pt,Jump Shot,[],1630544,28.07161629434954,79.16666666666666,1610612766,11,17,2024-02-11T00:22:30Z,680000,False,-146.0,211.0,1,left,MISS T. Mann 25' 3PT,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
70,PT04M51.00S,2024-02-11T00:22:24.2Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,11,17,2024-02-11T00:22:30Z,690000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,
71,PT04M43.00S,2024-02-11T00:22:32.7Z,1,REGULAR,3pt,Jump Shot,[],1631367,83.52496714848883,97.79411764705883,1610612763,11,17,2024-02-11T00:22:39Z,700000,False,239.0,102.0,1,right,MISS J. Gilyard 26' 3PT,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
72,PT04M40.00S,2024-02-11T00:22:35.7Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,11,17,2024-02-11T00:22:39Z,710000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,
73,PT04M34.00S,2024-02-11T00:22:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,5.338370565045992,52.94117647058824,1610612766,13,17,2024-02-11T00:22:55Z,720000,False,-15.0,-2.0,1,left,B. Miller driving Layup (4 PTS),[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.49,Made,4.0,,,,,,,,,,,,,,,,,
74,PT04M34.00S,2024-02-11T00:22:44.6Z,1,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612766,13,17,2024-02-11T00:22:55Z,730000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Miller 1 FT),"[1628991, 1641706]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,2.0,0.0,Miller,1641706.0,,
76,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,out,[],1630544,,,1610612766,13,17,2024-02-11T00:23:37Z,750000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,13,17,2024-02-11T00:23:37Z,760000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,out,[],1631367,,,1610612766,13,17,2024-02-11T00:23:37Z,770000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,out,[],1630583,,,1610612766,13,17,2024-02-11T00:23:37Z,780000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612766,13,17,2024-02-11T00:23:37Z,790000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,out,[],1629723,,,1610612766,13,17,2024-02-11T00:23:37Z,800000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,in,[],203552,,,1610612766,13,17,2024-02-11T00:23:37Z,810000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,in,[],203995,,,1610612766,13,17,2024-02-11T00:23:37Z,820000,False,,,0,,SUB in: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,in,[],1641713,,,1610612766,13,17,2024-02-11T00:23:37Z,830000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,in,[],1641998,,,1610612766,13,17,2024-02-11T00:23:37Z,840000,False,,,0,,SUB in: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M34.00S,2024-02-11T00:22:56.0Z,1,REGULAR,substitution,in,[],1628379,,,1610612766,13,17,2024-02-11T00:23:37Z,850000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
